Running Env Steps,Itration,Running Forward KL,Running Reverse KL,Running Update Time,Real Det Return,Reward Loss,Real Sto Return
215000,43,352.4992,177.4926,43,2103.91,-34234.2734375,2147.98
220000,44,354.3408,230.3845,44,2834.41,-40123.12109375,2937.97
225000,45,365.7334,234.692,45,2075.74,-46594.16015625,2165.43
230000,46,341.8627,169.0356,46,2852.41,-29822.2421875,2791.56
235000,47,346.1622,173.4104,47,2984.51,-26597.244140625,3106.38
240000,48,343.9077,169.7122,48,2107.25,-29820.404296875,3461.19
245000,49,339.9248,154.5263,49,2806.15,-19979.3828125,3516.5
250000,50,347.5184,166.111,50,3829.15,-30757.009765625,3624.99
255000,51,346.0074,183.4067,51,3606.38,-36808.5078125,3289.36
260000,52,337.2168,150.8039,52,3870.86,-21813.734375,4543.33
265000,53,338.0361,155.7293,53,2408.4,-25668.36328125,3789.93
270000,54,340.4807,142.936,54,2917.11,-23292.810546875,4415.93
275000,55,335.9788,158.6439,55,2401.89,-31147.544921875,3202.21
280000,56,351.1615,162.3777,56,3626.19,-31813.8828125,4007.22
285000,57,330.6789,145.8402,57,2518.95,-20090.6171875,4548.12
290000,58,343.7143,152.0865,58,4088.53,-30195.37109375,3820.76
295000,59,335.1257,150.7831,59,3281.65,-23389.849609375,3933.47
300000,60,331.0579,141.8662,60,4099.38,-23103.869140625,4134.79
305000,61,333.5766,138.2506,61,3295.85,-20633.7109375,4531.25
310000,62,348.0543,183.767,62,1619.2,-42321.3828125,2822.66
315000,63,337.2223,156.3611,63,2073.83,-34314.5859375,3142.6
320000,64,331.5194,157.7108,64,3367.31,-33713.4453125,3332.94
325000,65,326.5955,154.4384,65,2333.21,-33912.10546875,3310.49
330000,66,326.01,133.8241,66,3098.01,-25868.5,3775.56
335000,67,333.1089,154.2156,67,4276.93,-33647.5703125,4256.99
340000,68,338.525,178.3901,68,4215.33,-42002.3984375,2944.74
345000,69,323.9845,139.702,69,4858.19,-29064.72265625,4343.09
350000,70,327.9723,142.462,70,4105.32,-35371.375,4169.08
355000,71,327.8639,147.1484,71,4820.4,-36184.70703125,4532.07
360000,72,331.6652,147.3923,72,3905.58,-27778.6875,4371.37
365000,73,322.4159,141.1215,73,4853.83,-29964.697265625,4605.67
370000,74,323.6383,141.0712,74,4652.11,-34662.23828125,4616.41
375000,75,320.003,136.1138,75,4592.21,-28723.068359375,4981.88
380000,76,320.6252,140.6267,76,4713.46,-35832.03125,4559.18
385000,77,322.1375,129.8937,77,4399.32,-32329.33984375,4838.06
390000,78,317.0581,129.9715,78,4709.36,-33102.37109375,4728.09
395000,79,315.1661,136.2206,79,4842.49,-35037.328125,4271.72
400000,80,322.5974,139.1895,80,4913.29,-37825.02734375,4610.81
405000,81,317.5952,127.619,81,4520.4,-36628.42578125,4774.88
410000,82,319.6431,131.2336,82,4227.44,-35151.53125,4667.97
415000,83,317.25,125.5017,83,4385.78,-36430.5,4751.4
420000,84,318.8819,135.5614,84,5000.51,-38930.2421875,4275.27
425000,85,320.9697,131.9624,85,4857.2,-39096.33984375,4552.81
430000,86,313.6827,130.5028,86,5026.08,-38107.734375,4944.96
435000,87,316.0806,129.2857,87,5067.14,-38517.6171875,4996.67
440000,88,317.1396,135.257,88,4878.64,-42036.703125,4925.56
445000,89,316.039,125.2459,89,4893.48,-40307.0390625,4871.81
450000,90,320.0823,131.537,90,4824.62,-41294.02734375,4342.71
455000,91,321.1555,129.2458,91,4623.35,-41574.09765625,4969.86
460000,92,317.0698,129.2874,92,4821.15,-41674.48828125,4882.59
465000,93,318.183,130.0518,93,4674.94,-42161.45703125,4977.9
470000,94,315.433,126.7579,94,4814.07,-43770.234375,4633.41
475000,95,315.7837,131.0612,95,5031.89,-42905.12890625,5023.58
480000,96,313.021,126.2623,96,5039.46,-45626.9453125,4696.56
485000,97,318.0212,141.4109,97,4998.97,-48055.0234375,4219.58
490000,98,316.5678,127.1872,98,4973.92,-47031.07421875,4655.59
495000,99,314.9796,128.924,99,5026.55,-45755.890625,4505.95
500000,100,312.09,125.0032,100,5013.11,-48657.3046875,4691.67
505000,101,318.9674,137.9977,101,5042.53,-49921.37109375,4533.99
510000,102,307.7308,119.8598,102,4996.79,-48692.16015625,4951.36
515000,103,313.034,122.9676,103,5013.06,-49512.60546875,4266.64
520000,104,312.2239,127.2142,104,5040.2,-48842.546875,4960.87
525000,105,316.023,129.2227,105,5020.74,-51805.90625,4955.81
530000,106,317.7452,129.0179,106,5014.22,-51821.68359375,4975.87
535000,107,321.2715,139.3971,107,4971.5,-53809.1875,4934.51
540000,108,316.5841,135.2667,108,4979.44,-53927.0078125,4424.59
545000,109,312.4838,126.8685,109,5007.04,-54572.74609375,4970.88
550000,110,321.9746,137.8715,110,5016.26,-57132.1875,4856.0
555000,111,325.6178,137.9497,111,4970.62,-58547.48828125,4672.51
560000,112,313.8583,131.8934,112,5005.25,-57029.6171875,4863.77
565000,113,313.8194,131.8411,113,5047.99,-56837.6640625,4759.59
570000,114,316.9987,130.7862,114,5006.94,-56778.9921875,4902.78
575000,115,324.323,136.7808,115,5019.89,-59203.68359375,4983.04
580000,116,317.058,129.9556,116,5015.73,-58911.40625,4780.89
585000,117,324.0679,137.5265,117,4996.73,-61488.7421875,4868.68
590000,118,317.0162,134.4668,118,4999.93,-60633.4609375,4934.09
595000,119,321.1751,137.8188,119,5036.02,-61482.57421875,4675.92
600000,120,320.1206,137.6117,120,4982.99,-61252.91015625,4702.53
605000,121,318.6425,132.894,121,4985.21,-60883.2890625,4758.36
610000,122,322.564,137.5277,122,5006.32,-64254.83203125,4839.02
615000,123,320.3043,140.3895,123,5016.2,-65934.734375,4597.81
620000,124,322.1484,142.1633,124,4923.06,-63898.21875,4374.72
625000,125,326.3927,139.1252,125,5017.46,-65257.4140625,4477.82
630000,126,318.0571,135.9782,126,4972.81,-65819.53125,4864.25
635000,127,324.9136,140.3077,127,5028.11,-65979.515625,4438.39
640000,128,315.8174,133.2067,128,4954.49,-66445.2890625,4618.91
645000,129,323.0261,144.2142,129,5008.06,-69161.9609375,4684.07
650000,130,323.87,140.8645,130,5035.06,-68267.53125,4262.47
655000,131,330.7877,143.2345,131,5013.87,-70821.3984375,4328.63
660000,132,328.9137,147.4643,132,5001.78,-71165.515625,4543.03
665000,133,321.9902,138.3053,133,5017.77,-69191.5703125,4450.81
670000,134,324.063,143.7617,134,4963.94,-70754.75,4855.46
675000,135,335.2733,157.339,135,4993.25,-72884.078125,4423.65
680000,136,336.6946,160.2948,136,4985.76,-73045.4140625,4573.04
685000,137,337.8444,160.9714,137,4986.81,-74744.109375,4587.76
690000,138,322.8704,146.5627,138,5005.83,-71410.140625,4614.62
695000,139,324.8145,139.2048,139,5031.95,-72194.640625,4616.26
700000,140,322.8398,143.7084,140,4951.29,-73053.0859375,4132.47
705000,141,326.3019,145.1483,141,4965.95,-73596.1953125,4723.24
710000,142,324.7837,144.5135,142,4996.05,-74321.7265625,4492.9
715000,143,323.375,137.5855,143,4825.24,-74016.140625,4541.25
720000,144,328.064,146.2424,144,5003.79,-75361.96875,4676.93
725000,145,322.7591,143.7079,145,4965.22,-75438.1484375,4421.64
730000,146,329.2696,147.9964,146,4936.01,-74660.3671875,4840.48
735000,147,322.7674,147.8658,147,4963.93,-76012.9453125,4767.94
740000,148,323.1226,145.1543,148,4980.12,-76350.5546875,4917.71
745000,149,337.8478,149.8865,149,5005.28,-77730.8828125,4933.28
750000,150,327.1199,152.0941,150,4982.95,-76788.0078125,4813.51
755000,151,326.6847,146.0165,151,5035.71,-76837.6953125,4731.13
760000,152,331.2804,146.0222,152,5030.86,-78287.0703125,4858.08
765000,153,329.0814,151.0297,153,4847.91,-77671.484375,4838.88
770000,154,326.9219,147.102,154,4974.78,-79317.4375,4606.34
775000,155,330.0281,143.1862,155,4906.02,-78201.4296875,4842.62
780000,156,328.6248,143.4107,156,4950.63,-79037.6953125,4710.81
785000,157,333.1758,152.0957,157,4999.35,-79513.8671875,4919.96
790000,158,328.8029,142.1302,158,4670.91,-78265.8046875,4902.47
795000,159,328.01,143.1337,159,5017.66,-80354.140625,4887.31
800000,160,322.1701,143.0005,160,5014.37,-80843.9140625,4959.3
805000,161,330.8764,146.7808,161,5027.0,-81154.953125,4877.89
810000,162,334.8509,159.5004,162,5000.85,-82150.453125,4206.65
815000,163,327.9108,145.4471,163,5046.29,-80703.0703125,4565.32
820000,164,326.0863,144.3184,164,4939.98,-81243.9921875,4603.97
825000,165,329.0116,148.9948,165,4994.25,-83041.6640625,4903.36
830000,166,320.8063,142.6531,166,4979.65,-81332.2265625,4965.68
835000,167,333.4587,168.3943,167,5041.96,-81929.15625,4263.44
840000,168,332.149,146.8291,168,5017.67,-82338.359375,4749.98
845000,169,325.9617,142.4017,169,4982.36,-81666.65625,4911.96
850000,170,328.8933,147.7588,170,4992.0,-83542.8984375,4887.98
855000,171,324.1504,138.869,171,5038.83,-82955.015625,4771.3
860000,172,325.5386,144.7979,172,5042.98,-83699.6953125,4927.18
865000,173,322.3416,139.1476,173,5027.73,-81966.2421875,4928.89
870000,174,332.1595,143.8753,174,4995.4,-85228.921875,4646.45
875000,175,333.1742,150.6246,175,5021.4,-84660.828125,4682.21
880000,176,329.4998,147.9891,176,4992.14,-85329.2578125,4812.73
885000,177,337.8027,159.5123,177,5014.28,-84711.765625,3844.28
890000,178,323.5666,142.015,178,4967.6,-85157.3984375,4922.91
895000,179,328.7974,148.8937,179,5063.02,-85817.2890625,4958.95
900000,180,331.1655,148.2857,180,4990.31,-84024.390625,4379.7
905000,181,326.705,143.7504,181,4837.73,-85569.4375,4936.47
910000,182,323.3556,138.1739,182,5033.01,-84815.1328125,4798.19
915000,183,327.7497,146.4442,183,5013.56,-86207.1171875,4777.04
920000,184,323.54,141.239,184,5055.73,-86224.9609375,4962.33
925000,185,326.063,143.2962,185,5029.58,-85671.359375,4962.39
930000,186,325.4103,143.8095,186,5020.27,-85417.46875,4947.28
935000,187,324.3299,139.9283,187,5005.49,-86489.15625,4926.7
940000,188,317.8979,133.0104,188,4969.37,-84937.453125,4547.77
945000,189,323.2612,146.9425,189,4987.4,-84798.9765625,4397.88
950000,190,324.494,140.2013,190,4915.46,-86153.8125,4876.81
955000,191,321.852,138.5969,191,4984.11,-86633.0234375,4392.22
960000,192,325.0364,136.8549,192,5042.28,-85980.90625,4681.95
965000,193,321.2225,135.2812,193,4921.02,-84827.359375,4643.21
970000,194,320.6605,133.4938,194,5033.05,-84942.5234375,4739.93
975000,195,327.4816,138.9555,195,5028.17,-86599.09375,4930.67
980000,196,319.215,135.44,196,5075.05,-85363.96875,4958.78
985000,197,323.9748,138.1355,197,4994.06,-86782.6953125,4904.02
990000,198,328.3648,138.8122,198,5018.93,-86640.28125,4949.81
995000,199,325.9068,139.2081,199,5034.92,-88512.6640625,4930.52
1000000,200,320.016,138.6131,200,5003.36,-87404.5625,4933.08
1005000,201,322.5152,139.3407,201,4894.71,-87819.6953125,4668.74
1010000,202,322.0671,135.8868,202,4901.28,-87434.859375,4949.4
1015000,203,323.6122,140.6203,203,5048.24,-87809.5390625,4961.35
1020000,204,323.0927,143.8425,204,5033.93,-88099.0859375,4753.66
1025000,205,318.3612,138.6943,205,5049.04,-87821.6640625,4959.56
1030000,206,330.6951,145.1558,206,5029.07,-88899.0859375,4947.05
1035000,207,327.3359,143.8094,207,4851.58,-87877.875,4399.29
1040000,208,327.3815,149.3818,208,4349.68,-88301.2578125,4927.11
1045000,209,329.4504,150.1507,209,4981.12,-89362.046875,4843.07
1050000,210,322.9485,146.828,210,5040.89,-89249.15625,4947.08
1055000,211,327.8871,145.5244,211,5050.08,-89798.46875,4652.55
1060000,212,331.1225,150.5808,212,5060.25,-89830.828125,4497.67
1065000,213,326.0605,142.4991,213,4715.84,-89387.2421875,4950.96
1070000,214,325.5296,139.0581,214,4966.21,-88596.3671875,4977.33
1075000,215,326.002,144.7585,215,4840.37,-90046.5625,4946.01
1080000,216,329.8204,148.3106,216,4681.81,-89697.7578125,4933.46
1085000,217,326.6879,146.0211,217,4771.11,-88645.28125,4463.91
1090000,218,325.4072,145.8862,218,4896.52,-90272.6171875,4622.15
1095000,219,329.7301,147.8894,219,5044.62,-90082.875,4742.19
1100000,220,330.9136,148.9647,220,5012.86,-90652.9609375,4840.34
1105000,221,329.2855,148.8272,221,4993.81,-90664.8984375,4932.72
1110000,222,333.0529,148.7508,222,4760.81,-89430.4609375,4824.53
1115000,223,333.3328,157.3334,223,4962.9,-88313.9140625,4920.17
1120000,224,336.3346,153.2148,224,4648.54,-90703.46875,4787.32
1125000,225,336.4494,152.2586,225,4986.46,-90615.7890625,4872.5
1130000,226,330.1044,146.1551,226,5005.4,-90094.1328125,4077.51
1135000,227,329.413,144.2511,227,4644.34,-90219.953125,4417.53
1140000,228,329.9713,143.7309,228,4593.32,-89436.6640625,4031.06
1145000,229,327.5042,144.9513,229,5016.42,-90216.3125,4777.74
1150000,230,331.7091,147.9486,230,5034.87,-91584.515625,4594.16
1155000,231,332.8633,152.9627,231,4982.79,-82850.125,4195.36
1160000,232,328.9374,144.035,232,4930.04,-90539.5234375,4723.44
1165000,233,330.9961,150.132,233,5008.84,-91726.0703125,4663.88
1170000,234,332.2573,143.1506,234,4417.74,-90785.28125,4191.04
1175000,235,328.8543,141.7602,235,4596.67,-90053.6328125,4695.59
1180000,236,329.255,142.1129,236,4617.63,-89991.9453125,4394.0
1185000,237,327.7048,146.3344,237,4691.93,-89795.1484375,4107.16
1190000,238,332.6357,146.3195,238,4402.35,-89023.1171875,3904.38
1195000,239,330.6419,145.2522,239,4745.43,-91094.203125,3780.44
1200000,240,339.7585,147.6704,240,2947.74,-88876.7421875,3648.09
1205000,241,330.7577,141.7949,241,4844.16,-89774.0546875,3834.13
1210000,242,330.0405,139.7114,242,2995.93,-91895.703125,2807.43
1215000,243,326.1659,139.3053,243,1988.49,-90983.5078125,3586.48
1220000,244,337.0563,149.7095,244,3960.0,-92794.5078125,3728.23
1225000,245,335.3947,149.7012,245,4386.35,-91229.0703125,3964.82
1230000,246,350.2461,176.8886,246,1625.16,-88843.0234375,3488.68
1235000,247,350.6864,171.6576,247,4070.97,-88764.578125,3009.48
1240000,248,331.5056,142.6689,248,4251.0,-92587.046875,3657.83
1245000,249,335.5991,143.3547,249,4627.48,-92598.40625,3404.09
1250000,250,345.1221,163.6833,250,4944.67,-91499.046875,3986.26
1255000,251,345.2209,150.495,251,4889.03,-90695.9375,3523.36
1260000,252,345.7457,160.7218,252,4848.84,-91093.53125,4067.19
1265000,253,339.8812,152.8032,253,4888.2,-89787.8046875,3348.66
1270000,254,341.2013,165.0638,254,4532.12,-92246.078125,4182.82
1275000,255,339.6041,203.0981,255,4988.96,-91198.3203125,4602.49
1280000,256,339.9049,148.5768,256,3214.24,-92367.0390625,4168.13
1285000,257,347.3937,165.7774,257,3989.12,-91541.125,4292.92
1290000,258,349.4103,164.4614,258,4230.25,-93042.484375,4687.9
1295000,259,347.1339,163.2101,259,3694.86,-90200.109375,4432.63
1300000,260,346.428,167.856,260,4632.71,-87483.4609375,3940.86
1305000,261,333.3656,139.27,261,4426.75,-91310.640625,4193.86
1310000,262,330.7312,155.222,262,4115.0,-89038.8203125,3727.42
1315000,263,334.199,142.4532,263,4773.25,-88386.9140625,4744.22
1320000,264,346.5324,172.331,264,3623.81,-85925.7890625,2451.95
1325000,265,361.0459,204.552,265,2774.4,-73394.65625,1515.4
1330000,266,375.2666,199.0611,266,2822.5,-83581.375,2584.42
1335000,267,408.7174,273.0912,267,1291.69,-81307.5859375,2049.19
1340000,268,424.5332,262.0408,268,1197.48,-82512.6328125,1529.93
1345000,269,382.1415,249.128,269,1781.96,-84645.7890625,1721.02
1350000,270,362.3682,214.2279,270,1285.23,-76876.625,2270.71
1355000,271,379.519,239.0134,271,1561.58,-76107.2890625,1447.26
1360000,272,371.7866,246.7525,272,1302.47,-75387.40625,1355.06
1365000,273,406.9326,247.4653,273,746.14,-72326.0703125,870.9
1370000,274,379.9474,228.4464,274,1018.74,-73988.3828125,1429.95
1375000,275,375.1284,172.0343,275,2708.48,-81296.125,3279.59
1380000,276,369.9491,165.5977,276,3009.57,-79786.0078125,2743.91
1385000,277,369.8674,190.4483,277,1811.14,-83737.7890625,2741.46
1390000,278,362.0681,194.455,278,2730.03,-92983.6171875,3302.58
1395000,279,372.5072,195.4174,279,2673.57,-92578.90625,3208.19
1400000,280,382.8838,199.8612,280,3646.04,-91653.4453125,4047.55
1405000,281,379.9346,257.9022,281,4120.63,-96670.96875,4610.82
1410000,282,368.037,228.0812,282,3142.35,-94811.671875,3119.05
1415000,283,369.7218,205.0169,283,2581.93,-93768.5078125,3368.83
1420000,284,404.8377,212.0737,284,2639.84,-78893.140625,2109.55
1425000,285,374.9616,213.0782,285,3692.35,-92744.8671875,3968.84
1430000,286,395.7742,210.2297,286,1359.41,-83408.71875,2039.43
1435000,287,397.5941,206.7891,287,3285.67,-88639.3671875,4371.15
1440000,288,395.9096,208.6147,288,3950.74,-90593.6875,3887.8
1445000,289,389.8779,237.4527,289,4489.53,-96665.84375,4640.49
1450000,290,398.5535,323.1386,290,4464.54,-94934.3046875,4427.34
1455000,291,369.219,221.3857,291,4105.59,-97176.4765625,4007.9
1460000,292,398.292,209.5445,292,2871.92,-85489.5078125,2072.33
1465000,293,404.9592,215.3863,293,1861.83,-90865.515625,2591.66
1470000,294,367.2368,214.0113,294,3510.77,-91298.546875,3615.88
1475000,295,374.2948,222.2816,295,3600.44,-86191.8671875,2555.22
1480000,296,369.1608,218.4124,296,3468.85,-92048.328125,4358.99
1485000,297,371.3855,244.9359,297,3497.08,-96214.1015625,3906.95
1490000,298,394.2429,277.7525,298,2472.28,-94055.5390625,2762.17
1495000,299,385.3354,276.7132,299,4267.15,-97940.5234375,4447.64
1500000,300,395.0208,288.5018,300,4832.93,-97021.390625,4613.0
1505000,301,394.7432,374.4698,301,3355.9,-90162.171875,3876.11
1510000,302,397.5128,282.3699,302,4174.81,-87666.71875,4407.47
1515000,303,400.0377,261.1112,303,3526.16,-89373.7109375,3306.65
1520000,304,376.0996,231.4563,304,4122.01,-92464.625,4614.74
1525000,305,389.5388,278.3653,305,2201.8,-83249.796875,1834.44
1530000,306,391.4972,254.5882,306,3963.57,-96132.4921875,4238.35
1535000,307,386.1507,231.2955,307,2892.79,-87354.78125,4008.57
1540000,308,385.9465,265.7626,308,4338.96,-87015.6875,4059.19
1545000,309,378.6254,199.6497,309,3159.68,-89894.625,3050.01
1550000,310,381.4022,209.2444,310,3371.71,-89790.953125,3547.96
1555000,311,382.8495,210.0626,311,2839.15,-91146.3671875,3561.14
1560000,312,378.1282,444.3405,312,2822.06,-76442.4140625,3036.84
1565000,313,395.4999,242.6492,313,2622.2,-84295.640625,2197.38
1570000,314,391.5201,527.0542,314,1187.9,-74438.9140625,1567.89
1575000,315,401.174,249.6531,315,2144.56,-86527.671875,2562.57
1580000,316,377.5742,488.8882,316,3236.4,-79149.0546875,2754.89
1585000,317,383.4728,263.5807,317,3821.7,-95314.7265625,2597.51
1590000,318,384.5186,282.6001,318,1030.64,-88350.9296875,812.97
1595000,319,355.4918,218.7503,319,2456.44,-90030.515625,3611.37
1600000,320,340.5375,200.6091,320,3373.2,-90701.8046875,3700.6
1605000,321,360.5662,252.2267,321,3648.65,-96443.1953125,4096.22
1610000,322,382.9192,272.2887,322,2166.64,-89228.1015625,2333.07
1615000,323,403.5738,288.4397,323,2311.44,-89295.8203125,2835.23
1620000,324,401.7496,309.7868,324,2679.84,-95469.21875,2411.0
1625000,325,392.8206,309.8809,325,2606.89,-87979.15625,3444.59
1630000,326,400.1611,273.9959,326,1770.77,-95709.796875,2105.29
1635000,327,401.3753,258.1086,327,3320.65,-93539.515625,3323.06
1640000,328,419.9712,268.633,328,2252.12,-95874.9765625,2860.47
1645000,329,433.4576,359.8618,329,2476.64,-96765.140625,1497.28
1650000,330,433.8853,305.2713,330,3663.3,-96395.7578125,2593.07
1655000,331,453.0985,383.3726,331,1588.52,-97035.3515625,1936.11
1660000,332,448.7488,308.4198,332,4301.07,-96590.828125,3189.08
1665000,333,446.1716,335.259,333,4470.42,-98039.0703125,4264.9
1670000,334,434.7,326.9351,334,2471.75,-95413.8125,2164.27
1675000,335,437.0255,300.4369,335,3384.38,-96542.8828125,4104.56
1680000,336,439.2999,372.7644,336,2723.8,-97417.296875,2466.39
1685000,337,439.0512,278.9196,337,4796.43,-98319.8125,4787.27
1690000,338,433.4393,284.7453,338,3105.58,-98048.3046875,4369.05
1695000,339,434.6907,343.0652,339,2862.95,-96791.75,2674.81
1700000,340,429.0191,273.9037,340,3387.01,-96630.65625,3810.33
1705000,341,436.6651,315.1763,341,3023.24,-96678.40625,3360.21
1710000,342,416.8844,297.3541,342,3558.42,-98390.2109375,4527.76
1715000,343,417.2843,259.5943,343,3630.91,-97073.9375,3533.07
1720000,344,423.8534,307.6486,344,4192.82,-97552.53125,4301.41
1725000,345,413.6691,277.9563,345,3772.62,-98653.921875,4715.64
1730000,346,398.8231,280.682,346,3527.39,-96065.25,3115.8
1735000,347,420.5224,303.569,347,4016.52,-97737.734375,3984.29
1740000,348,412.7032,296.7093,348,4252.38,-97868.7890625,4254.29
1745000,349,416.5925,286.3697,349,4583.26,-96705.09375,4295.19
1750000,350,410.6655,280.2005,350,4770.34,-98571.671875,4636.32
1755000,351,397.6377,275.931,351,4680.73,-98684.234375,4812.26
1760000,352,391.9789,270.3207,352,4741.61,-98739.0234375,4789.22
1765000,353,394.1266,247.8972,353,4644.64,-98754.1484375,4587.92
1770000,354,371.3892,260.1197,354,4649.37,-97399.84375,4766.76
1775000,355,395.6739,320.7552,355,3026.07,-90211.9296875,3266.82
1780000,356,384.7092,241.4882,356,4519.8,-98549.7578125,4002.93
1785000,357,370.0974,233.358,357,3326.96,-98119.4375,4579.53
1790000,358,357.1372,242.1037,358,4136.27,-98098.28125,4309.71
1795000,359,363.2475,254.1075,359,4804.55,-97095.8125,4401.25
1800000,360,360.1674,220.0732,360,4280.76,-98380.0625,4338.59
1805000,361,381.7305,364.9983,361,3152.69,-90858.3828125,3630.59
1810000,362,370.3147,275.7522,362,4809.11,-98488.3515625,4584.99
1815000,363,400.8125,364.0686,363,3474.94,-98566.5078125,3105.38
1820000,364,382.7248,265.5071,364,4564.69,-97961.4921875,4382.57
1825000,365,369.9572,272.6205,365,4561.27,-98751.1796875,4354.24
1830000,366,377.9546,241.7054,366,4330.18,-98410.1875,4131.42
1835000,367,398.0153,438.0201,367,3433.85,-90870.2421875,2970.48
1840000,368,389.7375,331.7737,368,3015.51,-97635.0390625,3763.43
1845000,369,395.2851,376.5807,369,3864.79,-98589.171875,2937.44
1850000,370,389.0074,356.2404,370,3814.43,-98546.359375,3980.16
1855000,371,414.9971,497.0277,371,2932.32,-86984.0390625,1846.59
1860000,372,396.4041,534.7002,372,3877.16,-98688.328125,3688.81
1865000,373,459.2255,644.8739,373,1303.4,-91282.0390625,1334.28
1870000,374,440.7477,404.7388,374,2712.02,-97283.3203125,2219.22
1875000,375,406.6465,284.6044,375,3781.2,-97394.71875,3965.21
1880000,376,409.6816,290.3004,376,2788.99,-98962.859375,4089.89
1885000,377,424.9196,658.9716,377,4547.62,-97024.5625,3652.38
1890000,378,419.9974,377.1879,378,4336.27,-98839.03125,4066.02
1895000,379,403.6237,278.4474,379,4334.43,-99034.015625,4084.87
1900000,380,421.8261,702.9836,380,4096.67,-98501.3046875,3251.2
1905000,381,395.8273,369.9754,381,3926.12,-98700.9140625,3979.74
1910000,382,433.7063,358.415,382,4089.64,-98996.7421875,4527.95
1915000,383,412.1116,319.4114,383,4117.71,-99015.9765625,4376.81
1920000,384,446.7465,661.0797,384,3345.69,-98720.8671875,2925.67
1925000,385,418.9437,372.8857,385,4145.66,-99047.3671875,3919.7
1930000,386,449.1202,388.4911,386,3160.73,-98895.65625,3213.7
1935000,387,447.0588,765.0561,387,2540.9,-98538.671875,2095.27
1940000,388,428.5426,519.7468,388,2806.57,-99042.359375,2503.39
1945000,389,418.7057,316.632,389,3815.47,-99202.4375,3875.27
1950000,390,435.416,555.9808,390,3825.33,-98845.046875,3767.15
1955000,391,446.9232,469.5814,391,3246.5,-99008.578125,4171.34
1960000,392,454.4342,720.8349,392,2043.87,-98394.0,1764.37
1965000,393,446.5708,659.7751,393,3113.87,-98520.359375,3408.78
1970000,394,438.933,397.3339,394,3440.53,-98791.0546875,2794.24
1975000,395,461.9986,864.6567,395,1065.39,-98697.3828125,1385.53
1980000,396,434.1299,379.376,396,4557.18,-99030.078125,3691.09
1985000,397,445.4247,398.2793,397,4205.39,-98487.8828125,3967.85
1990000,398,416.4419,324.821,398,3884.62,-99085.7734375,4183.52
1995000,399,436.8071,476.4782,399,2452.27,-98970.6484375,3245.28
