Real Det Return,Real Sto Return,Reward Loss,Running Forward KL,Running Reverse KL,Itration,Running Update Time,Running Env Steps
2065.62,1727.48,-10409.3798828125,156.9703,15.8376,54,54,270000
2081.66,1747.04,-10605.1533203125,156.8602,15.7545,55,55,275000
2080.69,1759.83,-10771.84765625,156.8431,15.8776,56,56,280000
2114.72,1752.49,-11076.4921875,157.0152,15.9092,57,57,285000
2162.84,1788.39,-11165.0126953125,156.8739,15.9825,58,58,290000
2137.24,1801.74,-11445.3046875,156.8566,15.8992,59,59,295000
2123.93,1793.88,-11627.0009765625,156.8523,15.9769,60,60,300000
2144.73,1772.43,-11782.3671875,156.9719,15.7461,61,61,305000
2153.44,1796.11,-11950.9970703125,156.696,15.8858,62,62,310000
2062.86,1767.77,-12197.087890625,156.8536,15.8602,63,63,315000
2145.6,1750.49,-12440.9921875,156.7823,15.4791,64,64,320000
2160.84,1798.46,-12587.4814453125,156.7836,15.8188,65,65,325000
2166.59,1821.4,-12764.8037109375,156.6911,15.8451,66,66,330000
2164.98,1809.09,-13017.111328125,156.8984,15.5843,67,67,335000
2189.63,1778.88,-13140.076171875,156.8274,15.644,68,68,340000
2121.72,1826.74,-13349.609375,156.8443,15.8806,69,69,345000
2130.42,1812.28,-13547.890625,156.7483,15.6821,70,70,350000
2148.23,1800.8,-13929.5322265625,156.8593,15.7851,71,71,355000
2188.45,1858.95,-14116.314453125,157.0253,16.1374,72,72,360000
2174.31,1830.87,-14227.6904296875,156.6724,15.9124,73,73,365000
2163.7,1793.84,-14478.0947265625,156.9108,15.8385,74,74,370000
2118.01,1770.51,-14649.4853515625,156.9347,15.4845,75,75,375000
2160.4,1825.12,-14855.681640625,156.8532,15.628,76,76,380000
2128.68,1799.37,-15050.8046875,156.8341,15.7555,77,77,385000
2181.51,1829.25,-15300.5478515625,156.7681,15.6365,78,78,390000
2160.7,1806.19,-15611.744140625,156.8815,15.9941,79,79,395000
2202.45,1836.86,-15746.4658203125,156.8218,15.7654,80,80,400000
2177.86,1828.15,-15925.583984375,156.7669,15.7324,81,81,405000
2158.58,1814.83,-16187.51953125,156.7749,15.6806,82,82,410000
2193.17,1838.39,-16315.5400390625,156.8273,15.6929,83,83,415000
2171.47,1819.81,-16539.236328125,156.8761,15.4418,84,84,420000
2166.49,1839.42,-16728.0546875,156.7427,15.7001,85,85,425000
2198.7,1849.41,-17097.37109375,156.7221,15.9959,86,86,430000
2208.76,1819.21,-17217.892578125,156.7793,15.4428,87,87,435000
2165.3,1830.0,-17492.443359375,156.7526,15.5724,88,88,440000
2220.51,1842.53,-17669.3203125,156.7951,15.7221,89,89,445000
2159.36,1838.2,-17753.33203125,156.7716,15.4931,90,90,450000
2219.63,1855.02,-17974.703125,156.7999,15.6309,91,91,455000
2223.09,1834.39,-18369.8828125,156.9426,15.6969,92,92,460000
2188.06,1810.82,-18557.939453125,156.8599,15.3939,93,93,465000
2214.05,1846.78,-18840.80078125,156.8945,15.6449,94,94,470000
2216.35,1832.2,-19146.41796875,156.7458,15.426,95,95,475000
2177.69,1817.14,-19270.98828125,156.7927,15.346,96,96,480000
2254.84,1854.31,-19577.736328125,156.8861,15.6765,97,97,485000
2224.41,1854.48,-19740.9453125,156.7498,15.5705,98,98,490000
2229.38,1846.84,-19872.986328125,156.8466,15.712,99,99,495000
2257.02,1856.81,-20156.529296875,156.6694,15.6244,100,100,500000
2253.69,1865.9,-20341.58984375,156.6693,15.6548,101,101,505000
2249.31,1853.16,-20688.486328125,156.5594,15.5806,102,102,510000
2249.9,1851.24,-20859.82421875,156.7219,15.5461,103,103,515000
2211.79,1843.17,-21170.8359375,156.8529,15.5776,104,104,520000
2151.74,1802.87,-21218.884765625,156.8802,15.4735,105,105,525000
2225.19,1850.29,-21529.3046875,156.5565,15.2544,106,106,530000
2150.72,1805.83,-21665.23828125,156.5793,15.3446,107,107,535000
2226.1,1872.93,-21992.82421875,156.7541,15.7725,108,108,540000
2227.91,1869.71,-22293.015625,156.7222,15.5922,109,109,545000
2240.43,1872.55,-22655.146484375,156.9059,15.7529,110,110,550000
2226.87,1879.14,-22825.89453125,156.7831,15.4755,111,111,555000
2215.31,1871.97,-23022.568359375,156.8027,15.559,112,112,560000
2238.63,1856.73,-23287.9296875,156.5677,15.5895,113,113,565000
2238.04,1866.01,-23420.5625,156.6025,15.407,114,114,570000
2231.01,1883.35,-23809.7265625,156.6588,15.7763,115,115,575000
2225.39,1867.92,-24026.158203125,156.648,15.238,116,116,580000
2230.23,1849.09,-24146.81640625,156.5871,15.3693,117,117,585000
2269.33,1891.27,-24392.939453125,156.7002,15.6494,118,118,590000
2283.85,1857.95,-24696.1640625,156.6531,15.3047,119,119,595000
2237.56,1876.54,-24994.66015625,156.7367,15.3517,120,120,600000
2231.11,1870.24,-25087.818359375,156.6295,15.253,121,121,605000
2230.85,1857.45,-25411.98828125,156.6538,15.3039,122,122,610000
2197.56,1861.64,-25753.994140625,156.7024,15.536,123,123,615000
2234.58,1851.74,-25815.8359375,156.6973,15.3321,124,124,620000
2252.75,1871.22,-26091.97265625,156.5158,15.4834,125,125,625000
2225.23,1880.51,-26536.390625,156.6791,15.6293,126,126,630000
2208.78,1899.11,-26705.74609375,156.8258,15.641,127,127,635000
2268.99,1913.67,-27074.27734375,156.6191,15.5859,128,128,640000
2267.31,1906.96,-27341.48828125,156.7233,15.5584,129,129,645000
2256.11,1894.07,-27539.28515625,156.6847,15.4352,130,130,650000
2247.99,1876.11,-27859.546875,156.6078,15.4579,131,131,655000
2237.2,1879.64,-28000.955078125,156.6937,15.3992,132,132,660000
2247.22,1867.23,-28176.3203125,156.6196,15.3314,133,133,665000
2289.81,1881.78,-28535.68359375,156.6106,15.1206,134,134,670000
2293.81,1889.47,-28718.478515625,156.7488,15.4124,135,135,675000
2282.43,1902.04,-29035.8203125,156.6031,15.5794,136,136,680000
2313.28,1910.6,-29427.45703125,156.659,15.5259,137,137,685000
2276.25,1892.7,-29637.927734375,156.491,15.4214,138,138,690000
2262.13,1904.63,-29768.673828125,156.7234,15.4433,139,139,695000
2270.2,1917.18,-30173.4140625,156.669,15.3965,140,140,700000
2291.71,1913.2,-30353.548828125,156.6836,15.4957,141,141,705000
2294.49,1925.06,-30846.048828125,156.7008,15.2795,142,142,710000
2262.18,1880.12,-31036.0625,156.6772,15.3542,143,143,715000
2282.93,1915.82,-31308.126953125,156.5769,15.3429,144,144,720000
2276.52,1917.68,-31485.0390625,156.6518,15.3738,145,145,725000
2269.6,1912.24,-31871.373046875,156.5847,15.5732,146,146,730000
2292.95,1917.9,-32126.552734375,156.6614,15.3338,147,147,735000
2278.35,1885.18,-32289.298828125,156.7139,15.1252,148,148,740000
2254.21,1889.87,-32449.658203125,156.6342,15.0755,149,149,745000
2300.03,1890.85,-32806.75,156.5833,15.2996,150,150,750000
2299.89,1931.99,-33257.984375,156.6951,15.5256,151,151,755000
2283.8,1899.14,-33809.0703125,156.9546,15.5709,152,152,760000
2269.72,1868.74,-33795.6015625,156.7026,15.2817,153,153,765000
2289.75,1928.41,-34289.19921875,156.6958,15.5763,154,154,770000
2275.87,1884.86,-34376.7109375,156.5738,15.2854,155,155,775000
2253.6,1910.78,-34505.1484375,156.8343,15.519,156,156,780000
2270.15,1908.3,-35112.4296875,156.6782,15.4365,157,157,785000
2285.57,1902.34,-35392.12890625,156.6848,15.2786,158,158,790000
2314.17,1915.82,-35489.421875,156.7703,15.5408,159,159,795000
2296.39,1913.85,-35885.65625,156.5868,15.4275,160,160,800000
2296.25,1914.6,-36306.11328125,156.6386,15.408,161,161,805000
2307.19,1929.07,-36700.82421875,156.5887,15.4957,162,162,810000
2287.13,1912.32,-36804.703125,156.5989,15.532,163,163,815000
2264.93,1876.92,-37145.08984375,156.7304,15.2155,164,164,820000
2272.94,1921.98,-37611.92578125,156.6628,15.6049,165,165,825000
2299.29,1919.53,-37664.98828125,156.6784,15.1227,166,166,830000
2269.84,1910.01,-38075.828125,156.7858,15.3144,167,167,835000
2288.15,1901.28,-38175.59375,156.7256,15.1271,168,168,840000
2302.84,1939.48,-38489.296875,156.5996,15.3089,169,169,845000
2267.5,1882.54,-38840.37109375,156.9183,15.2961,170,170,850000
2285.84,1934.56,-38576.78125,156.7011,15.3503,171,171,855000
2299.04,1935.54,-39000.7265625,156.7352,15.1917,172,172,860000
2285.09,1944.48,-39495.59765625,156.6543,15.4595,173,173,865000
2302.5,1921.09,-39523.4140625,156.8155,15.4151,174,174,870000
2287.26,1904.72,-39916.37109375,156.7125,15.2447,175,175,875000
2277.59,1912.55,-39880.33203125,156.686,15.3776,176,176,880000
2324.31,1946.19,-40161.3671875,156.6878,15.4315,177,177,885000
2269.36,1924.05,-40555.1484375,156.5085,15.3317,178,178,890000
2271.89,1896.99,-40527.0078125,156.5328,15.1214,179,179,895000
2294.3,1910.85,-40823.015625,156.7387,15.4511,180,180,900000
2300.99,1949.81,-41086.859375,156.5338,15.1785,181,181,905000
2276.41,1942.96,-41095.96875,156.6682,15.3694,182,182,910000
2306.67,1938.59,-41440.703125,156.9161,15.4665,183,183,915000
2311.51,1924.02,-41667.0234375,156.4803,15.1614,184,184,920000
2300.94,1924.64,-41864.7109375,156.6489,15.1689,185,185,925000
2316.62,1950.92,-42267.9765625,156.6071,15.2223,186,186,930000
2255.41,1918.45,-42245.44140625,156.5995,15.2325,187,187,935000
2294.44,1930.7,-42593.0703125,156.6908,15.4525,188,188,940000
2291.31,1940.38,-42784.2265625,156.6531,15.2855,189,189,945000
2308.87,1919.53,-42911.5078125,156.5855,15.2754,190,190,950000
2328.71,1971.01,-43121.1484375,156.6209,15.4849,191,191,955000
2326.91,1938.87,-43309.11328125,156.5748,15.3191,192,192,960000
2272.75,1909.0,-43511.80078125,156.7022,15.3248,193,193,965000
2320.82,1953.47,-43804.5703125,156.7249,15.5489,194,194,970000
2306.05,1967.43,-43955.55859375,156.5365,15.3529,195,195,975000
2309.49,1919.53,-44173.984375,156.7959,15.262,196,196,980000
2302.77,1916.65,-44310.62890625,156.6886,15.1701,197,197,985000
2304.82,1924.85,-44621.33984375,156.5995,15.1709,198,198,990000
2278.67,1905.54,-44772.8359375,156.573,15.1632,199,199,995000
2313.77,1944.76,-44912.71875,156.6201,15.2417,200,200,1000000
2302.68,1959.6,-45322.01953125,156.4953,15.3556,201,201,1005000
2312.96,1942.16,-45686.4921875,156.682,15.4041,202,202,1010000
2305.91,1937.52,-45583.69921875,156.4365,15.2845,203,203,1015000
2311.0,1952.18,-46105.1796875,156.5756,15.4743,204,204,1020000
2339.69,1980.02,-46008.64453125,156.5523,15.2866,205,205,1025000
2329.35,1957.94,-46440.60546875,156.5012,15.3357,206,206,1030000
2303.93,1949.18,-46237.2265625,156.3941,15.1382,207,207,1035000
2313.87,1956.4,-46698.1796875,156.586,15.0398,208,208,1040000
2308.7,1960.34,-47073.07421875,156.7086,15.3016,209,209,1045000
2322.77,1950.61,-47058.9375,156.5512,15.1709,210,210,1050000
2326.02,1960.78,-47428.8515625,156.5392,15.348,211,211,1055000
2325.27,1969.51,-47600.82421875,156.5331,15.3506,212,212,1060000
2324.78,1970.65,-47836.83984375,156.4733,15.257,213,213,1065000
2319.39,1960.89,-48069.73828125,156.5991,15.3064,214,214,1070000
2320.62,1948.25,-48116.125,156.5048,15.1419,215,215,1075000
2337.0,1956.31,-48201.875,156.5508,15.2626,216,216,1080000
2324.14,1966.8,-48729.9765625,156.5672,15.3163,217,217,1085000
2316.64,1958.49,-48723.32421875,156.5624,15.1746,218,218,1090000
2331.23,1973.58,-49067.015625,156.5789,15.3526,219,219,1095000
2336.19,1971.36,-49157.02734375,156.632,15.2511,220,220,1100000
2322.15,1979.23,-49485.5859375,156.5629,15.4,221,221,1105000
2327.73,1968.44,-49484.99609375,156.6544,15.2415,222,222,1110000
2324.53,1956.28,-49808.1796875,156.4724,15.3014,223,223,1115000
2323.83,1975.87,-49989.3515625,156.6587,15.4408,224,224,1120000
2338.94,1980.75,-50104.94140625,156.5974,15.3223,225,225,1125000
2324.84,1961.33,-50264.4140625,156.5683,15.1488,226,226,1130000
2332.45,1963.62,-50429.98828125,156.6036,15.3372,227,227,1135000
2343.44,1972.24,-50465.48828125,156.5466,15.3162,228,228,1140000
2333.1,1968.43,-50885.33984375,156.5559,15.2703,229,229,1145000
2334.76,1971.7,-51089.765625,156.6679,15.2784,230,230,1150000
2336.93,1968.69,-51148.2265625,156.6029,15.217,231,231,1155000
2332.31,1965.31,-51363.78125,156.6097,15.3403,232,232,1160000
2326.45,1972.64,-51652.02734375,156.5979,15.2106,233,233,1165000
2337.65,1975.42,-51848.046875,156.5949,15.3325,234,234,1170000
2336.58,1967.99,-52029.546875,156.6316,15.3736,235,235,1175000
2330.02,1971.52,-52173.3203125,156.6287,15.36,236,236,1180000
2327.71,1961.64,-52339.8515625,156.599,15.2055,237,237,1185000
2346.27,1967.95,-52729.6953125,156.6653,15.3086,238,238,1190000
2352.38,1978.74,-52896.7421875,156.5094,15.2732,239,239,1195000
2349.36,1972.07,-53058.17578125,156.6329,15.4361,240,240,1200000
2343.28,1974.14,-53350.609375,156.4315,15.3038,241,241,1205000
2340.84,1964.61,-53357.20703125,156.6483,15.222,242,242,1210000
2336.51,1978.38,-53568.34375,156.5867,15.2832,243,243,1215000
2345.36,1995.27,-53621.9140625,156.5386,15.4088,244,244,1220000
2345.29,1962.27,-53919.95703125,156.5495,15.2488,245,245,1225000
2339.96,1967.59,-53957.43359375,156.5456,15.2053,246,246,1230000
2303.33,1951.88,-54278.8671875,156.4897,15.2548,247,247,1235000
2314.33,1952.79,-54356.9765625,156.6098,15.244,248,248,1240000
2322.13,1980.48,-54722.875,156.5625,15.3114,249,249,1245000
2339.24,1969.55,-54695.48828125,156.6541,15.2267,250,250,1250000
2332.26,1979.77,-54999.05078125,156.4891,15.3778,251,251,1255000
2319.32,1957.92,-55118.3984375,156.6008,15.2332,252,252,1260000
2325.44,1973.75,-55321.578125,156.5598,15.2406,253,253,1265000
2335.24,1975.83,-55369.54296875,156.5141,15.2858,254,254,1270000
2356.77,1978.75,-55497.96484375,156.7015,15.3088,255,255,1275000
2330.09,1963.51,-55788.17578125,156.6099,15.2683,256,256,1280000
2335.44,1955.66,-55952.12890625,156.5935,15.1776,257,257,1285000
2340.12,1977.56,-56150.32421875,156.6143,15.2331,258,258,1290000
2329.95,1952.17,-56331.45703125,156.5213,15.1292,259,259,1295000
2348.81,1938.05,-56519.6953125,156.5004,15.2146,260,260,1300000
2341.85,1942.12,-56608.1640625,156.424,15.0898,261,261,1305000
2357.26,1948.2,-56921.12109375,156.6646,15.2438,262,262,1310000
2336.86,1946.44,-54392.22265625,156.5651,14.3548,263,263,1315000
2350.86,1945.25,-57087.7578125,156.6173,15.1681,264,264,1320000
2357.57,1950.51,-57244.8125,156.515,15.1415,265,265,1325000
2345.43,1971.43,-57451.3671875,156.4002,15.1279,266,266,1330000
2349.43,1953.68,-57797.0,156.6757,15.1297,267,267,1335000
2327.56,1935.96,-57895.20703125,156.6008,15.0809,268,268,1340000
2360.73,1946.64,-58137.62109375,156.5331,15.2177,269,269,1345000
2331.05,1936.5,-58118.5859375,156.5322,15.0443,270,270,1350000
2351.03,1956.49,-58590.91015625,156.5706,15.2527,271,271,1355000
2353.3,1956.86,-58676.4140625,156.672,15.1961,272,272,1360000
2340.57,1926.24,-58654.28515625,156.6481,15.074,273,273,1365000
2347.06,1958.13,-59028.4296875,156.7086,15.2685,274,274,1370000
2356.52,1950.86,-59265.015625,156.473,15.2045,275,275,1375000
2345.83,1933.57,-59199.38671875,156.5304,15.0875,276,276,1380000
2348.75,1942.93,-59560.13671875,156.5099,15.1817,277,277,1385000
2360.01,1962.18,-59632.7109375,156.6635,15.1162,278,278,1390000
2353.73,1949.14,-59825.80859375,156.6113,15.1257,279,279,1395000
2353.65,1945.94,-60047.9296875,156.4733,15.1343,280,280,1400000
2344.15,1968.09,-60131.8828125,156.6634,15.2466,281,281,1405000
2344.4,1953.04,-60390.546875,156.5469,15.0523,282,282,1410000
2331.0,1954.21,-60506.546875,156.6835,14.9858,283,283,1415000
2342.15,1936.73,-60355.15234375,156.5878,15.0078,284,284,1420000
2351.04,1958.46,-60810.68359375,156.5175,15.1193,285,285,1425000
2348.84,1951.47,-60762.78515625,156.6212,15.0831,286,286,1430000
2338.63,1943.91,-61055.1328125,156.6071,15.0862,287,287,1435000
2365.73,1958.34,-61293.50390625,156.677,14.9987,288,288,1440000
2345.58,1942.91,-61710.12890625,156.6294,15.1454,289,289,1445000
2347.42,1944.31,-61497.71875,156.5978,15.0409,290,290,1450000
2341.76,1958.51,-61432.22265625,156.5506,14.8955,291,291,1455000
2350.46,1954.56,-61978.67578125,156.5864,15.1511,292,292,1460000
2344.46,1951.62,-62111.984375,156.5419,15.1172,293,293,1465000
2352.46,1956.28,-62114.65625,156.6538,15.0477,294,294,1470000
2337.86,1935.09,-62298.71875,156.6512,14.9879,295,295,1475000
2339.73,1938.92,-62659.27734375,156.6024,15.0679,296,296,1480000
2349.5,1959.71,-62352.34375,156.6777,15.0793,297,297,1485000
2345.05,1941.91,-62802.140625,156.7149,15.188,298,298,1490000
2341.68,1965.59,-62867.62109375,156.49,15.1138,299,299,1495000
2359.34,1956.99,-63239.9296875,156.5412,15.16,300,300,1500000
2328.69,1955.26,-63080.2421875,156.5997,15.0809,301,301,1505000
2367.06,1965.11,-63329.81640625,156.3806,15.2621,302,302,1510000
2365.11,1960.24,-63388.04296875,156.4952,15.0988,303,303,1515000
2354.95,1964.48,-63779.3046875,156.457,15.2493,304,304,1520000
2322.07,1938.12,-63793.20703125,156.4876,15.2124,305,305,1525000
2343.72,1940.39,-63828.03515625,156.5556,15.2612,306,306,1530000
2338.08,1966.7,-64040.2265625,156.5451,15.1565,307,307,1535000
2329.82,1964.5,-64355.62890625,156.738,15.2945,308,308,1540000
2339.77,1960.82,-64361.73046875,156.5218,15.1678,309,309,1545000
2360.91,1956.98,-64572.1953125,156.6003,15.1826,310,310,1550000
2342.89,1948.26,-64706.12890625,156.667,15.3034,311,311,1555000
2360.78,1957.12,-64894.84375,156.6849,15.3234,312,312,1560000
2354.01,1984.96,-64948.984375,156.7314,15.402,313,313,1565000
2345.23,1981.81,-64972.921875,156.6755,15.2418,314,314,1570000
2366.52,1981.4,-65312.54296875,156.6939,15.2524,315,315,1575000
2354.54,1964.6,-65669.5078125,156.5505,15.361,316,316,1580000
2359.08,1985.59,-65796.1015625,156.548,15.2316,317,317,1585000
2367.18,1988.13,-65740.671875,156.5873,15.2466,318,318,1590000
2346.87,1984.75,-65984.5,156.6731,15.2761,319,319,1595000
2358.37,1980.1,-66182.1328125,156.5817,15.3295,320,320,1600000
2366.79,1991.13,-66349.734375,156.5011,15.3852,321,321,1605000
2365.54,1985.98,-66662.6328125,156.5388,15.4495,322,322,1610000
2349.57,1993.64,-66667.40625,156.7704,15.3829,323,323,1615000
2371.15,1983.48,-66581.0234375,156.6363,15.3148,324,324,1620000
2358.84,1985.57,-66533.0625,156.7701,15.3602,325,325,1625000
2361.3,1983.59,-66748.921875,156.5547,15.2985,326,326,1630000
2350.49,1986.84,-67016.640625,156.6434,15.3344,327,327,1635000
2364.58,1988.32,-66934.140625,156.7301,15.2886,328,328,1640000
2347.66,1976.46,-67272.6328125,156.6313,15.2054,329,329,1645000
2368.59,1997.97,-67545.8828125,156.5693,15.2275,330,330,1650000
2341.2,1978.3,-67482.40625,156.6327,15.2289,331,331,1655000
2350.74,1994.51,-67881.9765625,156.6008,15.2206,332,332,1660000
2360.35,1975.27,-67801.8046875,156.6362,15.2764,333,333,1665000
2349.25,1977.89,-67911.453125,156.5424,15.1645,334,334,1670000
2349.63,1981.57,-67811.4765625,156.6086,15.3444,335,335,1675000
2349.22,1992.31,-68231.0546875,156.5906,15.2503,336,336,1680000
2349.51,1975.01,-68453.734375,156.567,15.2134,337,337,1685000
2343.85,1982.89,-68367.90625,156.7531,15.2102,338,338,1690000
2350.25,1982.83,-68592.390625,156.4233,15.2993,339,339,1695000
2365.68,1980.62,-68753.84375,156.5895,15.2353,340,340,1700000
2367.76,1980.35,-68856.640625,156.794,15.2066,341,341,1705000
2334.16,1985.68,-68791.171875,156.4297,15.2085,342,342,1710000
2364.52,1989.14,-69050.0703125,156.5433,15.2835,343,343,1715000
2369.24,1984.94,-69125.96875,156.6462,15.255,344,344,1720000
2363.35,1990.44,-69086.2890625,156.5507,15.3525,345,345,1725000
2370.05,1998.54,-69469.5546875,156.5754,15.2359,346,346,1730000
2361.99,1972.61,-69646.9296875,156.5597,15.2887,347,347,1735000
2363.45,1980.16,-69367.7265625,156.6286,15.2288,348,348,1740000
2356.19,1995.79,-69861.0390625,156.5707,15.2845,349,349,1745000
2362.54,1976.28,-69662.3984375,156.7275,15.1741,350,350,1750000
2349.94,1972.64,-69876.9375,156.5812,15.1362,351,351,1755000
2367.62,1989.84,-69969.8515625,156.6639,15.2106,352,352,1760000
2341.13,1984.32,-69795.09375,156.7434,15.1441,353,353,1765000
2358.4,1985.44,-69963.046875,156.5973,15.1793,354,354,1770000
2346.44,1983.84,-70061.8125,156.7205,15.0531,355,355,1775000
2360.8,1989.27,-70415.6171875,156.6125,15.158,356,356,1780000
2360.01,1996.62,-70215.5078125,156.6699,15.2505,357,357,1785000
2361.2,1994.51,-70455.1875,156.6307,15.1296,358,358,1790000
2366.4,1976.21,-70701.0703125,156.5969,15.0951,359,359,1795000
2365.91,1996.28,-70984.484375,156.6258,15.2105,360,360,1800000
2375.31,1979.66,-70814.2421875,156.6328,15.2206,361,361,1805000
2350.76,1981.02,-70958.6015625,156.6184,14.9786,362,362,1810000
2362.72,1993.03,-70668.546875,156.5936,15.1609,363,363,1815000
2365.19,1991.57,-70996.8515625,156.672,15.0956,364,364,1820000
2365.98,1999.84,-71041.3125,156.6656,15.1124,365,365,1825000
2366.25,2006.82,-71297.96875,156.7915,15.2122,366,366,1830000
2364.41,2003.98,-71180.2578125,156.6725,15.1324,367,367,1835000
2355.35,1991.02,-71557.7890625,156.6906,15.2616,368,368,1840000
2368.9,2000.06,-71565.8046875,156.6569,15.0415,369,369,1845000
2366.28,1997.75,-71511.109375,156.5343,15.1339,370,370,1850000
2376.48,2006.71,-71989.2421875,156.5599,15.1943,371,371,1855000
2379.45,1983.0,-71972.46875,156.6165,15.1749,372,372,1860000
2375.53,2008.34,-71982.125,156.6236,15.1801,373,373,1865000
2357.02,1991.52,-71948.8984375,156.5595,15.2128,374,374,1870000
2353.95,1975.68,-72162.0078125,156.6033,15.1722,375,375,1875000
2363.89,1982.68,-72297.65625,156.397,15.1559,376,376,1880000
2387.02,2005.03,-72221.625,156.4984,15.1162,377,377,1885000
2369.49,2000.73,-71988.6953125,156.5672,15.1466,378,378,1890000
2378.7,2010.23,-72445.265625,156.5802,15.1282,379,379,1895000
2350.35,2001.94,-72480.1015625,156.5245,15.2665,380,380,1900000
2354.1,1984.69,-72464.84375,156.5733,15.2119,381,381,1905000
2352.9,2000.83,-72593.6484375,156.5412,15.185,382,382,1910000
2223.21,1995.33,-72697.28125,156.6011,15.1099,383,383,1915000
2364.28,2010.09,-72921.7265625,156.6389,15.3055,384,384,1920000
2361.76,1982.4,-72996.8515625,156.391,15.1068,385,385,1925000
2368.94,1986.09,-73156.046875,156.6977,15.3537,386,386,1930000
2380.33,2021.25,-73229.3203125,156.6156,15.3467,387,387,1935000
2380.56,1997.64,-73087.5859375,156.5524,15.2916,388,388,1940000
2385.11,2004.8,-73538.34375,156.5134,15.2279,389,389,1945000
2398.44,2018.82,-73403.25,156.5186,15.3217,390,390,1950000
2373.94,2005.87,-73519.2265625,156.5789,15.2414,391,391,1955000
2363.33,2010.1,-73428.0234375,156.5653,15.1581,392,392,1960000
2375.46,1978.92,-73777.3515625,156.3868,15.1262,393,393,1965000
