Running Reverse KL,Itration,Real Sto Return,Real Det Return,Running Forward KL
15.3249,367,2004.31,2347.01,156.5043
15.2229,368,1993.86,2342.01,156.6781
15.3258,369,2001.95,2341.64,156.5269
15.2632,370,1975.64,2335.02,156.6081
15.4384,371,1993.53,2346.38,156.5832
15.4056,372,2006.77,2362.14,156.5231
15.5164,373,1990.83,2342.87,156.5608
15.358,374,2002.64,2347.52,156.5065
15.4687,375,2006.15,2347.51,156.4297
15.5628,376,1992.01,2351.87,156.4796
15.5263,377,2002.05,2357.93,156.5305
15.4144,378,1986.19,2346.43,156.6117
15.4861,379,2000.25,2355.67,156.6382
15.4804,380,1995.66,2350.59,156.6132
15.3972,381,2005.54,2359.38,156.6272
15.5073,382,2002.47,2365.35,156.5816
15.5538,383,2019.67,2374.91,156.6016
15.4881,384,2001.73,2363.26,156.5163
15.5897,385,2005.13,2369.0,156.5502
15.57,386,2006.63,2360.15,156.5481
15.4888,387,1994.75,2355.68,156.5211
15.399,388,2005.07,2360.98,156.6397
15.3826,389,2008.19,2369.28,156.6048
15.5914,390,2018.24,2369.04,156.5428
15.3489,391,2010.66,2362.23,156.7372
15.3254,392,2013.27,2356.69,156.6447
15.56,393,1983.02,2364.39,156.758
15.6251,394,1995.61,2371.86,156.5092
15.455,395,1996.33,2353.94,156.5508
15.286,396,1991.42,2360.58,156.6416
15.526,397,1992.58,2354.79,156.5433
15.3731,398,1991.38,2360.74,156.6241
15.576,399,1994.08,2363.87,156.6853
15.3321,400,1982.22,2358.09,156.5225
15.3541,401,1973.75,2345.51,156.5749
15.5347,402,1998.61,2374.84,156.6187
15.4824,403,1989.92,2353.47,156.5583
15.3158,404,1987.76,2355.15,156.6746
15.5702,405,1991.63,2363.43,156.6082
15.4957,406,1980.57,2357.24,156.597
15.2059,407,1983.6,2370.22,156.7026
15.3025,408,1959.17,2351.45,156.7224
