Real Sto Return,Itration,Running Update Time,Running Forward KL,Real Det Return,Running Reverse KL,Running Env Steps,Reward Loss
3879.96,64,64,281.5186,4430.0,97.0028,320000,-3046.6875
4525.15,65,65,278.2224,4533.03,71.966,325000,-1629.732666015625
3786.16,66,66,280.0081,5126.71,86.4244,330000,-2976.5634765625
3433.99,67,67,287.175,2870.36,96.682,335000,-2948.109130859375
3913.42,68,68,290.7865,2889.88,90.0497,340000,-3202.072509765625
4304.97,69,69,271.6848,4817.26,61.7383,345000,-2065.2236328125
4461.34,70,70,292.2413,5118.25,97.1721,350000,-3112.24169921875
3954.75,71,71,290.6266,4532.69,106.6715,355000,-4070.29443359375
3906.34,72,72,292.7784,3497.28,106.1688,360000,-4063.081787109375
3722.22,73,73,292.7373,4424.37,110.7061,365000,-5000.79345703125
4043.32,74,74,295.1126,1937.98,91.4726,370000,-3567.66064453125
4419.8,75,75,292.1293,3428.56,94.4503,375000,-3555.04541015625
1714.45,76,76,335.3932,987.46,205.0885,380000,-9223.3447265625
4173.61,77,77,294.4369,4929.47,127.6674,385000,-6391.96435546875
2567.88,78,78,300.4479,2021.32,146.5279,390000,-7027.17724609375
3099.15,79,79,287.5227,1127.3,124.358,395000,-6671.79931640625
4404.01,80,80,290.7065,2713.49,87.2726,400000,-4088.9521484375
2526.26,81,81,305.2796,1835.87,162.5073,405000,-7780.5986328125
2942.66,82,82,301.8266,1932.04,106.5732,410000,-5747.6904296875
2988.43,83,83,303.5262,1664.82,157.7768,415000,-7602.5849609375
1548.89,84,84,314.0373,1007.2,171.8241,420000,-8511.0517578125
2410.26,85,85,277.8236,1184.69,98.1257,425000,-5192.24365234375
1881.2,86,86,335.0519,1017.37,201.5773,430000,-9836.486328125
3389.85,87,87,265.2756,3147.76,74.0405,435000,-4035.740966796875
3159.99,88,88,293.8008,2148.2,138.5047,440000,-7857.689453125
2422.23,89,89,315.0709,906.64,205.7404,445000,-10025.330078125
2057.49,90,90,293.9666,1023.93,162.1308,450000,-8616.384765625
2620.01,91,91,285.5568,1457.57,153.0613,455000,-8331.98046875
3405.1,92,92,274.2424,901.83,101.0696,460000,-5818.6103515625
3249.14,93,93,285.2683,1019.04,153.5945,465000,-8582.626953125
4014.56,94,94,277.0295,4177.09,78.2596,470000,-5044.3486328125
4211.03,95,95,274.6791,2823.93,70.9755,475000,-4363.0849609375
4722.37,96,96,270.77,2968.18,68.21,480000,-4447.49267578125
4378.84,97,97,295.8059,2022.66,163.4019,485000,-9517.529296875
3470.91,98,98,284.1128,1135.46,129.8688,490000,-8167.7685546875
4315.9,99,99,274.0526,3397.07,80.304,495000,-5353.291015625
3057.97,100,100,274.9452,1291.54,113.3565,500000,-7481.22998046875
3899.83,101,101,296.592,3203.79,122.8946,505000,-8552.6845703125
3296.21,102,102,294.7992,1639.93,123.252,510000,-8561.7080078125
3819.7,103,103,281.3977,954.82,100.119,515000,-7070.189453125
3799.04,104,104,279.0089,3931.22,102.1622,520000,-7072.2861328125
4146.72,105,105,283.0527,3061.97,103.6114,525000,-7041.861328125
4791.61,106,106,265.8648,1679.39,71.8592,530000,-5247.13134765625
4213.49,107,107,288.0127,2230.28,105.961,535000,-6729.30419921875
4632.9,108,108,285.485,4277.31,74.0629,540000,-5444.169921875
4059.77,109,109,275.5178,2282.31,99.6489,545000,-6997.0888671875
4255.83,110,110,272.3986,2247.57,88.4503,550000,-6582.7548828125
4120.57,111,111,276.6805,3482.42,86.0034,555000,-6752.46044921875
4630.68,112,112,277.3991,2483.08,67.7051,560000,-5347.36083984375
4940.37,113,113,280.6066,2256.21,131.6292,565000,-8510.4638671875
4408.57,114,114,268.6745,4631.99,55.7892,570000,-4898.07177734375
4327.01,115,115,281.6006,1888.54,94.7983,575000,-7516.18408203125
4483.0,116,116,266.1896,2878.9,58.8707,580000,-5319.91650390625
4392.66,117,117,285.5393,4530.46,84.3062,585000,-6601.86181640625
4471.32,118,118,273.1904,2202.23,68.4532,590000,-6821.162109375
4761.65,119,119,284.9486,4919.52,88.3204,595000,-7180.572265625
4951.61,120,120,282.315,4235.1,72.8594,600000,-6546.15283203125
4516.22,121,121,281.7558,2048.14,86.0023,605000,-7671.662109375
4414.55,122,122,277.09,2456.96,78.1419,610000,-7113.1494140625
2882.37,123,123,302.7207,1733.45,159.8655,615000,-10826.880859375
4611.43,124,124,285.7841,4635.0,73.804,620000,-7264.78369140625
4279.49,125,125,277.5529,1791.14,86.3233,625000,-7957.5615234375
4071.84,126,126,268.4313,3684.81,68.5124,630000,-7412.89306640625
4468.76,127,127,265.4342,2738.7,57.3314,635000,-7069.35546875
3328.02,128,128,269.7347,1218.28,102.7044,640000,-8740.6025390625
2490.59,129,129,283.7705,672.21,140.2295,645000,-10583.482421875
4687.52,130,130,265.8805,3887.22,56.1377,650000,-7035.9619140625
4334.23,131,131,273.3409,1826.72,78.1577,655000,-8831.5390625
4628.03,132,132,276.077,4908.0,101.1656,660000,-9182.8525390625
3618.9,133,133,283.147,1936.53,88.6064,665000,-9238.625
4595.95,134,134,279.3534,2498.81,64.3769,670000,-8779.8623046875
3747.14,135,135,283.8881,2388.05,76.111,675000,-9257.337890625
3691.19,136,136,287.0118,701.24,113.1617,680000,-10322.748046875
4032.88,137,137,276.6228,2483.17,85.8015,685000,-9075.6494140625
4891.94,138,138,272.377,4425.81,54.859,690000,-8075.28955078125
4631.24,139,139,254.853,2631.93,61.2414,695000,-7831.8330078125
4618.31,140,140,260.912,2113.12,50.8047,700000,-8430.19140625
3472.0,141,141,274.8601,893.31,98.877,705000,-9877.462890625
4140.33,142,142,285.8586,1848.58,88.2366,710000,-10418.49609375
4984.8,143,143,263.7263,1163.28,48.8083,715000,-8777.2548828125
3746.03,144,144,288.7284,1781.15,98.2008,720000,-10629.48828125
3393.63,145,145,269.4404,1275.5,76.9187,725000,-9343.17578125
4664.97,146,146,274.9883,3425.06,80.2469,730000,-10294.451171875
3596.68,147,147,298.6385,1299.35,130.5247,735000,-12022.4052734375
1263.66,148,148,310.605,976.78,191.0263,740000,-12625.0986328125
1080.03,149,149,298.0622,425.61,160.8941,745000,-12202.373046875
1898.93,150,150,306.9969,1414.34,193.1572,750000,-13234.4833984375
2839.14,151,151,274.7865,834.18,105.7076,755000,-11274.7666015625
3163.53,152,152,288.7888,2382.74,114.5631,760000,-12059.4296875
2494.3,153,153,291.5945,2603.47,129.98,765000,-12312.0341796875
2488.31,154,154,299.8236,1793.97,129.4901,770000,-12294.4658203125
4258.0,155,155,277.7691,1928.38,121.686,775000,-12194.763671875
3584.19,156,156,263.6923,1294.77,70.356,780000,-9882.392578125
5095.65,157,157,260.9386,2472.18,56.9002,785000,-9356.8134765625
3011.37,158,158,278.8136,2312.06,96.335,790000,-12178.134765625
3316.77,159,159,274.6814,1889.86,90.1822,795000,-11273.8515625
2944.13,160,160,278.085,1589.57,92.6741,800000,-11238.853515625
4244.31,161,161,258.7568,3170.87,52.467,805000,-9630.4453125
4059.35,162,162,275.5612,1535.8,96.3976,810000,-11840.912109375
5003.22,163,163,266.2763,3296.0,47.3652,815000,-10197.791015625
4796.7,164,164,272.0824,4430.03,55.2201,820000,-10749.4912109375
4351.45,165,165,252.9223,2374.66,33.2326,825000,-9019.9990234375
3644.33,166,166,274.0626,1511.52,111.0558,830000,-12197.904296875
2870.63,167,167,292.3764,1847.79,131.3592,835000,-13553.4189453125
5121.53,168,168,266.7814,1718.8,55.1127,840000,-10834.6826171875
4922.99,169,169,270.738,3939.71,65.1049,845000,-10819.6005859375
4700.95,170,170,281.1396,4051.61,113.6607,850000,-12702.564453125
4614.43,171,171,262.4227,4380.47,48.6824,855000,-10511.615234375
4204.28,172,172,271.7871,3323.37,72.5778,860000,-12308.81640625
3038.79,173,173,285.0192,3121.96,128.1015,865000,-13109.95703125
3850.76,174,174,294.7142,3844.99,148.071,870000,-13338.7412109375
3310.55,175,175,270.7359,2439.84,59.4784,875000,-11117.93359375
3890.2,176,176,281.3791,5180.88,85.7137,880000,-12819.7177734375
3473.87,177,177,269.0581,4955.29,63.8979,885000,-11551.392578125
2267.04,178,178,275.4286,1514.22,117.0666,890000,-12443.3466796875
3282.23,179,179,273.3577,1085.47,109.9261,895000,-12846.9716796875
4450.56,180,180,270.9401,2099.95,71.3002,900000,-11555.421875
3096.71,181,181,286.8315,2160.23,119.2628,905000,-13727.8251953125
3744.69,182,182,273.3064,2608.86,73.4587,910000,-12241.294921875
3370.09,183,183,269.0799,1669.33,79.483,915000,-12833.8603515625
3887.66,184,184,271.4425,3124.04,71.9169,920000,-12756.333984375
3783.83,185,185,273.7489,4211.12,83.0815,925000,-13434.46875
4668.17,186,186,266.5825,4158.93,62.1119,930000,-12520.408203125
4599.99,187,187,263.2677,4589.16,40.4803,935000,-12155.5322265625
2204.9,188,188,292.4417,1231.79,166.3105,940000,-14515.5146484375
3546.67,189,189,270.728,1481.31,74.5484,945000,-13123.751953125
2766.78,190,190,275.2801,1262.58,112.8912,950000,-13329.1376953125
4061.62,191,191,271.1663,3123.33,66.3013,955000,-11904.1259765625
5064.74,192,192,268.57,4313.14,59.7812,960000,-13424.6474609375
4482.2,193,193,271.7001,2413.87,87.7943,965000,-13412.986328125
4202.39,194,194,255.4912,3073.97,46.6112,970000,-11394.6337890625
4003.41,195,195,263.9468,2167.35,61.996,975000,-13213.791015625
4173.59,196,196,266.2458,2117.17,61.0978,980000,-12781.2666015625
4392.5,197,197,264.6785,1890.09,67.4091,985000,-12901.130859375
4061.74,198,198,267.422,1274.17,64.4422,990000,-13200.4814453125
2682.96,199,199,272.845,1626.16,72.0215,995000,-13607.7265625
4908.64,200,200,271.8671,5265.75,74.882,1000000,-13591.80078125
4384.93,201,201,270.7628,2740.36,55.3058,1005000,-13095.1533203125
4626.24,202,202,272.1143,2721.67,61.3016,1010000,-13728.68359375
4410.34,203,203,272.3923,1955.53,68.0848,1015000,-14391.9296875
4377.3,204,204,282.6874,1490.78,95.9135,1020000,-14705.052734375
4210.7,205,205,277.0466,3255.03,65.1775,1025000,-14204.5595703125
4099.83,206,206,273.4434,1422.11,63.707,1030000,-14111.0244140625
4589.86,207,207,276.7033,3083.09,80.6265,1035000,-14527.04296875
4038.11,208,208,282.4318,1918.56,95.6167,1040000,-14885.556640625
4543.75,209,209,282.8705,1946.96,78.2837,1045000,-14838.841796875
3830.88,210,210,268.3811,1854.63,63.6957,1050000,-14398.3671875
3079.01,211,211,265.4073,1625.74,63.5798,1055000,-14428.6259765625
3716.34,212,212,278.92,1837.69,106.0848,1060000,-14959.080078125
4454.11,213,213,283.0294,1589.59,103.0005,1065000,-15126.7509765625
3267.41,214,214,282.0348,1692.45,94.2934,1070000,-15017.98828125
3413.87,215,215,281.349,1349.91,114.1746,1075000,-15260.4482421875
3064.16,216,216,278.5093,1054.5,102.4195,1080000,-15096.087890625
3213.75,217,217,275.3839,1798.71,94.8018,1085000,-14426.3017578125
4190.35,218,218,264.4971,2602.63,81.9876,1090000,-14207.505859375
3937.73,219,219,280.1192,1758.23,113.1172,1095000,-15257.142578125
4904.12,220,220,268.7365,4785.77,53.5148,1100000,-14687.99609375
4734.47,221,221,272.4781,4468.96,79.8081,1105000,-14561.052734375
4331.18,222,222,271.7817,4506.29,102.5658,1110000,-15031.2587890625
4577.21,223,223,256.4279,4945.61,43.4181,1115000,-13801.25390625
4730.49,224,224,272.2254,5108.29,81.9374,1120000,-14983.681640625
3641.88,225,225,278.6088,4747.2,112.5038,1125000,-15311.52734375
2684.01,226,226,278.4294,4198.29,111.2141,1130000,-15204.1455078125
3908.51,227,227,266.0911,5014.13,80.3848,1135000,-15257.2158203125
3697.35,228,228,264.9091,5115.28,68.9506,1140000,-15176.869140625
4711.26,229,229,264.136,3629.39,62.2001,1145000,-15236.5859375
3063.0,230,230,280.3727,1213.41,100.3171,1150000,-15613.9716796875
3394.39,231,231,288.7838,3659.97,113.4605,1155000,-16203.6171875
3994.92,232,232,262.0768,3018.97,63.8635,1160000,-15368.923828125
4419.58,233,233,269.4006,4084.36,65.8948,1165000,-15298.392578125
4840.9,234,234,257.2874,4240.74,50.7695,1170000,-15009.9052734375
4348.51,235,235,255.3929,5053.87,40.3083,1175000,-14849.892578125
4849.09,236,236,263.9411,4815.87,65.337,1180000,-15429.0732421875
4880.81,237,237,254.3753,2991.94,50.0892,1185000,-14928.8876953125
4582.61,238,238,264.262,4595.53,60.4579,1190000,-15554.8515625
4356.9,239,239,288.346,2042.44,95.7738,1195000,-16524.06640625
3843.12,240,240,264.7329,3992.97,79.1618,1200000,-15558.900390625
4396.85,241,241,275.0483,5126.9,74.2124,1205000,-16078.1748046875
4212.31,242,242,265.9196,4668.24,62.4002,1210000,-15799.69140625
4580.13,243,243,271.0315,4549.62,57.0566,1215000,-16086.2392578125
3964.07,244,244,286.2215,4752.03,106.018,1220000,-16528.970703125
4746.36,245,245,275.9083,4412.38,77.3173,1225000,-16044.77734375
3948.82,246,246,282.1002,5273.84,101.5403,1230000,-16248.0625
4179.02,247,247,269.8575,5229.8,118.2716,1235000,-15563.3203125
4642.99,248,248,256.3549,4510.91,55.3539,1240000,-15144.3203125
3194.74,249,249,280.935,2144.99,106.6579,1245000,-16004.3564453125
4368.13,250,250,268.0274,3269.04,61.6654,1250000,-15714.5107421875
4365.49,251,251,268.7033,4208.38,92.4876,1255000,-15580.9697265625
2310.51,252,252,295.7003,2881.3,155.1082,1260000,-16716.603515625
3847.04,253,253,291.7396,2243.0,143.8449,1265000,-16760.0703125
4219.36,254,254,292.0121,2751.34,131.0668,1270000,-16485.48828125
4730.31,255,255,287.2992,3807.94,92.9802,1275000,-16355.953125
4433.48,256,256,281.9557,3622.32,83.8778,1280000,-16053.302734375
4601.5,257,257,272.7,2939.2,74.9175,1285000,-15723.3408203125
4901.58,258,258,278.2528,3832.41,78.8062,1290000,-16109.0048828125
4150.07,259,259,273.1299,4756.17,86.8271,1295000,-16467.3046875
4393.82,260,260,263.9969,3874.88,99.7826,1300000,-15496.2880859375
3391.23,261,261,276.8241,1855.86,99.3304,1305000,-15955.9873046875
4217.78,262,262,280.9316,3575.87,121.54,1310000,-16313.306640625
2847.97,263,263,294.0217,3506.11,187.8017,1315000,-16336.3037109375
3787.04,264,264,269.676,2716.98,89.9409,1320000,-16161.869140625
3185.35,265,265,280.279,3003.39,144.7853,1325000,-16413.390625
3967.44,266,266,263.2109,3808.84,45.2891,1330000,-15896.466796875
1869.87,267,267,300.4808,2750.09,152.0046,1335000,-16643.5390625
2222.06,268,268,294.2991,3191.57,130.8636,1340000,-16583.3203125
4254.49,269,269,254.2259,4923.27,49.9168,1345000,-15550.9013671875
3411.01,270,270,278.3259,4636.77,118.3245,1350000,-16732.306640625
4278.15,271,271,274.7285,3186.58,98.9342,1355000,-16731.01953125
3780.23,272,272,275.8249,3289.77,74.9466,1360000,-16766.755859375
2402.63,273,273,308.1397,1800.35,170.5962,1365000,-17439.013671875
2369.44,274,274,314.8708,1719.38,179.6521,1370000,-17630.466796875
2898.67,275,275,282.7123,2980.14,95.3124,1375000,-16984.166015625
4173.24,276,276,293.5728,5239.29,127.1428,1380000,-17097.109375
4072.72,277,277,282.0915,4677.82,90.7889,1385000,-16921.37890625
2848.98,278,278,300.775,2541.86,147.0558,1390000,-17515.427734375
3983.11,279,279,281.1763,2106.18,84.7333,1395000,-17200.236328125
2658.08,280,280,298.5196,2463.11,118.8934,1400000,-17890.541015625
4442.33,281,281,287.9766,4989.15,85.4249,1405000,-17597.375
4413.3,282,282,279.3425,5031.74,70.901,1410000,-16539.41015625
4338.45,283,283,280.5922,5192.84,83.6193,1415000,-17161.474609375
2387.83,284,284,287.9697,4217.69,117.3053,1420000,-17621.59375
3790.46,285,285,274.0807,2757.76,72.4758,1425000,-17039.107421875
4416.56,286,286,279.1997,4975.21,109.8229,1430000,-16873.755859375
3774.24,287,287,265.5127,5088.32,66.2493,1435000,-16004.73046875
4124.98,288,288,264.1907,4010.85,62.1597,1440000,-15820.888671875
3890.51,289,289,279.2175,1989.73,105.2946,1445000,-16746.017578125
4724.01,290,290,271.379,3016.08,64.3593,1450000,-16803.103515625
2188.97,291,291,277.0088,2673.63,78.1895,1455000,-17257.6015625
3382.81,292,292,291.4841,2703.77,128.0589,1460000,-17451.072265625
3286.15,293,293,282.9193,3673.0,85.149,1465000,-17408.26171875
4260.01,294,294,272.2532,4439.42,73.1956,1470000,-16811.626953125
1757.49,295,295,295.6728,882.59,142.9233,1475000,-17537.1953125
2414.84,296,296,286.2069,2658.06,115.7728,1480000,-17429.8828125
2328.01,297,297,300.9719,1927.12,162.8092,1485000,-17653.640625
3390.49,298,298,273.248,4311.71,85.409,1490000,-16492.091796875
2530.61,299,299,280.3103,4097.37,143.3277,1495000,-16411.484375
3684.72,300,300,279.0391,4301.2,106.842,1500000,-17280.94140625
3647.18,301,301,290.9788,4402.36,121.2213,1505000,-17429.26171875
2967.07,302,302,288.8634,4086.92,102.32,1510000,-17516.720703125
3694.38,303,303,281.1614,4671.1,83.1805,1515000,-17493.36328125
2241.82,304,304,314.03,2237.36,167.3893,1520000,-17782.501953125
3614.61,305,305,307.349,3013.55,160.3045,1525000,-17675.57421875
2887.98,306,306,300.3142,3735.31,166.9364,1530000,-17673.951171875
3509.64,307,307,288.9101,3724.51,118.3115,1535000,-17759.30078125
3530.34,308,308,293.5462,3018.06,111.5187,1540000,-17642.5625
3853.48,309,309,281.022,4389.45,82.3741,1545000,-17243.3203125
4250.64,310,310,290.623,4832.68,108.775,1550000,-17902.09375
3821.39,311,311,274.4456,3965.34,75.6471,1555000,-17095.353515625
3620.93,312,312,291.5563,3446.88,93.7193,1560000,-17633.7421875
3256.37,313,313,305.9991,2924.86,123.3311,1565000,-18332.42578125
3013.17,314,314,297.0344,2566.98,132.7596,1570000,-17705.40234375
2753.48,315,315,329.0197,2475.43,196.3638,1575000,-18201.775390625
2341.42,316,316,314.5623,2205.05,205.6654,1580000,-18116.763671875
2920.42,317,317,305.8942,2898.93,165.5749,1585000,-17899.056640625
3085.99,318,318,305.4767,2509.26,153.2934,1590000,-17805.8671875
1774.98,319,319,318.2721,1314.94,198.6318,1595000,-17693.03125
2132.71,320,320,309.2034,1978.09,208.5849,1600000,-17606.90625
2016.77,321,321,308.4534,2883.75,207.1101,1605000,-17871.75
1386.27,322,322,315.0519,1925.53,294.9072,1610000,-18044.453125
2484.28,323,323,307.7654,2102.4,260.712,1615000,-18346.908203125
3153.62,324,324,307.9116,3047.24,154.6866,1620000,-18288.2265625
3510.16,325,325,309.5632,4311.35,162.9735,1625000,-17818.197265625
3666.34,326,326,305.4538,4055.11,133.1116,1630000,-17833.556640625
4058.37,327,327,322.1492,4432.14,175.2616,1635000,-18302.5625
4609.44,328,328,300.5054,4149.49,162.9986,1640000,-18114.177734375
4784.5,329,329,305.69,4154.04,109.955,1645000,-18332.931640625
4084.02,330,330,291.2518,4346.75,91.3603,1650000,-17937.736328125
4063.56,331,331,319.5175,4463.09,257.7409,1655000,-17937.33203125
3799.09,332,332,295.2459,4378.46,186.8452,1660000,-17710.830078125
3682.52,333,333,298.6044,2430.59,187.0638,1665000,-17584.080078125
2543.33,334,334,316.0219,3200.8,251.9556,1670000,-17257.708984375
2085.15,335,335,332.0348,1211.42,295.2384,1675000,-17357.76953125
3097.08,336,336,309.7167,2873.49,177.9138,1680000,-17673.4765625
3386.93,337,337,321.6615,3138.04,204.9907,1685000,-17919.296875
2691.2,338,338,323.8139,2599.38,210.3205,1690000,-18242.64453125
2298.84,339,339,307.7928,1876.59,208.179,1695000,-18103.03515625
2184.06,340,340,329.9661,1772.59,311.668,1700000,-18160.91796875
3675.16,341,341,294.9685,3849.21,115.0618,1705000,-18087.494140625
3136.52,342,342,290.8317,3318.27,235.2545,1710000,-18392.693359375
3375.81,343,343,313.2199,3003.04,241.2789,1715000,-18215.548828125
2206.64,344,344,311.6652,3629.84,216.1334,1720000,-18094.490234375
4203.24,345,345,284.2832,4082.94,83.5125,1725000,-18285.248046875
4567.18,346,346,288.4658,4262.24,111.4105,1730000,-17825.466796875
3264.65,347,347,289.9973,3598.06,138.5603,1735000,-17875.208984375
3988.09,348,348,296.2796,4597.1,131.151,1740000,-18298.8515625
4514.71,349,349,311.299,4500.59,158.7977,1745000,-18136.908203125
2925.65,350,350,304.0387,3339.88,149.2454,1750000,-18176.3515625
4725.55,351,351,288.249,3967.47,127.0052,1755000,-18529.384765625
4471.99,352,352,285.5569,4430.23,88.233,1760000,-18540.802734375
4375.79,353,353,335.7873,4775.72,205.0413,1765000,-18828.841796875
4420.09,354,354,287.1942,4351.9,107.6831,1770000,-18335.94921875
4725.74,355,355,311.2691,4879.0,150.3102,1775000,-18732.20703125
2373.95,356,356,342.6341,1078.7,264.343,1780000,-18687.53515625
4155.27,357,357,299.0791,4583.2,116.2544,1785000,-18428.5390625
3557.11,358,358,287.8122,4082.61,87.7391,1790000,-17545.205078125
4982.8,359,359,281.5843,4932.97,116.3232,1795000,-17612.609375
3477.57,360,360,296.7612,4794.99,97.9361,1800000,-18574.0625
4327.43,361,361,287.9827,4784.61,101.9385,1805000,-18216.029296875
4420.35,362,362,299.2746,4344.53,112.4529,1810000,-18567.447265625
4025.23,363,363,335.5962,3735.25,188.6917,1815000,-18873.009765625
3783.68,364,364,305.8036,4306.63,128.3328,1820000,-18997.38671875
1466.88,365,365,357.9659,1605.6,260.1985,1825000,-18774.03515625
2642.15,366,366,343.7469,2489.01,264.4041,1830000,-18651.91796875
1861.78,367,367,354.7477,2061.41,210.7663,1835000,-18881.751953125
3389.52,368,368,309.8225,2881.38,155.2454,1840000,-18688.59765625
3003.3,369,369,334.7528,2429.18,206.0933,1845000,-18954.3046875
2591.63,370,370,338.0943,3076.76,185.5035,1850000,-18289.3828125
3869.21,371,371,316.2933,3920.96,145.0766,1855000,-18831.115234375
3782.69,372,372,340.0858,3974.42,186.7573,1860000,-19150.478515625
3084.32,373,373,337.5854,3114.03,187.6249,1865000,-19098.396484375
2888.89,374,374,354.4082,2908.31,215.0133,1870000,-19122.375
3848.55,375,375,341.8701,3608.59,155.722,1875000,-19370.982421875
2239.51,376,376,354.7097,2494.8,280.0086,1880000,-19234.49609375
2921.47,377,377,356.5664,3635.91,236.6661,1885000,-19409.138671875
2259.74,378,378,372.8447,1305.73,302.3751,1890000,-19201.65625
2100.52,379,379,382.4967,1966.68,238.9185,1895000,-19251.9296875
3359.65,380,380,359.8854,3307.05,146.0105,1900000,-19192.169921875
2018.19,381,381,379.6316,2335.83,290.4661,1905000,-19158.078125
3297.73,382,382,367.6789,2591.16,192.6057,1910000,-19071.328125
2982.86,383,383,364.5954,3313.74,152.2392,1915000,-19267.44921875
2085.05,384,384,396.1814,2319.27,292.4817,1920000,-19067.666015625
1999.18,385,385,399.2524,2229.25,260.2601,1925000,-18889.837890625
980.25,386,386,429.2129,1034.8,250.5033,1930000,-19198.283203125
1635.6,387,387,390.4332,1853.99,248.0629,1935000,-19153.00390625
4032.94,388,388,336.3284,4563.13,121.2476,1940000,-18402.451171875
2648.94,389,389,360.9472,2117.07,196.08,1945000,-18485.859375
3937.29,390,390,344.6062,3728.09,163.863,1950000,-18410.521484375
2294.23,391,391,352.8825,1770.27,222.8403,1955000,-17871.84765625
