Running Env Steps,Real Det Return,Reward Loss,Running Forward KL,Running Reverse KL,Itration,Real Sto Return,Running Update Time
165000,1948.97,-6566.49658203125,157.5979,16.3638,33,1603.52,33
170000,1888.76,-6782.5087890625,157.3627,15.8699,34,1556.03,34
175000,1998.05,-7001.17431640625,157.5529,16.4405,35,1646.19,35
180000,1942.98,-7181.0830078125,157.4645,16.2696,36,1617.96,36
185000,2008.57,-7326.6044921875,157.5144,16.1934,37,1652.73,37
190000,1965.52,-7563.35595703125,157.4021,15.9683,38,1644.87,38
195000,2027.03,-7703.30029296875,157.3573,16.1642,39,1666.8,39
200000,2007.52,-7829.9287109375,157.4031,16.0478,40,1659.22,40
205000,2096.22,-8051.841796875,157.1263,16.5995,41,1695.84,41
210000,2025.22,-8256.33203125,157.1347,16.0792,42,1701.29,42
215000,2021.0,-8414.23046875,157.3415,15.7817,43,1678.4,43
220000,2037.04,-8700.25,157.1582,16.2338,44,1715.78,44
225000,2043.12,-8756.9228515625,157.1368,16.1397,45,1661.61,45
230000,2078.08,-8982.892578125,157.0546,16.09,46,1698.45,46
235000,2136.88,-9176.7373046875,157.0183,16.264,47,1738.34,47
240000,2050.08,-9350.07421875,157.0244,15.6506,48,1700.48,48
245000,2110.85,-9445.2919921875,156.8867,16.0341,49,1742.99,49
250000,2092.33,-9662.759765625,157.0972,16.1139,50,1753.58,50
255000,2061.63,-9902.7861328125,157.092,15.8667,51,1704.41,51
260000,2112.95,-10087.451171875,157.0992,15.8705,52,1745.84,52
265000,2083.25,-10235.8857421875,156.949,16.0221,53,1753.48,53
270000,2074.88,-10412.12890625,156.9743,15.7127,54,1731.86,54
275000,2106.33,-10587.251953125,156.8977,15.7688,55,1736.2,55
280000,2129.03,-10828.646484375,157.0481,15.9876,56,1742.1,56
285000,2100.92,-11006.5185546875,156.774,15.6201,57,1745.14,57
290000,2096.51,-11234.9853515625,156.8682,15.9087,58,1745.85,58
295000,2104.87,-11382.033203125,157.0184,15.8915,59,1728.11,59
300000,2116.5,-11738.765625,157.0821,16.3533,60,1731.71,60
305000,2104.29,-11677.97265625,156.8538,15.6792,61,1742.45,61
310000,2105.99,-11933.1611328125,156.9778,16.0313,62,1742.1,62
315000,2128.09,-12177.0283203125,156.9228,15.5034,63,1739.28,63
320000,2096.79,-12254.39453125,156.9413,15.7612,64,1757.07,64
325000,2081.11,-12510.1015625,156.8068,15.668,65,1742.28,65
330000,2100.5,-12638.1171875,156.6665,15.4756,66,1760.73,66
335000,2133.93,-12953.3916015625,156.9103,15.9721,67,1760.39,67
340000,2148.18,-13057.677734375,156.8239,15.7381,68,1791.57,68
345000,2126.68,-13242.3232421875,156.799,15.5948,69,1769.11,69
350000,2121.56,-13565.9111328125,156.7123,15.798,70,1802.52,70
355000,2158.78,-13692.958984375,156.7276,15.8291,71,1808.48,71
360000,2139.49,-13930.9833984375,156.8759,15.7873,72,1766.49,72
365000,2174.08,-14124.884765625,156.8547,15.8244,73,1789.71,73
370000,2115.81,-14282.8037109375,156.8112,15.7134,74,1755.81,74
375000,2115.65,-14535.4814453125,157.0115,15.9805,75,1788.03,75
380000,2087.53,-14586.6640625,156.7475,15.4801,76,1764.44,76
385000,2169.6,-15015.8818359375,156.8273,15.7762,77,1802.32,77
390000,2179.07,-15106.94140625,156.6842,16.0001,78,1818.15,78
395000,2119.19,-15191.9150390625,156.8089,15.5472,79,1776.42,79
400000,2107.64,-15416.546875,156.7105,15.3145,80,1760.61,80
405000,2157.81,-15599.91796875,156.6263,15.9349,81,1808.55,81
410000,2171.29,-15907.888671875,156.8767,16.1533,82,1799.97,82
415000,2125.48,-16168.396484375,156.8945,15.6834,83,1781.95,83
420000,2160.93,-16207.80859375,156.8403,15.7772,84,1782.39,84
425000,2140.73,-16337.916015625,156.8225,15.2363,85,1799.84,85
430000,2157.93,-16720.796875,156.9292,15.7981,86,1821.83,86
435000,2164.15,-16805.7734375,156.7579,15.5494,87,1791.37,87
440000,2212.95,-17038.869140625,156.7598,15.4999,88,1803.82,88
445000,2162.32,-17188.7578125,156.5517,15.3446,89,1818.35,89
450000,2166.42,-17530.40234375,156.7689,15.63,90,1788.72,90
455000,2149.43,-17724.61328125,156.8858,15.6916,91,1808.27,91
460000,2169.29,-17901.6953125,156.8428,15.6748,92,1786.21,92
465000,2118.39,-18151.728515625,156.6429,15.3871,93,1787.16,93
470000,2100.26,-18435.23046875,156.8239,15.4336,94,1779.1,94
475000,2134.61,-18574.048828125,156.6724,15.4434,95,1788.7,95
480000,2170.23,-18670.517578125,156.7028,15.4047,96,1810.42,96
485000,2171.94,-19046.40234375,156.5869,15.3016,97,1807.24,97
490000,2140.68,-19269.802734375,156.7378,15.4927,98,1788.34,98
495000,2188.35,-19535.763671875,156.8451,15.7881,99,1859.89,99
500000,2135.55,-19684.724609375,156.9096,15.3622,100,1804.67,100
505000,2167.38,-19846.15625,156.6525,15.4647,101,1816.06,101
510000,2169.04,-20002.837890625,156.7387,15.4001,102,1815.73,102
515000,2152.79,-20511.427734375,156.7516,15.4867,103,1802.05,103
520000,2184.7,-20562.94921875,156.7017,15.3053,104,1816.8,104
525000,2200.86,-20743.181640625,156.7813,15.4552,105,1846.5,105
530000,2182.88,-21147.474609375,156.8058,15.5902,106,1823.27,106
535000,2162.45,-21206.046875,156.6235,15.3843,107,1799.97,107
540000,2139.64,-21560.857421875,156.7944,15.4263,108,1810.49,108
545000,2208.43,-21727.12109375,156.812,15.5831,109,1839.27,109
550000,2169.73,-21939.1015625,156.7736,15.2273,110,1833.92,110
555000,2198.86,-22220.068359375,156.7144,15.3839,111,1815.84,111
560000,2174.5,-22250.916015625,156.6679,15.4321,112,1849.37,112
565000,2166.41,-22676.81640625,156.617,15.1459,113,1820.35,113
570000,2165.06,-22823.548828125,156.5742,15.3431,114,1818.4,114
575000,2183.41,-23061.17578125,156.6744,15.4382,115,1841.32,115
580000,2154.2,-23056.59765625,156.5386,15.1484,116,1782.16,116
585000,2172.87,-23545.771484375,156.7983,15.4751,117,1825.97,117
590000,2187.28,-23679.484375,156.6977,15.2181,118,1844.57,118
595000,2197.94,-23919.16015625,156.7116,15.2204,119,1858.29,119
600000,2151.26,-24286.234375,156.7186,15.4768,120,1828.61,120
605000,2200.03,-24504.935546875,156.6975,15.6287,121,1856.02,121
610000,2207.8,-24831.923828125,156.8797,15.5271,122,1838.21,122
615000,2219.64,-24969.443359375,156.7002,15.5781,123,1863.16,123
620000,2154.38,-25001.78125,156.5939,15.134,124,1814.34,124
625000,2148.53,-25586.75390625,156.6189,15.294,125,1853.63,125
630000,2182.03,-25750.623046875,156.6713,15.3215,126,1865.36,126
635000,2233.48,-26185.275390625,156.7751,15.4636,127,1858.47,127
640000,2161.61,-26058.564453125,156.5897,15.2573,128,1821.67,128
645000,2175.13,-26462.564453125,156.7208,15.284,129,1817.46,129
650000,2200.74,-26849.7890625,156.8109,15.476,130,1844.33,130
655000,2192.23,-27102.32421875,156.68,15.4397,131,1880.63,131
660000,2200.61,-27500.68359375,156.9084,15.6799,132,1842.51,132
665000,2181.74,-27619.927734375,156.7625,15.4241,133,1841.79,133
670000,2167.38,-27808.466796875,156.8077,15.5489,134,1840.79,134
675000,2205.89,-28042.4375,156.7767,15.3993,135,1837.84,135
680000,2219.09,-28255.181640625,156.7401,15.5558,136,1848.73,136
685000,2162.97,-28586.677734375,156.7038,15.1725,137,1822.06,137
690000,2219.35,-28742.896484375,156.6368,15.7156,138,1865.6,138
695000,2215.68,-29074.11328125,156.7154,15.2911,139,1860.68,139
700000,2227.13,-29194.26953125,156.6355,15.5204,140,1860.07,140
705000,2208.96,-29657.626953125,156.8592,15.3619,141,1839.14,141
710000,2193.61,-29775.603515625,156.6799,15.221,142,1858.5,142
715000,2211.86,-29626.98828125,156.6992,15.3262,143,1894.33,143
720000,2201.31,-29946.5234375,156.6772,15.1993,144,1843.89,144
725000,2165.39,-30159.97265625,156.7217,15.0628,145,1824.24,145
730000,2210.54,-30490.400390625,156.8325,15.6386,146,1855.52,146
735000,2210.12,-30619.56640625,156.7077,15.1382,147,1864.75,147
740000,2201.41,-30908.16796875,156.6128,15.3286,148,1867.21,148
745000,2236.32,-30952.3125,156.6688,15.3442,149,1877.81,149
750000,2207.67,-31321.43359375,156.4713,15.2548,150,1870.71,150
755000,2254.2,-31640.23046875,156.6055,15.705,151,1893.56,151
760000,2177.08,-31586.966796875,156.6451,15.1949,152,1834.89,152
765000,2264.55,-32098.412109375,156.6754,15.506,153,1886.4,153
770000,2216.23,-32174.75390625,156.6816,15.4924,154,1875.32,154
775000,2261.06,-32558.794921875,156.5686,15.3792,155,1903.61,155
780000,2195.49,-32638.91015625,156.6399,15.3503,156,1835.0,156
785000,2223.58,-32774.71875,156.7248,15.2178,157,1844.92,157
790000,2248.98,-33351.50390625,156.6712,15.4042,158,1897.05,158
795000,2213.27,-33239.65625,156.5133,15.3038,159,1862.29,159
800000,2222.24,-33370.05078125,156.6995,15.3987,160,1877.33,160
805000,2222.88,-33621.86328125,156.7557,15.2413,161,1860.12,161
810000,2226.3,-33979.4453125,156.5835,15.2116,162,1862.84,162
815000,2243.26,-34041.35546875,156.6194,15.4989,163,1897.13,163
820000,2230.95,-34480.75390625,156.7279,15.6503,164,1890.49,164
825000,2231.18,-34434.53125,156.517,15.1461,165,1891.51,165
830000,2220.25,-34860.34375,156.6677,15.3833,166,1866.18,166
835000,2206.14,-35180.265625,156.6356,15.3344,167,1855.83,167
840000,2225.48,-35148.375,156.7695,15.7777,168,1913.21,168
845000,2206.63,-35446.59375,156.8064,15.3734,169,1866.78,169
850000,2249.27,-35786.546875,156.518,15.5122,170,1914.45,170
855000,2241.22,-35959.453125,156.6021,15.3956,171,1872.97,171
860000,2262.32,-35855.73828125,156.5609,15.2413,172,1886.83,172
865000,2198.02,-36314.765625,156.7054,14.9669,173,1856.36,173
870000,2237.96,-36510.45703125,156.6409,15.2349,174,1875.8,174
875000,2276.42,-36662.625,156.7297,15.4763,175,1930.2,175
880000,2189.01,-36667.03125,156.6064,14.9346,176,1853.3,176
885000,2228.92,-37031.2265625,156.6662,15.1743,177,1888.41,177
890000,2220.48,-37330.23828125,156.7292,15.2713,178,1883.63,178
895000,2232.51,-37434.4296875,156.6905,15.308,179,1876.52,179
900000,2240.1,-37661.46875,156.6238,15.1353,180,1899.95,180
905000,2258.53,-37817.73046875,156.6895,15.2547,181,1894.1,181
910000,2293.98,-38002.5625,156.6768,15.5853,182,1935.26,182
915000,2303.3,-38207.984375,156.5914,15.393,183,1920.72,183
920000,2230.51,-37966.4375,156.4791,14.9456,184,1872.87,184
925000,2273.07,-38228.94140625,156.7049,15.4115,185,1922.75,185
930000,2249.16,-38398.39453125,156.6306,15.3867,186,1890.75,186
935000,2261.68,-38442.96875,156.5384,14.8094,187,1887.1,187
940000,2217.54,-38789.62109375,156.6826,15.3322,188,1879.6,188
945000,2253.84,-38853.47265625,156.4792,15.2503,189,1903.48,189
950000,2219.07,-39281.671875,156.7653,15.132,190,1864.38,190
955000,2256.49,-39541.79296875,156.5671,15.3648,191,1924.81,191
960000,2263.31,-39458.00390625,156.6032,15.4296,192,1890.43,192
965000,2248.64,-39512.58984375,156.6433,15.1648,193,1876.19,193
970000,2267.42,-39546.19921875,156.6432,15.2842,194,1909.01,194
975000,2284.86,-39841.63671875,156.5828,15.5012,195,1901.46,195
980000,2218.14,-39903.65234375,156.6419,15.2364,196,1889.84,196
985000,2253.59,-40066.0078125,156.6346,15.1242,197,1888.04,197
990000,2235.59,-40052.66015625,156.5812,15.1346,198,1916.16,198
995000,2254.58,-40367.5546875,156.563,15.0659,199,1906.78,199
1000000,2254.02,-40429.22265625,156.7263,15.026,200,1887.61,200
1005000,2249.18,-40444.3046875,156.5665,15.0355,201,1886.7,201
1010000,2222.21,-40622.0390625,156.7084,15.0047,202,1881.51,202
1015000,2241.63,-40769.34765625,156.5989,15.0797,203,1883.98,203
1020000,2252.49,-40883.6640625,156.691,14.9569,204,1867.64,204
1025000,2210.58,-40871.31640625,156.6486,15.1999,205,1875.04,205
1030000,2280.0,-41112.62890625,156.5651,15.0653,206,1896.89,206
1035000,2248.43,-41414.9140625,156.7366,15.15,207,1873.93,207
1040000,2225.29,-41337.9140625,156.4977,14.971,208,1877.8,208
1045000,2226.29,-41528.34375,156.5618,15.0072,209,1866.64,209
1050000,2259.75,-41527.0546875,156.5597,15.1912,210,1874.64,210
1055000,2241.32,-41683.1484375,156.6393,15.0596,211,1895.92,211
1060000,2253.23,-42033.0859375,156.591,14.9626,212,1881.62,212
1065000,2260.81,-42019.15234375,156.597,15.067,213,1907.95,213
1070000,2254.11,-42211.83203125,156.3766,14.9444,214,1866.12,214
1075000,2261.61,-42390.35546875,156.5801,15.032,215,1911.56,215
1080000,2274.74,-42475.70703125,156.5586,15.1876,216,1918.17,216
1085000,2245.81,-42489.98046875,156.566,14.8896,217,1889.39,217
1090000,2263.04,-42601.22265625,156.6328,14.8949,218,1895.04,218
1095000,2279.68,-42873.390625,156.4646,15.0861,219,1911.7,219
1100000,2241.7,-42969.44140625,156.5024,14.9293,220,1898.31,220
1105000,2252.2,-43128.12109375,156.6195,14.8988,221,1897.45,221
1110000,2283.25,-43392.484375,156.5053,15.0647,222,1907.23,222
1115000,2268.07,-43364.57421875,156.5298,15.0035,223,1894.72,223
1120000,2270.05,-43664.67578125,156.5954,15.0284,224,1891.9,224
1125000,2251.28,-43713.48828125,156.637,15.033,225,1887.2,225
1130000,2256.78,-43807.171875,156.7251,14.8753,226,1872.85,226
1135000,2232.74,-44081.671875,156.5873,14.9227,227,1874.3,227
1140000,2267.82,-44130.6484375,156.5568,14.935,228,1893.09,228
1145000,2250.52,-44182.8125,156.6691,14.9546,229,1883.63,229
1150000,2240.6,-44454.62890625,156.5962,14.9069,230,1882.69,230
1155000,2257.24,-44515.79296875,156.7106,14.9451,231,1881.62,231
1160000,2257.24,-44581.49609375,156.6523,14.9956,232,1883.09,232
1165000,2265.85,-44563.69140625,156.5191,15.0707,233,1899.77,233
1170000,2260.87,-44883.57421875,156.5387,15.1328,234,1893.12,234
1175000,2238.41,-45180.9140625,156.5334,14.9263,235,1871.46,235
1180000,2231.31,-45121.5859375,156.6377,14.9479,236,1860.7,236
1185000,2281.16,-45450.375,156.6945,15.1128,237,1894.03,237
1190000,2276.08,-45414.20703125,156.5549,15.1094,238,1906.18,238
1195000,2251.07,-45389.6328125,156.6414,14.9754,239,1879.29,239
1200000,2287.83,-45878.7421875,156.6843,15.0382,240,1896.82,240
1205000,2251.48,-45757.2265625,156.7187,15.0487,241,1876.67,241
1210000,2268.41,-46005.31640625,156.6329,14.964,242,1876.16,242
1215000,2256.49,-45926.23046875,156.6673,14.9599,243,1860.27,243
1220000,2273.83,-46222.90625,156.6705,14.9936,244,1879.6,244
1225000,2265.35,-46299.83984375,156.5648,15.0569,245,1896.05,245
1230000,2268.49,-46351.97265625,156.5722,15.0022,246,1873.46,246
1235000,2264.55,-46446.984375,156.5769,14.9802,247,1899.09,247
1240000,2294.54,-46787.9375,156.555,15.1423,248,1917.78,248
1245000,2269.08,-46884.3046875,156.608,15.0512,249,1903.37,249
1250000,2282.84,-47200.421875,156.5872,15.1465,250,1895.64,250
1255000,2269.59,-47026.0078125,156.669,15.0439,251,1884.85,251
1260000,2278.63,-47231.7421875,156.589,15.061,252,1921.99,252
1265000,2269.43,-47436.21875,156.6026,14.9827,253,1904.54,253
1270000,2274.56,-47506.7109375,156.6493,14.8988,254,1902.36,254
1275000,2286.36,-47640.0625,156.4762,15.0399,255,1919.5,255
1280000,2280.38,-47755.3203125,156.7157,15.1264,256,1915.64,256
1285000,2294.67,-47998.15234375,156.6343,15.0891,257,1910.49,257
1290000,2282.47,-48014.08984375,156.5908,15.0939,258,1924.85,258
1295000,2285.36,-48254.6796875,156.5797,15.1616,259,1926.47,259
1300000,2297.0,-48362.4921875,156.5238,14.9937,260,1914.56,260
1305000,2309.01,-48367.07421875,156.4875,15.1432,261,1948.67,261
1310000,2296.16,-48632.84375,156.569,15.259,262,1926.41,262
1315000,2288.81,-48643.90234375,156.7911,15.2687,263,1910.62,263
1320000,2280.58,-48720.546875,156.6263,15.185,264,1922.83,264
1325000,2294.16,-48760.3828125,156.702,15.2873,265,1916.99,265
1330000,2250.62,-48828.9296875,156.4781,15.2065,266,1885.67,266
1335000,2295.9,-49072.7265625,156.5168,15.0292,267,1919.08,267
1340000,2293.63,-49401.33203125,156.4993,15.1206,268,1914.49,268
1345000,2302.76,-49457.3515625,156.7589,15.1497,269,1919.2,269
1350000,2290.41,-49445.43359375,156.6446,15.1611,270,1923.15,270
1355000,2275.02,-49551.5390625,156.6794,15.1548,271,1914.85,271
1360000,2289.1,-49673.94921875,156.5429,15.0509,272,1917.91,272
1365000,2279.38,-49867.82421875,156.6615,15.0613,273,1904.69,273
1370000,2282.67,-49873.86328125,156.5906,15.1197,274,1931.38,274
1375000,2303.76,-50135.5859375,156.6506,15.1138,275,1921.04,275
1380000,2303.07,-50371.63671875,156.5848,15.2494,276,1925.11,276
1385000,2288.7,-50186.734375,156.6507,15.2664,277,1929.23,277
1390000,2322.45,-50525.1328125,156.5159,15.2345,278,1924.38,278
1395000,2301.47,-50571.92578125,156.5293,15.1733,279,1930.5,279
1400000,2292.4,-50677.97265625,156.4844,15.0978,280,1912.47,280
1405000,2303.48,-50779.8046875,156.6474,15.2837,281,1933.01,281
1410000,2304.7,-51057.51171875,156.5356,15.1064,282,1927.5,282
1415000,2306.81,-51056.93359375,156.6519,15.2432,283,1918.75,283
1420000,2308.76,-51212.1796875,156.6017,15.2997,284,1945.27,284
1425000,2310.26,-51403.4375,156.6925,15.2123,285,1926.86,285
1430000,2325.46,-51554.734375,156.5295,15.3079,286,1947.25,286
1435000,2304.86,-51640.859375,156.6875,15.2295,287,1938.72,287
1440000,2303.04,-51847.66796875,156.612,15.2232,288,1942.05,288
1445000,2323.14,-52131.16015625,156.4663,15.2049,289,1931.19,289
1450000,2311.66,-52006.17578125,156.5086,15.256,290,1936.15,290
1455000,2306.93,-52497.8671875,156.5897,15.2017,291,1921.57,291
1460000,2326.82,-52607.15625,156.5305,15.3298,292,1931.82,292
1465000,2316.64,-52527.546875,156.5281,15.2296,293,1955.8,293
1470000,2310.95,-52657.97265625,156.5538,15.1512,294,1906.78,294
1475000,2322.21,-52874.015625,156.5247,15.1421,295,1931.42,295
1480000,2320.38,-52843.29296875,156.6649,15.2302,296,1925.29,296
1485000,2324.97,-53021.8359375,156.6691,15.1883,297,1923.87,297
1490000,2344.95,-53377.84765625,156.5923,15.1439,298,1934.3,298
1495000,2312.02,-53498.328125,156.6809,15.3231,299,1921.77,299
1500000,2336.44,-53612.23828125,156.5532,15.1956,300,1936.2,300
1505000,2339.85,-53696.52734375,156.6212,15.2286,301,1943.08,301
1510000,2330.03,-53445.1796875,156.6394,15.2398,302,1935.42,302
1515000,2313.05,-53609.28515625,156.783,15.2457,303,1939.79,303
1520000,2314.03,-54012.23828125,156.6995,15.2316,304,1916.67,304
1525000,2337.59,-54111.23828125,156.4841,15.2322,305,1944.55,305
1530000,2328.77,-54319.7734375,156.6117,15.2072,306,1936.8,306
1535000,2333.19,-54094.1328125,156.6035,15.1678,307,1908.25,307
1540000,2313.52,-54322.109375,156.5184,15.1779,308,1928.16,308
1545000,2302.38,-54651.47265625,156.4906,15.1643,309,1951.68,309
1550000,2343.88,-54712.23046875,156.5214,15.201,310,1926.78,310
1555000,2341.42,-54896.27734375,156.7923,15.3289,311,1947.93,311
1560000,2328.23,-54672.28515625,156.5916,15.2103,312,1916.41,312
1565000,2327.25,-54957.68359375,156.6888,15.2094,313,1932.68,313
1570000,2342.14,-55110.98046875,156.6462,15.2251,314,1941.51,314
1575000,2330.54,-55010.20703125,156.5489,15.0717,315,1917.9,315
1580000,2341.11,-55459.82421875,156.6639,15.1394,316,1922.06,316
1585000,2338.91,-55357.1953125,156.6676,15.2689,317,1946.76,317
1590000,2337.62,-55457.203125,156.6092,15.1121,318,1932.63,318
1595000,2348.59,-55752.76953125,156.6908,15.1988,319,1952.83,319
1600000,2341.03,-55787.7265625,156.4939,15.3264,320,1939.13,320
1605000,2323.71,-55996.3203125,156.6682,15.277,321,1931.71,321
1610000,2337.68,-55999.73046875,156.6503,15.2758,322,1937.86,322
1615000,2338.05,-55988.01171875,156.4801,15.1797,323,1941.68,323
1620000,2326.89,-56302.51953125,156.4272,15.0581,324,1942.68,324
1625000,2359.49,-56496.0234375,156.5354,15.4046,325,1974.33,325
1630000,2347.78,-56433.00390625,156.5919,15.3272,326,1953.75,326
1635000,2351.27,-56671.6015625,156.5093,15.3762,327,1974.43,327
1640000,2343.48,-56724.9140625,156.5186,15.1207,328,1960.07,328
1645000,2343.18,-56985.32421875,156.5759,15.2511,329,1937.85,329
1650000,2355.31,-57282.9375,156.6471,15.2952,330,1977.59,330
1655000,2340.01,-57329.57421875,156.6785,15.4198,331,1972.39,331
1660000,2353.92,-57545.55078125,156.649,15.4284,332,1970.92,332
1665000,2364.38,-57749.5390625,156.5139,15.38,333,1973.38,333
1670000,2355.29,-57585.3671875,156.6535,15.2242,334,1980.03,334
1675000,2360.42,-57939.2734375,156.3525,15.3103,335,1979.94,335
1680000,2359.99,-58005.24609375,156.5206,15.4039,336,1971.41,336
1685000,2358.53,-58008.5546875,156.5381,15.2307,337,1971.07,337
1690000,2331.02,-58135.5390625,156.5077,15.128,338,1951.26,338
1695000,2352.26,-58408.24609375,156.404,15.1506,339,1964.72,339
1700000,2357.85,-58546.28515625,156.5349,15.5036,340,1977.48,340
1705000,2342.41,-58341.62890625,156.5107,15.2335,341,1959.81,341
1710000,2348.52,-58509.046875,156.4738,15.2865,342,1985.01,342
1715000,2340.64,-58727.3359375,156.6593,15.2216,343,1960.53,343
1720000,2347.11,-58954.80859375,156.599,15.2133,344,1968.0,344
1725000,2350.87,-59032.671875,156.6743,15.165,345,1962.59,345
1730000,2321.3,-58940.26953125,156.5966,15.1953,346,1939.21,346
1735000,2345.75,-59117.16796875,156.5362,15.1332,347,1942.25,347
1740000,2359.17,-59641.73046875,156.663,15.3213,348,1962.43,348
1745000,2360.73,-59602.26953125,156.5718,15.2556,349,1964.33,349
1750000,2344.33,-59626.98828125,156.6308,15.1472,350,1958.33,350
1755000,2362.3,-60056.828125,156.6527,15.2635,351,1975.11,351
1760000,2351.78,-59949.4765625,156.3753,15.3143,352,1970.25,352
1765000,2352.2,-60089.02734375,156.5151,15.1574,353,1958.98,353
1770000,2339.85,-60251.52734375,156.6422,15.2595,354,1952.61,354
1775000,2364.69,-60167.3046875,156.6045,15.0787,355,1963.05,355
1780000,2335.26,-60358.98046875,156.493,15.149,356,1958.67,356
1785000,2356.86,-60635.8984375,156.6236,15.1558,357,1963.44,357
1790000,2343.4,-60724.59765625,156.5368,15.1693,358,1964.79,358
1795000,2329.76,-60884.3125,156.6039,15.1738,359,1943.96,359
1800000,2366.66,-61112.28125,156.6209,15.3374,360,1980.58,360
1805000,2358.04,-61009.265625,156.5054,15.1679,361,1962.89,361
1810000,2345.86,-61297.09765625,156.5337,15.2039,362,1963.58,362
1815000,2344.27,-61503.1015625,156.5277,15.201,363,1960.1,363
1820000,2337.59,-61271.90234375,156.4543,15.2181,364,1953.19,364
1825000,2337.22,-61763.265625,156.622,15.2384,365,1952.88,365
1830000,2353.3,-61715.55859375,156.6027,15.3081,366,1963.99,366
1835000,2335.14,-61884.88671875,156.5509,15.2286,367,1953.38,367
1840000,2337.32,-62151.73046875,156.5298,15.4125,368,1980.48,368
1845000,2322.5,-62186.55078125,156.5699,15.2981,369,1959.97,369
1850000,2326.99,-62155.0625,156.3541,15.1289,370,1969.85,370
1855000,2346.56,-61949.20703125,156.5927,15.1421,371,1959.41,371
1860000,2333.35,-62322.83203125,156.4839,15.1001,372,1946.86,372
1865000,2344.75,-62818.7109375,156.4975,15.463,373,1973.65,373
1870000,2340.57,-62597.65234375,156.3591,15.1434,374,1953.48,374
1875000,2340.43,-62943.85546875,156.6437,15.3482,375,1969.26,375
1880000,2351.07,-63239.4140625,156.4457,15.2699,376,1950.4,376
1885000,2344.6,-63102.84765625,156.4817,15.2176,377,1970.71,377
1890000,2356.71,-63304.29296875,156.6318,15.2442,378,1984.65,378
1895000,2341.16,-63471.4921875,156.5384,15.2139,379,1950.62,379
1900000,2335.64,-63820.74609375,156.7166,15.326,380,1974.74,380
1905000,2335.94,-63729.9375,156.6887,15.2554,381,1959.81,381
1910000,2343.55,-63777.4765625,156.5305,15.1638,382,1957.78,382
1915000,2365.4,-63819.0,156.5918,15.19,383,1971.96,383
1920000,2331.65,-64129.15234375,156.4866,15.0708,384,1954.69,384
1925000,2343.43,-64469.72265625,156.6115,15.2119,385,1986.4,385
1930000,2332.6,-64349.578125,156.6021,15.2017,386,1948.95,386
1935000,2335.89,-64510.1796875,156.676,15.2472,387,1963.09,387
1940000,2334.05,-64549.93359375,156.4211,15.1252,388,1959.95,388
1945000,2350.98,-64750.80078125,156.6497,15.1878,389,1967.53,389
1950000,2335.12,-64926.7578125,156.5667,15.1387,390,1982.53,390
1955000,2327.94,-64939.11328125,156.6106,15.0543,391,1963.39,391
1960000,2355.2,-65028.203125,156.5666,15.2347,392,1955.24,392
1965000,2342.09,-65279.48046875,156.6887,15.3425,393,1957.98,393
