Reward Loss,Real Det Return,Running Update Time,Running Reverse KL,Running Env Steps,Running Forward KL,Itration,Real Sto Return
-5241.17724609375,924.9,173,29.3905,865000,68.1618,173,368.52
-5430.48095703125,968.57,174,29.6126,870000,69.4607,174,355.2
-5507.55615234375,817.5,175,30.0049,875000,70.996,175,241.09
-5477.43603515625,876.55,176,29.1215,880000,68.6039,176,302.89
-5682.384765625,705.39,177,30.4827,885000,73.4632,177,247.36
-5746.02978515625,872.63,178,30.3461,890000,71.2744,178,305.96
-5780.2509765625,886.33,179,30.911,895000,71.1885,179,281.41
-5972.26953125,912.88,180,30.5493,900000,72.2574,180,276.69
-6053.69921875,870.62,181,30.0865,905000,72.3993,181,322.71
-6063.38671875,834.66,182,30.3661,910000,70.6455,182,281.99
-6159.02099609375,857.33,183,30.396,915000,71.9468,183,257.57
-6025.6337890625,1023.39,184,29.9119,920000,68.3033,184,288.69
-6113.61669921875,919.1,185,29.9896,925000,69.8184,185,353.29
-6404.82080078125,952.58,186,30.344,930000,71.2315,186,247.33
-6326.5751953125,870.32,187,29.8335,935000,68.705,187,350.65
-6322.70263671875,1040.89,188,30.0924,940000,68.8346,188,351.3
-6419.03271484375,848.07,189,30.3797,945000,68.9337,189,331.44
-6500.68896484375,853.03,190,29.4913,950000,68.3616,190,285.7
-6501.4345703125,1014.77,191,29.252,955000,69.0318,191,336.2
-6766.97216796875,917.9,192,30.2751,960000,70.7693,192,331.67
-6769.03955078125,926.09,193,29.9498,965000,69.1919,193,322.05
-6905.88232421875,825.81,194,29.6214,970000,69.2539,194,308.48
-6906.240234375,893.01,195,29.7656,975000,69.2865,195,335.08
-6947.9326171875,1036.11,196,29.297,980000,68.9561,196,301.09
-7166.3427734375,941.47,197,30.5984,985000,71.3648,197,410.36
-7266.4287109375,845.25,198,29.7737,990000,71.4406,198,221.14
-7370.8828125,877.11,199,30.0835,995000,70.4572,199,298.64
-7366.79248046875,842.95,200,29.2368,1000000,71.3787,200,268.85
-7611.2548828125,927.21,201,29.834,1005000,71.7236,201,334.57
-7679.7373046875,847.99,202,30.7044,1010000,73.128,202,313.51
-7500.87890625,989.97,203,29.2949,1015000,69.2794,203,291.3
-7690.08056640625,934.57,204,29.1389,1020000,69.019,204,262.33
-7619.5625,820.38,205,29.2422,1025000,69.3094,205,196.58
-7644.875,1042.66,206,28.6081,1030000,69.2225,206,341.27
-7777.3134765625,903.65,207,28.9919,1035000,68.7479,207,216.8
-7993.69140625,829.41,208,29.7465,1040000,70.3186,208,267.69
-8124.64990234375,947.53,209,29.6069,1045000,70.6113,209,228.11
-8109.2529296875,935.44,210,29.9345,1050000,70.9211,210,294.77
-8263.6953125,826.25,211,29.6622,1055000,71.1908,211,256.01
-8368.869140625,781.44,212,30.2668,1060000,72.0295,212,252.27
-8520.3857421875,866.32,213,29.9034,1065000,73.0832,213,275.23
-8646.005859375,822.07,214,29.6963,1070000,73.7361,214,220.28
-8696.36328125,971.2,215,29.6544,1075000,70.8926,215,239.58
-8572.05859375,848.74,216,29.2702,1080000,70.1664,216,259.62
-8911.5439453125,1017.17,217,29.5115,1085000,72.4936,217,288.21
-8706.861328125,720.35,218,29.5965,1090000,68.9964,218,249.22
-9012.1416015625,865.85,219,29.9083,1095000,71.4214,219,233.21
-9165.4296875,819.01,220,29.849,1100000,73.2731,220,218.86
-9289.2587890625,965.2,221,29.8129,1105000,71.746,221,238.14
-9364.5205078125,856.57,222,29.4607,1110000,72.4166,222,332.23
-9204.2548828125,962.72,223,29.7112,1115000,70.3472,223,315.17
-9344.4765625,869.0,224,29.346,1120000,70.259,224,249.89
-9561.916015625,865.06,225,29.6282,1125000,72.5594,225,232.62
-9562.5244140625,993.61,226,29.6949,1130000,71.3517,226,251.7
-9771.9853515625,956.68,227,29.778,1135000,72.7038,227,277.37
-9783.138671875,962.36,228,30.0261,1140000,73.1668,228,289.82
-9771.9326171875,922.08,229,29.6388,1145000,70.779,229,278.71
-9885.228515625,866.63,230,29.6204,1150000,71.9482,230,258.63
-10104.7666015625,770.33,231,30.2836,1155000,72.723,231,249.02
-10044.7314453125,913.7,232,29.8092,1160000,72.5581,232,303.2
-10236.9599609375,963.79,233,29.292,1165000,71.3148,233,247.44
-10250.8515625,868.76,234,29.8391,1170000,72.7414,234,276.53
-10247.8037109375,753.11,235,29.7788,1175000,71.4618,235,223.0
-10419.912109375,670.69,236,29.6182,1180000,71.0365,236,253.56
-10497.85546875,960.83,237,30.1846,1185000,72.4041,237,231.11
-10518.873046875,918.84,238,29.2909,1190000,71.5728,238,290.73
-10597.5341796875,910.27,239,29.6187,1195000,71.322,239,211.93
-10871.4423828125,955.22,240,30.4355,1200000,72.6543,240,217.76
-10557.2451171875,910.73,241,29.9518,1205000,69.6716,241,237.67
-10751.466796875,861.66,242,30.1137,1210000,72.9161,242,299.54
-10871.376953125,954.46,243,30.2407,1215000,71.9672,243,276.1
-10868.6220703125,909.79,244,29.7662,1220000,71.1435,244,231.56
-11093.607421875,727.65,245,30.0411,1225000,72.1037,245,243.7
-11188.4287109375,908.22,246,30.3797,1230000,73.4684,246,178.71
-11023.017578125,960.92,247,29.6361,1235000,70.3641,247,272.32
-11282.392578125,1010.68,248,30.0564,1240000,72.7424,248,252.06
-11188.322265625,778.82,249,29.6323,1245000,72.1807,249,258.78
-11221.98046875,915.88,250,29.9463,1250000,71.0994,250,273.92
-11315.341796875,827.99,251,29.6455,1255000,72.2024,251,277.35
-11228.92578125,873.94,252,29.7217,1260000,71.3444,252,190.24
-11607.2578125,768.21,253,30.1477,1265000,73.6139,253,204.15
-11791.4951171875,665.48,254,30.2158,1270000,73.9376,254,165.19
-11635.650390625,722.3,255,29.9335,1275000,73.1601,255,238.39
-11672.4970703125,951.26,256,29.6547,1280000,71.4143,256,233.54
-11629.4501953125,864.38,257,29.6807,1285000,72.2777,257,276.53
-11597.4384765625,964.31,258,29.258,1290000,71.8038,258,248.01
-11939.1474609375,803.57,259,29.8128,1295000,72.6985,259,152.98
-11945.021484375,907.68,260,29.8617,1300000,71.4617,260,216.67
-11946.5556640625,817.62,261,29.9461,1305000,71.2725,261,246.82
-12085.7001953125,864.05,262,29.7829,1310000,71.1073,262,238.47
-11955.3095703125,911.95,263,30.0735,1315000,71.9731,263,300.59
-12256.3359375,669.63,264,29.6947,1320000,73.39,264,191.79
-12194.5693359375,761.52,265,29.665,1325000,71.7124,265,218.32
-12687.017578125,918.11,266,29.798,1330000,72.919,266,238.09
-12474.5419921875,879.61,267,29.5885,1335000,73.1161,267,206.78
-12381.4599609375,914.6,268,29.3849,1340000,70.9941,268,235.22
-12578.20703125,900.51,269,30.0809,1345000,72.2374,269,230.15
-12572.25,969.79,270,29.9935,1350000,72.0721,270,233.3
-12827.8828125,866.2,271,30.1973,1355000,72.9476,271,274.86
-12923.4111328125,859.29,272,30.0041,1360000,74.2349,272,281.08
-12993.5,865.99,273,29.9777,1365000,71.7951,273,315.98
-12923.3388671875,868.06,274,29.9461,1370000,72.2987,274,269.78
-13055.44140625,915.19,275,29.64,1375000,71.7109,275,269.42
-13113.341796875,913.36,276,29.7082,1380000,72.4969,276,238.33
-13138.5703125,852.27,277,30.0131,1385000,71.8659,277,274.16
-13332.2197265625,811.62,278,29.7671,1390000,72.4175,278,277.73
-13283.4052734375,818.26,279,30.1191,1395000,72.845,279,244.13
-13228.58984375,837.81,280,29.5103,1400000,73.0641,280,206.15
-13278.0068359375,932.24,281,29.9306,1405000,71.5124,281,298.94
-13472.1826171875,861.75,282,29.5554,1410000,71.0403,282,254.75
-13444.8759765625,751.19,283,30.2845,1415000,72.5709,283,279.99
-13656.650390625,708.32,284,29.954,1420000,73.3946,284,219.23
-13696.2431640625,863.13,285,29.7137,1425000,71.8533,285,216.74
-14083.9287109375,675.13,286,30.2382,1430000,72.9756,286,247.49
-13886.4052734375,957.64,287,30.1817,1435000,72.0085,287,262.22
-13851.005859375,642.39,288,30.114,1440000,72.3909,288,255.87
-13941.255859375,874.92,289,29.6374,1445000,72.5572,289,294.5
-14319.24609375,848.44,290,29.7031,1450000,72.1698,290,216.54
-14176.8759765625,847.25,291,29.9255,1455000,73.1251,291,223.38
-14388.4794921875,904.83,292,30.4553,1460000,72.823,292,180.9
-14292.744140625,852.85,293,29.93,1465000,72.1349,293,251.98
-14309.146484375,914.11,294,29.8178,1470000,72.163,294,225.43
-14537.9541015625,851.05,295,29.6155,1475000,72.5894,295,241.84
-14826.001953125,666.99,296,30.485,1480000,73.9217,296,276.52
-14712.2626953125,746.53,297,29.8619,1485000,73.5966,297,257.67
-14755.7783203125,1007.78,298,29.5512,1490000,72.4649,298,259.15
-14769.9990234375,741.57,299,29.7525,1495000,72.6968,299,304.35
-14748.662109375,944.06,300,29.3354,1500000,72.1539,300,267.98
-14968.5234375,859.97,301,29.607,1505000,73.1695,301,212.29
-15092.38671875,762.03,302,29.9018,1510000,72.3668,302,277.93
-15152.10546875,898.75,303,29.7683,1515000,71.944,303,267.89
-15427.423828125,851.85,304,30.3422,1520000,74.2499,304,244.65
-15200.1572265625,708.64,305,29.3987,1525000,73.0412,305,192.58
-15562.3115234375,938.22,306,30.1319,1530000,73.6139,306,232.24
-15664.78125,896.44,307,29.9721,1535000,73.7003,307,253.06
-15754.5556640625,965.72,308,29.7146,1540000,74.7095,308,190.94
-15736.275390625,956.04,309,29.9489,1545000,74.2282,309,220.76
-15740.9951171875,799.56,310,29.7791,1550000,73.4901,310,232.98
-15782.0107421875,860.32,311,29.5505,1555000,72.6477,311,227.9
-15843.0400390625,859.22,312,29.8713,1560000,73.8338,312,246.17
-15884.556640625,906.11,313,30.1469,1565000,73.3091,313,218.95
-15911.7724609375,934.5,314,29.6786,1570000,72.6143,314,247.72
-16035.6904296875,821.67,315,29.8024,1575000,72.7443,315,212.8
-16280.212890625,660.1,316,29.5569,1580000,72.6326,316,261.69
-16224.294921875,906.84,317,29.9161,1585000,73.0979,317,243.38
-16452.396484375,715.9,318,30.0344,1590000,75.1084,318,231.43
-16514.068359375,800.01,319,29.8138,1595000,73.3924,319,214.57
-16639.33203125,857.47,320,30.0563,1600000,73.2707,320,224.48
-16547.671875,959.2,321,30.0546,1605000,73.3531,321,235.47
-16751.517578125,808.74,322,30.0003,1610000,74.4041,322,200.77
-16500.423828125,766.88,323,29.8825,1615000,73.0499,323,246.27
-16768.6328125,726.02,324,30.1914,1620000,73.0471,324,224.56
-16907.94140625,801.31,325,29.9813,1625000,72.7144,325,288.43
-16888.357421875,854.79,326,30.113,1630000,72.3544,326,286.77
-17401.33984375,802.9,327,30.0351,1635000,72.3703,327,239.17
-17293.57421875,858.9,328,30.5295,1640000,74.4334,328,333.16
-17203.25390625,799.39,329,30.1196,1645000,73.4318,329,269.19
-17102.98828125,728.54,330,31.8061,1650000,73.7877,330,267.28
-17250.923828125,814.14,331,30.2778,1655000,73.4614,331,226.08
-17654.2890625,666.01,332,29.9835,1660000,74.2974,332,226.35
-17055.01953125,964.19,333,29.6181,1665000,72.1616,333,318.72
-17554.0546875,809.83,334,30.1546,1670000,72.8412,334,214.58
-17613.884765625,862.56,335,30.3856,1675000,72.8496,335,313.4
-17598.896484375,757.47,336,30.1877,1680000,74.0512,336,259.4
-17679.142578125,628.45,337,29.8798,1685000,73.0063,337,221.67
-17993.970703125,819.94,338,30.6314,1690000,74.0243,338,214.34
-17664.541015625,911.69,339,29.8322,1695000,73.8058,339,229.61
-17804.916015625,959.11,340,30.2324,1700000,74.3681,340,271.93
-17778.380859375,704.46,341,29.516,1705000,73.8244,341,285.22
-17977.498046875,959.35,342,29.5641,1710000,73.6202,342,235.48
-18097.96875,718.21,343,29.7495,1715000,73.8855,343,261.76
-18090.98828125,609.38,344,30.2174,1720000,74.2893,344,230.15
-18275.1640625,915.67,345,29.7982,1725000,73.7028,345,242.48
-18074.857421875,862.68,346,29.7412,1730000,72.4982,346,272.65
-18188.068359375,912.26,347,29.761,1735000,73.221,347,235.41
-18148.591796875,916.35,348,29.7954,1740000,72.5338,348,286.22
-18338.078125,862.44,349,29.7707,1745000,72.7417,349,283.2
-18275.716796875,957.31,350,30.0988,1750000,72.4189,350,296.9
-18546.314453125,957.4,351,30.5242,1755000,73.9255,351,231.79
-18597.935546875,724.49,352,30.1944,1760000,73.7902,352,277.79
-18539.05859375,913.85,353,30.0292,1765000,73.4568,353,231.12
-18312.052734375,1017.08,354,30.7189,1770000,71.1016,354,322.82
-18509.498046875,761.77,355,30.4609,1775000,73.3931,355,312.24
-18623.154296875,964.02,356,30.4039,1780000,72.8018,356,321.78
-18561.7734375,917.24,357,30.2504,1785000,73.4879,357,275.32
-18670.205078125,912.03,358,30.2571,1790000,72.9253,358,354.45
-18678.826171875,862.65,359,30.3483,1795000,72.5972,359,222.12
-18577.53515625,764.54,360,29.8825,1800000,73.5031,360,230.95
-18542.4609375,814.88,361,30.3776,1805000,71.9917,361,307.11
-18724.62890625,961.36,362,30.1756,1810000,72.6591,362,282.39
-18702.64453125,811.24,363,30.4315,1815000,72.6654,363,340.83
-18598.69140625,957.14,364,30.6065,1820000,73.0739,364,257.05
-18730.24609375,965.54,365,30.6242,1825000,71.9795,365,273.66
-18661.99609375,970.74,366,30.4411,1830000,73.2607,366,308.0
-18836.80859375,917.88,367,30.1862,1835000,73.0636,367,181.17
-18784.64453125,915.97,368,30.4711,1840000,73.1776,368,320.16
-18813.041015625,966.88,369,30.1922,1845000,73.3204,369,335.31
-18948.947265625,852.26,370,30.6767,1850000,74.3184,370,245.75
-18931.6015625,913.64,371,30.0866,1855000,74.6253,371,244.73
-18828.939453125,864.41,372,30.3242,1860000,73.5458,372,313.54
-18878.265625,861.04,373,30.2496,1865000,74.9996,373,302.05
-19025.09765625,943.81,374,30.8064,1870000,73.8072,374,317.11
-18920.798828125,762.87,375,30.4187,1875000,73.7485,375,328.33
-18860.724609375,1006.24,376,30.4676,1880000,73.8223,376,284.01
-18886.7578125,761.35,377,30.0361,1885000,72.2924,377,234.09
-18817.521484375,952.84,378,30.8544,1890000,72.8598,378,252.3
-18930.869140625,703.09,379,30.1889,1895000,73.5091,379,235.6
-19033.40234375,834.51,380,30.3605,1900000,73.841,380,287.34
-18920.265625,1004.79,381,29.593,1905000,72.3801,381,286.34
-19163.431640625,956.43,382,30.3064,1910000,73.7774,382,289.07
-19079.591796875,760.26,383,30.5615,1915000,74.0729,383,225.9
-19025.181640625,956.46,384,30.317,1920000,74.3449,384,239.03
-19078.177734375,907.94,385,30.1542,1925000,73.2631,385,248.61
-19051.498046875,864.55,386,30.312,1930000,74.2291,386,261.47
-18984.4375,911.31,387,30.1178,1935000,72.5456,387,258.47
-19004.158203125,821.26,388,30.7559,1940000,73.4292,388,297.55
-18850.65234375,956.85,389,30.4953,1945000,73.0931,389,252.79
-19076.763671875,815.65,390,30.3179,1950000,73.1949,390,294.48
-19043.40625,901.55,391,30.7585,1955000,73.0715,391,317.7
-19157.181640625,864.04,392,30.5635,1960000,73.8059,392,258.98
-19159.947265625,855.27,393,30.8874,1965000,73.2109,393,286.1
-19140.2890625,960.95,394,30.4013,1970000,73.2317,394,319.77
-19072.46484375,961.99,395,30.5062,1975000,72.9413,395,280.58
-18967.349609375,853.35,396,30.362,1980000,71.9625,396,323.35
-19005.841796875,959.95,397,30.3572,1985000,72.5612,397,345.17
-19200.251953125,960.33,398,30.6074,1990000,73.4947,398,273.31
-19175.75390625,912.98,399,30.4239,1995000,72.2257,399,267.74
-19120.4453125,802.63,400,30.3181,2000000,73.2688,400,238.59
-19161.171875,800.1,401,30.7932,2005000,72.5285,401,273.67
-18991.08203125,838.89,402,30.0116,2010000,73.5934,402,261.65
-19183.27734375,788.17,403,30.5129,2015000,73.1536,403,247.45
-19198.525390625,902.94,404,30.6156,2020000,72.9352,404,242.99
-19217.51171875,804.34,405,30.4735,2025000,72.8774,405,284.09
-19229.12890625,951.32,406,30.4515,2030000,72.4095,406,309.24
-19157.126953125,705.95,407,30.3178,2035000,72.7709,407,272.6
-19239.61328125,896.53,408,30.5633,2040000,73.7765,408,295.95
