Itration,Running Forward KL,Real Sto Return,Running Env Steps,Running Update Time,Reward Loss,Running Reverse KL,Real Det Return
132,45.5337,2822.51,660000,132,-5122.38427734375,19.0902,3375.18
133,45.3565,2846.71,665000,133,-5083.60791015625,19.0879,3612.46
134,44.9817,2689.42,670000,134,-5045.96337890625,20.6012,3654.21
135,46.4117,3165.94,675000,135,-5325.25927734375,19.9921,3280.01
136,45.2164,3219.31,680000,136,-5233.7978515625,18.5326,3415.29
137,45.9723,1600.99,685000,137,-5980.61181640625,26.2272,2105.96
138,45.1229,2063.55,690000,138,-5732.3037109375,17.3742,3387.77
139,45.3115,2128.38,695000,139,-5879.8701171875,15.1145,3552.66
140,45.6421,3469.49,700000,140,-5608.4814453125,19.205,3339.12
141,44.9388,2375.47,705000,141,-5812.63330078125,16.3318,3730.5
142,46.0436,2200.97,710000,142,-5894.84521484375,19.3592,1914.2
143,45.3612,2316.82,715000,143,-5806.49853515625,20.6612,3423.24
144,45.5235,1976.38,720000,144,-5855.22607421875,18.4111,3042.39
145,45.1841,3024.58,725000,145,-5684.64501953125,16.9138,3490.33
146,45.829,2762.37,730000,146,-5984.70068359375,22.0841,3627.74
147,45.3223,2825.8,735000,147,-5783.009765625,24.3176,3342.78
148,45.2846,3427.13,740000,148,-5840.8271484375,19.4036,3039.49
149,45.2018,3023.19,745000,149,-5970.9111328125,16.497,3513.63
150,45.3459,3182.46,750000,150,-6011.9404296875,18.7763,3565.49
151,45.0638,2963.2,755000,151,-5984.9306640625,18.7461,3540.72
152,45.0912,3347.17,760000,152,-6068.908203125,18.7705,3522.36
153,44.6161,2760.75,765000,153,-6162.3310546875,16.569,2902.71
154,45.4785,2843.01,770000,154,-6688.25,16.4235,2371.31
155,44.6808,3220.85,775000,155,-6313.2939453125,16.6442,3314.62
156,45.3582,3508.36,780000,156,-6346.47119140625,17.9923,3501.48
157,45.9429,2429.25,785000,157,-6636.15478515625,17.9585,2407.38
158,46.4311,3427.17,790000,158,-6753.3544921875,20.7033,3384.95
159,45.4649,3112.44,795000,159,-6386.83349609375,19.3017,3764.79
160,45.8844,3541.37,800000,160,-6659.52734375,19.8066,3245.89
161,45.1173,3253.19,805000,161,-6785.1142578125,19.3687,3527.53
162,45.3392,2645.04,810000,162,-6809.4326171875,17.3488,3578.66
163,45.0943,2123.12,815000,163,-6567.1884765625,20.607,3143.11
164,44.7367,2986.08,820000,164,-6877.1376953125,16.6434,3677.42
165,44.4786,2715.78,825000,165,-6943.1259765625,17.1747,3628.42
166,45.3891,3453.97,830000,166,-6861.27197265625,18.0676,3407.8
167,45.4804,2495.18,835000,167,-7232.88720703125,15.3451,3431.67
168,45.2261,2934.89,840000,168,-7081.81103515625,20.4055,3201.41
169,45.269,2781.75,845000,169,-7409.38134765625,18.8996,3326.78
170,45.26,2309.08,850000,170,-7687.76220703125,16.7388,3251.07
171,45.2107,3513.86,855000,171,-7246.3623046875,16.8528,3238.33
172,44.7136,2623.9,860000,172,-7659.30078125,14.1924,3525.65
173,45.022,2560.23,865000,173,-7544.22900390625,15.1174,2135.11
174,45.0132,2412.63,870000,174,-7785.0498046875,15.5957,2671.23
175,44.8885,2572.66,875000,175,-7397.5263671875,17.1482,2901.66
176,45.4242,2996.27,880000,176,-7603.98486328125,15.5198,3196.49
177,46.0978,1056.54,885000,177,-8521.732421875,17.1888,1413.61
178,45.9486,2194.62,890000,178,-7435.15380859375,23.2553,1049.75
179,44.9187,2764.29,895000,179,-7706.2978515625,16.7538,3527.33
180,45.0926,2942.78,900000,180,-7730.61376953125,18.0087,3511.17
181,45.1206,2782.63,905000,181,-7821.12109375,15.6099,3333.45
182,45.3658,3447.5,910000,182,-7877.66796875,18.1477,3364.83
183,45.1737,2468.75,915000,183,-8064.515625,17.1328,3375.76
184,45.1977,3395.87,920000,184,-7997.0849609375,19.5147,3360.93
185,45.5276,3250.84,925000,185,-7961.99658203125,17.5717,3310.28
186,44.8826,2379.48,930000,186,-8310.74609375,28.0274,-15.15
187,45.4883,3553.25,935000,187,-8040.9990234375,19.1369,3355.52
188,45.6498,3177.1,940000,188,-8674.203125,19.7068,3277.96
189,45.7209,3461.28,945000,189,-8629.2431640625,18.2775,3308.06
190,45.1014,2772.07,950000,190,-8597.8505859375,15.7194,3843.18
191,44.8588,2904.88,955000,191,-8453.4736328125,18.1755,3551.67
192,45.0411,3441.04,960000,192,-8390.640625,16.675,3105.77
193,44.8239,3291.99,965000,193,-8126.17138671875,17.6663,3261.59
194,45.4157,3168.18,970000,194,-8502.5859375,17.8937,3524.54
195,44.8169,3493.94,975000,195,-7940.3896484375,20.0255,3631.23
196,45.4724,3370.84,980000,196,-8639.412109375,19.3075,3545.59
197,44.8168,3486.78,985000,197,-8399.6533203125,19.086,3596.55
198,45.5107,2479.28,990000,198,-9193.359375,25.1747,3419.66
199,45.234,3479.1,995000,199,-8889.5791015625,17.9195,3322.5
200,45.0965,3132.77,1000000,200,-8931.5712890625,19.9279,3590.98
201,44.5189,3223.34,1005000,201,-8845.4677734375,16.9958,3527.69
202,44.8332,2771.75,1010000,202,-9096.2607421875,17.8238,3523.24
203,45.3937,3334.98,1015000,203,-8925.4599609375,19.5972,3266.85
204,45.1634,3581.08,1020000,204,-8945.8759765625,19.4836,3703.67
205,45.2455,3665.07,1025000,205,-9108.9501953125,18.2655,3454.55
206,44.9128,3460.81,1030000,206,-9095.833984375,17.1068,3725.83
207,44.5086,3398.74,1035000,207,-9046.7939453125,18.1422,3248.08
208,44.3516,3003.0,1040000,208,-9155.0634765625,18.6294,3713.78
209,44.9524,3157.09,1045000,209,-9498.92578125,19.7049,3341.84
210,44.6495,3240.81,1050000,210,-9273.9248046875,17.911,3295.87
211,45.031,3588.73,1055000,211,-9527.8232421875,17.3695,3187.05
212,44.7356,3605.8,1060000,212,-9464.759765625,18.0576,3478.32
213,45.2322,2816.37,1065000,213,-9666.8310546875,17.7408,3317.49
214,44.5008,3031.32,1070000,214,-9567.1611328125,16.8724,3412.65
215,44.5199,3420.74,1075000,215,-9549.7958984375,22.1909,3510.5
216,45.1299,3210.26,1080000,216,-9727.482421875,19.3966,3281.29
217,44.9002,2724.14,1085000,217,-9956.548828125,17.8352,3377.36
218,44.9586,3379.68,1090000,218,-9800.498046875,16.8729,3111.54
219,44.9649,3248.32,1095000,219,-9831.615234375,18.5302,3180.06
220,44.6772,3326.73,1100000,220,-9841.3095703125,16.7961,3181.11
221,44.9574,3059.67,1105000,221,-10036.8974609375,17.7913,3400.36
222,45.0759,3062.36,1110000,222,-9929.7197265625,18.1838,3609.81
223,44.6212,3464.22,1115000,223,-10222.5107421875,17.4898,3352.17
224,44.249,2988.6,1120000,224,-10537.939453125,16.9263,3606.83
225,44.792,3592.81,1125000,225,-10264.01171875,16.5984,3742.36
226,44.6742,3435.36,1130000,226,-10154.318359375,17.1573,3832.85
227,44.2706,2613.54,1135000,227,-10771.74609375,16.2799,3762.85
228,44.6806,2717.17,1140000,228,-10446.1767578125,18.3301,3847.33
229,44.5866,2941.53,1145000,229,-10891.0029296875,17.3707,3876.4
230,44.5889,2786.09,1150000,230,-10859.9130859375,17.2353,3455.54
231,45.0896,3014.65,1155000,231,-11099.38671875,17.2969,3912.9
232,44.5185,3274.3,1160000,232,-11094.451171875,17.2404,3703.55
233,45.2834,2647.19,1165000,233,-10867.287109375,17.8327,3892.13
234,44.8063,3032.51,1170000,234,-11045.923828125,17.7609,3855.05
235,44.7999,2656.24,1175000,235,-11217.2685546875,17.2743,3633.46
236,45.4148,3170.31,1180000,236,-10933.1025390625,19.1956,3669.3
237,44.8696,3072.86,1185000,237,-11338.1396484375,19.9901,3417.4
238,44.8525,3465.79,1190000,238,-11248.4658203125,18.7399,3846.51
239,44.6828,3303.23,1195000,239,-11343.1103515625,17.6309,3386.3
240,45.0068,3207.71,1200000,240,-11647.2841796875,15.7894,3683.78
241,44.5783,3469.56,1205000,241,-11738.03125,20.2296,3815.41
242,44.5398,2935.79,1210000,242,-11671.9853515625,18.5613,3553.72
243,44.8437,2975.47,1215000,243,-11886.8759765625,17.8929,3707.51
244,44.5787,2818.71,1220000,244,-11781.2197265625,18.5006,3800.34
245,45.173,2931.68,1225000,245,-12361.8056640625,21.3556,3569.48
246,45.0363,3452.91,1230000,246,-11926.8505859375,18.1559,3714.23
247,44.6136,3121.75,1235000,247,-11772.599609375,18.9374,3503.11
248,44.9878,3309.11,1240000,248,-12231.1962890625,18.7555,3308.66
249,45.1143,3413.24,1245000,249,-12253.560546875,20.645,3309.54
250,44.9539,3458.28,1250000,250,-11795.90234375,20.6328,3788.85
251,44.9336,2834.55,1255000,251,-11704.0546875,19.9043,3380.22
252,45.1468,2705.79,1260000,252,-12453.421875,25.3562,3233.71
253,44.8393,2968.21,1265000,253,-12570.0126953125,23.7586,3586.64
254,44.8677,3119.45,1270000,254,-12537.234375,21.7232,3043.1
255,45.3486,3193.34,1275000,255,-12588.1416015625,20.8932,3643.44
256,44.9711,3317.29,1280000,256,-12758.2802734375,26.2425,3631.82
257,44.4934,2866.15,1285000,257,-12501.5107421875,19.7843,3532.7
258,45.2863,3455.27,1290000,258,-12432.3291015625,19.3987,3851.13
259,45.2441,3230.11,1295000,259,-13334.994140625,21.7985,3707.68
260,44.8727,2555.66,1300000,260,-13187.416015625,18.6681,3847.6
261,45.6569,3169.84,1305000,261,-13248.7421875,19.6762,3448.88
262,44.9417,2968.19,1310000,262,-13309.5244140625,18.1783,2618.22
263,45.038,3480.12,1315000,263,-13466.04296875,18.2306,3469.86
264,44.6923,2970.94,1320000,264,-13398.6630859375,19.4152,3714.61
265,44.5362,2995.76,1325000,265,-13564.35546875,18.2482,3806.29
266,44.7391,2504.57,1330000,266,-13466.4658203125,19.43,3197.68
267,45.0359,3611.62,1335000,267,-13645.32421875,18.7536,3821.05
268,44.9936,3278.7,1340000,268,-13742.9951171875,19.008,3089.89
269,44.5321,3112.08,1345000,269,-14095.2939453125,21.4749,3893.79
270,44.8423,2596.81,1350000,270,-14412.603515625,17.0985,3447.06
271,44.7156,2923.93,1355000,271,-14189.16015625,19.7045,2631.27
272,44.6034,2126.11,1360000,272,-14407.7646484375,18.3927,3163.97
273,44.813,3262.19,1365000,273,-14712.0361328125,18.3209,3359.28
274,44.6086,3268.01,1370000,274,-14320.9169921875,21.776,3612.82
275,44.9505,2789.71,1375000,275,-14407.1591796875,19.8487,3851.05
276,45.0233,2655.76,1380000,276,-14457.96875,20.2149,3772.76
277,44.3545,3043.81,1385000,277,-14435.51171875,17.993,3706.76
278,43.8071,3284.97,1390000,278,-14361.943359375,23.983,3822.37
279,44.0381,2642.04,1395000,279,-14659.2236328125,16.682,3779.71
280,43.9406,3038.31,1400000,280,-14823.287109375,17.2108,3849.89
281,44.076,3505.78,1405000,281,-14433.681640625,17.9065,3757.23
282,44.1607,3456.02,1410000,282,-15122.6728515625,22.1396,3834.98
283,44.0995,2767.38,1415000,283,-15543.0732421875,17.242,3860.86
284,44.914,3055.33,1420000,284,-15173.2255859375,18.3748,3805.74
285,44.3609,2677.56,1425000,285,-15854.03125,16.6098,3878.33
286,43.7873,3128.95,1430000,286,-15485.0771484375,16.0882,3541.64
287,44.3183,2665.25,1435000,287,-15993.5732421875,20.5705,3707.47
288,44.8141,3554.17,1440000,288,-15883.6025390625,17.4647,3730.63
289,44.9193,3373.74,1445000,289,-15729.6337890625,17.5751,3699.31
290,43.9653,3454.04,1450000,290,-15638.884765625,16.217,3890.27
291,43.7561,3309.93,1455000,291,-15397.3359375,16.5547,3819.38
292,44.2739,2920.08,1460000,292,-15739.68359375,17.1526,3843.43
293,44.3892,3395.61,1465000,293,-16275.927734375,17.0072,3903.1
294,44.5936,2854.1,1470000,294,-16701.904296875,17.2377,2916.7
295,44.7786,2181.93,1475000,295,-16881.646484375,15.6817,2454.62
296,44.4974,2487.09,1480000,296,-16792.91796875,16.2113,2951.42
297,44.6357,2440.42,1485000,297,-16433.80859375,17.8479,3327.9
298,44.2274,3184.38,1490000,298,-16338.791015625,17.2277,3792.82
299,44.1235,3427.61,1495000,299,-16618.85546875,16.9,3930.47
300,44.4317,3009.51,1500000,300,-17101.478515625,17.6497,3536.27
301,44.6776,3448.33,1505000,301,-17170.939453125,17.9807,3617.36
302,44.7445,3258.19,1510000,302,-16787.962890625,18.6707,2687.93
303,44.6711,2923.13,1515000,303,-17459.22265625,16.0016,3131.56
304,44.0184,3482.38,1520000,304,-16748.17578125,16.796,3922.63
305,44.5062,3015.5,1525000,305,-16527.21484375,17.1445,3682.3
306,44.9354,2570.35,1530000,306,-17663.419921875,15.3031,2999.09
307,44.185,2619.08,1535000,307,-17350.779296875,16.4861,2833.73
308,44.2121,3140.91,1540000,308,-16777.15625,17.7309,3870.03
309,44.3118,3183.96,1545000,309,-17508.90625,16.1145,3605.66
310,44.0754,2876.79,1550000,310,-17507.89453125,16.6956,3712.32
311,44.1846,2875.71,1555000,311,-18110.556640625,15.1713,3062.27
312,44.4334,2787.36,1560000,312,-18155.53515625,16.3267,3529.29
313,44.4767,2811.35,1565000,313,-18141.03515625,15.0658,2568.16
314,44.3174,2442.35,1570000,314,-17826.953125,16.1847,2904.62
315,43.9743,2574.27,1575000,315,-18504.451171875,15.7624,2809.18
316,44.3074,2986.33,1580000,316,-18199.990234375,18.9308,3774.18
317,43.7747,2350.62,1585000,317,-18625.486328125,15.2669,3440.89
318,44.3452,3655.84,1590000,318,-18917.560546875,16.5572,3863.02
319,43.9484,2588.75,1595000,319,-18860.6328125,15.5812,3648.98
320,44.1967,2831.39,1600000,320,-19939.62109375,14.4382,3015.48
321,44.1147,2699.07,1605000,321,-19379.021484375,13.9254,3655.23
322,44.2924,3567.49,1610000,322,-19221.185546875,16.6464,3557.09
323,44.2954,3423.59,1615000,323,-18993.34375,17.0984,3299.25
324,44.2625,2793.32,1620000,324,-19303.265625,16.5246,3539.11
325,44.763,2611.24,1625000,325,-20700.033203125,23.3989,2560.84
326,44.454,3015.07,1630000,326,-20262.119140625,16.7346,3373.37
327,44.4334,2938.01,1635000,327,-19946.16015625,15.6819,3579.93
328,44.4207,2928.3,1640000,328,-20504.474609375,15.6974,3328.77
329,44.1383,2434.71,1645000,329,-19716.58984375,20.6908,3837.25
330,44.1748,2584.26,1650000,330,-20569.57421875,15.2892,3589.83
331,44.7394,2744.62,1655000,331,-19981.16015625,17.0066,3625.24
332,44.1589,3012.66,1660000,332,-20331.845703125,16.7386,3343.07
333,44.1768,3227.4,1665000,333,-20363.908203125,16.1299,3332.9
334,44.5508,3223.08,1670000,334,-20930.228515625,15.4398,3337.46
335,44.2919,2962.75,1675000,335,-21149.7734375,14.5089,3432.15
336,44.2995,3185.03,1680000,336,-20813.9765625,16.626,3615.88
337,44.3731,3141.97,1685000,337,-21534.056640625,18.2943,2902.31
338,44.5656,3162.15,1690000,338,-20797.2421875,16.7197,3691.94
339,43.8007,3364.68,1695000,339,-20732.02734375,16.2776,3703.9
340,44.0872,3672.41,1700000,340,-20825.85546875,18.1126,3557.95
341,44.533,3281.72,1705000,341,-20805.859375,17.0282,2972.47
342,44.2802,3389.01,1710000,342,-20748.142578125,16.0834,3738.22
343,45.0034,3650.42,1715000,343,-21842.615234375,17.8156,3587.14
344,43.8153,3464.42,1720000,344,-21322.5703125,16.2389,3501.84
345,44.0716,3022.81,1725000,345,-21527.3671875,17.3545,3765.67
346,44.5756,3110.81,1730000,346,-21901.78515625,16.3185,3651.63
347,44.7938,3373.52,1735000,347,-22564.61328125,16.205,3429.55
348,44.5531,3232.45,1740000,348,-22932.38671875,16.5863,3643.67
349,44.5022,3153.51,1745000,349,-22609.3203125,18.4235,2249.78
350,44.7065,3490.11,1750000,350,-22902.896484375,16.4943,3560.69
351,43.658,3414.89,1755000,351,-23751.412109375,14.452,3694.42
352,44.3039,2951.6,1760000,352,-24633.142578125,14.2898,3468.37
353,44.6069,3363.04,1765000,353,-24067.060546875,15.9564,2573.82
354,44.6857,2597.96,1770000,354,-23640.16796875,17.108,3763.73
355,44.538,3235.77,1775000,355,-23819.736328125,17.0598,3698.26
356,44.3375,3596.75,1780000,356,-23919.86328125,16.3124,3685.22
357,44.5577,3399.16,1785000,357,-24163.296875,17.329,3806.01
358,44.4209,3453.77,1790000,358,-25470.0625,15.635,3599.66
359,44.6461,3600.54,1795000,359,-24206.9296875,18.7425,3234.94
360,44.5923,3578.02,1800000,360,-24563.990234375,17.6464,3643.6
361,44.6003,3258.37,1805000,361,-25112.390625,15.6411,3757.86
362,44.5769,3115.64,1810000,362,-24549.333984375,16.0662,3549.6
363,44.4186,3111.42,1815000,363,-24771.080078125,16.1252,3458.48
364,44.3809,3331.59,1820000,364,-25524.12890625,16.4324,3701.22
365,44.4022,3691.28,1825000,365,-25116.103515625,17.2577,3835.64
366,44.1698,3544.32,1830000,366,-25531.82421875,16.6228,3687.08
367,44.1894,3374.05,1835000,367,-24800.53515625,17.1099,3680.54
368,43.9321,3632.17,1840000,368,-24636.03515625,17.664,3806.44
369,44.058,3699.64,1845000,369,-25622.30859375,16.0327,3745.86
370,44.1358,3380.71,1850000,370,-26233.49609375,15.3023,3789.5
371,44.1371,3251.15,1855000,371,-24762.67578125,18.2049,3802.07
372,44.3793,3572.79,1860000,372,-26232.0703125,16.7826,3781.56
373,44.1811,3722.74,1865000,373,-25735.70703125,17.6625,3841.26
374,44.1914,3620.72,1870000,374,-26904.49609375,15.3466,3702.01
375,44.0525,3594.03,1875000,375,-26833.59765625,15.6705,3759.15
376,44.3689,3466.32,1880000,376,-25317.0703125,18.2868,3874.57
377,44.2904,3563.71,1885000,377,-26031.05859375,17.3748,3717.69
378,44.216,3227.96,1890000,378,-27023.283203125,15.6491,3731.3
379,44.4125,3689.93,1895000,379,-26477.244140625,16.6882,3826.51
380,44.0904,3574.34,1900000,380,-27127.119140625,16.7745,3663.89
381,44.4856,3505.73,1905000,381,-27348.439453125,16.3636,3738.87
382,44.2662,3230.31,1910000,382,-27845.259765625,16.1693,3781.88
383,44.1388,3516.02,1915000,383,-26750.638671875,17.3856,3599.56
384,44.7696,3627.32,1920000,384,-28177.03125,16.2831,3498.99
385,43.9552,3512.51,1925000,385,-27983.759765625,16.6513,3738.64
386,44.5412,3596.49,1930000,386,-28681.0625,15.79,3650.94
387,44.361,3402.65,1935000,387,-28412.2109375,16.6036,3690.86
388,44.1493,3693.74,1940000,388,-27649.5703125,16.5438,3857.86
