Itration,Running Forward KL,Real Sto Return,Running Env Steps,Running Update Time,Reward Loss,Running Reverse KL,Real Det Return
782,43.9698,3944.21,3910000,782,-59860.08984375,17.6125,3707.88
783,43.744,3736.85,3915000,783,-60393.66015625,16.8977,3507.52
784,43.5803,3800.22,3920000,784,-60032.94140625,17.4188,3796.85
785,44.1109,3874.03,3925000,785,-60792.9296875,16.9313,3454.53
786,43.6348,3793.74,3930000,786,-59473.23828125,16.9985,3790.35
787,44.0647,3742.09,3935000,787,-60727.640625,15.1484,3536.42
788,43.716,3911.4,3940000,788,-59312.51953125,18.06,3811.37
789,43.4239,3819.03,3945000,789,-58507.9921875,18.856,3895.12
790,43.4762,3949.65,3950000,790,-59987.83984375,18.1592,3892.72
791,43.8806,3624.68,3955000,791,-59668.27734375,16.6092,3722.26
792,44.021,3685.06,3960000,792,-60052.0,17.6442,3845.97
793,44.0278,3829.38,3965000,793,-59993.66015625,17.2081,3793.33
794,43.7325,3568.02,3970000,794,-60002.21484375,17.0738,3748.43
795,43.8296,3888.9,3975000,795,-60701.69140625,17.4322,3847.64
796,43.7572,3675.86,3980000,796,-59993.85546875,18.3436,3802.59
797,43.7259,3757.29,3985000,797,-60787.7421875,18.1163,3837.2
798,44.7573,3724.83,3990000,798,-61148.80078125,17.6332,3710.29
799,44.1377,3701.92,3995000,799,-60394.39453125,17.1687,3640.02
800,44.211,3909.22,4000000,800,-60793.71484375,17.5477,3838.98
801,43.4719,3902.13,4005000,801,-60566.3359375,17.1733,3854.42
802,43.8707,3916.92,4010000,802,-60833.375,17.9671,3881.0
803,44.0762,3791.84,4015000,803,-60821.8828125,17.4036,3773.93
804,43.4261,3834.86,4020000,804,-60040.17578125,17.8425,3717.68
805,43.5175,3864.78,4025000,805,-59342.71875,17.4303,3709.09
806,44.0733,3796.37,4030000,806,-61336.7734375,17.3084,3736.94
807,43.6456,3827.22,4035000,807,-61542.09375,17.5469,3798.06
808,44.1378,3762.05,4040000,808,-60889.67578125,18.3522,3737.66
809,43.7585,3839.92,4045000,809,-61447.046875,16.9657,3939.97
810,43.9519,3693.83,4050000,810,-61674.16796875,17.5009,3942.72
811,44.1842,3765.66,4055000,811,-61800.33984375,18.5135,3859.29
812,43.7597,3977.24,4060000,812,-62123.7578125,17.395,3872.36
813,43.7288,3759.23,4065000,813,-62079.578125,17.6658,3888.89
814,53.9706,170.78,4070000,814,-62195.4296875,25.7736,-14.24
815,53.4484,-12.22,4075000,815,-65136.0546875,28.1625,-6.83
816,44.1535,3678.05,4080000,816,-60283.67578125,20.0609,3923.53
817,44.2944,3790.46,4085000,817,-61203.984375,19.4916,3796.11
818,44.2234,3814.16,4090000,818,-61975.0078125,19.7276,3849.21
819,44.252,3955.04,4095000,819,-61835.49609375,18.8122,3789.43
820,44.6664,3808.17,4100000,820,-62975.03125,18.969,3886.81
821,43.6736,4047.74,4105000,821,-60584.48046875,18.9486,3960.72
822,44.4654,3934.14,4110000,822,-61918.04296875,18.6098,3919.81
823,44.0342,3970.49,4115000,823,-62346.5625,18.3499,3935.28
824,44.0861,3902.11,4120000,824,-63015.55859375,18.2203,3799.99
825,44.4947,3868.58,4125000,825,-62649.6796875,19.4313,3986.55
826,44.0504,4047.16,4130000,826,-61713.12890625,19.434,4019.48
827,44.0308,4030.29,4135000,827,-61646.62109375,18.6285,3883.17
828,43.7082,3882.84,4140000,828,-61481.69921875,19.7571,4047.16
829,44.0209,4101.63,4145000,829,-61745.9921875,19.2244,4007.1
830,44.3184,4029.57,4150000,830,-62445.76953125,20.1026,3917.49
831,44.2515,3966.18,4155000,831,-62690.59375,18.5599,3704.03
832,44.3221,4034.7,4160000,832,-63004.0859375,18.4295,3956.5
833,44.2157,3976.04,4165000,833,-62633.23046875,19.1679,3932.06
834,44.0233,3913.13,4170000,834,-62413.32421875,19.2782,3882.68
835,44.03,4026.83,4175000,835,-63249.30859375,18.3619,3919.14
836,43.9213,3923.42,4180000,836,-62545.32421875,19.0233,3967.5
837,44.4189,3824.6,4185000,837,-63915.86328125,18.9087,3668.97
838,45.0182,3785.24,4190000,838,-63295.65234375,18.7912,3521.65
839,43.9688,3875.67,4195000,839,-61835.8515625,19.1762,3931.44
840,44.1703,3551.0,4200000,840,-62265.30078125,17.8721,3824.13
841,44.3752,3888.62,4205000,841,-63101.69140625,19.3993,3762.64
842,44.2795,3767.91,4210000,842,-62437.265625,18.9792,3896.8
843,44.3,3887.59,4215000,843,-62797.73828125,17.0029,3650.55
844,43.9034,3979.67,4220000,844,-61294.3046875,18.2925,3913.52
845,44.2196,3926.11,4225000,845,-61789.0,18.6303,3834.18
846,43.5995,3925.09,4230000,846,-61349.3125,16.7706,3850.72
847,43.9006,3923.87,4235000,847,-62090.93359375,17.5244,3596.79
848,43.8744,3986.55,4240000,848,-62187.58984375,17.5915,3925.89
849,43.731,3907.14,4245000,849,-63646.96875,19.1698,3961.73
850,43.5718,3874.38,4250000,850,-62172.984375,17.3489,3920.13
851,43.554,3991.42,4255000,851,-62139.1640625,18.0031,3953.87
852,43.7168,4029.91,4260000,852,-62243.1875,19.0486,3987.42
853,43.7809,3841.05,4265000,853,-61333.0703125,18.3757,3946.36
854,43.9931,3885.67,4270000,854,-62198.46484375,19.4926,4027.53
855,43.6016,4029.49,4275000,855,-62166.77734375,18.3604,3958.82
856,44.1885,3989.86,4280000,856,-63358.78515625,18.1707,3916.91
857,43.9674,4051.31,4285000,857,-62085.52734375,19.0943,4035.41
858,43.3357,3910.0,4290000,858,-61251.40625,18.0856,3993.13
859,43.8313,3973.51,4295000,859,-62015.37109375,18.7091,4006.21
860,43.9716,3954.17,4300000,860,-62072.28125,18.9253,3923.66
861,45.0774,555.35,4305000,861,-63208.796875,17.0038,1094.39
862,47.0048,599.74,4310000,862,-66180.0390625,15.9159,964.94
863,45.3793,2600.29,4315000,863,-64251.3515625,16.9417,2041.24
864,44.1267,3910.1,4320000,864,-62455.29296875,18.8185,3794.46
865,43.9758,3728.21,4325000,865,-63117.7421875,18.1127,3741.98
866,43.7073,4035.88,4330000,866,-62228.84375,19.86,3875.77
867,43.586,3848.06,4335000,867,-62447.0625,18.5454,3715.62
868,43.8254,3859.13,4340000,868,-61375.140625,17.9936,3402.6
869,44.0728,3812.27,4345000,869,-63060.73828125,18.5693,3731.9
870,43.4708,3699.27,4350000,870,-62928.83984375,18.5349,3866.2
871,43.8192,3897.53,4355000,871,-62589.81640625,18.5038,3960.42
872,43.6503,3907.93,4360000,872,-63486.3359375,18.6924,3880.29
873,43.8356,3869.38,4365000,873,-62989.1328125,19.1726,3804.46
874,43.9352,3969.58,4370000,874,-62899.66796875,18.9797,3898.02
875,43.7567,3891.3,4375000,875,-62383.84375,18.8366,3634.26
876,43.8885,3906.3,4380000,876,-63043.23828125,18.3092,3735.98
877,44.1938,3852.36,4385000,877,-62529.53125,19.1907,3579.7
878,44.0406,3878.36,4390000,878,-63315.46484375,19.8902,3799.94
879,44.37,3773.7,4395000,879,-63745.4375,19.7016,3421.42
880,44.2234,3725.32,4400000,880,-63417.6875,18.6318,3346.6
881,44.1546,3919.65,4405000,881,-63722.03515625,19.0682,3466.75
882,43.7142,3978.93,4410000,882,-62445.85546875,21.3635,3728.65
883,44.4472,3751.26,4415000,883,-62887.55859375,19.1852,3660.1
884,44.1009,3857.41,4420000,884,-63417.71875,19.594,3433.1
885,44.0742,3940.64,4425000,885,-62523.26953125,17.6725,3599.71
886,43.9567,3441.08,4430000,886,-62109.73828125,19.3993,3713.08
887,43.818,3997.01,4435000,887,-62033.62109375,18.0768,3773.05
888,44.0965,3859.75,4440000,888,-63692.64453125,20.8579,3627.14
889,43.719,3635.23,4445000,889,-62069.55859375,19.2739,3485.59
890,44.2705,3512.99,4450000,890,-63111.96875,22.0309,3444.36
891,43.8436,3562.67,4455000,891,-62566.171875,20.0094,3692.42
892,44.05,3310.04,4460000,892,-62197.31640625,19.1309,3589.58
893,44.0906,3726.0,4465000,893,-62422.8828125,22.4015,3869.42
894,44.3231,3619.86,4470000,894,-63510.234375,19.3923,3440.82
895,43.9861,3460.87,4475000,895,-63336.7421875,21.7019,3159.7
896,43.9478,3257.25,4480000,896,-62907.37890625,19.225,3577.57
897,43.6696,3584.89,4485000,897,-61580.015625,18.97,3408.22
898,44.6373,3277.72,4490000,898,-63032.046875,20.5009,3076.24
899,44.5496,3534.86,4495000,899,-63700.33984375,20.0364,3609.61
900,43.9935,3560.66,4500000,900,-63280.67578125,19.5194,3558.54
901,44.7693,3550.12,4505000,901,-64577.13671875,31.2785,3465.51
902,43.993,3558.97,4510000,902,-63117.953125,18.7785,3440.53
903,44.3913,3562.41,4515000,903,-62498.1484375,19.1327,3728.44
904,44.4443,3515.35,4520000,904,-62891.2265625,20.569,3512.12
905,44.3502,3921.59,4525000,905,-64183.57421875,20.1173,3828.27
906,44.0564,3739.43,4530000,906,-63204.35546875,19.171,3409.02
907,44.2193,3803.09,4535000,907,-63563.0546875,19.7946,3896.91
908,44.2288,3607.61,4540000,908,-63791.640625,24.2872,3643.28
909,44.2672,3855.06,4545000,909,-63422.38671875,19.3363,3766.78
910,43.9068,3909.8,4550000,910,-63388.12890625,20.0012,3990.54
911,44.41,3886.0,4555000,911,-63223.28125,21.6679,4003.98
912,43.9818,3905.42,4560000,912,-63870.84375,20.327,3952.88
913,43.8681,3977.5,4565000,913,-63226.85546875,19.5574,3993.51
914,43.9408,4023.95,4570000,914,-62763.78515625,19.3239,3507.47
915,43.5996,3963.86,4575000,915,-63304.01171875,18.8986,4095.13
916,43.9174,4114.06,4580000,916,-62465.20703125,19.2106,4123.16
917,44.0619,3944.95,4585000,917,-63626.86328125,19.1448,4037.31
918,43.7192,3828.79,4590000,918,-63098.83984375,18.2391,3930.96
919,44.0625,3897.88,4595000,919,-62653.453125,18.7984,3913.75
920,44.1502,3917.22,4600000,920,-63380.62890625,18.6021,3912.11
921,44.0603,3678.74,4605000,921,-62231.58984375,21.766,3901.73
922,43.866,3819.72,4610000,922,-61779.34375,21.4177,3773.32
923,43.7953,3523.54,4615000,923,-62396.09375,18.6373,3859.77
924,43.9617,3767.45,4620000,924,-63317.109375,17.5854,3871.84
925,43.5095,4045.67,4625000,925,-63159.7578125,19.134,4045.28
926,43.6044,3782.25,4630000,926,-63145.9921875,20.0682,3824.95
927,44.2245,3450.82,4635000,927,-63834.87109375,18.8207,3333.9
928,43.9232,3801.66,4640000,928,-63570.1328125,17.87,3953.72
929,43.6037,3979.94,4645000,929,-63061.6171875,19.315,4092.38
930,43.8487,3655.29,4650000,930,-62929.515625,18.1949,3580.1
931,43.5939,4106.3,4655000,931,-62712.75390625,19.7052,4035.33
932,43.1888,3805.89,4660000,932,-61871.4765625,19.1538,3787.02
933,43.2663,3526.12,4665000,933,-60910.1328125,20.831,3750.76
934,44.1387,3729.59,4670000,934,-63333.6171875,19.9446,3945.63
935,43.9576,3702.49,4675000,935,-64148.31640625,19.8852,3905.43
936,43.4937,3844.13,4680000,936,-63187.01171875,17.8091,3920.21
937,43.522,3917.62,4685000,937,-63366.8671875,17.7584,4017.97
938,43.5909,3610.51,4690000,938,-62250.54296875,19.2268,3628.32
939,43.4246,3560.16,4695000,939,-62916.05859375,17.9701,3673.52
940,43.2702,3939.52,4700000,940,-62232.171875,18.7324,3897.18
941,44.805,1887.65,4705000,941,-62383.3671875,33.6396,393.5
942,53.563,47.15,4710000,942,-54500.1328125,59.9465,41.09
943,46.5007,415.64,4715000,943,-60080.65234375,51.4831,379.04
944,49.2246,391.42,4720000,944,-63778.1484375,46.6205,382.91
945,51.0843,156.81,4725000,945,-66382.4765625,47.4666,154.8
946,48.4293,393.33,4730000,946,-63637.66015625,42.805,373.27
947,43.8414,3378.31,4735000,947,-62686.5859375,22.6937,3564.97
948,44.1758,3742.82,4740000,948,-64225.48828125,24.2147,3980.11
949,44.4032,3525.26,4745000,949,-64965.4296875,22.0003,3897.41
950,43.7343,3732.48,4750000,950,-64046.39453125,21.0779,3772.39
951,44.2116,3541.3,4755000,951,-64673.37890625,20.6773,3299.59
952,43.7582,3755.97,4760000,952,-64849.1953125,19.3015,3293.05
953,44.4088,3680.44,4765000,953,-64440.26171875,22.3392,3186.14
954,44.1254,3929.16,4770000,954,-65386.67578125,21.9506,4061.63
955,44.2103,3918.31,4775000,955,-64985.7265625,20.944,4069.26
956,43.9739,3794.55,4780000,956,-65998.9609375,20.235,3887.81
957,43.909,3621.98,4785000,957,-65884.3046875,20.6628,3903.49
958,43.8998,4091.15,4790000,958,-65060.1875,20.2189,4063.73
959,43.9598,3874.64,4795000,959,-65159.60546875,21.7204,4037.88
960,43.8694,4040.2,4800000,960,-65038.35546875,19.1725,4062.9
961,44.0026,3895.7,4805000,961,-65306.3203125,20.2847,4078.26
962,43.8431,4017.49,4810000,962,-65611.703125,21.6065,3779.07
963,44.0465,3719.22,4815000,963,-65559.2421875,20.6353,3708.48
964,44.0248,4010.87,4820000,964,-65056.30078125,20.0779,4022.39
965,43.6932,3991.37,4825000,965,-65313.2421875,19.8454,3761.45
966,44.1582,3962.98,4830000,966,-66682.9609375,20.2772,3938.79
967,43.9879,3938.81,4835000,967,-65921.4921875,18.8714,3961.65
968,44.136,3981.32,4840000,968,-65955.015625,19.4251,3840.01
969,43.6816,4032.39,4845000,969,-65798.3671875,19.257,3974.54
970,43.881,3537.23,4850000,970,-66640.25,19.0112,3821.25
971,43.9183,3846.56,4855000,971,-67343.3515625,18.9653,3623.25
972,43.6156,3843.05,4860000,972,-65357.515625,18.8644,3710.82
973,44.2072,4010.93,4865000,973,-66960.5703125,19.8411,3968.88
974,43.7819,3921.16,4870000,974,-65898.8203125,19.9857,3972.01
975,43.865,4010.81,4875000,975,-66508.1328125,19.5135,3733.24
976,44.2725,3991.57,4880000,976,-66681.78125,19.289,3747.42
977,43.701,4080.77,4885000,977,-66574.84375,20.9141,3951.92
978,43.6712,3728.75,4890000,978,-65871.703125,19.5503,3969.45
979,44.1757,3559.07,4895000,979,-65156.53125,20.0564,3927.19
980,43.7415,3679.1,4900000,980,-65736.6171875,17.6586,3722.84
981,44.1553,3812.56,4905000,981,-65354.5390625,21.157,3967.16
982,44.2686,3998.67,4910000,982,-66325.6171875,20.7374,3925.15
983,43.6743,3887.11,4915000,983,-66572.84375,19.2494,3962.92
984,44.2183,3499.97,4920000,984,-65666.0703125,19.3344,3070.14
985,43.8384,3452.7,4925000,985,-64656.3671875,18.6506,2620.79
986,44.0427,3355.28,4930000,986,-65273.6640625,22.8489,3682.81
987,44.1788,3745.37,4935000,987,-66771.40625,19.0526,3807.1
988,44.0203,3857.11,4940000,988,-67032.109375,17.5301,3789.59
989,44.1155,3971.9,4945000,989,-67129.171875,20.3771,3936.92
990,44.4308,3500.25,4950000,990,-66470.34375,21.3987,3888.8
991,44.0705,3659.02,4955000,991,-65302.9609375,18.8389,3978.81
992,43.9471,3823.18,4960000,992,-65452.3984375,19.2969,3842.42
993,44.0854,3868.72,4965000,993,-66694.0390625,19.8687,3894.54
994,44.0675,3664.34,4970000,994,-65262.140625,22.8955,3626.82
995,43.9589,3964.28,4975000,995,-65604.7265625,21.146,3929.37
996,43.8832,3946.7,4980000,996,-65329.60546875,23.9305,3637.47
997,43.6526,3634.96,4985000,997,-66678.65625,19.4867,3904.64
998,43.9939,3811.84,4990000,998,-67199.0234375,20.1668,3900.05
999,43.8194,3918.38,4995000,999,-65333.8203125,19.3061,3343.56
1000,43.658,3789.46,5000000,1000,-65358.4140625,20.849,3594.91
1001,43.4537,3164.5,5005000,1001,-64959.921875,22.3303,3576.43
1002,43.7832,3863.42,5010000,1002,-66691.34375,19.1572,3958.96
1003,43.7089,4004.29,5015000,1003,-66511.9921875,18.2398,4114.64
1004,43.336,3999.6,5020000,1004,-65566.8125,19.3041,3741.62
1005,43.5244,4007.06,5025000,1005,-67124.390625,18.2714,3984.38
1006,43.5062,3950.99,5030000,1006,-66846.453125,20.0299,3932.68
1007,43.9374,4086.65,5035000,1007,-67905.8046875,19.085,4091.09
1008,43.555,3436.58,5040000,1008,-67014.8046875,19.8409,3940.61
1009,43.8283,3901.03,5045000,1009,-66378.765625,19.8202,3822.76
1010,43.737,3708.61,5050000,1010,-66701.140625,20.0754,4034.96
1011,43.7715,4081.56,5055000,1011,-67368.578125,18.985,4140.77
1012,43.7144,4055.02,5060000,1012,-67157.4140625,18.7886,4066.94
1013,44.631,1915.67,5065000,1013,-63107.5625,39.6751,3654.05
1014,47.7506,264.56,5070000,1014,-68278.1484375,47.2332,262.04
1015,48.8946,223.87,5075000,1015,-68085.65625,34.3469,246.66
1016,50.346,354.57,5080000,1016,-68409.65625,49.1815,368.47
1017,47.1437,1239.62,5085000,1017,-66244.1640625,44.62,814.64
1018,52.6373,405.46,5090000,1018,-69695.3203125,54.9261,410.33
1019,45.3745,1180.99,5095000,1019,-63919.73828125,32.9672,1349.71
1020,44.7379,2756.12,5100000,1020,-66764.4375,24.9184,2044.4
1021,43.8495,2666.97,5105000,1021,-65738.7890625,21.5333,3156.37
1022,43.4694,3544.56,5110000,1022,-66664.3359375,18.8916,3775.76
1023,43.246,3979.85,5115000,1023,-66817.6796875,19.1356,3916.52
1024,43.9486,3927.08,5120000,1024,-66641.765625,19.649,4051.05
1025,43.7141,3754.32,5125000,1025,-68138.9921875,19.9798,4092.38
1026,43.7155,4044.55,5130000,1026,-67377.46875,19.137,3946.18
1027,43.7844,3546.65,5135000,1027,-66413.6875,18.2458,3774.78
1028,44.0222,3178.04,5140000,1028,-67145.8515625,19.3205,3538.26
1029,43.7986,3767.53,5145000,1029,-67838.6640625,19.4912,4048.51
1030,43.8718,3806.51,5150000,1030,-67848.9609375,19.6135,3926.21
1031,44.0176,3214.08,5155000,1031,-66352.0625,17.2418,3796.08
1032,43.8856,3192.53,5160000,1032,-66329.0546875,19.1231,3921.08
1033,44.0778,3575.32,5165000,1033,-66485.921875,17.6564,3836.52
1034,44.1931,3727.05,5170000,1034,-68422.828125,17.7265,3989.34
1035,44.0509,2468.33,5175000,1035,-67260.84375,24.0012,2355.25
1036,43.6064,3245.94,5180000,1036,-67729.90625,19.7982,3920.03
1037,43.1257,4067.51,5185000,1037,-67835.671875,18.951,4101.48
1038,43.0262,3809.37,5190000,1038,-67275.1328125,18.9504,3774.22
1039,43.6747,3931.77,5195000,1039,-68586.0390625,20.4579,3987.25
1040,44.1938,4034.05,5200000,1040,-69327.796875,20.3263,4034.12
1041,43.8287,3301.82,5205000,1041,-67017.6015625,19.1477,3874.51
1042,43.4735,3961.12,5210000,1042,-67299.203125,18.9846,3980.14
1043,44.0202,3532.16,5215000,1043,-65962.40625,17.0676,3843.66
1044,43.5225,4009.18,5220000,1044,-69173.6484375,18.5399,4039.5
1045,44.2446,3992.92,5225000,1045,-68842.7890625,18.8876,4019.45
1046,43.8609,3470.07,5230000,1046,-68216.2109375,19.9448,4045.46
1047,44.0005,3911.23,5235000,1047,-68138.0234375,19.3252,4129.48
1048,44.2357,4054.54,5240000,1048,-70852.6015625,20.0279,4077.11
1049,44.2049,4135.07,5245000,1049,-70457.421875,20.5559,4187.6
1050,44.4276,4023.91,5250000,1050,-71298.40625,21.0915,4103.61
1051,44.2266,4177.28,5255000,1051,-71199.5546875,20.6223,4198.74
1052,44.4512,4072.72,5260000,1052,-71005.546875,21.0655,4136.47
1053,44.203,3971.0,5265000,1053,-69732.3203125,19.9819,4090.04
1054,43.9394,4140.46,5270000,1054,-70557.9765625,20.9027,4132.27
1055,44.283,3984.26,5275000,1055,-70767.921875,20.4452,4089.45
1056,44.5667,4003.82,5280000,1056,-71301.21875,20.0669,4078.34
1057,44.2135,3964.71,5285000,1057,-70549.6171875,19.2812,4018.15
1058,44.3473,4094.15,5290000,1058,-70948.5390625,20.012,4078.17
1059,44.1792,4044.9,5295000,1059,-70960.15625,20.1005,4030.15
1060,44.1041,3942.01,5300000,1060,-70939.6328125,20.0559,4018.08
1061,44.2707,4121.19,5305000,1061,-70937.0,19.8033,4080.64
1062,44.8184,3979.93,5310000,1062,-70951.0,21.271,4052.21
1063,44.453,4045.16,5315000,1063,-70370.125,20.1308,3922.57
1064,44.6401,3997.29,5320000,1064,-71462.8125,20.7081,4058.91
1065,44.5234,3933.63,5325000,1065,-70876.6328125,20.7443,4019.84
1066,44.5948,3976.73,5330000,1066,-68461.2421875,26.8214,4025.73
1067,54.8548,0.27,5335000,1067,-24215.21484375,42.2215,0.23
1068,52.7347,273.26,5340000,1068,-67590.40625,145.2917,317.87
1069,50.4435,376.01,5345000,1069,-58412.671875,57.2715,406.18
1070,48.0453,960.21,5350000,1070,-65253.96484375,36.6409,1404.06
1071,49.2169,616.66,5355000,1071,-68904.1015625,29.6078,637.41
1072,47.4207,611.66,5360000,1072,-69214.1015625,34.1611,721.42
1073,50.7892,402.82,5365000,1073,-76258.140625,77.428,396.57
1074,47.1233,3056.95,5370000,1074,-71872.1015625,26.3307,3170.79
1075,46.7091,1271.24,5375000,1075,-68776.6328125,25.2542,1478.56
1076,46.4632,1329.46,5380000,1076,-66120.6328125,28.3626,1269.06
1077,46.6658,1126.18,5385000,1077,-67250.7421875,35.7227,1101.9
1078,46.2074,1509.28,5390000,1078,-77333.9765625,71.6266,1738.7
1079,46.248,1880.8,5395000,1079,-71731.2265625,44.5106,2121.88
1080,46.1989,1813.24,5400000,1080,-67550.2421875,32.566,1577.12
1081,51.1338,366.2,5405000,1081,-72686.03125,52.3303,376.7
1082,45.6419,2805.6,5410000,1082,-71626.0546875,28.473,3495.68
1083,45.5433,2749.32,5415000,1083,-71754.1171875,33.2677,3291.04
1084,44.8664,2740.49,5420000,1084,-70959.640625,22.4346,1620.92
1085,45.325,3281.03,5425000,1085,-71913.9921875,22.1002,3215.67
1086,46.1511,2840.3,5430000,1086,-74114.75,23.505,3236.14
1087,45.6864,3064.67,5435000,1087,-74192.625,20.9013,3144.7
1088,45.4485,3287.13,5440000,1088,-72938.5625,24.313,3105.15
1089,46.6011,3018.82,5445000,1089,-74175.6953125,23.2801,3424.88
1090,45.5593,3042.17,5450000,1090,-72176.1484375,22.3119,3509.0
1091,44.814,2790.15,5455000,1091,-71941.3515625,21.6914,3527.59
1092,45.1415,2856.5,5460000,1092,-72319.6328125,24.1354,3651.62
1093,45.3666,2242.99,5465000,1093,-74262.6015625,27.0385,3649.16
1094,44.3209,3037.64,5470000,1094,-72518.7421875,22.5268,3764.22
1095,44.7041,2722.35,5475000,1095,-72354.5078125,22.3325,3811.48
1096,44.7005,3219.64,5480000,1096,-71712.5625,21.9222,3308.76
1097,44.5361,3196.84,5485000,1097,-70579.4609375,22.4142,3641.98
1098,45.211,3324.45,5490000,1098,-72157.5546875,26.4998,3471.31
1099,45.1426,3284.49,5495000,1099,-71358.6171875,26.0021,3493.49
1100,45.2921,3133.05,5500000,1100,-71715.078125,25.7913,3487.24
1101,44.9126,3124.75,5505000,1101,-70806.9140625,24.1736,3461.21
1102,44.139,3287.53,5510000,1102,-69379.734375,21.657,3238.49
1103,44.9982,3077.03,5515000,1103,-70760.671875,20.2215,3431.6
1104,44.6357,3459.74,5520000,1104,-70403.4140625,19.3328,3438.55
1105,44.7094,2367.51,5525000,1105,-70086.3203125,19.628,2805.0
1106,47.3997,67.25,5530000,1106,-67833.5859375,28.5912,64.8
1107,46.0316,1908.95,5535000,1107,-72578.4375,37.0695,2912.05
1108,49.7196,464.94,5540000,1108,-54393.32421875,45.3934,504.09
1109,47.3348,623.56,5545000,1109,-61220.98046875,38.9183,89.3
1110,48.2409,1362.53,5550000,1110,-74295.046875,46.0481,297.82
1111,43.6718,2942.11,5555000,1111,-69565.28125,22.9547,3519.24
1112,44.0414,3242.85,5560000,1112,-70046.75,21.3576,3660.98
1113,43.8555,3114.15,5565000,1113,-70560.109375,24.0969,3811.59
1114,44.0355,3109.6,5570000,1114,-70649.234375,23.5676,3817.73
1115,44.3096,3270.29,5575000,1115,-70465.5625,25.829,3630.62
1116,43.6185,3253.53,5580000,1116,-70332.140625,21.0022,3320.61
1117,43.5181,3299.32,5585000,1117,-70662.7421875,22.3606,3792.09
1118,43.8194,3452.58,5590000,1118,-71079.3984375,21.3027,3869.49
1119,43.9825,3583.7,5595000,1119,-71813.265625,21.7069,3935.74
1120,56.6392,-6.7,5600000,1120,-25595.640625,124.6787,-9.45
1121,43.8509,3556.16,5605000,1121,-71383.40625,24.3444,3682.15
1122,43.4588,3108.3,5610000,1122,-70266.1953125,19.0838,3745.37
1123,43.6917,3421.65,5615000,1123,-72006.1015625,25.3223,3318.12
1124,44.2527,3273.7,5620000,1124,-72034.96875,24.396,3392.05
1125,43.9245,3533.16,5625000,1125,-72015.3671875,24.7893,3750.38
1126,44.2769,3773.74,5630000,1126,-71504.609375,21.8697,3927.18
1127,43.9269,3569.51,5635000,1127,-71572.7890625,24.5919,4008.23
1128,43.4712,3588.53,5640000,1128,-71901.5078125,21.457,3706.05
1129,43.425,3799.79,5645000,1129,-71255.015625,21.8169,3803.87
1130,43.5415,3991.53,5650000,1130,-70560.359375,20.0063,4056.57
1131,43.7086,3851.94,5655000,1131,-71381.578125,19.9691,3946.91
1132,43.5013,3815.72,5660000,1132,-70903.171875,21.0015,3901.83
1133,43.3202,3829.5,5665000,1133,-70947.46875,18.7647,3917.64
1134,43.6741,3806.12,5670000,1134,-71504.375,21.7539,4064.43
1135,43.0785,3729.55,5675000,1135,-70580.1171875,18.856,4009.02
1136,43.2091,3968.88,5680000,1136,-69629.328125,18.7413,4068.89
1137,43.9063,3898.22,5685000,1137,-70715.625,19.3343,4118.38
1138,44.0922,4040.91,5690000,1138,-72207.2734375,19.5613,4063.83
1139,43.9845,3946.56,5695000,1139,-72429.5390625,21.0981,3966.83
1140,43.8228,3907.57,5700000,1140,-70746.296875,19.194,4051.12
1141,43.7396,4012.78,5705000,1141,-71379.3125,18.8218,4021.64
1142,43.9825,4046.27,5710000,1142,-71305.34375,19.5999,4053.2
1143,43.6976,4020.95,5715000,1143,-71492.5703125,19.0458,4105.01
1144,43.565,3860.91,5720000,1144,-71667.1484375,20.4305,3833.49
1145,43.3438,3973.65,5725000,1145,-71730.78125,19.1534,4089.04
1146,43.5603,4025.67,5730000,1146,-72332.890625,19.3543,4002.79
1147,43.1839,4011.17,5735000,1147,-71082.25,19.4914,4076.28
1148,43.8916,3959.61,5740000,1148,-71207.6328125,19.1532,4050.95
1149,43.7347,3941.04,5745000,1149,-70445.84375,18.9299,4067.72
1150,43.6615,4026.55,5750000,1150,-69886.7109375,19.5641,4017.98
1151,44.1138,4037.86,5755000,1151,-71904.6875,20.4122,3961.8
1152,43.9852,3933.99,5760000,1152,-69968.921875,19.5338,3889.98
1153,43.9537,3885.2,5765000,1153,-70848.359375,19.5556,4043.09
1154,43.6775,4049.13,5770000,1154,-70714.3671875,20.3753,4017.01
1155,44.0458,3925.68,5775000,1155,-71279.34375,20.1911,4084.19
1156,44.2448,4014.34,5780000,1156,-71438.421875,21.1032,4083.94
1157,44.0365,4034.03,5785000,1157,-71823.4609375,20.803,3988.57
1158,42.9743,3943.52,5790000,1158,-70214.96875,19.2483,4058.4
1159,43.1483,4030.47,5795000,1159,-71203.9609375,19.7089,4062.36
1160,43.1486,4037.01,5800000,1160,-70893.8984375,19.8015,4127.23
1161,43.3222,4054.14,5805000,1161,-70829.1328125,19.246,4054.86
1162,42.9067,4032.12,5810000,1162,-71841.4921875,20.2974,4049.98
1163,43.1238,4030.24,5815000,1163,-72018.2109375,19.4326,3933.18
1164,55.5327,-16.87,5820000,1164,-44320.3515625,135.3968,-28.77
1165,43.9076,3969.33,5825000,1165,-72512.9140625,19.8405,3834.34
1166,43.6453,4044.59,5830000,1166,-71414.5859375,19.3978,4143.24
