Real Det Return,Itration,Real Sto Return,Running Forward KL,Running Reverse KL
884.4,109,202.4,75.9036,32.1133
847.27,110,232.08,75.3423,31.2058
947.37,111,258.31,74.2801,31.1479
911.48,112,318.14,75.3088,31.5157
744.71,113,251.23,75.35,32.01
851.04,114,260.09,76.6641,31.8292
944.32,115,279.73,73.859,31.0463
891.91,116,277.43,76.2243,31.4724
844.96,117,285.07,75.3415,31.7605
935.92,118,256.45,75.7358,31.6337
749.22,119,237.85,75.3787,31.5194
797.0,120,274.43,76.004,31.4202
849.82,121,287.88,76.0516,31.1611
796.32,122,261.01,74.9508,31.1815
896.1,123,251.34,75.0001,31.1144
838.3,124,269.2,75.9262,31.3845
848.71,125,257.24,76.1617,31.5038
844.35,126,294.39,75.4697,31.4253
754.29,127,284.36,75.1201,30.9026
941.88,128,249.72,73.9392,31.3052
904.87,129,273.86,75.9346,31.0902
853.42,130,240.52,75.4016,31.1176
846.84,131,242.95,75.631,31.2659
841.22,132,263.57,75.9612,31.0429
797.06,133,253.27,75.7819,31.1642
893.98,134,278.88,75.761,31.485
991.63,135,237.15,74.9578,31.2339
842.92,136,257.99,75.2784,31.1079
804.86,137,250.34,75.559,30.8348
838.05,138,267.98,73.3228,30.8558
855.12,139,231.54,74.4823,31.3019
751.67,140,274.96,75.6779,31.4012
999.15,141,296.82,76.3534,31.4226
791.18,142,266.23,76.3513,31.6533
899.95,143,207.87,75.1889,31.552
899.59,144,278.54,75.0618,31.2715
939.69,145,267.66,76.8609,31.5441
891.42,146,279.46,76.8556,31.5694
897.86,147,254.14,75.1991,31.3546
897.4,148,234.32,75.6782,30.7439
980.38,149,262.55,74.9023,30.9891
747.75,150,249.42,74.7897,30.8139
856.74,151,271.36,76.7285,31.1842
803.11,152,209.42,74.4404,30.2871
934.66,153,252.79,75.0951,31.231
840.09,154,269.62,75.9779,31.2114
788.89,155,254.58,74.3861,30.7474
886.86,156,277.88,75.3819,31.2372
899.57,157,249.62,76.081,31.3495
905.85,158,303.77,75.1398,30.9921
803.31,159,245.73,76.0919,30.8026
953.52,160,220.59,75.7315,31.2835
953.67,161,309.15,75.7122,31.2415
853.46,162,263.1,75.9546,31.2244
948.13,163,278.08,75.7956,30.7289
852.73,164,300.55,76.0738,30.8522
855.71,165,280.76,75.9515,30.8953
900.4,166,272.32,75.9398,31.0605
805.75,167,230.79,76.0333,30.8906
849.28,168,233.86,75.9053,30.9617
800.55,169,283.61,75.6986,31.6404
899.86,170,309.06,76.3132,31.4639
690.86,171,286.48,76.1092,31.0403
734.43,172,285.48,75.6221,31.0167
852.95,173,280.36,75.3961,30.8481
908.1,174,280.96,75.4627,30.8291
793.96,175,226.58,75.5613,30.9451
1004.23,176,236.09,75.9445,31.4248
795.6,177,253.17,74.2694,30.9696
853.71,178,261.51,75.5023,30.814
798.99,179,299.48,76.3834,31.2241
904.21,180,280.96,74.9115,30.7592
951.38,181,273.82,75.7463,30.9625
847.87,182,249.97,75.9127,31.3412
756.47,183,228.67,75.1971,31.1699
795.64,184,233.82,75.2874,31.2063
857.04,185,277.81,76.3529,31.0981
787.49,186,244.43,75.4209,31.4385
801.85,187,263.95,74.7253,30.8282
911.43,188,262.2,75.6534,31.4757
905.32,189,279.89,76.0617,31.1285
813.27,190,282.36,76.748,31.4379
916.25,191,293.84,75.4746,30.9057
857.17,192,284.25,75.4002,31.0838
796.07,193,245.81,75.5455,30.9769
801.87,194,202.92,75.2053,30.9267
854.64,195,297.22,75.5463,31.2437
856.03,196,261.48,75.72,31.2456
904.14,197,290.72,75.166,30.9103
998.84,198,259.74,74.7251,30.711
954.21,199,307.28,75.4094,30.7532
807.33,200,239.1,74.826,30.5874
906.48,201,255.33,75.5887,30.5893
902.35,202,255.66,75.4531,30.4437
800.03,203,232.05,75.2066,30.8033
957.81,204,291.34,75.3847,31.0041
753.05,205,254.26,75.524,30.5295
848.59,206,263.25,75.1922,31.1151
753.29,207,228.42,75.2791,30.3431
763.37,208,243.18,74.9502,30.5255
749.06,209,230.32,75.0425,30.0109
962.32,210,285.27,74.5341,30.185
760.65,211,231.93,75.9368,30.7821
909.89,212,282.68,76.3171,30.9059
905.92,213,231.28,75.9233,30.5994
808.98,214,298.59,76.4337,30.9609
949.91,215,250.04,75.5683,30.5463
805.25,216,225.29,76.5718,30.8257
898.44,217,223.18,74.941,30.4926
803.38,218,261.05,74.8828,30.5559
908.5,219,270.49,75.7036,30.3213
801.89,220,291.32,75.6232,30.4905
952.58,221,297.33,75.4644,30.4433
866.67,222,254.85,75.8568,30.6609
854.9,223,250.29,75.9955,30.5628
857.36,224,296.43,75.4054,30.7472
960.24,225,270.61,76.1445,30.7667
813.21,226,254.66,75.9262,30.362
855.87,227,264.65,76.3597,30.6785
956.4,228,253.95,75.2343,30.3008
998.51,229,211.71,75.8318,30.5962
807.18,230,204.89,75.8578,30.5264
960.43,231,227.22,75.5489,30.4283
807.63,232,225.29,75.691,30.6727
1005.31,233,312.2,75.5225,30.5003
905.91,234,254.76,75.2085,30.6097
858.28,235,267.07,76.0364,30.5681
863.51,236,244.88,76.07,30.2495
901.2,237,245.48,76.237,30.4123
896.32,238,228.6,75.5687,30.4023
953.39,239,237.32,75.3038,30.4388
1005.29,240,273.61,75.2122,30.4897
902.47,241,289.09,75.4962,30.1877
912.68,242,272.8,73.6936,30.2427
1002.61,243,253.16,75.9348,30.1634
1003.87,244,242.52,74.6095,29.973
909.08,245,258.47,75.1024,30.2987
903.4,246,214.54,75.8271,30.7574
906.96,247,249.49,75.5218,30.4579
861.25,248,213.36,75.5275,30.4525
1016.21,249,266.48,75.1161,30.4716
764.82,250,262.12,75.6349,30.2948
1009.35,251,280.96,75.1792,30.6426
955.14,252,227.95,75.4914,29.9666
912.37,253,233.65,74.5627,30.2662
862.99,254,231.33,74.8465,29.9961
760.15,255,259.52,74.9764,30.28
909.85,256,239.43,75.0724,30.144
904.77,257,223.43,75.3413,30.2028
911.94,258,244.87,74.9943,30.2775
911.59,259,228.74,75.4624,30.6202
950.37,260,286.75,75.1165,30.3331
811.06,261,275.05,74.7701,30.3486
960.17,262,209.12,75.485,30.587
959.91,263,220.36,73.6773,30.1965
912.02,264,248.22,75.0016,30.2095
748.95,265,221.36,74.274,30.3332
902.1,266,253.46,74.448,30.1618
903.97,267,237.05,74.8943,30.3062
978.66,268,255.37,73.4205,30.2951
965.01,269,272.67,76.278,30.8094
901.58,270,197.91,75.001,30.2792
693.77,271,249.3,74.3098,30.1299
910.11,272,260.29,75.3076,30.0496
923.06,273,270.1,74.1797,30.3373
859.05,274,252.34,75.6404,30.1906
866.75,275,190.33,74.2089,30.1088
856.89,276,202.71,74.8062,30.1702
907.18,277,212.28,74.8652,30.3349
820.09,278,264.12,75.1572,30.4627
907.98,279,223.38,74.7144,30.2512
860.81,280,236.55,75.8834,30.1935
943.42,281,219.42,74.3044,29.7429
957.15,282,208.61,74.9385,29.9644
965.61,283,219.87,75.1114,30.2003
813.25,284,271.83,73.3807,30.0598
907.11,285,276.94,74.6541,30.3058
785.79,286,244.91,75.3427,30.1593
800.39,287,250.16,75.0819,30.3021
860.46,288,272.26,75.1592,30.6037
852.93,289,227.09,75.1194,29.9995
899.54,290,253.4,74.6547,29.9129
834.51,291,246.47,76.129,30.6675
899.36,292,240.94,74.9482,30.2466
858.99,293,260.54,75.8179,30.6978
758.9,294,185.9,74.527,30.1131
914.53,295,294.81,74.6283,30.6204
759.47,296,263.41,75.1972,30.4608
855.3,297,239.75,74.7672,30.4017
818.11,298,226.45,74.5445,30.0757
894.88,299,254.61,75.2821,30.4831
900.49,300,247.96,72.7261,29.539
810.82,301,214.99,75.2905,30.6382
800.8,302,152.16,75.2065,30.519
856.31,303,194.11,74.8154,30.3008
809.89,304,210.8,74.2711,30.5023
