Running Reverse KL,Real Sto Return,Running Forward KL,Running Update Time,Running Env Steps,Reward Loss,Real Det Return,Itration
30.2957,1681.17,59.4897,48,240000,-2072.30322265625,2613.3,48
31.9011,1931.45,58.4244,49,245000,-2033.119873046875,2185.2,49
30.1005,2044.11,60.8444,50,250000,-2373.548583984375,2729.69,50
34.7341,2071.21,60.3288,51,255000,-2073.0390625,2712.95,51
28.2895,1497.75,60.1159,52,260000,-2405.721923828125,2164.79,52
31.1022,1708.27,59.1431,53,265000,-2259.7763671875,2245.83,53
34.9871,1549.32,60.5466,54,270000,-2176.3544921875,3210.24,54
32.9475,1988.73,58.9572,55,275000,-2284.0751953125,2228.93,55
38.2873,1715.99,61.1764,56,280000,-2178.07958984375,2200.94,56
39.9297,2147.44,61.1188,57,285000,-2092.3916015625,2604.84,57
29.9711,1305.41,60.9189,58,290000,-2742.497802734375,2042.23,58
37.7283,2479.0,60.0185,59,295000,-2317.113525390625,2892.14,59
41.6535,2770.45,61.7844,60,300000,-2197.89990234375,2624.03,60
38.0026,1815.4,62.1317,61,305000,-2403.787841796875,2451.65,61
38.0279,1757.19,61.8011,62,310000,-2480.015380859375,3079.37,62
42.9666,2363.76,61.8432,63,315000,-2463.65478515625,2872.66,63
35.0177,1364.36,61.3395,64,320000,-2699.179443359375,1758.9,64
40.2097,1510.61,63.098,65,325000,-2519.42919921875,2575.49,65
44.0402,2774.0,64.7652,66,330000,-2633.210205078125,2757.95,66
43.9994,2572.75,64.9453,67,335000,-2680.000244140625,3734.43,67
44.2563,2705.86,63.6164,68,340000,-2396.91259765625,3142.63,68
44.091,3245.31,63.4399,69,345000,-2549.4638671875,3795.48,69
47.3516,2236.02,66.5547,70,350000,-2675.30322265625,3400.25,70
51.1255,3381.68,68.2773,71,355000,-2813.02587890625,3466.18,71
45.7447,2759.07,65.7199,72,360000,-2741.344970703125,3217.05,72
36.246,1477.27,64.1677,73,365000,-3218.962646484375,2894.39,73
42.1404,3185.31,66.4393,74,370000,-2944.619384765625,3835.17,74
43.179,3161.37,66.6185,75,375000,-2977.002197265625,3560.89,75
51.8068,3128.57,68.9737,76,380000,-3049.5888671875,4184.86,76
55.924,2648.9,72.2461,77,385000,-2954.22119140625,3433.68,77
50.4044,3543.57,67.8436,78,390000,-2916.126220703125,3985.32,78
35.8297,2301.7,66.2359,79,395000,-3637.4736328125,3341.31,79
48.3367,3044.68,69.1827,80,400000,-3148.475341796875,3172.02,80
52.0133,3455.11,69.4511,81,405000,-3053.601318359375,3784.99,81
57.6075,2896.47,72.45,82,410000,-3316.68505859375,3822.63,82
47.3918,2003.55,69.4046,83,415000,-3333.646484375,3839.05,83
38.4356,3679.19,66.9439,84,420000,-3736.94873046875,3956.05,84
51.251,4261.66,69.5897,85,425000,-3428.76025390625,4323.07,85
47.7033,2540.01,69.9455,86,430000,-3421.15576171875,3164.58,86
53.9515,3916.49,72.296,87,435000,-3464.103515625,4076.5,87
61.4137,4190.87,77.8386,88,440000,-3411.016845703125,3743.28,88
52.6161,3450.48,72.1484,89,445000,-3596.287841796875,4366.68,89
64.6459,3685.4,81.8725,90,450000,-3615.8046875,3906.54,90
64.2832,3790.19,79.6638,91,455000,-3678.029296875,3358.53,91
64.8221,2884.3,79.805,92,460000,-3610.297119140625,4011.17,92
63.5066,3733.73,76.4062,93,465000,-3887.951171875,4403.78,93
55.0361,3549.35,74.5857,94,470000,-4039.59130859375,4598.43,94
61.6264,3372.97,78.3754,95,475000,-3903.12158203125,4406.23,95
66.5756,4074.38,76.1004,96,480000,-4122.49169921875,4415.85,96
60.4137,4057.11,79.0162,97,485000,-4186.24072265625,4251.32,97
59.7899,4266.76,73.4059,98,490000,-4355.06201171875,4346.75,98
54.5189,3381.79,71.8066,99,495000,-4465.0576171875,3728.42,99
58.9307,3378.41,74.5988,100,500000,-4357.70458984375,3597.09,100
64.1038,3144.35,75.3306,101,505000,-4469.14794921875,4513.63,101
66.1585,4222.95,80.5387,102,510000,-4515.501953125,4593.71,102
61.3549,3926.22,75.9267,103,515000,-4663.7734375,4171.85,103
57.2435,3153.34,72.9233,104,520000,-4790.65576171875,4347.85,104
75.3102,4591.72,85.2677,105,525000,-4834.5478515625,4937.61,105
61.241,4051.86,73.6061,106,530000,-4853.16015625,4580.22,106
61.0075,3466.72,73.6521,107,535000,-4927.35205078125,4095.83,107
56.4874,3434.54,70.7968,108,540000,-5104.54150390625,3941.46,108
63.2095,4467.33,76.5592,109,545000,-5173.42236328125,4423.3,109
63.9422,3446.88,76.8803,110,550000,-5205.43505859375,4659.61,110
65.1231,3499.72,76.6142,111,555000,-5275.828125,3531.87,111
53.8641,2797.25,70.3185,112,560000,-5537.857421875,4569.93,112
58.4987,3443.55,72.2358,113,565000,-5719.8466796875,4243.32,113
57.3537,4080.71,71.2448,114,570000,-5685.224609375,4398.2,114
68.1882,3802.37,75.8453,115,575000,-5780.95751953125,3983.29,115
66.6952,4247.08,73.2358,116,580000,-5828.08203125,4689.4,116
71.9718,3136.98,80.2358,117,585000,-5809.982421875,3683.4,117
69.6728,4180.53,78.4992,118,590000,-6025.138671875,4945.87,118
73.4119,4604.4,79.8807,119,595000,-6038.08251953125,4687.25,119
68.7434,3802.79,79.1759,120,600000,-6220.041015625,5102.14,120
73.6863,4459.98,82.8074,121,605000,-6365.3408203125,4692.59,121
66.6814,2725.19,73.4094,122,610000,-6331.5234375,3853.98,122
65.1637,4446.9,74.8972,123,615000,-6514.24658203125,5132.7,123
71.5506,4250.07,82.139,124,620000,-6686.31591796875,5122.14,124
73.3732,3990.12,81.9014,125,625000,-6764.1845703125,4990.82,125
73.6298,4204.05,84.1078,126,630000,-7035.623046875,4772.78,126
63.6483,4005.99,72.2831,127,635000,-7044.31982421875,4625.63,127
68.9252,3541.61,74.6501,128,640000,-7202.38818359375,4520.82,128
73.427,4004.91,81.3434,129,645000,-7343.0693359375,5014.78,129
73.9682,4405.54,78.0472,130,650000,-7449.61328125,5104.25,130
70.9521,4354.86,75.4707,131,655000,-7582.08349609375,5158.34,131
65.2146,3116.63,73.8003,132,660000,-7549.3046875,4833.97,132
75.0499,4882.78,78.8049,133,665000,-7755.38671875,5064.81,133
68.5865,4973.58,74.3204,134,670000,-7954.4765625,5202.02,134
75.4843,4233.39,84.8929,135,675000,-8151.66796875,5053.61,135
64.7715,3827.37,73.8237,136,680000,-8067.888671875,5091.89,136
67.7996,4529.95,74.5945,137,685000,-8291.1533203125,5376.43,137
77.7497,4725.58,82.6187,138,690000,-8444.03125,5105.76,138
77.9506,3933.12,82.8551,139,695000,-8586.4609375,5150.53,139
70.0877,4678.03,76.3512,140,700000,-8664.1796875,5348.57,140
76.7842,4613.51,82.0992,141,705000,-8990.5009765625,5208.35,141
73.5949,3661.33,77.0325,142,710000,-8888.7451171875,5059.08,142
73.202,4625.46,77.5411,143,715000,-9003.4814453125,4844.64,143
73.98,3794.43,81.4161,144,720000,-9368.30859375,4603.69,144
75.4399,4587.51,83.0564,145,725000,-9549.2138671875,4898.83,145
68.6482,3819.49,75.3562,146,730000,-9399.421875,4840.07,146
77.1374,4537.63,83.2783,147,735000,-9797.7822265625,4333.27,147
82.3712,4658.44,82.7955,148,740000,-10134.984375,5249.83,148
71.8471,4490.31,77.1981,149,745000,-10101.5703125,5409.64,149
75.6372,4609.11,80.5043,150,750000,-10160.3271484375,5179.74,150
78.405,4878.99,82.4873,151,755000,-10414.544921875,5336.68,151
79.5848,4307.48,84.9844,152,760000,-10699.953125,5108.37,152
76.0768,4610.06,82.5302,153,765000,-11020.0478515625,5088.13,153
85.9431,4839.85,86.5933,154,770000,-11076.4091796875,5093.55,154
78.1576,4853.83,81.8917,155,775000,-11229.9658203125,4726.08,155
73.891,4303.31,75.7297,156,780000,-11231.2353515625,4926.4,156
85.9834,5014.09,86.4716,157,785000,-11573.208984375,5408.06,157
75.559,4722.85,83.4118,158,790000,-11626.4619140625,5488.45,158
80.8561,4863.26,84.8599,159,795000,-11970.79296875,5129.82,159
80.4998,4710.26,82.4209,160,800000,-12064.5791015625,5175.47,160
79.0477,4743.47,81.3921,161,805000,-12105.044921875,4969.51,161
75.3787,4597.89,81.884,162,810000,-12434.064453125,5361.5,162
78.6208,4946.09,81.9583,163,815000,-12602.888671875,5135.52,163
78.185,4596.64,80.4512,164,820000,-12810.873046875,5350.09,164
70.898,4771.81,75.0916,165,825000,-12500.5244140625,4937.88,165
83.1336,5007.43,83.7912,166,830000,-13250.4208984375,5016.98,166
80.3571,4870.59,82.8342,167,835000,-13347.384765625,5098.48,167
88.8084,5131.02,87.0208,168,840000,-13727.4541015625,5442.91,168
76.2797,4860.34,76.3059,169,845000,-13405.9296875,4995.31,169
85.9295,5040.57,84.5699,170,850000,-14001.9501953125,5085.72,170
80.8021,4651.83,81.716,171,855000,-14037.8173828125,5182.62,171
85.0637,4235.07,85.5552,172,860000,-14326.2841796875,5390.35,172
81.1854,4799.83,83.9981,173,865000,-14385.9404296875,5247.08,173
77.2916,4780.31,76.7643,174,870000,-14639.568359375,5195.86,174
71.7362,4865.04,75.4533,175,875000,-14356.8623046875,5115.09,175
65.9625,4656.54,73.3378,176,880000,-14463.294921875,5196.83,176
79.1259,4887.57,82.6216,177,885000,-15438.568359375,5246.48,177
77.1642,4197.87,79.0596,178,890000,-15390.08203125,5217.01,178
85.3111,3714.51,87.0649,179,895000,-15771.14453125,4139.92,179
84.5364,5072.07,80.2498,180,900000,-15946.546875,5388.59,180
83.5499,4907.19,84.5504,181,905000,-16444.55078125,5369.64,181
83.4013,5133.21,84.6695,182,910000,-16344.900390625,4879.91,182
81.234,4829.02,83.65,183,915000,-16663.34375,5234.3,183
78.6063,4485.07,81.9339,184,920000,-16730.18359375,5166.02,184
82.8635,4748.22,85.3068,185,925000,-17199.078125,5385.0,185
81.8466,4292.73,83.4626,186,930000,-17424.583984375,5441.49,186
83.4045,5097.81,83.3445,187,935000,-17480.71875,4956.36,187
71.8587,5064.98,75.5873,188,940000,-17119.408203125,5201.58,188
81.3375,4623.7,83.4575,189,945000,-17952.669921875,5467.06,189
81.3227,5089.25,82.7023,190,950000,-18042.68359375,5233.24,190
81.8389,4596.4,82.3999,191,955000,-18344.15625,5248.7,191
77.407,4985.33,82.1518,192,960000,-18486.80859375,4906.05,192
75.4567,4505.39,75.9324,193,965000,-18284.134765625,5215.16,193
80.1047,5137.34,85.2733,194,970000,-19170.763671875,5332.9,194
80.2369,4693.15,78.659,195,975000,-18992.09375,5332.18,195
78.1611,5164.46,75.2633,196,980000,-19123.587890625,5456.1,196
82.2999,4875.26,83.8626,197,985000,-19798.19921875,5393.24,197
72.4732,5054.07,74.7018,198,990000,-19433.236328125,5527.75,198
75.5019,4613.83,80.231,199,995000,-19883.66796875,5307.58,199
86.3732,5102.76,85.1536,200,1000000,-20713.998046875,5504.36,200
81.3627,5118.22,84.8573,201,1005000,-20831.474609375,5471.46,201
84.9599,4715.67,84.9777,202,1010000,-21218.423828125,5535.37,202
86.4705,4957.27,84.6129,203,1015000,-21270.115234375,5365.83,203
82.251,5074.91,84.2374,204,1020000,-21589.1171875,5465.46,204
86.8648,5142.95,87.5956,205,1025000,-21877.923828125,5032.29,205
83.8739,4921.82,85.5545,206,1030000,-22113.455078125,5559.97,206
75.2848,4722.26,75.3568,207,1035000,-21473.1953125,5403.28,207
80.9574,5203.41,82.9772,208,1040000,-22344.701171875,5235.52,208
84.0003,5185.44,85.6478,209,1045000,-22912.197265625,5525.91,209
77.0589,4883.21,82.7395,210,1050000,-22769.197265625,5419.54,210
82.8504,4871.62,86.3617,211,1055000,-23324.349609375,5519.65,211
88.1559,4929.93,86.3868,212,1060000,-23338.59375,5542.02,212
76.6957,4805.16,79.1037,213,1065000,-23011.908203125,5489.3,213
87.8433,4596.75,85.6829,214,1070000,-23992.27734375,5398.25,214
83.3759,5284.98,87.4881,215,1075000,-24502.40625,5638.42,215
86.8533,5158.59,85.8201,216,1080000,-24589.515625,5630.05,216
88.4238,4937.7,87.1865,217,1085000,-24747.095703125,4760.32,217
83.6831,5343.93,87.4681,218,1090000,-24894.572265625,5746.67,218
83.0155,4556.32,86.4631,219,1095000,-24938.310546875,5585.56,219
75.1122,4921.92,75.9881,220,1100000,-24350.525390625,5332.21,220
80.6199,5298.83,84.5197,221,1105000,-25365.998046875,5562.43,221
70.1899,4767.56,74.871,222,1110000,-24547.55078125,5406.51,222
83.4664,4594.64,85.2438,223,1115000,-26106.5234375,5632.49,223
84.5716,4201.35,83.9556,224,1120000,-26276.103515625,5421.6,224
81.8747,4813.54,83.6185,225,1125000,-26263.703125,5297.96,225
80.6068,5378.94,75.8096,226,1130000,-26145.556640625,5628.65,226
79.4334,3940.43,83.6329,227,1135000,-26482.861328125,5004.82,227
84.5411,5004.08,86.6311,228,1140000,-27428.48046875,5445.43,228
82.2837,4776.42,78.7378,229,1145000,-27069.77734375,5712.83,229
83.9845,4496.91,84.6928,230,1150000,-27665.314453125,5713.98,230
86.4293,5067.25,87.0833,231,1155000,-28239.96875,5691.97,231
87.212,5185.43,86.3775,232,1160000,-28747.20703125,5564.58,232
79.5422,4870.81,75.9489,233,1165000,-27401.3984375,5447.8,233
80.572,4654.87,78.2805,234,1170000,-28101.88671875,5732.83,234
87.1374,4679.84,87.3843,235,1175000,-29026.619140625,5352.03,235
80.1173,5017.32,76.9542,236,1180000,-28525.365234375,5562.35,236
82.6564,4832.02,83.5392,237,1185000,-29268.564453125,5286.45,237
89.2106,4525.13,84.7851,238,1190000,-29709.578125,5605.3,238
86.9883,5017.32,87.354,239,1195000,-30420.6015625,5474.19,239
90.8645,5143.64,86.2541,240,1200000,-30107.9296875,5715.97,240
72.5383,5196.21,73.8731,241,1205000,-28714.404296875,5683.57,241
87.5972,4859.49,87.1171,242,1210000,-30990.29296875,5683.62,242
86.9805,4814.62,86.1071,243,1215000,-30982.580078125,5707.97,243
84.6154,4818.9,85.193,244,1220000,-31104.970703125,5466.55,244
86.2752,4836.9,85.6433,245,1225000,-31516.98046875,5517.84,245
70.9374,4840.68,74.4364,246,1230000,-29684.755859375,5500.88,246
77.3791,5200.75,75.9649,247,1235000,-30676.23046875,5633.43,247
83.0612,4956.03,84.9246,248,1240000,-31952.41796875,5597.06,248
85.6011,4926.83,88.5571,249,1245000,-32646.236328125,5689.83,249
84.3277,5019.51,85.5117,250,1250000,-32498.41015625,5483.22,250
79.5515,4815.3,77.0121,251,1255000,-31950.53125,5652.54,251
83.2959,5295.4,86.7986,252,1260000,-33176.6953125,5668.16,252
75.5825,4538.2,77.8493,253,1265000,-32205.060546875,5327.26,253
83.2878,5192.59,84.4126,254,1270000,-33735.109375,5730.62,254
79.5036,3876.94,77.857,255,1275000,-32880.8828125,4903.84,255
74.5495,4834.78,74.6393,256,1280000,-32291.69140625,5686.64,256
86.051,4655.69,87.1104,257,1285000,-34139.890625,5337.66,257
82.2429,5393.15,77.3806,258,1290000,-33705.203125,5727.98,258
76.5313,5059.7,79.9095,259,1295000,-33912.5703125,5229.33,259
74.241,4346.67,74.8372,260,1300000,-33090.421875,5177.89,260
86.4811,5021.05,87.2398,261,1305000,-35232.51953125,5546.3,261
86.2153,5457.21,85.2805,262,1310000,-35891.52734375,5766.0,262
86.9496,4795.6,84.4436,263,1315000,-35801.58984375,5555.86,263
75.4083,5069.94,75.0516,264,1320000,-34819.8203125,4936.05,264
84.8008,4946.51,86.1834,265,1325000,-36368.15625,5723.61,265
84.2209,4714.52,85.009,266,1330000,-36788.6171875,5621.31,266
74.908,5185.04,74.1561,267,1335000,-34601.83203125,5749.95,267
87.5524,4872.19,86.7435,268,1340000,-37405.2109375,5765.87,268
79.2109,5103.46,74.8084,269,1345000,-35396.13671875,5087.71,269
63.9003,5077.35,71.875,270,1350000,-33271.0703125,5557.93,270
90.2807,4344.22,85.7086,271,1355000,-37650.6015625,5605.21,271
90.6238,4181.63,86.5819,272,1360000,-38316.31640625,5570.59,272
86.0903,4315.79,86.5413,273,1365000,-38244.37890625,5073.66,273
86.8249,4299.2,86.1825,274,1370000,-38677.58984375,5295.63,274
77.0507,5237.88,75.0252,275,1375000,-36942.890625,5722.82,275
89.8619,5082.28,87.1646,276,1380000,-39077.265625,5740.99,276
70.2245,4335.64,73.1557,277,1385000,-35146.44921875,5272.31,277
90.2704,5168.04,87.0298,278,1390000,-39996.8515625,5581.92,278
89.1924,4878.07,87.5635,279,1395000,-39764.56640625,5542.36,279
88.3549,4980.22,86.7411,280,1400000,-40223.5546875,5596.12,280
89.703,5420.41,86.0564,281,1405000,-40384.4609375,5237.29,281
90.3573,5271.37,86.9068,282,1410000,-40751.6796875,5737.85,282
82.9604,4717.38,79.6227,283,1415000,-39684.953125,5551.83,283
87.9851,4824.65,85.5564,284,1420000,-40955.859375,5763.77,284
92.5116,5018.41,86.5575,285,1425000,-41521.765625,5500.93,285
85.5238,5404.63,86.7547,286,1430000,-41724.36328125,5373.5,286
88.3537,5119.78,83.0107,287,1435000,-41380.17578125,5781.62,287
89.3657,5257.08,85.4861,288,1440000,-42173.12109375,5641.77,288
86.3115,5319.91,83.5955,289,1445000,-42015.8671875,5761.7,289
83.0898,4977.48,78.3122,290,1450000,-41488.84375,5440.59,290
81.7874,4905.48,80.3016,291,1455000,-42300.125,5861.87,291
79.4105,5522.18,75.7182,292,1460000,-40936.83203125,5523.16,292
85.9094,5400.0,87.4469,293,1465000,-43425.37109375,5864.38,293
86.5683,4951.58,86.2061,294,1470000,-43737.89453125,5890.8,294
81.7175,5158.25,78.7351,295,1475000,-42706.203125,5798.0,295
80.7163,4780.41,80.0257,296,1480000,-43523.08984375,5831.6,296
88.042,5082.28,88.6306,297,1485000,-44106.69921875,5671.02,297
87.868,5139.81,86.7542,298,1490000,-45098.578125,5871.88,298
87.2037,5334.79,87.0807,299,1495000,-44876.9375,5866.32,299
86.0357,5215.23,85.2168,300,1500000,-44611.5390625,5486.45,300
86.0605,4159.52,84.9894,301,1505000,-45125.30859375,5600.66,301
88.3257,4940.41,85.0533,302,1510000,-45577.00390625,5574.12,302
62.5439,5103.26,70.6402,303,1515000,-38758.0234375,5916.76,303
76.0181,5085.62,76.1605,304,1520000,-43939.390625,5860.13,304
86.1695,5401.1,84.7407,305,1525000,-46411.34765625,5400.08,305
85.4194,4671.11,86.6562,306,1530000,-46247.53515625,5285.28,306
74.2229,5557.15,74.2095,307,1535000,-43904.3203125,5831.46,307
79.3945,4604.58,80.5735,308,1540000,-45722.83984375,5431.92,308
85.5956,5450.2,86.9443,309,1545000,-46666.2265625,5346.84,309
90.8549,5050.96,88.6499,310,1550000,-47879.15234375,5635.98,310
80.1723,4967.92,84.217,311,1555000,-47085.21875,5393.98,311
70.9585,5092.16,74.5494,312,1560000,-45071.37109375,5616.7,312
84.0002,4854.78,79.3458,313,1565000,-46825.796875,5841.97,313
74.4339,4905.52,75.4722,314,1570000,-45889.56640625,5214.03,314
86.7605,5335.32,87.1751,315,1575000,-49092.61328125,5686.04,315
83.6395,5502.83,85.207,316,1580000,-49222.5859375,5908.6,316
87.888,5270.13,86.085,317,1585000,-49295.9921875,5849.88,317
84.3349,5055.53,85.7671,318,1590000,-49750.16796875,5879.43,318
79.7548,5517.65,82.8238,319,1595000,-49039.35546875,5683.29,319
83.9769,4997.24,86.7472,320,1600000,-49777.9296875,5507.86,320
76.6996,5353.28,76.7328,321,1605000,-48170.23828125,5415.97,321
78.5578,4628.37,78.1903,322,1610000,-48857.078125,5517.76,322
77.1267,5079.45,77.2902,323,1615000,-48075.83984375,5685.06,323
83.7474,5000.99,82.8942,324,1620000,-50855.6640625,5920.74,324
84.6205,5278.0,86.4509,325,1625000,-50556.33203125,5740.78,325
87.7641,4931.72,87.4486,326,1630000,-51651.015625,5820.83,326
73.9818,4740.3,77.6923,327,1635000,-48946.94140625,5748.99,327
86.252,4820.97,86.6375,328,1640000,-51482.02734375,5851.05,328
84.1185,5009.79,86.1468,329,1645000,-51709.63671875,5558.34,329
85.0283,5272.16,85.3751,330,1650000,-51749.56640625,5312.23,330
82.3224,4808.37,85.7317,331,1655000,-52046.484375,5753.66,331
82.2682,5116.14,83.7557,332,1660000,-52313.44921875,5854.53,332
80.0938,4750.11,80.923,333,1665000,-51546.98828125,5770.99,333
81.8385,4842.53,85.8752,334,1670000,-52408.765625,5654.09,334
83.1182,4898.18,86.2981,335,1675000,-52990.875,5814.37,335
75.3177,4986.3,75.8017,336,1680000,-49915.2421875,5249.9,336
82.9224,5452.26,81.5304,337,1685000,-52612.07421875,5774.04,337
74.4164,5041.6,76.1275,338,1690000,-51089.1171875,5196.02,338
85.8003,5232.92,86.628,339,1695000,-53954.64453125,5903.52,339
89.6657,5100.3,88.9215,340,1700000,-54048.05859375,5819.76,340
82.7883,4733.96,85.3988,341,1705000,-54430.6796875,5353.13,341
85.0715,5384.32,85.8452,342,1710000,-54712.9375,5553.53,342
82.9593,4384.18,84.8131,343,1715000,-53156.765625,5062.1,343
81.531,4530.89,88.4884,344,1720000,-54372.17578125,5565.5,344
74.8773,5300.63,77.9952,345,1725000,-51280.96875,5357.06,345
69.4505,5152.29,74.4807,346,1730000,-50891.0,5349.74,346
84.0407,4560.49,88.457,347,1735000,-55827.40625,5826.66,347
81.268,4785.78,87.6478,348,1740000,-55609.06640625,5792.77,348
79.9663,4933.22,84.7746,349,1745000,-55650.40625,5556.65,349
70.7982,5342.14,76.5736,350,1750000,-52882.58984375,5398.45,350
77.615,5437.42,81.0494,351,1755000,-55505.38671875,5865.75,351
82.3976,4551.21,84.0533,352,1760000,-56372.9375,5214.33,352
79.8173,4728.9,85.358,353,1765000,-56483.609375,5296.79,353
87.5501,4951.56,88.3877,354,1770000,-57514.1171875,5866.31,354
74.4329,5149.08,77.0573,355,1775000,-54524.9140625,5829.11,355
69.6808,4873.79,74.6868,356,1780000,-51573.19921875,5311.91,356
80.9362,5321.84,85.0353,357,1785000,-57062.83203125,5529.36,357
81.221,5056.43,86.2305,358,1790000,-57326.7109375,5438.12,358
84.2435,5150.92,80.1969,359,1795000,-56562.5,5378.66,359
82.9545,5507.69,88.607,360,1800000,-58643.84765625,5882.72,360
82.2116,5228.45,87.9618,361,1805000,-57848.55078125,5438.11,361
74.8651,4492.04,77.0855,362,1810000,-55582.58984375,5661.62,362
81.8848,5271.91,86.7637,363,1815000,-58332.32421875,5831.34,363
80.5744,5251.66,80.9684,364,1820000,-57323.734375,5840.39,364
79.5343,5084.76,85.2092,365,1825000,-58974.70703125,5892.53,365
80.7777,4950.79,86.0167,366,1830000,-58647.5234375,5771.88,366
66.9602,5521.68,72.9626,367,1835000,-51907.09375,5860.76,367
74.234,4912.3,78.2063,368,1840000,-56710.4140625,5880.32,368
82.0721,5012.31,85.8147,369,1845000,-59869.421875,5926.15,369
86.0756,5014.91,89.1687,370,1850000,-60152.765625,5869.91,370
83.205,4696.33,86.1459,371,1855000,-60347.90625,5714.25,371
81.7541,5432.32,87.4911,372,1860000,-59842.04296875,5921.21,372
76.5323,5063.56,76.5295,373,1865000,-57284.171875,5566.81,373
73.9267,4979.83,75.2222,374,1870000,-56401.140625,5848.95,374
83.5817,4881.01,86.5139,375,1875000,-60848.2265625,5850.86,375
75.5094,4642.54,76.3291,376,1880000,-56685.80078125,5566.68,376
84.7853,5113.63,85.4167,377,1885000,-60960.30078125,5916.35,377
89.3968,5128.51,86.6144,378,1890000,-61468.109375,5826.37,378
79.4985,5094.47,79.5283,379,1895000,-59614.39453125,5812.62,379
76.4369,5479.39,76.9062,380,1900000,-58396.80078125,5909.3,380
68.6101,5208.36,72.5135,381,1905000,-54020.37890625,5903.05,381
86.3837,5298.1,86.4687,382,1910000,-61911.2890625,5667.5,382
85.9358,5065.62,86.7099,383,1915000,-62109.17578125,5512.25,383
74.5585,4813.04,75.735,384,1920000,-58105.9765625,5673.4,384
86.2517,5396.28,88.0257,385,1925000,-61945.03515625,5809.74,385
83.3109,5488.92,88.3292,386,1930000,-62456.22265625,5839.72,386
81.9144,5259.94,76.9943,387,1935000,-59964.8203125,5856.64,387
84.688,4898.12,85.724,388,1940000,-62548.0625,5873.81,388
80.8047,4418.46,77.9891,389,1945000,-60203.98046875,5802.16,389
79.9247,4490.29,83.228,390,1950000,-62142.859375,5496.36,390
48.8969,1870.5,71.4281,391,1955000,-38640.2265625,1838.31,391
