Running Reverse KL,Reward Loss,Running Update Time,Running Forward KL,Running Env Steps,Itration,Real Det Return,Real Sto Return
12.6328,-720.9456787109375,76,20.8238,380000,76,3537.32,3507.35
12.3287,-585.3212280273438,77,20.6716,385000,77,3470.65,3381.74
13.3519,-644.2227172851562,78,20.1583,390000,78,3516.05,3288.35
14.4667,-885.7142944335938,79,21.3085,395000,79,3498.36,2319.4
11.7094,-609.8807373046875,80,19.4104,400000,80,3531.36,3474.38
11.3489,-693.2161865234375,81,19.5001,405000,81,3492.39,3339.57
12.6842,-738.0092163085938,82,20.5555,410000,82,3534.43,3301.3
16.5067,-959.6603393554688,83,21.9398,415000,83,3611.47,1971.56
11.597,-695.0904541015625,84,19.8769,420000,84,3584.54,3317.63
12.9088,-809.7901611328125,85,19.5129,425000,85,3621.48,3461.53
16.0565,-883.9537353515625,86,19.3157,430000,86,3566.1,2296.79
12.8078,-772.7369995117188,87,18.3902,435000,87,3504.67,2470.03
12.9432,-708.43115234375,88,20.6983,440000,88,3534.31,3339.47
15.53,-1202.4427490234375,89,22.4484,445000,89,2085.25,1223.07
11.4124,-583.6746215820312,90,18.774,450000,90,3478.32,3245.53
10.9438,-770.4497680664062,91,18.644,455000,91,3456.72,3237.14
16.8427,-1002.5341796875,92,20.1636,460000,92,3598.73,2730.46
11.2717,-761.7015380859375,93,19.0773,465000,93,3541.3,3497.91
11.4667,-844.446044921875,94,18.7915,470000,94,3502.04,2692.79
10.3048,-829.8930053710938,95,19.2516,475000,95,3453.58,3200.02
14.7846,-793.8321533203125,96,18.2506,480000,96,3443.28,2550.81
10.0802,-895.6995239257812,97,18.5513,485000,97,3509.26,3271.44
11.7071,-1012.4783325195312,98,20.6869,490000,98,3470.96,3503.82
10.9516,-837.215087890625,99,19.0333,495000,99,3481.05,3478.13
12.2375,-999.6510009765625,100,19.9437,500000,100,3528.4,3300.97
12.1719,-851.0386352539062,101,18.5969,505000,101,3537.3,3050.89
10.6973,-873.9893798828125,102,19.557,510000,102,3454.75,3038.02
11.4128,-903.2800903320312,103,20.2445,515000,103,3389.24,3296.15
19.6349,-1102.846923828125,104,19.9522,520000,104,3544.08,1811.07
15.1069,-1465.5281982421875,105,23.8603,525000,105,329.27,595.94
11.3573,-1146.0809326171875,106,19.9713,530000,106,3546.47,3105.73
11.9381,-963.18701171875,107,20.7798,535000,107,3517.18,3340.87
16.6754,-1433.856201171875,108,23.9368,540000,108,1858.1,1392.28
13.1231,-1181.7535400390625,109,21.273,545000,109,3588.9,3443.24
11.859,-1069.0648193359375,110,19.898,550000,110,3533.35,3107.94
13.3587,-1142.3372802734375,111,19.6754,555000,111,3622.72,3436.34
13.1755,-1068.961181640625,112,19.8246,560000,112,3581.32,3343.36
12.2571,-1030.51513671875,113,19.6952,565000,113,3549.89,3217.5
12.0334,-1088.552734375,114,19.496,570000,114,3565.31,2911.63
13.4101,-1256.2640380859375,115,20.7344,575000,115,3493.68,3186.32
12.004,-1122.5164794921875,116,18.7162,580000,116,3572.28,3535.1
11.2703,-1138.84521484375,117,19.0172,585000,117,3495.8,3370.13
13.2073,-1333.55224609375,118,21.2797,590000,118,3629.46,2636.58
13.9745,-1313.0731201171875,119,20.3459,595000,119,3615.98,3577.35
13.0045,-1369.80859375,120,20.1042,600000,120,3572.59,3528.14
11.4955,-1123.744140625,121,18.1423,605000,121,3600.63,3551.1
13.6045,-1354.264404296875,122,20.8772,610000,122,3598.17,3533.03
11.5454,-1149.31689453125,123,18.5235,615000,123,3599.22,3196.53
12.5374,-1299.646728515625,124,19.2514,620000,124,3610.05,3316.18
10.7997,-1230.441650390625,125,18.5819,625000,125,3610.14,2927.73
12.2522,-1321.6829833984375,126,19.4874,630000,126,3638.68,2958.63
13.1052,-1353.376708984375,127,20.6841,635000,127,3587.15,3547.74
13.2478,-1398.85302734375,128,18.7477,640000,128,3585.31,3528.62
13.1102,-1387.9090576171875,129,19.7816,645000,129,3618.06,3283.91
12.4828,-1419.2928466796875,130,20.7146,650000,130,3593.8,3545.15
13.2941,-1524.081298828125,131,20.8066,655000,131,3595.56,3553.93
11.7979,-1572.0872802734375,132,19.9753,660000,132,3523.85,3546.64
12.5059,-1498.077880859375,133,20.9012,665000,133,3625.53,3576.66
12.6389,-1451.23828125,134,19.6277,670000,134,3104.67,2188.98
11.4799,-1329.280029296875,135,19.5772,675000,135,3538.74,3520.51
12.3737,-1257.6436767578125,136,18.3465,680000,136,3582.36,3208.01
11.8661,-1453.3759765625,137,20.7166,685000,137,3554.89,2557.84
11.7927,-1427.1893310546875,138,19.0954,690000,138,3520.58,3367.45
12.3617,-1565.958251953125,139,19.9316,695000,139,3618.66,3473.86
12.375,-1475.2857666015625,140,19.5776,700000,140,3567.96,2719.6
11.1254,-1543.80322265625,141,19.284,705000,141,3572.33,3128.67
11.3404,-1334.5574951171875,142,18.2004,710000,142,3572.44,3454.97
12.7409,-1603.0245361328125,143,20.3259,715000,143,3587.5,2035.4
13.268,-1523.24267578125,144,20.5451,720000,144,3557.32,3499.56
12.871,-1822.51171875,145,20.7821,725000,145,3619.94,3478.6
11.246,-1722.3482666015625,146,19.6758,730000,146,3559.89,3400.74
11.2365,-1370.80615234375,147,17.8858,735000,147,3573.74,3509.36
11.2088,-1358.9132080078125,148,17.9895,740000,148,3490.7,3140.5
9.9642,-1093.15869140625,149,17.6226,745000,149,3410.73,3399.79
11.2031,-1500.5001220703125,150,18.7291,750000,150,3549.35,3182.83
10.9763,-1029.3724365234375,151,19.8463,755000,151,3379.3,3064.08
11.7791,-1797.197265625,152,18.8956,760000,152,3551.39,3498.46
10.9796,-1740.34765625,153,18.8557,765000,153,3510.77,3374.48
12.898,-2128.18505859375,154,20.899,770000,154,3589.06,3516.72
13.0708,-1934.1884765625,155,20.23,775000,155,3614.15,3566.29
11.0789,-1639.021240234375,156,19.272,780000,156,3599.04,3506.98
12.9465,-1935.7205810546875,157,20.2234,785000,157,3593.08,3533.24
11.4447,-1611.7738037109375,158,18.4858,790000,158,3538.37,3486.59
11.3415,-1822.869384765625,159,20.4177,795000,159,3553.96,3116.04
10.5953,-1648.3890380859375,160,18.1411,800000,160,3594.88,3362.12
11.943,-1894.83935546875,161,18.3228,805000,161,3583.4,3368.5
12.0048,-1807.807373046875,162,18.9121,810000,162,3622.59,3584.82
12.5337,-2132.421142578125,163,20.5259,815000,163,3530.56,3292.27
12.5502,-2083.257080078125,164,21.9431,820000,164,3578.33,3368.82
13.3515,-2114.67919921875,165,20.6296,825000,165,3594.99,3553.07
11.3291,-2016.4854736328125,166,18.6207,830000,166,3557.33,3444.2
13.3184,-2047.073974609375,167,20.391,835000,167,3647.9,3454.54
11.4872,-2003.7274169921875,168,19.3625,840000,168,3625.06,3488.71
11.3301,-1855.950439453125,169,18.558,845000,169,3571.97,3091.31
12.5306,-2103.200439453125,170,20.4521,850000,170,3609.05,3559.33
11.8954,-2008.1639404296875,171,19.3086,855000,171,3584.89,3532.2
14.699,-2368.10400390625,172,23.5891,860000,172,3586.02,3537.65
12.1201,-2148.87744140625,173,19.1748,865000,173,3538.29,3499.7
11.75,-2054.915771484375,174,19.762,870000,174,3620.54,3239.07
11.2343,-2101.420654296875,175,19.0496,875000,175,3578.51,3365.86
11.5047,-2224.420166015625,176,20.0565,880000,176,3575.4,3295.2
12.1523,-2235.08984375,177,20.7173,885000,177,3568.83,3414.48
13.0297,-2301.113037109375,178,20.0365,890000,178,3589.94,3546.52
11.7268,-2454.17041015625,179,20.1043,895000,179,3586.25,3185.98
12.3831,-2341.9619140625,180,19.4302,900000,180,3608.02,3574.66
11.4282,-2259.587890625,181,18.2113,905000,181,3553.55,3509.79
11.8041,-2127.41552734375,182,18.6046,910000,182,3566.46,3537.54
11.8795,-2303.0078125,183,19.9259,915000,183,3532.33,3392.03
11.4256,-2177.487548828125,184,19.5857,920000,184,3613.99,3261.5
10.8523,-2097.3740234375,185,18.3585,925000,185,3562.76,3517.62
10.7421,-2161.610595703125,186,19.3731,930000,186,3547.62,3154.66
11.8105,-2386.060302734375,187,19.1225,935000,187,3586.81,3168.5
10.9893,-2253.525634765625,188,19.2459,940000,188,3557.39,3167.89
10.5907,-2118.49658203125,189,17.7829,945000,189,3502.42,2953.54
12.2727,-2471.8759765625,190,19.354,950000,190,3598.12,3562.48
10.8297,-2359.333984375,191,18.4346,955000,191,3545.05,3313.26
10.6841,-2133.739013671875,192,18.5411,960000,192,3423.44,3414.53
12.2854,-2392.5986328125,193,19.8642,965000,193,3582.21,3552.05
11.082,-2286.736083984375,194,18.4774,970000,194,3557.94,3146.73
12.1244,-2500.302978515625,195,19.4493,975000,195,3597.75,3542.1
13.1757,-2885.933349609375,196,20.6622,980000,196,3553.28,3408.63
11.8612,-2678.139404296875,197,19.8229,985000,197,3586.43,3564.73
11.799,-2888.720458984375,198,19.536,990000,198,3568.95,3522.86
12.9858,-3105.1669921875,199,21.0734,995000,199,3588.53,3551.11
