Running Reverse KL,Real Det Return,Itration,Running Forward KL,Real Sto Return
147.0951,1386.81,51,325.5782,3263.1
161.2957,1348.59,52,325.6654,2893.31
101.4933,2836.72,53,301.6487,4369.89
164.8986,3753.33,54,336.995,3900.37
103.8279,1483.5,55,299.6184,3696.77
130.2591,2307.99,56,309.318,4206.83
167.9473,1499.26,57,351.8195,2943.97
171.8774,845.18,58,352.3016,2734.54
146.4998,1536.64,59,330.2934,3019.11
203.4206,1288.74,60,330.9295,2439.93
150.6407,1312.38,61,313.6209,2476.57
178.4433,481.71,62,361.1674,2536.62
162.5615,2326.97,63,319.0038,2350.81
125.3673,1466.95,64,314.1827,3340.02
118.9884,1429.34,65,306.5322,3807.11
118.8862,1884.34,66,303.5371,3419.21
166.5245,2687.24,67,343.0062,3959.71
174.7613,3821.91,68,318.1442,3583.63
133.5445,3293.01,69,319.3362,3554.19
131.3559,969.77,70,322.7869,3399.29
136.9191,1139.02,71,329.1,3374.41
143.0943,2542.11,72,309.9269,3718.97
158.534,3220.89,73,341.294,3666.6
133.3293,1403.26,74,325.1554,3550.87
123.83,2655.81,75,297.5289,4003.96
134.9182,2089.86,76,319.9115,4330.38
139.3406,3494.4,77,329.8275,4078.13
131.8972,4404.59,78,310.0751,4558.3
118.1383,4128.36,79,308.2414,4571.28
135.5086,4200.15,80,320.1996,4436.63
143.3849,4466.39,81,325.1503,4478.21
131.7527,4571.76,82,312.6424,4586.4
126.3098,4142.47,83,318.1155,4661.74
145.2545,3517.97,84,304.0741,4310.16
103.475,4040.03,85,296.6643,4610.42
163.1748,4592.82,86,308.7839,3543.56
121.9984,4529.81,87,308.8278,4714.06
121.8958,4576.34,88,308.4302,4620.12
87.0996,4485.78,89,290.1544,4491.01
94.739,4616.75,90,299.4753,4353.34
116.0318,4595.08,91,304.5829,4690.82
158.0608,4665.1,92,325.9084,3275.93
121.7334,4512.72,93,299.1167,4468.26
81.4106,4619.99,94,289.6044,4742.57
102.6508,4472.08,95,296.3818,4601.98
108.4889,4555.13,96,304.1074,4658.32
120.2345,4380.48,97,308.7266,4215.35
75.9043,4644.02,98,292.1234,4752.98
87.4068,4507.69,99,291.5462,4634.51
78.254,4168.36,100,282.7694,4681.91
90.3607,4598.35,101,296.7007,4689.18
113.8097,4567.21,102,309.8177,4579.68
115.3701,4395.14,103,306.5228,4552.9
83.1674,4496.84,104,291.0179,4680.96
113.3399,4418.1,105,305.381,4502.16
92.2411,4540.86,106,291.2948,4640.99
81.5684,4453.12,107,296.9742,4867.58
78.289,4444.84,108,292.1315,4750.71
102.5473,4470.56,109,305.3079,4484.07
86.6042,4481.34,110,294.6142,4664.39
88.9394,3363.73,111,300.205,4693.89
101.1802,4428.34,112,301.7286,4484.59
101.8868,4332.15,113,307.3017,4164.33
81.9652,4151.78,114,295.0283,4720.48
94.7639,4430.73,115,297.9638,4521.53
87.6046,4484.05,116,305.589,4765.95
80.8924,3821.08,117,300.4529,4633.93
95.4291,4273.96,118,309.9724,3948.08
84.4323,4437.29,119,304.3876,4922.9
82.1614,4508.05,120,299.7294,4827.32
85.8383,4558.34,121,309.4197,4852.58
87.8432,4505.0,122,303.585,4907.91
92.7933,3940.19,123,306.7633,4788.56
87.651,4543.14,124,304.7694,4913.19
99.5367,4477.78,125,308.0646,4888.64
98.1857,4498.1,126,305.8116,4907.48
90.9218,4831.11,127,305.1972,4756.43
97.4246,4511.74,128,302.5756,4447.07
90.211,4484.95,129,308.6325,4927.85
136.0763,4550.84,130,318.9871,3917.61
100.3529,4571.66,131,305.2882,4964.09
85.8983,4667.25,132,301.033,4690.83
88.6814,4729.44,133,298.2393,4678.63
94.6157,4635.07,134,305.0847,4959.41
91.8274,4519.46,135,303.8683,4833.42
94.5286,4777.82,136,302.8511,5012.19
117.0289,4654.7,137,316.9728,4497.21
105.4428,4647.52,138,319.6397,4986.27
88.3133,4652.54,139,307.9592,4913.09
97.768,4777.01,140,307.5956,4939.74
96.4117,4582.78,141,308.2543,4876.17
86.8542,4716.29,142,299.1329,4934.0
105.1137,4558.81,143,310.6257,4671.0
105.229,3990.89,144,302.3282,5069.55
101.4406,4029.87,145,309.3545,4872.67
111.722,4331.72,146,313.5753,4989.89
121.0015,3676.63,147,312.3629,5007.01
164.2991,4572.98,148,334.7337,3861.89
98.4759,5056.75,149,305.678,4564.02
125.4868,4589.1,150,317.4734,4883.71
106.8756,5036.47,151,317.2475,4970.91
88.2836,4153.81,152,303.2876,4487.11
104.8941,4941.24,153,310.0008,4425.08
102.0277,4435.09,154,311.3527,5068.85
131.6979,5054.7,155,321.7063,5057.71
107.358,4157.7,156,312.0729,4907.23
116.1984,4698.25,157,318.3686,4927.72
99.3404,5174.96,158,311.8972,5097.65
105.008,4865.04,159,302.3063,5116.0
118.101,4979.51,160,314.886,4992.53
91.9175,3671.32,161,303.4824,4997.03
110.2976,4653.88,162,321.5902,4964.8
113.7551,5113.22,163,316.1712,5060.63
105.5419,5130.71,164,312.8566,5081.8
110.0139,4505.8,165,315.5436,5130.56
113.1647,5015.18,166,318.8837,5066.2
113.308,5061.15,167,317.646,5065.64
118.3788,5027.22,168,322.0351,5056.77
108.4401,4453.01,169,316.7454,5032.67
116.2021,4960.96,170,311.3672,5091.97
113.0251,5071.23,171,316.2694,5037.41
110.981,5071.52,172,318.1635,4849.04
102.3222,5244.08,173,314.7337,5108.59
110.9221,5026.58,174,313.2339,5053.73
112.6238,4972.38,175,324.0993,5094.37
109.8874,5165.42,176,316.6802,4892.0
121.4375,4421.6,177,320.885,4891.23
112.7479,4918.3,178,317.5943,5068.99
111.0087,4736.07,179,324.6486,4784.67
107.0107,5001.23,180,318.803,4885.3
96.0632,5221.26,181,306.5207,4939.37
105.9934,4915.99,182,319.0405,5076.28
121.9211,4823.47,183,328.7662,5077.44
117.8063,5059.97,184,325.4439,5080.23
