Running Forward KL,Running Env Steps,Itration,Real Det Return,Real Sto Return,Running Reverse KL,Running Update Time,Reward Loss
56.6774,210000,42,1449.72,788.26,22.6382,42,-2152.74658203125
52.1816,215000,43,1896.37,1062.16,22.9107,43,-1819.6177978515625
53.9769,220000,44,2580.62,1736.65,22.7342,44,-2173.1591796875
51.7636,225000,45,2383.07,1420.82,21.5915,45,-1672.7244873046875
54.4032,230000,46,1588.96,1277.58,21.3404,46,-2207.04931640625
55.0587,235000,47,1125.96,1026.43,22.5715,47,-2317.5322265625
52.1644,240000,48,1900.48,1361.37,21.9476,48,-1844.7042236328125
54.4558,245000,49,1766.08,998.26,21.3507,49,-2343.1396484375
59.161,250000,50,1391.79,824.43,23.7133,50,-2806.3720703125
53.3018,255000,51,2138.97,1486.99,22.129,51,-2110.59619140625
55.0866,260000,52,994.27,724.34,21.6868,52,-2540.45263671875
53.0845,265000,53,1462.7,1311.15,21.7988,53,-2098.406494140625
55.9017,270000,54,2124.05,1894.14,22.4216,54,-2558.019775390625
53.5446,275000,55,2665.1,2252.76,22.026,55,-2313.258544921875
55.7849,280000,56,1578.05,1289.47,27.1242,56,-2232.421630859375
58.0726,285000,57,1879.9,1190.74,24.8023,57,-2704.309814453125
54.2203,290000,58,2667.98,2153.53,24.0496,58,-2046.1080322265625
54.5996,295000,59,2571.81,2397.85,23.7123,59,-2324.98046875
53.7103,300000,60,2319.25,2058.68,22.7867,60,-2273.31103515625
52.2035,305000,61,3116.52,1770.5,24.5786,61,-1696.759765625
52.7907,310000,62,2768.49,2763.31,22.7346,62,-2159.176513671875
54.8457,315000,63,3344.0,2957.99,24.0944,63,-2339.781494140625
55.5798,320000,64,2704.54,2759.99,28.2784,64,-1785.092529296875
54.1026,325000,65,4053.02,3163.6,26.7673,65,-1932.1378173828125
54.1606,330000,66,3599.77,2491.81,24.7431,66,-2231.089111328125
57.838,335000,67,3539.82,3255.27,33.4895,67,-1746.0826416015625
53.8703,340000,68,3809.45,3017.41,26.9725,68,-2248.647705078125
55.5985,345000,69,3547.56,3017.6,24.7915,69,-2465.97900390625
53.9231,350000,70,2909.94,2134.89,25.7041,70,-2114.99267578125
54.4935,355000,71,3570.42,3152.35,28.2801,71,-1897.1199951171875
54.9029,360000,72,3048.14,2476.11,25.4192,72,-2393.980224609375
53.3003,365000,73,3676.33,2752.15,27.7364,73,-2118.2138671875
57.3219,370000,74,3319.71,2052.15,26.5897,74,-2752.586669921875
55.102,375000,75,3683.95,3213.09,30.4011,75,-1994.869140625
57.7448,380000,76,3793.73,2932.76,35.9147,76,-1930.8262939453125
56.5082,385000,77,3999.54,3623.67,28.1546,77,-2563.760498046875
55.7609,390000,78,3757.76,3026.69,29.1945,78,-2451.089111328125
55.8032,395000,79,3724.49,3319.38,29.9783,79,-2277.5
55.6348,400000,80,3469.23,2720.74,25.9968,80,-2912.9384765625
57.208,405000,81,4470.13,3751.5,31.9607,81,-2519.954345703125
56.7749,410000,82,3901.08,2765.91,32.1211,82,-2679.208740234375
60.3979,415000,83,3467.07,3210.23,38.7866,83,-2620.5048828125
58.7417,420000,84,3110.66,1947.05,33.8373,84,-2626.26806640625
56.4875,425000,85,3826.68,3358.65,28.8214,85,-2883.916015625
59.5219,430000,86,3462.95,3520.34,33.8896,86,-2646.70556640625
57.1655,435000,87,3950.37,2799.5,31.4406,87,-2838.159912109375
60.1963,440000,88,3774.73,3121.88,39.6529,88,-2361.7177734375
61.6879,445000,89,2753.55,2041.16,41.2865,89,-2867.861328125
58.058,450000,90,3496.47,2843.79,35.9678,90,-2439.4521484375
58.8032,455000,91,4288.05,4289.48,38.5374,91,-2684.87158203125
60.1265,460000,92,4440.95,3571.45,37.1126,92,-2589.67724609375
59.0199,465000,93,3399.98,2306.9,33.5446,93,-3093.39599609375
58.5144,470000,94,4460.14,3597.26,31.5987,94,-3039.462646484375
63.8588,475000,95,4046.95,3511.13,42.7278,95,-2771.765380859375
59.9977,480000,96,4241.42,3977.42,38.447,96,-3051.11279296875
59.9386,485000,97,3966.77,3479.32,34.3556,97,-3059.700439453125
64.2658,490000,98,4635.9,3686.95,45.6528,98,-2935.968994140625
62.2156,495000,99,4086.53,4065.37,42.2978,99,-2960.637451171875
62.9778,500000,100,4466.24,3498.59,42.1379,100,-2995.22802734375
57.9384,505000,101,2629.36,2229.96,27.6886,101,-4122.7666015625
60.6285,510000,102,3478.84,3228.7,40.2422,102,-3196.022216796875
63.5233,515000,103,4190.81,3814.94,42.7568,103,-3169.580322265625
62.742,520000,104,3225.47,3361.62,39.432,104,-3730.530517578125
64.5445,525000,105,4228.57,3374.86,43.5753,105,-3282.860107421875
60.3066,530000,106,3767.51,3747.88,36.6232,106,-3523.077880859375
59.8639,535000,107,3112.49,2552.84,33.6539,107,-4000.764404296875
62.8632,540000,108,3849.6,3725.76,36.7993,108,-4352.484375
60.9542,545000,109,4206.49,3219.67,33.6254,109,-4214.009765625
67.1578,550000,110,5042.96,3916.78,48.2161,110,-3786.115478515625
64.089,555000,111,4797.12,3800.13,45.7886,111,-4203.1474609375
64.4688,560000,112,4537.97,4268.24,40.6105,112,-4038.048828125
60.8375,565000,113,2908.97,2076.72,36.1532,113,-4343.6220703125
62.2029,570000,114,4424.62,3757.24,41.365,114,-4389.578125
61.262,575000,115,4429.04,3765.12,36.7014,115,-4649.498046875
64.1176,580000,116,4909.35,4017.22,42.4021,116,-4133.44140625
66.1055,585000,117,4812.63,4513.17,46.9047,117,-4249.97314453125
64.1253,590000,118,4476.22,3564.35,43.8623,118,-4369.64111328125
61.901,595000,119,4960.15,3778.38,38.8749,119,-4499.357421875
59.9284,600000,120,3589.53,2839.46,33.2907,120,-5136.212890625
63.275,605000,121,4868.89,3782.97,41.9685,121,-4856.8974609375
67.7744,610000,122,4131.38,3768.93,54.7213,122,-4948.74755859375
65.2716,615000,123,4511.58,3391.99,47.3307,123,-5180.17041015625
65.9057,620000,124,4784.59,4003.22,46.383,124,-5227.48291015625
63.9003,625000,125,5237.31,4266.22,41.4199,125,-5252.43212890625
68.418,630000,126,4581.88,3647.23,54.2734,126,-5321.93994140625
64.623,635000,127,4766.21,4549.69,45.9306,127,-5185.6484375
62.6925,640000,128,4966.78,4116.02,40.7203,128,-5625.31005859375
65.268,645000,129,4910.45,4185.85,46.5799,129,-5769.44580078125
64.0561,650000,130,4131.94,3583.06,42.6553,130,-6021.06689453125
65.7128,655000,131,5177.11,4670.4,44.8686,131,-5826.69921875
65.0043,660000,132,5101.65,4371.92,46.106,132,-5951.52734375
66.7766,665000,133,4881.01,4320.08,50.4482,133,-5937.6650390625
61.5825,670000,134,4426.66,3334.62,34.9913,134,-6268.91357421875
66.2687,675000,135,4244.58,3872.78,50.4577,135,-6421.05517578125
67.4703,680000,136,4971.87,4809.99,50.8106,136,-6415.64697265625
65.9048,685000,137,5046.29,4791.56,49.9929,137,-6760.39697265625
65.4266,690000,138,4227.89,4861.89,44.6039,138,-6889.265625
63.9538,695000,139,4524.53,3858.01,44.5095,139,-6895.41943359375
68.5537,700000,140,5379.59,4926.2,53.5573,140,-6955.06494140625
66.624,705000,141,5160.24,4857.91,49.1016,141,-6981.62060546875
65.7357,710000,142,4247.53,4142.29,46.499,142,-7280.2646484375
68.1519,715000,143,5159.55,4749.59,52.6838,143,-7257.35888671875
63.7103,720000,144,5138.06,4541.55,42.8918,144,-7661.51123046875
70.3892,725000,145,5114.5,4286.25,58.2447,145,-7515.33837890625
68.3202,730000,146,5163.53,4242.83,52.877,146,-7790.26611328125
66.4764,735000,147,4401.91,4081.87,48.2828,147,-8110.4443359375
68.3785,740000,148,4634.91,4688.19,53.3677,148,-8039.71337890625
65.4923,745000,149,3718.88,2941.5,47.6508,149,-8032.16748046875
67.9032,750000,150,4623.96,3993.36,51.8595,150,-8367.18359375
68.1664,755000,151,4652.26,3903.46,51.8724,151,-8724.9150390625
70.264,760000,152,4818.25,4611.88,52.8266,152,-8689.91015625
71.3733,765000,153,4665.84,4354.26,57.0657,153,-8743.41015625
67.5449,770000,154,5100.8,4665.9,52.5287,154,-8929.017578125
65.8467,775000,155,4404.66,4749.08,48.0781,155,-9119.8291015625
64.3572,780000,156,4680.54,4715.98,43.387,156,-9062.802734375
69.638,785000,157,4019.79,4385.88,57.9576,157,-9205.4677734375
70.796,790000,158,5135.51,4143.54,56.7639,158,-9539.744140625
67.1463,795000,159,4647.43,3726.82,53.5871,159,-9668.044921875
66.4327,800000,160,4111.14,4371.93,51.0002,160,-9829.63671875
66.8158,805000,161,4151.73,3587.4,51.9808,161,-10014.3427734375
64.9227,810000,162,4415.84,4137.05,48.3616,162,-10032.8798828125
69.3187,815000,163,4500.35,4517.49,57.7045,163,-10174.8818359375
68.3086,820000,164,5019.72,4604.08,53.2979,164,-10347.02734375
67.75,825000,165,4305.32,3886.54,50.5354,165,-10350.083984375
66.1021,830000,166,5221.77,4481.68,48.5345,166,-10774.6083984375
68.1604,835000,167,3919.65,3395.89,54.2645,167,-10953.4296875
69.4778,840000,168,5139.08,4992.66,54.2805,168,-11012.7763671875
65.8447,845000,169,4752.21,4265.51,48.5656,169,-10993.451171875
70.7139,850000,170,4574.62,4590.34,59.4192,170,-11342.64453125
71.2866,855000,171,4997.24,5168.72,59.7435,171,-11904.0341796875
66.7162,860000,172,4983.23,4224.04,49.8357,172,-11741.5830078125
68.4483,865000,173,4532.32,3162.44,55.5805,173,-12109.4521484375
71.6843,870000,174,4357.52,4380.55,57.756,174,-12256.0673828125
71.187,875000,175,4641.89,4512.36,58.4752,175,-12652.3310546875
69.3203,880000,176,5293.99,4583.27,58.2296,176,-12494.03515625
75.1134,885000,177,5081.49,4579.16,62.583,177,-13426.5439453125
70.1474,890000,178,4911.6,4286.05,58.0333,178,-12819.2099609375
68.3656,895000,179,4839.32,3911.51,55.0614,179,-13461.71875
67.9537,900000,180,4960.85,4180.79,55.139,180,-13463.3203125
71.6029,905000,181,4213.84,3488.67,56.4971,181,-13669.650390625
73.5601,910000,182,5113.0,4905.95,62.6145,182,-14228.66015625
72.8469,915000,183,5384.48,4388.81,57.8472,183,-13885.9150390625
65.8393,920000,184,5307.69,4367.98,44.1374,184,-13943.875
73.1686,925000,185,4948.19,5025.58,63.1787,185,-15164.9482421875
69.5062,930000,186,5008.06,4691.02,59.9825,186,-15056.6337890625
67.979,935000,187,4541.76,4013.45,54.1094,187,-14739.1904296875
72.3895,940000,188,5150.99,4156.1,56.9541,188,-15010.837890625
67.2573,945000,189,4831.64,5054.62,50.6029,189,-14792.423828125
66.5272,950000,190,4746.85,4698.82,46.4385,190,-14810.921875
72.4776,955000,191,4771.3,4654.77,59.605,191,-15646.1083984375
69.4244,960000,192,5043.18,5094.9,57.1808,192,-16052.4443359375
67.3057,965000,193,4069.66,4000.33,47.5903,193,-15965.1474609375
67.0134,970000,194,4854.57,4829.23,50.8946,194,-16219.2587890625
75.2371,975000,195,4455.68,4264.54,64.9512,195,-16941.14453125
65.8132,980000,196,4842.38,4553.23,49.185,196,-16564.822265625
73.6848,985000,197,5259.39,4801.84,60.2951,197,-17252.267578125
75.1886,990000,198,4932.04,4731.96,65.258,198,-17719.244140625
67.8733,995000,199,4952.91,4100.77,55.8962,199,-17148.900390625
72.9055,1000000,200,4955.76,4575.99,64.2443,200,-17348.759765625
74.1075,1005000,201,5160.28,4747.66,66.8628,201,-17579.74609375
69.5862,1010000,202,5412.22,4726.35,59.7732,202,-17514.0625
67.8418,1015000,203,4515.19,4482.96,56.5414,203,-17717.87109375
75.3907,1020000,204,4790.22,4348.03,70.2851,204,-18551.4375
73.6059,1025000,205,5179.93,4934.85,63.1642,205,-18597.919921875
73.6498,1030000,206,5026.71,4401.57,66.0659,206,-19004.81640625
72.7857,1035000,207,5173.51,4350.36,62.4012,207,-19039.80078125
76.2914,1040000,208,4889.29,4621.98,70.5363,208,-19456.763671875
69.0304,1045000,209,5090.11,3714.46,59.6202,209,-19344.10546875
73.8348,1050000,210,4394.03,4670.46,64.7065,210,-20049.326171875
71.8163,1055000,211,5183.69,5025.06,66.5358,211,-19707.560546875
73.6117,1060000,212,5327.2,4793.46,64.2919,212,-20144.224609375
70.4275,1065000,213,5115.67,4713.37,62.0656,213,-20233.111328125
73.6287,1070000,214,5219.05,4385.18,66.1794,214,-20890.9453125
74.0504,1075000,215,5343.55,4561.63,66.4273,215,-20978.197265625
65.649,1080000,216,5207.41,3666.02,52.9753,216,-20100.994140625
69.5691,1085000,217,5012.61,4712.88,59.7393,217,-20766.427734375
72.812,1090000,218,5355.66,4932.86,62.6625,218,-21550.96875
70.1513,1095000,219,5156.14,4877.25,62.8206,219,-21820.857421875
67.7664,1100000,220,5064.25,4431.2,54.7408,220,-21019.5390625
74.1824,1105000,221,4999.84,4453.8,64.6345,221,-22314.2421875
74.11,1110000,222,5372.28,4539.81,65.3955,222,-22538.11328125
69.377,1115000,223,5332.56,4869.85,60.5962,223,-22418.31640625
73.7309,1120000,224,5297.25,4253.04,64.6798,224,-22709.86328125
74.735,1125000,225,5390.98,5053.3,65.9179,225,-22795.232421875
68.2629,1130000,226,5427.7,4680.77,56.1337,226,-22643.771484375
74.4305,1135000,227,4963.37,5174.2,66.0236,227,-23752.177734375
76.373,1140000,228,5153.01,4711.2,68.1699,228,-24256.328125
68.0369,1145000,229,5115.53,4516.35,58.3291,229,-23332.732421875
74.6412,1150000,230,4615.16,4180.15,65.4881,230,-23775.224609375
74.7613,1155000,231,5528.97,5215.19,63.4315,231,-24545.5
71.7035,1160000,232,5357.44,5059.19,60.3213,232,-24093.759765625
75.2445,1165000,233,5580.08,4735.29,66.5956,233,-24697.279296875
73.0818,1170000,234,5482.46,4922.07,62.1813,234,-24926.498046875
74.9145,1175000,235,5472.09,5227.62,66.9092,235,-25154.21875
74.7904,1180000,236,5339.87,4580.23,66.5358,236,-25661.283203125
68.6592,1185000,237,5406.44,4722.9,57.512,237,-24445.58984375
71.8676,1190000,238,5077.84,4650.99,60.8073,238,-25677.6015625
69.8228,1195000,239,5307.88,5090.61,58.1888,239,-25341.32421875
73.2561,1200000,240,5326.26,4560.62,64.5598,240,-26058.345703125
69.5777,1205000,241,5505.52,4522.38,58.7159,241,-25647.51171875
68.1626,1210000,242,5229.62,5281.05,54.9646,242,-25320.90625
67.8142,1215000,243,5398.85,5247.02,55.0784,243,-25125.72265625
74.1957,1220000,244,5471.08,5073.68,64.9826,244,-27116.939453125
73.821,1225000,245,5447.94,5132.5,61.7896,245,-27091.66796875
70.4244,1230000,246,5501.01,5085.85,60.6069,246,-26558.56640625
73.8294,1235000,247,5153.97,4413.88,62.6473,247,-27281.880859375
73.0327,1240000,248,5464.3,5158.12,62.4003,248,-27281.6953125
74.8537,1245000,249,5322.62,4595.99,65.8895,249,-27700.673828125
73.5871,1250000,250,5145.29,5002.06,60.2088,250,-27142.58203125
73.5156,1255000,251,5020.32,5014.41,63.5513,251,-28105.755859375
69.9925,1260000,252,5616.42,4692.95,57.4458,252,-27250.103515625
73.1029,1265000,253,5202.11,4425.43,63.9118,253,-28093.037109375
70.8857,1270000,254,5355.41,4554.48,60.721,254,-28052.33984375
73.0639,1275000,255,5551.19,5258.67,62.5497,255,-27812.357421875
93.9516,1280000,256,-2366.78,-2110.38,217.0406,256,-22644.9765625
134.7506,1285000,257,-3006.49,-3002.88,1665.6251,257,-28296.451171875
100.9737,1290000,258,-1377.31,-493.18,582.1658,258,-27903.31640625
96.4746,1295000,259,-455.0,-738.59,409.5295,259,-26447.798828125
91.8219,1300000,260,-1047.64,-918.83,494.3401,260,-23938.0
89.8211,1305000,261,-595.25,-587.14,507.1643,261,-24706.6171875
87.0405,1310000,262,-320.3,-301.04,440.2956,262,-26174.65625
81.9403,1315000,263,-633.24,-836.68,320.563,263,-24744.6328125
78.0383,1320000,264,-589.14,-325.88,153.7415,264,-21926.5390625
83.3365,1325000,265,-895.25,-922.32,76.8612,265,-26296.453125
89.364,1330000,266,-1273.55,-1165.26,255.2395,266,-27806.6171875
88.5376,1335000,267,-1150.86,-773.79,363.1791,267,-29531.3515625
87.3335,1340000,268,-892.2,-717.32,90.0656,268,-24706.265625
81.0882,1345000,269,-243.78,-517.55,100.5201,269,-25010.564453125
86.3773,1350000,270,-791.5,-733.6,103.362,270,-23498.0
72.0848,1355000,271,-10.13,171.48,130.1636,271,-24905.48046875
77.9566,1360000,272,-446.34,-307.87,190.3221,272,-27617.23828125
72.6103,1365000,273,96.08,-230.13,96.8765,273,-26143.630859375
72.703,1370000,274,114.43,41.19,200.9819,274,-27441.09765625
72.6324,1375000,275,-445.74,121.27,102.4723,275,-26434.37109375
79.6031,1380000,276,-270.3,-532.47,349.3788,276,-31395.2265625
79.5546,1385000,277,-485.66,-422.97,307.4661,277,-30883.68359375
72.3394,1390000,278,370.81,203.95,159.1236,278,-28946.8359375
74.2191,1395000,279,473.19,35.14,170.5234,279,-29599.4453125
74.2679,1400000,280,291.51,209.63,185.2136,280,-29993.76171875
73.2459,1405000,281,177.49,203.74,155.6446,281,-29605.130859375
72.9579,1410000,282,373.55,663.32,145.4109,282,-30005.490234375
71.6522,1415000,283,1129.95,1610.12,97.8678,283,-29345.767578125
70.7565,1420000,284,1522.85,1659.41,82.2047,284,-28182.81640625
75.8175,1425000,285,1051.73,1408.46,116.5178,285,-28514.103515625
77.7238,1430000,286,1111.04,863.54,91.9072,286,-29092.107421875
75.2298,1435000,287,1064.35,781.9,128.258,287,-29483.775390625
79.0095,1440000,288,1061.33,1446.63,97.218,288,-30421.37890625
76.3306,1445000,289,1358.66,2489.44,101.4966,289,-30204.345703125
74.9222,1450000,290,1837.29,2031.11,90.9561,290,-30268.751953125
71.1551,1455000,291,2192.24,1871.87,67.9936,291,-28415.080078125
71.6544,1460000,292,2010.55,2458.54,60.7981,292,-30029.912109375
74.9204,1465000,293,2467.57,1929.26,55.0075,293,-29093.822265625
73.9541,1470000,294,2668.94,2121.59,60.9553,294,-29518.654296875
74.2511,1475000,295,1910.08,2542.54,59.4799,295,-29259.333984375
72.1821,1480000,296,3029.07,2138.55,50.2471,296,-28180.171875
72.5252,1485000,297,2431.71,1895.51,53.2093,297,-29936.44921875
71.8382,1490000,298,2735.78,2111.99,52.6195,298,-30971.8515625
70.982,1495000,299,3022.32,2285.21,78.7505,299,-30318.453125
71.6719,1500000,300,2463.79,2229.46,152.4816,300,-31626.234375
72.0137,1505000,301,3810.66,2357.84,64.427,301,-30086.32421875
73.0462,1510000,302,2656.97,3622.43,72.7978,302,-30510.353515625
72.0241,1515000,303,3811.33,3053.67,86.7457,303,-31053.3203125
72.4577,1520000,304,3339.88,1926.29,115.6857,304,-31923.00390625
67.9931,1525000,305,4105.45,3172.35,50.8549,305,-30153.05859375
73.4865,1530000,306,3409.24,3122.71,64.933,306,-32615.380859375
72.5182,1535000,307,3276.03,2830.71,102.5232,307,-32445.494140625
73.7866,1540000,308,4004.56,3488.77,61.6994,308,-33117.6640625
68.4085,1545000,309,3998.19,3634.11,56.6509,309,-31417.869140625
68.6262,1550000,310,3886.3,3230.55,56.252,310,-31351.048828125
66.816,1555000,311,4105.69,3321.36,70.2289,311,-31968.470703125
68.7866,1560000,312,3640.66,2793.18,57.9089,312,-31862.658203125
68.3413,1565000,313,3548.09,3537.68,79.3587,313,-32371.005859375
68.5822,1570000,314,3645.76,3104.99,111.5162,314,-32566.2265625
67.7227,1575000,315,417.76,311.45,240.4312,315,-30378.017578125
73.1519,1580000,316,-936.45,-309.78,235.7473,316,-28038.62890625
98.505,1585000,317,-2252.79,-2499.62,560.5647,317,-32964.38671875
86.3654,1590000,318,-431.39,-307.5,434.1206,318,-33142.11328125
80.5737,1595000,319,-154.56,-178.99,314.6254,319,-32404.275390625
81.9787,1600000,320,-218.67,-4.07,230.0235,320,-29281.57421875
80.2896,1605000,321,-36.04,47.82,373.4585,321,-34219.06640625
92.9766,1610000,322,-475.49,-370.17,193.333,322,-33497.3203125
97.0633,1615000,323,35.38,-14.35,135.8069,323,-33806.52734375
77.2702,1620000,324,1684.81,1178.83,74.2268,324,-34896.3828125
77.1132,1625000,325,1376.99,1140.08,99.6066,325,-35843.26953125
76.5832,1630000,326,1322.18,1252.57,90.0208,326,-36566.6953125
99.3035,1635000,327,-1605.87,-1381.47,327.4743,327,-35487.078125
73.887,1640000,328,-900.6,-499.6,265.4433,328,-33350.078125
75.8548,1645000,329,-42.22,-5.54,280.7631,329,-34853.703125
70.6653,1650000,330,-168.9,5.79,176.0454,330,-31488.94921875
70.7823,1655000,331,-368.86,-441.18,310.315,331,-32714.275390625
84.0424,1660000,332,-846.42,-749.32,345.0352,332,-33818.74609375
95.1807,1665000,333,-1979.1,-2118.97,422.2832,333,-39315.29296875
100.6139,1670000,334,-1916.0,-1782.05,332.8155,334,-38774.19140625
90.5775,1675000,335,-1738.42,-1544.9,130.2024,335,-33228.015625
94.1163,1680000,336,-1389.27,-1333.86,161.4898,336,-37361.4140625
75.4142,1685000,337,335.09,194.66,175.9997,337,-35494.7109375
81.332,1690000,338,151.03,152.71,308.9624,338,-36136.51953125
75.3795,1695000,339,484.07,295.24,127.7999,339,-33770.625
75.0988,1700000,340,404.95,1143.82,136.6355,340,-34872.21875
75.7937,1705000,341,875.7,1153.29,106.3908,341,-33752.87109375
81.7253,1710000,342,71.9,37.23,81.4527,342,-32278.8359375
77.2549,1715000,343,1361.17,1382.88,93.934,343,-33789.67578125
70.9471,1720000,344,408.36,1594.22,57.9406,344,-33124.45703125
104.5052,1725000,345,-1610.42,-1684.25,245.1731,345,-40054.61328125
71.7184,1730000,346,426.0,585.23,160.668,346,-36904.6328125
69.9951,1735000,347,1491.98,1653.24,84.5633,347,-34522.109375
73.8661,1740000,348,1457.64,2037.56,148.0187,348,-34772.97265625
72.4939,1745000,349,1934.99,1492.49,109.8737,349,-35425.46484375
77.6952,1750000,350,2186.76,2779.71,155.4981,350,-35341.890625
74.6961,1755000,351,802.19,1229.12,73.167,351,-36945.953125
78.415,1760000,352,1405.53,993.23,134.1758,352,-38149.109375
78.9493,1765000,353,1640.66,2098.87,153.9977,353,-39035.671875
75.3162,1770000,354,965.59,1996.54,100.9207,354,-36627.96484375
78.023,1775000,355,1644.23,1206.65,101.5555,355,-37292.9453125
78.3226,1780000,356,-646.23,-338.44,216.0558,356,-37720.69921875
78.1788,1785000,357,-690.27,-418.0,274.5366,357,-39190.72265625
83.4643,1790000,358,-480.53,-116.76,350.3147,358,-41064.30078125
76.2859,1795000,359,1163.61,597.12,157.1469,359,-38446.05078125
77.6289,1800000,360,2067.51,1432.52,126.0136,360,-39802.25390625
74.1926,1805000,361,1685.52,1439.0,190.8249,361,-38896.1875
75.8501,1810000,362,158.76,376.85,252.058,362,-39040.60546875
79.4337,1815000,363,499.89,462.28,382.6437,363,-42094.6171875
81.0166,1820000,364,615.53,416.61,309.8444,364,-43212.640625
84.1609,1825000,365,66.4,196.43,364.9114,365,-43523.21875
79.723,1830000,366,497.85,273.34,210.866,366,-41303.578125
74.4342,1835000,367,412.88,599.1,199.3022,367,-40265.62890625
77.5821,1840000,368,904.44,1447.23,194.5945,368,-40642.4140625
81.0284,1845000,369,1455.43,689.85,317.6788,369,-42773.35546875
74.2017,1850000,370,424.1,341.58,162.473,370,-38811.4765625
82.2792,1855000,371,645.62,806.9,188.8508,371,-40796.07421875
84.454,1860000,372,427.07,499.21,205.3614,372,-40717.16796875
83.8306,1865000,373,599.99,654.0,201.1141,373,-40538.97265625
84.1047,1870000,374,424.49,569.63,218.2766,374,-40980.51171875
85.7084,1875000,375,1192.13,1216.05,108.0431,375,-39354.6015625
84.7034,1880000,376,630.3,579.2,129.2202,376,-40202.39453125
85.4708,1885000,377,942.25,836.56,129.909,377,-41197.51953125
87.389,1890000,378,1927.36,2460.38,137.5969,378,-41305.67578125
84.7875,1895000,379,1568.99,1719.9,134.229,379,-39680.98046875
83.6971,1900000,380,1378.91,1352.08,192.605,380,-43629.91015625
83.8699,1905000,381,1752.03,1466.86,161.1058,381,-43790.9296875
83.8751,1910000,382,1412.42,1377.18,142.3127,382,-43450.015625
80.5159,1915000,383,1962.42,1876.81,117.6522,383,-41879.2734375
78.9792,1920000,384,2479.77,2698.83,106.7801,384,-41982.640625
78.4933,1925000,385,2269.83,2303.51,112.5449,385,-41951.10546875
79.948,1930000,386,1845.91,2130.89,105.5829,386,-42960.20703125
81.9272,1935000,387,1331.29,1750.6,85.3752,387,-45350.86328125
77.7399,1940000,388,2635.2,1972.06,126.9833,388,-43705.8359375
77.6754,1945000,389,2387.83,2763.65,104.4048,389,-42301.40234375
80.3769,1950000,390,3176.69,2838.0,70.9062,390,-43327.5390625
77.8851,1955000,391,2078.84,2480.15,186.7095,391,-45036.4609375
83.79,1960000,392,-276.66,-449.7,237.7116,392,-45168.3515625
