Reward Loss,Itration,Running Forward KL,Running Env Steps,Running Reverse KL,Real Sto Return,Real Det Return,Running Update Time
-2993.954345703125,384,43.7532,1920000,22.8531,4456.55,4476.7,384
-3046.431884765625,385,42.8445,1925000,20.4442,4458.72,4375.82,385
-3052.630126953125,386,43.2754,1930000,22.3967,4451.51,4450.89,386
-3071.223876953125,387,43.7872,1935000,23.4291,4487.33,4430.46,387
-3116.90869140625,388,43.6073,1940000,22.583,4457.75,4479.03,388
-3096.997802734375,389,43.2749,1945000,22.5295,4496.72,4523.08,389
-3105.504638671875,390,43.5893,1950000,22.2883,4511.04,4506.82,390
-3114.674072265625,391,43.3163,1955000,21.8674,4462.87,4407.24,391
-3130.954833984375,392,43.1225,1960000,21.5869,4476.04,4402.18,392
-3117.72998046875,393,43.1527,1965000,21.9399,4503.36,4450.15,393
-3200.52392578125,394,43.4452,1970000,21.697,4495.33,4433.5,394
-3166.47705078125,395,43.3289,1975000,22.1335,4491.61,4491.15,395
-3239.139404296875,396,43.5988,1980000,21.5993,4487.39,4462.37,396
-3199.329345703125,397,43.0802,1985000,20.7078,4477.69,4454.76,397
-3251.5341796875,398,43.3821,1990000,21.9351,4534.29,4475.07,398
-3227.11328125,399,43.4394,1995000,22.5833,4487.64,4486.59,399
-3243.750244140625,400,43.6207,2000000,21.3398,4489.82,4435.7,400
-3236.73974609375,401,43.7634,2005000,22.1206,4503.48,4488.36,401
-3490.135009765625,402,43.3476,2010000,20.6812,4518.98,4152.95,402
-3250.012451171875,403,43.0698,2015000,22.3612,4360.83,4361.23,403
-3326.149658203125,404,43.3203,2020000,21.1956,4496.61,4470.62,404
-3349.611083984375,405,43.7405,2025000,22.2064,4482.2,4512.95,405
-3397.3818359375,406,43.4694,2030000,21.7515,4545.47,4495.56,406
-3406.400390625,407,43.7893,2035000,21.821,4499.85,4533.42,407
-3362.421142578125,408,43.3602,2040000,21.9364,4532.79,4498.31,408
-3363.88232421875,409,43.637,2045000,22.2288,4567.26,4519.89,409
-3463.415283203125,410,42.9859,2050000,21.5487,4512.96,4517.08,410
-3423.971923828125,411,43.4236,2055000,21.4679,4527.36,4470.63,411
-3482.70947265625,412,43.2828,2060000,21.0218,4331.99,4501.83,412
-3408.089599609375,413,42.9792,2065000,21.0236,4499.97,4438.43,413
-3519.646484375,414,42.7414,2070000,21.6043,4540.48,4522.26,414
-3534.652099609375,415,43.0244,2075000,21.1221,4303.03,4465.45,415
-3565.464599609375,416,42.7623,2080000,21.4353,4518.78,4486.31,416
-3595.4404296875,417,43.2786,2085000,21.2336,4523.11,4460.56,417
-3561.238525390625,418,43.1456,2090000,20.4872,4308.8,4436.16,418
