Real Det Return,Running Env Steps,Reward Loss,Running Update Time,Running Forward KL,Real Sto Return,Running Reverse KL,Itration
3221.1,280000,-394.2242736816406,56,22.3755,3189.55,13.8882,56
3251.12,285000,-459.1659240722656,57,22.9207,3073.38,13.4617,57
3169.7,290000,-556.2594604492188,58,23.2501,2701.52,14.1942,58
3215.86,295000,-425.8887939453125,59,21.6479,3181.05,12.9007,59
2364.9,300000,-819.5355834960938,60,23.3472,2254.22,13.9365,60
3224.49,305000,-801.5667724609375,61,22.6676,1573.63,14.3429,61
3190.21,310000,-487.57989501953125,62,22.1047,2543.38,12.6525,62
2647.97,315000,-733.8189086914062,63,23.2648,2160.2,14.023,63
3244.97,320000,-485.7799377441406,64,22.3328,3072.72,13.3967,64
3258.0,325000,-598.6522216796875,65,22.287,2614.78,12.9879,65
3302.47,330000,-450.88922119140625,66,21.6055,3217.02,13.0316,66
3245.2,335000,-496.94049072265625,67,22.3558,3052.91,13.3087,67
3293.23,340000,-465.9334716796875,68,20.9768,3245.86,13.0348,68
3313.03,345000,-447.85601806640625,69,20.7286,2877.37,12.533,69
3320.19,350000,-474.9178466796875,70,21.3917,3273.87,12.7806,70
3362.5,355000,-380.12457275390625,71,21.2332,3340.88,13.5904,71
3315.5,360000,-438.7637634277344,72,19.7461,3308.68,11.5327,72
3335.38,365000,-494.429931640625,73,20.8592,3276.73,11.9837,73
3374.15,370000,-388.7640380859375,74,18.715,3085.13,11.4217,74
3311.49,375000,-433.5567626953125,75,19.3235,3288.88,10.8964,75
3333.84,380000,-458.96832275390625,76,20.1047,3295.51,12.4835,76
3318.7,385000,-490.5378112792969,77,20.5326,3216.09,13.0444,77
3318.19,390000,-466.9466247558594,78,19.6931,3296.37,12.066,78
3341.25,395000,-418.2626647949219,79,19.6668,3140.98,12.2382,79
3365.58,400000,-491.3541259765625,80,20.7196,3205.63,12.7881,80
3345.79,405000,-532.275390625,81,19.6427,3344.16,12.5633,81
3327.21,410000,-557.373291015625,82,20.7646,3311.55,12.7598,82
3394.53,415000,-521.7249145507812,83,20.8117,3017.17,11.6436,83
3389.78,420000,-506.4764099121094,84,20.6732,3336.12,12.4777,84
3373.2,425000,-485.5123291015625,85,19.2371,3331.79,11.5335,85
3332.69,430000,-568.0818481445312,86,20.5454,3106.06,12.6912,86
3367.85,435000,-565.7460327148438,87,19.9134,3317.08,11.4984,87
3340.14,440000,-510.7389831542969,88,19.3311,3166.62,11.273,88
3390.87,445000,-528.8427734375,89,18.7236,3240.36,10.8859,89
3266.78,450000,-585.5199584960938,90,19.7726,3272.02,11.6931,90
3400.9,455000,-540.1573486328125,91,20.0731,3240.0,12.0716,91
3394.97,460000,-382.05987548828125,92,18.6471,3357.35,11.8547,92
3351.62,465000,-550.4273681640625,93,19.4959,3352.8,12.0625,93
3399.58,470000,-512.357666015625,94,19.3817,3363.41,11.4267,94
3347.65,475000,-515.8590698242188,95,19.0372,3167.51,12.0637,95
3382.66,480000,-513.5098266601562,96,19.7102,3343.06,12.1461,96
3397.23,485000,-448.50518798828125,97,19.0174,3357.06,12.0725,97
2860.32,490000,-856.7495727539062,98,20.7094,1616.51,31.3023,98
3362.91,495000,-536.2601318359375,99,19.4585,3348.5,12.3686,99
3412.32,500000,-551.5628051757812,100,18.6144,3372.6,10.8188,100
3410.47,505000,-473.9442138671875,101,19.0667,3312.15,12.2018,101
3378.5,510000,-568.6306762695312,102,20.0778,3361.92,12.6937,102
3421.32,515000,-396.2158203125,103,16.76,3386.84,9.9681,103
3402.25,520000,-574.5316162109375,104,19.1141,3363.58,11.5223,104
3390.88,525000,-652.5858764648438,105,19.5286,3336.05,11.3095,105
3376.63,530000,-611.4285888671875,106,18.6543,3354.12,11.4506,106
3402.58,535000,-463.8560485839844,107,18.4695,3374.56,10.9506,107
3424.94,540000,-646.1417846679688,108,19.6471,3075.77,13.7113,108
3421.88,545000,-604.4031982421875,109,18.7859,3399.19,10.9844,109
3353.6,550000,-687.5614624023438,110,19.2079,3348.97,12.0264,110
3424.32,555000,-539.9127197265625,111,18.8845,3409.09,11.6997,111
3364.94,560000,-596.1146850585938,112,19.1999,3350.61,12.4864,112
3324.18,565000,-794.8654174804688,113,19.0401,3308.96,12.2697,113
3454.17,570000,-527.0870971679688,114,18.5483,3434.56,11.5958,114
3401.84,575000,-615.0525512695312,115,17.9548,3311.05,10.4072,115
3372.77,580000,-683.7900390625,116,19.0797,3338.23,11.7566,116
3432.67,585000,-534.0852661132812,117,18.1523,3417.25,11.1748,117
3388.52,590000,-589.3007202148438,118,18.1658,3371.18,11.5363,118
3415.32,595000,-589.0284423828125,119,18.5658,3257.62,11.4035,119
3416.27,600000,-541.8072509765625,120,18.3253,3384.71,11.3492,120
3448.46,605000,-577.3502197265625,121,18.4271,3418.74,11.3644,121
3443.13,610000,-627.9228515625,122,18.5784,3028.69,12.3881,122
3369.72,615000,-759.9888916015625,123,19.0832,3242.17,10.7882,123
3415.46,620000,-664.9989013671875,124,18.8963,3385.73,11.8889,124
3382.33,625000,-580.6802368164062,125,17.4085,3338.81,10.1965,125
3423.03,630000,-618.975830078125,126,18.825,3163.27,11.6842,126
3455.2,635000,-615.3086547851562,127,19.0582,3281.65,13.2412,127
3417.61,640000,-663.8173828125,128,18.4593,3377.64,11.279,128
3405.94,645000,-711.923095703125,129,18.8234,3394.86,12.2293,129
3416.16,650000,-612.7733154296875,130,18.3631,3410.15,11.5385,130
3456.13,655000,-583.3115234375,131,18.4026,3137.5,11.3771,131
3423.14,660000,-751.9956665039062,132,18.9913,3416.16,11.9887,132
3426.08,665000,-686.717529296875,133,19.4302,3387.08,12.416,133
3452.76,670000,-677.7376098632812,134,19.5189,3127.7,12.5739,134
3418.38,675000,-759.9697265625,135,19.111,3385.78,11.4953,135
3413.95,680000,-747.4979248046875,136,19.018,3307.02,11.6462,136
3438.42,685000,-621.9962768554688,137,18.5503,3399.98,11.1984,137
3430.65,690000,-669.1212768554688,138,18.8457,3411.01,11.9545,138
3401.25,695000,-648.2101440429688,139,17.8338,3387.61,10.9334,139
3377.15,700000,-819.5386352539062,140,18.8915,3378.84,12.096,140
3444.86,705000,-508.4441223144531,141,18.74,3393.08,11.9938,141
3435.74,710000,-570.8917846679688,142,18.3195,3042.19,11.3932,142
3469.19,715000,-734.4244995117188,143,20.151,3015.03,13.8277,143
3422.12,720000,-653.4058837890625,144,18.1857,3417.51,11.3709,144
3422.83,725000,-580.8997802734375,145,18.59,3410.49,11.7752,145
3441.9,730000,-597.4646606445312,146,17.8962,3329.44,10.9412,146
3328.32,735000,-1057.2049560546875,147,19.9007,1798.88,20.6789,147
3394.65,740000,-721.871337890625,148,18.3762,3382.22,15.017,148
3437.8,745000,-636.0912475585938,149,18.5662,3262.86,11.9563,149
3383.77,750000,-1083.1229248046875,150,19.7804,2413.27,12.0241,150
3412.08,755000,-737.1643676757812,151,17.8817,3389.32,11.2052,151
3466.32,760000,-784.4632568359375,152,18.4392,3264.63,16.8263,152
3434.97,765000,-611.0838623046875,153,17.7431,3413.58,11.2376,153
3431.22,770000,-720.17138671875,154,18.4281,3280.19,11.3063,154
3470.79,775000,-855.653564453125,155,19.5583,3211.93,18.0424,155
3455.19,780000,-680.4503784179688,156,17.8078,3280.05,13.0625,156
3403.23,785000,-745.1978759765625,157,17.8244,3391.13,10.8411,157
3469.18,790000,-613.0497436523438,158,17.4333,3470.0,10.8303,158
3407.28,795000,-841.3399047851562,159,18.7591,3367.23,11.5769,159
3424.07,800000,-802.6649169921875,160,18.8571,3358.32,12.2291,160
3495.74,805000,-617.3170166015625,161,18.3276,3142.3,12.2299,161
3412.54,810000,-856.8583984375,162,18.8674,3388.02,11.4414,162
3442.59,815000,-985.2482299804688,163,19.417,2269.19,23.8502,163
3471.86,820000,-813.7772216796875,164,18.5687,2509.93,10.54,164
3430.56,825000,-874.6619262695312,165,18.5177,3286.11,11.2647,165
3457.87,830000,-770.6309814453125,166,18.7812,3433.34,11.9008,166
3456.23,835000,-749.1399536132812,167,18.9663,3352.17,11.7899,167
3482.63,840000,-528.1610107421875,168,17.0874,3202.21,9.928,168
3448.85,845000,-736.9315185546875,169,17.8896,3350.02,10.7696,169
3425.2,850000,-723.0554809570312,170,17.6992,3403.69,10.098,170
3470.77,855000,-790.865478515625,171,18.0875,3378.47,11.0834,171
3471.66,860000,-830.6207885742188,172,18.3866,3388.35,12.9843,172
3448.9,865000,-1028.787109375,173,19.8686,3240.44,12.1997,173
3463.1,870000,-809.0095825195312,174,18.3698,3165.78,11.9131,174
3472.93,875000,-884.4488525390625,175,18.9247,3360.0,12.1252,175
3408.9,880000,-1084.5008544921875,176,19.0452,3371.31,11.8237,176
3470.5,885000,-712.8209838867188,177,18.2038,3455.02,11.4301,177
3418.05,890000,-999.1442260742188,178,18.5667,3391.02,11.9519,178
3443.48,895000,-956.6482543945312,179,18.665,3234.03,11.6441,179
3450.02,900000,-890.4472045898438,180,18.1639,3367.59,11.4722,180
3427.7,905000,-934.2308349609375,181,19.0378,2993.44,12.7986,181
3442.17,910000,-984.1998291015625,182,18.9413,3293.63,12.394,182
3482.0,915000,-867.6158447265625,183,18.3482,3316.77,11.3987,183
3386.21,920000,-956.3230590820312,184,17.4818,3366.69,10.5514,184
3460.44,925000,-941.9854736328125,185,18.3386,3243.1,11.4343,185
3459.72,930000,-1189.3192138671875,186,19.7929,3011.94,15.9681,186
3471.83,935000,-1006.2192993164062,187,19.1188,3081.94,12.3652,187
3439.31,940000,-1031.78466796875,188,17.9944,3355.62,10.7557,188
3443.81,945000,-993.670654296875,189,18.5012,3418.86,11.8955,189
3443.62,950000,-984.6008911132812,190,18.5475,3248.27,10.6765,190
3458.82,955000,-942.6952514648438,191,18.8323,3443.63,11.9523,191
3425.07,960000,-1135.9698486328125,192,18.5248,3316.26,11.1793,192
3464.15,965000,-1394.0638427734375,193,19.4706,2633.54,11.7664,193
3437.65,970000,-1171.605712890625,194,19.6352,3282.11,11.7163,194
3445.04,975000,-755.913818359375,195,17.707,3224.01,11.1774,195
3492.86,980000,-818.8483276367188,196,18.3872,2951.24,12.0453,196
3498.25,985000,-1306.5565185546875,197,20.3033,2728.12,11.9665,197
3411.52,990000,-1217.880859375,198,18.3254,3377.56,11.2538,198
3493.88,995000,-898.6260375976562,199,18.7292,3320.8,11.6844,199
