Real Det Return,Running Reverse KL,Itration,Running Update Time,Reward Loss,Real Sto Return,Running Env Steps,Running Forward KL
895.42,30.5797,52,52,-3646.350341796875,226.07,260000,73.9693
847.64,30.6817,53,53,-3728.39990234375,276.01,265000,74.8626
716.72,30.4661,54,54,-3822.739990234375,242.98,270000,73.4471
794.89,31.2171,55,55,-3911.02978515625,298.39,275000,73.0685
848.88,30.9857,56,56,-3963.18701171875,256.48,280000,74.8332
789.73,31.1983,57,57,-4086.28662109375,255.44,285000,75.9229
796.24,30.765,58,58,-4146.5537109375,265.9,290000,75.6522
950.28,31.1381,59,59,-4283.3251953125,252.66,295000,74.5143
803.82,30.5499,60,60,-4333.35498046875,235.12,300000,74.7854
686.48,31.3739,61,61,-4454.796875,264.76,305000,74.9038
848.73,30.9135,62,62,-4558.72021484375,328.78,310000,74.973
799.76,31.3002,63,63,-4668.09619140625,257.39,315000,75.0745
902.84,30.9601,64,64,-4727.5498046875,298.58,320000,74.7619
800.59,30.5692,65,65,-4791.74267578125,216.38,325000,74.2468
800.03,30.8363,66,66,-4924.72265625,236.79,330000,74.5662
795.31,30.6715,67,67,-4949.2412109375,257.27,335000,74.409
653.99,31.0915,68,68,-5108.66015625,213.2,340000,74.2729
948.07,30.5156,69,69,-5207.4013671875,256.99,345000,73.2265
906.34,31.1236,70,70,-5273.02685546875,281.09,350000,74.9011
850.5,30.8853,71,71,-5409.71923828125,282.33,355000,74.9819
959.42,30.7859,72,72,-5493.07763671875,293.62,360000,75.6477
855.11,31.2394,73,73,-5661.48681640625,304.6,365000,74.5361
727.94,30.939,74,74,-5732.75048828125,247.5,370000,73.9821
807.63,30.1186,75,75,-5832.6650390625,232.04,375000,74.6281
800.35,31.099,76,76,-6061.81103515625,290.96,380000,74.5897
691.94,31.4134,77,77,-6023.2607421875,274.39,385000,74.9925
831.58,30.697,78,78,-6213.05908203125,292.12,390000,74.6015
830.67,30.9278,79,79,-6329.64501953125,258.82,395000,75.5253
753.55,30.684,80,80,-6399.7548828125,239.14,400000,74.6936
798.98,30.7629,81,81,-6532.22509765625,248.18,405000,74.9691
657.07,31.1052,82,82,-6627.5478515625,232.39,410000,76.3394
758.6,30.3952,83,83,-6773.1455078125,251.86,415000,73.9725
896.2,31.3216,84,84,-6931.79296875,263.8,420000,74.7793
916.03,30.7793,85,85,-6906.1318359375,348.88,425000,71.7528
854.44,30.6522,86,86,-7101.7548828125,298.89,430000,73.9506
913.22,30.5935,87,87,-7254.041015625,260.84,435000,73.2728
753.28,30.8366,88,88,-7361.98828125,306.1,440000,75.4096
806.03,30.8942,89,89,-7502.77294921875,263.5,445000,74.8546
649.77,31.2702,90,90,-7713.626953125,275.89,450000,75.1802
748.88,30.2274,91,91,-7686.31201171875,262.39,455000,74.4643
806.35,30.8641,92,92,-7788.1650390625,316.23,460000,73.217
907.92,30.4215,93,93,-7935.314453125,291.55,465000,74.1914
801.96,30.8269,94,94,-8002.6162109375,284.77,470000,72.6566
807.8,30.7712,95,95,-8212.330078125,308.35,475000,74.6752
811.82,30.7358,96,96,-8348.4130859375,275.89,480000,74.4104
806.98,30.5549,97,97,-8582.5654296875,282.69,485000,74.2515
910.17,30.4861,98,98,-8725.1923828125,300.53,490000,74.1377
905.94,30.4787,99,99,-8772.5498046875,287.71,495000,73.9301
714.21,30.7336,100,100,-9005.9638671875,272.01,500000,74.6995
799.31,30.6056,101,101,-9062.8505859375,290.43,505000,74.5114
857.96,30.4187,102,102,-9237.1796875,311.94,510000,74.4636
955.79,30.7286,103,103,-9448.4345703125,293.72,515000,75.5732
806.16,30.4587,104,104,-9496.9111328125,289.23,520000,74.2292
847.13,30.9125,105,105,-9681.359375,370.93,525000,75.0485
799.87,30.9704,106,106,-9947.6142578125,275.79,530000,74.8995
903.45,30.5726,107,107,-10016.4384765625,293.07,535000,73.6774
894.39,31.2982,108,108,-10165.0556640625,313.85,540000,74.0802
800.15,30.9882,109,109,-10394.32421875,292.69,545000,74.7214
900.94,30.6962,110,110,-10544.685546875,297.91,550000,73.8245
952.65,30.3043,111,111,-10470.625,289.38,555000,73.4504
956.74,30.4544,112,112,-10884.498046875,310.18,560000,75.5119
895.23,31.391,113,113,-11131.9287109375,332.85,565000,75.1123
849.51,30.8483,114,114,-11145.4873046875,297.79,570000,74.6458
901.06,30.8501,115,115,-11400.9287109375,271.51,575000,74.3283
755.97,30.7222,116,116,-11494.728515625,294.82,580000,73.4903
899.36,30.8676,117,117,-11786.376953125,349.08,585000,74.4864
753.57,30.4593,118,118,-11753.2041015625,205.75,590000,73.5936
805.51,30.6505,119,119,-11978.79296875,316.01,595000,73.4484
807.99,30.781,120,120,-12104.208984375,298.64,600000,74.4412
856.0,31.4016,121,121,-12477.91796875,308.52,605000,74.6399
854.95,30.744,122,122,-12671.453125,291.13,610000,74.6231
695.3,30.9721,123,123,-12898.9814453125,279.78,615000,75.332
760.04,30.8831,124,124,-13051.7216796875,313.37,620000,76.2108
734.96,30.7829,125,125,-13192.2216796875,270.91,625000,74.3587
801.36,30.4775,126,126,-13392.44140625,280.3,630000,73.4369
862.6,30.958,127,127,-13557.7666015625,283.85,635000,76.2703
763.27,31.212,128,128,-13788.6318359375,311.76,640000,75.4005
699.21,31.052,129,129,-14027.0244140625,293.84,645000,74.7908
852.76,30.2824,130,130,-14128.1328125,301.14,650000,75.0034
843.04,31.1677,131,131,-14398.919921875,310.17,655000,73.5019
854.44,30.7009,132,132,-14323.349609375,296.01,660000,74.1533
807.44,30.7941,133,133,-14982.5673828125,311.41,665000,74.9397
855.49,30.7719,134,134,-15036.2490234375,265.06,670000,74.3944
814.08,30.7513,135,135,-15299.25390625,274.46,675000,74.0633
908.08,30.9311,136,136,-15501.3037109375,283.49,680000,75.0824
798.9,31.7882,137,137,-15778.025390625,318.98,685000,75.2188
861.8,30.7668,138,138,-15839.7626953125,281.35,690000,73.7637
898.39,30.886,139,139,-16253.6923828125,362.64,695000,75.7117
895.85,30.7592,140,140,-16499.09375,356.62,700000,76.1547
798.07,30.187,141,141,-16667.63671875,256.89,705000,73.1246
856.6,30.7595,142,142,-17043.359375,257.42,710000,74.7924
906.46,30.7518,143,143,-17115.8984375,268.48,715000,73.6516
703.75,30.5054,144,144,-17313.52734375,205.04,720000,75.2599
805.56,30.7593,145,145,-17679.064453125,279.0,725000,73.102
798.94,30.2422,146,146,-17990.83203125,255.36,730000,73.8186
799.49,30.8512,147,147,-18165.693359375,277.21,735000,75.494
855.63,31.0688,148,148,-18585.904296875,362.59,740000,74.913
803.68,30.8294,149,149,-18680.685546875,301.74,745000,75.0368
804.55,30.8202,150,150,-18985.205078125,302.4,750000,74.5495
856.17,31.0377,151,151,-19122.341796875,274.36,755000,74.5911
889.38,30.4492,152,152,-19428.71484375,304.86,760000,74.1697
952.97,31.1055,153,153,-19834.751953125,326.58,765000,75.1334
908.63,30.4065,154,154,-19824.43359375,295.62,770000,74.1741
764.52,30.4658,155,155,-20038.400390625,305.79,775000,74.4471
907.56,30.8843,156,156,-20528.888671875,338.25,780000,74.074
866.46,30.7994,157,157,-20918.421875,277.24,785000,75.4687
862.04,30.6907,158,158,-21143.66796875,244.66,790000,75.0766
912.35,30.5599,159,159,-20933.755859375,307.04,795000,71.9038
802.71,30.4534,160,160,-21571.25,306.96,800000,73.9318
899.35,31.3618,161,161,-22179.501953125,288.09,805000,75.0646
1006.85,31.0532,162,162,-22512.03125,310.2,810000,75.185
905.52,31.0109,163,163,-22423.6015625,341.58,815000,74.0262
907.82,30.8119,164,164,-23118.16015625,349.39,820000,74.5689
905.56,30.5721,165,165,-23227.3828125,248.23,825000,74.9232
801.33,30.3757,166,166,-23445.10546875,326.57,830000,72.5953
846.61,30.7858,167,167,-24025.19921875,290.82,835000,75.5715
802.72,31.2403,168,168,-24340.189453125,240.7,840000,76.0273
859.36,30.6403,169,169,-24251.09375,266.53,845000,73.4909
905.38,30.6375,170,170,-24812.7421875,337.43,850000,73.5017
904.08,30.7776,171,171,-24871.078125,338.27,855000,75.6305
798.32,30.89,172,172,-25469.58203125,291.95,860000,74.6056
850.15,30.644,173,173,-25963.474609375,311.2,865000,75.4186
856.28,31.0106,174,174,-26268.205078125,313.4,870000,74.2509
897.47,31.1444,175,175,-26645.81640625,294.01,875000,75.1569
748.04,30.9936,176,176,-26956.310546875,281.79,880000,74.5162
757.39,30.8696,177,177,-27502.6171875,277.98,885000,74.4067
800.97,30.7323,178,178,-27498.029296875,331.1,890000,74.441
804.07,30.6857,179,179,-27631.94921875,311.22,895000,74.9456
751.92,30.4884,180,180,-28433.1640625,309.44,900000,73.7434
899.06,30.719,181,181,-28425.74609375,357.25,905000,74.7401
799.36,30.5298,182,182,-28840.611328125,281.83,910000,74.007
905.32,30.42,183,183,-29387.072265625,300.41,915000,73.6405
749.95,30.1592,184,184,-29428.9296875,287.33,920000,73.367
799.73,30.3597,185,185,-30058.890625,308.89,925000,75.7967
850.3,30.5445,186,186,-30112.220703125,332.55,930000,75.1442
1003.8,30.6541,187,187,-30974.0390625,305.85,935000,74.4613
844.5,32.4256,188,188,-30796.796875,351.73,940000,73.9004
707.77,31.1033,189,189,-31654.1171875,271.28,945000,74.8817
730.75,30.5872,190,190,-31816.40234375,291.23,950000,73.2613
802.42,31.0864,191,191,-32345.314453125,296.6,955000,76.032
840.59,30.5175,192,192,-32215.671875,287.25,960000,74.6599
695.77,30.6627,193,193,-33209.5546875,280.37,965000,74.5237
747.46,30.5363,194,194,-33252.2421875,227.74,970000,75.4777
899.41,30.6651,195,195,-33650.12890625,284.18,975000,75.7304
845.61,30.8167,196,196,-34287.859375,250.39,980000,74.5356
856.93,31.0223,197,197,-34650.97265625,294.31,985000,74.0813
846.9,30.5301,198,198,-34778.87109375,284.13,990000,74.6522
900.44,30.3018,199,199,-35250.32421875,301.0,995000,74.2672
906.73,30.604,200,200,-35471.20703125,285.26,1000000,73.1711
905.62,30.4031,201,201,-36092.26953125,285.98,1005000,75.423
903.74,30.8376,202,202,-36225.26953125,299.12,1010000,75.3313
960.07,30.5546,203,203,-36910.83203125,242.55,1015000,73.9561
853.62,30.4262,204,204,-36918.51953125,314.84,1020000,74.7821
849.76,30.5104,205,205,-37974.4375,346.07,1025000,74.3252
855.69,30.7762,206,206,-37830.60546875,294.06,1030000,74.9414
803.12,30.3168,207,207,-38364.56640625,307.49,1035000,74.3146
856.37,30.7344,208,208,-39482.9140625,340.43,1040000,74.2279
838.89,30.8979,209,209,-39974.296875,259.29,1045000,75.2586
758.23,30.1785,210,210,-39855.6640625,326.64,1050000,74.4723
858.83,30.3302,211,211,-41068.36328125,278.26,1055000,74.5637
900.0,30.5257,212,212,-41224.7578125,331.3,1060000,75.5432
955.03,30.4965,213,213,-40979.80859375,265.98,1065000,75.3165
859.84,30.0944,214,214,-41588.66015625,307.71,1070000,74.778
898.96,30.542,215,215,-42558.6875,302.27,1075000,75.3123
1008.51,30.515,216,216,-42668.5859375,326.4,1080000,74.542
947.36,30.8266,217,217,-42898.0859375,294.97,1085000,75.181
947.26,30.7295,218,218,-43697.8046875,301.45,1090000,75.0923
806.12,30.6594,219,219,-43809.30859375,245.49,1095000,75.5214
953.77,31.088,220,220,-44424.55078125,292.38,1100000,74.9472
896.28,30.2407,221,221,-45220.953125,287.53,1105000,74.9945
960.5,30.0787,222,222,-45368.62109375,301.38,1110000,75.2355
952.57,30.0519,223,223,-45314.296875,275.6,1115000,73.4763
948.64,30.4131,224,224,-45762.328125,292.56,1120000,74.7914
904.07,30.2173,225,225,-46837.37890625,307.68,1125000,74.8524
827.23,30.6012,226,226,-47554.54296875,260.32,1130000,75.3515
745.0,30.2352,227,227,-47510.87890625,287.74,1135000,75.4221
896.87,29.9869,228,228,-47986.5390625,250.9,1140000,75.6609
867.09,30.1439,229,229,-48524.71484375,296.33,1145000,75.4619
853.29,30.2192,230,230,-48972.1640625,325.65,1150000,75.605
802.28,29.9195,231,231,-49256.23828125,231.76,1155000,75.3227
802.81,30.1053,232,232,-49587.19140625,302.38,1160000,75.6137
860.54,30.22,233,233,-50085.4921875,284.63,1165000,74.3889
756.24,30.6377,234,234,-50962.06640625,319.09,1170000,75.9086
796.84,30.4559,235,235,-51378.6015625,296.83,1175000,74.961
945.44,30.2061,236,236,-50761.46875,309.02,1180000,73.9422
861.87,30.7169,237,237,-51609.57421875,305.27,1185000,74.4251
846.67,30.2986,238,238,-52091.3984375,231.71,1190000,76.1659
896.11,30.2953,239,239,-51825.12109375,287.41,1195000,74.6152
904.32,30.3795,240,240,-53153.00390625,267.57,1200000,76.0704
947.92,30.6657,241,241,-53516.86328125,243.99,1205000,75.3364
850.56,30.0915,242,242,-53810.74609375,313.47,1210000,75.3515
900.32,30.2187,243,243,-53793.140625,277.81,1215000,75.3133
891.62,30.4097,244,244,-55131.67578125,285.63,1220000,75.1808
654.06,30.0412,245,245,-54729.125,251.3,1225000,74.4512
845.65,30.021,246,246,-55366.7109375,238.64,1230000,75.0587
653.42,30.5757,247,247,-55791.3515625,261.05,1235000,75.3848
694.91,30.6754,248,248,-56096.98046875,220.58,1240000,74.7246
902.59,30.1848,249,249,-55739.0546875,293.69,1245000,75.8354
801.33,30.2051,250,250,-56592.50390625,279.11,1250000,75.3458
761.29,30.6139,251,251,-57355.45703125,294.74,1255000,75.3904
756.06,30.3644,252,252,-58019.8671875,229.57,1260000,75.8135
812.44,31.4862,253,253,-57256.94140625,251.54,1265000,74.4836
784.71,30.3345,254,254,-57921.6015625,239.34,1270000,75.1655
814.72,30.5963,255,255,-59034.9921875,324.08,1275000,75.5645
854.05,30.2339,256,256,-58614.0546875,237.37,1280000,75.1757
764.71,30.1936,257,257,-59475.73046875,247.1,1285000,74.204
855.45,30.9521,258,258,-59886.4375,225.69,1290000,76.1786
804.91,30.2789,259,259,-59263.97265625,253.23,1295000,74.9369
802.66,30.516,260,260,-60354.3828125,182.68,1300000,74.9949
750.37,30.7098,261,261,-60818.55859375,212.71,1305000,74.7075
495.61,30.8385,262,262,-61335.55078125,270.07,1310000,75.1717
753.2,30.2453,263,263,-61585.0546875,250.81,1315000,75.0079
834.2,30.3746,264,264,-61023.6796875,188.52,1320000,75.1306
821.55,30.6889,265,265,-62894.55078125,231.6,1325000,75.7168
659.78,30.1395,266,266,-63008.9296875,200.91,1330000,75.3686
806.46,30.7278,267,267,-64182.015625,260.51,1335000,74.1342
747.73,30.9347,268,268,-63483.09375,285.91,1340000,74.1265
758.64,30.3633,269,269,-63959.85546875,221.07,1345000,74.8435
705.95,30.6445,270,270,-64461.74609375,241.38,1350000,74.7291
791.77,30.6329,271,271,-64740.64453125,261.79,1355000,75.0947
803.39,30.4037,272,272,-65112.37890625,190.29,1360000,74.7915
703.88,30.8988,273,273,-66038.6328125,226.48,1365000,75.4036
747.27,30.3,274,274,-65590.6953125,192.05,1370000,74.9379
750.65,30.3615,275,275,-65753.8046875,233.05,1375000,75.5113
691.72,30.5694,276,276,-66856.5234375,139.09,1380000,75.3656
736.54,30.4521,277,277,-66984.7265625,265.66,1385000,75.1971
895.33,30.2712,278,278,-67102.453125,314.28,1390000,75.2026
799.36,30.6191,279,279,-67413.9765625,249.4,1395000,75.9697
918.03,30.5874,280,280,-68885.1796875,289.55,1400000,75.4522
898.52,30.4395,281,281,-68103.2578125,227.05,1405000,74.919
893.77,30.8568,282,282,-69792.796875,287.38,1410000,75.725
837.25,30.5837,283,283,-68693.2421875,284.59,1415000,74.579
840.23,30.4408,284,284,-69191.7734375,325.42,1420000,76.3033
879.87,30.3322,285,285,-70564.71875,256.52,1425000,74.2419
885.01,30.4915,286,286,-70821.9921875,302.26,1430000,75.1636
780.54,30.56,287,287,-69865.2890625,312.25,1435000,74.3389
853.47,30.5758,288,288,-70883.7890625,248.35,1440000,75.21
794.27,30.5041,289,289,-70731.234375,328.63,1445000,75.078
944.49,30.7588,290,290,-72584.0,274.01,1450000,75.1962
895.99,30.6037,291,291,-72487.3203125,218.82,1455000,74.7317
907.43,30.4613,292,292,-73161.6953125,297.94,1460000,76.0101
883.5,30.7651,293,293,-73228.6328125,266.2,1465000,75.101
943.14,30.5748,294,294,-73425.2421875,295.62,1470000,74.8131
896.09,30.7148,295,295,-73744.875,228.48,1475000,74.5084
944.39,30.4829,296,296,-74146.671875,271.65,1480000,74.936
843.4,30.6312,297,297,-74216.4375,306.77,1485000,75.6719
897.7,30.8254,298,298,-74725.0078125,278.52,1490000,74.7493
747.37,30.3508,299,299,-75164.0,298.49,1495000,75.2828
790.65,30.3908,300,300,-75293.671875,258.67,1500000,73.2998
888.07,30.5148,301,301,-75953.3203125,290.56,1505000,75.5371
884.87,30.013,302,302,-77221.1796875,273.95,1510000,74.3728
887.34,30.5337,303,303,-77066.9609375,286.41,1515000,75.1409
942.61,30.5263,304,304,-77464.5859375,265.99,1520000,75.9049
936.68,30.6336,305,305,-78465.75,214.18,1525000,75.6683
934.26,30.5966,306,306,-78093.015625,257.19,1530000,74.5821
948.74,30.3562,307,307,-79051.90625,329.6,1535000,75.1502
943.71,30.3055,308,308,-78259.2578125,302.82,1540000,74.0359
940.08,30.5758,309,309,-79616.3046875,233.22,1545000,75.1263
949.34,30.7825,310,310,-80410.1171875,313.63,1550000,74.8545
951.28,30.6003,311,311,-80697.3671875,243.66,1555000,75.7815
786.66,30.8803,312,312,-80615.125,299.22,1560000,76.1139
896.69,30.6144,313,313,-81191.5859375,291.9,1565000,74.886
848.79,30.6591,314,314,-81902.6875,280.04,1570000,75.8633
846.85,30.5122,315,315,-81993.0546875,230.49,1575000,74.5283
754.33,29.5601,316,316,-81003.90625,197.37,1580000,74.5726
847.62,30.6316,317,317,-80694.8984375,298.04,1585000,74.1639
906.36,30.1002,318,318,-82422.640625,244.47,1590000,74.4825
737.63,30.6385,319,319,-83343.4140625,286.71,1595000,75.1758
794.02,30.2084,320,320,-85156.359375,286.43,1600000,74.5208
759.05,30.2582,321,321,-84938.140625,225.08,1605000,74.62
852.27,30.6962,322,322,-85206.21875,272.5,1610000,76.2254
745.07,30.3546,323,323,-84295.15625,292.62,1615000,74.6987
803.33,30.4847,324,324,-85013.4765625,279.53,1620000,75.055
847.98,30.2677,325,325,-85952.4296875,248.97,1625000,74.2943
901.85,30.4453,326,326,-85684.09375,203.82,1630000,74.676
832.9,30.4104,327,327,-84959.234375,203.42,1635000,74.6467
917.67,30.6416,328,328,-87823.6953125,225.51,1640000,75.39
849.15,30.6732,329,329,-87557.21875,289.87,1645000,74.7967
947.21,30.4293,330,330,-87651.328125,251.6,1650000,75.1648
786.99,31.1012,331,331,-88258.265625,248.45,1655000,75.7529
897.26,29.587,332,332,-88424.25,239.6,1660000,75.1907
944.5,30.4818,333,333,-89627.40625,236.14,1665000,75.5002
794.18,30.6616,334,334,-88612.9453125,263.62,1670000,74.7092
946.06,30.2478,335,335,-87988.7421875,262.14,1675000,74.9579
826.38,30.6214,336,336,-89367.625,346.63,1680000,74.8056
910.56,30.1914,337,337,-89483.6328125,233.16,1685000,75.1793
794.95,30.9236,338,338,-90333.5390625,304.96,1690000,75.1217
851.14,32.5302,339,339,-90259.671875,292.86,1695000,73.9626
911.99,30.3735,340,340,-90680.9921875,233.98,1700000,74.0925
818.84,30.6841,341,341,-90589.6640625,255.56,1705000,75.9645
907.79,30.4022,342,342,-91116.375,263.44,1710000,75.0009
806.5,30.3475,343,343,-89935.640625,251.15,1715000,75.2362
647.48,30.6109,344,344,-91256.6875,241.18,1720000,74.6865
793.93,30.2141,345,345,-90769.6328125,249.74,1725000,74.7646
769.42,30.5543,346,346,-91988.4140625,239.45,1730000,75.7632
766.7,30.4993,347,347,-92294.5625,262.98,1735000,75.3527
912.73,30.1651,348,348,-91267.3203125,286.77,1740000,74.5202
762.33,30.9983,349,349,-91811.53125,192.26,1745000,75.5334
813.96,30.5041,350,350,-92193.8671875,309.45,1750000,74.2676
915.09,30.4505,351,351,-92050.3046875,269.38,1755000,75.1311
813.21,30.773,352,352,-91662.4765625,263.68,1760000,75.0457
756.13,31.4257,353,353,-93562.859375,180.63,1765000,76.1651
732.26,30.9943,354,354,-93460.6171875,241.03,1770000,75.3343
758.61,30.238,355,355,-92930.2734375,239.07,1775000,75.8147
766.72,30.4076,356,356,-92915.546875,250.83,1780000,75.8372
750.06,30.2787,357,357,-93140.9921875,233.29,1785000,75.5438
710.02,30.6444,358,358,-93148.46875,267.87,1790000,75.6992
807.69,30.109,359,359,-92611.2109375,294.13,1795000,74.8137
856.64,30.4114,360,360,-92416.8125,229.41,1800000,76.1143
891.1,30.7451,361,361,-93387.390625,283.08,1805000,75.1953
596.79,30.4686,362,362,-93065.7578125,261.9,1810000,75.0186
749.77,30.1092,363,363,-93594.21875,238.15,1815000,74.2342
749.55,30.3187,364,364,-93854.0546875,256.3,1820000,74.5129
605.96,30.5768,365,365,-93962.1015625,255.05,1825000,76.0623
648.69,30.2239,366,366,-93731.953125,266.79,1830000,75.0283
748.04,30.3955,367,367,-94066.21875,162.2,1835000,75.0489
790.98,30.3359,368,368,-93991.515625,298.28,1840000,75.2448
793.6,30.08,369,369,-93649.578125,297.04,1845000,74.5291
747.79,30.171,370,370,-94073.6328125,272.09,1850000,75.4438
736.95,30.1318,371,371,-93857.1015625,224.13,1855000,74.9922
749.61,30.3924,372,372,-94505.578125,258.85,1860000,75.3234
847.76,30.3929,373,373,-94575.359375,255.54,1865000,75.1576
896.51,30.4829,374,374,-94783.7578125,266.17,1870000,74.8696
850.72,30.3706,375,375,-94262.921875,250.82,1875000,75.2048
899.3,30.2812,376,376,-94250.390625,262.15,1880000,75.2434
750.41,30.2098,377,377,-95194.34375,233.9,1885000,75.3502
798.82,31.0046,378,378,-94900.7421875,211.25,1890000,75.3561
786.35,30.0402,379,379,-94866.4140625,262.05,1895000,74.9456
797.11,30.5093,380,380,-95089.546875,222.04,1900000,75.4303
801.75,30.5324,381,381,-95038.203125,267.09,1905000,76.1863
852.25,30.6991,382,382,-95170.875,294.43,1910000,75.8139
607.08,30.5126,383,383,-95190.78125,191.68,1915000,75.0322
751.08,30.2758,384,384,-95053.5390625,264.74,1920000,74.8664
793.06,30.2649,385,385,-94717.1171875,251.08,1925000,75.4063
759.85,30.0717,386,386,-93842.8125,223.82,1930000,74.4667
692.11,30.295,387,387,-95102.578125,283.17,1935000,76.1854
668.16,30.141,388,388,-94865.7265625,218.54,1940000,74.8949
849.82,29.9216,389,389,-95196.6484375,255.14,1945000,74.3944
953.06,30.5768,390,390,-95471.3984375,263.99,1950000,74.2762
846.56,30.4133,391,391,-95417.6796875,208.38,1955000,74.1095
660.11,29.7235,392,392,-94752.0546875,229.62,1960000,74.9011
788.94,30.0414,393,393,-95367.6484375,252.19,1965000,75.5409
901.94,30.1055,394,394,-95097.5703125,240.31,1970000,74.9595
654.5,30.2664,395,395,-95056.6796875,264.93,1975000,75.2129
672.46,30.105,396,396,-95271.265625,255.48,1980000,75.629
850.57,30.2469,397,397,-95108.0546875,253.6,1985000,74.0853
846.83,30.0302,398,398,-94973.375,265.23,1990000,74.4151
708.38,30.4021,399,399,-95136.875,302.59,1995000,75.1197
955.7,30.0945,400,400,-95476.3203125,259.24,2000000,75.6089
523.62,30.2541,401,401,-95039.0078125,254.71,2005000,75.0075
801.96,29.2208,402,402,-94032.484375,222.45,2010000,72.619
794.74,30.0571,403,403,-95080.875,245.65,2015000,74.323
858.15,29.6531,404,404,-95335.25,218.3,2020000,74.6102
810.3,30.0405,405,405,-95143.5859375,204.44,2025000,74.2757
910.02,29.786,406,406,-95842.5390625,228.84,2030000,74.5772
799.54,29.7392,407,407,-95859.6796875,238.25,2035000,74.7871
702.72,30.4617,408,408,-95639.46875,245.58,2040000,76.1321
752.26,30.4452,409,409,-95513.7734375,307.03,2045000,75.5477
895.27,29.9748,410,410,-95928.8203125,276.82,2050000,74.8189
860.83,30.0149,411,411,-96097.6875,220.33,2055000,75.9057
807.87,30.1995,412,412,-95624.6875,229.23,2060000,74.9199
714.05,29.7519,413,413,-95600.9609375,277.94,2065000,73.9095
716.56,29.7756,414,414,-95888.1171875,261.27,2070000,75.0764
862.67,29.768,415,415,-95303.2734375,249.91,2075000,74.7099
