Real Det Return,Running Reverse KL,Real Sto Return,Running Forward KL,Itration
1396.64,205.8767,1528.65,389.8278,57
3105.8,209.7039,1533.8,383.984,58
1445.09,210.7769,1807.62,395.7731,59
2576.3,198.1098,1660.48,383.1074,60
3998.89,199.7728,2290.87,376.1604,61
3629.56,180.6606,2937.23,364.2275,62
3298.04,196.9047,2106.39,386.491,63
2856.5,216.9387,2633.71,395.1414,64
1341.83,204.5577,2045.69,387.8496,65
3144.94,165.5023,3503.88,363.891,66
3302.64,173.3477,3299.41,364.4053,67
3794.38,176.9607,2756.55,361.661,68
1295.59,217.065,1470.1,391.8409,69
2413.43,180.2922,1950.49,368.1652,70
3320.87,191.1738,2128.87,379.9772,71
4047.72,168.8817,2570.83,363.7424,72
3416.06,169.8038,2852.28,372.3596,73
3004.53,179.9671,2964.17,368.5243,74
3676.12,202.8826,2293.65,383.4936,75
4552.45,162.4709,3431.93,352.4329,76
4329.34,173.6119,3076.35,361.3451,77
5095.07,171.5454,2290.68,363.7272,78
4718.86,163.9736,3233.26,360.1327,79
3892.69,174.6407,3676.38,362.2103,80
3186.62,169.6971,2742.79,365.4447,81
5028.87,183.1663,3616.55,370.8158,82
5274.56,161.9477,3664.16,356.1966,83
3233.19,190.747,2255.31,375.8539,84
5293.9,154.2311,4336.65,349.7761,85
4754.11,154.4332,4711.9,349.1982,86
5345.83,173.8984,4336.24,357.3576,87
5238.08,166.4003,3913.02,357.892,88
4920.88,171.5719,3972.51,361.6014,89
5055.21,164.0983,3644.26,363.3235,90
4261.39,174.6052,3635.64,360.9771,91
4647.35,180.7743,2697.97,364.9704,92
5172.59,155.9905,4449.02,352.0792,93
5208.57,165.8147,4631.08,356.4845,94
5188.93,151.5689,4213.74,357.0155,95
4288.33,163.4899,3198.31,357.8985,96
5132.69,156.0429,4305.55,353.0854,97
4600.5,169.4188,3920.27,362.303,98
4853.62,169.8241,4008.63,363.7018,99
4846.64,166.2809,4264.32,360.355,100
4959.73,170.6809,4666.1,354.538,101
3537.3,175.8583,3895.61,356.8555,102
5103.07,173.8564,4813.87,367.6459,103
5123.68,177.1098,4408.84,356.3404,104
5121.68,171.3394,4688.71,367.7486,105
4513.96,169.8903,4177.69,355.762,106
5185.68,175.1251,4315.49,356.7805,107
5143.49,174.6012,3345.85,363.1322,108
5127.8,172.5514,4683.9,364.9678,109
4238.3,167.0824,4539.94,353.9758,110
3593.29,224.31,1736.71,368.0199,111
4758.92,174.3934,4112.69,350.888,112
4571.73,178.8438,4537.04,368.085,113
4960.09,184.5549,4277.21,374.0239,114
1296.13,196.938,4633.48,367.6856,115
5117.08,166.1083,4536.53,354.2392,116
4466.16,193.6571,2599.41,360.9651,117
5075.22,169.562,4357.92,352.245,118
4193.63,191.3332,4520.31,364.8201,119
4340.51,181.2761,4740.61,361.1262,120
5127.39,171.6908,4535.63,352.9668,121
4485.05,174.337,4081.77,362.7345,122
4953.33,180.0246,4824.45,367.9082,123
2423.48,184.7589,2909.02,372.9554,124
5050.81,165.9302,4558.72,356.7048,125
4870.2,177.4089,3340.19,356.422,126
5072.96,178.664,4156.97,356.89,127
5170.77,167.0117,3633.71,353.8132,128
4937.32,177.0012,4332.57,361.0047,129
4393.8,162.8704,3939.69,356.4206,130
4987.39,178.752,3961.43,360.5563,131
5126.96,167.6555,4755.12,352.6446,132
2117.72,171.0445,3431.68,361.6065,133
3738.64,166.2806,3522.14,356.7796,134
4974.75,174.6594,4828.49,357.0419,135
2535.14,168.1286,4063.8,355.9488,136
4945.86,175.8021,4882.32,359.3456,137
2400.81,168.4337,4071.71,359.8191,138
5013.39,170.9537,3903.58,348.5786,139
5082.62,167.4038,3634.49,355.1984,140
5089.33,181.447,5026.24,361.6417,141
5175.15,169.6825,4584.23,353.987,142
4816.35,174.7708,4743.02,351.4769,143
4956.15,173.2943,4844.78,360.4137,144
4523.3,204.022,3094.53,369.9048,145
5115.68,168.6955,4783.14,351.2161,146
4438.73,182.8304,4019.0,356.9034,147
5158.66,166.3764,4901.04,357.1127,148
2132.42,170.1755,4289.54,362.4556,149
4312.36,205.1163,2666.6,377.128,150
4608.79,199.356,2574.68,362.76,151
1577.22,184.7933,3901.3,371.3151,152
2502.88,169.6168,4150.03,355.6157,153
2191.79,169.9947,3879.84,360.9169,154
4984.6,173.0597,4676.24,351.0035,155
4438.17,176.3872,4890.17,355.0953,156
4893.34,186.1951,4602.52,360.4336,157
3764.54,204.5541,3340.28,366.4074,158
5180.44,174.0144,5038.34,351.5737,159
2518.6,178.2896,4852.08,357.0653,160
4993.24,176.7148,4843.28,354.4857,161
5141.18,173.2991,4477.85,354.0683,162
4900.31,191.8054,4329.93,357.7361,163
4952.85,171.5873,5037.31,347.015,164
5019.99,179.7865,4924.53,352.0578,165
4278.92,185.2617,4496.88,356.3136,166
4909.49,178.8237,4587.25,356.5146,167
5151.19,171.9344,5008.82,349.3498,168
4976.5,177.5169,5004.9,351.5293,169
4691.28,171.3218,4810.69,355.7061,170
4516.21,173.9762,4762.62,346.9189,171
4929.95,178.6674,4769.27,344.6639,172
4429.82,172.3593,4530.89,355.68,173
3468.53,179.5465,4738.69,356.6347,174
4970.27,183.6655,4975.23,359.0803,175
5155.09,159.6189,5003.54,341.5396,176
4979.63,185.9367,4770.41,351.236,177
4743.27,171.9023,4989.99,353.1936,178
4833.84,195.8526,3508.71,367.0607,179
4711.82,184.6468,4965.93,360.9627,180
4920.24,176.8189,4974.5,351.3601,181
5121.54,163.6883,5051.04,343.0952,182
4993.32,175.5316,4804.71,347.1878,183
2713.77,183.1196,4209.56,350.1907,184
5207.55,171.0256,4998.58,349.7058,185
3760.92,179.7536,4594.16,353.2848,186
4956.98,174.0788,4861.8,349.8157,187
5119.84,160.1494,4915.53,343.7792,188
4578.49,166.0791,5043.44,347.5961,189
4947.61,173.97,5000.53,349.8368,190
5006.11,167.5059,4859.95,343.5317,191
5082.46,176.1121,4767.62,348.9185,192
4539.27,166.8486,4945.45,346.3208,193
5076.11,173.737,4747.84,356.917,194
4988.29,167.0128,4843.53,352.4082,195
4949.25,175.175,5021.32,348.5676,196
4540.5,171.3659,4379.01,347.0869,197
