Running Forward KL,Running Reverse KL,Running Env Steps,Real Sto Return,Running Update Time,Itration,Real Det Return,Reward Loss
149.2366,18.2075,150000,8276.98,30,30,8889.13,-398.081787109375
148.5994,17.4344,155000,8321.34,31,31,8961.97,-421.2029113769531
148.9851,18.9558,160000,8517.14,32,32,8889.37,-439.32379150390625
148.6769,18.6527,165000,8003.94,33,33,8801.99,-490.6609802246094
147.5028,17.0362,170000,8465.53,34,34,9389.73,-471.4501037597656
148.2931,18.2359,175000,8720.11,35,35,9386.26,-518.6182861328125
148.0245,18.0627,180000,8675.87,36,36,9219.35,-519.3743286132812
148.7962,18.6622,185000,8861.84,37,37,9325.07,-548.7540283203125
148.3779,18.8674,190000,8764.38,38,38,9125.43,-577.3494262695312
147.533,17.3974,195000,8293.75,39,39,8675.24,-609.2109375
148.4036,18.8183,200000,8793.81,40,40,9291.88,-655.3667602539062
147.9014,18.5237,205000,9125.13,41,41,9554.15,-644.494873046875
147.5338,17.9917,210000,9270.22,42,42,9618.82,-669.054443359375
148.3457,19.9262,215000,8966.83,43,43,9264.41,-701.64013671875
147.3676,17.0169,220000,8650.38,44,44,8369.13,-706.0248413085938
148.1335,18.6911,225000,8942.53,45,45,9402.13,-729.9524536132812
146.7275,17.7539,230000,8898.81,46,46,9875.79,-703.630126953125
146.7997,17.0714,235000,8783.3,47,47,9928.04,-741.1817016601562
146.6863,17.2444,240000,9417.64,48,48,9843.41,-758.9877319335938
147.1015,17.8006,245000,8714.53,49,49,9611.36,-794.492919921875
147.1735,17.9067,250000,9562.3,50,50,9811.9,-800.1757202148438
147.3932,17.1855,255000,8899.11,51,51,9776.21,-877.9696655273438
146.5927,17.9258,260000,9164.9,52,52,9888.39,-873.3160400390625
147.1868,18.3507,265000,9052.56,53,53,9706.31,-886.8803100585938
147.0414,15.4243,270000,8041.66,54,54,8488.7,-984.491455078125
146.9247,18.3439,275000,9413.07,55,55,9776.78,-923.8656005859375
145.5422,17.8673,280000,9194.85,56,56,10189.24,-911.8718872070312
146.206,15.9857,285000,8984.93,57,57,8634.86,-1017.6624145507812
146.3118,16.9024,290000,8932.73,58,58,8243.28,-995.9729614257812
146.4437,17.914,295000,9801.53,59,59,10124.07,-995.6336669921875
145.7329,17.7087,300000,9938.28,60,60,9814.59,-1042.742431640625
147.3004,18.7941,305000,9518.83,61,61,9855.22,-1036.609375
157.866,14.551,310000,-102.14,62,62,197.94,-1361.48486328125
151.8379,15.6344,315000,4864.31,63,63,4488.31,-1414.0687255859375
147.5259,13.384,320000,6771.12,64,64,7139.21,-1206.3077392578125
147.0329,12.5018,325000,6609.01,65,65,7470.44,-1240.50244140625
148.7574,13.5238,330000,7385.9,66,66,7235.86,-1309.4420166015625
150.2185,16.2272,335000,7311.94,67,67,7448.21,-1398.0252685546875
147.606,14.585,340000,8597.56,68,68,8151.54,-1258.3360595703125
148.0319,17.2009,345000,1952.43,69,69,1481.97,-1777.7811279296875
147.564,13.047,350000,6475.73,70,70,6821.68,-1417.6524658203125
145.885,15.0728,355000,7672.56,71,71,8326.66,-1303.3634033203125
147.3129,14.4706,360000,6394.21,72,72,7454.19,-1397.2022705078125
147.1638,15.4449,365000,4624.98,73,73,5745.88,-1699.44482421875
159.705,39.471,370000,-289.58,74,74,-331.25,-2276.81787109375
155.2906,16.9009,375000,2290.26,75,75,1713.81,-1978.5223388671875
148.8111,14.2806,380000,7632.06,76,76,7786.2,-1566.4925537109375
148.0527,12.936,385000,6656.64,77,77,7361.98,-1656.217529296875
148.9703,15.2381,390000,7146.69,78,78,6984.32,-1709.677978515625
147.8597,13.8535,395000,6970.93,79,79,7464.33,-1590.1900634765625
148.2077,15.8829,400000,2563.48,80,80,4813.05,-1870.9097900390625
147.4134,14.8713,405000,5633.03,81,81,8500.73,-1800.2752685546875
146.9091,14.1264,410000,6929.12,82,82,8540.65,-1588.5567626953125
146.6771,12.0662,415000,5149.99,83,83,5076.68,-1855.690673828125
154.6208,22.6001,420000,295.6,84,84,-289.98,-2548.44873046875
150.3314,20.741,425000,2533.84,85,85,4640.24,-2315.961181640625
159.3641,16.1551,430000,-159.97,86,86,-132.31,-2570.80029296875
158.9981,13.9811,435000,-141.39,87,87,-67.18,-2549.17529296875
155.6243,16.4006,440000,39.96,88,88,271.23,-2491.952880859375
158.2838,16.5199,445000,-120.6,89,89,-58.49,-2529.903564453125
157.7165,28.9755,450000,-383.44,90,90,-362.36,-2767.84326171875
160.498,28.8751,455000,-358.59,91,91,-358.89,-2968.250244140625
157.9044,16.3918,460000,154.38,92,92,259.81,-2759.851806640625
156.0015,12.1594,465000,791.28,93,93,888.53,-2646.558349609375
146.3013,13.7698,470000,7031.91,94,94,7839.53,-1965.4178466796875
146.082,15.5195,475000,9110.69,95,95,9716.2,-1778.3431396484375
146.0885,15.3586,480000,8949.43,96,96,9348.79,-1846.7279052734375
147.5299,15.9459,485000,5735.1,97,97,6937.1,-2311.6494140625
147.1285,18.0022,490000,4296.09,98,98,5776.3,-2384.124755859375
148.3678,16.2185,495000,5240.46,99,99,6252.5,-2476.995849609375
157.12,19.2798,500000,-156.1,100,100,-164.14,-3175.244140625
146.5602,13.1326,505000,5597.9,101,101,6274.02,-2391.587646484375
151.8423,18.5282,510000,3785.65,102,102,5251.54,-2978.8486328125
147.4834,13.0701,515000,7810.16,103,103,7517.18,-2291.962158203125
146.4005,14.0441,520000,7825.03,104,104,9128.96,-2163.53173828125
147.9338,16.049,525000,6146.49,105,105,4305.4,-2574.289306640625
146.3913,14.3576,530000,8948.41,106,106,6843.78,-2302.238525390625
145.4038,15.191,535000,9351.38,107,107,9953.76,-1996.2529296875
145.1234,14.0634,540000,8626.04,108,108,8464.88,-2045.63427734375
145.8078,13.7597,545000,9390.15,109,109,9363.16,-2135.25048828125
144.8731,14.5904,550000,7971.03,110,110,8019.26,-2174.763427734375
145.6313,13.1066,555000,7545.0,111,111,8263.84,-2424.872314453125
146.7741,28.0578,560000,3507.54,112,112,5919.84,-3142.8818359375
154.5533,12.1623,565000,1977.87,113,113,2680.23,-3475.03515625
148.6168,12.8724,570000,6212.97,114,114,6571.66,-2770.666259765625
150.8182,13.396,575000,2110.04,115,115,2882.47,-3326.93212890625
151.3381,13.3216,580000,4317.3,116,116,5445.69,-3388.584228515625
146.1871,13.8348,585000,7398.76,117,117,6583.56,-2531.208984375
146.4541,13.91,590000,7386.26,118,118,6913.44,-2547.412353515625
146.3167,13.0952,595000,7128.54,119,119,6003.79,-2819.319580078125
146.7503,16.2091,600000,8171.78,120,120,8335.12,-2509.7822265625
145.2677,12.3518,605000,6694.37,121,121,7047.25,-2626.116455078125
146.5093,12.4023,610000,5895.63,122,122,6759.94,-2751.9912109375
146.4605,11.2999,615000,5344.24,123,123,5990.59,-3023.73095703125
153.9656,12.7374,620000,1956.63,124,124,5734.39,-3678.068603515625
147.7313,13.2961,625000,7539.79,125,125,7904.76,-2877.045654296875
144.412,11.8643,630000,8431.64,126,126,9414.26,-2271.386962890625
143.3974,12.1679,635000,8572.43,127,127,8626.9,-2239.727294921875
144.3315,16.1978,640000,10080.17,128,128,10535.67,-2209.225341796875
144.6318,16.0397,645000,9451.08,129,129,9819.58,-2461.20654296875
161.4796,43.1026,650000,-479.42,130,130,-499.57,-4519.45068359375
143.8961,15.182,655000,8988.47,131,131,9506.74,-2325.501708984375
145.2578,18.3374,660000,9777.67,132,132,10043.39,-2629.027099609375
146.2336,15.6166,665000,8496.33,133,133,8843.59,-2787.228515625
145.249,14.0767,670000,7928.17,134,134,8190.09,-2645.6904296875
144.9946,12.7769,675000,6689.02,135,135,6547.96,-2840.41650390625
143.9216,15.3817,680000,7807.72,136,136,7489.67,-2449.782470703125
144.4035,14.7484,685000,9466.77,137,137,9556.62,-2523.9306640625
143.3814,12.9382,690000,6250.74,138,138,5916.67,-2851.7041015625
146.0333,17.0491,695000,9362.11,139,139,9928.95,-2767.737548828125
143.5877,14.8962,700000,10378.57,140,140,10867.03,-2316.43701171875
144.6475,15.2403,705000,10181.9,141,141,10519.99,-2404.3447265625
143.8522,14.7976,710000,8760.63,142,142,8951.49,-2488.13671875
144.2328,15.8555,715000,10326.56,143,143,10273.24,-2473.3388671875
143.7394,15.4631,720000,10311.16,144,144,10729.67,-2466.593994140625
144.3807,14.9325,725000,8348.37,145,145,8886.83,-2837.84033203125
144.0475,15.7098,730000,10415.19,146,146,10814.27,-2531.412353515625
143.7791,15.8421,735000,10403.79,147,147,10754.96,-2526.165771484375
143.9446,15.9897,740000,10511.71,148,148,10862.8,-2619.225341796875
143.717,16.5667,745000,10736.47,149,149,11217.14,-2446.5341796875
142.9847,15.1373,750000,10423.75,150,150,11298.87,-2447.150146484375
144.1874,15.9103,755000,10425.01,151,151,10576.04,-2642.098876953125
143.4383,16.1551,760000,10728.59,152,152,11022.42,-2591.4365234375
141.8091,15.1576,765000,10521.78,153,153,11150.92,-2536.801513671875
142.4449,16.4349,770000,10680.99,154,154,10978.28,-2646.296875
143.722,15.5729,775000,10608.35,155,155,11061.9,-2630.515380859375
142.8126,15.1204,780000,10874.25,156,156,11302.72,-2603.131103515625
144.0701,15.8982,785000,10441.48,157,157,10831.26,-2855.2841796875
143.4097,15.5128,790000,10620.59,158,158,11073.11,-2703.68505859375
143.159,16.4962,795000,10831.87,159,159,11440.1,-2632.336181640625
143.5227,15.6889,800000,10742.39,160,160,11244.63,-2683.61865234375
142.4155,14.9198,805000,10886.35,161,161,11344.79,-2811.836181640625
141.772,15.1598,810000,10969.13,162,162,11537.36,-2570.826904296875
142.4517,15.765,815000,10751.86,163,163,11175.66,-2853.3642578125
141.8587,15.5491,820000,11067.49,164,164,11495.24,-2696.25341796875
141.9277,15.288,825000,10703.63,165,165,11130.83,-2750.159423828125
142.1608,15.8526,830000,10686.57,166,166,11061.35,-2847.6787109375
142.5922,15.7213,835000,11022.54,167,167,11317.74,-2788.614501953125
142.7618,15.8601,840000,11192.48,168,168,11584.73,-2746.1083984375
142.8296,15.7806,845000,11063.56,169,169,11336.43,-2778.779296875
142.5,15.834,850000,11040.66,170,170,11534.35,-2818.135986328125
141.7707,15.3211,855000,10920.0,171,171,11633.37,-2752.3994140625
141.9898,15.9363,860000,11117.73,172,172,11545.45,-2878.18896484375
142.3387,15.3562,865000,11114.85,173,173,11494.82,-2837.992431640625
141.8597,14.8899,870000,10323.71,174,174,11136.56,-2888.1767578125
142.3813,16.2705,875000,11069.39,175,175,11435.17,-3037.21826171875
141.6081,15.6242,880000,11151.11,176,176,11715.35,-2842.639892578125
142.1958,15.1078,885000,11033.37,177,177,11525.31,-2888.070068359375
142.7942,15.1096,890000,10829.18,178,178,11401.78,-2939.82666015625
142.5751,14.7111,895000,10799.95,179,179,11148.99,-3080.55126953125
141.8701,15.476,900000,11103.73,180,180,11641.88,-2925.88232421875
142.1808,15.9306,905000,11063.91,181,181,11558.59,-3057.504150390625
142.2983,15.8799,910000,11013.5,182,182,11359.05,-3062.51171875
142.1329,16.1873,915000,10873.71,183,183,11254.34,-3121.384033203125
141.6291,15.5913,920000,11169.76,184,184,11671.78,-3008.52587890625
142.0304,16.0249,925000,11063.11,185,185,11522.86,-3135.808837890625
142.8153,14.9758,930000,11027.16,186,186,11284.73,-3008.60595703125
141.2513,15.4746,935000,11114.45,187,187,11510.16,-3097.698486328125
142.6193,16.0151,940000,11068.73,188,188,11490.78,-3213.3583984375
140.4832,14.843,945000,11327.26,189,189,11763.3,-2958.439208984375
141.4527,15.4512,950000,11260.44,190,190,11626.1,-3116.240478515625
142.056,16.555,955000,11182.47,191,191,11581.87,-3158.805419921875
142.3256,17.0214,960000,11070.56,192,192,11357.71,-3392.3779296875
141.8952,16.1105,965000,11268.26,193,193,11687.44,-3230.496826171875
142.0062,15.5469,970000,11267.59,194,194,11809.68,-3108.794189453125
141.4785,16.2985,975000,11131.28,195,195,11518.18,-3192.693603515625
140.6459,16.1638,980000,11505.01,196,196,11997.27,-3105.509521484375
140.8707,16.5223,985000,11392.09,197,197,11730.38,-3260.84814453125
141.3973,15.544,990000,11380.48,198,198,11765.21,-3298.029541015625
140.913,15.8806,995000,11242.74,199,199,11686.5,-3320.19970703125
142.4473,16.5604,1000000,10992.08,200,200,11663.37,-3462.30859375
142.1389,16.515,1005000,11213.0,201,201,11574.85,-3496.207763671875
142.5322,16.3874,1010000,11253.78,202,202,11625.22,-3543.188720703125
141.9872,16.2061,1015000,11270.55,203,203,11601.1,-3469.38720703125
141.6439,16.0472,1020000,11169.05,204,204,11199.29,-3465.860107421875
141.7984,16.5282,1025000,11112.8,205,205,11526.87,-3547.946533203125
142.4796,16.4001,1030000,11225.13,206,206,11790.03,-3487.1796875
142.6237,15.6689,1035000,11033.29,207,207,11416.57,-3762.476806640625
141.5099,16.538,1040000,11282.85,208,208,11650.06,-3537.3466796875
142.6835,16.5132,1045000,11387.24,209,209,11827.19,-3597.473388671875
142.4269,15.536,1050000,11304.96,210,210,11402.39,-3676.26025390625
141.7619,16.5179,1055000,10981.97,211,211,11575.25,-3570.427001953125
141.0551,14.9756,1060000,11347.78,212,212,11325.8,-3663.18701171875
142.2558,14.4136,1065000,9330.12,213,213,11061.65,-4086.114013671875
141.1296,16.2901,1070000,11280.55,214,214,11298.62,-3620.150390625
142.1659,15.0997,1075000,10351.57,215,215,11065.84,-3813.85107421875
142.1728,16.005,1080000,10097.04,216,216,11823.73,-3769.94482421875
141.8504,15.8898,1085000,11293.26,217,217,11466.6,-3919.15380859375
140.5576,14.9494,1090000,10975.36,218,218,11929.32,-3905.565185546875
140.9037,15.0017,1095000,11312.95,219,219,11779.61,-3931.4091796875
141.4745,15.3575,1100000,11116.64,220,220,11849.48,-3717.21044921875
140.5818,16.2703,1105000,10962.01,221,221,10912.44,-3814.4287109375
141.9663,14.8322,1110000,10306.93,222,222,11171.65,-4153.8623046875
140.7806,16.0023,1115000,10760.06,223,223,10723.69,-4122.71044921875
141.1977,15.8763,1120000,10953.2,224,224,11446.53,-3897.074462890625
141.2886,15.7837,1125000,10994.22,225,225,11812.41,-3836.55078125
141.0239,16.1035,1130000,11499.61,226,226,11971.55,-3793.138671875
140.3941,14.9588,1135000,10804.91,227,227,11759.22,-3852.30224609375
139.9455,15.6077,1140000,11521.6,228,228,12154.86,-3710.79345703125
140.2092,16.0202,1145000,11296.81,229,229,12125.81,-3973.16552734375
140.5988,15.5566,1150000,10817.39,230,230,11981.88,-3870.485107421875
140.4625,15.8913,1155000,10972.9,231,231,11758.42,-3917.603515625
140.9317,15.8389,1160000,11512.11,232,232,11612.78,-3983.67822265625
141.2744,15.5069,1165000,11038.88,233,233,11779.01,-4213.177734375
140.747,16.2425,1170000,11355.29,234,234,11683.14,-3918.085693359375
141.1754,16.0385,1175000,11269.93,235,235,11701.68,-4117.724609375
139.7126,16.2091,1180000,10940.94,236,236,11908.68,-3962.805419921875
141.2,15.6368,1185000,11586.92,237,237,11983.2,-4058.909423828125
140.8233,15.72,1190000,10588.1,238,238,11474.3,-4215.44921875
140.0231,15.8571,1195000,11244.85,239,239,11597.4,-3965.15966796875
140.7987,14.6475,1200000,11074.94,240,240,11961.07,-4116.0390625
140.8679,15.9062,1205000,10079.81,241,241,10523.15,-4146.1865234375
139.7689,14.6366,1210000,11134.98,242,242,11438.06,-4056.43408203125
139.5104,14.9742,1215000,11025.8,243,243,12046.38,-3864.09912109375
140.4445,14.2509,1220000,9368.35,244,244,11351.47,-4239.3173828125
140.7332,15.4443,1225000,10095.25,245,245,11726.9,-4250.54638671875
140.1537,13.7538,1230000,10941.82,246,246,10478.89,-4718.56494140625
139.448,14.8469,1235000,11132.24,247,247,11330.59,-4067.804931640625
139.7851,15.3079,1240000,11060.84,248,248,11054.73,-4158.06591796875
139.4942,14.8871,1245000,11598.38,249,249,12055.87,-4200.46240234375
140.8571,14.2026,1250000,10163.54,250,250,10885.35,-4469.39013671875
139.7724,14.8596,1255000,10181.29,251,251,11259.7,-4206.0576171875
140.7858,13.5252,1260000,10979.69,252,252,11781.49,-4685.9404296875
139.6071,14.7106,1265000,11108.42,253,253,11129.74,-4194.2607421875
139.6575,15.0891,1270000,10093.96,254,254,7636.66,-4139.20166015625
140.9353,13.1939,1275000,8033.97,255,255,6359.61,-5031.38232421875
140.2684,14.4512,1280000,9709.09,256,256,9812.39,-4266.98486328125
147.2573,10.8321,1285000,3141.97,257,257,3996.77,-5457.55419921875
140.5369,13.9532,1290000,10082.1,258,258,10824.25,-4656.810546875
141.1635,13.0548,1295000,9453.11,259,259,10188.57,-4532.98583984375
142.5223,12.4251,1300000,9990.29,260,260,9599.51,-4999.83056640625
142.0033,14.8436,1305000,10376.11,261,261,10691.56,-4846.6953125
150.7415,10.2458,1310000,1432.69,262,262,2201.35,-6180.92431640625
147.1224,13.8796,1315000,6000.22,263,263,6727.46,-5332.3759765625
143.3339,14.8688,1320000,10550.22,264,264,10245.68,-4948.0625
140.8292,16.1656,1325000,11381.28,265,265,11793.32,-4326.9091796875
140.1241,14.8267,1330000,11222.04,266,266,11705.63,-4329.3671875
140.9297,14.6609,1335000,10849.82,267,267,11626.59,-4487.01416015625
141.0831,14.6322,1340000,11140.96,268,268,9916.71,-4708.72900390625
140.6151,14.3284,1345000,9476.33,269,269,9669.18,-4849.95458984375
142.8814,13.7938,1350000,5095.6,270,270,6228.74,-5975.376953125
145.5778,13.8926,1355000,826.48,271,271,-389.05,-6867.08544921875
160.5461,34.5454,1360000,-435.04,272,272,-392.25,-6863.59423828125
157.4887,13.743,1365000,-563.8,273,273,-594.32,-5923.8193359375
157.5017,16.9773,1370000,418.95,274,274,-22.35,-7369.3330078125
154.4659,14.1964,1375000,2828.2,275,275,3080.25,-7111.68798828125
152.4554,12.0991,1380000,2527.89,276,276,1009.19,-6725.76318359375
159.0348,16.8133,1385000,-301.69,277,277,-156.56,-7310.0703125
147.9523,13.1813,1390000,6385.72,278,278,5880.97,-5862.1875
144.7089,13.9611,1395000,9472.51,279,279,10015.94,-4992.73779296875
146.8775,13.8172,1400000,8190.35,280,280,8697.11,-5609.1005859375
142.3983,14.967,1405000,9980.43,281,281,10348.7,-5427.42333984375
141.9873,14.3992,1410000,10227.65,282,282,10786.98,-4780.6748046875
147.5076,16.6858,1415000,4273.48,283,283,4428.47,-6892.466796875
146.6552,16.8391,1420000,4111.51,284,284,3350.31,-6794.728515625
143.6888,12.4819,1425000,6152.64,285,285,5905.0,-5862.33544921875
142.3966,13.939,1430000,9529.25,286,286,9567.69,-4759.2001953125
146.9191,14.9021,1435000,4368.76,287,287,4002.09,-6489.39111328125
143.6203,13.1241,1440000,7641.15,288,288,7462.72,-5677.45166015625
142.5249,15.4731,1445000,10571.26,289,289,10638.53,-4771.63671875
142.184,14.6484,1450000,10641.46,290,290,10576.91,-4726.36865234375
141.6619,14.5884,1455000,9780.1,291,291,10595.65,-5180.6591796875
146.9641,16.1983,1460000,1155.53,292,292,546.26,-7084.9140625
143.4912,12.8403,1465000,2644.44,293,293,1068.68,-6509.39453125
143.1652,10.7647,1470000,6805.52,294,294,8360.93,-6047.103515625
148.0035,9.9939,1475000,4248.4,295,295,5071.08,-6705.99267578125
156.1614,12.6487,1480000,844.91,296,296,692.29,-7608.38720703125
160.6352,38.4867,1485000,-535.1,297,297,-486.08,-7732.83447265625
156.1943,14.084,1490000,1339.25,298,298,1980.73,-7565.201171875
149.7584,10.5031,1495000,2274.74,299,299,2410.03,-7225.58447265625
151.7719,25.7098,1500000,248.49,300,300,-200.39,-7426.892578125
145.6447,12.5711,1505000,7149.65,301,301,7294.66,-6561.68505859375
146.5921,15.801,1510000,4728.83,302,302,3370.25,-6449.72216796875
147.1208,12.4739,1515000,4356.58,303,303,3923.46,-6758.060546875
145.4169,13.6887,1520000,7222.43,304,304,6446.56,-5958.1337890625
143.8817,15.2656,1525000,8123.36,305,305,9378.08,-5660.63037109375
144.9859,14.7491,1530000,8866.18,306,306,8025.62,-6298.39501953125
143.0913,13.1278,1535000,9736.98,307,307,9131.18,-5675.31591796875
143.4891,13.7764,1540000,9784.32,308,308,10888.88,-5200.5068359375
141.2847,14.3043,1545000,11143.76,309,309,11503.2,-4525.142578125
140.998,14.5368,1550000,11420.59,310,310,11861.16,-4486.83544921875
140.2575,14.123,1555000,11324.98,311,311,11805.57,-4396.0419921875
140.4385,14.0551,1560000,11232.32,312,312,11805.73,-4547.05029296875
139.8973,14.0386,1565000,10978.84,313,313,11722.57,-4809.19482421875
139.6765,14.4431,1570000,10874.09,314,314,11755.56,-4705.13720703125
140.8747,15.1218,1575000,11382.67,315,315,11170.65,-4518.6787109375
140.4027,14.7999,1580000,10386.76,316,316,11215.28,-4567.24951171875
141.179,14.5703,1585000,10233.1,317,317,11289.16,-4801.47705078125
141.3097,13.5564,1590000,11118.7,318,318,11435.68,-5249.7568359375
140.6115,14.5672,1595000,10449.49,319,319,11077.87,-4927.666015625
141.7306,13.6199,1600000,9583.6,320,320,9880.55,-5716.02197265625
151.3519,18.7702,1605000,3511.09,321,321,5404.47,-7790.0634765625
144.2975,11.9246,1610000,7427.04,322,322,7697.14,-6890.89990234375
143.1039,12.6669,1615000,7711.6,323,323,7064.65,-6531.8974609375
143.9471,13.8818,1620000,7275.94,324,324,8838.4,-6531.61328125
145.1903,14.0503,1625000,8255.58,325,325,7966.69,-6486.1552734375
143.6842,15.3723,1630000,7987.29,326,326,9066.54,-6017.36083984375
142.0108,15.1985,1635000,10065.32,327,327,10490.58,-5426.2216796875
144.6351,15.5379,1640000,9119.42,328,328,8994.3,-5995.72900390625
143.0408,13.5098,1645000,8873.36,329,329,10440.75,-5951.6279296875
143.3296,14.9672,1650000,11081.85,330,330,10981.59,-5717.646484375
142.3373,14.9908,1655000,9945.52,331,331,10473.7,-5592.921875
141.1669,14.2828,1660000,10646.95,332,332,11171.5,-5891.74365234375
141.0599,13.8022,1665000,10001.31,333,333,11421.6,-5496.76171875
141.2595,14.321,1670000,10683.48,334,334,11524.06,-5585.07421875
140.7047,14.2574,1675000,10440.33,335,335,11179.5,-5208.125
159.961,26.3731,1680000,-453.51,336,336,-386.17,-8393.9296875
159.6677,15.53,1685000,-1371.02,337,337,-1493.96,-9027.4501953125
159.3346,13.8292,1690000,-996.74,338,338,-1046.5,-8793.935546875
160.1146,20.7638,1695000,-412.86,339,339,-443.1,-8898.921875
160.032,20.133,1700000,-579.12,340,340,-657.34,-8637.7109375
148.231,12.5883,1705000,6247.7,341,341,6765.76,-6732.255859375
146.9213,15.9516,1710000,8282.29,342,342,9202.09,-6639.5751953125
144.3202,13.6357,1715000,8476.51,343,343,10169.81,-5692.48486328125
144.5701,17.6659,1720000,9550.55,344,344,10390.6,-6382.31787109375
143.0901,15.6296,1725000,10151.7,345,345,10682.59,-5923.29150390625
144.1004,13.7862,1730000,9896.15,346,346,10407.73,-5779.537109375
143.6125,14.4812,1735000,10584.06,347,347,11147.83,-5774.8720703125
142.3943,14.2773,1740000,11157.68,348,348,11684.81,-5257.375
141.6118,14.7722,1745000,11114.69,349,349,11482.54,-5272.87890625
140.9789,14.8258,1750000,11199.75,350,350,11592.25,-5298.6728515625
161.7253,34.8286,1755000,-324.18,351,351,-274.58,-8122.1533203125
142.3498,15.1821,1760000,11256.44,352,352,11593.25,-5170.8251953125
145.349,40.1844,1765000,-481.04,353,353,-491.99,-7574.9541015625
141.4201,14.6319,1770000,11096.15,354,354,11308.03,-5337.5146484375
144.04,12.7415,1775000,7993.52,355,355,9556.31,-6380.75830078125
152.4172,13.8515,1780000,4610.53,356,356,4763.08,-7865.62158203125
140.5706,13.4834,1785000,10204.65,357,357,11155.26,-5490.4091796875
140.0019,13.0589,1790000,11318.94,358,358,11382.67,-5546.4248046875
142.0637,14.729,1795000,11269.88,359,359,11588.55,-5477.7607421875
141.784,14.5667,1800000,11151.31,360,360,11588.55,-5638.3662109375
140.9438,14.72,1805000,11543.8,361,361,11944.21,-5330.96826171875
139.3382,14.4713,1810000,11458.07,362,362,11691.39,-5609.07666015625
140.0019,16.1017,1815000,11677.87,363,363,12023.82,-5474.18310546875
141.0076,15.1486,1820000,11272.0,364,364,12089.58,-5452.451171875
140.4884,15.2,1825000,11843.95,365,365,12143.57,-5361.85546875
140.8029,15.7307,1830000,11723.02,366,366,12106.06,-5486.40576171875
140.9005,14.9261,1835000,11619.62,367,367,11994.96,-5737.09375
141.5446,15.0562,1840000,11602.54,368,368,11966.79,-5920.2158203125
141.0631,15.1537,1845000,11527.1,369,369,11342.45,-5695.8837890625
140.4028,14.7203,1850000,11663.79,370,370,12004.96,-5598.39794921875
139.8293,15.4723,1855000,11621.24,371,371,11358.89,-5278.02197265625
140.689,14.7216,1860000,11553.82,372,372,11280.89,-5407.599609375
140.6368,16.4122,1865000,10235.86,373,373,11680.66,-6049.51025390625
140.2908,15.0311,1870000,11482.77,374,374,11216.29,-5481.2841796875
139.7006,14.1492,1875000,10829.78,375,375,11585.57,-5828.13623046875
141.2234,13.5936,1880000,10419.76,376,376,10946.47,-5814.54638671875
140.3564,13.9864,1885000,10235.47,377,377,11145.29,-5795.7900390625
149.1273,16.0498,1890000,7041.92,378,378,7226.86,-8179.42431640625
144.7851,15.8342,1895000,8925.87,379,379,9614.91,-6534.17236328125
141.6946,15.0086,1900000,10834.98,380,380,11343.3,-5819.77392578125
141.7674,25.2224,1905000,10026.04,381,381,9227.69,-6173.23779296875
140.2188,14.9263,1910000,11266.76,382,382,10959.97,-5751.1083984375
140.8486,16.8389,1915000,11018.72,383,383,9711.67,-6101.77197265625
140.9844,14.5352,1920000,9951.65,384,384,10245.86,-6034.912109375
