Reward Loss,Running Env Steps,Running Reverse KL,Running Forward KL,Itration,Real Det Return,Real Sto Return,Running Update Time
-1620.700439453125,140000,30.6098,69.8623,28,746.35,202.1,28
-1705.6522216796875,145000,31.0131,68.2679,29,853.97,256.2,29
-1739.5830078125,150000,29.7095,66.152,30,1042.31,264.79,30
-1864.1453857421875,155000,30.8494,70.222,31,897.08,226.03,31
-1937.3094482421875,160000,30.7026,67.9575,32,720.23,242.68,32
-2019.288330078125,165000,30.7172,70.5042,33,910.05,263.14,33
-2104.04443359375,170000,30.9527,69.0082,34,1027.54,226.16,34
-2166.924560546875,175000,30.7048,69.0656,35,948.19,246.66,35
-2279.5048828125,180000,31.5279,71.9677,36,836.08,193.69,36
-2337.332275390625,185000,31.6477,69.1114,37,853.55,298.5,37
-2376.98095703125,190000,30.1094,67.8496,38,852.48,203.04,38
-2474.819580078125,195000,30.1618,67.6722,39,922.09,268.98,39
-2587.255859375,200000,30.8638,70.2441,40,651.76,237.64,40
-2626.761962890625,205000,29.7216,68.4004,41,846.15,234.88,41
-2750.1171875,210000,30.3329,70.9366,42,997.66,237.52,42
-2761.388427734375,215000,29.4805,67.0704,43,920.61,248.04,43
-2922.068115234375,220000,31.0702,69.7996,44,787.57,248.42,44
-3017.63671875,225000,30.7599,70.4812,45,832.8,250.04,45
-3091.966064453125,230000,31.0573,70.8299,46,994.85,257.44,46
-3175.6865234375,235000,30.6427,71.3631,47,994.35,248.26,47
-3282.69482421875,240000,30.9673,71.629,48,938.99,221.99,48
-3370.15673828125,245000,30.9354,72.7274,49,995.23,264.8,49
-3424.3974609375,250000,30.6388,68.573,50,902.01,263.93,50
-3561.3515625,255000,31.2272,71.7726,51,953.0,247.84,51
-3625.32373046875,260000,31.1251,70.5139,52,946.0,262.02,52
-3711.464111328125,265000,30.6334,70.0993,53,964.52,272.65,53
-3763.96240234375,270000,30.4658,68.6317,54,985.19,266.92,54
-3950.471435546875,275000,31.0841,72.1954,55,888.9,229.11,55
-3973.76806640625,280000,30.8009,70.053,56,812.96,240.46,56
-4036.497802734375,285000,30.6135,68.569,57,854.1,294.2,57
-4128.16259765625,290000,29.91,67.3852,58,830.04,238.24,58
-4305.01953125,295000,30.8134,71.5606,59,933.85,262.06,59
-4401.853515625,300000,30.9232,70.0788,60,873.77,288.66,60
-4472.77880859375,305000,30.47,70.6783,61,983.04,258.89,61
-4584.7685546875,310000,30.6236,70.996,62,841.8,254.39,62
-4680.16845703125,315000,30.1401,69.0823,63,849.19,230.67,63
-4721.6455078125,320000,30.2921,67.5989,64,833.14,282.42,64
-4948.66650390625,325000,30.8894,71.2577,65,901.28,255.55,65
-5027.75048828125,330000,31.0324,72.6546,66,996.76,270.15,66
-5170.869140625,335000,30.8812,72.1292,67,655.46,183.18,67
-5250.7021484375,340000,31.042,72.5232,68,896.48,254.28,68
-5338.09228515625,345000,30.711,71.7812,69,870.01,277.37,69
-5414.49462890625,350000,30.1127,69.2763,70,898.96,289.27,70
-5566.04833984375,355000,30.9115,70.2129,71,904.1,274.86,71
-5658.12890625,360000,30.9987,70.767,72,855.05,300.16,72
-5799.6611328125,365000,31.3731,71.4504,73,951.31,261.15,73
-5917.10986328125,370000,30.8496,72.0816,74,721.01,279.52,74
-6064.6943359375,375000,31.1031,72.3255,75,784.85,233.47,75
-6178.11279296875,380000,31.1555,72.0738,76,836.79,222.74,76
-6279.29736328125,385000,31.4598,72.8181,77,947.09,252.12,77
-6355.31640625,390000,31.0291,68.9536,78,1011.95,305.2,78
-6509.76220703125,395000,31.3065,72.17,79,840.19,219.15,79
-6602.77001953125,400000,30.4332,69.9057,80,899.41,295.99,80
-6819.3798828125,405000,31.5505,73.0675,81,637.58,227.54,81
-6906.49169921875,410000,31.3545,72.1273,82,936.5,267.35,82
-7029.33154296875,415000,30.7021,71.0194,83,856.52,250.05,83
-7137.69873046875,420000,31.252,71.7978,84,879.8,278.3,84
-7326.6728515625,425000,31.4231,72.7081,85,805.76,293.32,85
-7452.03564453125,430000,31.9316,71.9406,86,892.43,276.08,86
-7616.77685546875,435000,31.839,73.2206,87,939.56,243.41,87
-7735.146484375,440000,31.6573,74.2927,88,854.82,233.11,88
-7872.16650390625,445000,31.54,73.2174,89,989.6,307.27,89
-8041.103515625,450000,31.5297,72.211,90,799.18,291.27,90
-8148.43994140625,455000,31.6344,73.2034,91,918.11,272.27,91
-8244.935546875,460000,30.7644,71.9621,92,929.64,261.42,92
-8462.078125,465000,31.7668,73.9238,93,599.79,235.26,93
-8534.783203125,470000,30.6332,72.8857,94,851.67,290.97,94
-8798.501953125,475000,31.3527,72.5937,95,902.55,270.81,95
-8883.001953125,480000,31.0739,72.8431,96,945.3,226.86,96
-9020.3779296875,485000,31.0382,73.0006,97,893.71,251.57,97
-9168.091796875,490000,31.3513,72.242,98,844.29,237.02,98
-9331.896484375,495000,31.1082,72.3662,99,801.16,282.39,99
-9491.40234375,500000,31.3378,73.5219,100,746.32,221.74,100
-9718.357421875,505000,31.1222,73.2473,101,837.15,250.32,101
-9814.68359375,510000,31.3057,71.4693,102,925.15,317.83,102
-9901.435546875,515000,31.0622,70.9953,103,948.05,262.78,103
-10086.0087890625,520000,31.1637,73.538,104,705.56,265.74,104
-10334.0966796875,525000,31.3594,73.2019,105,746.25,259.86,105
-10527.234375,530000,31.6246,72.2841,106,880.7,260.45,106
-10670.41796875,535000,31.4283,71.9818,107,992.58,265.83,107
-10860.490234375,540000,31.7942,74.1535,108,839.15,246.53,108
-11059.31640625,545000,31.6745,74.0178,109,795.57,251.78,109
-11071.3681640625,550000,31.0086,72.7973,110,690.14,220.7,110
-11355.634765625,555000,31.6196,72.1963,111,849.51,265.27,111
-11637.2783203125,560000,31.6544,73.1808,112,944.41,299.46,112
-11633.0419921875,565000,30.754,71.8448,113,841.89,296.3,113
-11877.4189453125,570000,31.1966,73.095,114,852.85,243.32,114
-12158.6357421875,575000,31.3153,73.5188,115,645.97,220.56,115
-12315.7568359375,580000,31.2083,73.2348,116,893.2,268.15,116
-12532.6337890625,585000,31.2172,73.5427,117,856.01,250.7,117
-12706.283203125,590000,31.2148,73.375,118,897.78,272.84,118
-12866.369140625,595000,31.114,72.4245,119,940.63,285.87,119
-12981.3603515625,600000,31.5302,72.5563,120,802.69,253.24,120
-13339.7666015625,605000,31.6521,73.3586,121,998.37,258.49,121
-13490.63671875,610000,31.4231,73.2794,122,895.35,238.49,122
-13648.892578125,615000,31.071,72.1321,123,846.41,234.64,123
-13829.560546875,620000,31.2177,72.0564,124,893.05,294.9,124
-14072.322265625,625000,31.6379,73.1595,125,891.98,259.83,125
-14214.8408203125,630000,30.8719,73.0403,126,856.07,268.94,126
-14579.28515625,635000,32.0858,73.1889,127,992.03,271.65,127
-14704.8828125,640000,31.0196,72.5706,128,852.09,274.77,128
-14940.6201171875,645000,31.3605,71.8646,129,887.66,270.01,129
-15149.6982421875,650000,31.5492,70.9783,130,936.74,217.44,130
-15417.3828125,655000,31.0731,72.3102,131,898.66,239.52,131
-15570.720703125,660000,30.5702,73.2943,132,856.04,304.74,132
-15872.560546875,665000,30.9394,73.1154,133,602.37,264.05,133
-16188.6767578125,670000,31.5098,73.177,134,890.67,290.32,134
-16448.8828125,675000,30.8134,72.7677,135,949.21,313.16,135
-16596.8671875,680000,30.7632,73.4539,136,899.15,289.22,136
-16835.6328125,685000,31.0523,72.8391,137,926.08,265.93,137
-16967.962890625,690000,31.0307,73.6215,138,949.57,301.98,138
-17343.498046875,695000,31.0797,73.7971,139,890.74,277.37,139
-17535.1640625,700000,31.1122,72.4038,140,940.29,307.28,140
-17784.5859375,705000,31.4,73.2568,141,849.12,310.6,141
-17831.5625,710000,30.4072,71.9331,142,907.23,309.48,142
-18096.8828125,715000,30.7451,72.713,143,993.18,288.31,143
-18618.05078125,720000,31.1917,74.1804,144,949.94,291.79,144
-18608.78125,725000,30.7529,71.7283,145,1000.83,289.26,145
-19121.03125,730000,31.1917,73.2587,146,945.54,283.3,146
-19326.638671875,735000,31.0746,71.8899,147,903.85,316.25,147
-19469.658203125,740000,30.7445,72.4001,148,949.06,286.64,148
-19851.052734375,745000,31.1783,72.3881,149,733.12,263.96,149
-20127.240234375,750000,30.7674,72.5406,150,943.73,253.6,150
-20340.669921875,755000,30.792,72.3037,151,848.46,266.39,151
-20588.3671875,760000,31.0117,72.3404,152,845.7,292.71,152
-20801.1796875,765000,30.8509,71.7388,153,952.55,268.32,153
-21461.306640625,770000,30.8748,73.7999,154,856.51,279.19,154
-21626.916015625,775000,31.192,73.2092,155,808.2,299.34,155
-21612.013671875,780000,30.9117,72.8873,156,949.77,223.8,156
-22173.44921875,785000,31.1957,73.0102,157,901.31,297.64,157
-22613.1953125,790000,31.3205,73.5156,158,909.9,297.84,158
-22953.302734375,795000,31.2966,72.7495,159,966.61,270.6,159
-22939.849609375,800000,30.5115,72.2699,160,793.76,273.76,160
-23366.279296875,805000,31.3773,73.8938,161,897.8,291.93,161
-23909.556640625,810000,30.7423,73.0142,162,945.6,306.27,162
-24214.318359375,815000,31.3788,73.6391,163,839.08,260.54,163
-24534.59765625,820000,30.8109,73.2567,164,1007.48,245.11,164
-24919.466796875,825000,31.2921,73.9784,165,847.09,281.08,165
-24847.869140625,830000,30.7867,71.7259,166,939.46,287.8,166
-25431.73828125,835000,30.513,72.285,167,944.84,271.37,167
-25978.486328125,840000,31.2778,73.0481,168,846.31,307.6,168
-25846.849609375,845000,31.0397,72.752,169,1007.71,315.46,169
-26776.427734375,850000,31.2887,73.9965,170,925.89,267.68,170
-27020.216796875,855000,31.0135,72.7699,171,905.76,255.29,171
-27406.40234375,860000,31.2137,74.1078,172,798.09,264.78,172
-27433.572265625,865000,31.1973,73.4303,173,801.16,287.07,173
-27433.984375,870000,31.4228,74.1073,174,897.37,281.3,174
-27979.025390625,875000,30.774,73.2327,175,1003.32,287.3,175
-28508.642578125,880000,30.8542,73.9812,176,856.31,296.97,176
-28753.298828125,885000,31.1104,73.8512,177,850.25,280.21,177
-29225.462890625,890000,30.9298,73.6479,178,855.97,323.4,178
-29717.5234375,895000,30.7625,72.6865,179,901.73,307.14,179
-30157.236328125,900000,30.7892,72.277,180,1015.4,325.16,180
-30303.90234375,905000,30.6704,74.2888,181,653.57,267.54,181
-31067.81640625,910000,31.2096,73.9595,182,945.43,276.76,182
-31002.32421875,915000,31.1136,72.8752,183,801.37,259.65,183
-31338.109375,920000,30.6849,73.4552,184,851.87,308.12,184
-32146.544921875,925000,30.8845,73.1297,185,804.13,300.22,185
-32457.4375,930000,30.9371,73.4275,186,906.89,326.02,186
-32178.353515625,935000,30.4411,72.8966,187,958.89,298.01,187
-33081.6953125,940000,30.6136,72.3864,188,963.06,281.53,188
-33587.06640625,945000,30.3758,72.7635,189,748.74,305.97,189
-34032.4296875,950000,30.7848,73.962,190,912.62,267.62,190
-33784.85546875,955000,30.6987,74.0594,191,952.02,277.18,191
-34865.93359375,960000,30.3819,73.5691,192,1001.17,302.5,192
-35253.6640625,965000,30.9184,71.0119,193,957.03,312.64,193
-35609.72265625,970000,30.7625,73.0733,194,945.86,307.56,194
-35925.453125,975000,30.7031,73.2228,195,909.55,283.17,195
-36181.4296875,980000,30.8198,73.3101,196,704.85,262.89,196
-36435.80859375,985000,30.3233,72.2665,197,856.59,304.66,197
-37268.4609375,990000,31.0003,73.2938,198,901.93,306.93,198
-37427.140625,995000,30.6019,73.3269,199,860.81,260.63,199
-38027.34765625,1000000,30.5547,73.5796,200,952.36,261.86,200
-38507.953125,1005000,30.8912,73.4451,201,898.85,292.27,201
-39390.12890625,1010000,30.8406,74.2902,202,848.36,274.05,202
-39186.16796875,1015000,30.9468,73.9491,203,936.75,251.42,203
-39722.640625,1020000,30.4156,73.6151,204,898.88,268.74,204
-40187.5078125,1025000,30.7018,72.8452,205,799.14,277.46,205
-40679.8046875,1030000,30.5647,73.5266,206,748.62,294.38,206
-40689.0703125,1035000,30.6485,73.9032,207,799.11,283.49,207
-41149.46875,1040000,30.4818,73.8622,208,800.36,257.54,208
-41970.65234375,1045000,30.9077,74.2175,209,849.93,237.63,209
-42362.35546875,1050000,30.4426,73.9218,210,751.35,258.79,210
-42834.4765625,1055000,31.1285,74.495,211,799.17,275.72,211
-43321.859375,1060000,30.885,74.0499,212,846.8,211.65,212
-43539.01953125,1065000,30.9862,73.4385,213,801.59,293.25,213
-44292.07421875,1070000,30.5502,74.3742,214,750.15,240.84,214
-44617.078125,1075000,30.7579,74.2423,215,602.91,257.78,215
-44486.12109375,1080000,30.966,73.8448,216,699.29,299.23,216
-45681.140625,1085000,31.4154,74.4695,217,700.7,304.69,217
-45909.35546875,1090000,30.8887,73.0591,218,846.92,251.55,218
-46535.359375,1095000,30.6636,73.8271,219,700.25,249.91,219
-46687.46875,1100000,30.4789,73.6112,220,653.88,239.06,220
-46719.859375,1105000,30.8428,73.6569,221,810.4,255.86,221
-47290.43359375,1110000,30.7832,74.2697,222,759.84,236.1,222
-47459.35546875,1115000,30.8075,74.12,223,704.19,247.84,223
-47315.52734375,1120000,30.1847,72.4676,224,958.37,292.77,224
-48872.21875,1125000,30.5866,73.9536,225,759.06,233.98,225
-48844.2578125,1130000,30.6145,73.5282,226,855.48,240.68,226
-49676.76171875,1135000,30.6417,74.128,227,898.28,210.41,227
-49463.265625,1140000,30.5629,73.9894,228,858.58,252.91,228
-50426.4140625,1145000,30.7397,73.5488,229,958.7,275.27,229
-50547.73828125,1150000,30.8235,74.0062,230,711.71,248.5,230
-50526.63671875,1155000,30.1964,73.7336,231,957.12,262.94,231
-51591.98828125,1160000,30.2872,73.1333,232,960.62,257.28,232
-51334.59375,1165000,30.3112,72.7382,233,707.52,249.69,233
-52316.9453125,1170000,30.0261,74.5484,234,958.95,244.55,234
-52995.51953125,1175000,30.5316,74.2432,235,662.4,251.49,235
-53053.234375,1180000,30.3001,73.9453,236,814.82,245.91,236
-53961.73828125,1185000,30.3109,74.0067,237,760.99,256.86,237
-52985.65625,1190000,29.8806,73.0788,238,862.99,281.34,238
-53741.3203125,1195000,30.277,74.3182,239,908.76,263.24,239
-53869.19140625,1200000,30.1753,74.1096,240,895.77,229.42,240
-55318.57421875,1205000,30.3423,72.6442,241,815.0,260.12,241
-54992.33203125,1210000,30.1474,73.0559,242,802.41,239.02,242
-56125.5546875,1215000,30.3588,73.8583,243,706.14,255.95,243
-55557.765625,1220000,29.9321,73.0455,244,754.6,213.84,244
-56119.94921875,1225000,30.2349,73.2718,245,753.79,233.87,245
-56415.40625,1230000,29.9392,73.4848,246,710.58,227.2,246
-56558.703125,1235000,30.1225,74.0334,247,808.5,245.06,247
-57595.28515625,1240000,30.1661,74.1591,248,709.68,242.71,248
-57706.94140625,1245000,30.3736,74.1129,249,763.53,257.8,249
-57161.7734375,1250000,29.9182,74.0051,250,764.17,248.91,250
-58069.23046875,1255000,30.0604,73.7141,251,510.13,196.88,251
-58991.9765625,1260000,30.1742,73.6906,252,661.71,251.33,252
-59118.125,1265000,30.2757,73.2893,253,709.09,213.02,253
-59429.9921875,1270000,30.2414,73.7935,254,807.69,247.74,254
-59819.35546875,1275000,30.5519,74.515,255,709.76,237.17,255
-59610.765625,1280000,30.6606,74.3761,256,858.88,246.47,256
-60298.80078125,1285000,30.2066,74.2596,257,957.65,253.06,257
-60350.6171875,1290000,30.4891,73.9,258,759.34,226.59,258
-60682.57421875,1295000,30.5615,74.1923,259,860.35,220.23,259
-62305.6484375,1300000,30.7181,74.9969,260,863.74,248.49,260
-61363.484375,1305000,30.6275,74.2784,261,557.29,258.29,261
-62321.359375,1310000,30.5654,74.0263,262,709.8,244.6,262
-62184.58984375,1315000,30.7202,74.5793,263,863.57,259.09,263
-62649.34765625,1320000,30.4533,74.0549,264,853.22,270.49,264
-62088.859375,1325000,30.7373,74.7827,265,610.64,215.53,265
-62951.88671875,1330000,30.2655,73.5427,266,712.17,166.04,266
-63680.54296875,1335000,30.3868,74.6327,267,756.72,248.91,267
-63944.71875,1340000,30.4651,74.7965,268,854.89,211.92,268
-64470.6328125,1345000,30.4764,74.1714,269,854.61,230.7,269
-64456.64453125,1350000,30.7379,74.5719,270,852.91,260.58,270
-64673.84765625,1355000,30.5944,74.3808,271,856.36,200.78,271
-63919.125,1360000,30.1284,74.291,272,909.58,267.5,272
-66075.515625,1365000,30.2974,73.7244,273,756.82,259.59,273
-66470.1484375,1370000,30.7238,74.5795,274,905.31,208.3,274
-66185.796875,1375000,30.7505,73.291,275,705.7,227.19,275
-67116.78125,1380000,30.3387,74.4172,276,558.65,234.45,276
-66607.53125,1385000,30.2578,73.377,277,757.79,301.59,277
-67522.75,1390000,30.4262,73.6517,278,760.2,269.84,278
-68490.2421875,1395000,30.7554,73.7744,279,496.64,254.45,279
-68673.6015625,1400000,30.798,73.2574,280,753.12,277.62,280
-68459.0078125,1405000,30.2229,73.4771,281,708.35,230.05,281
-67710.03125,1410000,30.4073,74.4634,282,847.99,254.95,282
-69337.0390625,1415000,30.5476,73.7095,283,657.43,274.41,283
-69335.4140625,1420000,30.8963,74.1053,284,904.34,283.03,284
-70998.28125,1425000,30.7952,73.4292,285,803.78,286.72,285
-69672.5546875,1430000,30.702,73.5977,286,856.78,274.55,286
-71111.65625,1435000,30.8186,73.3177,287,804.35,289.46,287
-71498.7265625,1440000,30.838,73.6939,288,1003.67,278.01,288
-71686.6484375,1445000,30.5441,74.2643,289,706.64,262.15,289
-71557.6875,1450000,30.5899,74.3771,290,957.11,276.11,290
-72953.953125,1455000,30.5732,73.8306,291,910.64,241.04,291
-71761.09375,1460000,30.0494,74.1594,292,750.72,242.51,292
-72813.90625,1465000,30.1774,73.8171,293,801.8,227.94,293
-73203.7578125,1470000,30.3371,74.0594,294,658.14,287.75,294
-74217.3046875,1475000,30.3711,74.374,295,855.2,287.9,295
-74051.8515625,1480000,30.1829,74.1188,296,953.42,213.22,296
-73593.0078125,1485000,30.826,74.3339,297,942.45,249.27,297
-74870.2890625,1490000,30.8037,74.5952,298,906.7,317.96,298
-75513.7109375,1495000,30.3895,74.7793,299,810.33,263.02,299
-75592.484375,1500000,30.0218,73.5703,300,853.49,251.82,300
-76608.5546875,1505000,30.6497,74.1966,301,661.75,262.5,301
-76613.953125,1510000,30.2413,74.3538,302,858.94,288.25,302
-76100.84375,1515000,30.6412,73.5015,303,857.06,286.48,303
-75333.3828125,1520000,30.0757,73.0896,304,857.4,269.32,304
-77690.875,1525000,30.6732,73.4449,305,857.66,285.51,305
-78131.3125,1530000,30.5339,73.9291,306,852.09,272.93,306
-77600.421875,1535000,30.6438,73.7334,307,909.43,305.3,307
-77154.421875,1540000,30.4865,72.8167,308,754.94,282.49,308
-79592.8828125,1545000,30.6882,74.048,309,909.58,209.4,309
-79235.5546875,1550000,30.4943,74.9962,310,661.52,251.23,310
-80238.15625,1555000,30.5903,74.5091,311,951.73,200.19,311
-80725.9296875,1560000,30.7464,73.9766,312,812.1,276.9,312
-80995.5703125,1565000,30.5999,73.5754,313,954.16,247.86,313
-81461.015625,1570000,30.0863,74.4134,314,852.5,284.23,314
-82382.2109375,1575000,30.661,74.5219,315,859.14,272.32,315
-80916.640625,1580000,30.4698,74.2809,316,855.51,289.32,316
-82004.7421875,1585000,30.6299,73.9582,317,799.48,289.05,317
-82448.6171875,1590000,30.7546,74.0072,318,952.19,279.09,318
-83514.484375,1595000,30.45,74.3528,319,851.16,204.62,319
-83910.640625,1600000,30.517,74.0763,320,796.89,260.58,320
-83867.2890625,1605000,30.9811,74.1969,321,798.78,272.02,321
-85464.2734375,1610000,31.0225,74.1565,322,800.96,271.58,322
-85085.1953125,1615000,30.4446,74.1067,323,903.54,285.04,323
-86601.3671875,1620000,30.3391,74.5073,324,897.6,245.86,324
-84381.7734375,1625000,30.5179,74.5774,325,901.84,302.98,325
-86405.5859375,1630000,30.1715,74.1166,326,905.57,290.1,326
-85768.6015625,1635000,30.4184,74.4566,327,908.61,268.52,327
-86183.828125,1640000,30.1687,73.6541,328,863.97,244.18,328
-86998.0546875,1645000,30.666,74.3191,329,890.62,284.93,329
-87814.7109375,1650000,30.6558,73.0949,330,903.72,285.36,330
-87219.7578125,1655000,30.7517,74.3872,331,951.26,274.12,331
-88344.8515625,1660000,30.978,73.7092,332,803.15,277.78,332
-89041.03125,1665000,30.8345,74.4256,333,901.63,274.41,333
-88856.640625,1670000,30.5466,74.082,334,753.6,329.08,334
-89534.8984375,1675000,30.7678,74.433,335,906.7,305.84,335
-90407.2578125,1680000,30.5667,73.0679,336,897.56,242.65,336
-89881.359375,1685000,31.0098,74.0588,337,1007.38,289.09,337
-89749.6015625,1690000,30.654,73.9167,338,989.34,301.2,338
-90516.1796875,1695000,30.8935,73.9059,339,965.22,282.08,339
-90920.0859375,1700000,30.7457,74.6107,340,1009.9,295.79,340
-90891.8984375,1705000,30.5749,73.4145,341,906.23,295.5,341
-89983.84375,1710000,31.1774,74.2143,342,857.21,311.27,342
-90461.5625,1715000,30.5606,73.7276,343,862.77,274.52,343
-91621.6328125,1720000,30.8952,74.0153,344,812.81,236.66,344
-92250.828125,1725000,30.8695,74.325,345,956.89,281.0,345
-91125.203125,1730000,30.4397,74.2163,346,917.11,310.41,346
-92188.0234375,1735000,30.3962,73.7809,347,962.27,227.55,347
-91197.8125,1740000,30.393,73.7903,348,845.66,264.29,348
-92574.3125,1745000,30.6802,74.248,349,610.36,271.78,349
-92130.9453125,1750000,30.2897,73.2968,350,708.15,283.03,350
-93672.03125,1755000,31.2327,73.9526,351,956.3,292.24,351
-93139.4375,1760000,31.0003,74.4142,352,903.17,313.46,352
-93275.21875,1765000,31.1467,74.5648,353,855.35,299.34,353
-92381.453125,1770000,30.4605,74.9461,354,861.84,255.25,354
-91927.734375,1775000,30.6968,73.6286,355,752.7,288.24,355
-93427.1875,1780000,30.8028,73.6601,356,901.54,282.4,356
-94323.671875,1785000,30.8309,74.8009,357,855.35,272.88,357
-93180.7890625,1790000,30.5969,73.672,358,806.31,286.32,358
-94067.9296875,1795000,31.0732,73.7614,359,901.21,296.64,359
-92559.6171875,1800000,30.3193,74.43,360,954.38,264.02,360
-94011.7109375,1805000,30.7184,73.6249,361,810.95,223.72,361
-93404.1484375,1810000,30.6151,73.649,362,862.43,268.91,362
-93620.546875,1815000,30.7405,73.5392,363,853.19,293.55,363
-93189.6953125,1820000,30.5868,73.443,364,705.19,299.5,364
-93549.5625,1825000,30.4889,73.3661,365,904.28,216.46,365
-94009.8203125,1830000,30.9916,73.8208,366,861.19,271.61,366
-93865.8125,1835000,30.8289,74.3367,367,911.42,282.13,367
-94858.5078125,1840000,31.3236,74.2841,368,906.21,302.71,368
-94640.0390625,1845000,30.565,74.3227,369,706.61,258.5,369
-94404.2265625,1850000,30.8176,74.4347,370,858.61,305.49,370
-94536.6015625,1855000,30.8387,73.8617,371,947.73,278.54,371
-93831.2890625,1860000,30.4045,72.8651,372,806.89,286.92,372
-94448.1328125,1865000,30.5141,74.2241,373,852.68,307.91,373
-94285.8671875,1870000,30.5362,73.6624,374,856.93,260.41,374
-93961.875,1875000,30.4241,73.1475,375,909.84,295.13,375
-94395.0390625,1880000,30.3749,74.0777,376,860.9,281.06,376
-94628.5390625,1885000,30.7882,74.0581,377,851.12,247.5,377
-94455.15625,1890000,30.2983,74.3126,378,959.82,306.52,378
-95112.171875,1895000,30.7165,74.6015,379,1001.97,290.16,379
-94945.2890625,1900000,30.9426,74.2202,380,891.66,299.41,380
-95432.2734375,1905000,30.7676,74.7699,381,812.3,285.19,381
-95261.3046875,1910000,30.5262,73.9624,382,813.41,272.77,382
-95410.8515625,1915000,30.7908,73.1326,383,911.24,294.58,383
-94751.203125,1920000,30.2838,74.124,384,857.96,261.25,384
-95261.125,1925000,30.7198,74.1803,385,802.37,268.6,385
-94877.984375,1930000,31.0472,73.563,386,759.4,246.0,386
-95367.46875,1935000,30.8445,74.0768,387,904.61,275.56,387
-94988.140625,1940000,30.8584,74.2679,388,898.13,229.51,388
-95445.1171875,1945000,30.7061,74.1176,389,816.46,198.28,389
-95215.0859375,1950000,30.1817,73.5436,390,810.22,239.91,390
-95170.2265625,1955000,30.701,74.9684,391,855.73,293.89,391
-95355.828125,1960000,30.3714,74.0367,392,854.95,265.95,392
-95296.796875,1965000,30.8094,74.4693,393,896.82,271.79,393
-94956.3671875,1970000,30.73,73.048,394,958.17,251.15,394
-95514.328125,1975000,30.5891,74.5686,395,909.11,256.08,395
-95492.9453125,1980000,30.6272,74.368,396,907.12,244.42,396
-95976.5234375,1985000,30.6153,73.6729,397,805.23,257.57,397
-95195.3984375,1990000,30.3644,73.7946,398,904.84,291.31,398
-95885.8828125,1995000,30.7947,73.8307,399,951.17,271.7,399
-95416.2265625,2000000,30.576,74.2452,400,861.45,300.5,400
-96100.9921875,2005000,30.7373,74.2942,401,857.4,256.41,401
-95721.0078125,2010000,30.5671,73.616,402,809.83,270.62,402
-95569.4609375,2015000,30.2365,73.3418,403,755.4,289.47,403
-95541.3359375,2020000,30.5211,73.375,404,862.34,245.91,404
-96067.8828125,2025000,30.8493,74.7813,405,811.76,263.6,405
-95922.9765625,2030000,30.2722,74.5682,406,1004.64,238.26,406
-96378.5234375,2035000,30.5022,74.7791,407,790.41,273.75,407
-95899.5859375,2040000,30.932,74.4753,408,898.61,288.08,408
-95998.9296875,2045000,30.345,74.0049,409,751.23,259.3,409
-96035.5625,2050000,30.4129,74.004,410,960.14,214.56,410
-96003.5078125,2055000,30.5882,74.0884,411,753.99,268.74,411
-95792.75,2060000,30.3188,74.4699,412,806.47,221.14,412
-96304.03125,2065000,30.7227,73.5494,413,803.87,276.18,413
-95892.328125,2070000,30.5134,74.1315,414,1007.51,273.02,414
-95777.328125,2075000,30.1945,73.7561,415,809.62,264.38,415
