Running Env Steps,Running Reverse KL,Itration,Real Det Return,Reward Loss,Running Update Time,Running Forward KL,Real Sto Return
3900000,20.1283,780,4297.67,-62769.359375,780,44.0325,3445.25
3905000,18.075,781,4303.8,-61724.875,781,43.5968,4104.2
3910000,18.2788,782,4278.74,-61694.33984375,782,43.6337,4005.47
3915000,18.8327,783,4261.35,-60651.80078125,783,43.6304,3974.26
3920000,19.271,784,4241.66,-61609.140625,784,43.8205,4109.42
3925000,19.2853,785,4207.9,-61245.6953125,785,43.8491,3983.32
3930000,19.5975,786,4232.37,-61098.109375,786,43.6646,4224.76
3935000,18.9386,787,4265.86,-61452.6328125,787,43.8623,4156.67
3940000,17.4452,788,4223.43,-62553.3671875,788,43.84,4198.95
3945000,18.7525,789,4244.96,-60995.94921875,789,43.7214,4216.32
3950000,17.4006,790,4229.23,-61973.2578125,790,43.895,4231.04
3955000,18.2163,791,4228.14,-61734.75390625,791,43.8444,4138.18
3960000,18.4646,792,4226.29,-60254.8984375,792,43.5288,4228.7
3965000,18.8602,793,4158.92,-61359.36328125,793,43.7266,4210.66
3970000,18.0656,794,4191.42,-61686.99609375,794,43.431,4215.69
3975000,18.102,795,4235.06,-61670.38671875,795,43.6798,4137.39
3980000,18.3431,796,4241.44,-61804.484375,796,43.5907,4086.69
3985000,18.0678,797,4233.94,-61459.32421875,797,43.6285,4158.62
3990000,18.827,798,4268.73,-61638.98828125,798,43.4253,4060.17
3995000,16.7876,799,4246.91,-63038.46875,799,43.5911,4257.85
4000000,18.3817,800,4241.1,-62111.91015625,800,43.6597,4144.49
4005000,17.6617,801,4230.94,-62139.47265625,801,43.3575,4252.85
4010000,17.7375,802,4238.19,-62154.48046875,802,43.2482,4101.52
4015000,17.5062,803,4149.72,-62711.4921875,803,43.6414,4162.93
4020000,17.0614,804,4260.66,-62587.203125,804,43.2758,3970.67
4025000,16.8654,805,4225.17,-63316.01171875,805,43.4766,4165.51
4030000,18.2294,806,4265.44,-61922.63671875,806,43.34,4181.04
4035000,18.3643,807,4225.33,-61231.5703125,807,43.2764,4294.35
4040000,17.4169,808,4259.5,-63538.4765625,808,43.5568,3903.49
4045000,18.1431,809,4227.43,-63245.21875,809,43.4616,4193.41
4050000,19.3945,810,4306.59,-62967.48828125,810,43.5897,4225.36
4055000,19.3313,811,4307.9,-62203.3984375,811,43.6652,4130.32
4060000,19.3154,812,4291.27,-62066.8828125,812,43.4193,4111.53
4065000,17.836,813,4297.15,-64047.96875,813,43.4852,4035.11
4070000,17.8564,814,4308.81,-63211.09375,814,43.714,4184.39
4075000,18.3819,815,4158.63,-64391.18359375,815,43.8811,4093.88
4080000,17.8796,816,3788.12,-63781.984375,816,43.4852,3832.82
4085000,17.797,817,4094.26,-63852.69921875,817,43.5209,3836.28
4090000,15.2527,818,4302.97,-65182.31640625,818,44.08,3780.17
4095000,19.2124,819,4307.45,-62599.7890625,819,43.5124,3976.78
4100000,18.6096,820,4247.36,-63775.078125,820,43.4443,4136.56
4105000,18.8462,821,4303.59,-63593.73046875,821,43.7196,4266.08
4110000,19.3166,822,4332.95,-64599.15234375,822,43.793,4328.55
4115000,19.0749,823,4327.06,-63302.09765625,823,43.2957,4059.0
4120000,18.0022,824,4319.33,-63478.62109375,824,43.6901,4292.55
4125000,18.7056,825,4309.92,-62514.69921875,825,43.3646,4044.95
4130000,18.6166,826,4349.49,-62827.07421875,826,43.2006,4279.06
4135000,18.9517,827,4291.66,-63028.46484375,827,43.3721,4296.52
4140000,18.7249,828,4318.82,-63139.046875,828,43.6839,4211.82
4145000,19.4713,829,4336.18,-63955.453125,829,43.2741,4257.25
4150000,19.0616,830,4323.91,-64313.0546875,830,43.7475,4199.06
4155000,18.0484,831,4272.61,-62832.53125,831,43.6376,4298.91
4160000,18.7893,832,4308.54,-63451.18359375,832,43.3996,4236.69
4165000,18.5642,833,4290.39,-63763.390625,833,43.3982,4319.92
4170000,19.1676,834,4302.69,-63755.72265625,834,43.8729,4042.93
4175000,19.6956,835,4343.66,-64204.390625,835,43.5474,4343.17
4180000,18.7482,836,4285.36,-63223.27734375,836,43.5099,4254.77
4185000,18.7983,837,4286.85,-63849.7578125,837,43.4529,4325.57
4190000,19.2779,838,4282.5,-63368.6484375,838,43.4756,4174.57
4195000,18.8197,839,4266.25,-63970.0,839,43.6186,4245.11
4200000,20.0321,840,4321.86,-64626.09375,840,43.7979,4160.1
4205000,18.2654,841,4304.7,-64896.3984375,841,43.6406,4282.91
4210000,18.6756,842,4274.88,-63188.7421875,842,43.344,4325.6
4215000,18.2297,843,4293.88,-63916.12890625,843,43.4942,4339.82
4220000,19.129,844,4331.55,-63851.76953125,844,43.5164,4325.97
4225000,18.2579,845,4293.58,-65196.65625,845,43.5752,4330.25
4230000,19.2059,846,4324.62,-64106.046875,846,43.755,4318.72
4235000,18.9078,847,4276.59,-64631.47265625,847,43.4882,4029.49
4240000,17.9432,848,4277.05,-65576.90625,848,43.8623,4316.26
4245000,19.2919,849,4319.57,-63664.859375,849,43.7241,4324.66
4250000,19.0389,850,4363.15,-63881.3984375,850,43.4801,4347.98
4255000,19.267,851,4386.58,-64845.7578125,851,43.5682,4235.75
4260000,19.0339,852,4345.74,-64638.51953125,852,43.4902,4362.77
4265000,20.4537,853,4362.55,-65330.0703125,853,43.7763,4332.48
4270000,20.0065,854,4334.03,-64482.78125,854,43.541,4345.87
4275000,19.8395,855,4373.46,-65671.25,855,43.6559,4328.53
4280000,20.4004,856,4315.28,-64895.6484375,856,44.1046,4154.02
4285000,20.5767,857,4395.55,-65545.328125,857,43.8629,4332.19
4290000,18.6007,858,4375.71,-65133.2421875,858,43.8947,4341.91
4295000,20.735,859,4359.7,-64511.16015625,859,43.8327,3997.35
4300000,21.8781,860,4380.63,-65791.2890625,860,44.1481,4226.26
4305000,20.4678,861,4365.23,-64838.6171875,861,44.0413,4372.3
4310000,21.2972,862,4334.65,-65495.6171875,862,44.0841,4333.65
4315000,20.7986,863,4367.04,-65378.8515625,863,43.8726,4207.6
4320000,20.2804,864,4386.13,-65081.734375,864,43.7485,4248.59
4325000,20.3621,865,4385.26,-65460.0078125,865,43.9463,4343.57
4330000,20.0251,866,4364.82,-64528.77734375,866,43.5693,4375.8
4335000,20.2616,867,4381.66,-64764.83984375,867,43.5937,4352.37
4340000,19.8983,868,4396.49,-64849.140625,868,43.5343,4368.73
4345000,20.878,869,4425.28,-65736.3828125,869,44.0765,4374.69
4350000,20.7436,870,4358.95,-66089.078125,870,43.9457,4330.81
4355000,19.6966,871,4372.94,-66004.140625,871,44.0236,3966.31
4360000,18.4974,872,4372.59,-65351.05078125,872,43.6753,4282.94
4365000,18.5906,873,4349.8,-64856.5625,873,43.6546,3824.97
4370000,18.2702,874,4119.81,-66399.4921875,874,43.734,3594.85
4375000,29.3646,875,-4.33,-68981.2109375,875,52.4915,-4.39
4380000,46.7142,876,523.52,-62086.765625,876,49.5378,542.2
4385000,69.5026,877,418.46,-65970.9453125,877,49.4089,407.2
4390000,52.867,878,355.02,-67331.3125,878,50.5434,378.22
4395000,32.1069,879,717.09,-65587.2421875,879,47.8105,1016.63
4400000,36.2167,880,1034.78,-67375.96875,880,47.5375,978.42
4405000,17.1878,881,940.98,-67471.609375,881,46.3498,1324.52
4410000,16.5414,882,2359.23,-64638.59375,882,44.9914,2197.41
4415000,23.755,883,1761.95,-69767.71875,883,46.6086,1696.84
4420000,27.2093,884,1827.45,-71717.421875,884,46.6035,1581.72
4425000,19.1098,885,2622.36,-69660.21875,885,44.4178,2516.91
4430000,25.4556,886,2063.36,-70816.0234375,886,45.3476,1982.27
4435000,21.9786,887,3581.15,-69346.0625,887,44.3522,3718.09
4440000,26.0596,888,2515.62,-68865.515625,888,44.5681,2791.98
4445000,35.9135,889,1613.98,-67653.328125,889,45.7442,2576.56
4450000,30.6568,890,1975.62,-67552.6640625,890,45.2453,2124.66
4455000,30.5174,891,2155.19,-68318.0390625,891,45.7766,2551.44
4460000,25.924,892,2603.13,-68052.65625,892,44.7977,1830.12
4465000,33.4592,893,2222.96,-66908.2578125,893,45.2661,1953.07
4470000,25.1087,894,3018.38,-68546.2890625,894,44.9727,1824.84
