Running Env Steps,Running Reverse KL,Itration,Real Det Return,Reward Loss,Running Update Time,Running Forward KL,Real Sto Return
370000,21.5877,74,2481.28,-2924.743408203125,74,46.1129,2161.9
375000,35.1219,75,2057.54,-3244.3037109375,75,46.2245,1733.94
380000,26.9737,76,2582.44,-2965.1318359375,76,45.8674,1985.62
385000,21.0321,77,2384.84,-3160.539306640625,77,45.928,1811.29
390000,26.5985,78,2142.98,-3249.113037109375,78,46.241,1904.47
395000,28.3269,79,2263.56,-3319.18505859375,79,46.1946,1683.65
400000,34.9606,80,2918.07,-3343.9560546875,80,46.0622,2138.37
405000,32.1838,81,1577.45,-3617.5859375,81,46.6482,1545.27
410000,25.662,82,2530.43,-3511.2333984375,82,46.4159,1792.63
415000,28.2643,83,3237.02,-3410.6376953125,83,45.9282,1844.53
420000,24.0724,84,2044.28,-3541.86376953125,84,45.5553,1802.68
425000,22.628,85,2639.88,-3436.532958984375,85,45.497,1658.33
430000,18.4096,86,2618.75,-3317.23046875,86,45.93,2065.98
435000,18.051,87,3419.2,-3686.665771484375,87,46.2652,1974.23
440000,23.2909,88,2415.42,-3835.80517578125,88,46.1176,1893.94
445000,25.3977,89,3484.98,-3646.935302734375,89,45.4843,2200.34
450000,19.5655,90,3168.88,-3613.267333984375,90,45.9633,2539.13
455000,22.4178,91,2831.17,-4215.76806640625,91,46.0833,1667.69
460000,17.6802,92,2147.01,-3717.16015625,92,46.0095,1865.38
465000,16.2735,93,2235.03,-3673.64599609375,93,45.8147,1948.55
470000,16.1845,94,2709.51,-3492.592041015625,94,45.7156,2078.55
475000,16.6885,95,3270.96,-3903.35302734375,95,46.1993,2094.99
480000,15.8631,96,3001.18,-3562.862060546875,96,44.7071,2142.12
485000,16.8557,97,2489.35,-4178.9853515625,97,45.9177,1819.4
490000,16.8361,98,2942.46,-3971.53515625,98,46.0324,2276.15
495000,17.4839,99,2796.92,-4292.96435546875,99,45.8968,1859.98
500000,15.9884,100,3335.46,-4104.08984375,100,45.4359,2153.62
505000,16.6157,101,3317.71,-3759.68212890625,101,45.6176,2273.73
510000,19.1588,102,2695.18,-4482.08642578125,102,46.5044,2037.57
515000,17.1031,103,3046.92,-4217.314453125,103,45.4283,1866.01
520000,15.8784,104,3699.97,-4065.1162109375,104,45.5691,2455.18
525000,17.1686,105,2583.88,-4105.7568359375,105,45.5301,2186.9
530000,18.7441,106,3833.27,-4122.2705078125,106,45.7395,2948.76
535000,21.2769,107,2766.35,-4525.5458984375,107,44.8582,2177.44
540000,15.5961,108,3202.52,-4599.68994140625,108,45.5485,2465.55
545000,17.8957,109,2842.49,-4340.466796875,109,45.5097,2591.93
550000,17.2069,110,3833.94,-3998.1943359375,110,44.9504,3178.98
555000,18.5808,111,3061.19,-4252.162109375,111,45.0563,2852.09
560000,15.5989,112,3610.95,-4328.72216796875,112,45.1446,2557.16
565000,15.9236,113,3224.86,-4550.28759765625,113,45.3269,2647.26
570000,17.0981,114,2844.69,-4911.173828125,114,45.513,2296.35
575000,15.789,115,3731.17,-4674.92578125,115,44.9042,2421.12
580000,17.6536,116,3441.12,-3973.336669921875,116,45.3683,3516.82
585000,16.7897,117,3786.49,-4240.052734375,117,45.0355,3392.05
590000,18.2908,118,3445.95,-4049.527587890625,118,45.0602,3753.96
595000,16.0535,119,2341.12,-4988.97509765625,119,45.5826,2644.63
600000,16.4766,120,3366.78,-4807.23291015625,120,45.3467,2597.83
605000,15.5728,121,3593.59,-4499.52001953125,121,44.7295,3614.4
610000,17.7572,122,3905.61,-4628.49658203125,122,45.1669,3198.16
615000,16.8373,123,3978.51,-4893.0908203125,123,44.9266,2484.59
620000,18.0975,124,3820.37,-4436.103515625,124,45.1254,3195.77
625000,18.8559,125,3892.66,-4959.845703125,125,45.198,2766.81
630000,17.6909,126,3782.5,-4576.4892578125,126,44.6255,3065.17
635000,17.2718,127,3146.63,-5091.21142578125,127,45.181,3184.55
640000,17.0042,128,3302.2,-4634.11962890625,128,44.7392,3447.87
645000,17.9182,129,3522.34,-4891.84130859375,129,45.2594,3654.53
650000,18.1681,130,3224.59,-4749.875,130,45.1482,3509.74
655000,17.5203,131,3580.13,-4623.36328125,131,44.7278,3667.48
660000,16.9206,132,3694.88,-4908.876953125,132,45.0603,3228.32
665000,16.8076,133,3980.13,-5331.4267578125,133,44.9972,3055.68
670000,15.965,134,3437.59,-5259.34033203125,134,45.0361,3319.12
675000,16.5426,135,3591.55,-5446.43408203125,135,44.8312,3163.03
680000,15.3144,136,3529.33,-5498.49658203125,136,44.9735,3175.74
685000,15.553,137,3740.73,-5456.17236328125,137,44.7279,2840.99
690000,15.6012,138,3787.83,-5229.30810546875,138,44.8411,2801.34
695000,17.3148,139,3385.98,-5293.96044921875,139,45.2004,3514.54
700000,17.6485,140,3739.41,-5355.22314453125,140,44.736,3419.72
705000,16.0627,141,3437.42,-5486.47021484375,141,44.6242,3449.12
710000,17.8597,142,3223.94,-5225.2744140625,142,45.0148,3755.24
715000,16.3172,143,3311.61,-5446.54150390625,143,44.8617,3612.22
720000,17.8952,144,3594.82,-5286.7431640625,144,44.9391,3145.54
725000,17.7394,145,3285.42,-5725.66552734375,145,45.4373,3675.75
730000,16.3023,146,3584.63,-5945.86328125,146,45.0635,3145.13
735000,19.7032,147,3253.47,-5508.73388671875,147,44.9188,3641.92
740000,17.8506,148,3412.78,-5716.103515625,148,44.9523,3756.53
745000,17.2944,149,3387.49,-5868.52197265625,149,44.9968,3398.57
750000,17.2933,150,3756.74,-5832.7900390625,150,44.5787,3611.86
755000,17.5755,151,3545.64,-5895.29150390625,151,44.8494,3547.45
760000,16.3819,152,3834.2,-6336.029296875,152,44.3779,2855.62
765000,16.6107,153,3488.91,-5983.43359375,153,44.495,3508.19
770000,18.4112,154,3268.87,-5930.42529296875,154,44.7455,3618.41
775000,16.1145,155,3330.27,-6221.83740234375,155,44.4926,3734.27
780000,16.0189,156,3274.79,-6122.654296875,156,44.4516,3587.09
785000,18.748,157,3270.72,-6041.26611328125,157,44.8341,3770.5
790000,18.217,158,3320.22,-6125.29345703125,158,44.6231,3672.24
795000,17.6057,159,3447.57,-6241.65283203125,159,44.624,3456.89
800000,16.984,160,3226.06,-6399.22802734375,160,44.5604,3725.61
805000,18.261,161,3363.02,-6508.92626953125,161,44.6042,3476.31
810000,18.172,162,3424.46,-6377.166015625,162,44.4562,3671.39
815000,16.3509,163,3401.92,-6653.74072265625,163,44.4179,3377.54
820000,17.8598,164,3400.67,-6426.2294921875,164,44.4037,3740.93
825000,17.3933,165,3835.4,-7030.57177734375,165,44.485,2832.12
830000,18.7672,166,3507.54,-6773.91162109375,166,44.4924,3870.03
835000,18.1945,167,3305.05,-6623.15380859375,167,44.6858,3531.13
840000,19.567,168,3540.44,-6761.77783203125,168,45.0885,3378.53
845000,16.9996,169,3703.74,-7256.53515625,169,44.9003,3400.3
850000,16.9181,170,3425.18,-7291.8671875,170,44.7847,3558.17
855000,18.4863,171,3602.15,-6866.66796875,171,44.4103,3502.9
860000,17.102,172,3360.43,-7167.72998046875,172,44.127,3779.71
865000,16.6696,173,3612.78,-7426.2392578125,173,44.5743,3456.5
870000,17.253,174,3825.97,-7403.24072265625,174,44.6784,3612.03
875000,16.6124,175,3242.76,-7151.23779296875,175,44.2152,3725.02
880000,17.2811,176,3574.3,-7547.6865234375,176,44.7056,3551.08
885000,16.6212,177,3538.0,-7577.76904296875,177,44.4385,3543.24
890000,16.7428,178,3414.0,-7432.484375,178,44.111,3727.47
895000,17.236,179,3342.64,-7445.37646484375,179,44.1474,3745.63
900000,18.1896,180,3816.82,-7572.84130859375,180,44.3371,3410.05
905000,17.6816,181,3403.4,-7768.65771484375,181,44.3512,3477.28
910000,16.9934,182,3443.16,-7869.04736328125,182,44.0609,3123.81
915000,17.2809,183,3664.41,-7733.32666015625,183,44.0446,3479.02
920000,18.246,184,3502.46,-7821.66064453125,184,44.4494,3694.76
925000,16.2012,185,3724.6,-8260.7255859375,185,44.4317,2587.89
930000,16.288,186,3627.3,-7758.9541015625,186,44.0904,3623.01
935000,16.537,187,3609.05,-8172.75,187,44.5704,3666.11
940000,16.8328,188,3644.05,-8201.9384765625,188,44.3266,3399.4
945000,17.9222,189,3517.62,-7965.46923828125,189,44.2172,3509.71
950000,17.9771,190,3772.39,-8614.271484375,190,44.8447,3341.59
955000,17.4805,191,3487.69,-8133.15234375,191,44.3416,3495.48
960000,18.4188,192,3548.2,-8306.8134765625,192,44.271,3718.59
965000,17.7764,193,3633.73,-8622.619140625,193,44.5518,3061.49
970000,17.5431,194,3931.84,-8276.265625,194,44.086,3640.11
975000,18.2408,195,3556.52,-8685.0166015625,195,44.4932,3667.6
980000,18.1056,196,3476.77,-8157.34521484375,196,44.463,3753.78
985000,16.8692,197,3427.64,-8547.8310546875,197,44.0943,3723.04
990000,17.1517,198,3506.27,-8812.53125,198,43.9333,3512.67
995000,17.319,199,3894.36,-9060.333984375,199,44.752,3530.24
1000000,17.0726,200,3634.66,-8999.908203125,200,44.3777,3734.87
1005000,18.4057,201,3772.06,-8896.0703125,201,44.4495,3714.27
1010000,17.6698,202,3816.86,-8918.6640625,202,44.4031,3655.51
1015000,17.2653,203,3889.39,-9046.708984375,203,44.3991,3479.45
1020000,17.0744,204,3448.31,-9073.66796875,204,44.2516,3624.15
1025000,17.1505,205,3924.38,-9320.4931640625,205,44.5347,3688.81
1030000,17.8016,206,3814.94,-9274.826171875,206,44.3872,3786.18
1035000,18.205,207,3786.2,-9191.6953125,207,44.562,3734.95
1040000,17.9825,208,3663.78,-9323.6552734375,208,44.4054,3796.69
1045000,17.0849,209,3810.33,-9611.4443359375,209,44.488,3782.05
1050000,17.8844,210,3914.55,-9467.22265625,210,44.2892,3804.68
1055000,17.5938,211,3799.16,-9619.6123046875,211,44.4797,3759.71
1060000,17.4693,212,3932.49,-9805.802734375,212,44.385,3410.17
1065000,17.2679,213,3847.93,-10076.8994140625,213,44.6647,3763.47
1070000,17.4648,214,3730.56,-9737.40234375,214,44.4279,3689.1
1075000,16.8561,215,3859.02,-10113.2861328125,215,44.3978,3512.65
1080000,17.3905,216,3862.56,-9767.9111328125,216,44.3817,3458.5
1085000,17.296,217,3764.91,-10070.5654296875,217,44.7267,3783.15
1090000,17.1899,218,3965.98,-10251.267578125,218,44.4738,3643.12
1095000,18.7333,219,3928.87,-9953.5673828125,219,44.4569,3685.18
1100000,17.7931,220,3941.46,-10019.5224609375,220,44.6914,3408.39
1105000,17.5646,221,3945.32,-10109.1171875,221,44.4043,3646.9
1110000,17.5599,222,3915.64,-10210.087890625,222,44.3745,3765.69
1115000,17.3656,223,3906.04,-10658.1640625,223,44.5981,3614.83
1120000,17.0843,224,3918.58,-10708.3857421875,224,44.5247,3334.62
1125000,17.5865,225,3880.03,-10593.892578125,225,44.4228,3771.45
1130000,16.004,226,3930.9,-11183.298828125,226,44.4548,3754.92
1135000,16.406,227,3954.37,-11218.720703125,227,44.7083,3431.49
1140000,16.7032,228,3894.57,-11062.103515625,228,44.2382,3776.75
1145000,16.9014,229,3839.84,-10928.5849609375,229,44.0966,3707.27
1150000,16.5995,230,3895.73,-10894.3759765625,230,44.4401,3792.12
1155000,16.5434,231,3896.41,-11065.6943359375,231,44.2721,3734.68
1160000,16.8313,232,3908.03,-11216.873046875,232,44.4626,3318.39
1165000,15.8608,233,3886.82,-11629.4599609375,233,44.5967,3625.24
1170000,16.5577,234,3856.33,-11512.54296875,234,44.4603,3208.31
1175000,16.1612,235,3938.57,-11629.3642578125,235,44.0635,3627.26
1180000,15.0326,236,3951.19,-11895.04296875,236,44.5053,3143.15
1185000,16.1519,237,4043.0,-12629.84375,237,44.9259,3029.46
1190000,17.2006,238,3959.3,-11659.626953125,238,44.4228,3150.73
1195000,16.7188,239,3952.14,-12562.7724609375,239,44.7814,3574.52
1200000,17.3115,240,3974.72,-12063.0439453125,240,44.2445,3346.96
1205000,17.5045,241,3937.55,-12135.669921875,241,44.7442,3249.93
1210000,16.8272,242,3951.52,-12384.947265625,242,44.4735,3057.24
1215000,16.8877,243,3881.85,-12341.3798828125,243,44.4634,3301.39
1220000,16.4573,244,3727.84,-12043.056640625,244,44.1144,3363.26
1225000,16.9935,245,3918.15,-12685.8681640625,245,44.1906,3611.21
1230000,16.4769,246,3932.49,-12772.9833984375,246,44.4157,3511.84
1235000,17.9302,247,3692.48,-12972.951171875,247,44.6818,3068.53
1240000,16.9721,248,3802.69,-12398.8916015625,248,44.0729,3328.92
1245000,16.4535,249,3729.22,-13224.8046875,249,44.5524,3184.68
1250000,16.8296,250,3964.81,-12972.5927734375,250,44.4006,3530.27
1255000,16.765,251,3838.16,-14101.013671875,251,44.563,2961.51
1260000,16.8803,252,3935.52,-12608.9140625,252,44.2241,3206.89
1265000,17.1603,253,3887.42,-13097.0673828125,253,44.6994,3218.53
1270000,16.2079,254,3852.13,-13158.2177734375,254,44.4088,3394.08
1275000,16.2857,255,3910.35,-13366.18359375,255,44.3429,3418.81
1280000,16.0545,256,3882.74,-13572.1962890625,256,44.5145,3765.09
1285000,16.7031,257,3839.94,-14041.0908203125,257,44.3348,3422.19
1290000,17.5217,258,3811.2,-14222.9970703125,258,44.6753,3468.45
1295000,17.7237,259,3897.44,-14506.6962890625,259,44.2966,3644.81
1300000,15.8964,260,3867.84,-14337.2275390625,260,44.5456,3577.0
1305000,16.3554,261,3961.61,-14854.0,261,44.872,3572.51
1310000,16.3348,262,3922.08,-14282.7001953125,262,44.2034,3549.01
1315000,16.2606,263,3868.41,-14231.9892578125,263,44.3574,3463.15
1320000,17.9967,264,3948.56,-14367.8017578125,264,44.6416,3123.52
1325000,16.5127,265,3866.06,-14099.5712890625,265,44.1545,3081.77
1330000,18.0539,266,3893.91,-14518.412109375,266,44.2757,3022.32
1335000,16.7076,267,3864.16,-14652.5029296875,267,44.387,3116.86
1340000,17.6397,268,3824.79,-14109.626953125,268,44.1342,3733.11
1345000,16.5868,269,3777.73,-14979.4482421875,269,44.3208,3449.9
1350000,16.9485,270,3867.69,-14868.6357421875,270,44.2121,3211.86
1355000,16.215,271,3545.76,-14926.630859375,271,44.2333,3204.84
1360000,17.8227,272,3850.51,-15162.4521484375,272,44.1636,3238.21
1365000,17.604,273,3819.05,-14529.40234375,273,44.1084,3346.37
1370000,16.1757,274,3706.02,-16121.4091796875,274,44.2861,3360.65
1375000,16.5448,275,3940.83,-15240.5078125,275,44.1032,3250.32
1380000,16.5863,276,3780.39,-16044.52734375,276,44.2073,3399.74
1385000,16.4031,277,3815.72,-15343.51171875,277,44.0769,3442.47
1390000,16.6399,278,3651.74,-16898.787109375,278,44.3872,3109.4
1395000,17.6908,279,3880.77,-15957.873046875,279,44.2034,3343.63
1400000,18.331,280,3715.24,-15380.822265625,280,44.2027,3190.43
1405000,16.6343,281,3895.87,-16046.62109375,281,44.4458,3087.92
1410000,15.8709,282,3798.29,-16782.39453125,282,44.3261,3209.56
1415000,15.4437,283,3846.48,-17154.259765625,283,44.2897,2753.71
1420000,17.2658,284,3285.41,-17495.9296875,284,44.5666,3000.75
1425000,16.5307,285,3815.26,-16534.26953125,285,44.3405,2867.45
1430000,15.2333,286,3881.56,-17144.52734375,286,44.3924,3013.29
1435000,15.5557,287,3877.63,-16550.623046875,287,44.3213,3328.35
1440000,17.2475,288,3823.48,-16339.9970703125,288,44.2645,3479.94
1445000,16.445,289,3840.25,-16407.244140625,289,43.9352,3384.51
1450000,17.623,290,3780.01,-16237.8994140625,290,44.1435,3470.37
1455000,15.8294,291,3874.99,-18331.978515625,291,44.4031,3256.99
1460000,16.6246,292,3824.27,-17213.638671875,292,44.2182,3311.29
1465000,16.5147,293,3688.88,-16693.96875,293,44.1552,3008.35
1470000,16.2725,294,3891.04,-16926.599609375,294,44.3327,3372.37
1475000,17.6325,295,3881.94,-16563.109375,295,44.1233,2907.42
1480000,16.2178,296,3933.9,-17245.404296875,296,44.4592,2927.94
1485000,26.4141,297,2997.14,-17205.568359375,297,44.6718,3017.42
1490000,19.4841,298,3948.2,-17005.150390625,298,44.1979,3156.0
1495000,16.5674,299,3812.53,-17516.3203125,299,43.9204,3361.39
1500000,16.9095,300,3915.97,-17364.607421875,300,44.4884,3323.65
1505000,14.9591,301,3943.06,-19064.130859375,301,44.5749,2887.31
1510000,16.5638,302,3762.32,-17834.47265625,302,44.174,3464.54
1515000,17.7563,303,3875.81,-18230.666015625,303,44.3305,2891.33
1520000,16.6591,304,3923.96,-17560.6484375,304,44.2861,3072.48
1525000,15.5743,305,3840.17,-18871.75390625,305,44.6936,3310.43
1530000,17.2971,306,3947.36,-17925.03515625,306,44.3477,3322.16
1535000,16.6869,307,3947.63,-19057.486328125,307,44.4164,3215.96
1540000,16.778,308,3925.3,-18227.103515625,308,44.3353,3326.08
1545000,16.0163,309,3928.48,-18841.22265625,309,44.3571,3405.57
1550000,15.1208,310,3880.12,-19561.46484375,310,44.0521,2814.53
1555000,15.3372,311,3883.96,-19538.138671875,311,44.3396,3172.41
1560000,16.3795,312,3892.5,-18911.978515625,312,44.4032,3388.65
1565000,17.6514,313,3877.27,-18538.484375,313,44.3246,3431.68
1570000,16.8969,314,3833.34,-19112.6796875,314,44.1937,3508.97
1575000,16.13,315,3731.79,-19811.5625,315,44.5087,3483.42
1580000,16.9106,316,3890.07,-19618.095703125,316,44.6893,3360.0
1585000,16.0456,317,3888.7,-19876.876953125,317,44.4281,3671.99
1590000,17.3078,318,3809.48,-19714.978515625,318,44.509,3080.19
1595000,17.8703,319,3853.6,-19654.43359375,319,44.3629,3337.35
1600000,16.3108,320,3628.31,-20308.888671875,320,44.6432,3367.95
1605000,17.6318,321,3671.11,-19945.609375,321,44.7898,3016.31
1610000,17.4634,322,3709.33,-20310.576171875,322,44.3146,3281.29
1615000,17.9516,323,3873.86,-20226.912109375,323,44.5426,3396.75
1620000,17.2136,324,3739.29,-20531.388671875,324,44.4791,3429.14
1625000,18.1014,325,3856.96,-20396.7421875,325,44.7444,3558.56
1630000,17.9834,326,3659.6,-20494.55078125,326,44.8161,3574.63
1635000,16.8366,327,3716.63,-21666.01953125,327,44.8895,3010.36
1640000,16.1582,328,3713.68,-22011.158203125,328,44.4117,3156.89
1645000,16.5633,329,2500.76,-21797.646484375,329,44.7054,3175.94
1650000,18.2732,330,3410.01,-21142.068359375,330,44.5685,3038.67
1655000,17.4889,331,2631.43,-21836.59765625,331,44.6409,3190.3
1660000,18.6384,332,3209.51,-21596.064453125,332,44.5388,3029.08
1665000,17.3826,333,3205.13,-22140.234375,333,44.4793,3336.88
1670000,17.9897,334,3777.4,-22049.8671875,334,44.2708,3577.11
1675000,17.8135,335,3718.46,-22324.296875,335,44.2892,2931.26
1680000,18.2792,336,3884.92,-21772.18359375,336,44.1921,3420.09
1685000,16.8684,337,3894.02,-22701.990234375,337,44.3323,3164.82
1690000,19.9548,338,3775.03,-22101.30078125,338,44.4682,3313.07
1695000,17.1535,339,3811.55,-22346.28125,339,44.1734,3731.79
1700000,17.17,340,3531.28,-23539.1875,340,44.3905,3205.5
1705000,16.9791,341,3827.21,-22544.572265625,341,44.3028,2988.03
1710000,17.1013,342,3825.42,-23462.94921875,342,44.73,3275.38
1715000,18.4053,343,3832.17,-23389.265625,343,44.5342,3114.46
1720000,18.1215,344,3887.78,-22676.68359375,344,44.291,3261.01
1725000,17.9885,345,3966.35,-24772.04296875,345,44.8086,2096.69
1730000,17.4726,346,3723.71,-23127.189453125,346,44.1788,3064.11
1735000,16.4467,347,3835.48,-23857.931640625,347,44.2105,2782.48
1740000,17.3471,348,3858.54,-23145.138671875,348,44.5842,3119.0
1745000,18.1972,349,3950.36,-24040.056640625,349,44.6663,3039.84
1750000,22.2121,350,4023.91,-23068.17578125,350,44.4927,2468.56
1755000,19.6072,351,4009.85,-23440.09765625,351,44.536,2993.62
1760000,26.1387,352,3876.27,-23750.078125,352,44.5622,2939.46
1765000,18.3396,353,3636.45,-24239.544921875,353,44.6921,2883.4
1770000,19.6548,354,3760.95,-25264.158203125,354,44.6626,3230.88
1775000,20.8081,355,3813.96,-24233.3671875,355,44.4225,2387.97
1780000,25.2868,356,3977.46,-24012.037109375,356,44.4265,2894.61
1785000,22.8985,357,4050.22,-24412.00390625,357,44.7838,3104.81
1790000,20.8627,358,3855.05,-24394.00390625,358,44.761,3078.73
1795000,22.6301,359,3937.64,-24860.701171875,359,44.7655,2707.68
1800000,23.2343,360,3748.55,-24591.44140625,360,44.2335,2745.34
1805000,25.6775,361,3842.16,-24928.0,361,44.6493,3098.15
1810000,28.4426,362,4051.32,-24633.169921875,362,44.7652,2895.08
1815000,21.8068,363,3955.41,-24690.599609375,363,44.5474,2789.76
1820000,19.0027,364,3910.03,-25369.220703125,364,44.3971,3137.64
1825000,21.5027,365,4028.92,-24757.26171875,365,44.0366,3209.41
1830000,26.1799,366,3888.47,-25901.099609375,366,44.7057,3023.12
1835000,26.1623,367,3943.82,-25552.23046875,367,44.3034,2981.04
1840000,35.2714,368,3861.77,-26425.828125,368,44.9889,2709.37
1845000,20.7396,369,3947.78,-25485.068359375,369,44.2449,2986.96
1850000,26.6017,370,3575.49,-26050.37109375,370,44.399,2585.49
1855000,24.3829,371,3762.34,-26116.494140625,371,44.1299,3087.28
1860000,23.2107,372,3898.67,-26407.8125,372,44.6513,2765.58
1865000,21.0378,373,3758.39,-26663.720703125,373,44.2293,3104.13
1870000,28.256,374,3908.08,-26687.26953125,374,44.6254,3254.05
1875000,23.5329,375,3867.74,-26663.818359375,375,44.5968,3106.87
1880000,19.438,376,3691.41,-28516.212890625,376,44.5187,2852.09
1885000,20.4113,377,3884.18,-27640.0390625,377,44.5126,2993.81
1890000,18.7569,378,3749.37,-27373.529296875,378,44.4514,3142.05
1895000,18.9079,379,3813.19,-26810.16796875,379,44.3517,3576.72
1900000,18.6791,380,3760.89,-27796.591796875,380,44.7226,3010.72
1905000,18.0596,381,3822.16,-27670.322265625,381,44.3374,3532.0
1910000,18.1937,382,3582.55,-27098.033203125,382,43.9024,3052.73
1915000,18.0048,383,3824.64,-28134.619140625,383,44.0786,3120.41
1920000,18.2092,384,3810.32,-27275.45703125,384,44.0232,3199.83
1925000,17.7574,385,3903.86,-27971.076171875,385,44.2664,3171.02
1930000,19.026,386,3786.49,-28413.859375,386,44.3189,3320.36
1935000,20.6672,387,3902.63,-27902.955078125,387,44.1756,3269.0
1940000,18.2112,388,3753.26,-28429.0859375,388,44.3181,3297.02
