Itration,Running Update Time,Real Sto Return,Running Forward KL,Running Env Steps,Reward Loss,Running Reverse KL,Real Det Return
43,43,1530.42,24.1284,215000,-780.8587646484375,18.7435,3326.22
44,44,2255.99,23.2972,220000,-319.838134765625,13.277,3291.39
45,45,1316.06,24.5207,225000,-1000.0046997070312,15.1927,1315.91
46,46,2375.09,22.439,230000,-423.2663269042969,15.3663,3354.47
47,47,1801.96,22.3242,235000,-539.9263305664062,12.6644,3389.78
48,48,3055.69,21.5291,240000,-232.58810424804688,12.1262,3086.0
49,49,2521.27,22.0455,245000,-630.2796020507812,14.5411,3304.24
50,50,2604.4,22.6669,250000,-630.6649780273438,20.5798,2792.17
51,51,2820.27,22.257,255000,-421.7312927246094,11.9621,3047.92
52,52,1803.48,21.4353,260000,-401.59039306640625,11.7933,1479.49
53,53,2202.43,23.3796,265000,-573.00048828125,24.6656,2918.43
54,54,1975.14,22.7856,270000,-656.5517578125,15.4402,3297.46
55,55,2702.79,21.3787,275000,-408.3372497558594,16.4309,3440.64
56,56,2201.9,22.7613,280000,-520.7131958007812,10.3914,1132.84
57,57,1515.79,22.396,285000,-1111.8502197265625,27.4394,1686.75
58,58,1414.33,22.7532,290000,-573.4185180664062,10.813,3238.74
59,59,1303.05,23.9489,295000,-1159.8162841796875,45.2586,2140.14
60,60,2551.0,22.511,300000,-595.54736328125,10.2407,2172.39
61,61,1648.79,22.8197,305000,-1364.4703369140625,71.1945,1925.21
62,62,2506.98,21.3481,310000,-542.857421875,12.3917,3098.35
63,63,2408.04,22.0682,315000,-587.9558715820312,14.0393,3478.31
64,64,2185.51,22.7449,320000,-973.607421875,24.0525,1708.65
65,65,2216.09,22.4185,325000,-1020.3259887695312,34.6923,3465.53
66,66,2604.35,21.2906,330000,-419.93780517578125,11.2468,3439.41
67,67,1265.31,23.3662,335000,-1540.4803466796875,58.802,1020.77
68,68,1269.18,23.7209,340000,-1317.1839599609375,26.3454,2739.8
69,69,2606.3,20.9539,345000,-520.1474609375,12.81,3387.55
70,70,2975.97,21.936,350000,-362.5799865722656,13.0553,3379.33
71,71,1620.13,23.6618,355000,-1659.9979248046875,93.7537,2467.25
72,72,2329.78,19.8822,360000,-348.7049560546875,10.2806,3089.34
73,73,1765.94,23.0211,365000,-1289.4422607421875,47.7028,1130.77
74,74,1144.4,23.5671,370000,-1663.924560546875,46.7893,3218.7
75,75,2284.44,23.6026,375000,-1474.37548828125,39.756,3466.79
76,76,1823.36,22.9905,380000,-1396.92919921875,38.6092,3315.99
77,77,1775.91,23.9649,385000,-1268.150390625,34.1972,3260.61
78,78,989.58,21.6198,390000,-451.162841796875,11.7672,146.03
79,79,1297.19,22.9242,395000,-1137.85791015625,33.3408,1075.67
80,80,1284.03,23.096,400000,-1288.657958984375,28.9,1037.8
81,81,1061.8,23.0199,405000,-1876.0594482421875,40.1688,1225.99
82,82,1899.1,22.1858,410000,-1245.430908203125,43.4617,2285.56
83,83,2767.08,21.7988,415000,-549.4786376953125,17.4729,3337.21
84,84,1467.21,25.4649,420000,-1936.07373046875,46.6967,1618.68
85,85,2807.6,21.2923,425000,-579.9721069335938,19.5636,3516.45
86,86,3160.22,20.0445,430000,-498.4798583984375,16.5203,3502.5
87,87,2689.25,21.2615,435000,-892.912109375,21.1919,3483.17
88,88,2272.69,21.3629,440000,-1051.30078125,24.3609,3497.77
89,89,2304.31,22.2393,445000,-951.112548828125,17.4374,3199.21
90,90,1623.76,22.5209,450000,-1045.7830810546875,27.264,3574.65
91,91,2823.65,20.8003,455000,-1130.2650146484375,25.2767,1261.07
92,92,1864.68,24.4299,460000,-2184.03662109375,44.3749,3408.44
93,93,1184.07,23.8734,465000,-2681.58447265625,101.0411,2355.91
94,94,2613.54,20.6869,470000,-1266.57958984375,28.9763,3470.17
95,95,2915.08,20.2645,475000,-973.6136474609375,25.8594,3527.96
96,96,1199.76,22.7437,480000,-2691.25048828125,67.5972,1008.38
97,97,2151.48,20.3479,485000,-1368.7529296875,29.7035,2907.11
98,98,1759.72,23.5329,490000,-2807.9755859375,78.9597,1203.6
99,99,1273.3,23.6686,495000,-2662.6796875,62.6656,1121.49
100,100,2135.58,19.6111,500000,-1822.8134765625,40.6816,1194.71
101,101,2377.47,19.7212,505000,-1770.7557373046875,38.856,3392.48
102,102,2531.57,20.4452,510000,-622.4829711914062,12.6759,3545.65
103,103,2759.74,20.8377,515000,-1712.0296630859375,35.284,1072.87
104,104,1340.56,23.1707,520000,-3285.08642578125,88.135,1581.31
105,105,767.99,23.8348,525000,-3097.750244140625,92.1424,580.03
106,106,1814.12,21.9939,530000,-2588.976318359375,59.923,1854.22
107,107,1446.65,22.3767,535000,-2786.910888671875,48.0783,1451.42
108,108,1563.57,23.4221,540000,-3089.717529296875,56.5953,3037.9
109,109,1304.68,22.2106,545000,-3433.871826171875,38.3118,1822.54
110,110,1873.67,22.2431,550000,-2848.906494140625,58.0898,2146.48
111,111,1766.84,21.03,555000,-3131.26220703125,53.0676,1381.73
112,112,2122.21,21.3834,560000,-2242.818603515625,52.4485,900.81
113,113,973.14,21.0426,565000,-3138.91650390625,20.2613,894.68
114,114,2324.13,19.708,570000,-719.0633544921875,12.1263,3122.39
115,115,1547.0,23.2045,575000,-3080.5224609375,28.2282,1483.05
116,116,1920.47,20.3881,580000,-2219.359619140625,17.5863,1795.22
117,117,1293.23,23.8484,585000,-3429.588134765625,21.2509,1846.45
118,118,1900.28,20.7846,590000,-3058.896484375,21.8813,555.13
119,119,945.33,23.0826,595000,-3974.673583984375,23.1094,1028.59
120,120,1607.2,20.5937,600000,-2834.504150390625,20.2204,3503.98
121,121,1637.73,21.5063,605000,-2978.095947265625,41.158,1977.32
122,122,2430.53,21.3391,610000,-2909.011474609375,25.6542,3232.45
123,123,2029.53,20.9407,615000,-3676.472900390625,41.4797,1933.68
124,124,1462.32,21.9985,620000,-3936.93310546875,26.2625,1335.21
125,125,2180.0,19.7101,625000,-1850.10791015625,15.7918,2049.04
126,126,1859.46,21.4454,630000,-2848.892822265625,36.0539,2296.34
127,127,1127.68,20.8589,635000,-3555.297607421875,47.564,1380.46
128,128,2383.44,19.1186,640000,-2487.279052734375,29.3913,2342.16
129,129,984.72,22.0291,645000,-4253.33984375,22.1739,472.29
130,130,2298.26,20.2003,650000,-2141.14990234375,22.3512,3282.35
131,131,2542.42,18.8914,655000,-1725.7685546875,20.1011,3519.71
132,132,1213.77,21.8967,660000,-4958.42333984375,70.7987,1460.03
133,133,1734.73,21.9583,665000,-4638.306640625,27.2341,2371.45
134,134,1860.38,21.1703,670000,-3148.493408203125,20.1198,1927.1
135,135,1294.93,23.0186,675000,-3934.982421875,23.9599,1237.22
136,136,1861.66,20.6419,680000,-2759.54541015625,13.6428,2769.28
137,137,2618.98,18.7682,685000,-726.7650146484375,11.3671,3411.23
138,138,1817.76,22.1131,690000,-3888.95849609375,47.1664,2863.19
139,139,1946.3,20.2381,695000,-4495.79150390625,77.3651,2489.16
140,140,2469.72,19.9878,700000,-3528.278564453125,55.6254,1168.28
141,141,939.37,21.6353,705000,-5008.53515625,50.5064,2405.61
142,142,2864.68,19.4143,710000,-1466.2550048828125,10.8594,3444.53
143,143,2658.48,21.6775,715000,-3291.177001953125,27.4606,3023.75
144,144,1179.58,23.1887,720000,-4599.66552734375,29.8108,1112.3
145,145,1826.96,22.0273,725000,-3455.006591796875,28.6387,2015.29
146,146,1679.63,21.017,730000,-2862.741455078125,11.986,3307.39
147,147,1701.48,22.1009,735000,-5246.4560546875,52.626,1056.61
148,148,1779.41,21.5618,740000,-2772.013916015625,11.5796,2380.98
149,149,2140.79,22.6524,745000,-2600.33056640625,12.8907,2836.46
150,150,1769.73,21.0856,750000,-2784.82470703125,12.9076,3475.92
151,151,2202.96,21.7269,755000,-2536.0107421875,12.3199,3444.44
152,152,1615.14,21.1205,760000,-3382.07177734375,15.5162,1152.64
153,153,1474.56,20.5609,765000,-2984.82470703125,12.5003,3490.43
154,154,2624.4,19.1686,770000,-751.1787109375,10.9413,3437.89
155,155,3064.19,20.3335,775000,-1802.6302490234375,14.9585,3513.91
156,156,1644.99,21.1754,780000,-3899.885986328125,29.3411,1216.61
157,157,2662.79,21.1894,785000,-2023.592041015625,13.0633,3526.8
158,158,1412.37,22.2912,790000,-3623.283935546875,12.5425,2250.17
159,159,2125.01,20.8298,795000,-2175.082275390625,12.6024,3522.35
160,160,694.16,21.3569,800000,-4071.842529296875,21.6846,698.04
161,161,2124.01,20.0102,805000,-2911.3935546875,18.3026,3401.47
162,162,2537.95,18.993,810000,-2026.012939453125,17.1489,3356.12
163,163,1168.34,22.836,815000,-4855.4873046875,18.513,1120.83
164,164,1344.44,22.9862,820000,-6131.294921875,51.8987,1173.6
165,165,2299.15,20.4088,825000,-3640.728759765625,18.3889,3418.91
166,166,1880.55,22.2303,830000,-4181.47216796875,24.3918,3179.2
167,167,2026.1,20.2831,835000,-3110.488525390625,27.2491,3551.04
168,168,1185.3,21.5076,840000,-4433.32763671875,13.2191,1544.39
169,169,1912.79,23.6618,845000,-4085.061767578125,13.9626,2126.28
170,170,1911.1,21.1636,850000,-3891.85498046875,34.9216,3510.92
171,171,1764.16,20.943,855000,-3367.864013671875,30.7443,1187.96
172,172,1691.61,21.5475,860000,-4226.0283203125,28.7497,3132.44
173,173,141.04,22.844,865000,-5145.89697265625,32.997,96.59
174,174,2644.91,22.6089,870000,-4476.84033203125,55.9216,3286.04
175,175,1769.58,22.7124,875000,-5592.123046875,52.1729,2834.0
176,176,1727.42,22.5622,880000,-5206.59814453125,46.1819,2045.08
177,177,1379.21,22.3989,885000,-5941.66455078125,39.8881,2106.55
178,178,1965.16,20.95,890000,-3278.86376953125,19.4861,3480.38
179,179,1512.22,22.4377,895000,-4430.1552734375,16.7703,1715.24
180,180,1577.67,23.0569,900000,-6267.15869140625,49.8516,3525.21
181,181,1002.45,23.9588,905000,-6372.935546875,41.5053,1067.57
182,182,3309.89,20.0163,910000,-825.3016357421875,13.2572,3550.79
183,183,1161.52,22.8243,915000,-6334.26513671875,45.7077,1036.79
184,184,1848.65,21.5885,920000,-4386.931640625,18.7052,2862.67
185,185,1556.34,22.7857,925000,-7762.6025390625,82.4581,2082.53
186,186,2226.44,21.0186,930000,-4965.76904296875,52.8834,2988.95
187,187,1282.46,22.5657,935000,-6654.25830078125,53.7339,1812.76
188,188,1042.09,24.057,940000,-6751.78955078125,51.7502,1622.24
189,189,1311.3,22.1384,945000,-6029.78759765625,20.892,1017.17
190,190,1212.79,22.5785,950000,-5846.9208984375,18.1903,1145.99
191,191,1183.87,22.3466,955000,-5305.9345703125,28.2352,1288.84
192,192,1099.01,23.5528,960000,-7963.5830078125,77.7211,1002.3
193,193,1407.32,23.5609,965000,-7594.85107421875,98.3864,1345.12
194,194,1261.42,22.9015,970000,-5872.81787109375,24.6039,1176.19
195,195,1548.99,22.7468,975000,-5319.74072265625,26.1513,2989.78
196,196,1677.21,22.2548,980000,-6849.96533203125,53.6238,2505.64
197,197,2421.06,21.2613,985000,-6621.6337890625,64.7862,1235.0
198,198,2670.97,20.5465,990000,-5526.28173828125,27.2014,3507.35
199,199,1899.55,20.9362,995000,-5543.4560546875,42.226,3444.86
