Real Det Return,Running Forward KL,Itration,Reward Loss,Real Sto Return,Running Reverse KL,Running Update Time,Running Env Steps
3319.78,29.2339,38,-52.64332962036133,3115.86,13.9694,38,190000
3316.17,29.1198,39,-4.744082450866699,3214.31,16.3336,39,195000
3391.69,29.3815,40,-56.26565170288086,2438.88,14.7335,40,200000
3354.07,29.291,41,-17.230897903442383,2961.63,14.0741,41,205000
1113.51,32.0068,42,-263.9823303222656,1069.33,30.1593,42,210000
3352.48,29.2946,43,-62.88594055175781,3062.87,16.3869,43,215000
3415.92,28.8719,44,-23.731201171875,2959.44,15.081,44,220000
3356.65,27.4228,45,5.377292633056641,3366.56,13.5691,45,225000
3375.96,27.5947,46,-20.658939361572266,3365.07,14.6813,46,230000
3385.79,27.9312,47,-38.007469177246094,2629.78,13.464,47,235000
3418.77,29.4552,48,-5.410760879516602,3232.47,15.4263,48,240000
3382.61,27.5608,49,-18.07752227783203,3130.0,13.4692,49,245000
3398.0,28.612,50,-21.369426727294922,3194.35,14.0309,50,250000
3414.66,27.7758,51,-19.569604873657227,3371.63,15.5876,51,255000
3453.33,28.0056,52,-23.11328125,3427.03,14.9703,52,260000
3346.27,28.3533,53,-46.82695770263672,3322.9,13.5482,53,265000
3441.42,27.3394,54,-47.99196243286133,3088.88,12.719,54,270000
3424.88,26.9167,55,-29.934555053710938,3342.56,13.962,55,275000
3477.43,27.4033,56,-22.691577911376953,3442.56,14.3135,56,280000
3408.83,27.9421,57,-80.51353454589844,2532.27,13.9278,57,285000
3419.2,27.8497,58,-18.72721290588379,3374.54,14.783,58,290000
3445.41,27.4335,59,-45.126766204833984,3276.53,12.9462,59,295000
3456.14,27.74,60,-31.92034339904785,3410.45,14.0331,60,300000
3416.93,27.849,61,-37.43144989013672,3352.46,14.0735,61,305000
3428.07,27.1301,62,-36.451072692871094,3379.85,14.0734,62,310000
3328.76,28.8862,63,-55.47311782836914,3302.14,15.6677,63,315000
3422.44,28.0854,64,-40.38011932373047,3255.14,14.6727,64,320000
3426.75,27.4413,65,-37.914215087890625,3248.46,13.4933,65,325000
3447.78,26.8573,66,-37.2385368347168,3400.75,13.4389,66,330000
3448.98,27.4846,67,-35.56296157836914,3414.68,13.9355,67,335000
3440.9,27.3073,68,-35.7572135925293,3379.43,14.0643,68,340000
3491.5,26.8325,69,-38.126766204833984,3441.86,13.7701,69,345000
3443.57,27.629,70,-44.067562103271484,2829.36,14.4975,70,350000
3431.81,27.4879,71,-48.760353088378906,3392.63,13.9246,71,355000
3447.32,28.4304,72,-54.85987854003906,3290.86,14.4824,72,360000
3454.54,27.225,73,-45.52060317993164,3410.96,14.0332,73,365000
3443.71,26.8683,74,-48.150390625,3393.28,13.1818,74,370000
3455.73,27.309,75,-43.193580627441406,3403.37,13.5177,75,375000
3457.28,26.5982,76,-51.850528717041016,3408.88,13.6647,76,380000
3466.68,27.179,77,-50.670326232910156,3413.54,14.1544,77,385000
3443.75,27.2126,78,-75.79556274414062,2834.65,14.7174,78,390000
3437.96,27.1774,79,-51.410884857177734,3394.86,14.228,79,395000
3456.61,28.2841,80,-56.935489654541016,3399.01,13.9114,80,400000
3466.15,25.6269,81,-118.49269104003906,2625.63,15.596,81,405000
3445.86,26.6041,82,-66.12702941894531,3407.45,13.7011,82,410000
3416.05,26.8216,83,-51.21099853515625,3391.22,13.5645,83,415000
3458.28,27.6117,84,-61.585487365722656,3412.0,14.1791,84,420000
3446.78,26.3477,85,-61.28507995605469,3287.39,12.8976,85,425000
3459.35,26.8107,86,-76.13140106201172,3305.79,14.8937,86,430000
3458.67,28.1475,87,-65.60602569580078,3419.49,14.5271,87,435000
3441.78,26.5992,88,-130.40158081054688,2926.47,17.3512,88,440000
3466.29,26.4793,89,-66.52751922607422,3393.41,13.2299,89,445000
3411.18,27.6339,90,-50.59257125854492,3115.4,13.3525,90,450000
3460.94,26.9947,91,-90.6446304321289,3219.83,12.3842,91,455000
3407.58,26.6248,92,-66.08626556396484,3369.28,13.6549,92,460000
1481.22,27.4754,93,-249.5939483642578,1777.18,15.3436,93,465000
2289.63,29.4588,94,-313.18670654296875,1323.72,23.5627,94,470000
3451.03,27.8696,95,-69.82695770263672,3424.91,13.7064,95,475000
3490.22,27.8354,96,-136.77757263183594,2864.42,17.263,96,480000
3454.9,27.3462,97,-94.21601867675781,2656.59,15.2563,97,485000
3419.67,27.3777,98,-59.314517974853516,3213.97,13.4954,98,490000
3470.7,26.3775,99,-57.933570861816406,3431.31,12.8897,99,495000
3473.42,27.6778,100,-83.27984619140625,3170.46,14.2456,100,500000
3423.38,26.9702,101,-68.72636413574219,3304.8,12.8554,101,505000
3466.64,27.8205,102,-86.55307006835938,3411.28,14.9998,102,510000
3497.63,27.3864,103,-116.07479858398438,3046.31,15.5197,103,515000
3466.85,27.3409,104,-68.5845947265625,3317.88,12.9234,104,520000
3453.88,27.2823,105,-98.23885345458984,3399.58,14.8261,105,525000
3433.55,26.9646,106,-81.00390625,3054.82,13.1788,106,530000
3449.18,27.2377,107,-166.23268127441406,2165.82,12.9632,107,535000
2750.24,28.2625,108,-284.28106689453125,1747.33,20.5307,108,540000
3484.95,28.1014,109,-88.4312973022461,3434.77,14.6108,109,545000
3482.46,26.8973,110,-109.14877319335938,3196.81,14.5438,110,550000
3462.87,27.1445,111,-91.74242401123047,3343.15,14.0684,111,555000
3467.97,28.3344,112,-134.0591278076172,3099.22,12.7205,112,560000
3500.78,27.6378,113,-85.89044189453125,3461.52,13.8287,113,565000
3476.14,26.041,114,-89.66106414794922,3445.64,13.3206,114,570000
3457.11,27.7674,115,-109.60623931884766,3413.88,14.2026,115,575000
3479.18,27.8921,116,-112.62118530273438,3429.22,13.7166,116,580000
3487.11,27.6964,117,-106.24050903320312,3447.51,14.5235,117,585000
3492.2,26.9743,118,-93.43072509765625,3453.11,13.4892,118,590000
3471.65,26.5774,119,-73.73792266845703,3217.24,12.7829,119,595000
3479.62,25.1233,120,-95.37565612792969,3449.72,12.8408,120,600000
3441.16,27.4094,121,-138.33346557617188,3224.32,15.1561,121,605000
3451.93,25.2314,122,-97.74977111816406,3410.39,12.8169,122,610000
3465.64,25.1156,123,-84.95906066894531,3130.07,12.7121,123,615000
3456.12,26.8424,124,-217.240478515625,2362.77,19.7362,124,620000
3470.58,27.3509,125,-125.23194885253906,3348.99,13.0992,125,625000
3447.23,27.3214,126,-102.39741516113281,3316.16,13.5677,126,630000
3505.79,27.7739,127,-127.89982604980469,3020.86,14.1982,127,635000
3456.17,28.7037,128,-265.8603820800781,2580.11,17.5633,128,640000
3456.57,27.309,129,-122.54330444335938,3419.27,14.3027,129,645000
3485.65,27.0737,130,-133.0682373046875,3260.2,14.0464,130,650000
3452.1,27.2947,131,-132.9033660888672,3414.08,13.2638,131,655000
3473.08,26.6513,132,-114.47087097167969,3430.66,12.5613,132,660000
3477.86,25.1016,133,-105.30168151855469,3437.44,13.3937,133,665000
3475.22,25.5253,134,-120.5937271118164,3430.26,13.4192,134,670000
3513.97,26.6113,135,-129.37545776367188,3450.14,14.4154,135,675000
3501.67,25.2877,136,-110.36280059814453,3463.99,13.2287,136,680000
3473.63,25.4417,137,-97.53650665283203,3386.15,12.5513,137,685000
3510.88,28.3932,138,-140.70751953125,3432.99,13.7287,138,690000
3511.64,26.24,139,-110.9018325805664,3463.76,13.5886,139,695000
3484.09,27.2143,140,-117.30095672607422,3454.91,14.4423,140,700000
3489.78,27.5111,141,-140.9933624267578,3440.93,14.8731,141,705000
3489.48,27.1417,142,-123.36102294921875,3465.04,13.4363,142,710000
3466.95,26.6277,143,-116.81690979003906,3440.8,13.7363,143,715000
3464.31,25.9366,144,-103.82369232177734,3434.95,12.9009,144,720000
3501.62,26.289,145,-143.57516479492188,3339.41,13.8153,145,725000
3497.12,26.7757,146,-129.74517822265625,3443.91,13.3327,146,730000
3474.78,26.9673,147,-119.88150787353516,3443.72,13.6609,147,735000
3512.94,26.3065,148,-185.3821563720703,3109.42,13.8051,148,740000
3487.41,26.5531,149,-125.56341552734375,3368.0,13.4025,149,745000
3475.1,26.3071,150,-227.25331115722656,2890.66,14.6273,150,750000
3476.33,25.9206,151,-134.94589233398438,3437.07,12.5482,151,755000
3484.33,26.4766,152,-230.69459533691406,3069.69,15.0401,152,760000
3459.07,26.2172,153,-126.16017150878906,3097.85,12.388,153,765000
3490.82,25.5943,154,-122.24775695800781,3313.53,12.5,154,770000
3536.7,26.1076,155,-150.8194580078125,3317.42,13.1149,155,775000
3470.39,26.6682,156,-120.64891815185547,3452.91,13.1355,156,780000
3493.29,26.4899,157,-187.0843505859375,2172.93,12.1235,157,785000
3507.3,26.9083,158,-206.2550506591797,3233.88,14.4717,158,790000
3489.6,24.9126,159,-120.5201416015625,3345.66,12.2694,159,795000
3494.44,26.5625,160,-157.29725646972656,3305.54,13.1725,160,800000
3484.84,25.6309,161,-125.43714141845703,3457.04,12.9795,161,805000
3495.86,26.3463,162,-172.1126708984375,3389.1,12.4786,162,810000
3505.4,26.8281,163,-197.57479858398438,3297.61,14.5782,163,815000
3488.1,26.754,164,-185.2013702392578,3216.62,13.9113,164,820000
3493.5,27.1199,165,-307.17919921875,2807.42,21.2734,165,825000
3469.48,26.4204,166,-151.67454528808594,3366.03,13.0094,166,830000
3481.69,24.9845,167,-135.665771484375,3341.25,13.1068,167,835000
3470.34,25.2603,168,-137.05343627929688,3396.28,12.4165,168,840000
3421.19,25.2607,169,-119.61919403076172,3267.02,12.9254,169,845000
3495.47,24.9316,170,-152.38162231445312,3068.15,12.2486,170,850000
3457.15,26.5015,171,-250.1885528564453,2911.23,14.2084,171,855000
3486.34,26.0698,172,-214.8470001220703,3252.9,14.7757,172,860000
3483.29,26.3572,173,-231.83157348632812,2792.59,14.9605,173,865000
3475.09,24.6887,174,-137.19252014160156,3360.46,12.2614,174,870000
3500.29,24.5535,175,-152.17930603027344,3454.69,12.2167,175,875000
3478.13,25.7427,176,-164.83932495117188,3432.58,13.2543,176,880000
3459.9,26.2186,177,-136.55209350585938,3419.92,13.334,177,885000
3154.47,26.5227,178,-359.6413269042969,2322.96,16.5245,178,890000
3451.15,27.6906,179,-191.91651916503906,3426.61,14.1743,179,895000
3502.19,25.2145,180,-146.68389892578125,3484.79,12.206,180,900000
3465.87,25.3032,181,-142.57284545898438,3438.27,12.4877,181,905000
3474.23,25.3088,182,-175.12550354003906,3439.37,12.5494,182,910000
3482.43,24.6514,183,-189.2415008544922,3139.5,11.8733,183,915000
3458.39,23.4109,184,-142.7232666015625,3360.65,11.5768,184,920000
3487.33,24.8808,185,-154.99082946777344,3353.84,12.6567,185,925000
3466.01,24.649,186,-169.82150268554688,3435.02,12.6129,186,930000
3470.13,25.5673,187,-163.21295166015625,3204.25,12.3701,187,935000
3476.78,24.9325,188,-367.7823181152344,2007.5,15.2386,188,940000
3467.69,24.3157,189,-220.0817108154297,2775.49,12.6973,189,945000
3492.5,26.3835,190,-186.4147491455078,2606.22,13.204,190,950000
3466.23,25.9441,191,-197.07513427734375,3394.26,12.7917,191,955000
3477.46,24.1002,192,-198.45550537109375,3234.33,12.492,192,960000
3466.65,25.4944,193,-164.51707458496094,3431.3,12.7442,193,965000
3396.23,26.0692,194,-186.12826538085938,3105.09,13.231,194,970000
3517.01,26.2256,195,-352.815673828125,2793.35,15.595,195,975000
3490.44,26.8449,196,-313.91552734375,3010.9,16.2887,196,980000
3490.69,24.6663,197,-196.191162109375,2794.54,11.9107,197,985000
3479.8,25.2975,198,-218.17466735839844,2601.23,12.9571,198,990000
3501.67,26.776,199,-315.5274353027344,3384.28,16.3053,199,995000
