Real Det Return,Running Forward KL,Itration,Real Sto Return,Running Reverse KL
5116.72,285.8201,133,4872.52,94.4749
4700.52,295.5111,134,4707.15,106.687
5154.42,284.397,135,4635.67,106.196
5130.53,290.0435,136,4961.98,104.7289
5094.66,290.9738,137,4917.23,103.5332
5110.89,284.7512,138,5108.54,96.8968
5182.16,275.0501,139,5128.04,93.5795
5188.29,285.4418,140,5100.08,100.4223
5186.46,282.8074,141,4927.71,121.3369
4980.35,278.89,142,4704.94,103.6035
4839.47,290.8738,143,4628.27,111.0931
5143.43,288.7528,144,4753.46,105.682
4803.86,297.3924,145,4968.24,121.3846
5229.56,282.4474,146,5018.32,96.2747
5191.24,282.9041,147,4933.87,94.8384
4243.81,302.6421,148,3475.48,122.4517
4842.92,291.6062,149,4485.04,117.5197
5147.68,289.3057,150,4485.61,102.5499
3781.44,295.0463,151,4698.1,117.293
5069.81,288.2284,152,5008.0,106.0346
5171.81,287.267,153,4846.76,106.4411
5020.57,282.0673,154,5148.57,90.5048
4505.06,288.6682,155,5084.59,114.8736
4482.49,296.1173,156,4808.81,117.3258
4947.2,294.0909,157,4994.7,110.8997
5095.27,286.0968,158,4831.37,98.171
4604.34,289.5036,159,4658.82,107.8775
4692.62,301.5325,160,4543.82,118.5
5069.0,289.5119,161,4790.42,110.463
5050.38,290.5965,162,5011.23,114.977
5126.1,284.1084,163,5010.16,99.9558
3929.46,285.3127,164,4152.64,104.2174
5116.48,280.6838,165,4908.75,94.798
4963.55,288.8582,166,3263.17,119.8837
5052.73,287.8906,167,5016.88,105.2611
4807.54,288.7946,168,4919.25,103.0857
4618.22,285.4888,169,4752.34,99.6047
4897.0,298.5481,170,4493.38,123.7717
5175.52,272.3741,171,4842.11,85.2667
4762.74,293.3795,172,4926.46,116.5698
4841.5,288.3191,173,4835.51,116.1928
5047.62,284.4726,174,4985.71,98.9682
5139.05,279.478,175,5076.0,90.0743
4836.67,298.0181,176,4750.76,115.5188
4988.52,286.2129,177,4885.42,116.7035
4893.28,297.3762,178,4892.86,114.5886
4743.23,296.7084,179,4867.98,111.709
4180.82,285.4053,180,4439.07,94.1122
5043.47,278.5881,181,4198.39,94.1115
5089.9,286.0195,182,4977.91,95.6465
4900.05,296.2226,183,4853.5,117.8362
5058.82,288.4375,184,4908.45,96.3375
4840.13,301.7937,185,4488.58,134.1165
4825.2,282.4907,186,4603.87,100.1577
4924.72,292.4567,187,5000.27,113.0811
4891.56,283.4268,188,4914.84,106.7499
4256.55,305.8733,189,4784.15,127.9194
4977.86,293.4123,190,3962.46,130.0571
4987.15,278.8964,191,4509.97,106.6549
4928.76,293.2144,192,4966.36,105.8151
4714.37,290.7316,193,4935.47,111.2419
4997.31,278.2928,194,5006.55,89.8005
4849.32,284.6278,195,5001.49,97.5242
4441.36,301.7933,196,4721.07,122.1379
4978.06,303.5775,197,4849.74,113.4539
4558.2,302.3104,198,4731.03,127.6442
5004.33,287.2822,199,4953.4,104.5383
5074.27,276.5312,200,5063.13,90.3389
5133.39,283.1835,201,5057.13,98.2767
5013.26,277.6172,202,4291.96,89.3898
5158.46,281.1979,203,4706.48,98.011
5234.05,279.9258,204,4883.46,89.9941
5220.16,279.3334,205,4897.31,88.6978
5253.12,279.7987,206,4447.25,102.9589
4974.52,292.8349,207,4021.33,115.0517
2098.45,319.0351,208,2276.91,214.1869
5212.65,283.088,209,4298.81,96.5008
3939.71,306.4824,210,3627.6,190.9976
5230.07,277.054,211,4514.51,89.7353
4173.27,296.0574,212,3444.62,150.153
4662.69,287.5326,213,4586.92,117.6685
3999.31,308.477,214,3591.11,171.3845
4278.87,298.1452,215,2643.87,174.2358
4530.77,289.4999,216,3385.79,116.1775
4182.25,297.7595,217,2726.11,157.4442
3867.16,276.9329,218,3060.38,85.9594
5208.23,286.0079,219,4498.4,116.587
5133.92,287.2832,220,3194.69,114.0543
5094.49,293.787,221,3005.68,131.6175
5067.01,276.6357,222,4798.73,84.5017
5146.46,282.5787,223,4804.67,94.521
4973.46,288.525,224,3884.15,104.6772
5006.05,281.4293,225,4206.02,98.3265
4976.74,281.6115,226,4258.93,111.1075
5032.12,287.0669,227,4624.55,106.377
4841.51,291.0823,228,3708.26,121.3064
3616.83,301.2928,229,2683.13,152.6252
2264.34,298.9144,230,2602.8,164.2211
1925.65,298.913,231,2293.21,156.7225
873.43,342.6858,232,1309.92,235.3249
1437.32,373.5028,233,929.54,249.8182
546.06,370.4211,234,547.82,236.4615
435.73,437.4383,235,365.7,275.3707
681.74,411.1301,236,539.44,248.8447
426.48,451.7391,237,657.87,264.8405
424.32,429.4628,238,406.7,243.5061
613.36,436.2859,239,530.13,275.2173
355.48,493.0122,240,340.96,310.1751
353.57,478.9251,241,447.49,292.4977
390.71,474.0434,242,307.28,328.9049
400.44,479.8048,243,277.38,356.2364
310.46,483.3471,244,271.39,352.6968
174.15,536.6123,245,174.33,334.5417
327.05,469.5715,246,354.95,348.2014
193.38,492.2892,247,249.21,311.9883
301.0,515.7582,248,295.88,386.2626
392.11,465.3934,249,420.83,502.8423
292.24,514.2558,250,319.23,379.0727
357.95,486.1651,251,382.07,438.3977
331.87,495.0983,252,338.06,404.3575
326.21,499.7801,253,336.91,439.1665
348.51,493.7774,254,330.71,454.1235
422.1,437.1445,255,417.56,498.7147
382.3,446.3795,256,358.55,473.5135
285.37,513.3605,257,280.28,601.6329
263.91,505.9553,258,288.28,582.1872
265.13,507.8952,259,250.46,635.6157
202.82,509.1525,260,237.57,683.6637
178.26,520.6293,261,212.73,692.6201
282.54,479.0091,262,257.23,440.329
318.65,451.6731,263,334.14,660.3127
293.03,482.8524,264,295.53,871.1435
240.93,497.1996,265,261.8,650.0063
249.93,510.517,266,215.88,733.8012
281.78,486.9211,267,237.53,807.7877
204.27,571.3875,268,201.52,1117.2901
155.1,517.0913,269,175.18,707.4402
290.23,505.786,270,291.59,665.791
239.45,507.7587,271,231.46,808.5763
230.9,537.3492,272,230.73,1194.0353
319.57,498.3108,273,350.49,990.9341
275.8,509.3158,274,289.31,801.5137
299.94,550.9579,275,248.66,686.7465
266.22,564.6086,276,278.28,1039.7789
222.8,618.8558,277,240.05,856.2428
211.32,539.9781,278,221.88,1200.7668
267.44,591.95,279,249.44,1286.8825
240.12,587.1259,280,221.71,1092.0913
162.21,648.3962,281,151.15,1077.8343
93.16,633.2576,282,91.63,635.8687
215.36,591.6146,283,227.59,574.1788
216.16,607.691,284,215.64,574.8744
218.47,585.6278,285,205.71,851.5664
138.91,566.6446,286,125.72,706.8691
208.16,567.5777,287,203.82,1202.0318
81.5,597.6018,288,98.64,531.5268
92.0,584.6828,289,98.67,814.122
140.66,591.4518,290,139.93,725.2646
229.72,576.968,291,235.16,522.4319
206.68,565.304,292,208.21,861.7982
221.75,564.5618,293,219.07,693.0069
251.61,547.7733,294,249.27,792.3651
243.5,550.8461,295,242.36,786.5776
213.03,564.3005,296,214.61,851.1817
214.6,560.8214,297,213.67,389.534
236.52,538.3953,298,235.79,648.5777
212.88,552.5555,299,210.61,685.9102
285.88,539.4369,300,273.62,1003.236
226.46,520.5607,301,228.12,825.5775
320.95,514.9919,302,315.3,1427.6443
342.47,529.0146,303,344.56,1063.7648
532.22,525.7444,304,514.01,1013.0951
296.42,549.8738,305,321.88,1686.8033
322.87,545.7186,306,311.48,1553.0648
279.39,556.258,307,284.1,1665.8397
169.04,554.3173,308,172.88,2083.0348
349.1,574.7346,309,350.49,1808.2676
257.12,548.6566,310,267.66,1557.6963
217.25,550.2711,311,224.85,1562.2869
221.55,507.9517,312,214.25,1990.1342
239.85,535.7811,313,271.55,1704.3513
269.48,519.9873,314,273.1,908.8205
198.73,558.2885,315,203.11,1515.9094
234.45,590.5587,316,261.53,2233.9739
212.81,550.1454,317,223.59,1546.9085
271.21,538.8059,318,231.7,2037.4082
236.11,616.1458,319,229.64,1733.3243
205.78,535.9438,320,211.92,1477.7885
248.3,522.5065,321,276.39,1557.4311
210.74,577.2217,322,251.76,1756.1413
193.1,523.2783,323,197.59,813.6923
226.8,512.4909,324,228.64,2167.5874
184.28,585.611,325,187.54,2461.8321
282.03,571.555,326,227.77,1523.309
216.37,592.6239,327,220.78,1620.5822
218.5,617.7835,328,233.26,767.1912
234.54,534.0604,329,235.3,1602.5895
194.66,588.7605,330,196.22,1436.7006
201.06,555.0119,331,194.45,1540.6907
193.69,565.2979,332,207.12,1453.9892
142.0,628.9649,333,146.41,1308.1855
239.33,543.9081,334,250.1,901.7727
181.27,581.0744,335,163.05,1282.5596
132.9,601.9583,336,137.68,883.2596
184.46,567.5567,337,179.66,1127.3421
133.93,616.6811,338,133.26,767.0387
139.74,609.6524,339,161.76,1111.2945
104.85,723.2554,340,114.28,1050.964
155.49,682.8738,341,155.1,1167.4828
122.04,703.0415,342,122.32,1055.0284
116.11,717.7326,343,116.33,1481.8074
105.37,703.1935,344,112.06,1039.7062
125.78,662.0431,345,159.55,950.9472
137.94,721.0706,346,136.76,1667.8923
117.71,728.9444,347,117.79,1191.8977
120.15,653.2978,348,120.83,1074.2971
144.28,717.5843,349,143.5,1391.4126
107.24,621.6887,350,117.26,1265.5894
105.8,684.6884,351,102.19,1476.6809
109.68,717.104,352,110.86,1579.6593
108.69,715.7876,353,101.07,1394.5872
89.81,692.5756,354,88.89,1256.248
88.61,727.9119,355,89.59,813.2215
90.55,727.5317,356,91.23,1994.9565
91.17,728.0128,357,90.69,1303.1185
89.4,730.8657,358,89.6,1917.9476
86.39,730.9808,359,86.32,1789.0881
112.88,633.6702,360,109.99,1418.243
89.09,729.0314,361,88.61,1299.7729
91.87,733.6095,362,92.41,2291.6695
129.57,605.8876,363,129.43,1384.1021
126.54,607.5538,364,126.52,1510.0022
164.55,564.148,365,157.51,946.2176
112.5,601.9686,366,114.31,2760.479
102.03,717.3561,367,100.75,2752.3258
114.53,732.5012,368,112.37,3057.7612
107.82,692.5874,369,107.92,3486.6673
103.31,641.927,370,102.01,2280.028
111.11,694.5274,371,118.82,2658.0877
113.86,722.8284,372,116.28,1503.5823
119.45,685.381,373,119.89,3008.6622
125.0,731.9573,374,127.77,2700.3499
123.8,584.2128,375,121.48,2361.7752
123.75,590.9839,376,119.08,2763.82
124.44,653.7608,377,122.76,2757.1868
115.19,595.2966,378,112.76,2671.3961
130.29,625.1931,379,131.27,2821.25
108.95,602.9819,380,108.59,2136.9802
125.16,598.1454,381,124.81,3006.192
124.52,598.5144,382,126.4,2861.2109
135.36,662.5974,383,135.44,2359.1171
107.11,620.8249,384,105.82,3223.9046
114.21,587.914,385,114.49,2955.4419
108.65,636.1706,386,108.93,2582.0235
118.58,564.6303,387,119.15,2367.9168
119.18,568.3047,388,118.94,3089.2171
116.16,580.6726,389,115.38,2682.7241
117.72,579.5756,390,116.14,3698.0735
119.61,563.4429,391,119.25,2907.5945
121.41,578.0999,392,120.6,3636.2938
124.51,565.0511,393,123.43,3751.3468
130.48,579.0231,394,131.08,2936.4618
121.15,642.6715,395,121.37,3084.2096
127.41,590.5477,396,126.3,3027.856
124.78,595.3264,397,124.81,3190.0494
118.69,609.6399,398,118.47,2277.2908
130.35,577.5365,399,130.47,3022.6044
127.69,598.1683,400,128.9,3509.7515
125.15,612.7103,401,125.62,3159.4743
116.71,606.2029,402,117.5,3017.5175
116.48,603.6156,403,116.69,3229.8868
117.18,622.5748,404,117.91,3758.8356
130.65,576.1422,405,130.34,3502.863
129.32,572.3712,406,128.79,3311.2334
129.69,567.4257,407,129.22,2216.812
131.33,586.3437,408,131.32,3304.3198
129.91,556.4078,409,129.61,3075.4488
130.79,550.125,410,130.79,2492.0799
132.22,565.6031,411,132.23,1647.7884
130.72,563.195,412,132.66,1327.7671
128.63,540.7546,413,128.75,713.9901
129.84,558.0653,414,130.17,2058.8558
131.04,542.8592,415,131.03,2299.8309
131.26,556.3861,416,130.93,1639.4693
132.32,535.6541,417,132.87,1029.2689
130.31,569.2129,418,130.07,2545.3092
129.24,538.5711,419,129.86,993.0034
130.76,540.9481,420,131.33,696.7282
133.01,556.6082,421,133.08,758.6458
131.98,541.1153,422,131.92,868.2974
127.7,545.5329,423,128.75,929.0908
128.23,537.8394,424,128.47,611.0239
130.74,560.6058,425,129.63,723.7833
129.26,546.8662,426,129.51,1877.4962
130.36,543.4397,427,129.69,1009.2171
122.59,538.5919,428,122.3,635.3942
117.92,536.9441,429,117.09,928.2044
117.42,532.4983,430,118.32,714.289
128.26,527.0284,431,127.97,588.2861
130.06,524.6102,432,130.9,678.4312
132.97,528.7511,433,132.71,610.2579
130.5,543.4005,434,130.89,743.4668
127.39,528.9546,435,128.04,646.6582
130.19,533.1017,436,131.83,987.6
132.43,522.1816,437,133.23,693.0953
131.08,531.6833,438,130.89,757.7791
130.9,525.3357,439,132.1,1157.4382
131.35,529.1448,440,130.36,894.1685
140.63,526.4746,441,138.68,665.5945
