Real Det Return,Running Update Time,Real Sto Return,Running Forward KL,Running Env Steps,Running Reverse KL,Itration,Reward Loss
2016.19,45,1674.98,157.0035,225000,15.7517,45,-2205.594482421875
1928.24,46,1626.28,157.0345,230000,15.4062,46,-2258.6005859375
1966.75,47,1662.35,157.2234,235000,16.1806,47,-2304.09765625
2062.44,48,1680.48,157.2553,240000,16.2924,48,-2327.04150390625
2037.84,49,1694.61,157.0461,245000,15.957,49,-2388.680419921875
2048.12,50,1657.43,157.164,250000,15.9577,50,-2409.529296875
2075.25,51,1718.82,157.0412,255000,16.2137,51,-2457.688720703125
2027.91,52,1698.21,157.0428,260000,15.7592,52,-2477.867919921875
2011.49,53,1694.22,157.0366,265000,16.1007,53,-2507.935302734375
2093.91,54,1696.1,156.8003,270000,15.7104,54,-2578.109375
2065.76,55,1715.31,156.8038,275000,15.6196,55,-2593.49072265625
2096.95,56,1711.63,156.8873,280000,15.993,56,-2651.6015625
2079.26,57,1700.3,157.1047,285000,15.8684,57,-2702.806640625
2081.16,58,1711.42,157.0535,290000,15.8716,58,-2746.182373046875
2050.12,59,1713.48,157.0356,295000,15.7947,59,-2785.901123046875
1953.8,60,1674.63,157.1387,300000,15.7474,60,-2797.574462890625
2060.0,61,1693.35,156.8895,305000,15.623,61,-2845.16552734375
2084.3,62,1719.74,156.953,310000,15.7754,62,-2897.9765625
1978.91,63,1736.84,156.9994,315000,15.744,63,-2939.685302734375
2102.74,64,1720.76,156.8439,320000,15.6617,64,-2975.178955078125
2108.2,65,1748.44,157.0208,325000,16.2981,65,-3032.427734375
2049.89,66,1707.32,156.7935,330000,15.5131,66,-3053.337646484375
2082.78,67,1741.93,156.9864,335000,15.9716,67,-3104.23974609375
2090.09,68,1744.54,157.0954,340000,16.0018,68,-3155.812744140625
2084.58,69,1725.13,156.9154,345000,15.6424,69,-3177.52978515625
2085.84,70,1741.4,157.0902,350000,15.9144,70,-3221.3603515625
2040.65,71,1731.81,156.9866,355000,15.7318,71,-3263.576171875
2128.71,72,1751.84,156.9554,360000,15.8888,72,-3336.048583984375
2152.69,73,1772.25,157.1251,365000,16.6635,73,-3388.63037109375
2007.05,74,1698.92,157.1847,370000,15.823,74,-3403.162353515625
2073.1,75,1717.42,157.006,375000,15.644,75,-3471.943115234375
2037.54,76,1737.93,157.0809,380000,15.6628,76,-3480.664794921875
2053.4,77,1738.13,157.0078,385000,15.9075,77,-3511.98876953125
2033.58,78,1744.29,156.9197,390000,15.5726,78,-3577.177490234375
2021.39,79,1738.12,156.9483,395000,15.518,79,-3608.37060546875
2124.69,80,1772.68,157.0581,400000,16.1892,80,-3660.530517578125
1982.51,81,1718.32,156.9655,405000,15.621,81,-3678.88671875
2001.55,82,1736.65,156.9491,410000,15.8372,82,-3749.87646484375
2114.26,83,1765.81,156.7138,415000,15.9547,83,-3798.176025390625
2016.57,84,1735.22,157.126,420000,15.8002,84,-3820.055419921875
2086.18,85,1752.24,156.8979,425000,15.6222,85,-3895.443359375
2163.22,86,1820.38,156.9274,430000,16.2125,86,-3986.25048828125
2166.23,87,1795.75,156.8987,435000,16.14,87,-4021.492919921875
2175.61,88,1819.44,156.8391,440000,16.4004,88,-4037.012939453125
2050.13,89,1749.4,156.9386,445000,15.741,89,-4067.536865234375
2173.55,90,1800.82,156.9327,450000,16.0819,90,-4145.65234375
2117.58,91,1770.36,157.0236,455000,16.1557,91,-4176.677734375
2117.14,92,1751.08,156.8754,460000,15.6874,92,-4232.3740234375
2150.34,93,1808.64,156.7649,465000,15.7845,93,-4242.947265625
2147.85,94,1793.7,156.9809,470000,15.8945,94,-4295.3984375
2047.06,95,1736.76,156.9829,475000,15.5055,95,-4294.68505859375
2076.06,96,1764.04,156.985,480000,15.6406,96,-4380.9912109375
2183.02,97,1841.82,156.8803,485000,16.384,97,-4458.65478515625
2160.53,98,1811.68,156.8865,490000,16.3383,98,-4498.9189453125
2197.57,99,1796.98,157.1333,495000,16.0095,99,-4589.13330078125
2173.01,100,1805.06,156.9504,500000,15.8928,100,-4608.9189453125
2066.58,101,1765.32,156.8526,505000,15.5868,101,-4618.3046875
2160.4,102,1776.25,156.7785,510000,15.7778,102,-4708.21923828125
2116.13,103,1798.97,157.0627,515000,16.1599,103,-4725.80615234375
1993.68,104,1676.62,156.8236,520000,15.3618,104,-4773.11376953125
2168.41,105,1807.91,156.9223,525000,15.8738,105,-4845.12939453125
2159.37,106,1796.33,157.0083,530000,15.9133,106,-4898.69287109375
2062.16,107,1753.03,156.7198,535000,15.6519,107,-4896.98828125
2207.96,108,1821.24,156.908,540000,16.3245,108,-5023.74658203125
2169.11,109,1821.61,157.0493,545000,16.2738,109,-5042.02099609375
2121.4,110,1787.51,156.8859,550000,15.4856,110,-5068.02978515625
2165.74,111,1848.11,156.7983,555000,16.038,111,-5185.07080078125
2141.76,112,1802.52,156.8883,560000,15.8361,112,-5214.37060546875
2156.14,113,1824.01,156.9427,565000,16.0214,113,-5239.57275390625
2132.58,114,1818.72,156.6972,570000,15.8692,114,-5282.8193359375
2153.4,115,1826.1,156.9274,575000,15.889,115,-5342.09326171875
2072.63,116,1776.5,156.9008,580000,15.4075,116,-5400.0751953125
2199.29,117,1843.9,156.9805,585000,15.6094,117,-5484.44775390625
2203.32,118,1839.76,156.792,590000,15.5433,118,-5546.005859375
2172.52,119,1815.82,156.854,595000,15.562,119,-5543.654296875
2134.07,120,1834.36,156.8674,600000,15.6755,120,-5571.6064453125
2142.97,121,1852.23,156.8247,605000,15.7353,121,-5692.32763671875
2177.51,122,1828.52,156.7411,610000,15.6691,122,-5751.84716796875
2075.6,123,1779.33,156.9571,615000,15.5283,123,-5739.57861328125
2086.3,124,1770.42,156.7716,620000,15.2385,124,-5826.98193359375
2147.42,125,1832.91,156.7282,625000,15.7406,125,-5891.0107421875
2220.92,126,1817.38,157.1741,630000,16.0185,126,-6000.74267578125
2169.9,127,1839.08,156.8547,635000,15.6738,127,-6000.41748046875
2077.84,128,1731.83,156.8365,640000,15.6713,128,-6047.75048828125
2092.46,129,1831.71,156.9854,645000,16.0622,129,-6120.33935546875
2188.76,130,1820.74,156.9278,650000,15.7232,130,-6176.185546875
2121.77,131,1790.76,156.9359,655000,15.6445,131,-6200.173828125
2212.39,132,1872.23,156.8498,660000,16.218,132,-6343.11474609375
2142.7,133,1811.39,156.9566,665000,15.859,133,-6367.05078125
2169.7,134,1816.83,156.63,670000,15.4695,134,-6400.05224609375
2117.32,135,1804.71,156.8444,675000,15.7316,135,-6467.60986328125
2164.37,136,1834.19,156.5449,680000,15.6848,136,-6461.384765625
2146.44,137,1824.12,156.8188,685000,15.7764,137,-6569.01171875
2148.12,138,1802.67,156.9875,690000,15.7518,138,-6616.044921875
2181.92,139,1858.43,156.8439,695000,15.8932,139,-6679.93603515625
2194.49,140,1842.17,156.8474,700000,15.723,140,-6730.28955078125
2193.98,141,1861.14,156.8945,705000,15.7558,141,-6881.548828125
2205.81,142,1820.55,156.9802,710000,15.6628,142,-6873.21435546875
2186.67,143,1848.77,156.6441,715000,15.4275,143,-6906.32177734375
2159.46,144,1834.02,156.9842,720000,15.6297,144,-6944.26806640625
2088.55,145,1816.29,157.0958,725000,15.9616,145,-7034.7021484375
2156.13,146,1818.68,156.8474,730000,15.5278,146,-7079.41796875
2117.23,147,1816.54,156.8924,735000,15.7684,147,-7186.87109375
2188.14,148,1856.18,156.8004,740000,15.97,148,-7209.20703125
2189.8,149,1831.05,156.962,745000,15.931,149,-7291.134765625
2142.2,150,1824.1,156.7933,750000,15.7392,150,-7323.59814453125
2197.67,151,1721.43,156.8659,755000,15.7036,151,-7433.89697265625
2205.83,152,1850.27,156.7783,760000,15.5339,152,-7417.3134765625
2167.37,153,1859.29,156.8365,765000,15.7581,153,-7458.26708984375
2186.91,154,1848.61,156.6575,770000,15.6439,154,-7515.41259765625
2200.34,155,1869.11,156.5998,775000,15.679,155,-7574.306640625
2120.08,156,1846.78,156.7889,780000,15.4423,156,-7632.158203125
2204.01,157,1876.81,156.8862,785000,15.825,157,-7692.24462890625
2143.58,158,1855.55,156.7146,790000,15.2791,158,-7697.7265625
2234.63,159,1880.55,156.8469,795000,16.3177,159,-7817.2626953125
2204.0,160,1843.49,157.0342,800000,15.7374,160,-7868.5791015625
2160.3,161,1827.18,156.7955,805000,15.4789,161,-7879.45703125
2135.26,162,1855.04,156.6142,810000,15.4428,162,-7943.51806640625
2110.64,163,1807.25,156.7091,815000,15.259,163,-7982.1181640625
2148.41,164,1823.56,157.04,820000,15.7662,164,-8060.12744140625
2219.96,165,1876.4,156.8102,825000,15.836,165,-8164.7890625
2260.59,166,1889.88,156.7748,830000,15.6333,166,-8220.0048828125
2201.73,167,1858.38,156.8351,835000,15.5283,167,-8222.6875
2227.25,168,1885.22,156.9271,840000,15.8247,168,-8321.1533203125
2158.42,169,1829.78,156.851,845000,15.5256,169,-8325.7646484375
2120.44,170,1821.1,156.948,850000,15.433,170,-8347.3564453125
2178.28,171,1854.33,156.9009,855000,15.7083,171,-8447.0009765625
2191.53,172,1877.98,156.8127,860000,15.7049,172,-8501.01171875
2189.86,173,1864.43,156.7607,865000,15.4472,173,-8568.029296875
2239.75,174,1873.64,156.6306,870000,15.6663,174,-8662.22265625
2184.03,175,1851.58,156.7862,875000,15.5333,175,-8660.150390625
2194.9,176,1892.91,156.6885,880000,15.6965,176,-8705.5517578125
2248.34,177,1865.26,156.8272,885000,15.6767,177,-8817.80859375
2228.29,178,1923.09,156.6819,890000,15.7621,178,-8837.22265625
2225.72,179,1894.39,156.7116,895000,15.6634,179,-8885.4619140625
2218.28,180,1899.31,156.7499,900000,15.7048,180,-8931.7158203125
2224.3,181,1887.39,156.6672,905000,15.177,181,-9125.7490234375
2154.1,182,1752.07,156.7925,910000,15.5115,182,-9038.8984375
2246.94,183,1900.36,156.7077,915000,16.1052,183,-9081.9912109375
2195.9,184,1894.56,156.696,920000,15.8261,184,-9080.8603515625
2100.13,185,1834.09,156.7961,925000,15.7235,185,-9120.328125
2233.64,186,1896.7,156.9828,930000,15.5733,186,-9192.7099609375
2254.15,187,1869.3,156.7995,935000,15.6948,187,-9269.6962890625
2215.61,188,1884.01,156.7031,940000,15.5564,188,-9268.5400390625
2228.56,189,1894.1,156.6099,945000,15.49,189,-9251.3427734375
2183.95,190,1886.91,156.8521,950000,15.5499,190,-9277.3349609375
2243.67,191,1896.27,156.7069,955000,15.5956,191,-9361.64453125
2184.53,192,1866.69,156.6089,960000,15.4396,192,-9316.9521484375
2193.98,193,1885.94,156.8716,965000,15.9326,193,-9436.68359375
2217.23,194,1897.33,156.6619,970000,15.9576,194,-9462.80078125
2173.95,195,1844.24,156.743,975000,15.4844,195,-9455.197265625
2235.92,196,1892.29,156.8356,980000,15.6511,196,-9505.962890625
2194.96,197,1875.52,156.7823,985000,15.7547,197,-9556.810546875
2233.23,198,1891.73,156.9669,990000,15.876,198,-9596.72265625
2219.2,199,1889.0,156.7208,995000,15.433,199,-9610.5703125
2223.36,200,1866.17,156.8546,1000000,15.642,200,-9636.453125
2213.34,201,1841.66,156.8351,1005000,15.5549,201,-9663.080078125
2245.63,202,1857.35,156.7816,1010000,15.5201,202,-9732.2265625
2228.6,203,1868.99,156.7799,1015000,15.4688,203,-9760.416015625
2239.89,204,1880.25,156.8104,1020000,15.6575,204,-9767.810546875
2190.64,205,1849.02,156.8206,1025000,15.4958,205,-9845.3251953125
2206.77,206,1866.39,156.6991,1030000,15.6728,206,-9864.2314453125
2224.03,207,1856.48,156.6478,1035000,15.3621,207,-9890.2626953125
2235.95,208,1860.65,156.7464,1040000,15.3932,208,-9952.1953125
2225.06,209,1875.45,156.9244,1045000,15.5869,209,-9963.5107421875
2251.38,210,1876.06,156.8489,1050000,15.5698,210,-9985.044921875
2228.34,211,1837.05,156.8509,1055000,15.5447,211,-10030.5732421875
2233.56,212,1865.59,156.9187,1060000,15.3699,212,-10038.8369140625
2255.61,213,1866.73,156.7492,1065000,15.3792,213,-10085.9794921875
2243.49,214,1879.27,156.6334,1070000,15.3833,214,-10090.9404296875
2210.4,215,1843.75,156.7174,1075000,15.4161,215,-10127.029296875
2256.76,216,1875.08,156.7685,1080000,15.5105,216,-10197.091796875
2248.26,217,1862.91,156.7905,1085000,15.4155,217,-10165.654296875
2224.93,218,1867.1,156.7559,1090000,15.5347,218,-10225.1181640625
2257.61,219,1884.28,156.8274,1095000,15.6183,219,-10234.8818359375
2251.9,220,1882.94,156.722,1100000,15.6125,220,-10313.9423828125
2244.57,221,1871.12,156.9074,1105000,15.7014,221,-10335.244140625
2260.99,222,1864.96,156.666,1110000,15.6407,222,-10338.1083984375
2266.73,223,1897.38,156.7363,1115000,15.7194,223,-10349.8984375
2255.28,224,1873.02,156.7911,1120000,15.5065,224,-10373.1572265625
2266.14,225,1870.89,156.8953,1125000,15.7141,225,-10442.634765625
2231.54,226,1844.48,157.0369,1130000,15.5603,226,-10453.4267578125
2224.12,227,1862.49,156.9623,1135000,15.8598,227,-10450.6376953125
2250.82,228,1890.5,156.8725,1140000,15.7838,228,-10497.01953125
2271.2,229,1795.37,156.6334,1145000,15.8515,229,-10545.8115234375
2255.89,230,1875.31,156.9051,1150000,15.7173,230,-10563.9150390625
2234.7,231,1869.05,156.8709,1155000,15.7459,231,-10545.7314453125
2269.7,232,1879.67,156.9186,1160000,15.7201,232,-10586.357421875
2250.96,233,1884.55,156.9421,1165000,15.8524,233,-10586.5859375
2266.01,234,1898.23,156.7686,1170000,15.7972,234,-10653.212890625
2266.76,235,1872.05,156.7765,1175000,15.6298,235,-10657.3857421875
2250.73,236,1884.81,156.8579,1180000,15.919,236,-10669.4970703125
2263.0,237,1885.33,156.6031,1185000,15.7094,237,-10671.9580078125
2263.59,238,1898.96,156.7955,1190000,15.8948,238,-10722.76171875
2240.72,239,1878.16,156.8305,1195000,15.7932,239,-10716.43359375
2268.87,240,1878.15,156.7517,1200000,15.6004,240,-10766.5068359375
2230.64,241,1867.44,156.7254,1205000,15.5448,241,-10747.298828125
2277.71,242,1915.76,156.6337,1210000,15.7587,242,-10760.689453125
2260.44,243,1889.17,156.7204,1215000,15.6097,243,-10816.5302734375
2274.91,244,1909.92,156.7286,1220000,15.6892,244,-10838.0029296875
2246.71,245,1866.38,156.6933,1225000,15.5379,245,-10848.1708984375
2250.19,246,1867.42,156.6008,1230000,15.5093,246,-10843.626953125
2236.81,247,1866.33,156.7332,1235000,15.3498,247,-10893.9609375
2253.4,248,1878.87,156.7168,1240000,15.4021,248,-10918.4345703125
2236.32,249,1881.06,156.7408,1245000,15.3753,249,-10920.9169921875
2246.16,250,1847.09,156.7933,1250000,15.454,250,-10944.42578125
2241.39,251,1860.37,156.6376,1255000,15.3323,251,-10955.3193359375
2247.49,252,1871.21,156.6193,1260000,15.3094,252,-11017.6669921875
2253.05,253,1907.33,156.8093,1265000,15.5602,253,-11061.4150390625
2260.96,254,1875.06,156.737,1270000,15.4334,254,-11060.7578125
2204.04,255,1805.26,156.7194,1275000,15.2332,255,-11056.00390625
2267.8,256,1863.05,156.6693,1280000,15.4474,256,-11081.626953125
2229.16,257,1868.47,156.7646,1285000,15.5775,257,-11101.6015625
2237.59,258,1843.65,156.7249,1290000,15.3623,258,-11142.029296875
2238.88,259,1856.97,156.8289,1295000,15.5128,259,-11199.234375
2282.14,260,1908.13,156.8569,1300000,15.6831,260,-11213.400390625
2220.77,261,1866.94,156.7368,1305000,15.3336,261,-11182.603515625
2230.32,262,1872.61,156.8398,1310000,15.3712,262,-11204.9658203125
2237.83,263,1892.97,156.8242,1315000,15.4741,263,-11268.205078125
2261.47,264,1913.98,156.7751,1320000,15.6333,264,-11300.8095703125
2226.2,265,1882.39,156.7437,1325000,15.3787,265,-11281.3876953125
2231.44,266,1909.05,156.8892,1330000,15.4664,266,-11345.736328125
2248.33,267,1923.93,156.945,1335000,15.5317,267,-11423.8955078125
2260.77,268,1915.21,156.9857,1340000,15.6046,268,-11418.27734375
2267.13,269,1918.44,156.7205,1345000,15.5718,269,-11415.4814453125
2259.79,270,1903.33,156.9643,1350000,15.4284,270,-11456.06640625
2278.99,271,1893.81,156.7277,1355000,15.6109,271,-11496.697265625
2243.04,272,1920.14,156.9166,1360000,15.5097,272,-11476.396484375
2204.94,273,1885.75,156.7812,1365000,15.6654,273,-11516.67578125
2236.31,274,1872.66,156.855,1370000,15.4849,274,-11532.0244140625
2145.15,275,1902.81,156.7526,1375000,15.4255,275,-11524.7529296875
2226.43,276,1907.27,156.84,1380000,15.2671,276,-11539.640625
2237.86,277,1881.73,156.8758,1385000,15.5613,277,-11600.2939453125
2262.84,278,1908.93,156.8046,1390000,15.6206,278,-11621.28515625
2258.68,279,1925.72,156.7621,1395000,15.8298,279,-11628.4345703125
2259.64,280,1903.8,156.8688,1400000,15.6726,280,-11669.9462890625
2255.62,281,1910.71,156.7745,1405000,15.5428,281,-11665.4697265625
2259.88,282,1892.54,156.7272,1410000,15.4568,282,-11747.0888671875
2250.26,283,1919.6,156.851,1415000,15.5979,283,-11784.9638671875
2272.93,284,1939.55,156.8119,1420000,15.6065,284,-11815.2451171875
2257.3,285,1932.41,156.7859,1425000,15.4948,285,-11850.2587890625
2269.08,286,1923.21,156.7672,1430000,15.6136,286,-11832.19140625
2270.31,287,1913.91,156.7259,1435000,15.6224,287,-11825.9033203125
2246.0,288,1917.17,156.8145,1440000,15.6515,288,-11905.310546875
2239.46,289,1894.46,156.7114,1445000,15.6251,289,-11945.4921875
2230.34,290,1916.61,156.7995,1450000,15.662,290,-11911.9755859375
2270.68,291,1913.94,156.7863,1455000,15.5188,291,-11983.7236328125
2262.8,292,1907.21,156.6907,1460000,15.7271,292,-11999.736328125
2265.0,293,1930.74,156.8507,1465000,15.6154,293,-11999.662109375
2268.53,294,1922.09,156.8483,1470000,15.6204,294,-12017.12109375
2264.59,295,1933.05,156.8817,1475000,15.762,295,-12018.978515625
2293.18,296,1937.65,156.8461,1480000,15.7094,296,-12037.8896484375
2295.86,297,1878.72,156.8587,1485000,15.6559,297,-12074.39453125
2239.83,298,1889.46,156.8095,1490000,15.3616,298,-12075.3251953125
2241.87,299,1890.32,156.7569,1495000,15.3815,299,-12098.576171875
2293.28,300,1914.37,156.8021,1500000,15.4475,300,-12152.1943359375
2278.76,301,1908.94,156.6853,1505000,15.437,301,-12234.2705078125
2242.08,302,1908.81,156.7612,1510000,15.5028,302,-12154.3935546875
2222.19,303,1877.25,156.6494,1515000,15.3781,303,-12219.4345703125
2230.05,304,1915.98,156.837,1520000,15.4734,304,-12218.8154296875
2261.54,305,1923.0,156.7659,1525000,15.5568,305,-12269.61328125
2244.61,306,1916.02,156.9159,1530000,15.5778,306,-12225.1162109375
2265.4,307,1927.63,156.7489,1535000,15.5036,307,-12324.31640625
2276.77,308,1912.83,156.8705,1540000,15.6384,308,-12271.3857421875
2283.66,309,1903.1,156.9096,1545000,15.7274,309,-12336.1142578125
2256.65,310,1898.97,156.6186,1550000,15.723,310,-12359.4306640625
2253.45,311,1923.12,156.8246,1555000,15.4402,311,-12322.208984375
2258.44,312,1941.57,157.0572,1560000,15.7188,312,-12356.3994140625
2247.06,313,1915.93,156.877,1565000,15.4883,313,-12390.125
2265.63,314,1909.28,156.8287,1570000,15.7271,314,-12407.79296875
2231.87,315,1917.1,156.7812,1575000,15.5691,315,-12377.888671875
2279.88,316,1927.32,156.6716,1580000,15.3968,316,-12447.984375
2241.23,317,1896.36,156.9525,1585000,15.4755,317,-12411.8857421875
2278.48,318,1924.99,156.6659,1590000,15.5588,318,-12499.244140625
2255.47,319,1892.06,156.7134,1595000,15.4317,319,-12463.693359375
2228.6,320,1899.43,156.8636,1600000,15.6458,320,-12483.6337890625
2155.3,321,1854.47,156.7643,1605000,15.4337,321,-12505.0244140625
2189.82,322,1898.39,156.8147,1610000,15.4992,322,-12526.7939453125
2220.0,323,1932.12,156.8388,1615000,15.6299,323,-12604.3876953125
2253.05,324,1909.42,156.8042,1620000,15.6386,324,-12604.0146484375
2246.65,325,1932.32,156.9649,1625000,15.6206,325,-12589.306640625
2217.95,326,1893.32,156.8114,1630000,15.611,326,-12589.8876953125
2270.25,327,1932.65,156.8647,1635000,15.6768,327,-12703.6513671875
2253.05,328,1902.76,156.9176,1640000,15.3969,328,-12631.4013671875
2212.95,329,1920.15,156.8157,1645000,15.5209,329,-12696.7744140625
2225.26,330,1901.27,156.6592,1650000,15.3824,330,-12664.6884765625
2251.34,331,1920.66,156.8319,1655000,15.6666,331,-12737.517578125
2231.9,332,1905.53,156.8491,1660000,15.6901,332,-12697.640625
2238.79,333,1924.72,156.7923,1665000,15.4131,333,-12723.197265625
2253.41,334,1921.15,156.8801,1670000,15.5897,334,-12772.216796875
2212.94,335,1899.3,156.7316,1675000,15.5723,335,-12816.9326171875
2242.11,336,1943.75,156.8228,1680000,15.4967,336,-12825.4716796875
2216.63,337,1940.45,156.9609,1685000,15.6443,337,-12788.6328125
2238.03,338,1919.4,156.8917,1690000,15.5247,338,-12844.908203125
2265.87,339,1921.04,156.6792,1695000,15.4077,339,-12895.8388671875
2246.05,340,1927.89,156.7779,1700000,15.3192,340,-12878.560546875
2198.3,341,1914.26,156.81,1705000,15.504,341,-12869.935546875
2224.52,342,1915.25,156.8324,1710000,15.3915,342,-12887.130859375
2240.03,343,1919.97,156.6522,1715000,15.5159,343,-12909.3525390625
2223.97,344,1923.27,156.8956,1720000,15.5012,344,-12924.2939453125
2061.93,345,1890.34,156.7429,1725000,15.3156,345,-12949.5634765625
2225.65,346,1927.23,156.8054,1730000,15.477,346,-12968.27734375
2250.96,347,1917.54,156.8559,1735000,15.4336,347,-12996.65234375
2235.25,348,1916.21,156.7488,1740000,15.5826,348,-12998.560546875
2234.02,349,1914.7,156.9946,1745000,15.4418,349,-12999.2880859375
2171.52,350,1899.42,156.8472,1750000,15.3798,350,-13056.3720703125
2199.6,351,1910.79,156.842,1755000,15.4807,351,-13028.3974609375
2188.52,352,1924.05,156.8389,1760000,15.4519,352,-13035.6796875
2192.59,353,1913.24,156.8699,1765000,15.4623,353,-13008.2412109375
2254.08,354,1940.61,156.7453,1770000,15.6073,354,-13116.5634765625
2166.72,355,1891.0,156.8602,1775000,15.2671,355,-13131.0791015625
2218.81,356,1914.65,156.8958,1780000,15.4848,356,-13119.6533203125
2230.66,357,1928.96,156.7034,1785000,15.3667,357,-13140.01171875
2267.57,358,1931.88,156.8773,1790000,15.4751,358,-13136.349609375
2251.7,359,1935.25,156.8152,1795000,15.5472,359,-13256.91796875
2194.42,360,1927.68,156.7646,1800000,15.5747,360,-13229.0498046875
2191.3,361,1931.39,156.7518,1805000,15.2677,361,-13201.642578125
2215.66,362,1933.6,156.8567,1810000,15.4434,362,-13231.9453125
2240.99,363,1940.53,156.8668,1815000,15.3635,363,-13267.509765625
2238.27,364,1931.23,156.7197,1820000,15.4322,364,-13261.3857421875
2205.28,365,1898.86,156.7065,1825000,15.3299,365,-13292.39453125
2252.82,366,1947.25,156.7674,1830000,15.4448,366,-13380.6953125
2219.13,367,1914.65,156.8282,1835000,15.5505,367,-13347.578125
2217.06,368,1927.68,156.6799,1840000,15.4325,368,-13425.6328125
2207.39,369,1936.68,156.7861,1845000,15.4977,369,-13436.1533203125
2222.94,370,1938.77,156.7394,1850000,15.6271,370,-13472.267578125
2240.33,371,1929.79,156.7046,1855000,15.6607,371,-13463.8212890625
2260.88,372,1933.0,156.7344,1860000,15.7926,372,-13529.041015625
2253.92,373,1949.9,156.6221,1865000,15.6579,373,-13494.828125
2227.43,374,1906.4,156.7878,1870000,15.6051,374,-13561.34765625
2279.75,375,1935.64,156.7868,1875000,15.7477,375,-13589.396484375
2276.53,376,1952.14,156.789,1880000,15.7273,376,-13575.85546875
2277.43,377,1925.36,156.876,1885000,15.5461,377,-13599.791015625
2244.89,378,1929.83,156.7159,1890000,15.7728,378,-13672.279296875
2266.18,379,1963.71,156.852,1895000,15.9149,379,-13669.3984375
2258.08,380,1848.32,156.7057,1900000,15.6086,380,-13671.1845703125
2263.25,381,1959.45,156.6903,1905000,15.6586,381,-13694.2802734375
2311.41,382,1937.7,156.888,1910000,15.9242,382,-13758.97265625
2294.89,383,1963.6,156.8078,1915000,15.7086,383,-13727.2607421875
2307.69,384,1957.86,156.7498,1920000,15.8322,384,-13784.3740234375
2264.66,385,1930.97,156.7824,1925000,15.5413,385,-13739.26953125
2280.38,386,1947.99,156.8085,1930000,15.6797,386,-13784.4619140625
