Reward Loss,Real Det Return,Real Sto Return,Running Reverse KL,Running Forward KL,Running Env Steps,Running Update Time,Itration
-1919.059326171875,811.33,214.03,30.933,76.2363,485000,97,97
-1969.3709716796875,609.58,229.53,31.5611,74.6188,490000,98,98
-2029.6182861328125,759.79,258.09,31.733,74.7473,495000,99,99
-2019.8106689453125,946.03,279.54,31.4226,74.6705,500000,100,100
-2068.21875,908.14,256.43,31.3791,75.2695,505000,101,101
-2093.553955078125,883.28,267.1,32.1552,73.9683,510000,102,102
-2178.27880859375,790.9,247.74,31.7538,74.7768,515000,103,103
-2186.068115234375,934.39,296.55,31.0076,73.0086,520000,104,104
-2217.55322265625,836.13,280.74,31.6065,72.6599,525000,105,105
-2246.8837890625,756.92,184.38,31.8721,75.0708,530000,106,106
-2273.112548828125,891.48,289.17,31.2457,73.7218,535000,107,107
-2302.481689453125,795.09,242.63,31.1445,71.6528,540000,108,108
-2368.355224609375,799.19,253.3,31.119,73.1527,545000,109,109
-2433.44384765625,777.45,287.86,32.369,75.0459,550000,110,110
-2448.125732421875,981.19,306.42,31.8407,73.363,555000,111,111
-2445.32373046875,896.8,307.26,31.0699,72.3647,560000,112,112
-2523.401611328125,650.71,232.71,31.8776,74.3166,565000,113,113
-2483.5283203125,967.31,278.94,30.6591,70.7493,570000,114,114
-2607.786376953125,856.4,251.19,31.4443,73.4557,575000,115,115
-2658.32373046875,902.66,325.52,31.4772,75.2381,580000,116,116
-2650.772216796875,815.0,164.05,31.065,74.1645,585000,117,117
-2733.5068359375,787.7,219.31,31.4049,74.0431,590000,118,118
-2759.692138671875,960.14,257.27,30.8341,73.1546,595000,119,119
-2806.940673828125,911.04,281.8,31.1997,73.0137,600000,120,120
-2866.905517578125,852.88,239.87,31.1989,73.7694,605000,121,121
-2885.783203125,855.77,275.13,31.1794,73.7171,610000,122,122
-2984.095458984375,894.31,204.59,31.8113,73.219,615000,123,123
-3027.6123046875,850.67,307.67,32.0905,74.9596,620000,124,124
-3041.42919921875,883.77,253.24,31.5228,75.538,625000,125,125
-3062.275146484375,970.38,289.71,30.9874,74.1048,630000,126,126
-3159.041015625,949.37,299.45,31.7795,74.976,635000,127,127
-3153.574951171875,896.81,276.96,31.2909,74.1736,640000,128,128
-3246.53857421875,747.08,262.01,31.7218,73.7117,645000,129,129
-3232.7724609375,963.54,330.53,31.386,70.7367,650000,130,130
-3327.76318359375,996.54,287.4,30.9532,74.6296,655000,131,131
-3413.4541015625,707.11,259.58,32.0887,76.3284,660000,132,132
-3460.68212890625,908.9,268.93,31.7297,74.4156,665000,133,133
-3460.146484375,973.04,287.71,31.3537,72.1091,670000,134,134
-3527.208740234375,763.69,269.57,31.122,75.4304,675000,135,135
-3597.88427734375,944.88,315.39,31.3202,75.3406,680000,136,136
-3656.082275390625,811.27,291.29,31.9438,74.4661,685000,137,137
-3690.606689453125,720.5,239.17,31.4509,75.0215,690000,138,138
-3773.472412109375,757.56,274.22,31.7816,74.014,695000,139,139
-3818.199462890625,877.23,292.12,30.8755,73.4194,700000,140,140
-3839.369140625,769.66,272.21,30.8768,72.4693,705000,141,141
-3936.340087890625,963.23,316.93,31.7609,73.8545,710000,142,142
-4020.418212890625,816.01,334.36,31.126,74.2729,715000,143,143
-4045.727294921875,817.81,284.51,30.9736,74.3343,720000,144,144
-4141.69384765625,1005.85,312.66,31.1782,73.6484,725000,145,145
-4116.6123046875,889.08,287.64,31.1151,72.6633,730000,146,146
-4261.34814453125,627.36,261.19,31.001,74.2629,735000,147,147
-4300.6474609375,784.72,293.82,31.2442,73.5487,740000,148,148
-4385.73974609375,851.99,271.02,31.5694,74.5083,745000,149,149
-4448.27783203125,922.27,263.79,31.441,75.2468,750000,150,150
-4433.70068359375,819.97,317.0,30.7144,72.05,755000,151,151
-4479.0595703125,515.07,216.67,31.4162,74.4702,760000,152,152
-4630.119140625,647.4,138.31,31.5416,74.7491,765000,153,153
-4616.36181640625,860.84,250.1,31.0511,74.1595,770000,154,154
-4823.29931640625,659.73,274.12,31.4166,76.3838,775000,155,155
-4839.06982421875,762.94,268.46,31.1715,74.8912,780000,156,156
-4821.6083984375,911.44,278.09,31.5164,75.9216,785000,157,157
-4951.6416015625,615.87,209.85,31.1746,73.6708,790000,158,158
-5004.3818359375,803.81,241.88,30.8383,75.0968,795000,159,159
-5060.658203125,907.64,270.85,31.0274,74.0057,800000,160,160
-5153.3095703125,954.04,292.53,30.9424,74.0014,805000,161,161
-5300.4482421875,847.27,275.38,31.7846,75.367,810000,162,162
-5371.46435546875,703.85,251.17,31.1474,73.3906,815000,163,163
-5509.20458984375,886.3,297.14,31.8607,75.3488,820000,164,164
-5474.66259765625,798.81,285.61,31.4852,74.1762,825000,165,165
-5513.09814453125,907.58,243.16,30.9601,74.4174,830000,166,166
-5658.98486328125,850.28,274.68,30.9546,74.6433,835000,167,167
-5672.74560546875,798.05,263.07,31.1359,75.4134,840000,168,168
-5768.3212890625,893.84,287.32,31.1556,73.4087,845000,169,169
-5798.03759765625,813.61,285.96,31.1462,74.4227,850000,170,170
-5968.4775390625,954.35,289.61,31.2202,73.7582,855000,171,171
-6091.3818359375,809.41,303.61,31.187,74.0452,860000,172,172
-6111.7041015625,889.93,263.57,31.2814,75.0657,865000,173,173
-6191.4169921875,745.12,254.81,31.4165,73.2582,870000,174,174
-6196.2958984375,856.37,274.58,31.3731,73.4831,875000,175,175
-6362.67724609375,755.91,292.28,30.7108,75.5404,880000,176,176
-6464.53173828125,767.76,246.0,31.3679,74.4777,885000,177,177
-6554.6064453125,867.04,248.88,31.2023,74.0463,890000,178,178
-6644.2578125,800.21,248.5,31.4783,75.6805,895000,179,179
-6746.83154296875,908.96,267.89,31.419,74.0806,900000,180,180
-6767.833984375,1006.3,280.87,31.4182,74.9823,905000,181,181
-6894.318359375,762.79,318.8,31.2158,76.1255,910000,182,182
-7011.0283203125,760.36,309.76,31.7966,76.0468,915000,183,183
-7150.82666015625,756.18,299.63,31.5654,76.936,920000,184,184
-7117.83154296875,714.14,287.39,31.3984,75.1366,925000,185,185
-7216.970703125,869.54,288.77,31.357,75.3422,930000,186,186
-7238.7470703125,806.49,292.12,31.1749,75.7145,935000,187,187
-7411.611328125,901.19,252.04,31.2754,74.1912,940000,188,188
-7500.033203125,771.44,247.07,31.158,73.8118,945000,189,189
-7637.4140625,705.55,300.23,31.5826,75.5453,950000,190,190
-7624.28271484375,805.48,301.96,30.6296,74.8721,955000,191,191
-7684.75537109375,804.69,241.33,31.2905,74.4813,960000,192,192
-7840.86279296875,915.55,269.46,31.2865,73.7173,965000,193,193
-7889.56396484375,811.09,301.46,31.495,74.6105,970000,194,194
-7911.3740234375,859.56,293.5,31.1184,73.3932,975000,195,195
-7919.849609375,790.96,276.39,31.5146,74.117,980000,196,196
-8150.9267578125,909.01,251.35,31.1878,75.6464,985000,197,197
-8201.0390625,863.13,252.67,30.8793,73.2795,990000,198,198
-8418.21875,961.47,289.39,30.9383,74.8499,995000,199,199
-8595.818359375,856.25,303.17,31.3454,75.8945,1000000,200,200
-8676.9267578125,917.49,325.98,31.2031,75.2356,1005000,201,201
-8804.5615234375,909.71,316.41,31.0683,73.9899,1010000,202,202
-8719.6103515625,916.56,287.0,30.6556,73.755,1015000,203,203
-8775.8125,811.82,247.56,30.3635,73.3203,1020000,204,204
-8980.4560546875,905.92,298.23,30.7156,74.632,1025000,205,205
-9062.0654296875,959.0,225.25,30.7328,74.6474,1030000,206,206
-9220.99609375,854.02,231.84,31.1704,74.4639,1035000,207,207
-9271.0224609375,667.03,277.79,30.4549,74.265,1040000,208,208
-9478.126953125,819.31,273.35,30.9364,73.3286,1045000,209,209
-9555.8408203125,716.25,264.73,30.8439,75.4398,1050000,210,210
-9671.9521484375,860.09,293.69,30.878,75.7313,1055000,211,211
-9779.8056640625,805.13,257.8,30.6702,74.6271,1060000,212,212
-9721.033203125,910.37,312.21,30.5435,74.3967,1065000,213,213
-10054.5263671875,861.38,310.85,30.6396,75.0809,1070000,214,214
-10016.2451171875,1013.54,226.77,30.4309,74.7479,1075000,215,215
-10042.2607421875,871.29,248.17,30.6188,74.6101,1080000,216,216
-10240.2021484375,861.41,258.57,30.663,74.5528,1085000,217,217
-10277.896484375,861.69,297.37,30.5345,74.5143,1090000,218,218
-10367.3232421875,860.8,307.06,31.0618,75.9143,1095000,219,219
-10484.58203125,1007.0,327.68,30.9894,75.9346,1100000,220,220
-10601.1435546875,809.85,279.44,30.717,74.546,1105000,221,221
-10821.6982421875,858.77,250.91,31.3042,74.0962,1110000,222,222
-10649.259765625,811.71,290.04,30.2709,75.5165,1115000,223,223
-10915.990234375,910.66,280.99,30.917,76.3907,1120000,224,224
-11078.8291015625,909.87,267.86,30.6932,74.5797,1125000,225,225
-11059.251953125,860.57,305.96,30.9033,74.0305,1130000,226,226
-11101.51953125,873.41,312.53,30.8223,74.7362,1135000,227,227
-11245.2177734375,899.84,271.85,30.6235,75.3276,1140000,228,228
-11159.4599609375,754.67,283.57,30.4021,74.2086,1145000,229,229
-11352.3046875,897.98,230.01,30.3099,74.1422,1150000,230,230
-11376.0,854.44,272.36,30.2473,74.6508,1155000,231,231
-11469.41015625,946.41,244.89,30.985,75.7567,1160000,232,232
-11476.015625,856.06,277.04,30.9977,75.2525,1165000,233,233
-11697.3173828125,852.85,263.36,30.7629,75.1263,1170000,234,234
-11588.4013671875,798.8,306.09,30.7724,74.3018,1175000,235,235
-11736.0400390625,844.76,292.46,30.6573,76.0348,1180000,236,236
-11861.3974609375,805.66,273.13,30.5697,75.4596,1185000,237,237
-11994.509765625,948.57,252.71,30.6677,75.3686,1190000,238,238
-11980.3681640625,949.1,263.02,30.9871,75.5687,1195000,239,239
-11822.060546875,997.0,313.13,30.451,74.1954,1200000,240,240
-12215.673828125,850.09,296.74,31.0033,75.5554,1205000,241,241
-12227.783203125,1001.79,248.47,30.9682,75.1609,1210000,242,242
-12254.9453125,861.08,256.66,31.4303,75.2872,1215000,243,243
-12266.744140625,897.42,243.97,30.5704,74.3145,1220000,244,244
-12296.751953125,857.25,221.26,30.408,75.3645,1225000,245,245
-12358.01953125,762.25,264.64,30.5652,75.5383,1230000,246,246
-12470.99609375,702.87,265.61,30.4164,74.1863,1235000,247,247
-12655.6416015625,860.26,234.22,30.7924,75.1524,1240000,248,248
-12516.4267578125,901.47,282.23,30.8789,73.8039,1245000,249,249
-12899.2119140625,849.97,262.22,30.5516,75.324,1250000,250,250
-12696.732421875,752.95,275.21,31.0401,75.7318,1255000,251,251
-12738.8291015625,905.0,301.38,30.2598,73.6387,1260000,252,252
-12927.166015625,990.45,246.3,30.6509,75.0705,1265000,253,253
-12916.375,796.99,303.82,30.7201,75.3922,1270000,254,254
-12981.38671875,803.95,245.76,30.784,74.9588,1275000,255,255
-13140.1103515625,855.27,302.97,30.7478,75.0624,1280000,256,256
-13013.9482421875,952.33,301.61,30.6428,75.0592,1285000,257,257
-13149.8017578125,906.56,275.48,31.0419,75.3058,1290000,258,258
-13190.00390625,806.24,269.21,30.7877,75.5904,1295000,259,259
-13376.54296875,956.58,277.82,30.6342,76.114,1300000,260,260
-13570.8251953125,845.17,251.06,30.6956,76.0718,1305000,261,261
-13304.4482421875,908.91,256.43,30.5222,74.3773,1310000,262,262
-13484.23046875,907.13,268.97,30.6665,75.0805,1315000,263,263
-13680.724609375,907.26,253.58,30.8646,74.3734,1320000,264,264
-13816.0419921875,860.04,218.27,30.9604,76.0184,1325000,265,265
-13589.4521484375,798.28,271.11,30.3133,73.6551,1330000,266,266
-14047.537109375,807.37,250.19,30.729,74.93,1335000,267,267
-13911.0302734375,760.63,224.28,30.6281,75.1119,1340000,268,268
-13937.0595703125,805.7,267.02,30.6451,75.0296,1345000,269,269
-14184.0625,900.24,211.26,30.8741,75.4305,1350000,270,270
-14193.4677734375,792.85,228.1,30.827,75.644,1355000,271,271
-14163.1142578125,800.38,290.97,30.7198,74.3456,1360000,272,272
-14269.353515625,856.31,283.69,30.7811,75.0019,1365000,273,273
-14164.9189453125,852.08,259.72,30.292,74.6137,1370000,274,274
-14381.73828125,895.44,256.71,30.8363,75.847,1375000,275,275
-14325.1318359375,752.94,267.31,30.5935,73.7904,1380000,276,276
-14687.021484375,813.29,267.0,31.0728,74.5975,1385000,277,277
-14526.6484375,807.77,198.05,30.7473,75.352,1390000,278,278
-14791.6484375,806.48,227.82,30.9585,75.1362,1395000,279,279
-15000.4619140625,846.63,251.71,31.0228,75.7864,1400000,280,280
-14915.427734375,904.49,292.21,30.7993,75.0182,1405000,281,281
-15100.41015625,850.74,268.21,31.2656,75.4713,1410000,282,282
-14941.833984375,808.23,215.74,30.2353,74.4814,1415000,283,283
-15067.0810546875,803.09,255.23,30.9262,74.6524,1420000,284,284
-15114.73046875,801.81,253.21,30.9149,75.2896,1425000,285,285
-14907.306640625,751.2,250.82,30.1745,73.7295,1430000,286,286
-15241.7119140625,849.21,262.94,30.8675,74.7093,1435000,287,287
-15383.3291015625,807.11,255.87,30.734,75.1737,1440000,288,288
-15471.03125,807.39,263.32,31.211,75.6143,1445000,289,289
-15390.642578125,698.66,240.25,30.8404,75.3259,1450000,290,290
-15557.875,851.29,230.03,30.8023,75.259,1455000,291,291
-15625.23046875,561.4,222.08,30.4167,75.2834,1460000,292,292
-15502.8935546875,856.86,291.95,30.5758,74.7333,1465000,293,293
-15937.419921875,891.71,207.16,30.8822,75.4975,1470000,294,294
-15987.8291015625,700.92,239.64,30.9773,75.9709,1475000,295,295
-15822.4541015625,749.54,261.59,30.8161,76.2682,1480000,296,296
-15957.5546875,744.27,260.05,31.2623,75.1744,1485000,297,297
-16261.982421875,838.73,256.77,31.0011,75.6308,1490000,298,298
-16131.001953125,613.83,227.2,30.7846,75.8327,1495000,299,299
-16265.2705078125,706.14,261.63,30.903,75.1756,1500000,300,300
-16172.3671875,754.66,235.42,30.788,75.424,1505000,301,301
-16312.03125,892.05,249.65,30.8392,75.6079,1510000,302,302
-16280.4599609375,611.55,274.92,31.2414,76.2566,1515000,303,303
-16311.0234375,651.46,259.61,30.679,74.8282,1520000,304,304
-16622.7578125,551.23,221.87,30.916,75.3348,1525000,305,305
-16561.849609375,754.54,274.43,30.7856,74.667,1530000,306,306
-16515.478515625,606.47,209.2,30.4558,75.7607,1535000,307,307
-16621.21875,761.71,254.25,30.5695,73.9031,1540000,308,308
-16730.41796875,706.98,252.7,30.9732,75.2262,1545000,309,309
-16759.58984375,758.77,291.73,31.3143,75.215,1550000,310,310
-16688.333984375,695.6,178.44,30.504,75.3207,1555000,311,311
-17082.724609375,612.33,247.99,30.7136,74.8724,1560000,312,312
-16998.248046875,748.24,231.84,30.7848,75.6094,1565000,313,313
-17077.490234375,797.73,135.97,30.6658,75.7311,1570000,314,314
-17131.66796875,753.65,172.9,30.9745,76.8923,1575000,315,315
-16993.599609375,702.62,267.11,30.55,75.9153,1580000,316,316
-17226.767578125,905.9,234.78,30.8015,75.2608,1585000,317,317
-17352.4609375,655.42,197.46,30.7097,74.5674,1590000,318,318
-17261.078125,859.34,275.42,30.8988,74.7004,1595000,319,319
-17366.6015625,653.03,277.4,30.7732,75.2376,1600000,320,320
-17368.875,835.0,251.16,30.9842,75.0086,1605000,321,321
-17558.021484375,801.09,169.57,30.6069,75.0207,1610000,322,322
-17609.4375,850.57,214.19,31.0782,74.8803,1615000,323,323
-17643.818359375,702.37,171.62,30.2112,75.3894,1620000,324,324
-17764.69140625,753.71,270.48,31.0389,76.3291,1625000,325,325
-17765.9453125,799.4,180.0,30.8508,75.186,1630000,326,326
-17571.701171875,748.67,199.52,30.7235,75.4784,1635000,327,327
-17938.828125,832.38,225.74,30.4005,75.3137,1640000,328,328
-17854.607421875,804.33,256.38,30.5947,75.5713,1645000,329,329
-18143.56640625,847.35,263.96,30.5217,74.7691,1650000,330,330
-18131.416015625,805.41,276.96,30.367,75.7179,1655000,331,331
-17975.501953125,750.49,176.8,30.8326,74.7524,1660000,332,332
-18143.955078125,906.96,159.75,30.6522,75.007,1665000,333,333
-18301.765625,610.81,209.09,30.8764,75.2332,1670000,334,334
-18033.9765625,649.94,247.17,30.5574,76.2125,1675000,335,335
-18221.17578125,754.99,247.86,30.6146,75.9255,1680000,336,336
-18248.427734375,743.5,179.05,30.5793,75.4874,1685000,337,337
-18324.642578125,901.51,219.87,30.5797,75.9253,1690000,338,338
-18419.625,795.23,219.38,30.7191,76.1191,1695000,339,339
-18563.396484375,803.95,204.12,30.6138,75.9169,1700000,340,340
-18422.779296875,751.26,207.1,30.5662,74.0161,1705000,341,341
-18495.873046875,846.42,170.48,30.5411,75.4499,1710000,342,342
-18425.91796875,888.62,177.83,30.2961,75.2891,1715000,343,343
-18463.751953125,905.39,254.16,31.0777,75.5095,1720000,344,344
-18560.857421875,861.44,231.13,30.6124,75.6378,1725000,345,345
-18637.466796875,740.57,227.82,30.3836,74.9951,1730000,346,346
-18679.5078125,752.94,174.79,30.9709,75.1086,1735000,347,347
-18726.458984375,610.91,175.74,30.1129,74.6218,1740000,348,348
-18638.439453125,851.56,211.03,30.581,74.6894,1745000,349,349
-18720.42578125,891.57,204.47,30.4195,73.7677,1750000,350,350
-18608.16015625,843.29,153.24,30.726,74.6442,1755000,351,351
-18534.119140625,848.2,283.8,30.4531,75.013,1760000,352,352
-18846.6328125,852.83,221.95,30.1494,75.7747,1765000,353,353
-18770.46875,751.29,184.47,30.7192,74.7142,1770000,354,354
-18707.451171875,887.43,183.64,30.6747,75.4389,1775000,355,355
-18836.873046875,846.01,194.04,30.8803,75.862,1780000,356,356
-18725.021484375,851.16,249.63,30.6574,75.1678,1785000,357,357
-18826.46875,774.2,235.48,30.5412,75.6202,1790000,358,358
-18834.4609375,854.4,208.93,30.4623,75.9242,1795000,359,359
-18850.421875,753.33,249.62,30.7077,74.7709,1800000,360,360
-18836.962890625,747.07,275.44,30.693,74.3894,1805000,361,361
-18907.4296875,753.29,236.85,31.0148,75.8514,1810000,362,362
-18864.591796875,870.27,187.79,30.5312,74.8787,1815000,363,363
-18955.6015625,731.33,214.12,30.9701,75.8619,1820000,364,364
-18996.37109375,783.74,205.82,30.5142,75.1959,1825000,365,365
-18979.248046875,824.6,234.39,30.6625,75.8479,1830000,366,366
-18972.1953125,938.54,238.34,30.7861,75.6484,1835000,367,367
-18826.03515625,807.65,172.1,30.1165,75.2705,1840000,368,368
-18876.955078125,763.36,264.72,31.3026,75.6525,1845000,369,369
-18787.21484375,806.85,207.79,30.7391,75.397,1850000,370,370
-19012.4921875,712.04,187.92,31.0143,75.3867,1855000,371,371
-19179.580078125,710.14,223.35,31.1732,76.0444,1860000,372,372
-19063.453125,843.96,264.95,30.4766,75.3239,1865000,373,373
-19212.10546875,847.93,278.46,30.8919,75.6649,1870000,374,374
-19144.509765625,785.88,217.95,30.5348,75.8235,1875000,375,375
-19167.919921875,870.4,224.31,30.9646,76.2875,1880000,376,376
-19160.396484375,793.62,212.32,31.3878,76.4014,1885000,377,377
-19157.78515625,794.23,198.42,31.0042,76.226,1890000,378,378
-19079.8046875,796.31,219.09,31.0516,76.003,1895000,379,379
-19120.076171875,753.38,227.29,31.0989,75.5683,1900000,380,380
-19146.259765625,775.79,179.1,30.92,75.2787,1905000,381,381
-19140.888671875,802.32,246.63,31.1235,75.8986,1910000,382,382
-19227.154296875,736.71,169.08,30.7785,75.572,1915000,383,383
-19198.6328125,753.47,258.97,31.0264,76.1432,1920000,384,384
-19247.39453125,793.05,259.21,31.2292,75.9344,1925000,385,385
-19197.7109375,751.01,240.68,31.2016,75.7694,1930000,386,386
-19247.203125,697.74,275.12,30.8138,75.1257,1935000,387,387
-19102.322265625,749.54,276.37,30.6637,75.1953,1940000,388,388
-19145.453125,749.23,270.52,30.581,74.9878,1945000,389,389
-19245.25390625,842.64,247.93,31.0135,75.1857,1950000,390,390
-19148.68359375,825.9,252.54,30.524,75.6233,1955000,391,391
-19157.53515625,657.86,207.25,30.5767,74.3688,1960000,392,392
-19143.986328125,701.13,244.37,30.3622,74.4693,1965000,393,393
-19211.705078125,784.59,196.42,30.6244,75.6858,1970000,394,394
-19261.9296875,843.29,253.76,30.7209,75.7257,1975000,395,395
-19225.509765625,746.04,272.46,31.1508,76.3584,1980000,396,396
-19242.517578125,748.64,203.78,30.8745,75.136,1985000,397,397
-19294.162109375,792.08,260.03,30.8008,75.7295,1990000,398,398
-19212.001953125,797.58,226.6,30.7516,75.1287,1995000,399,399
-19272.296875,842.88,250.41,31.2332,75.8667,2000000,400,400
-19341.892578125,793.1,226.68,30.9004,75.8428,2005000,401,401
-19355.953125,796.01,231.84,31.0949,75.6567,2010000,402,402
-19339.20703125,736.6,272.41,30.9355,75.7413,2015000,403,403
-19205.431640625,736.19,166.0,30.8042,75.2097,2020000,404,404
-19324.478515625,639.36,181.35,30.8996,75.7875,2025000,405,405
-19306.232421875,798.27,302.46,31.1806,75.3548,2030000,406,406
-19186.484375,793.89,246.99,31.1311,74.5277,2035000,407,407
-19284.111328125,785.75,269.87,31.1204,75.6804,2040000,408,408
-19390.025390625,881.62,270.55,31.4393,75.3546,2045000,409,409
