Real Sto Return,Reward Loss,Itration,Running Forward KL,Real Det Return,Running Env Steps,Running Update Time,Running Reverse KL
1759.56,-2909.453369140625,73,156.9971,2095.68,365000,73,16.1295
1753.69,-2925.888671875,74,157.0552,2097.5,370000,74,15.9537
1800.56,-2969.92578125,75,157.0013,2148.88,375000,75,16.1132
1791.42,-3026.65087890625,76,157.0425,2135.92,380000,76,16.0547
1816.71,-3070.79833984375,77,157.1144,2147.73,385000,77,16.4032
1717.15,-3081.76025390625,78,156.907,1999.13,390000,78,15.6086
1788.42,-3130.94189453125,79,156.8971,2116.44,395000,79,15.9124
1811.87,-3164.0322265625,80,156.6936,2139.74,400000,80,15.8532
1800.98,-3252.2998046875,81,156.9992,2150.36,405000,81,16.4899
1790.28,-3248.033935546875,82,156.768,2134.78,410000,82,15.9004
1807.81,-3296.73486328125,83,156.9096,2150.48,415000,83,16.0995
1793.64,-3347.9287109375,84,156.8419,2166.23,420000,84,15.8104
1772.17,-3423.136474609375,85,156.9973,2122.58,425000,85,16.2458
1807.91,-3461.851806640625,86,157.0461,2195.67,430000,86,16.0675
1780.53,-3486.781494140625,87,156.8229,2118.98,435000,87,15.8798
1791.59,-3548.1953125,88,156.9257,2083.09,440000,88,16.0753
1797.41,-3571.479248046875,89,157.0414,2130.14,445000,89,15.9443
1839.72,-3622.3056640625,90,156.8084,2172.44,450000,90,15.8005
1819.1,-3672.115234375,91,156.9443,2166.79,455000,91,16.322
1767.74,-3737.404541015625,92,156.8985,2106.89,460000,92,15.7746
1784.64,-3762.408203125,93,157.0809,2118.74,465000,93,16.0549
1803.91,-3807.14892578125,94,156.8307,2201.57,470000,94,15.7885
1824.54,-3857.4658203125,95,156.8762,2145.12,475000,95,15.8152
1796.62,-3929.67236328125,96,156.966,2177.22,480000,96,16.0416
1849.65,-3972.387939453125,97,156.9021,2236.11,485000,97,16.4256
1844.74,-3998.075439453125,98,156.9049,2163.71,490000,98,15.9092
1807.18,-4057.198974609375,99,156.9432,2185.44,495000,99,15.9217
1834.29,-4069.082275390625,100,156.8984,2210.24,500000,100,15.9435
1835.86,-4144.359375,101,156.9706,2175.87,505000,101,16.1062
1780.54,-4195.18017578125,102,157.1397,2110.09,510000,102,15.7595
1811.66,-4234.80224609375,103,157.0042,2150.37,515000,103,16.0656
1802.06,-4284.96142578125,104,157.067,2137.79,520000,104,15.912
1859.63,-4313.509765625,105,156.8498,2225.8,525000,105,16.0791
1823.0,-4379.0859375,106,156.7505,2179.15,530000,106,15.672
1799.47,-4378.97216796875,107,156.7637,2187.0,535000,107,15.6383
1824.03,-4486.62060546875,108,156.9924,2198.61,540000,108,16.1254
1874.31,-4523.52099609375,109,156.8607,2259.88,545000,109,16.2199
1817.21,-4570.904296875,110,156.9735,2181.61,550000,110,15.7329
1797.64,-4619.4892578125,111,156.9649,2147.79,555000,111,15.7088
1820.0,-4656.9873046875,112,156.8481,2175.57,560000,112,15.885
1843.08,-4715.12548828125,113,156.9928,2241.35,565000,113,15.7792
1837.65,-4810.18017578125,114,157.1866,2172.0,570000,114,16.4499
1845.61,-4815.04052734375,115,156.9526,2138.01,575000,115,15.8634
1831.9,-4881.55908203125,116,156.9436,2176.21,580000,116,15.9006
1830.98,-4909.740234375,117,157.0251,2224.84,585000,117,15.6814
1829.71,-4990.263671875,118,157.0052,2166.24,590000,118,15.5363
1824.53,-5020.1259765625,119,156.9181,2120.4,595000,119,15.7463
1848.11,-5078.50390625,120,156.9493,2261.94,600000,120,16.0714
1850.89,-5101.2255859375,121,157.0708,2212.64,605000,121,16.0061
1872.43,-5186.9072265625,122,156.7769,2224.72,610000,122,16.0288
1809.81,-5231.279296875,123,156.8954,2232.91,615000,123,15.8706
1873.46,-5282.2431640625,124,156.9622,2238.36,620000,124,16.2421
1855.09,-5341.4912109375,125,156.9252,2217.87,625000,125,15.7116
1824.7,-5391.32177734375,126,157.0421,2229.92,630000,126,15.8737
1891.96,-5460.20556640625,127,156.8967,2239.88,635000,127,16.0166
1849.07,-5461.30810546875,128,156.7155,2197.64,640000,128,15.4997
1853.88,-5567.357421875,129,156.8733,2178.62,645000,129,15.6405
1883.35,-5628.6953125,130,156.8219,2230.03,650000,130,16.0077
1835.9,-5650.2666015625,131,156.933,2214.22,655000,131,15.9126
1843.34,-5705.83203125,132,157.0046,2151.18,660000,132,15.8849
1909.11,-5792.27197265625,133,156.8651,2251.77,665000,133,16.1191
1843.37,-5759.7158203125,134,156.7605,2162.86,670000,134,15.4633
1840.06,-5834.16552734375,135,156.9381,2128.94,675000,135,15.4864
1866.46,-5910.52490234375,136,156.8113,2186.64,680000,136,15.6634
1873.97,-5961.541015625,137,156.929,2197.74,685000,137,15.7686
1862.98,-6058.5458984375,138,157.066,2248.06,690000,138,16.0007
1915.33,-6117.82080078125,139,156.9365,2247.44,695000,139,16.2342
1871.19,-6183.44091796875,140,156.8635,2228.59,700000,140,15.8899
1894.55,-6197.51025390625,141,156.7565,2241.12,705000,141,15.8893
1856.29,-6264.830078125,142,156.94,2171.42,710000,142,15.6665
1818.59,-6320.2783203125,143,157.0151,2154.37,715000,143,15.6576
1854.05,-6390.05419921875,144,156.9076,2170.95,720000,144,15.9487
1875.44,-6450.8681640625,145,156.8462,2239.64,725000,145,16.0374
1846.96,-6442.4912109375,146,157.0091,2174.95,730000,146,15.9128
1843.79,-6489.67724609375,147,156.7776,2221.9,735000,147,15.5405
1890.29,-6573.34814453125,148,156.9008,2251.86,740000,148,15.8793
1896.36,-6685.4736328125,149,156.9398,2256.79,745000,149,16.0905
1839.19,-6737.970703125,150,156.6804,2209.7,750000,150,15.6682
1904.66,-6766.365234375,151,156.6393,2260.33,755000,151,16.0
1879.74,-6809.7021484375,152,156.9606,2243.4,760000,152,15.6683
1840.01,-6860.822265625,153,156.7908,2146.06,765000,153,15.4609
1846.53,-6944.9912109375,154,156.6649,2191.43,770000,154,15.5079
1889.22,-7012.5576171875,155,156.6755,2257.38,775000,155,15.7794
1902.99,-7010.22998046875,156,156.7579,2238.93,780000,156,15.7102
1923.83,-7104.50439453125,157,156.6469,2267.07,785000,157,15.8836
1849.5,-7150.98974609375,158,156.7397,2137.52,790000,158,15.4112
1860.65,-7254.939453125,159,156.858,2206.16,795000,159,15.8047
1801.2,-7305.55810546875,160,156.8849,2151.38,800000,160,15.3877
1845.57,-7336.7880859375,161,156.8175,2140.14,805000,161,15.648
1866.35,-7417.82080078125,162,156.7329,2207.53,810000,162,15.6031
1872.14,-7452.3623046875,163,156.7273,2218.14,815000,163,15.8181
1859.5,-7572.96923828125,164,156.8862,2243.12,820000,164,15.6448
1880.48,-7590.0537109375,165,157.0213,2217.98,825000,165,15.6432
1883.45,-7612.791015625,166,156.7104,2218.97,830000,166,15.6016
1843.96,-7702.19140625,167,156.8095,2216.03,835000,167,15.6936
1883.53,-7719.12158203125,168,156.8918,2181.26,840000,168,15.8181
1858.47,-7781.8544921875,169,156.6578,2214.31,845000,169,15.663
1862.82,-7823.23388671875,170,156.7256,2228.64,850000,170,15.5753
1905.84,-7917.4482421875,171,156.9609,2232.92,855000,171,16.1128
1906.02,-7864.21337890625,172,156.7882,2279.75,860000,172,15.6209
1880.63,-7946.47607421875,173,156.768,2244.45,865000,173,15.6486
1890.35,-7915.24951171875,174,156.6766,2219.05,870000,174,15.6182
1887.8,-8035.10400390625,175,156.7889,2208.57,875000,175,15.7168
1887.73,-8054.884765625,176,156.7623,2241.09,880000,176,15.6885
1874.37,-8106.6083984375,177,156.7427,2248.04,885000,177,15.7081
1870.71,-8120.3583984375,178,156.6649,2240.42,890000,178,15.4789
1899.99,-8201.3701171875,179,156.7726,2236.4,895000,179,15.6895
1867.58,-8214.5859375,180,156.7371,2210.63,900000,180,15.6134
1877.27,-8316.7177734375,181,156.867,2263.91,905000,181,15.8043
1905.67,-8314.6533203125,182,156.8716,2228.73,910000,182,15.6939
1908.21,-8324.09765625,183,156.5822,2241.2,915000,183,15.697
1858.77,-8360.0517578125,184,156.6561,2211.74,920000,184,15.6019
1882.24,-8347.3701171875,185,156.5261,2228.08,925000,185,15.5153
1912.98,-8462.9951171875,186,156.6977,2256.21,930000,186,15.7531
1884.64,-8548.080078125,187,156.9692,2230.43,935000,187,15.7453
1884.39,-8543.84375,188,156.9383,2219.66,940000,188,15.6782
1842.14,-8619.76171875,189,157.0842,2172.23,945000,189,15.4734
1906.19,-8630.5546875,190,156.7408,2231.71,950000,190,15.674
1905.2,-8654.1650390625,191,156.6645,2233.16,955000,191,15.8624
1815.27,-8674.921875,192,157.0693,2166.69,960000,192,15.6956
1922.7,-8781.4697265625,193,156.714,2272.81,965000,193,15.97
1908.81,-8822.3583984375,194,156.7006,2257.75,970000,194,15.5504
1881.12,-8851.6748046875,195,156.6657,2205.85,975000,195,15.4155
1876.86,-8873.2939453125,196,156.9167,2240.91,980000,196,15.4711
1922.67,-8919.35546875,197,156.6267,2271.57,985000,197,15.6768
1893.24,-8963.1552734375,198,156.7199,2209.19,990000,198,15.3175
1927.56,-9023.2724609375,199,156.7755,2264.77,995000,199,15.7864
1884.03,-9018.298828125,200,156.8031,2234.72,1000000,200,15.2831
1895.09,-9065.369140625,201,156.8048,2270.53,1005000,201,15.4311
1888.17,-9089.5498046875,202,156.6331,2230.14,1010000,202,15.2963
1890.57,-9125.400390625,203,156.804,2239.85,1015000,203,15.4266
1902.01,-9187.3935546875,204,156.8296,2241.19,1020000,204,15.6458
1888.67,-9191.40234375,205,156.7467,2235.51,1025000,205,15.4694
1881.06,-9276.029296875,206,156.6318,2265.34,1030000,206,15.44
1892.5,-9272.279296875,207,156.8204,2250.9,1035000,207,15.4056
1887.45,-9324.537109375,208,156.7997,2217.14,1040000,208,15.2562
1886.74,-9305.62109375,209,156.5417,2206.23,1045000,209,15.1201
1890.44,-9407.876953125,210,156.7575,2231.59,1050000,210,15.3904
1881.43,-9424.6103515625,211,156.8012,2207.57,1055000,211,15.3724
1904.07,-9464.4541015625,212,156.7146,2235.71,1060000,212,15.4658
1900.15,-9503.9296875,213,156.8028,2243.0,1065000,213,15.4897
1897.11,-9545.263671875,214,156.8556,2257.18,1070000,214,15.4667
1902.16,-9607.501953125,215,156.7247,2237.83,1075000,215,15.4803
1914.95,-9596.3388671875,216,156.81,2236.33,1080000,216,15.3912
1878.04,-9654.1650390625,217,156.9071,2245.75,1085000,217,15.5849
1888.43,-9686.6171875,218,156.9029,2255.19,1090000,218,15.6567
1891.78,-9714.4580078125,219,156.7654,2238.59,1095000,219,15.3528
1918.03,-9774.1494140625,220,156.6312,2266.48,1100000,220,15.5315
1892.25,-9789.4609375,221,156.9095,2261.53,1105000,221,15.5135
1914.48,-9858.9794921875,222,156.8375,2256.88,1110000,222,15.5438
1885.4,-9909.421875,223,156.8091,2251.12,1115000,223,15.4202
1908.88,-9923.6123046875,224,156.7743,2250.86,1120000,224,15.5219
1895.23,-9991.3203125,225,156.7218,2287.6,1125000,225,15.6919
1884.21,-9981.4501953125,226,156.7416,2243.59,1130000,226,15.4441
1912.27,-10019.5458984375,227,156.8259,2259.54,1135000,227,15.6651
1901.61,-10057.2041015625,228,156.7899,2251.57,1140000,228,15.436
1901.13,-10126.701171875,229,156.6176,2272.48,1145000,229,15.4803
1900.79,-10129.814453125,230,156.8225,2270.27,1150000,230,15.5774
1909.08,-10189.734375,231,156.8063,2269.77,1155000,231,15.7204
1884.72,-10227.6962890625,232,156.9378,2268.51,1160000,232,15.6455
1915.37,-10249.7431640625,233,156.8443,2280.91,1165000,233,15.5365
1894.32,-10231.68359375,234,156.7886,2265.94,1170000,234,15.4106
1907.38,-10291.712890625,235,156.8442,2262.79,1175000,235,15.4481
1921.08,-10400.9140625,236,156.9663,2300.73,1180000,236,15.5751
1880.07,-10397.6181640625,237,156.6799,2260.24,1185000,237,15.3717
1905.97,-10415.04296875,238,156.8009,2267.06,1190000,238,15.6589
1913.34,-10480.306640625,239,157.0385,2279.12,1195000,239,15.9448
1920.29,-10519.5908203125,240,156.8416,2271.82,1200000,240,15.6004
1895.03,-10584.0712890625,241,156.9639,2273.03,1205000,241,15.4994
1905.68,-10636.0537109375,242,156.9321,2262.75,1210000,242,15.5026
1889.82,-10609.9453125,243,156.7114,2247.0,1215000,243,15.3975
1917.39,-10666.5419921875,244,156.9657,2281.1,1220000,244,15.6246
1920.11,-10641.6279296875,245,156.9039,2288.75,1225000,245,15.5313
1894.56,-10707.19921875,246,156.8953,2262.41,1230000,246,15.5865
1895.55,-10779.01171875,247,156.7743,2289.53,1235000,247,15.526
1906.97,-10795.7099609375,248,156.6881,2267.74,1240000,248,15.6264
1923.6,-10855.00390625,249,156.7744,2312.86,1245000,249,15.7354
1891.3,-10873.3154296875,250,156.9963,2254.91,1250000,250,15.5748
1923.45,-10868.3359375,251,156.8185,2279.68,1255000,251,15.7494
1914.45,-10951.6103515625,252,156.8898,2280.0,1260000,252,15.6872
1919.92,-10988.8828125,253,156.8238,2284.28,1265000,253,15.8245
1915.27,-10997.705078125,254,156.9083,2261.03,1270000,254,15.6282
1928.25,-11046.5732421875,255,156.8918,2263.88,1275000,255,15.7577
1920.44,-11038.033203125,256,156.7708,2286.39,1280000,256,15.5467
1930.7,-11090.421875,257,156.8667,2291.94,1285000,257,15.7432
1909.56,-11149.5458984375,258,156.6837,2298.41,1290000,258,15.7459
1915.75,-11155.7353515625,259,157.0797,2251.18,1295000,259,15.7322
1918.16,-11232.9658203125,260,156.9171,2251.04,1300000,260,15.7415
1938.23,-11269.5029296875,261,156.9456,2265.43,1305000,261,15.8625
1905.74,-11239.7255859375,262,156.8421,2256.67,1310000,262,15.7479
1929.67,-11354.052734375,263,156.8124,2286.02,1315000,263,15.929
1913.13,-11346.015625,264,156.9419,2270.01,1320000,264,15.8711
1921.4,-11397.84375,265,156.8025,2292.26,1325000,265,15.8159
1907.53,-11464.21875,266,156.7881,2270.28,1330000,266,15.7362
1900.69,-11457.9892578125,267,156.8732,2266.36,1335000,267,15.774
1920.64,-11494.625,268,156.6797,2272.46,1340000,268,15.6459
1923.32,-11517.73828125,269,156.7738,2257.59,1345000,269,15.7858
1924.99,-11558.564453125,270,156.9245,2274.12,1350000,270,15.7245
1917.05,-11566.81640625,271,156.8262,2253.69,1355000,271,15.6293
1899.71,-11547.7021484375,272,156.7693,2247.8,1360000,272,15.7408
1913.13,-11624.232421875,273,156.6887,2276.61,1365000,273,15.6656
1931.86,-11636.6787109375,274,156.7529,2287.47,1370000,274,15.6278
1927.86,-11726.841796875,275,156.817,2303.39,1375000,275,15.6972
1936.26,-11744.548828125,276,156.9643,2283.7,1380000,276,15.7544
1919.33,-11748.224609375,277,156.5688,2281.34,1385000,277,15.6784
1898.21,-11846.8056640625,278,156.7149,2272.45,1390000,278,15.6467
1918.01,-11852.6943359375,279,156.8391,2299.39,1395000,279,15.6424
1933.05,-11872.0908203125,280,156.8316,2304.72,1400000,280,15.7005
1919.66,-11905.021484375,281,156.7654,2289.95,1405000,281,15.5486
1930.49,-11935.0224609375,282,156.656,2286.35,1410000,282,15.4904
1916.73,-11992.6240234375,283,156.7004,2324.32,1415000,283,15.6716
1926.78,-12039.373046875,284,156.7333,2297.27,1420000,284,15.6783
1928.98,-12084.654296875,285,156.7495,2305.93,1425000,285,15.8752
1921.31,-12114.5458984375,286,156.7673,2303.94,1430000,286,15.789
1910.68,-12124.9560546875,287,156.782,2254.35,1435000,287,15.6575
1939.01,-12208.48046875,288,156.8432,2323.32,1440000,288,15.8703
1902.46,-12210.1650390625,289,156.7884,2295.0,1445000,289,15.6105
1940.65,-12208.7734375,290,156.6144,2294.02,1450000,290,15.6814
1915.17,-12279.0361328125,291,157.0168,2299.6,1455000,291,15.8864
1928.96,-12333.8525390625,292,156.9615,2320.47,1460000,292,15.8623
1921.34,-12337.3046875,293,156.8246,2300.86,1465000,293,15.8014
1905.68,-12392.892578125,294,156.9586,2311.24,1470000,294,15.7815
1905.18,-12415.4169921875,295,156.8621,2301.11,1475000,295,15.959
1922.97,-12484.943359375,296,156.7843,2325.44,1480000,296,15.7792
1915.74,-12496.23046875,297,156.8761,2319.08,1485000,297,15.6518
1934.31,-12529.4375,298,156.8509,2297.95,1490000,298,15.8302
1911.21,-12549.318359375,299,156.8315,2308.32,1495000,299,15.6692
1922.75,-12582.830078125,300,156.8399,2309.5,1500000,300,15.724
1933.57,-12590.2236328125,301,156.8705,2313.58,1505000,301,15.6615
1930.46,-12636.7783203125,302,156.9556,2315.04,1510000,302,15.841
1913.84,-12692.5546875,303,156.8299,2313.06,1515000,303,15.7726
1923.63,-12664.89453125,304,156.7722,2282.96,1520000,304,15.5891
1925.06,-12716.5380859375,305,156.9326,2306.33,1525000,305,15.6962
1936.13,-12689.6630859375,306,156.6947,2325.27,1530000,306,15.7444
1916.95,-12754.8232421875,307,156.8257,2307.13,1535000,307,15.7382
1917.03,-12740.8837890625,308,156.7392,2308.12,1540000,308,15.6413
1942.21,-12837.1796875,309,156.8999,2309.86,1545000,309,15.8058
1944.79,-12848.5224609375,310,157.079,2314.41,1550000,310,15.8674
1950.79,-12827.2421875,311,156.7983,2312.06,1555000,311,15.7254
1943.24,-12890.15234375,312,156.8369,2327.79,1560000,312,15.8231
1944.92,-12922.0703125,313,156.78,2295.8,1565000,313,15.7978
1938.32,-12952.5576171875,314,156.829,2323.32,1570000,314,15.7258
1936.19,-12964.154296875,315,156.7589,2315.63,1575000,315,15.8757
1938.42,-13012.93359375,316,156.9089,2318.12,1580000,316,15.8465
1961.61,-13043.5986328125,317,156.8702,2311.87,1585000,317,16.021
1959.38,-13090.6865234375,318,156.7782,2314.9,1590000,318,15.8646
1954.32,-13117.7998046875,319,156.9014,2333.71,1595000,319,15.9993
1955.16,-13068.69140625,320,156.8065,2313.26,1600000,320,15.7229
1950.52,-13143.1376953125,321,156.8029,2330.13,1605000,321,15.8371
1938.44,-13137.572265625,322,156.92,2313.91,1610000,322,16.0414
1949.66,-13195.5791015625,323,156.8804,2329.87,1615000,323,15.9195
1933.66,-13256.9384765625,324,156.9396,2324.96,1620000,324,15.9796
1922.59,-13173.48828125,325,156.8713,2321.4,1625000,325,15.7087
1925.25,-13296.2353515625,326,156.7972,2322.05,1630000,326,15.9116
1941.01,-13277.33203125,327,156.693,2321.95,1635000,327,15.9091
1923.91,-13339.123046875,328,156.8942,2315.8,1640000,328,16.006
1939.18,-13352.8349609375,329,156.8137,2325.51,1645000,329,16.0891
1937.78,-13366.328125,330,156.7835,2322.36,1650000,330,15.8845
1925.7,-13383.3935546875,331,156.7621,2312.6,1655000,331,15.8589
1940.6,-13415.298828125,332,156.6399,2342.24,1660000,332,15.8575
1956.57,-13456.9267578125,333,156.9248,2325.39,1665000,333,16.077
1952.9,-13467.150390625,334,156.8182,2324.87,1670000,334,16.038
1933.88,-13606.9794921875,335,156.844,2324.45,1675000,335,16.0818
1944.63,-13554.4638671875,336,156.6988,2349.93,1680000,336,15.9339
1952.18,-13623.6171875,337,156.8789,2337.45,1685000,337,15.9857
1938.89,-13582.6171875,338,156.8906,2338.63,1690000,338,16.14
1950.02,-13604.1279296875,339,156.7476,2335.47,1695000,339,15.9543
1960.55,-13682.7216796875,340,156.7714,2319.3,1700000,340,16.0634
1953.84,-13732.7685546875,341,156.8477,2340.43,1705000,341,16.1514
1936.58,-13673.361328125,342,156.755,2337.34,1710000,342,15.8856
1970.24,-13766.8740234375,343,156.8264,2345.51,1715000,343,16.0413
1963.79,-13654.0048828125,344,156.7897,2337.32,1720000,344,15.8367
1964.96,-13783.09765625,345,156.7951,2323.33,1725000,345,16.0547
1965.18,-13849.2392578125,346,156.7312,2339.52,1730000,346,16.1859
1967.43,-13821.5810546875,347,156.8907,2334.07,1735000,347,16.0685
1954.26,-13829.251953125,348,156.8208,2333.59,1740000,348,16.195
1940.51,-13875.2861328125,349,156.7634,2338.2,1745000,349,16.1288
1976.33,-13885.677734375,350,156.618,2341.11,1750000,350,15.9758
1957.4,-13847.1279296875,351,156.7397,2319.66,1755000,351,15.8581
1954.81,-13905.9013671875,352,156.6893,2322.6,1760000,352,15.8929
1982.99,-13882.8642578125,353,156.7904,2350.92,1765000,353,16.0328
1923.08,-13936.5595703125,354,156.8557,2338.36,1770000,354,15.8924
1962.29,-13942.955078125,355,156.7563,2330.76,1775000,355,15.9504
1937.08,-13905.685546875,356,156.775,2304.68,1780000,356,15.7919
1958.42,-13994.55859375,357,156.7769,2345.3,1785000,357,15.904
1945.4,-13999.58203125,358,156.7832,2329.61,1790000,358,15.9538
1948.15,-14018.5078125,359,156.8431,2321.66,1795000,359,15.7702
1953.75,-14068.2490234375,360,156.7727,2325.8,1800000,360,15.8465
1957.43,-14025.76171875,361,156.8436,2316.09,1805000,361,15.7711
1964.14,-14072.0537109375,362,156.7571,2333.37,1810000,362,15.7868
1940.35,-14114.271484375,363,156.7026,2325.08,1815000,363,15.9005
1946.95,-14107.7802734375,364,156.6387,2329.12,1820000,364,15.6406
1943.06,-14139.1259765625,365,156.8095,2325.16,1825000,365,15.7997
1922.54,-14108.716796875,366,156.6771,2298.44,1830000,366,15.6894
1951.63,-14130.4228515625,367,156.7962,2317.04,1835000,367,15.742
1929.53,-14188.9150390625,368,156.7617,2320.76,1840000,368,15.7479
1928.88,-14206.041015625,369,156.8656,2323.34,1845000,369,15.8154
1943.21,-14207.6533203125,370,156.6648,2324.4,1850000,370,15.6308
1929.43,-14241.0849609375,371,156.9429,2314.52,1855000,371,15.7561
1944.25,-14250.5947265625,372,156.707,2317.86,1860000,372,15.7396
1942.24,-14192.771484375,373,156.8298,2311.49,1865000,373,15.5312
1948.21,-14284.576171875,374,156.8065,2315.77,1870000,374,15.5857
1947.15,-14241.4189453125,375,156.6715,2317.99,1875000,375,15.5402
1924.24,-14371.3935546875,376,156.5952,2318.54,1880000,376,15.6801
1957.5,-14286.1455078125,377,156.7856,2339.26,1885000,377,15.5752
1952.04,-14296.79296875,378,156.7067,2305.4,1890000,378,15.7545
1938.67,-14361.021484375,379,156.7477,2335.01,1895000,379,15.4324
1958.95,-14375.2236328125,380,156.7232,2335.89,1900000,380,15.7608
1967.02,-14410.2138671875,381,156.7512,2338.53,1905000,381,15.7531
1976.33,-14398.6259765625,382,156.5433,2347.08,1910000,382,15.7063
1959.38,-14442.23828125,383,156.6533,2314.22,1915000,383,15.7559
1968.24,-14497.6982421875,384,156.7469,2336.05,1920000,384,15.6755
1951.76,-14506.73828125,385,156.7499,2343.57,1925000,385,15.6617
