Reward Loss,Running Update Time,Itration,Real Det Return,Real Sto Return,Running Reverse KL,Running Env Steps,Running Forward KL
-132.7627410888672,175,175,3416.95,3386.48,9.685,875000,22.6261
-145.7130126953125,176,176,3444.75,3053.06,10.2385,880000,23.2371
-160.1084442138672,177,177,3388.77,3153.33,11.2402,885000,24.6391
-224.13357543945312,178,178,3392.76,2531.62,12.6759,890000,24.9289
-172.72560119628906,179,179,3435.53,3123.19,11.3272,895000,24.3225
-150.0226287841797,180,180,3421.01,3398.65,11.056,900000,23.2179
-161.52200317382812,181,181,3430.26,3384.97,11.1214,905000,23.8938
-166.49708557128906,182,182,3435.58,3317.21,11.4127,910000,23.9379
-180.2281036376953,183,183,3444.29,3280.15,10.4392,915000,23.5528
-148.30255126953125,184,184,3392.11,3056.56,10.2329,920000,23.6389
-130.9669952392578,185,185,3441.35,3323.4,10.4735,925000,22.667
-170.33309936523438,186,186,3467.95,2915.77,11.1944,930000,23.9854
-154.11749267578125,187,187,3462.96,3014.5,11.0712,935000,23.6448
-161.43685913085938,188,188,3424.0,3060.54,10.8097,940000,23.5017
-165.30450439453125,189,189,3468.85,3098.52,10.9364,945000,24.0045
-156.818359375,190,190,3456.85,3287.1,11.4756,950000,23.674
-167.77978515625,191,191,3394.8,3356.37,10.0519,955000,22.7883
-192.0182647705078,192,192,3406.99,3168.69,10.9996,960000,23.8636
-141.73472595214844,193,193,3444.53,3388.84,10.7323,965000,22.841
-154.3643798828125,194,194,3416.51,3393.31,11.5008,970000,23.5334
-175.94541931152344,195,195,3428.16,3400.72,10.9454,975000,23.1508
-139.6282958984375,196,196,3468.02,3320.08,11.9821,980000,23.7281
-205.62835693359375,197,197,3446.6,3139.93,10.8183,985000,23.4476
-201.27577209472656,198,198,3452.73,3061.66,10.8621,990000,23.9544
-185.6485137939453,199,199,3437.77,3253.45,10.799,995000,23.7324
