Reward Loss,Itration,Running Reverse KL,Real Sto Return,Running Update Time,Running Env Steps,Real Det Return,Running Forward KL
-2268.708740234375,84,15.8735,1812.55,84,420000,2156.26,156.8474
-2311.709716796875,85,15.7876,1818.07,85,425000,2178.45,156.9093
-2337.671875,86,15.6009,1826.31,86,430000,2198.8,156.914
-2359.22412109375,87,15.5365,1783.74,87,435000,2121.8,156.96
-2404.284423828125,88,15.3768,1782.46,88,440000,2147.4,156.9164
-2423.331298828125,89,15.6366,1799.77,89,445000,2139.59,156.7912
-2452.544189453125,90,15.5859,1767.69,90,450000,2138.85,156.7903
-2457.077880859375,91,15.4894,1809.26,91,455000,2161.7,156.6649
-2484.67919921875,92,15.1262,1798.5,92,460000,2138.55,156.765
-2515.2333984375,93,15.5455,1784.94,93,465000,2137.04,156.8242
-2572.682861328125,94,15.4538,1804.65,94,470000,2172.21,156.8528
-2638.056396484375,95,15.6435,1780.18,95,475000,2144.54,156.8502
-2613.51806640625,96,15.8057,1827.8,96,480000,2152.6,156.7546
-2650.984130859375,97,15.5315,1787.94,97,485000,2174.89,156.9046
-2687.81005859375,98,15.5003,1830.98,98,490000,2208.83,156.5037
-2703.689208984375,99,15.5011,1827.7,99,495000,2179.38,156.7475
-2757.152099609375,100,15.5089,1820.14,100,500000,2140.52,156.8013
-2805.879150390625,101,15.4155,1784.44,101,505000,2127.95,156.7458
-2825.5400390625,102,15.3563,1782.27,102,510000,2114.89,156.9584
-2853.423583984375,103,15.5793,1823.33,103,515000,2171.36,156.7595
-2893.26318359375,104,15.5482,1841.29,104,520000,2217.62,156.8022
-2920.9169921875,105,15.39,1823.64,105,525000,2193.88,156.8239
-2941.80322265625,106,15.6007,1843.28,106,530000,2164.83,156.7047
-2995.34326171875,107,15.7449,1846.25,107,535000,2185.04,156.8679
-3032.662353515625,108,15.4046,1813.26,108,540000,2169.19,156.8246
-3064.3486328125,109,15.3107,1845.1,109,545000,2187.9,156.8094
-3095.69140625,110,15.872,1857.98,110,550000,2224.71,156.7722
-3115.30224609375,111,15.466,1826.81,111,555000,2193.28,156.6887
-3149.252197265625,112,15.3487,1852.78,112,560000,2210.5,156.9075
-3205.7099609375,113,15.7304,1889.91,113,565000,2224.27,156.68
-3240.64453125,114,15.4686,1839.67,114,570000,2216.85,156.9119
-3266.10986328125,115,15.5254,1828.03,115,575000,2209.44,156.897
-3297.8466796875,116,15.5641,1847.13,116,580000,2210.81,156.8177
-3340.21044921875,117,15.5262,1805.03,117,585000,2185.73,156.971
-3381.469970703125,118,15.7423,1877.43,118,590000,2235.42,156.8867
-3396.259765625,119,15.4504,1823.29,119,595000,2197.2,156.9372
-3424.648193359375,120,15.5351,1856.9,120,600000,2204.22,156.8368
-3457.158447265625,121,15.2931,1834.06,121,605000,2204.78,156.5653
-3486.0810546875,122,15.3482,1853.43,122,610000,2192.36,156.5877
-3529.634765625,123,15.3967,1870.36,123,615000,2215.23,156.6898
-3583.2216796875,124,15.521,1852.83,124,620000,2224.2,156.7448
-3660.58642578125,125,15.4882,1849.86,125,625000,2220.97,156.9008
-3678.369140625,126,15.8965,1872.4,126,630000,2207.56,156.841
-3679.027587890625,127,15.4683,1863.4,127,635000,2229.55,156.7266
-3725.789794921875,128,15.5169,1889.36,128,640000,2245.39,156.6176
-3757.388916015625,129,15.5018,1871.0,129,645000,2244.95,156.891
-3812.578857421875,130,15.591,1853.09,130,650000,2216.57,156.6751
-3837.2548828125,131,16.0088,1880.8,131,655000,2239.37,156.9638
-3896.962158203125,132,15.4695,1852.2,132,660000,2227.65,156.9114
-3948.729736328125,133,16.0413,1860.57,133,665000,2232.05,156.8729
-3957.631591796875,134,15.4038,1873.31,134,670000,2197.02,156.8516
-4012.91552734375,135,15.561,1876.47,135,675000,2230.45,156.7852
-4022.324951171875,136,15.4762,1873.54,136,680000,2252.35,156.7126
-4086.093994140625,137,15.7238,1915.44,137,685000,2285.94,156.749
-4115.74755859375,138,15.2621,1869.67,138,690000,2212.65,156.7422
-4148.14013671875,139,15.3757,1884.84,139,695000,2209.67,156.5996
-4197.5810546875,140,15.3001,1835.8,140,700000,2184.91,156.724
-4225.357421875,141,15.3974,1870.79,141,705000,2242.98,156.7266
-4284.0576171875,142,15.3513,1859.01,142,710000,2248.64,156.7416
-4307.72705078125,143,15.4984,1861.09,143,715000,2252.8,156.7053
-4323.9599609375,144,15.544,1889.28,144,720000,2236.05,156.6951
-4383.0185546875,145,15.3095,1850.15,145,725000,2229.21,156.7406
-4417.873046875,146,15.4754,1904.37,146,730000,2269.32,156.6918
-4455.3720703125,147,15.1349,1863.57,147,735000,2195.11,156.7304
-4528.63818359375,148,15.5852,1895.86,148,740000,2274.18,156.663
-4521.9375,149,15.0408,1851.13,149,745000,2191.72,156.6233
-4594.78515625,150,15.5163,1883.88,150,750000,2208.74,156.7895
-4623.4130859375,151,15.1053,1885.28,151,755000,2213.72,156.6896
-4689.40576171875,152,15.6104,1884.54,152,760000,2235.41,156.7558
-4750.9990234375,153,15.7814,1901.9,153,765000,2281.72,156.7816
-4792.08056640625,154,15.4548,1900.14,154,770000,2273.71,156.713
-4789.68896484375,155,15.3477,1873.85,155,775000,2214.95,156.6461
-4832.25439453125,156,15.4481,1852.85,156,780000,2184.14,156.8766
-4883.55859375,157,15.0836,1859.02,157,785000,2152.33,156.5562
-4948.115234375,158,15.5376,1883.83,158,790000,2254.08,156.6509
-4965.09033203125,159,15.0418,1847.87,159,795000,2173.29,156.7433
-5040.05810546875,160,15.5296,1931.51,160,800000,2266.36,156.8027
-5090.5283203125,161,15.3314,1840.76,161,805000,2206.02,156.7967
-5119.87548828125,162,15.6789,1913.03,162,810000,2282.26,156.5933
-5185.27392578125,163,15.606,1913.12,163,815000,2265.6,156.7242
-5182.68310546875,164,15.1985,1922.34,164,820000,2269.54,156.6362
-5232.8798828125,165,15.2201,1907.13,165,825000,2276.51,156.7465
-5286.33349609375,166,15.5865,1910.21,166,830000,2263.59,156.7584
-5350.931640625,167,15.5156,1891.39,167,835000,2257.32,156.5938
-5373.49853515625,168,15.2848,1893.27,168,840000,2236.86,156.6734
-5408.734375,169,15.3437,1921.17,169,845000,2250.82,156.6049
-5477.5966796875,170,15.4406,1930.74,170,850000,2244.85,156.6903
-5517.2412109375,171,15.0331,1889.47,171,855000,2237.94,156.6062
-5554.94091796875,172,15.4825,1921.98,172,860000,2260.54,156.6396
-5665.29052734375,173,15.7226,1896.37,173,865000,2236.64,156.7031
-5615.48486328125,174,14.8328,1851.96,174,870000,2223.23,156.6457
-5702.4228515625,175,15.1652,1878.77,175,875000,2223.31,156.6484
-5790.33837890625,176,15.2044,1858.75,176,880000,2209.28,156.8891
-5787.23388671875,177,15.4081,1910.2,177,885000,2227.34,156.707
-5862.15966796875,178,15.1759,1890.26,178,890000,2232.99,156.6698
-5883.01904296875,179,15.4366,1944.94,179,895000,2278.1,156.8039
-5984.02587890625,180,15.4442,1914.39,180,900000,2240.01,156.7462
-5999.97265625,181,15.3213,1926.37,181,905000,2279.87,156.5881
-6063.265625,182,15.5652,1888.73,182,910000,2300.53,156.7004
-6131.927734375,183,15.3188,1876.19,183,915000,2253.52,156.7765
-6128.10302734375,184,15.2394,1898.79,184,920000,2214.92,156.7557
-6205.087890625,185,15.0234,1894.95,185,925000,2242.29,156.6619
-6250.14111328125,186,15.1344,1886.34,186,930000,2218.88,156.6278
-6285.08251953125,187,15.235,1906.91,187,935000,2269.17,156.7509
-6355.8994140625,188,15.0476,1903.63,188,940000,2250.59,156.5957
-6377.46826171875,189,15.2432,1923.65,189,945000,2267.52,156.6722
-6470.63330078125,190,15.0512,1903.86,190,950000,2258.74,156.6963
-6531.28125,191,15.3953,1898.53,191,955000,2254.29,156.7863
-6549.24609375,192,15.332,1913.55,192,960000,2268.04,156.595
-6634.615234375,193,15.0953,1887.19,193,965000,2272.08,156.765
-6672.96337890625,194,15.0913,1880.17,194,970000,2274.91,156.6544
-6719.23095703125,195,15.1474,1914.76,195,975000,2295.1,156.5357
-6805.27734375,196,15.0594,1892.97,196,980000,2259.9,156.7353
-6821.5458984375,197,15.1295,1906.79,197,985000,2272.35,156.684
-6888.20361328125,198,15.4232,1959.13,198,990000,2316.47,156.5732
-6926.162109375,199,15.2267,1908.33,199,995000,2285.38,156.7221
-7009.833984375,200,15.1392,1908.59,200,1000000,2255.83,156.6093
-7041.953125,201,15.2147,1896.65,201,1005000,2253.48,156.6282
-7115.6005859375,202,15.1896,1911.46,202,1010000,2280.14,156.5777
-7169.3515625,203,15.0774,1916.93,203,1015000,2277.93,156.5552
-7198.650390625,204,15.2499,1926.78,204,1020000,2290.18,156.5704
-7263.03662109375,205,15.3704,1904.43,205,1025000,2260.39,156.7594
-7374.3251953125,206,15.2536,1918.28,206,1030000,2289.78,156.6684
-7396.017578125,207,15.1586,1906.16,207,1035000,2265.49,156.6536
-7449.51416015625,208,15.1472,1917.73,208,1040000,2262.77,156.6537
-7512.06689453125,209,15.0402,1920.04,209,1045000,2287.58,156.5927
-7569.70654296875,210,15.1721,1918.33,210,1050000,2271.45,156.6295
-7631.0556640625,211,15.2411,1906.76,211,1055000,2274.33,156.6498
-7672.3037109375,212,15.0496,1924.94,212,1060000,2280.79,156.4903
-7747.16064453125,213,15.1703,1913.41,213,1065000,2283.19,156.5753
-7801.59814453125,214,14.943,1907.07,214,1070000,2281.1,156.6175
-7842.3369140625,215,15.2691,1897.91,215,1075000,2277.23,156.6228
-7915.560546875,216,15.1195,1919.42,216,1080000,2280.82,156.55
-7977.57470703125,217,15.1305,1893.81,217,1085000,2291.19,156.6489
-8065.49365234375,218,15.2179,1914.54,218,1090000,2296.07,156.6935
-8109.49609375,219,15.0905,1934.79,219,1095000,2283.7,156.6637
-8167.58447265625,220,15.1269,1931.6,220,1100000,2288.4,156.6578
-8213.185546875,221,15.0981,1932.18,221,1105000,2305.64,156.6362
-8278.107421875,222,15.0954,1915.9,222,1110000,2298.01,156.6361
-8346.615234375,223,15.1589,1930.24,223,1115000,2305.1,156.5891
-8406.810546875,224,15.2082,1912.88,224,1120000,2290.99,156.7172
-8487.19140625,225,15.4688,1939.51,225,1125000,2296.35,156.7147
-8506.685546875,226,15.196,1915.36,226,1130000,2301.7,156.6649
-8550.45703125,227,15.3296,1951.9,227,1135000,2288.84,156.6524
-8607.8642578125,228,15.1658,1931.28,228,1140000,2309.75,156.5925
-8670.6376953125,229,15.4178,1931.53,229,1145000,2303.71,156.5774
-8752.2119140625,230,15.1525,1909.92,230,1150000,2302.22,156.5301
-8804.5517578125,231,15.1837,1947.3,231,1155000,2300.94,156.6655
-8852.734375,232,15.2362,1948.86,232,1160000,2320.77,156.6195
-8910.5166015625,233,15.1429,1936.03,233,1165000,2301.72,156.5782
-9014.4482421875,234,15.3333,1929.83,234,1170000,2313.7,156.82
-9014.29296875,235,15.3162,1926.38,235,1175000,2317.52,156.6119
-9085.498046875,236,15.2731,1943.6,236,1180000,2301.51,156.6497
-9106.4208984375,237,15.3787,1945.13,237,1185000,2310.89,156.6913
-9202.8447265625,238,15.1795,1923.34,238,1190000,2300.41,156.7363
-9296.28515625,239,15.4891,1919.71,239,1195000,2316.62,156.7928
-9326.7734375,240,15.5639,1940.31,240,1200000,2313.05,156.797
-9390.1455078125,241,15.27,1939.51,241,1205000,2315.86,156.7073
-9412.9599609375,242,15.0945,1936.74,242,1210000,2294.95,156.6121
-9486.6259765625,243,15.26,1926.62,243,1215000,2317.59,156.6584
-9562.4482421875,244,15.446,1948.67,244,1220000,2320.03,156.6788
-9650.060546875,245,15.3985,1931.62,245,1225000,2295.06,156.6649
-9686.9814453125,246,15.4034,1954.23,246,1230000,2304.29,156.8236
-9710.7470703125,247,15.3602,1953.71,247,1235000,2327.5,156.7904
-9729.0068359375,248,15.2747,1914.63,248,1240000,2277.19,156.6782
-9785.4697265625,249,15.3768,1946.75,249,1245000,2308.75,156.616
-9855.22265625,250,15.2477,1933.88,250,1250000,2289.57,156.7134
-9867.5390625,251,15.3273,1959.32,251,1255000,2314.74,156.5817
-9889.416015625,252,15.4301,1961.49,252,1260000,2307.06,156.6273
-9972.3369140625,253,15.3898,1942.18,253,1265000,2294.68,156.6704
-10008.212890625,254,15.4002,1945.96,254,1270000,2301.5,156.7668
-10017.27734375,255,15.1828,1919.88,255,1275000,2291.03,156.6542
-10080.9150390625,256,15.3189,1951.11,256,1280000,2319.07,156.5559
-10142.5361328125,257,15.2658,1945.01,257,1285000,2305.61,156.5631
-10145.2841796875,258,15.3688,1979.16,258,1290000,2312.1,156.7201
-10233.6728515625,259,15.5795,1970.25,259,1295000,2321.07,156.6078
-10192.0078125,260,15.3129,1950.74,260,1300000,2320.06,156.5912
-10277.3759765625,261,15.6232,1949.28,261,1305000,2320.62,156.7414
-10323.6982421875,262,15.2912,1949.77,262,1310000,2327.12,156.7638
-10330.1181640625,263,15.3432,1932.41,263,1315000,2332.14,156.5644
-10370.3818359375,264,15.2377,1940.23,264,1320000,2303.17,156.4868
-10397.88671875,265,15.216,1921.37,265,1325000,2281.52,156.5846
-10412.4453125,266,15.1751,1949.51,266,1330000,2283.93,156.6519
-10467.77734375,267,15.4475,1949.23,267,1335000,2306.94,156.6311
-10465.359375,268,15.3946,1946.74,268,1340000,2309.47,156.6967
-10514.0185546875,269,15.2361,1953.73,269,1345000,2320.11,156.7079
-10546.240234375,270,15.4754,1945.39,270,1350000,2312.73,156.6061
-10587.65625,271,15.3471,1954.82,271,1355000,2325.94,156.6756
-10576.2890625,272,15.3389,1973.81,272,1360000,2351.36,156.7551
-10635.6953125,273,15.1504,1963.28,273,1365000,2327.66,156.8722
-10684.1337890625,274,15.3026,1954.43,274,1370000,2310.65,156.5247
-10727.380859375,275,15.2089,1960.8,275,1375000,2335.82,156.6169
-10779.435546875,276,15.2567,1948.76,276,1380000,2293.05,156.6832
-10770.51953125,277,15.2821,1971.78,277,1385000,2333.67,156.6364
-10831.7998046875,278,15.424,1956.93,278,1390000,2332.54,156.6471
-10892.369140625,279,15.1239,1951.85,279,1395000,2306.81,156.6146
-10878.8291015625,280,15.1502,1967.0,280,1400000,2331.82,156.7749
-10891.0947265625,281,15.3189,1954.95,281,1405000,2345.77,156.6547
-10949.6611328125,282,15.1994,1954.7,282,1410000,2334.08,156.6048
-11003.134765625,283,15.4661,1949.16,283,1415000,2317.47,156.6513
-11086.1689453125,284,15.151,1946.01,284,1420000,2321.93,156.676
-11033.599609375,285,15.2429,1954.23,285,1425000,2336.7,156.6093
-11130.080078125,286,15.3173,1961.69,286,1430000,2304.67,156.7469
-11156.779296875,287,15.2737,1957.04,287,1435000,2343.37,156.6609
-11181.0078125,288,15.3022,1962.3,288,1440000,2336.7,156.6207
-11239.650390625,289,15.1082,1944.93,289,1445000,2302.21,156.7448
-11261.603515625,290,15.1864,1957.57,290,1450000,2323.24,156.702
-11281.818359375,291,15.1476,1951.74,291,1455000,2330.36,156.6901
-11356.880859375,292,15.2572,1947.99,292,1460000,2313.57,156.6881
-11379.3193359375,293,15.2901,1944.16,293,1465000,2302.69,156.6892
-11388.9501953125,294,15.2949,1955.85,294,1470000,2311.86,156.7378
-11408.1630859375,295,15.2346,1957.16,295,1475000,2340.93,156.6589
-11459.6005859375,296,15.1443,1954.09,296,1480000,2320.95,156.507
-11512.435546875,297,15.1929,1968.21,297,1485000,2333.87,156.6363
-11582.2490234375,298,15.4502,1968.48,298,1490000,2333.13,156.6726
-11580.275390625,299,15.2918,1971.34,299,1495000,2349.72,156.6106
-11638.0634765625,300,15.2292,1961.35,300,1500000,2315.54,156.6619
-11635.3935546875,301,15.048,1977.29,301,1505000,2300.89,156.4776
-11670.8662109375,302,15.2386,1980.13,302,1510000,2338.99,156.5915
-11753.5576171875,303,15.1366,1959.51,303,1515000,2309.2,156.6617
-11739.1220703125,304,15.0174,1954.99,304,1520000,2309.93,156.5247
-11805.3642578125,305,15.2609,1976.84,305,1525000,2312.04,156.4719
-11829.2412109375,306,15.0659,1960.62,306,1530000,2333.87,156.6266
-11874.6142578125,307,15.032,1949.01,307,1535000,2325.93,156.5923
-11900.6630859375,308,15.2643,1953.62,308,1540000,2327.55,156.5304
-11903.0595703125,309,15.1114,1975.13,309,1545000,2304.9,156.6129
-11997.599609375,310,15.1406,1959.98,310,1550000,2289.03,156.7046
-12058.900390625,311,15.0984,1960.3,311,1555000,2300.14,156.5884
-12006.21484375,312,14.9192,1951.09,312,1560000,2279.58,156.5824
-12083.2392578125,313,15.0946,1940.24,313,1565000,2296.13,156.7045
-12147.798828125,314,14.9706,1946.64,314,1570000,2312.07,156.5554
-12191.310546875,315,15.229,1970.54,315,1575000,2312.06,156.5868
-12250.8515625,316,15.135,1969.46,316,1580000,2344.13,156.6276
-12242.392578125,317,14.9883,1960.46,317,1585000,2310.25,156.5802
-12256.142578125,318,15.2507,1946.5,318,1590000,2323.73,156.5426
-12338.033203125,319,15.1524,1961.79,319,1595000,2334.21,156.5358
-12402.96484375,320,15.3078,1952.18,320,1600000,2321.8,156.6633
-12459.9375,321,15.3193,1970.98,321,1605000,2354.86,156.7366
-12443.345703125,322,15.3377,1970.09,322,1610000,2328.56,156.4405
-12501.205078125,323,15.3687,1973.84,323,1615000,2336.97,156.6795
-12505.140625,324,15.283,1942.62,324,1620000,2319.16,156.6448
-12563.169921875,325,15.2796,1975.38,325,1625000,2320.41,156.6573
-12569.041015625,326,15.1714,1984.07,326,1630000,2335.85,156.7051
-12625.79296875,327,15.3027,1954.66,327,1635000,2317.2,156.6097
-12659.017578125,328,14.9713,1955.16,328,1640000,2304.04,156.5592
-12729.7607421875,329,15.4245,1965.69,329,1645000,2317.16,156.6735
-12706.283203125,330,15.1237,1958.59,330,1650000,2327.65,156.5546
-12720.875,331,14.99,1963.58,331,1655000,2310.12,156.6523
-12801.939453125,332,15.2036,1951.09,332,1660000,2183.35,156.5934
-12842.625,333,15.2121,1934.02,333,1665000,2330.28,156.5521
-12864.564453125,334,15.1361,1958.99,334,1670000,2307.72,156.6291
-12871.984375,335,15.1548,1963.68,335,1675000,2321.06,156.5759
-12925.0908203125,336,15.2212,1978.94,336,1680000,2332.4,156.5162
-12977.056640625,337,15.3012,1953.48,337,1685000,2328.83,156.677
-12944.6201171875,338,15.1601,1963.76,338,1690000,2338.46,156.3719
-13015.5244140625,339,15.1684,1919.27,339,1695000,2311.3,156.6795
-13046.7080078125,340,15.2526,1959.84,340,1700000,2339.89,156.6576
-13094.900390625,341,15.3311,1957.32,341,1705000,2318.69,156.5588
-13082.63671875,342,15.1786,1926.95,342,1710000,2199.69,156.507
-13105.0087890625,343,15.1358,1939.57,343,1715000,2174.25,156.7253
-13119.013671875,344,15.2156,1943.92,344,1720000,2306.21,156.6704
-13174.693359375,345,15.1545,1933.44,345,1725000,2303.56,156.6385
-13140.73828125,346,15.047,1965.32,346,1730000,2327.26,156.5766
-13182.49609375,347,15.0296,1920.13,347,1735000,2002.0,156.5344
-13276.5888671875,348,15.2615,1959.91,348,1740000,2306.45,156.61
-13292.2021484375,349,15.1769,1967.97,349,1745000,2319.55,156.4905
-13291.5458984375,350,15.061,1923.02,350,1750000,2287.32,156.5909
-13174.3564453125,351,15.0893,1947.56,351,1755000,2310.45,156.5055
-13310.1259765625,352,15.2235,1976.72,352,1760000,2326.87,156.6045
-13430.0595703125,353,15.2618,1940.71,353,1765000,2320.05,156.5486
-13427.56640625,354,15.2649,1936.84,354,1770000,2336.75,156.6843
-13505.2412109375,355,15.4198,1922.89,355,1775000,2335.5,156.7028
-13383.1083984375,356,15.0844,1942.03,356,1780000,2322.62,156.6049
-13481.4970703125,357,15.3036,1933.68,357,1785000,2340.37,156.5994
-13492.5546875,358,15.3918,1974.23,358,1790000,2320.35,156.4155
-13466.6953125,359,14.9191,1940.24,359,1795000,2069.65,156.6464
-13551.3056640625,360,15.5219,1976.49,360,1800000,2080.1,156.613
-13588.29296875,361,15.2182,1971.41,361,1805000,2343.77,156.5451
-13565.0732421875,362,15.1248,1918.64,362,1810000,2346.62,156.5799
-13606.7392578125,363,15.2656,1951.16,363,1815000,2342.79,156.5824
-13667.318359375,364,15.2979,1959.2,364,1820000,2326.53,156.5385
-13664.419921875,365,15.3168,1927.34,365,1825000,2321.29,156.6304
-13691.029296875,366,15.2319,1950.34,366,1830000,2046.78,156.4994
-13755.1845703125,367,15.2425,1937.28,367,1835000,2333.79,156.6642
-13710.873046875,368,15.2878,1948.08,368,1840000,2318.47,156.6399
-13705.7294921875,369,15.1831,1945.54,369,1845000,2313.11,156.5281
-13721.443359375,370,15.3369,1982.15,370,1850000,2317.75,156.56
-13760.0703125,371,15.0961,1954.2,371,1855000,2345.46,156.6664
-13739.5107421875,372,14.9814,1941.32,372,1860000,2316.42,156.5804
-13771.4404296875,373,15.094,1925.52,373,1865000,2033.8,156.5484
-13769.4453125,374,15.1559,1859.64,374,1870000,2309.11,156.4948
-13870.0947265625,375,15.2553,1943.85,375,1875000,2326.65,156.5761
-13757.72265625,376,15.0425,1951.45,376,1880000,2347.79,156.5157
-13856.7255859375,377,15.1815,1954.11,377,1885000,2335.77,156.5684
-13937.4375,378,15.253,1890.92,378,1890000,2305.83,156.637
-13589.255859375,379,15.6349,1740.31,379,1895000,2223.87,156.564
-13907.9443359375,380,15.2567,1853.43,380,1900000,2055.5,156.4483
-13976.36328125,381,15.1455,1966.31,381,1905000,2331.19,156.5743
-14014.76171875,382,15.2493,1927.75,382,1910000,2347.73,156.4867
-14019.71484375,383,15.1615,1698.2,383,1915000,2342.8,156.5923
-13775.3984375,384,15.4782,1753.1,384,1920000,2074.62,156.7288
-12635.1630859375,385,19.0187,1514.19,385,1925000,2215.09,156.7651
