Running Reverse KL,Running Update Time,Running Env Steps,Running Forward KL,Itration,Real Det Return,Real Sto Return,Reward Loss
55.1783,107,535000,71.2244,107,3784.14,2892.04,-6473.8046875
72.7034,108,540000,76.6934,108,4612.48,3458.2,-6748.931640625
69.2415,109,545000,75.5991,109,5083.06,4527.44,-6951.8623046875
68.4861,110,550000,78.466,110,5026.88,4286.79,-7066.5224609375
67.7023,111,555000,76.7672,111,4712.11,3926.43,-7197.458984375
72.1454,112,560000,82.0741,112,4611.15,3912.41,-7375.4697265625
79.3892,113,565000,86.3028,113,4925.78,4635.87,-7520.7744140625
76.7946,114,570000,85.2526,114,4741.91,4831.91,-7682.85498046875
57.3417,115,575000,71.6044,115,4578.15,4421.04,-7482.23095703125
73.4146,116,580000,77.1473,116,4537.95,4157.9,-7706.69921875
77.3182,117,585000,80.6766,117,4508.86,3254.16,-7931.29248046875
70.9748,118,590000,77.2882,118,3710.54,3257.08,-7958.9765625
61.7064,119,595000,73.7968,119,4507.82,4697.81,-7984.0732421875
78.0426,120,600000,83.3064,120,3636.08,4534.91,-8381.4521484375
72.4882,121,605000,78.3278,121,5013.52,4619.81,-8393.9208984375
83.125,122,610000,84.8381,122,4911.34,4527.54,-8681.4189453125
84.2247,123,615000,89.2212,123,5075.61,4644.13,-8949.9990234375
77.6087,124,620000,85.3562,124,3836.49,3659.09,-8870.31640625
73.6769,125,625000,78.7491,125,4816.69,3888.7,-8768.0244140625
78.5888,126,630000,80.8109,126,4452.32,4625.32,-9173.703125
78.8415,127,635000,82.858,127,5190.31,4782.23,-9320.396484375
72.2469,128,640000,82.1181,128,4615.08,4547.98,-9416.9521484375
70.5802,129,645000,77.8935,129,4141.64,4729.58,-9571.0
65.0276,130,650000,76.6086,130,3982.63,3008.39,-9369.9521484375
63.7358,131,655000,73.9606,131,5104.98,4389.5,-9737.580078125
81.3767,132,660000,84.3085,132,4770.6,4544.46,-10125.6630859375
80.6423,133,665000,87.5763,133,5029.75,4733.54,-10293.548828125
72.7928,134,670000,82.1227,134,4669.8,3680.31,-10268.6552734375
80.8081,135,675000,83.4545,135,4630.72,4105.73,-10527.640625
71.275,136,680000,82.1788,136,4352.51,4370.37,-10583.1669921875
79.314,137,685000,83.684,137,4968.12,4452.97,-10728.7919921875
77.8971,138,690000,79.9442,138,4952.8,4487.96,-10866.8876953125
67.9891,139,695000,75.4974,139,4877.62,4213.37,-10827.03125
79.2681,140,700000,88.2754,140,4186.44,3391.58,-11113.220703125
68.7556,141,705000,80.2699,141,5201.17,4098.0,-11041.4111328125
79.7841,142,710000,87.6958,142,5035.56,4743.81,-11650.55859375
80.8752,143,715000,84.5085,143,4913.43,4737.48,-12030.3056640625
79.1459,144,720000,82.5544,144,5159.98,4403.41,-11929.0048828125
66.0393,145,725000,75.9021,145,4658.37,3580.42,-11521.1484375
73.6929,146,730000,83.2435,146,4624.5,3960.44,-12084.5986328125
79.9381,147,735000,84.5835,147,4937.26,3987.92,-12216.8623046875
85.8136,148,740000,88.2698,148,5142.49,4281.22,-12608.14453125
80.9475,149,745000,84.7854,149,4741.31,3871.13,-12620.708984375
77.2948,150,750000,81.6278,150,4857.87,4475.52,-12915.919921875
71.0556,151,755000,75.3084,151,5126.2,4407.04,-12636.1572265625
66.0438,152,760000,76.0113,152,4229.18,3737.41,-12780.7490234375
71.6996,153,765000,76.2984,153,4802.92,4236.7,-12835.6640625
75.21,154,770000,83.6908,154,5303.4,4883.67,-13519.6396484375
77.0472,155,775000,82.983,155,5084.15,4043.91,-13712.896484375
82.1123,156,780000,87.3038,156,5048.07,4932.33,-14128.107421875
81.5086,157,785000,84.3202,157,4957.49,4139.28,-14254.4091796875
75.3018,158,790000,82.1908,158,4787.17,4553.32,-14282.28125
80.9035,159,795000,87.1396,159,5259.46,4894.72,-14656.0654296875
75.1459,160,800000,84.1326,160,5105.52,4502.59,-14609.318359375
79.3143,161,805000,83.1446,161,5069.31,4675.0,-14939.037109375
81.8362,162,810000,86.5353,162,5308.94,4800.4,-15409.611328125
81.5811,163,815000,88.1404,163,5259.75,5011.99,-15346.0732421875
83.598,164,820000,87.0919,164,5197.23,4636.71,-15798.556640625
78.82,165,825000,82.3743,165,4902.34,4140.36,-15688.8984375
73.71,166,830000,77.6386,166,5190.15,4803.86,-15725.6640625
80.6665,167,835000,85.3521,167,5007.18,4614.96,-16099.1904296875
78.6033,168,840000,83.3294,168,4522.55,4706.49,-16238.4140625
52.8595,169,845000,70.7919,169,5002.51,3730.95,-14600.8515625
65.4826,170,850000,73.0937,170,5166.07,4845.15,-15637.0693359375
80.9674,171,855000,84.5259,171,5298.42,4992.31,-17156.490234375
74.379,172,860000,81.9957,172,4864.65,3891.98,-17101.779296875
78.2334,173,865000,79.4799,173,5344.61,4866.01,-17418.923828125
72.2992,174,870000,76.7225,174,5218.49,4515.33,-17041.1171875
78.2582,175,875000,83.8621,175,5098.78,4903.13,-17703.232421875
71.8277,176,880000,82.37,176,5073.31,4339.54,-17805.81640625
81.318,177,885000,84.6152,177,5047.65,4591.92,-18076.0390625
80.4831,178,890000,84.9671,178,5132.87,4519.87,-18604.482421875
81.7889,179,895000,85.935,179,5226.74,4928.67,-19089.603515625
77.0208,180,900000,85.5572,180,5123.95,3983.14,-19125.830078125
73.5902,181,905000,82.4426,181,5380.01,4715.17,-19331.599609375
80.2461,182,910000,85.5718,182,4897.37,4793.28,-19553.587890625
77.882,183,915000,84.202,183,5047.19,4588.82,-19461.49609375
74.943,184,920000,78.8463,184,5008.66,4154.0,-19727.3203125
69.5283,185,925000,77.3237,185,4863.01,4565.96,-19507.21875
76.3224,186,930000,80.0618,186,5197.33,4722.99,-20143.306640625
74.5639,187,935000,85.1281,187,5243.98,4182.68,-20369.3515625
78.4737,188,940000,80.6972,188,5123.73,4991.71,-20779.94140625
74.3898,189,945000,78.8727,189,5454.86,5192.8,-20982.119140625
69.1932,190,950000,74.3274,190,5111.9,4492.13,-20784.5859375
78.2227,191,955000,82.938,191,5066.64,4770.72,-21725.640625
64.8679,192,960000,74.1459,192,4658.67,3389.91,-20919.806640625
74.5596,193,965000,84.8454,193,5214.68,4848.16,-22001.283203125
77.878,194,970000,84.5349,194,5076.23,4870.29,-22374.677734375
83.6641,195,975000,87.5145,195,5301.54,4889.5,-22916.513671875
65.3119,196,980000,75.0043,196,5049.3,4844.83,-21848.837890625
86.3358,197,985000,86.5233,197,5350.48,4732.25,-23518.099609375
78.5292,198,990000,84.6698,198,5146.66,5082.49,-23417.650390625
80.8011,199,995000,84.5544,199,5166.86,4846.7,-23773.013671875
73.407,200,1000000,78.8157,200,5355.17,5155.03,-23378.755859375
77.0272,201,1005000,86.8259,201,5474.49,4744.66,-24080.328125
74.2817,202,1010000,77.7081,202,5438.87,5091.95,-24132.662109375
74.9035,203,1015000,85.525,203,5413.48,4601.17,-24776.265625
76.9356,204,1020000,84.6088,204,5475.68,4838.86,-25013.3515625
78.4947,205,1025000,84.3914,205,5467.46,5079.78,-25494.591796875
77.8375,206,1030000,84.1983,206,5016.08,5081.93,-25589.85546875
77.0558,207,1035000,84.958,207,5497.4,5278.6,-25695.48046875
80.4955,208,1040000,87.3408,208,5033.54,5108.4,-26233.234375
76.5053,209,1045000,86.7465,209,5224.22,4902.14,-26184.86328125
76.168,210,1050000,83.2981,210,5249.9,4706.1,-26718.39453125
77.9108,211,1055000,88.2327,211,5144.87,4860.29,-26911.62890625
73.0594,212,1060000,85.3724,212,5482.19,4786.99,-26964.421875
78.3911,213,1065000,86.5071,213,5524.47,4595.55,-27617.349609375
76.8611,214,1070000,85.1744,214,5277.34,4952.76,-27879.927734375
79.0093,215,1075000,85.6408,215,5433.28,5132.68,-28153.12109375
79.0737,216,1080000,87.5007,216,5439.9,4987.01,-28195.4296875
77.7794,217,1085000,81.1639,217,5343.81,5174.71,-28508.2109375
74.9658,218,1090000,80.6738,218,5511.68,4953.57,-28411.32421875
75.9307,219,1095000,85.1357,219,5420.41,5200.86,-29039.5546875
73.3648,220,1100000,79.6696,220,5329.53,4717.4,-28819.650390625
77.942,221,1105000,84.4184,221,5526.13,5174.42,-29616.783203125
75.1179,222,1110000,82.0327,222,5115.7,4698.66,-29534.34375
76.8014,223,1115000,84.7345,223,5100.93,4884.94,-30034.212890625
77.7741,224,1120000,84.5144,224,5504.68,5102.21,-30752.388671875
75.6537,225,1125000,84.4463,225,5301.3,4992.02,-30508.68359375
76.071,226,1130000,84.3951,226,5482.79,4703.25,-30775.416015625
75.5785,227,1135000,86.1259,227,5396.84,4710.1,-31332.94140625
77.7766,228,1140000,86.1019,228,5334.05,4946.49,-31382.796875
77.6038,229,1145000,84.6743,229,5425.45,4886.69,-31788.228515625
77.5197,230,1150000,84.8517,230,5381.1,4869.9,-32303.724609375
74.5717,231,1155000,83.6598,231,5535.12,4655.18,-32306.080078125
77.2024,232,1160000,85.8001,232,5303.57,5007.87,-32726.744140625
69.5636,233,1165000,76.2373,233,5071.03,5054.51,-31327.705078125
73.0701,234,1170000,84.1645,234,5337.33,4861.95,-32763.689453125
80.363,235,1175000,85.8852,235,5435.99,5027.53,-33836.11328125
76.5328,236,1180000,83.981,236,5379.74,4617.1,-33473.78515625
73.1264,237,1185000,83.8595,237,5510.38,4877.24,-33470.578125
77.6735,238,1190000,86.6221,238,5292.58,4988.93,-34121.52734375
71.4107,239,1195000,80.7989,239,5373.69,4598.56,-33807.0078125
77.5553,240,1200000,86.2395,240,5561.77,5166.42,-35217.27734375
75.1769,241,1205000,83.8349,241,5317.64,4341.04,-35035.12109375
73.9038,242,1210000,85.5222,242,5591.22,3867.8,-35252.69921875
68.6821,243,1215000,79.2123,243,5137.0,4491.26,-34560.39453125
80.9211,244,1220000,85.8667,244,5095.86,5026.04,-36063.72265625
71.2719,245,1225000,76.512,245,5094.25,4190.54,-34746.4140625
75.3523,246,1230000,80.4972,246,5333.64,5160.06,-36114.19140625
76.38,247,1235000,85.5939,247,5578.87,5156.49,-36614.8125
77.6731,248,1240000,85.4671,248,4677.23,4582.27,-36894.9609375
73.6113,249,1245000,84.9817,249,5396.84,3836.62,-37706.359375
77.002,250,1250000,85.0739,250,5602.32,5006.61,-37803.02734375
67.9118,251,1255000,76.0515,251,5690.44,4726.65,-36170.32421875
70.4315,252,1260000,76.8817,252,5319.5,5177.22,-37032.47265625
70.7745,253,1265000,76.6987,253,5051.04,4497.88,-36296.515625
79.4687,254,1270000,86.3611,254,5446.91,4545.38,-38618.52734375
79.3823,255,1275000,87.5328,255,5391.66,5225.2,-39141.78125
82.3672,256,1280000,88.2176,256,5363.42,4681.47,-39928.72265625
78.5697,257,1285000,86.0941,257,5387.64,5107.27,-39731.21484375
81.1315,258,1290000,83.725,258,5414.97,4133.64,-38680.22265625
228.5184,259,1295000,94.8393,259,-750.81,-754.28,-23684.330078125
166.1903,260,1300000,83.8714,260,-560.54,-632.06,-22975.951171875
86.4287,261,1305000,78.9221,261,1241.44,837.59,-32765.251953125
98.7044,262,1310000,94.3715,262,3722.68,3316.33,-39993.6171875
89.0685,263,1315000,83.2347,263,4285.92,4121.13,-39127.8203125
88.2078,264,1320000,84.4071,264,4473.97,4103.17,-39743.79296875
97.3033,265,1325000,77.4309,265,-503.54,-523.95,-24392.931640625
245.4122,266,1330000,86.8581,266,-662.75,-730.92,-25525.1875
71.5402,267,1335000,81.8546,267,3291.62,3214.33,-37101.9921875
132.5594,268,1340000,81.7573,268,-551.95,-467.89,-24849.513671875
67.1,269,1345000,76.9182,269,1224.52,1017.09,-31110.037109375
117.1294,270,1350000,74.625,270,-273.08,-386.65,-24328.578125
95.8148,271,1355000,76.7747,271,320.17,161.6,-27800.326171875
139.0193,272,1360000,83.4919,272,-550.6,136.58,-28034.6484375
195.4113,273,1365000,77.9535,273,263.18,569.28,-29892.08203125
166.7268,274,1370000,77.279,274,879.88,835.04,-31721.515625
158.5063,275,1375000,75.9602,275,634.98,861.78,-31036.400390625
66.7073,276,1380000,72.2708,276,-397.48,-294.1,-31121.126953125
319.8417,277,1385000,88.2692,277,-1669.29,-1545.01,-30670.76953125
71.4581,278,1390000,80.1784,278,507.92,518.41,-33308.02734375
148.3532,279,1395000,91.6988,279,-639.98,-417.82,-24152.076171875
79.1536,280,1400000,70.4847,280,787.55,578.41,-30959.552734375
127.4746,281,1405000,72.6529,281,996.93,834.99,-32575.81640625
136.785,282,1410000,75.511,282,837.44,835.82,-32105.943359375
73.9719,283,1415000,77.603,283,2172.88,1675.84,-38068.5859375
102.8092,284,1420000,79.5633,284,2124.74,2642.63,-38205.34765625
111.7267,285,1425000,89.2628,285,3835.42,3723.5,-41777.27734375
86.8118,286,1430000,77.3777,286,1738.44,2245.88,-37626.86328125
360.282,287,1435000,101.5949,287,-1620.04,-1549.28,-30019.9609375
463.6435,288,1440000,139.8824,288,-2131.44,-2219.23,-31663.296875
352.2002,289,1445000,84.7757,289,-654.15,-809.66,-26611.068359375
95.2133,290,1450000,85.2306,290,-1448.65,-1421.77,-23827.24609375
403.112,291,1455000,94.6021,291,-2165.89,-2067.95,-31070.287109375
195.8763,292,1460000,83.8426,292,-1160.62,-812.02,-29868.615234375
236.428,293,1465000,94.9234,293,-1546.31,-1647.64,-33739.203125
217.0805,294,1470000,77.0348,294,-133.46,-55.81,-31322.005859375
113.4412,295,1475000,72.7448,295,767.36,811.13,-33619.73046875
339.1318,296,1480000,87.1139,296,-137.0,135.86,-31389.869140625
302.1073,297,1485000,100.5631,297,-2255.22,-2427.87,-29880.4296875
482.5087,298,1490000,100.537,298,-1646.98,-1492.14,-29870.732421875
415.0644,299,1495000,90.8871,299,-1003.34,-727.48,-31904.849609375
271.9734,300,1500000,103.8844,300,-1748.8,-1615.69,-30667.509765625
403.9037,301,1505000,99.5718,301,-1407.1,-1292.57,-30519.3984375
357.7326,302,1510000,93.9208,302,-1474.35,-1005.16,-32081.599609375
317.5877,303,1515000,77.7586,303,-794.82,-906.97,-32865.40625
415.4631,304,1520000,87.2137,304,-1517.17,-1493.05,-36276.2265625
353.6669,305,1525000,89.6989,305,-1579.78,-1599.61,-34944.33984375
277.9792,306,1530000,88.5223,306,-1304.6,-1329.93,-33896.078125
127.1093,307,1535000,84.8257,307,-859.94,-797.86,-33957.65625
275.3629,308,1540000,89.2382,308,-135.51,-319.31,-36245.80078125
267.4109,309,1545000,78.9807,309,-313.22,-198.83,-35143.015625
266.6861,310,1550000,83.141,310,-64.11,-39.01,-34737.890625
302.6864,311,1555000,79.5352,311,-81.03,149.59,-35120.58984375
159.9458,312,1560000,75.4191,312,767.85,319.33,-37122.0
379.3033,313,1565000,124.2352,313,-2643.27,-2501.33,-34341.3828125
332.7735,314,1570000,111.7236,314,-1500.54,-1193.74,-35142.9296875
231.6979,315,1575000,94.7793,315,-767.77,-526.51,-35855.375
157.3062,316,1580000,86.0125,316,929.46,738.05,-41426.05859375
77.5374,317,1585000,77.4062,317,1863.22,2051.03,-42348.5703125
84.681,318,1590000,82.3246,318,3026.25,3181.0,-44928.22265625
112.359,319,1595000,83.7881,319,1529.25,1322.24,-43115.5078125
357.704,320,1600000,85.1679,320,31.14,26.9,-35737.34375
82.8553,321,1605000,80.699,321,3211.02,2992.65,-44557.26953125
89.3742,322,1610000,83.405,322,3239.43,2993.94,-45356.30859375
80.7645,323,1615000,83.6566,323,3775.0,3370.5,-45773.078125
92.6546,324,1620000,82.5037,324,3145.68,2725.78,-45582.0546875
108.127,325,1625000,83.6397,325,3343.28,3068.21,-44592.06640625
78.8066,326,1630000,81.9411,326,2901.38,3104.05,-44767.4765625
88.6272,327,1635000,79.6482,327,3545.66,2708.89,-42528.3359375
92.3005,328,1640000,88.5812,328,3432.4,3090.5,-45078.2265625
87.9045,329,1645000,82.9011,329,3237.95,3333.49,-44395.9296875
121.7953,330,1650000,84.3107,330,4115.41,3894.8,-44581.71875
104.2427,331,1655000,80.1575,331,2061.06,2037.19,-42940.7578125
112.4749,332,1660000,86.5468,332,2904.04,3209.32,-43858.46875
90.4514,333,1665000,85.4003,333,2763.09,2444.42,-45043.87890625
100.6177,334,1670000,87.3073,334,3840.86,4057.4,-45642.05078125
106.9483,335,1675000,87.4784,335,2597.27,2594.61,-45474.671875
96.3593,336,1680000,88.8789,336,3462.3,3614.37,-46226.671875
135.4782,337,1685000,84.9071,337,3297.54,3056.04,-45101.91015625
140.8147,338,1690000,86.835,338,3140.68,3201.82,-46568.046875
110.1329,339,1695000,85.1324,339,3259.98,2869.03,-46776.5703125
95.9425,340,1700000,90.7614,340,3173.34,3667.14,-47397.703125
92.3015,341,1705000,82.1167,341,4168.6,3277.26,-45797.93359375
93.8201,342,1710000,87.1997,342,3619.05,3671.76,-48037.7578125
98.4332,343,1715000,88.3095,343,4014.92,3737.81,-48728.87890625
94.3618,344,1720000,86.7935,344,4408.44,4257.28,-48399.37109375
94.6148,345,1725000,87.93,345,3750.61,3786.36,-48022.61328125
97.6669,346,1730000,90.4211,346,4208.36,4017.67,-47904.5625
100.2657,347,1735000,90.4624,347,4411.2,3831.45,-49886.9921875
96.2524,348,1740000,89.1039,348,4383.36,4190.33,-49844.28125
108.068,349,1745000,88.9207,349,4669.31,4313.86,-49156.20703125
95.7305,350,1750000,88.7712,350,4403.11,3757.31,-50300.0625
82.9907,351,1755000,83.3486,351,3908.1,4168.25,-49962.3515625
95.216,352,1760000,88.4426,352,4360.45,3746.73,-50867.1640625
94.9715,353,1765000,83.5582,353,4385.2,4046.15,-49399.46875
89.6482,354,1770000,87.5192,354,3974.89,4356.19,-51338.62109375
95.2879,355,1775000,89.773,355,4349.89,4223.46,-51509.4296875
94.4998,356,1780000,89.2563,356,4436.3,4214.47,-51368.76171875
94.5582,357,1785000,87.2079,357,4598.76,4302.45,-50614.77734375
87.9493,358,1790000,87.7432,358,4567.93,4410.68,-51962.87109375
88.5572,359,1795000,86.2909,359,4835.02,4295.79,-51776.578125
88.2899,360,1800000,86.5933,360,4728.45,4452.89,-52583.56640625
95.9551,361,1805000,85.6566,361,4889.14,4465.26,-52315.69140625
98.7252,362,1810000,86.4249,362,4857.17,4509.37,-51480.49609375
91.2807,363,1815000,84.8603,363,4739.07,4395.7,-53016.33203125
94.3514,364,1820000,85.7853,364,4692.17,4576.46,-53406.81640625
97.92,365,1825000,87.9801,365,4880.29,4284.72,-52756.87109375
398.9422,366,1830000,123.9858,366,-1632.06,-1677.37,-35506.73046875
99.3416,367,1835000,88.1123,367,252.79,883.62,-42315.6875
118.5426,368,1840000,90.0879,368,2986.02,4009.83,-51223.484375
104.52,369,1845000,87.3175,369,2448.71,2952.46,-49693.390625
94.2088,370,1850000,89.3053,370,4568.15,4651.67,-53270.1640625
96.6249,371,1855000,83.4986,371,4434.52,4411.3,-51962.96484375
80.3352,372,1860000,82.723,372,4350.12,4105.85,-52897.01953125
88.9417,373,1865000,85.6001,373,4879.92,4042.89,-54179.4921875
91.8139,374,1870000,87.7878,374,3707.75,3821.38,-53569.14453125
85.9091,375,1875000,86.0562,375,4712.8,4453.0,-54367.5
90.4742,376,1880000,88.659,376,4855.68,4382.91,-54128.359375
95.6035,377,1885000,90.3611,377,4544.19,4586.81,-54655.4765625
96.6933,378,1890000,89.9022,378,4590.95,4301.41,-54161.5703125
94.9903,379,1895000,89.1439,379,4518.86,4217.17,-53706.65625
98.3711,380,1900000,86.7596,380,4747.72,4740.2,-53340.01171875
91.1735,381,1905000,88.8769,381,4870.6,4686.34,-54640.515625
88.141,382,1910000,88.3802,382,4951.84,4281.3,-54544.640625
86.3298,383,1915000,88.9745,383,4789.54,4551.81,-54996.1328125
92.7764,384,1920000,90.6044,384,4850.69,4662.94,-55626.6484375
91.2031,385,1925000,88.1041,385,4603.57,4455.38,-55320.02734375
88.8115,386,1930000,84.2911,386,4723.38,4725.83,-54456.93359375
90.6535,387,1935000,88.2923,387,4743.24,4441.88,-55531.7578125
88.9738,388,1940000,86.0542,388,4680.57,4838.75,-55917.71484375
98.4606,389,1945000,92.7862,389,4608.6,4689.05,-56389.00390625
94.845,390,1950000,90.694,390,4930.42,4519.45,-56444.49609375
94.7313,391,1955000,90.0486,391,4561.53,4676.28,-56698.3359375
