Running Env Steps,Real Det Return,Real Sto Return,Itration,Running Forward KL,Reward Loss,Running Reverse KL,Running Update Time
710000,4985.5,4895.21,142,35.9367,-2125.773193359375,11.5216,142
715000,5062.03,4853.5,143,37.6201,-2381.235595703125,14.1168,143
720000,5040.21,4848.48,144,37.9241,-2514.103515625,14.5235,144
725000,5073.27,4848.47,145,37.6125,-2332.249267578125,13.8106,145
730000,5067.81,4892.26,146,36.4782,-2328.404541015625,13.4301,146
735000,4776.78,4582.37,147,37.67,-2389.78955078125,14.2715,147
740000,4926.8,4846.64,148,36.4968,-2295.156005859375,12.8824,148
745000,4953.85,4860.5,149,36.7984,-2450.1416015625,14.4191,149
750000,4929.11,4876.3,150,36.9437,-2339.815185546875,13.7783,150
755000,5110.35,4970.15,151,37.2609,-2456.463134765625,16.5388,151
760000,4955.78,4898.27,152,35.5897,-2120.213134765625,12.3525,152
765000,5081.45,4846.19,153,37.2597,-2649.63134765625,14.0697,153
770000,5007.78,4871.76,154,37.3002,-2652.130859375,14.8063,154
775000,5006.08,4880.65,155,36.6721,-2379.4365234375,13.3447,155
780000,5099.37,4928.06,156,37.6616,-2626.677978515625,15.314,156
785000,5026.25,4616.46,157,38.9432,-2852.68994140625,15.4828,157
790000,4783.37,4594.78,158,41.4957,-3163.322998046875,18.078,158
795000,5098.13,4945.82,159,38.2289,-2716.383544921875,16.2635,159
800000,5116.11,4686.63,160,38.3662,-2770.770751953125,15.5684,160
805000,5028.89,4883.9,161,37.5648,-2722.84423828125,15.2791,161
810000,5102.44,3241.38,162,39.7336,-3284.40380859375,13.3572,162
815000,5122.97,4904.22,163,39.2043,-3182.80517578125,17.156,163
820000,5013.36,4983.81,164,34.5334,-2510.8212890625,13.1143,164
825000,4954.04,4424.43,165,38.7458,-3045.69970703125,14.2316,165
830000,5028.19,4583.9,166,40.086,-3315.208251953125,16.7796,166
835000,5187.84,4897.12,167,38.3041,-3004.9130859375,14.4662,167
840000,4404.62,5008.08,168,34.8609,-2411.80322265625,12.9934,168
845000,5046.2,4887.27,169,38.7739,-3151.954833984375,16.4261,169
850000,5014.68,4910.7,170,35.7912,-2637.7294921875,12.7361,170
855000,5173.88,4891.13,171,38.7356,-3099.217529296875,14.3469,171
860000,5082.88,4946.94,172,37.2762,-2923.742919921875,14.7505,172
865000,5123.0,4911.36,173,38.7947,-3219.60986328125,16.2288,173
870000,5127.72,4610.06,174,39.2003,-3438.05419921875,14.794,174
875000,5216.3,4976.14,175,37.9855,-3141.4228515625,15.7088,175
880000,5143.28,4978.24,176,35.7338,-2906.58984375,13.9083,176
885000,5224.56,4997.56,177,35.534,-2826.289794921875,13.2046,177
890000,5229.1,4942.32,178,37.712,-3236.89453125,14.2775,178
895000,5144.77,5002.25,179,33.5484,-2365.41064453125,11.3052,179
900000,5172.22,4911.13,180,38.9049,-3440.632080078125,14.3652,180
905000,5064.78,5035.84,181,36.6881,-3125.0751953125,14.181,181
910000,5284.78,4926.89,182,38.2102,-3468.200439453125,14.8409,182
915000,3268.06,4783.84,183,39.106,-4515.896484375,12.2654,183
920000,5230.97,4927.2,184,37.9834,-3401.261962890625,14.8839,184
925000,5148.67,4950.1,185,37.6669,-3413.545654296875,15.1906,185
930000,5225.53,4984.44,186,36.5982,-3161.546630859375,13.394,186
935000,5095.15,4917.48,187,37.3345,-3403.63525390625,14.3965,187
940000,5074.18,4870.26,188,39.3709,-3809.730224609375,15.8014,188
945000,5381.04,3826.34,189,37.3255,-3294.068115234375,17.8323,189
950000,5318.5,3814.0,190,36.7719,-3704.4052734375,13.9895,190
955000,5217.25,4976.82,191,35.6761,-3051.01318359375,11.8797,191
960000,5099.0,5005.75,192,36.1018,-3283.865966796875,14.1193,192
965000,5211.78,4995.73,193,37.1217,-3607.66943359375,14.8477,193
970000,5260.71,4772.86,194,37.4623,-3553.701171875,13.6941,194
975000,5120.69,5004.79,195,36.2843,-3431.914306640625,13.2572,195
980000,5222.19,5006.64,196,36.2384,-3633.446533203125,13.0331,196
985000,5279.2,4564.54,197,37.1851,-3854.422119140625,13.4904,197
990000,5228.31,5040.83,198,36.2798,-3614.019775390625,14.1976,198
995000,5083.91,4964.7,199,37.7481,-3775.596923828125,14.9008,199
1000000,5159.58,4998.25,200,36.239,-3499.199462890625,13.7609,200
1005000,5139.99,4948.04,201,37.1243,-3591.397216796875,14.5782,201
1010000,5168.89,4968.19,202,36.3696,-3502.169189453125,13.0009,202
1015000,5130.52,4952.63,203,37.0455,-3727.297119140625,13.9792,203
1020000,4756.62,4954.39,204,36.9102,-3785.20263671875,13.6116,204
1025000,5197.95,4943.54,205,36.6994,-3706.63330078125,13.8967,205
1030000,5240.0,4986.81,206,36.7925,-3642.35400390625,13.8289,206
1035000,5285.71,5001.73,207,36.7198,-3715.837890625,13.9267,207
1040000,5200.34,5003.41,208,37.7077,-4066.502197265625,14.7855,208
1045000,5169.89,4862.02,209,38.0905,-4091.10205078125,15.1851,209
1050000,5220.45,4924.03,210,37.9731,-4188.86083984375,15.4747,210
1055000,5137.03,4836.23,211,38.9187,-4473.1572265625,17.0127,211
1060000,5255.72,4936.52,212,37.9621,-4292.60498046875,16.1131,212
1065000,5200.13,4977.0,213,37.3003,-3995.45849609375,14.3327,213
1070000,5102.69,4879.13,214,38.3226,-4188.17578125,15.4652,214
1075000,5196.08,5025.19,215,36.9571,-4252.0869140625,15.0678,215
1080000,5202.07,4797.16,216,35.6569,-3790.1376953125,13.7631,216
1085000,5196.94,4809.95,217,36.5093,-4029.04345703125,13.9477,217
1090000,5186.19,4941.76,218,37.858,-4649.6484375,15.1475,218
1095000,5204.92,5018.11,219,37.8251,-4382.7607421875,15.3464,219
1100000,5221.45,4961.26,220,37.8406,-4662.50634765625,15.8771,220
1105000,5191.42,4971.76,221,37.8996,-4644.60986328125,14.605,221
1110000,5235.65,4892.0,222,38.2328,-4684.07177734375,14.8919,222
1115000,5265.86,5047.89,223,35.7594,-4383.13916015625,13.4015,223
1120000,5240.15,4930.06,224,37.8447,-4850.30322265625,15.1492,224
1125000,5239.93,4982.27,225,37.6302,-4619.6005859375,14.3588,225
1130000,5157.88,4909.91,226,38.0922,-5021.71826171875,16.3155,226
1135000,5125.5,4811.44,227,37.4232,-4764.22607421875,14.9995,227
1140000,5278.45,5018.48,228,36.4204,-4429.12255859375,13.328,228
1145000,5298.3,5033.45,229,34.7211,-4131.07568359375,12.5821,229
1150000,5247.64,5030.73,230,34.6009,-3974.60693359375,12.5554,230
1155000,5169.63,5004.56,231,35.1314,-4082.946533203125,12.9334,231
1160000,5140.13,4982.12,232,35.342,-4006.926513671875,12.3935,232
1165000,5231.57,5039.12,233,35.4456,-4415.525390625,13.9795,233
1170000,5214.76,5090.28,234,34.8635,-4137.08349609375,12.2899,234
1175000,5180.2,4988.05,235,34.5194,-4054.724853515625,12.1337,235
1180000,5190.9,4953.58,236,33.0473,-3905.3623046875,11.1673,236
1185000,5297.95,5061.51,237,34.2277,-4319.0830078125,11.53,237
1190000,5348.91,4713.03,238,33.8945,-4037.811767578125,11.2748,238
1195000,5222.05,4638.61,239,36.3622,-4985.61669921875,14.622,239
1200000,5355.73,5037.01,240,34.9112,-4616.642578125,12.2358,240
1205000,5291.2,5089.74,241,35.6559,-4926.3583984375,21.3371,241
1210000,5274.31,4847.51,242,35.1565,-4871.1005859375,11.7882,242
1215000,5289.27,3505.94,243,37.3421,-5218.17431640625,13.022,243
1220000,2371.73,2084.69,244,38.665,-6438.79833984375,13.535,244
1225000,5157.01,4444.8,245,34.0913,-4659.91259765625,12.5858,245
1230000,5062.87,4292.5,246,33.6723,-4492.3662109375,20.309,246
1235000,4056.17,3553.63,247,34.971,-4726.107421875,30.497,247
1240000,4964.62,4322.49,248,34.4447,-4645.46142578125,16.9736,248
1245000,4555.86,4333.17,249,36.4104,-5071.77392578125,13.5395,249
1250000,5203.59,4287.2,250,37.0042,-5578.81884765625,20.6965,250
1255000,5264.97,4815.22,251,36.3228,-5526.92626953125,16.0917,251
1260000,5221.87,4826.06,252,35.3379,-5428.77392578125,14.1216,252
1265000,5208.45,4811.19,253,35.3866,-5225.0703125,13.3758,253
1270000,4869.0,4850.48,254,36.6195,-5965.76171875,12.2366,254
1275000,4845.53,4567.11,255,36.6913,-5805.42333984375,13.6544,255
1280000,4792.33,4985.97,256,34.2704,-5042.404296875,12.2555,256
1285000,5173.56,4837.77,257,35.2608,-5479.14990234375,12.3071,257
1290000,5025.62,4748.34,258,36.2302,-5721.77001953125,19.7027,258
1295000,5233.09,4770.17,259,35.1186,-5400.66015625,11.867,259
1300000,5156.24,4942.7,260,35.207,-5432.98095703125,11.6904,260
1305000,4844.82,4299.16,261,35.5371,-5496.3740234375,13.0361,261
1310000,4973.9,4490.88,262,34.4367,-5252.36669921875,11.6079,262
1315000,5049.78,5051.32,263,34.4002,-5046.53515625,12.5342,263
1320000,5240.16,5047.62,264,33.9783,-4999.19580078125,11.9426,264
1325000,4957.94,4851.53,265,34.8454,-5294.40234375,13.0415,265
1330000,5152.57,4830.22,266,34.5361,-5204.08935546875,12.274,266
1335000,5004.08,5086.3,267,34.3791,-5218.69580078125,12.2665,267
1340000,5122.04,4719.49,268,36.1257,-5975.61376953125,13.4813,268
1345000,4834.78,4868.85,269,35.4463,-5662.67333984375,11.6121,269
1350000,4924.45,5028.01,270,33.2806,-4783.9208984375,12.5391,270
1355000,4890.18,4862.54,271,34.5452,-5368.2373046875,11.8777,271
1360000,4934.44,4811.32,272,34.4093,-5677.11962890625,12.4185,272
1365000,5143.21,5010.79,273,35.2784,-5775.2744140625,13.1951,273
1370000,5113.11,5044.57,274,35.0652,-5809.099609375,12.9883,274
1375000,4848.55,4956.71,275,35.0617,-5824.41015625,12.0042,275
1380000,4963.33,4978.68,276,35.0062,-5930.07177734375,12.3144,276
1385000,5075.42,5036.23,277,34.8311,-6122.13037109375,12.7923,277
1390000,5113.06,4983.26,278,35.4828,-5954.16748046875,12.9682,278
1395000,5045.53,5038.94,279,33.5406,-5493.81005859375,11.9104,279
1400000,4858.74,4941.93,280,32.8042,-5256.9384765625,11.0416,280
1405000,5119.66,5034.63,281,33.5872,-5892.5283203125,11.502,281
1410000,4879.42,4694.9,282,34.1301,-5740.73486328125,12.5646,282
1415000,4928.9,4841.99,283,34.703,-5937.77880859375,12.4348,283
1420000,4998.9,4987.29,284,33.702,-5683.12646484375,12.7013,284
1425000,5144.91,4801.07,285,34.883,-6291.7265625,13.0259,285
1430000,5208.3,5068.18,286,34.31,-5535.52490234375,12.0388,286
1435000,5065.12,4999.27,287,33.3444,-5305.681640625,11.3023,287
1440000,5163.29,4991.2,288,35.235,-5818.56396484375,12.4437,288
1445000,5190.85,5040.11,289,34.6225,-5987.5673828125,12.6298,289
1450000,5023.98,4979.49,290,34.675,-5884.18359375,12.2954,290
1455000,5024.6,4731.75,291,33.906,-5688.96630859375,12.6786,291
1460000,4892.63,5028.37,292,33.768,-5624.23681640625,12.2188,292
1465000,5276.98,5064.0,293,34.8955,-5818.94091796875,13.5838,293
1470000,637.29,636.31,294,44.784,-8836.1630859375,35.5291,294
1475000,4056.57,3761.77,295,42.7504,-8711.447265625,18.0999,295
1480000,2286.72,2654.69,296,42.0723,-8324.001953125,33.8501,296
1485000,2271.39,1742.33,297,42.0209,-9005.904296875,25.0277,297
1490000,4047.07,4230.25,298,41.7984,-7938.43212890625,19.4797,298
1495000,4705.59,4624.63,299,39.5733,-7921.6396484375,21.5231,299
1500000,5242.19,5094.82,300,37.0848,-7149.52197265625,17.4161,300
1505000,5118.66,4949.38,301,36.4307,-7287.53857421875,15.0762,301
1510000,5088.95,4925.37,302,35.4405,-6694.77587890625,15.4644,302
1515000,5220.72,5086.86,303,35.2226,-6655.6806640625,14.6976,303
1520000,5170.89,5004.53,304,35.6066,-7017.85302734375,14.7953,304
1525000,5255.56,5117.16,305,35.2788,-6671.60986328125,14.4639,305
1530000,5233.86,5109.2,306,35.0889,-6457.859375,13.9577,306
1535000,5246.18,5075.14,307,33.6847,-6299.12548828125,12.8171,307
1540000,5257.86,5100.16,308,33.8011,-6458.63671875,12.7047,308
1545000,5254.78,5045.31,309,35.0276,-7054.357421875,13.3019,309
1550000,5204.94,5024.5,310,35.0699,-7245.98828125,13.6232,310
1555000,5075.65,4919.87,311,35.9647,-7284.84228515625,13.684,311
1560000,5179.96,4945.74,312,35.8345,-7431.79931640625,13.0838,312
1565000,5242.22,4964.98,313,35.8428,-7508.4951171875,13.3563,313
1570000,5180.88,4722.25,314,35.697,-7479.00048828125,12.8404,314
1575000,5031.27,4882.02,315,35.4921,-7647.02880859375,13.0825,315
1580000,5095.2,4898.33,316,35.8121,-7688.56298828125,13.5718,316
1585000,5052.28,4682.1,317,36.4868,-7627.291015625,13.6634,317
1590000,5094.76,4914.08,318,35.9892,-7443.8173828125,13.2505,318
1595000,5278.33,5028.7,319,35.2398,-7452.38623046875,13.4039,319
1600000,5220.58,5016.95,320,35.7922,-7982.71044921875,13.599,320
1605000,5251.4,5002.68,321,35.7398,-8202.6162109375,13.9205,321
1610000,5251.11,5024.68,322,35.4372,-8127.82421875,13.5183,322
1615000,5252.22,5053.4,323,35.4552,-8376.5078125,13.9342,323
1620000,5229.51,5031.39,324,35.6558,-7855.88818359375,13.6574,324
1625000,5221.51,5039.05,325,35.4017,-8004.51513671875,13.7398,325
1630000,5271.41,5089.01,326,35.4206,-8628.42578125,15.6667,326
1635000,5299.61,5109.83,327,35.8674,-8691.2919921875,13.9025,327
1640000,5373.43,5126.49,328,35.4291,-8012.53564453125,13.6197,328
1645000,5415.08,5124.34,329,35.3333,-8085.54638671875,13.6006,329
1650000,5363.54,5094.73,330,35.338,-7974.576171875,13.1944,330
1655000,5305.53,5116.45,331,34.6972,-7536.60546875,12.7023,331
1660000,5315.74,5058.79,332,35.2386,-7884.47998046875,12.5076,332
1665000,5408.41,5072.1,333,34.7874,-7544.88330078125,12.2176,333
1670000,5241.75,5114.83,334,35.3743,-8379.4326171875,16.5766,334
1675000,5336.26,5141.21,335,35.2085,-7825.67578125,12.6493,335
1680000,5413.2,5157.05,336,34.3843,-7858.3291015625,12.19,336
1685000,5348.84,5107.26,337,34.7953,-8108.9541015625,12.3954,337
1690000,5358.45,5140.44,338,34.7541,-7959.10986328125,12.3244,338
1695000,5417.6,4907.59,339,34.9032,-7732.244140625,12.762,339
1700000,4937.81,4951.27,340,34.6123,-8282.7939453125,12.1207,340
1705000,5204.47,5025.65,341,33.9932,-7992.39794921875,12.6236,341
1710000,4961.49,5148.6,342,33.781,-7930.0751953125,12.3515,342
1715000,4948.38,5047.71,343,33.9514,-8308.5283203125,12.3611,343
1720000,5328.89,4896.35,344,33.6567,-8036.6201171875,12.3614,344
1725000,5355.19,5196.39,345,33.4097,-6864.87255859375,12.2278,345
1730000,5209.67,5145.48,346,33.4462,-7834.4990234375,12.3085,346
1735000,5423.49,5218.19,347,33.9043,-7220.86767578125,13.0317,347
1740000,5466.89,5094.08,348,33.8352,-7190.96826171875,12.6925,348
1745000,4534.28,3547.72,349,37.6425,-10909.2822265625,27.1627,349
1750000,5043.67,4918.58,350,35.9623,-8517.9970703125,16.3447,350
1755000,5121.9,4765.22,351,35.4723,-7717.2412109375,13.9822,351
1760000,5180.24,4929.47,352,35.2015,-8388.453125,12.7688,352
1765000,4445.71,4236.84,353,35.6021,-9796.5712890625,17.2868,353
1770000,4583.46,4739.87,354,36.236,-10297.435546875,14.8329,354
1775000,4943.55,4715.95,355,36.1142,-10569.2861328125,14.4352,355
1780000,4048.12,3776.08,356,36.4425,-10514.5888671875,13.592,356
1785000,3209.45,4242.25,357,35.9929,-9529.787109375,14.8486,357
1790000,4922.34,4495.87,358,35.2901,-9637.826171875,13.9902,358
1795000,5131.49,4972.91,359,35.0769,-9036.9052734375,14.1542,359
1800000,5148.17,4768.83,360,35.3486,-9411.912109375,14.1681,360
1805000,5294.44,4867.89,361,35.4929,-9817.86328125,13.3726,361
1810000,5347.62,5107.69,362,35.1716,-9218.8203125,14.7819,362
1815000,5180.01,4630.51,363,34.4982,-8314.9453125,12.8494,363
1820000,5313.42,4898.23,364,35.1491,-9982.251953125,16.354,364
1825000,2889.57,4173.07,365,37.063,-12620.693359375,15.551,365
1830000,5000.68,5127.18,366,34.0019,-8796.7861328125,14.1121,366
1835000,5115.63,4994.79,367,34.7457,-9595.3828125,13.1673,367
1840000,5339.18,5176.88,368,34.232,-9610.9521484375,13.8041,368
1845000,5364.15,5207.46,369,34.3167,-8484.3603515625,13.3188,369
1850000,5422.49,5198.33,370,34.8356,-9504.8427734375,13.3152,370
1855000,5372.36,5115.36,371,35.0267,-9638.48828125,14.046,371
1860000,5428.88,5036.54,372,34.662,-9159.31640625,14.0296,372
1865000,5380.6,5218.05,373,34.0819,-9252.8984375,13.808,373
1870000,5381.54,5198.3,374,33.7056,-9021.751953125,13.8132,374
1875000,5380.4,5251.3,375,33.5836,-8815.1357421875,13.3288,375
1880000,5433.83,5266.72,376,32.7838,-8752.697265625,13.1058,376
1885000,5424.93,5243.0,377,33.9777,-9944.349609375,14.075,377
1890000,5399.46,5219.97,378,34.0433,-9728.7021484375,13.4275,378
1895000,5498.14,5264.06,379,33.5549,-8596.2841796875,12.7767,379
1900000,5497.16,5075.58,380,33.8132,-9268.357421875,13.4195,380
1905000,5504.66,5260.51,381,33.6649,-8885.8525390625,13.1224,381
1910000,5485.5,5220.33,382,34.4577,-10000.177734375,13.6768,382
1915000,5463.74,5308.75,383,33.5683,-8967.6845703125,13.5148,383
1920000,5456.48,5319.09,384,33.4575,-8578.265625,13.2174,384
