Running Env Steps,Real Det Return,Real Sto Return,Itration,Running Forward KL,Reward Loss,Running Reverse KL,Running Update Time
3860000,5706.02,5531.87,772,33.2138,-22326.505859375,17.2228,772
3865000,5564.27,5456.64,773,33.0343,-24677.078125,16.4853,773
3870000,5664.68,5519.54,774,33.6853,-22483.837890625,16.887,774
3875000,5023.8,5184.95,775,34.1443,-25750.005859375,15.7573,775
3880000,5611.5,4670.61,776,34.0324,-23658.51953125,17.4252,776
3885000,5621.96,5480.59,777,33.5859,-23081.900390625,18.0568,777
3890000,5592.12,5467.39,778,33.4606,-21265.03515625,16.8992,778
3895000,5671.75,5344.4,779,32.7926,-21157.234375,16.7858,779
3900000,5701.62,5503.4,780,33.1506,-21326.162109375,16.7802,780
3905000,5607.85,5479.32,781,33.1268,-20986.28515625,16.4305,781
3910000,5625.89,5494.22,782,34.166,-24329.37890625,16.7113,782
3915000,5651.95,5479.24,783,33.9802,-22339.2734375,15.8531,783
3920000,5599.03,5410.07,784,34.1601,-22268.033203125,15.2915,784
3925000,5572.5,4920.03,785,35.8158,-27316.111328125,23.5435,785
3930000,5483.53,5379.12,786,35.1552,-25241.38671875,18.0123,786
3935000,5170.52,5411.74,787,34.8874,-24826.75,23.0026,787
3940000,4903.17,4954.19,788,33.9289,-24401.4921875,15.8102,788
3945000,5617.54,5412.81,789,34.449,-25365.515625,16.6166,789
3950000,5517.29,4904.31,790,34.8912,-26096.318359375,16.8889,790
3955000,5604.86,5229.58,791,34.1932,-23693.171875,17.0755,791
3960000,5547.69,5422.97,792,34.4745,-26177.251953125,17.3864,792
3965000,5564.85,4968.57,793,33.9684,-24487.90234375,17.2503,793
3970000,4908.99,5256.6,794,34.2759,-25382.388671875,17.5025,794
3975000,5481.66,5151.92,795,34.4052,-25646.984375,19.1224,795
3980000,5111.7,4495.54,796,35.5497,-27989.1875,20.2151,796
3985000,3280.11,3400.85,797,34.5066,-26830.5,17.4134,797
3990000,4929.15,5275.46,798,34.3637,-26572.8046875,17.4647,798
3995000,3343.62,3954.72,799,33.7137,-23931.44921875,16.6938,799
4000000,5620.56,4441.31,800,33.3777,-23956.48046875,16.268,800
4005000,5745.87,5559.7,801,33.9523,-23854.251953125,16.6212,801
4010000,5719.32,4716.55,802,33.9902,-25668.85546875,16.9141,802
4015000,4290.92,5153.76,803,34.3225,-25648.626953125,16.5754,803
4020000,4952.07,4419.2,804,33.9117,-26390.984375,17.0568,804
4025000,5606.81,5416.44,805,34.1522,-26063.6875,16.8884,805
4030000,5559.47,5225.96,806,34.3696,-26990.64453125,16.4958,806
4035000,5600.44,5425.92,807,34.2255,-24389.26953125,16.6342,807
4040000,5364.01,5309.67,808,34.4639,-27418.611328125,16.0577,808
4045000,5624.45,5448.77,809,34.8264,-25357.798828125,17.3079,809
4050000,5614.91,5423.89,810,35.4818,-26126.39453125,17.7973,810
4055000,1540.4,1447.0,811,40.9524,-30766.525390625,33.522,811
4060000,-8.6,-7.66,812,54.2562,-3319.30224609375,79.8155,812
4065000,299.83,255.27,813,50.4924,-41874.375,31.8968,813
4070000,1110.73,1295.31,814,45.7048,-33687.86328125,33.8442,814
4075000,423.32,950.55,815,45.7285,-35495.09765625,57.758,815
4080000,1757.85,1786.18,816,41.4681,-31705.263671875,46.1382,816
4085000,2092.43,2410.67,817,41.7418,-31552.474609375,42.3287,817
4090000,2516.82,1869.46,818,36.775,-24877.908203125,29.8754,818
4095000,1303.51,1443.17,819,41.598,-34735.265625,42.1386,819
4100000,2601.8,2530.25,820,38.9922,-36531.71875,27.3946,820
4105000,2386.87,2198.34,821,37.0022,-35508.62109375,27.5993,821
4110000,3072.95,3506.95,822,36.4781,-31063.529296875,20.1618,822
4115000,2295.63,3461.61,823,37.5543,-32558.7578125,22.4598,823
4120000,5429.13,5005.35,824,36.2523,-28201.9921875,19.3438,824
4125000,5596.12,5479.84,825,36.1755,-24389.333984375,22.4784,825
4130000,-8.43,-6.33,826,58.0253,-28228.36328125,119.3304,826
4135000,-13.83,-14.65,827,58.5834,-29713.982421875,119.458,827
4140000,-17.78,-17.93,828,58.9532,-29280.00390625,118.7009,828
4145000,5440.21,4860.05,829,33.8096,-20371.015625,19.9957,829
4150000,5417.7,4703.34,830,34.7522,-23536.796875,22.3107,830
4155000,5463.55,5133.67,831,35.6255,-27844.916015625,20.3208,831
4160000,5504.51,4686.91,832,34.9056,-25870.990234375,19.0308,832
4165000,1857.76,4710.84,833,34.7885,-29370.4453125,28.0495,833
4170000,5578.49,3945.67,834,35.7979,-29228.412109375,20.2328,834
4175000,220.96,213.4,835,49.9809,-43656.1171875,40.5651,835
4180000,542.59,654.87,836,44.4817,-45636.34375,25.1396,836
4185000,907.95,973.0,837,44.8985,-44124.6875,31.2663,837
4190000,3237.62,2857.0,838,41.6194,-38930.7265625,22.8586,838
4195000,4114.7,2945.72,839,37.4595,-32944.7734375,21.3381,839
4200000,5208.08,5097.69,840,34.9441,-24636.830078125,19.2579,840
4205000,1479.87,965.81,841,54.0134,-48539.703125,80.2381,841
4210000,5209.03,3786.48,842,35.4764,-30574.71875,28.2423,842
4215000,3366.82,2501.76,843,38.3994,-42835.1484375,45.062,843
4220000,4702.37,4024.03,844,38.0233,-38312.75390625,33.8907,844
4225000,5300.66,3816.88,845,36.4756,-31742.890625,22.2755,845
4230000,4985.04,4043.92,846,36.1187,-33302.54296875,27.8958,846
4235000,3705.6,3859.41,847,37.9596,-36911.48046875,26.7309,847
4240000,5040.28,4597.11,848,35.8762,-28671.552734375,21.1564,848
4245000,101.45,456.79,849,42.0254,-44713.34375,49.6875,849
4250000,375.38,1156.65,850,41.0073,-43563.0234375,37.357,850
4255000,386.71,2233.4,851,37.4904,-39399.7265625,25.3024,851
4260000,387.05,1713.34,852,50.4784,-47199.4140625,35.9464,852
4265000,4986.03,4538.92,853,34.636,-31688.41796875,23.6926,853
4270000,5512.38,5381.42,854,33.6374,-23072.337890625,17.7658,854
4275000,5488.39,5254.33,855,34.5215,-24797.90625,18.4098,855
4280000,5565.96,5043.36,856,34.058,-24890.494140625,17.6652,856
4285000,5492.28,5366.81,857,34.2869,-25353.98828125,17.9799,857
4290000,5478.86,5361.56,858,33.7018,-25069.306640625,16.9682,858
4295000,5364.67,5359.98,859,33.8866,-27137.255859375,17.1653,859
4300000,5392.4,5407.82,860,33.7292,-26932.216796875,17.5874,860
4305000,5488.09,5411.62,861,33.3213,-25158.466796875,16.5705,861
4310000,3539.1,4171.35,862,33.4576,-27906.11328125,16.9273,862
4315000,5443.37,5124.74,863,33.484,-26522.484375,16.3472,863
4320000,5172.03,5132.86,864,33.9297,-29091.837890625,17.9421,864
4325000,5507.95,5327.88,865,32.9579,-26037.216796875,16.4066,865
4330000,5553.52,5391.65,866,33.0472,-24775.775390625,16.2301,866
4335000,5556.68,5407.21,867,33.5365,-24345.986328125,16.5676,867
4340000,5635.66,5430.67,868,33.5315,-25285.056640625,16.0328,868
4345000,5625.13,5422.37,869,33.8538,-23559.263671875,16.5111,869
4350000,5619.95,5431.06,870,32.8454,-25710.7578125,16.4029,870
4355000,5645.12,5437.97,871,33.5311,-24217.865234375,16.6297,871
4360000,5613.19,5422.29,872,32.9158,-26361.9609375,18.9719,872
4365000,5609.43,5449.5,873,32.8311,-23800.365234375,16.4042,873
4370000,5597.06,5401.24,874,33.1992,-25768.767578125,16.9742,874
4375000,5607.28,5422.09,875,33.7545,-25460.8671875,16.5289,875
4380000,5632.26,5446.94,876,33.4573,-25784.748046875,16.6777,876
4385000,3912.75,5422.02,877,33.4371,-24328.203125,16.7306,877
4390000,5635.92,5440.3,878,33.5659,-26129.79296875,17.7815,878
4395000,5608.31,5425.2,879,33.6231,-24527.5390625,17.0792,879
4400000,5669.46,5501.66,880,33.5908,-24322.8046875,17.4165,880
