Running Forward KL,Real Det Return,Running Update Time,Running Env Steps,Running Reverse KL,Reward Loss,Real Sto Return,Itration
30.4159,2968.48,33,165000,14.2747,-65.13312530517578,2988.03,33
28.1302,3045.7,34,170000,12.5371,-70.18384552001953,3048.31,34
29.24,1682.76,35,175000,20.124,-183.44168090820312,1526.64,35
29.39,972.55,36,180000,16.3361,-161.36260986328125,2265.76,36
43.4739,1028.59,37,185000,24.5889,-393.8258056640625,1030.97,37
28.8885,3038.18,38,190000,13.2461,-78.71377563476562,2928.97,38
42.2633,1017.39,39,195000,23.2104,-410.71533203125,1016.98,39
30.601,2153.06,40,200000,12.4177,-187.07186889648438,2162.89,40
42.9143,1009.32,41,205000,21.5302,-407.5513916015625,1012.01,41
32.1271,1866.12,42,210000,13.8698,-180.90126037597656,2244.47,42
29.8142,2716.89,43,215000,12.2949,-118.4391098022461,2745.74,43
29.9868,2564.35,44,220000,12.5329,-122.87077331542969,2579.63,44
29.6036,970.56,45,225000,17.6875,-269.5656433105469,1638.2,45
38.4184,979.62,46,230000,25.7206,-439.80902099609375,975.93,46
27.765,1037.28,47,235000,13.2803,-204.20697021484375,1834.64,47
43.5174,991.91,48,240000,29.9321,-443.3793640136719,989.92,48
34.2204,1032.25,49,245000,18.7703,-443.6413879394531,1045.36,49
32.7758,786.93,50,250000,24.4118,-313.748779296875,928.65,50
33.8342,1196.38,51,255000,28.6121,-359.7676086425781,1014.71,51
42.7843,1044.52,52,260000,22.1137,-501.80291748046875,1048.11,52
32.7527,689.61,53,265000,34.639,-401.27691650390625,684.48,53
31.3192,1092.64,54,270000,34.2568,-410.9681396484375,744.37,54
32.1011,707.4,55,275000,20.2977,-294.8622741699219,1400.45,55
30.2759,2379.13,56,280000,13.9123,-178.7552490234375,2535.03,56
31.2021,253.22,57,285000,19.7623,-394.2056884765625,682.96,57
30.3792,581.56,58,290000,18.456,-166.65768432617188,1020.52,58
30.1817,2103.48,59,295000,22.0389,-375.1666259765625,1272.86,59
25.5604,3283.73,60,300000,25.2412,-278.86962890625,2596.95,60
31.3369,400.03,61,305000,33.1051,-476.6365051269531,626.95,61
35.9108,568.18,62,310000,45.988,-565.1299438476562,291.96,62
34.1608,341.63,63,315000,43.7612,-591.1696166992188,339.85,63
33.9616,377.74,64,320000,40.2034,-514.4985961914062,552.45,64
28.8285,2892.49,65,325000,15.4448,-350.7408447265625,1292.75,65
28.6853,3322.61,66,330000,24.1349,-221.11923217773438,2748.31,66
37.2122,297.4,67,335000,40.2282,-554.8215942382812,221.77,67
37.0252,401.31,68,340000,32.4536,-599.5316772460938,415.49,68
41.7443,1023.16,69,345000,23.4006,-651.3651733398438,1022.74,69
31.3584,648.13,70,350000,16.8312,-435.2083740234375,649.75,70
33.1767,975.27,71,355000,14.4683,-401.38214111328125,993.47,71
37.0395,985.21,72,360000,40.7433,-614.941162109375,1160.97,72
33.3769,241.86,73,365000,31.2001,-372.41949462890625,259.72,73
44.9594,995.47,74,370000,29.0736,-685.3668212890625,992.86,74
43.5236,1007.45,75,375000,32.0933,-674.8980712890625,1006.92,75
32.0736,322.07,76,380000,18.1761,-321.09906005859375,1808.19,76
42.7811,1011.87,77,385000,27.1986,-699.4906616210938,1014.92,77
30.2668,515.91,78,390000,16.7348,-342.4219970703125,817.89,78
33.8165,1880.07,79,395000,21.0237,-341.0833435058594,1825.55,79
36.9253,441.99,80,400000,85.042,-637.48193359375,609.32,80
30.4864,2141.57,81,405000,16.4879,-258.6060485839844,2332.01,81
33.3871,650.65,82,410000,31.5251,-640.3162841796875,651.75,82
33.8742,520.06,83,415000,33.8501,-580.6561279296875,562.93,83
32.4974,359.71,84,420000,19.431,-201.6455535888672,1643.51,84
32.7187,2449.26,85,425000,18.4382,-219.3671417236328,2457.15,85
34.012,972.78,86,430000,20.6929,-452.73919677734375,737.38,86
34.1727,1794.23,87,435000,17.3606,-419.7610168457031,1261.29,87
34.1539,566.74,88,440000,18.4068,-390.65875244140625,630.18,88
44.5137,990.01,89,445000,42.6578,-799.3380126953125,989.82,89
44.8332,989.69,90,450000,45.8466,-808.4756469726562,989.52,90
34.7878,2295.0,91,455000,19.7299,-331.26800537109375,2279.98,91
43.3541,1036.07,92,460000,37.415,-861.4445190429688,1035.62,92
45.0153,982.2,93,465000,50.8001,-779.6435546875,982.46,93
44.4257,122.56,94,470000,40.2799,-840.1395263671875,124.16,94
43.7186,1006.63,95,475000,43.5114,-833.2611694335938,1006.53,95
43.9998,1027.45,96,480000,39.259,-861.0800170898438,1027.1,96
41.5646,691.81,97,485000,46.7897,-846.6331176757812,572.08,97
40.2317,696.46,98,490000,35.8551,-864.7398071289062,811.06,98
45.4528,1002.53,99,495000,35.4565,-926.9839477539062,1002.34,99
44.6152,1008.54,100,500000,31.0479,-954.862060546875,1044.17,100
43.1493,1014.51,101,505000,43.8572,-907.692138671875,1014.14,101
44.6879,1020.72,102,510000,43.0414,-918.0699462890625,1020.55,102
40.2306,100.68,103,515000,68.495,-988.4622192382812,75.78,103
38.193,203.85,104,520000,38.2807,-956.00439453125,200.16,104
37.7983,246.36,105,525000,44.514,-963.5545043945312,206.36,105
46.5986,992.04,106,530000,42.413,-983.311279296875,989.12,106
46.1998,1000.99,107,535000,42.3847,-1001.911376953125,1000.95,107
46.2363,996.91,108,540000,35.6942,-1020.3953857421875,997.61,108
46.4346,994.88,109,545000,43.6503,-1003.953125,995.49,109
45.9736,991.22,110,550000,47.7987,-1028.9520263671875,991.17,110
44.6911,990.17,111,555000,43.5104,-1039.5992431640625,991.17,111
43.9749,72.28,112,560000,194.2276,-1090.17822265625,72.94,112
45.1173,996.47,113,565000,34.094,-1035.12109375,1042.87,113
43.3752,237.3,114,570000,79.4751,-1106.8082275390625,236.9,114
38.4744,368.69,115,575000,26.8146,-1084.697021484375,379.74,115
38.7854,51.3,116,580000,27.4081,-1103.42919921875,58.59,116
44.7905,999.92,117,585000,47.1235,-1130.790771484375,999.75,117
38.3005,190.38,118,590000,32.2565,-670.5551147460938,190.41,118
39.646,351.46,119,595000,47.8669,-1110.7408447265625,346.71,119
39.6697,403.73,120,600000,36.863,-1118.1739501953125,389.16,120
34.0857,188.83,121,605000,20.6698,-353.3895568847656,224.8,121
40.9212,798.95,122,610000,47.2859,-1165.949462890625,700.85,122
43.9796,1017.53,123,615000,40.557,-1164.4344482421875,1016.43,123
35.0175,139.15,124,620000,82.5812,-1063.5947265625,142.82,124
30.9799,115.06,125,625000,13.8133,-374.9090881347656,114.99,125
31.1328,585.53,126,630000,14.1005,-353.119384765625,1430.94,126
35.3498,1047.67,127,635000,16.8949,-954.0466918945312,1055.91,127
41.5809,1009.22,128,640000,23.3095,-1269.167236328125,1017.08,128
40.7021,990.9,129,645000,31.9879,-1271.4495849609375,1000.46,129
35.8441,1190.11,130,650000,30.729,-1137.48974609375,992.84,130
35.8908,220.75,131,655000,43.7409,-1082.033935546875,229.35,131
36.0578,146.61,132,660000,87.2612,-1062.3070068359375,190.9,132
45.7657,1019.08,133,665000,36.2788,-1300.0001220703125,1018.2,133
44.1645,988.6,134,670000,57.2269,-1351.04736328125,496.12,134
33.6752,396.5,135,675000,20.0652,-922.9580688476562,404.9,135
44.8581,1011.68,136,680000,29.7677,-1358.679443359375,1011.43,136
46.7186,989.69,137,685000,36.0608,-1376.8212890625,988.78,137
44.3231,971.84,138,690000,54.7287,-1337.3853759765625,971.75,138
44.41,995.46,139,695000,30.4973,-1399.9669189453125,996.27,139
42.0703,1001.91,140,700000,24.5186,-1370.2034912109375,1004.93,140
41.7361,1017.06,141,705000,21.6836,-1385.1143798828125,1016.26,141
42.1169,989.64,142,710000,26.673,-1333.6429443359375,989.36,142
36.5724,350.18,143,715000,28.9252,-1335.0509033203125,973.31,143
40.4731,773.78,144,720000,20.3669,-1386.596923828125,626.73,144
40.9074,1009.74,145,725000,43.1194,-1471.5126953125,1004.16,145
39.0989,429.12,146,730000,80.2984,-1499.8121337890625,377.9,146
39.4316,68.23,147,735000,107.1405,-1604.121337890625,68.46,147
41.3199,280.78,148,740000,40.9956,-1520.757568359375,281.83,148
40.5322,1008.28,149,745000,31.1941,-1513.8665771484375,1009.83,149
45.7639,1007.42,150,750000,40.7541,-1514.7578125,1007.22,150
35.8866,294.52,151,755000,17.8229,-812.0889892578125,294.55,151
34.0279,294.56,152,760000,17.4991,-1094.9595947265625,299.16,152
35.3496,1000.74,153,765000,40.4822,-1427.658935546875,930.29,153
40.3048,870.61,154,770000,32.8701,-1575.217529296875,1010.24,154
37.3761,273.07,155,775000,35.3387,-1605.60302734375,308.89,155
39.4789,734.43,156,780000,45.8701,-1521.8951416015625,422.38,156
44.8863,492.87,157,785000,50.2724,-1589.146484375,540.61,157
45.0535,989.5,158,790000,59.1219,-1629.809326171875,989.51,158
40.4121,139.11,159,795000,50.4655,-1643.783935546875,140.4,159
39.3596,123.33,160,800000,64.5489,-1636.456787109375,122.78,160
35.9814,202.74,161,805000,142.8931,-1582.224365234375,191.74,161
41.3715,1027.22,162,810000,35.0098,-1663.7730712890625,1024.09,162
43.2378,1003.48,163,815000,42.9111,-1731.786865234375,1002.47,163
44.7325,15.39,164,820000,41.5324,-1742.29443359375,15.59,164
44.751,983.31,165,825000,42.2781,-1723.461181640625,983.61,165
40.1773,18.43,166,830000,71.8723,-1823.63671875,18.84,166
43.6195,968.19,167,835000,62.7601,-1730.0565185546875,874.22,167
38.6009,155.24,168,840000,23.7284,-1566.9505615234375,151.93,168
41.85,2.27,169,845000,113.5455,-1776.4696044921875,2.27,169
40.0672,37.47,170,850000,29.5807,-1765.4395751953125,36.45,170
45.0736,1031.01,171,855000,37.5298,-1819.8896484375,1029.79,171
44.2367,994.38,172,860000,36.7372,-1850.5025634765625,993.4,172
44.2882,994.0,173,865000,40.6855,-1883.901123046875,993.86,173
44.5675,977.82,174,870000,35.7405,-1857.6634521484375,977.1,174
44.0991,980.92,175,875000,42.7085,-1893.08056640625,980.61,175
44.3933,990.92,176,880000,32.5459,-1925.9969482421875,990.27,176
43.6279,994.24,177,885000,30.6461,-1944.112548828125,993.61,177
43.6246,995.14,178,890000,31.3728,-1964.6875,994.95,178
43.6322,1005.8,179,895000,52.0199,-1932.1048583984375,1005.7,179
39.0477,117.5,180,900000,25.6421,-1739.055908203125,116.21,180
40.0284,86.77,181,905000,57.4527,-1917.845458984375,87.07,181
43.2699,1034.93,182,910000,27.4352,-1989.2735595703125,1035.06,182
45.0286,1005.29,183,915000,53.159,-1996.9764404296875,1005.2,183
46.0274,1007.99,184,920000,35.463,-2052.75439453125,1007.65,184
42.8325,1013.56,185,925000,35.7767,-2069.69091796875,1011.41,185
44.1137,1013.13,186,930000,29.9738,-2083.9912109375,1015.58,186
43.3598,1025.37,187,935000,28.8168,-2084.24365234375,1021.57,187
37.8019,71.02,188,940000,21.6112,-1989.39111328125,71.27,188
44.7511,1003.86,189,945000,43.1889,-2137.995361328125,1003.41,189
45.0732,1039.66,190,950000,26.7563,-2119.462158203125,1038.85,190
43.419,995.49,191,955000,44.1914,-2157.3330078125,995.94,191
44.2906,1006.74,192,960000,45.6345,-2162.51513671875,1006.47,192
43.7864,991.97,193,965000,47.3953,-2210.861572265625,991.76,193
44.1295,833.66,194,970000,43.1874,-2233.534423828125,839.61,194
44.5062,563.26,195,975000,43.5226,-2214.876708984375,557.89,195
42.2905,975.75,196,980000,41.4501,-2228.857421875,982.69,196
42.2067,1003.3,197,985000,37.7478,-2246.78955078125,1003.35,197
40.7383,981.66,198,990000,36.1643,-2240.213623046875,989.82,198
42.358,1018.22,199,995000,28.2409,-2295.798828125,1015.63,199
