Running Update Time,Running Forward KL,Running Reverse KL,Running Env Steps,Real Sto Return,Real Det Return,Reward Loss,Itration
48,45.8259,21.3144,240000,3594.92,3683.55,-1468.2752685546875,48
49,45.3918,21.0915,245000,3519.66,3683.74,-1476.4599609375,49
50,45.5936,21.5673,250000,3573.33,3668.12,-1490.7392578125,50
51,45.865,21.6078,255000,3623.52,3703.85,-1506.4560546875,51
52,45.5796,22.2193,260000,3561.83,3725.12,-1576.1207275390625,52
53,45.7183,21.7011,265000,3644.24,3714.25,-1622.1165771484375,53
54,46.9178,22.7759,270000,3637.66,3684.75,-1680.7911376953125,54
55,47.2396,23.5775,275000,3673.21,3773.25,-1722.0252685546875,55
56,46.329,22.331,280000,3642.38,3720.6,-1697.335205078125,56
57,46.164,21.8543,285000,3666.99,3759.73,-1769.7642822265625,57
58,45.9176,20.805,290000,3721.51,3782.82,-1737.713623046875,58
59,46.4184,21.7306,295000,3690.85,3753.38,-1792.302490234375,59
60,46.2126,22.2217,300000,3676.58,3758.96,-1871.119140625,60
61,46.1453,20.2093,305000,3711.14,3772.44,-1876.3079833984375,61
62,46.0501,24.0102,310000,3708.35,3786.94,-1902.703369140625,62
63,46.0612,20.596,315000,3652.78,3731.7,-1961.9715576171875,63
64,46.5422,20.8133,320000,3675.53,3755.52,-2014.9422607421875,64
65,46.1816,21.5509,325000,3746.06,3806.29,-2019.8519287109375,65
66,46.4942,20.5105,330000,3708.71,3736.51,-2127.141845703125,66
67,46.473,21.6112,335000,3708.09,3767.47,-2123.039306640625,67
68,46.4398,21.698,340000,3677.92,3785.81,-2123.014404296875,68
69,46.4509,23.0313,345000,3733.26,3810.98,-2235.88916015625,69
70,45.572,21.3709,350000,3710.57,3756.4,-2166.971923828125,70
71,46.3942,21.7577,355000,3691.42,3801.71,-2248.156494140625,71
72,45.9718,20.9163,360000,3735.38,3825.79,-2272.73193359375,72
73,45.8147,19.4939,365000,3726.46,3814.65,-2274.36083984375,73
74,46.4327,22.7231,370000,3722.05,3807.22,-2414.9404296875,74
75,45.9414,21.1173,375000,3729.35,3799.76,-2360.231201171875,75
76,46.1748,21.712,380000,3746.64,3803.85,-2389.952880859375,76
77,46.0211,20.4931,385000,3708.82,3790.82,-2520.92822265625,77
78,45.6483,20.1584,390000,3706.52,3761.0,-2444.8310546875,78
79,45.924,22.0619,395000,3704.94,3790.33,-2551.649658203125,79
80,46.1654,21.035,400000,3682.74,3749.59,-2552.783935546875,80
81,46.9503,22.2783,405000,3767.02,3845.85,-2684.683837890625,81
82,46.2437,21.2682,410000,3724.9,3839.75,-2735.840087890625,82
83,46.2864,20.5967,415000,3757.59,3838.68,-2660.2001953125,83
84,45.5888,19.6719,420000,3733.48,3822.06,-2706.975341796875,84
85,45.463,19.0354,425000,3745.75,3836.48,-2739.4814453125,85
86,46.0143,19.7301,430000,3707.29,3816.89,-2776.4296875,86
87,45.9074,20.5509,435000,3727.38,3793.77,-2888.254638671875,87
88,45.6516,20.4301,440000,3730.85,3788.29,-2918.581298828125,88
89,46.2702,21.5493,445000,3785.79,3855.99,-2904.450927734375,89
90,46.1154,21.9735,450000,3722.23,3816.16,-3011.22705078125,90
91,45.8334,21.2131,455000,3783.24,3837.17,-3083.2177734375,91
92,45.7785,20.0328,460000,3754.52,3843.03,-3128.227294921875,92
93,46.2946,21.6171,465000,3757.3,3817.7,-3150.65087890625,93
94,46.2202,20.5376,470000,3794.53,3880.76,-3182.65234375,94
95,46.3812,20.5117,475000,3736.43,3811.21,-3241.77685546875,95
96,45.4862,21.089,480000,3795.43,3876.25,-3224.518310546875,96
97,45.6657,19.339,485000,3758.04,3840.7,-3180.1845703125,97
98,45.2347,20.2526,490000,3741.42,3792.22,-3274.02978515625,98
99,46.3944,20.3435,495000,3712.1,3795.66,-3391.423583984375,99
100,45.6666,18.639,500000,3738.03,3810.39,-3235.7314453125,100
101,45.9387,20.5544,505000,3748.3,3811.29,-3371.159423828125,101
102,46.1261,21.236,510000,3757.99,3820.61,-3454.9970703125,102
103,45.8997,19.4172,515000,3746.36,3836.21,-3541.293212890625,103
104,46.2075,20.5442,520000,3741.63,3810.28,-3556.931396484375,104
105,45.3758,19.8909,525000,3750.34,3817.28,-3565.974365234375,105
106,46.111,20.9887,530000,3766.54,3800.06,-3657.974853515625,106
107,46.1197,18.8999,535000,3749.25,3789.35,-3696.772216796875,107
108,45.8258,20.6822,540000,3761.21,3809.09,-3760.73486328125,108
109,46.2987,20.6819,545000,3777.68,3803.43,-3754.1845703125,109
110,45.5609,18.6371,550000,3726.46,3767.24,-3763.990478515625,110
111,45.8482,19.9623,555000,3788.63,3847.67,-3872.44580078125,111
112,46.0133,20.7697,560000,3738.16,3775.04,-3853.8193359375,112
113,45.7665,19.5545,565000,3724.69,3792.49,-3863.217529296875,113
114,45.8558,20.4767,570000,3741.04,3812.78,-4043.872802734375,114
115,45.8586,19.3874,575000,3788.32,3834.23,-4081.73876953125,115
116,45.9676,20.1747,580000,3771.22,3813.85,-4071.8857421875,116
117,45.4315,19.1124,585000,3755.21,3818.31,-3963.46484375,117
118,45.9064,19.5507,590000,3732.71,3823.03,-4177.5244140625,118
119,45.5938,19.5586,595000,3743.52,3817.35,-4097.2783203125,119
120,45.8275,19.1141,600000,3654.18,3885.66,-4302.55322265625,120
121,45.1696,19.9214,605000,3796.79,3826.69,-4223.7421875,121
122,46.1715,20.2393,610000,3751.16,3828.03,-4364.25,122
123,45.5003,19.5345,615000,3805.66,3821.1,-4329.171875,123
124,46.6228,20.4533,620000,3763.43,3827.78,-4520.34033203125,124
125,45.7585,19.7478,625000,3759.22,3810.01,-4409.87548828125,125
126,46.153,19.3416,630000,3797.76,3869.67,-4554.2158203125,126
127,45.143,18.3709,635000,3712.36,3768.0,-4540.74755859375,127
128,45.7175,19.5061,640000,3793.66,3849.58,-4523.08935546875,128
129,45.4086,18.0081,645000,3735.72,3823.69,-4611.28271484375,129
130,45.1599,18.7915,650000,3780.82,3855.37,-4527.00146484375,130
131,45.6427,20.2628,655000,3792.87,3835.18,-4652.4697265625,131
132,45.9881,18.754,660000,3765.68,3848.36,-4788.37255859375,132
133,45.595,19.3134,665000,3733.67,3803.19,-4766.6259765625,133
134,45.6833,19.3035,670000,3736.12,3797.72,-4744.0244140625,134
135,46.029,20.1602,675000,3811.09,3844.56,-4932.08447265625,135
136,46.0771,19.8891,680000,3788.48,3857.54,-4966.58837890625,136
137,45.7826,18.7666,685000,3785.34,3851.04,-5009.2763671875,137
138,44.9646,18.624,690000,3765.66,3850.67,-4911.0537109375,138
139,45.7451,20.2434,695000,3767.71,3813.4,-4974.83544921875,139
140,45.9566,20.4426,700000,3776.35,3803.16,-5177.33740234375,140
141,45.5124,18.9098,705000,3829.09,3928.23,-5178.41796875,141
142,45.9566,19.9475,710000,3843.3,3912.95,-5193.22900390625,142
143,45.1997,18.6666,715000,3815.67,3884.13,-5146.44189453125,143
144,45.5088,19.9335,720000,3802.0,3852.51,-5241.763671875,144
145,45.1476,18.8688,725000,3807.3,3872.34,-5233.439453125,145
146,45.6384,19.0797,730000,3818.92,3897.06,-5298.21337890625,146
147,45.6411,18.1163,735000,3797.51,3922.01,-5468.5576171875,147
148,45.7584,18.8773,740000,3831.54,3943.2,-5428.80126953125,148
149,45.2972,19.615,745000,3821.32,3889.91,-5555.408203125,149
150,44.8154,18.129,750000,3775.02,3889.79,-5482.349609375,150
151,45.2454,20.0601,755000,3790.06,3829.6,-5576.60693359375,151
152,45.152,18.1611,760000,3762.29,3904.96,-5577.22216796875,152
153,45.2836,18.9717,765000,3835.88,3870.77,-5758.01416015625,153
154,45.6833,18.6725,770000,3815.02,3895.5,-5787.59521484375,154
155,45.8602,18.9036,775000,3839.28,3886.81,-5881.06494140625,155
156,45.5166,20.126,780000,3779.65,3873.01,-5967.31640625,156
157,45.0156,18.0843,785000,3781.7,3845.0,-5795.03515625,157
158,45.9384,18.4209,790000,3911.37,4009.48,-6017.29443359375,158
159,45.1026,18.2785,795000,3785.42,3868.96,-5946.9345703125,159
160,45.8216,19.12,800000,3794.44,3904.99,-6145.81591796875,160
161,45.0794,18.1686,805000,3826.34,3903.68,-6041.12548828125,161
162,45.8266,19.4947,810000,3826.78,3963.14,-6258.52734375,162
163,44.9009,18.9946,815000,3844.32,3923.16,-6246.673828125,163
164,45.7232,19.9659,820000,3862.49,3919.84,-6323.78466796875,164
165,45.0998,18.0559,825000,3813.0,3931.1,-6344.8994140625,165
166,45.4774,17.4058,830000,3828.31,3932.98,-6321.07861328125,166
167,44.8467,17.326,835000,3817.9,3867.25,-6237.275390625,167
168,44.5,17.5333,840000,3867.04,3971.27,-6454.1943359375,168
169,45.0829,17.9969,845000,3823.58,3899.99,-6502.4072265625,169
170,45.0805,17.7384,850000,3821.34,3917.37,-6482.84521484375,170
171,45.6978,19.6578,855000,3887.03,3926.61,-6615.06787109375,171
172,44.6978,18.3944,860000,3813.4,3890.13,-6669.3896484375,172
173,45.7245,18.8249,865000,3850.5,3930.66,-6906.4267578125,173
174,44.9345,19.3176,870000,3849.99,3910.22,-6930.017578125,174
175,45.3718,18.0051,875000,3869.99,3978.57,-6821.1689453125,175
176,44.8103,18.5135,880000,3826.06,3939.51,-6895.150390625,176
177,44.959,18.498,885000,3855.49,3932.47,-7009.86279296875,177
178,45.3396,18.0652,890000,3892.54,3990.31,-6822.9931640625,178
179,46.0002,19.4797,895000,3851.73,3897.98,-7247.6669921875,179
180,45.8571,19.5989,900000,3905.09,3983.31,-7333.53662109375,180
181,44.9724,18.4415,905000,3842.12,3942.11,-7128.521484375,181
182,44.8782,17.9584,910000,3873.01,3962.01,-7207.6025390625,182
183,44.9012,17.811,915000,3813.81,3903.97,-7419.04541015625,183
184,45.4265,18.7209,920000,3892.4,3968.57,-7422.40380859375,184
185,45.4375,18.6492,925000,3906.4,3959.74,-7451.33984375,185
186,45.6177,18.8081,930000,3892.26,3968.68,-7607.13037109375,186
187,45.0,17.44,935000,3866.07,3962.03,-7535.08154296875,187
188,45.2447,18.4528,940000,3887.2,3948.97,-7721.21240234375,188
189,45.3072,18.3841,945000,3883.05,3942.05,-7523.3671875,189
190,45.2956,19.7658,950000,3871.68,3891.91,-7872.267578125,190
191,44.4552,18.1018,955000,3844.03,3920.0,-7734.47119140625,191
192,45.5992,18.4779,960000,3888.43,3956.4,-7961.30810546875,192
193,45.2424,19.4865,965000,3891.01,3961.9,-7981.20703125,193
194,44.5873,17.2486,970000,3796.0,3999.27,-7755.8955078125,194
195,45.1737,19.164,975000,3868.81,3948.32,-8169.7431640625,195
196,44.5635,17.6603,980000,3834.79,3912.45,-7906.3125,196
197,44.9201,17.9149,985000,3839.3,3907.35,-8054.3359375,197
198,45.4625,18.0738,990000,3679.57,3969.42,-8369.201171875,198
199,44.9827,17.8189,995000,3762.29,3933.57,-8348.34375,199
200,44.7287,17.5446,1000000,3854.46,3930.53,-8400.10546875,200
201,44.8094,17.9399,1005000,3835.48,3924.01,-8457.1650390625,201
202,44.8658,18.4355,1010000,3881.01,3930.78,-8353.6552734375,202
203,45.1311,18.4165,1015000,3885.13,3960.45,-8581.7060546875,203
204,44.9992,18.8603,1020000,3937.29,4002.2,-8547.6279296875,204
205,45.4363,18.0411,1025000,3887.59,3951.09,-8812.7060546875,205
206,44.9174,18.4592,1030000,3885.91,3900.77,-8793.47265625,206
207,45.2675,18.5015,1035000,3881.17,3943.04,-8858.8515625,207
208,45.5709,18.7184,1040000,3845.44,3870.2,-8969.6396484375,208
209,44.8792,18.2194,1045000,3833.76,3865.0,-9012.7119140625,209
210,44.3799,18.1225,1050000,3902.22,3937.88,-9000.1025390625,210
211,45.5583,18.8097,1055000,3845.77,3886.38,-9105.728515625,211
212,45.3388,18.3293,1060000,3881.19,3926.51,-9128.341796875,212
213,45.287,18.6649,1065000,3899.2,3936.96,-9167.349609375,213
214,45.2877,17.7443,1070000,3889.33,3923.03,-9303.142578125,214
215,45.0557,18.4585,1075000,3587.33,3951.29,-9295.751953125,215
216,45.1326,16.9375,1080000,3923.3,3972.09,-9526.0,216
217,45.6617,16.5725,1085000,3465.45,4009.06,-9462.7783203125,217
218,45.1792,18.3904,1090000,3851.28,3902.04,-9644.779296875,218
219,45.61,19.0398,1095000,3765.82,3912.14,-9836.919921875,219
220,44.8098,18.2324,1100000,3754.65,3511.16,-9718.771484375,220
221,45.3296,18.9122,1105000,3776.71,3983.67,-9947.8837890625,221
222,45.6346,17.5534,1110000,3913.0,3741.85,-9831.5595703125,222
223,45.7037,18.8641,1115000,3891.91,3900.94,-10103.7001953125,223
224,45.6687,18.6846,1120000,3951.05,2957.24,-10098.1904296875,224
225,45.1985,17.0087,1125000,3807.73,3954.24,-10027.994140625,225
226,45.1992,17.8712,1130000,3924.46,3797.86,-10319.5703125,226
227,45.0959,17.3741,1135000,3949.02,3973.66,-10219.59375,227
228,45.5113,17.946,1140000,3819.35,3972.17,-10371.06640625,228
229,44.7366,18.0227,1145000,3919.13,3990.01,-10554.7470703125,229
230,45.6999,18.2271,1150000,3955.12,3987.16,-10506.1279296875,230
231,45.3544,16.9276,1155000,3646.18,3992.54,-10478.0146484375,231
232,44.8245,17.6563,1160000,4007.11,4017.47,-10712.388671875,232
233,44.9943,16.6349,1165000,3962.04,4023.98,-10671.9609375,233
234,44.5649,16.3685,1170000,3972.96,4000.08,-10777.060546875,234
235,44.7025,17.3975,1175000,3871.54,4091.6,-10973.5029296875,235
236,44.9913,16.2455,1180000,3792.48,4010.64,-11002.2509765625,236
237,44.3391,14.9638,1185000,3362.13,4008.27,-10940.5244140625,237
238,44.6511,15.0113,1190000,2646.79,4017.31,-11466.3427734375,238
239,44.7166,15.5733,1195000,3374.62,4080.11,-11087.16796875,239
240,45.3178,16.006,1200000,3510.26,4062.63,-11403.7626953125,240
241,45.0942,14.5896,1205000,3083.11,3983.49,-11740.7255859375,241
242,44.9443,21.9157,1210000,2904.04,4040.09,-11724.8828125,242
243,44.7413,15.0038,1215000,3283.44,4037.94,-11237.3837890625,243
244,45.1912,20.0655,1220000,3106.9,4051.51,-11826.2783203125,244
245,45.3036,17.1802,1225000,3104.28,4039.31,-11665.724609375,245
246,44.6358,14.0971,1230000,3358.72,4119.08,-11354.2685546875,246
247,45.2375,13.9303,1235000,3073.88,4030.47,-11761.5146484375,247
248,44.6427,15.0277,1240000,3845.35,4077.18,-11733.3935546875,248
249,44.5104,14.7036,1245000,3396.01,4032.96,-11776.9423828125,249
250,44.443,15.9705,1250000,3407.32,4057.48,-11813.986328125,250
251,44.4877,16.6026,1255000,3807.57,4040.89,-11868.8134765625,251
252,44.4597,16.8671,1260000,3782.32,4059.69,-11937.3408203125,252
253,44.5199,16.2458,1265000,3941.44,4045.66,-12040.8779296875,253
254,44.1827,17.1507,1270000,3952.8,4038.71,-12184.9482421875,254
255,44.4,16.1524,1275000,3834.6,4058.74,-12431.47265625,255
256,44.4359,16.4353,1280000,3631.57,4034.11,-12121.1357421875,256
257,44.2722,16.1902,1285000,3390.2,3776.87,-12246.6904296875,257
258,44.1225,15.6813,1290000,3726.3,4084.42,-12584.23046875,258
259,44.0812,15.3539,1295000,3937.17,4121.37,-12526.041015625,259
260,43.783,16.3524,1300000,3876.21,4101.37,-12712.6923828125,260
261,44.1599,15.9771,1305000,3874.94,4141.9,-12794.47265625,261
262,44.4762,16.7927,1310000,3427.15,4007.86,-12960.322265625,262
263,44.4291,16.4188,1315000,3683.23,4049.5,-13016.4833984375,263
264,44.3802,14.6458,1320000,3895.31,4019.53,-12813.634765625,264
265,44.5288,16.7082,1325000,3575.0,4084.35,-13370.79296875,265
266,44.6068,16.8678,1330000,3943.83,3997.04,-13476.427734375,266
267,44.8195,16.7777,1335000,3700.19,4017.22,-13501.9345703125,267
268,45.0025,15.7766,1340000,3279.56,2374.37,-13772.0791015625,268
269,44.6254,16.6906,1345000,3525.85,3912.38,-13620.6474609375,269
270,44.442,16.5221,1350000,3813.94,3957.54,-13829.65625,270
271,44.3775,16.4078,1355000,3940.24,3955.03,-13791.3017578125,271
272,44.2072,17.038,1360000,3869.28,3969.78,-13996.9921875,272
273,44.7195,16.7783,1365000,3838.38,3980.6,-14020.99609375,273
274,44.9447,17.2411,1370000,3875.94,3928.19,-14138.138671875,274
275,44.956,16.7245,1375000,3777.67,3893.74,-14168.693359375,275
276,44.9463,17.0195,1380000,3805.49,3992.29,-14449.263671875,276
277,44.9352,16.8646,1385000,3972.93,4018.73,-14245.91796875,277
278,44.4755,17.0075,1390000,3831.09,3980.5,-14600.1630859375,278
279,44.6884,17.8727,1395000,3605.42,3985.5,-14799.7939453125,279
280,45.3238,18.616,1400000,3866.2,4000.32,-14757.470703125,280
281,44.5886,17.3241,1405000,3921.38,3936.38,-14685.189453125,281
282,44.2414,16.6257,1410000,3684.68,3968.93,-15041.7607421875,282
283,44.4331,17.0576,1415000,3695.0,3965.55,-15036.0966796875,283
284,44.2546,17.1129,1420000,3909.37,3923.49,-15100.4619140625,284
285,44.3908,16.8118,1425000,3727.98,3925.89,-15079.275390625,285
286,45.09,16.7522,1430000,3957.26,3952.19,-15393.53125,286
287,44.6146,16.9507,1435000,3932.96,3978.29,-15239.0234375,287
288,44.3681,16.4594,1440000,3852.17,4002.43,-15537.5380859375,288
289,44.551,15.9763,1445000,3966.88,3999.72,-15535.4716796875,289
290,44.8903,16.6236,1450000,3980.65,4040.5,-15772.7021484375,290
291,44.6635,17.0658,1455000,3819.39,3978.11,-15834.744140625,291
292,44.2151,16.5204,1460000,3968.45,4013.94,-15905.07421875,292
293,44.8123,16.0636,1465000,3934.4,3948.72,-15893.94140625,293
294,44.1165,16.3646,1470000,3983.1,4023.63,-15982.2236328125,294
295,44.1243,16.7929,1475000,3833.6,4007.07,-16315.880859375,295
296,44.4502,16.6625,1480000,3971.52,3985.93,-16545.8671875,296
297,44.5772,17.8322,1485000,3820.3,3951.3,-16753.853515625,297
298,44.8117,17.2303,1490000,3998.02,4007.98,-16847.966796875,298
299,44.8288,16.3957,1495000,3815.68,3987.73,-16776.560546875,299
300,44.2727,16.9211,1500000,3994.05,3972.5,-16718.74609375,300
301,44.5709,16.7704,1505000,3988.76,4013.02,-17061.814453125,301
302,44.5921,16.465,1510000,3969.64,3965.51,-16939.095703125,302
303,44.3873,16.6427,1515000,3989.44,3983.67,-17144.734375,303
304,44.8309,16.2321,1520000,3884.51,3959.88,-17340.486328125,304
305,44.6517,15.664,1525000,3963.01,3971.39,-17340.03125,305
306,44.3791,16.4926,1530000,3969.53,3966.18,-17521.474609375,306
307,44.33,16.4699,1535000,3821.33,3919.81,-17531.037109375,307
308,44.6242,17.2687,1540000,3855.89,3954.72,-17600.646484375,308
309,43.9243,16.807,1545000,3994.28,3985.83,-17672.07421875,309
310,44.4167,17.2331,1550000,4006.74,4062.94,-17896.353515625,310
311,44.449,17.7001,1555000,3995.55,3984.62,-17990.857421875,311
312,44.3331,17.1464,1560000,3987.22,4000.01,-18048.28125,312
313,44.2632,16.6016,1565000,3859.38,4050.69,-18022.490234375,313
314,44.2604,16.2876,1570000,4017.17,4058.55,-18306.626953125,314
315,44.3198,16.5527,1575000,4040.55,4003.68,-18116.857421875,315
316,44.0592,16.6686,1580000,3874.82,4029.24,-18446.484375,316
317,44.3435,16.6588,1585000,3977.53,4069.09,-18203.423828125,317
318,44.2286,16.3641,1590000,4019.48,4012.05,-18298.109375,318
319,44.4259,17.0322,1595000,3974.62,4031.89,-18418.447265625,319
320,44.0701,16.0213,1600000,4048.3,3974.03,-18568.552734375,320
321,44.8145,16.3442,1605000,3660.83,4022.45,-19077.162109375,321
322,44.9263,17.3178,1610000,3847.81,4078.44,-19220.091796875,322
323,44.2908,16.6232,1615000,4037.76,4050.52,-19066.216796875,323
324,43.8547,16.8048,1620000,4086.11,4075.95,-19090.12890625,324
325,44.0823,16.8924,1625000,3898.33,4016.39,-19481.56640625,325
326,44.262,16.766,1630000,4046.43,4042.47,-19510.44140625,326
327,44.2908,16.2657,1635000,3866.39,4074.89,-19558.640625,327
328,44.2852,16.3542,1640000,3898.06,4092.56,-19800.69921875,328
329,44.6546,21.0619,1645000,3920.48,4206.79,-20419.494140625,329
330,43.9069,15.8996,1650000,3908.92,4097.94,-19671.1953125,330
331,47.5873,20.9314,1655000,1044.16,713.41,-21727.494140625,331
332,44.172,17.1761,1660000,3653.05,3888.5,-19393.0703125,332
333,43.9566,15.3502,1665000,2812.51,2855.08,-19287.912109375,333
334,44.9155,16.2881,1670000,2079.12,1108.96,-20194.07421875,334
335,44.7244,19.7932,1675000,1933.31,2277.04,-20268.646484375,335
336,44.0549,25.9695,1680000,3774.88,3940.92,-20453.8984375,336
337,44.7052,29.9799,1685000,3456.03,3966.45,-20679.908203125,337
338,45.8474,13.568,1690000,2387.59,4022.67,-19389.431640625,338
339,44.666,17.0734,1695000,3986.13,3968.43,-20148.759765625,339
340,44.8481,17.3052,1700000,3947.98,3929.99,-20859.66796875,340
341,44.5999,17.4361,1705000,3961.22,4066.84,-20876.361328125,341
342,44.5163,16.7791,1710000,3850.01,4095.61,-21171.267578125,342
343,44.7434,18.0063,1715000,4119.44,4234.83,-21382.57421875,343
344,44.8993,16.5318,1720000,4092.65,4183.11,-21185.6328125,344
345,44.4972,17.4816,1725000,4104.28,4093.37,-21527.607421875,345
346,44.7551,17.2059,1730000,4113.15,4153.49,-21749.34765625,346
347,44.4646,17.3369,1735000,4089.24,4131.96,-21604.982421875,347
348,44.5072,16.4778,1740000,3993.35,4126.8,-21675.435546875,348
349,44.4612,17.5173,1745000,4130.4,4208.37,-21772.6640625,349
350,44.7957,16.2302,1750000,4133.91,4116.46,-22196.822265625,350
351,44.0079,17.0222,1755000,4137.58,4131.38,-22003.546875,351
352,44.6935,17.0236,1760000,3981.09,4161.92,-22169.09375,352
353,44.3927,17.4587,1765000,4185.69,4188.62,-22372.771484375,353
354,45.1264,17.9947,1770000,3787.51,4215.14,-22445.98046875,354
355,44.7602,17.0385,1775000,4172.3,4176.02,-22513.970703125,355
356,44.9082,17.3247,1780000,4078.15,4172.41,-22623.07421875,356
357,44.2525,17.8173,1785000,4176.58,4173.82,-22592.193359375,357
358,44.4797,17.4666,1790000,4144.97,4174.7,-22954.736328125,358
359,44.7054,17.9339,1795000,4153.93,4240.12,-23057.283203125,359
360,45.0459,17.6957,1800000,4032.76,4182.03,-23573.16015625,360
361,44.7388,17.6978,1805000,4089.17,4132.54,-23644.029296875,361
362,44.3648,17.3968,1810000,4187.37,4141.9,-23354.455078125,362
363,44.6139,17.4859,1815000,4141.93,4156.57,-23678.58984375,363
364,44.2049,17.0431,1820000,4171.71,4206.17,-23465.236328125,364
365,44.6636,17.0672,1825000,4157.72,4153.88,-23575.974609375,365
366,44.1334,16.7568,1830000,3948.84,4105.07,-23317.103515625,366
367,44.1009,17.2176,1835000,3972.73,4093.58,-23741.123046875,367
368,44.4823,17.3413,1840000,4222.19,4221.87,-23646.892578125,368
369,44.166,17.4234,1845000,4153.12,4142.96,-23472.15625,369
370,44.1045,16.4729,1850000,4043.93,4199.02,-23477.46875,370
371,44.1974,17.1996,1855000,4188.06,4195.17,-23897.703125,371
372,44.3361,17.4911,1860000,4179.65,4242.21,-24276.115234375,372
373,43.8675,17.2111,1865000,4137.53,4148.8,-24194.939453125,373
374,44.0817,17.1411,1870000,4014.87,4137.67,-24235.6953125,374
375,44.0823,16.9229,1875000,4078.9,4087.59,-23755.171875,375
376,44.1541,17.1902,1880000,4216.7,4227.85,-23963.365234375,376
377,44.0616,17.5656,1885000,4084.34,3537.73,-24279.892578125,377
378,44.1084,17.6409,1890000,4154.34,4305.43,-24684.08984375,378
379,44.6798,18.3478,1895000,4254.45,4369.63,-24439.0234375,379
380,44.9102,17.9706,1900000,4211.56,4413.58,-24591.810546875,380
381,44.5962,16.0998,1905000,4070.4,3947.61,-25233.451171875,381
382,44.4028,17.6154,1910000,3955.74,4138.45,-24437.9375,382
383,44.4358,16.1106,1915000,4056.14,4309.65,-25258.609375,383
384,44.3169,16.5599,1920000,4087.44,4283.6,-25041.771484375,384
385,43.9761,17.2596,1925000,4282.21,4282.8,-25090.8125,385
386,43.9421,17.0259,1930000,4269.06,4161.54,-25281.935546875,386
387,44.3208,17.2296,1935000,4277.49,4291.41,-25619.0234375,387
