Running Update Time,Running Forward KL,Running Reverse KL,Running Env Steps,Real Sto Return,Real Det Return,Reward Loss,Itration
780,42.9738,18.8014,3900000,4308.35,3784.55,-60598.59765625,780
781,43.268,19.6327,3905000,4094.71,2373.15,-61681.51171875,781
782,43.3816,18.0438,3910000,3762.56,3709.92,-61047.6953125,782
783,43.6619,20.5688,3915000,4466.29,4521.16,-63462.62890625,783
784,43.4302,19.3145,3920000,3441.22,2945.98,-61801.71484375,784
785,44.1888,20.3684,3925000,4069.05,3151.65,-61290.9765625,785
786,44.4745,19.7944,3930000,3793.19,4337.96,-60960.6171875,786
787,43.2777,19.2564,3935000,4555.89,2937.7,-61030.22265625,787
788,43.4974,20.4252,3940000,3667.19,3666.45,-62692.34765625,788
789,43.497,19.2865,3945000,4425.69,4489.72,-61340.3984375,789
790,43.441,19.2015,3950000,4542.21,2899.2,-60906.02734375,790
791,43.5647,19.3028,3955000,4513.14,4561.67,-61806.83203125,791
792,43.5147,18.8308,3960000,4555.03,4576.71,-62721.04296875,792
793,44.0263,19.1865,3965000,4412.09,4184.02,-62333.359375,793
794,43.0029,19.0844,3970000,4506.14,4504.48,-61700.57421875,794
795,43.4945,19.5473,3975000,4496.55,4486.25,-61944.80078125,795
796,43.1936,19.0795,3980000,4511.8,4506.44,-60360.10546875,796
797,43.688,20.6446,3985000,4291.71,4534.89,-62627.26953125,797
798,43.8117,20.0333,3990000,4183.08,4564.04,-63050.6640625,798
799,43.4117,19.1282,3995000,4418.34,4412.6,-60392.12890625,799
800,43.8701,19.7535,4000000,4505.57,4461.92,-62921.64453125,800
801,43.2311,18.8252,4005000,4529.88,4523.88,-61099.0625,801
802,43.236,18.7377,4010000,3687.38,4468.46,-61810.5546875,802
803,43.5089,19.4079,4015000,4550.26,4566.13,-62611.546875,803
804,43.8214,19.6381,4020000,4500.11,4447.65,-62921.0,804
805,43.613,19.0214,4025000,4311.57,3609.34,-61285.23046875,805
806,43.0389,18.8304,4030000,4132.47,4449.02,-60984.43359375,806
807,44.0362,20.2248,4035000,4517.54,4560.22,-62152.8828125,807
808,43.6958,19.1845,4040000,4128.46,4518.59,-61629.5,808
809,42.5706,18.2874,4045000,4291.78,4121.73,-60209.73828125,809
810,43.4147,19.1771,4050000,4478.43,3023.84,-61418.81640625,810
811,43.5588,18.8398,4055000,4320.57,4542.87,-61707.12109375,811
812,43.1287,18.9728,4060000,4109.58,4419.13,-61653.8203125,812
813,43.486,18.943,4065000,4337.1,4577.68,-61167.96875,813
814,42.9674,18.7619,4070000,4517.39,4561.76,-60643.20703125,814
815,43.8636,19.0507,4075000,4304.12,3805.74,-62690.31640625,815
816,42.4899,18.5757,4080000,4331.07,4190.52,-59322.73046875,816
817,42.815,18.0425,4085000,4458.46,3932.66,-60635.17578125,817
818,43.1985,18.917,4090000,4517.46,4559.94,-61793.4765625,818
819,43.3432,19.8203,4095000,4167.11,4401.71,-62104.53515625,819
820,43.6043,19.273,4100000,4458.12,4447.71,-62264.1171875,820
821,42.8914,18.5344,4105000,4487.55,4487.98,-60591.85546875,821
822,43.1111,19.8059,4110000,4372.1,4581.73,-62279.71875,822
823,44.2244,21.3678,4115000,4585.99,4401.01,-64293.765625,823
824,43.5201,20.2571,4120000,4540.07,4556.34,-63593.703125,824
825,42.7614,19.9014,4125000,4539.23,4587.32,-61344.7734375,825
826,43.4984,19.9046,4130000,4168.44,4352.63,-62973.02734375,826
827,43.2249,19.9365,4135000,4385.21,4559.65,-62347.453125,827
828,42.7788,19.3882,4140000,4283.13,4594.05,-61436.45703125,828
829,43.745,20.7635,4145000,4375.87,4572.58,-63819.68359375,829
830,43.0938,19.0296,4150000,4570.06,4629.11,-61468.4609375,830
831,43.141,19.3236,4155000,4546.75,4575.97,-61889.12890625,831
832,43.0507,19.1013,4160000,4173.36,4542.88,-63163.84765625,832
833,43.6992,20.2066,4165000,4562.16,4614.43,-64333.24609375,833
834,43.0845,18.302,4170000,4541.37,4590.3,-61039.02734375,834
835,43.5337,18.7505,4175000,4366.19,4550.38,-63072.99609375,835
836,43.0605,19.5422,4180000,4403.06,4603.1,-63474.1796875,836
837,42.96,18.8789,4185000,4556.18,4627.3,-61580.75390625,837
838,43.4622,19.818,4190000,4412.96,4650.87,-62734.82421875,838
839,42.7993,19.5682,4195000,4599.5,4612.58,-62595.28125,839
840,43.4603,19.5895,4200000,4612.08,4640.93,-62972.50390625,840
841,43.5142,19.4234,4205000,4475.85,4713.9,-64379.36328125,841
842,43.0608,19.3992,4210000,4580.38,4631.22,-62260.74609375,842
843,43.7353,20.112,4215000,4620.4,4627.67,-64365.05078125,843
844,43.3671,19.5187,4220000,4386.79,4592.09,-62483.40234375,844
845,43.6109,19.7521,4225000,4387.5,4586.22,-63489.84765625,845
846,44.0464,19.2193,4230000,4614.33,4634.36,-62754.71875,846
847,43.5872,20.4779,4235000,4253.66,4647.78,-64592.8515625,847
848,43.8295,19.7756,4240000,4555.92,4602.89,-64278.359375,848
849,43.8642,18.7761,4245000,4180.83,4625.83,-62717.109375,849
850,43.7284,20.1779,4250000,4253.61,4651.96,-63931.9140625,850
851,43.8946,20.4981,4255000,4567.06,4598.39,-64609.94140625,851
852,43.6794,19.2636,4260000,4610.43,4645.38,-63902.703125,852
853,43.7157,19.5667,4265000,4245.94,4709.4,-63164.390625,853
854,43.1255,19.6105,4270000,4631.18,4699.26,-62608.890625,854
855,44.1326,20.0325,4275000,4327.31,4537.25,-63899.8203125,855
856,43.3973,19.2462,4280000,4372.78,4619.22,-64130.51171875,856
857,43.5019,19.773,4285000,4413.63,4452.54,-63191.65234375,857
858,43.7862,20.1277,4290000,4238.82,4547.4,-62725.8671875,858
859,43.8588,20.563,4295000,4041.0,4551.81,-64516.81640625,859
860,43.6685,18.8781,4300000,4171.79,4247.78,-63477.06640625,860
861,44.3407,20.5116,4305000,4185.22,4569.15,-64747.37890625,861
862,44.1351,19.4638,4310000,4216.97,4590.1,-64473.07421875,862
863,43.5469,20.3403,4315000,4362.26,4520.96,-62976.7421875,863
864,43.5594,18.7984,4320000,3308.9,2924.21,-63169.36328125,864
865,44.2454,20.2157,4325000,4271.55,4596.84,-64657.50390625,865
866,43.1274,19.6445,4330000,4084.3,4624.73,-62473.94921875,866
867,43.3565,19.9569,4335000,4616.3,4619.63,-63517.90625,867
868,43.982,21.1968,4340000,4636.28,4637.85,-65614.90625,868
869,43.5631,20.3196,4345000,4609.75,4670.14,-64706.01171875,869
870,44.1953,20.3607,4350000,4445.53,4655.69,-65485.3515625,870
871,43.9347,21.0488,4355000,4255.52,4652.21,-64977.90234375,871
872,43.9189,21.314,4360000,4427.9,4656.36,-65348.74609375,872
873,44.0824,20.4443,4365000,4618.27,4660.05,-64451.890625,873
874,43.4539,19.4466,4370000,4401.66,4603.66,-62736.78515625,874
875,44.1764,20.88,4375000,4155.41,4697.29,-65276.97265625,875
876,43.5899,19.6634,4380000,4480.94,4660.76,-64655.640625,876
877,44.1142,20.2184,4385000,4249.96,4695.19,-64803.1875,877
878,44.0697,20.5659,4390000,4425.07,4681.45,-64904.55078125,878
879,43.6402,20.1099,4395000,4258.59,4675.31,-65070.87890625,879
880,44.1218,20.1344,4400000,4629.99,4694.95,-65280.26171875,880
881,43.5605,20.1193,4405000,4544.54,4644.34,-65063.45703125,881
882,44.1051,20.5838,4410000,4636.44,4690.4,-65568.8671875,882
883,43.6544,19.9626,4415000,4606.13,4651.12,-64631.53515625,883
884,44.397,21.5129,4420000,4432.24,4701.19,-66768.0390625,884
885,43.8765,20.6551,4425000,4453.03,4695.52,-66094.875,885
886,43.5832,20.4724,4430000,4639.05,4700.83,-65607.3671875,886
887,43.593,20.5904,4435000,4541.12,4786.26,-65208.6953125,887
888,43.6529,20.4947,4440000,4300.52,4777.73,-65319.49609375,888
889,44.0589,20.5268,4445000,4500.06,4738.95,-65597.703125,889
890,43.0398,19.54,4450000,4479.26,4710.44,-64308.7421875,890
891,43.3284,21.987,4455000,4467.79,4677.63,-63983.7890625,891
892,44.1584,20.9981,4460000,4691.89,4715.3,-66053.65625,892
893,44.2399,20.9897,4465000,4421.9,4755.2,-66555.1328125,893
894,43.7025,22.0745,4470000,4284.49,4549.44,-64854.05859375,894
895,44.3138,22.5759,4475000,4510.55,4750.94,-67542.0,895
896,44.7887,21.9062,4480000,4609.02,4645.32,-67086.1015625,896
897,43.8797,20.7027,4485000,4500.17,4737.17,-66592.8203125,897
898,46.2725,25.4173,4490000,2167.28,2363.31,-64251.91015625,898
899,45.5064,26.6025,4495000,2321.24,1970.2,-60785.5625,899
900,44.7938,24.1943,4500000,3765.72,4383.21,-63132.84375,900
901,45.2064,45.5859,4505000,1849.88,1777.57,-58521.19921875,901
902,44.6551,31.8518,4510000,1503.39,1072.31,-62876.3828125,902
903,42.5024,22.0643,4515000,4070.79,4471.12,-60281.234375,903
904,43.755,22.2196,4520000,4532.39,4502.8,-65344.34765625,904
905,42.6728,23.2176,4525000,3644.45,3529.66,-62995.4765625,905
906,43.2234,22.146,4530000,4615.1,4662.57,-65286.1328125,906
907,43.4781,22.1338,4535000,4244.35,4661.28,-66555.0546875,907
908,43.2745,21.3225,4540000,4426.73,4637.95,-66065.4609375,908
909,43.7122,23.6677,4545000,4425.51,4634.09,-67438.234375,909
910,43.5858,21.6645,4550000,3888.2,4672.06,-67351.6796875,910
911,43.8683,23.0754,4555000,4236.71,4638.72,-65632.578125,911
912,43.5908,21.266,4560000,4633.65,4661.53,-66903.8984375,912
913,43.5312,20.6409,4565000,4258.18,4147.81,-66130.5390625,913
914,43.8145,19.9254,4570000,3542.78,4327.4,-67369.84375,914
915,43.4176,21.2026,4575000,4134.78,4697.65,-67494.9921875,915
916,43.9341,21.8156,4580000,4412.09,4610.88,-66858.421875,916
917,43.6945,21.2885,4585000,4484.18,4654.94,-67111.6015625,917
918,43.8588,23.3334,4590000,4103.89,4651.28,-64374.16796875,918
919,44.2311,21.4508,4595000,4478.0,4664.85,-68614.625,919
920,44.279,21.5667,4600000,4483.01,4624.08,-67275.6484375,920
921,43.9399,21.4509,4605000,3914.91,4665.81,-68001.03125,921
922,43.5586,21.8258,4610000,4207.18,4655.73,-67944.890625,922
923,44.0715,22.2016,4615000,4668.51,4685.95,-68021.25,923
924,44.2291,21.8116,4620000,4665.9,4683.35,-67761.9921875,924
925,44.2933,21.7951,4625000,4636.89,4640.67,-67601.2265625,925
926,44.1297,22.8386,4630000,4509.06,4472.94,-68733.515625,926
927,44.2531,22.4093,4635000,4493.37,4656.72,-68708.5703125,927
928,44.0589,22.902,4640000,4671.0,4670.07,-69178.8125,928
929,43.901,22.2872,4645000,4657.25,4702.73,-67544.7421875,929
930,44.2525,22.1464,4650000,4674.72,4678.9,-68999.2578125,930
931,43.7778,21.7507,4655000,4513.61,4683.22,-68435.8046875,931
932,43.8008,21.9786,4660000,4679.05,4674.43,-67768.1328125,932
933,43.6172,21.6304,4665000,4485.54,4666.89,-68057.3984375,933
934,43.5423,21.9315,4670000,4715.91,4757.69,-68280.296875,934
935,43.9402,22.5601,4675000,4707.5,4770.81,-69054.390625,935
936,44.3262,21.9388,4680000,4487.97,4718.54,-68688.8515625,936
