Real Det Return,Itration,Reward Loss,Running Forward KL,Running Reverse KL,Real Sto Return,Running Env Steps,Running Update Time
729.73,52,-54765.7421875,369.0226,198.4759,1578.62,260000,52
516.7,53,-49657.20703125,353.7578,176.212,1478.32,265000,53
877.78,54,-50232.625,365.893,182.8656,2655.13,270000,54
577.23,55,-56871.65625,369.2004,203.5764,1309.86,275000,55
674.64,56,-57604.3515625,380.2167,202.9338,898.03,280000,56
1034.0,57,-58970.2109375,383.2158,218.8443,1082.86,285000,57
699.85,58,-57793.70703125,368.1835,232.1096,1388.87,290000,58
597.25,59,-55238.4765625,362.3049,197.0165,1550.63,295000,59
829.51,60,-34715.3828125,350.5169,143.3807,3214.97,300000,60
700.48,61,-40213.7578125,357.984,167.4063,3344.09,305000,61
550.42,62,-60443.44921875,372.7237,201.1432,1515.03,310000,62
672.91,63,-51795.015625,364.4937,172.3076,1903.96,315000,63
548.39,64,-58129.45703125,368.6198,212.9018,1962.12,320000,64
631.87,65,-53128.3359375,362.2276,187.9101,2224.46,325000,65
919.59,66,-47692.2421875,361.3567,180.513,2476.25,330000,66
766.36,67,-49461.4453125,360.3441,172.3935,2579.04,335000,67
1177.15,68,-33297.0703125,346.1567,133.1445,2789.36,340000,68
594.13,69,-42195.91015625,343.9912,154.3713,2742.24,345000,69
559.92,70,-54866.65234375,365.9914,188.3445,1896.19,350000,70
1130.92,71,-50031.49609375,361.1023,173.3055,2765.83,355000,71
635.56,72,-49799.9375,356.4498,171.1575,2073.3,360000,72
558.49,73,-56529.15234375,359.5533,195.2771,2045.02,365000,73
539.63,74,-64790.71484375,389.9127,226.0269,1385.8,370000,74
1208.47,75,-41903.48046875,342.8329,146.8145,3445.98,375000,75
597.47,76,-59655.8359375,368.9006,201.2078,1781.99,380000,76
588.94,77,-42941.80078125,344.5081,144.6705,2732.1,385000,77
482.23,78,-64257.32421875,367.8606,213.1157,1741.46,390000,78
432.33,79,-56479.29296875,363.7584,187.2242,1377.59,395000,79
2114.47,80,-41806.3125,345.9692,144.6906,4223.22,400000,80
611.66,81,-35953.18359375,352.6208,153.9068,3945.45,405000,81
1380.81,82,-50972.16015625,351.0136,165.9622,3940.43,410000,82
2006.09,83,-43808.828125,354.103,148.7997,3556.01,415000,83
867.71,84,-42525.171875,353.8835,150.5296,4305.43,420000,84
3140.94,85,-39164.203125,347.6569,139.0299,3822.93,425000,85
2301.37,86,-54329.953125,356.6185,171.8223,3061.02,430000,86
1136.58,87,-52494.3671875,371.5501,172.2212,3331.42,435000,87
2770.26,88,-50314.00390625,364.8106,162.3821,3293.38,440000,88
1281.92,89,-35622.046875,347.1961,142.8027,4010.95,445000,89
1895.06,90,-45972.98828125,348.9621,138.5383,4358.25,450000,90
3868.63,91,-39207.45703125,342.7435,128.5914,3936.07,455000,91
2033.88,92,-47145.2734375,346.2416,146.6569,3237.19,460000,92
1116.76,93,-47337.22265625,351.1462,145.1197,3619.88,465000,93
1388.47,94,-47428.03125,339.8478,142.234,3389.09,470000,94
1088.55,95,-48477.10546875,343.7444,146.0868,3898.86,475000,95
1140.2,96,-46737.12890625,347.9374,140.7563,4359.08,480000,96
1335.38,97,-47596.44140625,352.8542,139.8997,4442.26,485000,97
1267.63,98,-51084.921875,355.4892,152.6398,4065.33,490000,98
2394.58,99,-55266.0859375,362.8526,168.518,4321.76,495000,99
3207.2,100,-56352.1953125,357.656,153.2864,3297.08,500000,100
1056.44,101,-53773.9609375,349.5241,151.1004,3235.8,505000,101
939.41,102,-58893.86328125,357.7556,162.3034,3671.62,510000,102
2619.8,103,-53367.69921875,343.4779,148.5878,3466.0,515000,103
1105.87,104,-58727.7734375,344.0715,161.5103,3506.77,520000,104
845.6,105,-62922.015625,347.6444,176.6857,2647.71,525000,105
1752.35,106,-63616.37890625,357.0226,175.9372,2499.15,530000,106
2092.56,107,-53270.03125,343.6855,144.6718,4474.54,535000,107
3256.61,108,-58186.9140625,345.4793,142.3441,4308.56,540000,108
1208.26,109,-63639.72265625,344.4522,176.3352,3542.96,545000,109
2879.93,110,-57172.58984375,338.6533,137.9198,3915.88,550000,110
3549.44,111,-64939.01171875,361.6468,175.3035,3943.83,555000,111
1793.23,112,-63176.06640625,351.8956,152.008,3762.17,560000,112
3809.84,113,-62814.31640625,357.9663,164.2465,4146.09,565000,113
998.39,114,-64086.49609375,352.0198,151.2027,3237.68,570000,114
1138.77,115,-66167.0859375,346.0931,169.9671,2190.09,575000,115
3343.27,116,-59443.91015625,334.6991,128.0586,4548.25,580000,116
1786.74,117,-62600.48046875,343.6492,135.7988,3354.23,585000,117
1266.46,118,-70619.03125,367.8623,227.1017,1919.04,590000,118
1615.34,119,-62833.52734375,338.6836,141.007,3466.45,595000,119
1180.8,120,-66332.6875,338.0983,137.2029,3835.3,600000,120
1149.55,121,-64027.55859375,339.236,137.1138,2793.7,605000,121
3666.26,122,-62305.14453125,337.9994,132.8822,4290.92,610000,122
2477.13,123,-71259.8984375,365.6955,188.8556,2795.9,615000,123
4808.76,124,-65309.98046875,340.5184,127.5261,4423.59,620000,124
4090.46,125,-62377.015625,334.8468,117.8497,4028.61,625000,125
3029.61,126,-69570.65625,351.4461,155.121,2623.04,630000,126
1450.78,127,-70572.515625,352.7568,154.8633,3758.43,635000,127
4458.78,128,-66937.2890625,339.9292,131.4326,4826.71,640000,128
3171.75,129,-70014.6328125,339.5403,155.8154,4038.91,645000,129
3781.03,130,-69357.1015625,345.0151,134.629,4693.46,650000,130
3160.42,131,-70341.328125,337.6098,132.7218,4133.64,655000,131
3853.97,132,-70009.8125,343.4122,137.7517,4330.1,660000,132
4389.73,133,-71461.453125,340.8533,132.4403,4498.67,665000,133
4538.92,134,-73442.1796875,344.9931,138.0068,3933.88,670000,134
1962.14,135,-71866.3203125,347.7976,153.3648,3837.7,675000,135
3887.53,136,-73272.25,345.6325,135.6551,3862.16,680000,136
3468.54,137,-71265.1953125,331.6895,126.9815,3084.74,685000,137
4231.9,138,-72124.75,337.3538,147.4945,4280.73,690000,138
3364.22,139,-71243.6328125,337.7392,137.8855,4438.73,695000,139
4019.75,140,-72948.4375,339.6449,127.2721,4277.54,700000,140
5098.44,141,-71593.671875,336.9004,128.3076,5016.28,705000,141
4997.54,142,-71642.078125,337.3288,131.1056,4860.57,710000,142
4930.19,143,-73156.96875,337.4048,134.6218,4835.49,715000,143
3208.66,144,-78869.7421875,346.4517,142.2185,4103.97,720000,144
5179.48,145,-77088.71875,357.4043,162.0476,3737.92,725000,145
3826.87,146,-73250.6640625,337.1699,132.5832,3447.66,730000,146
4999.5,147,-75255.2734375,341.1854,141.7283,4596.96,735000,147
3318.39,148,-72847.640625,327.7853,123.0809,4049.97,740000,148
2022.82,149,-76871.7265625,346.4322,156.574,4856.42,745000,149
4598.26,150,-77481.3828125,348.0876,138.6474,4191.24,750000,150
3880.01,151,-75594.2578125,337.5716,141.7028,4753.01,755000,151
3734.54,152,-74379.4609375,335.7773,132.1912,4146.13,760000,152
1654.17,153,-77586.578125,341.5476,156.2123,4005.44,765000,153
1629.62,154,-76830.7890625,342.198,137.1231,4497.82,770000,154
4694.25,155,-79089.296875,344.4602,136.1369,4648.28,775000,155
4638.02,156,-77626.046875,340.1545,141.1455,4869.16,780000,156
2481.0,157,-79605.25,340.0973,133.5368,5032.65,785000,157
1278.49,158,-81363.84375,352.2187,174.4574,2763.5,790000,158
3428.78,159,-79043.9296875,345.791,140.8531,4712.95,795000,159
4709.34,160,-79989.7734375,348.4533,143.2391,4486.77,800000,160
3054.92,161,-78341.9453125,345.5784,157.4757,4301.92,805000,161
2569.44,162,-79890.2109375,336.4259,148.8869,2926.55,810000,162
2054.43,163,-79959.8203125,337.2557,137.1387,4201.44,815000,163
1562.53,164,-81120.5703125,349.394,154.7394,4038.54,820000,164
2223.08,165,-81680.859375,340.4743,139.0928,3992.74,825000,165
1241.05,166,-82372.1328125,355.6247,185.1057,3060.44,830000,166
1081.83,167,-83022.2421875,373.8495,208.406,1819.35,835000,167
2247.9,168,-84795.6953125,349.2968,146.728,3991.56,840000,168
2947.21,169,-81753.2890625,333.4188,132.8525,4457.89,845000,169
1105.31,170,-83544.4140625,352.08,166.8745,2773.54,850000,170
3905.94,171,-81506.796875,344.2141,146.2348,4824.19,855000,171
2823.05,172,-83017.078125,346.5125,139.5226,5085.0,860000,172
2867.24,173,-81903.21875,336.5565,137.1367,4325.15,865000,173
2964.56,174,-82986.28125,350.2026,141.7487,4518.16,870000,174
3254.93,175,-83818.0078125,333.997,127.7348,4332.18,875000,175
4507.78,176,-82582.8125,336.0569,139.7672,4240.47,880000,176
821.51,177,-85250.3984375,373.8555,206.564,1681.05,885000,177
4102.98,178,-83765.40625,335.3812,137.117,4411.63,890000,178
1463.35,179,-82386.328125,331.1105,121.0892,4692.24,895000,179
3993.31,180,-84511.421875,343.6942,144.2079,4189.07,900000,180
2750.95,181,-84267.015625,348.1585,160.4948,3929.7,905000,181
1785.85,182,-86445.8125,345.2312,159.9804,3926.05,910000,182
3743.14,183,-84464.375,327.7694,123.7543,4395.61,915000,183
4707.23,184,-84394.171875,330.6933,127.6248,4396.47,920000,184
4078.5,185,-85152.5859375,341.0279,144.1817,4494.22,925000,185
5062.81,186,-85884.8828125,329.0092,132.1846,4951.03,930000,186
4892.48,187,-84431.7734375,325.3151,128.1613,4735.45,935000,187
5217.9,188,-83771.875,323.5876,118.4504,4933.88,940000,188
4447.47,189,-84771.125,334.7669,134.0521,4279.74,945000,189
1827.94,190,-86625.125,364.7852,213.2193,2971.22,950000,190
3247.92,191,-84600.7109375,346.8877,153.8184,4314.84,955000,191
5035.48,192,-83291.765625,322.5713,119.8525,4946.74,960000,192
5260.01,193,-84949.875,327.7965,114.7061,4821.69,965000,193
4433.72,194,-86314.75,332.884,120.038,4516.18,970000,194
5340.66,195,-83125.421875,328.6782,141.6259,5022.07,975000,195
4099.67,196,-86654.0,353.8147,158.1295,3529.17,980000,196
4673.39,197,-86600.125,331.1303,129.6438,4931.73,985000,197
4027.06,198,-87682.359375,356.2644,166.3761,3757.43,990000,198
4957.63,199,-88761.828125,344.0258,147.0219,4674.19,995000,199
5142.52,200,-86937.6796875,332.2127,130.6884,4546.57,1000000,200
4735.56,201,-87810.265625,331.5816,139.6625,5195.87,1005000,201
2616.57,202,-85844.6640625,322.5357,119.2449,4551.03,1010000,202
4153.3,203,-87782.8046875,328.7903,136.6769,4795.85,1015000,203
4782.62,204,-87884.6796875,329.8298,133.8473,4631.6,1020000,204
2618.73,205,-88246.515625,337.5812,174.4987,4397.68,1025000,205
2690.05,206,-87817.828125,334.2161,167.4987,3577.31,1030000,206
3185.92,207,-88729.640625,351.5115,176.5152,4029.82,1035000,207
2727.8,208,-89241.734375,338.5681,161.2196,4408.25,1040000,208
2941.1,209,-88718.3984375,327.284,124.5833,5081.37,1045000,209
3717.3,210,-90265.625,336.4548,133.0982,4742.0,1050000,210
4127.91,211,-89779.2109375,334.3739,130.5161,5077.98,1055000,211
4035.92,212,-91184.6953125,334.1637,128.3006,4927.2,1060000,212
2975.31,213,-90959.6796875,340.0193,157.1767,4805.95,1065000,213
4946.79,214,-90901.171875,333.4651,134.1209,4889.74,1070000,214
5191.37,215,-90986.0859375,334.2265,136.5962,4922.89,1075000,215
4089.47,216,-91477.46875,345.0757,153.8286,4921.81,1080000,216
4442.02,217,-91234.9375,336.192,139.0065,4766.74,1085000,217
5175.68,218,-91387.8046875,344.2139,170.8382,4539.75,1090000,218
2428.39,219,-91459.5625,340.7512,145.7904,3364.64,1095000,219
2482.42,220,-90551.6484375,334.6396,129.6888,4155.87,1100000,220
4552.82,221,-91377.1796875,326.6115,124.8221,4996.81,1105000,221
4733.59,222,-91608.046875,338.4125,141.8355,3772.99,1110000,222
3948.49,223,-91429.6875,334.3453,141.8287,3825.26,1115000,223
4021.26,224,-91088.90625,331.3801,131.792,4112.53,1120000,224
5065.23,225,-91277.328125,341.4604,137.8275,5047.67,1125000,225
4363.7,226,-91557.953125,338.9024,136.6867,4705.5,1130000,226
3930.99,227,-92248.71875,343.6729,150.5214,5072.05,1135000,227
4486.61,228,-92152.3828125,339.4898,157.1695,3797.81,1140000,228
4650.77,229,-92682.2578125,343.698,162.2842,4810.62,1145000,229
3879.71,230,-92476.375,339.2051,166.0825,3788.56,1150000,230
3949.19,231,-92263.4921875,333.9272,143.3036,3897.38,1155000,231
2658.0,232,-92378.0,333.4962,141.1984,4010.74,1160000,232
2530.82,233,-92338.703125,349.8183,206.2298,4363.89,1165000,233
4881.56,234,-91869.734375,333.7498,166.9634,3654.19,1170000,234
3069.14,235,-91657.5546875,332.8146,155.6122,4590.6,1175000,235
3260.23,236,-91189.828125,338.4207,193.8766,4589.54,1180000,236
4616.32,237,-90822.8125,330.2279,171.2646,3529.96,1185000,237
3781.12,238,-90862.875,334.032,148.5526,4473.35,1190000,238
3726.44,239,-91657.8671875,331.2715,144.7595,4286.91,1195000,239
2158.29,240,-91545.625,333.6395,169.2516,3751.54,1200000,240
1996.72,241,-90814.515625,327.4103,133.1931,4457.99,1205000,241
1965.73,242,-90482.8671875,353.5628,218.9322,3221.92,1210000,242
3197.43,243,-91124.1328125,331.8516,134.485,3224.14,1215000,243
2296.83,244,-91422.109375,343.5361,200.9629,3554.5,1220000,244
1445.94,245,-91104.8125,355.7139,198.5469,2751.33,1225000,245
2706.39,246,-92679.2109375,328.6055,127.5607,4817.98,1230000,246
4958.36,247,-91767.2421875,340.7653,180.2137,4692.91,1235000,247
2717.74,248,-90890.65625,328.7964,151.7691,4512.88,1240000,248
2648.72,249,-90627.8515625,364.6725,196.0695,4034.95,1245000,249
2856.03,250,-90837.0,335.7722,180.9397,3971.06,1250000,250
5208.26,251,-91376.921875,336.7905,147.4523,4741.19,1255000,251
2525.58,252,-91907.3359375,336.5586,165.8369,3673.69,1260000,252
4503.78,253,-91676.7265625,331.296,143.3083,4471.28,1265000,253
4411.65,254,-91611.015625,329.9778,149.3484,4457.77,1270000,254
4481.01,255,-92305.3828125,325.1639,133.257,4355.52,1275000,255
4637.25,256,-91017.625,328.7533,205.1587,4265.12,1280000,256
5174.89,257,-90964.7109375,318.2942,122.0035,4980.28,1285000,257
4876.67,258,-92107.8671875,327.1906,127.8784,3708.73,1290000,258
3894.38,259,-91456.015625,315.596,119.855,4058.22,1295000,259
4081.41,260,-90563.6796875,323.6718,121.6481,5071.3,1300000,260
3452.73,261,-91960.15625,329.1926,144.2237,4363.43,1305000,261
3978.61,262,-91885.3984375,316.2272,126.6313,4537.82,1310000,262
4338.68,263,-90289.0,328.9267,164.4858,3241.87,1315000,263
4653.96,264,-91931.9375,313.1616,111.3113,5062.98,1320000,264
4649.31,265,-92836.4140625,318.2326,108.6525,4971.85,1325000,265
4972.98,266,-92419.4921875,318.3206,113.7171,5081.2,1330000,266
4810.22,267,-93216.515625,326.1886,116.0148,4899.59,1335000,267
4899.69,268,-92868.9609375,319.2229,110.6019,5228.37,1340000,268
4294.54,269,-93703.28125,329.1204,125.4524,4890.22,1345000,269
4948.76,270,-91755.65625,334.0449,160.7954,4544.13,1350000,270
3665.05,271,-91036.53125,335.0228,178.3097,4216.91,1355000,271
4220.22,272,-92685.140625,325.538,136.1962,4916.25,1360000,272
4121.13,273,-91832.890625,329.9556,151.5666,4494.6,1365000,273
4052.4,274,-94090.890625,330.3767,136.2992,4544.63,1370000,274
3076.34,275,-93768.7109375,342.1424,181.4153,3144.4,1375000,275
3849.06,276,-92714.03125,337.234,169.0352,3530.65,1380000,276
1306.78,277,-93559.2265625,339.9918,207.1955,1637.26,1385000,277
484.31,278,-92927.4296875,393.2028,299.6917,1054.75,1390000,278
2293.52,279,-93550.4296875,364.7988,261.6631,2855.54,1395000,279
1726.93,280,-91374.7421875,360.368,218.7534,1828.97,1400000,280
1027.42,281,-91721.328125,392.3665,305.8455,1400.16,1405000,281
957.85,282,-88780.3671875,400.8098,268.3399,1292.92,1410000,282
846.66,283,-88429.234375,371.1908,292.4838,1949.35,1415000,283
671.48,284,-85452.765625,392.2622,293.4743,818.79,1420000,284
351.46,285,-89583.265625,464.2051,335.8852,418.96,1425000,285
585.81,286,-87214.359375,407.1239,298.0391,674.3,1430000,286
383.38,287,-88139.234375,459.8954,340.5727,398.91,1435000,287
466.75,288,-84082.6484375,435.0429,322.9483,526.94,1440000,288
930.23,289,-84318.8984375,421.7361,283.3565,655.7,1445000,289
467.58,290,-79304.9453125,480.3769,427.7843,538.95,1450000,290
598.62,291,-79358.578125,447.3969,303.3507,672.13,1455000,291
441.13,292,-80971.421875,474.8589,383.5117,406.91,1460000,292
443.77,293,-87201.2890625,470.1275,393.6771,447.14,1465000,293
350.28,294,-92189.171875,481.9229,445.2117,336.77,1470000,294
238.78,295,-93312.3046875,524.8517,515.9121,263.12,1475000,295
337.22,296,-90653.9609375,516.6083,383.4609,323.31,1480000,296
309.37,297,-88324.1328125,496.7588,395.5543,315.67,1485000,297
357.11,298,-87479.6015625,490.846,352.3254,356.98,1490000,298
332.16,299,-89370.046875,497.9466,384.8006,350.54,1495000,299
344.54,300,-89324.1953125,514.2084,415.9029,324.07,1500000,300
403.92,301,-89881.0703125,501.3821,427.394,396.68,1505000,301
299.24,302,-83920.0078125,465.0836,405.0423,245.02,1510000,302
347.38,303,-85320.390625,474.8368,320.7984,383.0,1515000,303
384.18,304,-83923.4609375,510.1973,338.077,433.3,1520000,304
313.32,305,-64466.79296875,523.5217,726.3843,277.34,1525000,305
319.79,306,-85209.59375,543.7335,329.2411,406.91,1530000,306
324.71,307,-81703.8046875,512.145,351.4309,328.7,1535000,307
332.47,308,-86999.3515625,508.1894,368.4382,309.5,1540000,308
269.83,309,-89514.046875,555.8535,487.3497,250.61,1545000,309
277.96,310,-80993.0,522.1307,366.4327,263.24,1550000,310
287.15,311,-85924.6015625,503.4621,349.9193,314.21,1555000,311
303.9,312,-82488.96875,530.8987,372.1929,311.9,1560000,312
299.0,313,-81018.8125,561.4508,439.1083,308.98,1565000,313
261.45,314,-77990.1953125,580.2074,383.071,250.36,1570000,314
302.92,315,-85566.7890625,569.4078,470.319,296.02,1575000,315
275.8,316,-82227.171875,515.0282,411.0459,258.01,1580000,316
279.17,317,-87261.5546875,571.8089,523.9002,233.81,1585000,317
294.47,318,-87460.765625,533.9926,692.9949,281.22,1590000,318
239.87,319,-82246.9609375,542.6015,827.4595,232.27,1595000,319
282.43,320,-89648.9765625,515.5965,1045.9203,281.02,1600000,320
195.99,321,-92452.8984375,537.987,1309.4404,205.7,1605000,321
163.53,322,-81675.4921875,567.4165,497.2869,172.48,1610000,322
172.03,323,-91715.0625,615.1086,880.834,162.95,1615000,323
281.84,324,-87434.1796875,531.5416,954.0914,256.95,1620000,324
161.04,325,-88597.671875,552.8487,539.7283,145.84,1625000,325
170.85,326,-93033.125,538.817,2035.9659,158.38,1630000,326
167.29,327,-92959.2109375,583.7101,2129.0031,181.64,1635000,327
262.99,328,-93919.015625,548.7257,1488.4493,226.97,1640000,328
207.86,329,-92293.5546875,523.4879,685.7496,195.81,1645000,329
152.33,330,-87623.2890625,599.9755,408.4026,169.16,1650000,330
172.02,331,-90838.4375,589.4402,796.4412,193.11,1655000,331
91.6,332,-92412.703125,632.4154,552.2267,97.51,1660000,332
62.3,333,-82217.78125,618.7539,488.5373,63.26,1665000,333
73.74,334,-95219.0,678.0305,2747.0286,75.55,1670000,334
67.91,335,-89123.0,629.2751,736.9833,69.21,1675000,335
59.65,336,-95774.53125,683.0187,3421.9996,60.74,1680000,336
60.85,337,-95155.1796875,686.957,1720.5466,60.78,1685000,337
62.15,338,-94915.6953125,685.3753,2886.9879,61.19,1690000,338
59.92,339,-94629.1328125,662.5697,2385.696,60.86,1695000,339
59.52,340,-96870.34375,714.5967,4376.3473,59.59,1700000,340
59.43,341,-96899.09375,676.56,3762.549,59.41,1705000,341
58.43,342,-94396.109375,669.6815,2162.0219,58.45,1710000,342
58.36,343,-95229.34375,699.7833,1155.7357,58.36,1715000,343
58.58,344,-94676.7421875,657.4308,1917.408,58.52,1720000,344
58.39,345,-97030.1328125,720.0825,4214.0866,58.39,1725000,345
58.27,346,-97165.6953125,709.1271,3210.7008,58.29,1730000,346
59.61,347,-97384.1796875,720.1469,4107.7687,59.61,1735000,347
59.04,348,-93733.0,662.999,2510.9654,59.03,1740000,348
59.2,349,-96995.734375,680.1569,3389.5816,59.2,1745000,349
59.65,350,-97076.8125,690.6496,2799.3758,59.66,1750000,350
59.88,351,-97000.640625,675.5926,1830.7275,59.99,1755000,351
185.99,352,-95987.4296875,637.4757,2692.4246,191.9,1760000,352
216.67,353,-97396.25,649.2988,1645.462,216.1,1765000,353
237.37,354,-96579.390625,593.4723,1390.5044,236.4,1770000,354
210.58,355,-95836.6484375,582.5757,809.0785,210.3,1775000,355
224.37,356,-98594.375,552.4533,867.6648,224.42,1780000,356
253.8,357,-97682.6640625,566.523,984.0199,253.11,1785000,357
77.07,358,-95347.9609375,609.6968,556.987,77.25,1790000,358
236.17,359,-96336.7578125,549.7236,718.8764,237.76,1795000,359
284.25,360,-96809.75,543.2781,1262.3892,299.1,1800000,360
259.42,361,-89502.546875,559.5144,412.8663,263.02,1805000,361
232.58,362,-88751.625,593.3866,509.033,239.97,1810000,362
233.66,363,-91953.6796875,571.3471,551.0161,253.46,1815000,363
313.63,364,-82875.703125,512.7385,417.4531,310.87,1820000,364
382.73,365,-78509.65625,494.1883,380.4027,388.48,1825000,365
374.71,366,-83412.4921875,503.64,447.3638,373.17,1830000,366
397.42,367,-85955.234375,505.597,425.2211,404.68,1835000,367
382.89,368,-91600.3671875,500.235,1274.8878,389.33,1840000,368
417.68,369,-91399.703125,500.6342,1029.2216,413.52,1845000,369
344.14,370,-94210.65625,528.6953,660.7816,337.47,1850000,370
310.84,371,-92642.0625,528.6335,462.8188,309.74,1855000,371
375.67,372,-76713.1171875,502.272,538.9005,441.71,1860000,372
330.34,373,-84292.296875,505.9382,652.5926,381.54,1865000,373
174.57,374,-82941.03125,552.2477,394.7297,166.87,1870000,374
223.37,375,-81006.71875,528.5033,737.244,214.16,1875000,375
243.32,376,-71684.15625,538.2965,483.5321,303.29,1880000,376
190.15,377,-79475.171875,571.3473,765.105,195.98,1885000,377
125.97,378,-75243.734375,629.9462,893.0346,118.27,1890000,378
69.66,379,-78034.96875,655.9389,851.8162,69.94,1895000,379
86.96,380,-74239.453125,612.8259,347.6284,85.86,1900000,380
133.38,381,-79783.1875,614.4641,339.5491,98.61,1905000,381
67.82,382,-82151.796875,642.8753,1024.9464,66.73,1910000,382
87.07,383,-81445.015625,626.3182,320.9007,85.48,1915000,383
83.67,384,-79821.28125,627.175,637.8216,92.95,1920000,384
62.86,385,-85153.0703125,626.8609,344.1441,63.26,1925000,385
68.41,386,-82842.9140625,608.6105,329.7773,68.6,1930000,386
108.78,387,-82913.2109375,600.8522,365.4648,156.42,1935000,387
58.83,388,-87149.0234375,623.2203,450.7441,58.69,1940000,388
62.42,389,-87937.046875,632.5823,672.5283,62.66,1945000,389
59.6,390,-86740.2265625,635.7534,416.7712,59.68,1950000,390
60.48,391,-82686.7890625,611.2629,489.044,60.72,1955000,391
59.72,392,-81170.84375,621.0003,613.8784,59.61,1960000,392
59.85,393,-79498.109375,613.2919,360.7705,59.84,1965000,393
59.94,394,-83283.2734375,603.2943,440.907,59.94,1970000,394
59.94,395,-85270.6484375,631.8125,436.6519,59.94,1975000,395
59.94,396,-83175.3203125,618.4411,503.0702,59.94,1980000,396
60.03,397,-83077.71875,592.3367,591.4203,60.03,1985000,397
59.92,398,-87207.953125,626.4372,425.3439,59.99,1990000,398
60.15,399,-88628.2265625,629.5042,427.1802,60.15,1995000,399
59.84,400,-86345.8671875,621.6634,566.476,59.83,2000000,400
59.71,401,-81590.1328125,610.9781,334.6131,59.71,2005000,401
59.58,402,-91322.015625,638.2374,1698.4506,59.58,2010000,402
59.92,403,-92374.640625,646.3984,2850.1393,59.92,2015000,403
59.71,404,-93503.2421875,651.7462,3070.3352,59.71,2020000,404
59.74,405,-93902.4453125,649.4002,2313.0391,59.79,2025000,405
61.44,406,-93907.640625,658.0871,3058.8024,61.44,2030000,406
62.36,407,-93347.4765625,668.5736,2652.9517,61.89,2035000,407
