Real Sto Return,Reward Loss,Running Forward KL,Real Det Return,Running Env Steps,Itration,Running Reverse KL,Running Update Time
2243.43,-4074.1787109375,317.5902,726.35,215000,43,166.0075,43
1890.82,-4274.6201171875,322.1488,1176.55,220000,44,174.9825,44
1473.45,-5509.64013671875,337.7585,706.94,225000,45,197.6971,45
1773.1,-5448.287109375,325.1966,592.25,230000,46,204.572,46
1681.23,-6208.482421875,343.4307,647.29,235000,47,231.4062,47
1177.28,-6062.8681640625,336.0818,563.89,240000,48,208.8622,48
1487.26,-7103.95849609375,339.5634,551.85,245000,49,232.1791,49
1136.61,-6833.06982421875,352.7433,868.21,250000,50,225.6728,50
1628.41,-7289.9326171875,346.3462,637.97,255000,51,218.1753,51
1718.26,-5948.34423828125,330.667,550.08,260000,52,173.3601,52
1617.87,-6240.6611328125,333.6012,583.1,265000,53,201.6083,53
2463.82,-4771.97998046875,313.0933,886.92,270000,54,156.2804,54
2317.89,-5344.2587890625,317.8549,797.23,275000,55,171.9084,55
2081.04,-5684.7333984375,325.2492,967.59,280000,56,164.1834,56
2101.91,-7157.41748046875,346.3075,789.1,285000,57,216.7557,57
1252.66,-7549.2861328125,331.2794,690.95,290000,58,201.4186,58
2091.4,-7819.6865234375,341.3611,852.74,295000,59,205.3804,59
3173.05,-6385.08251953125,320.5249,1117.95,300000,60,170.9581,60
4566.63,-3573.636962890625,300.5875,1615.71,305000,61,122.0964,61
2714.6,-5393.29541015625,307.9853,971.22,310000,62,142.6846,62
2746.49,-4944.28271484375,310.1327,1082.41,315000,63,143.0645,63
3289.17,-4417.1103515625,311.27,1831.96,320000,64,135.1998,64
4386.77,-4693.38232421875,318.7971,1638.56,325000,65,146.3494,65
3560.25,-5448.81298828125,321.9799,1997.55,330000,66,170.0055,66
2691.59,-7139.1689453125,319.9664,836.68,335000,67,187.381,67
4028.65,-4217.49169921875,307.5703,1054.97,340000,68,134.1759,68
2928.08,-6370.89306640625,319.5807,1258.06,345000,69,156.3798,69
1963.6,-7448.68994140625,317.8353,1519.04,350000,70,170.2978,70
3554.48,-3673.758544921875,298.9116,1041.93,355000,71,110.446,71
2015.19,-6806.4443359375,317.8512,1184.96,360000,72,167.1537,72
4233.96,-4993.48291015625,301.1671,4374.45,365000,73,115.8169,73
4183.35,-3393.65283203125,293.0723,4890.08,370000,74,89.7416,74
3523.97,-5525.21044921875,303.9595,2917.43,375000,75,125.6658,75
4441.79,-4490.8779296875,299.0018,3716.95,380000,76,121.5503,76
3082.34,-6119.00244140625,303.7117,4247.79,385000,77,129.7658,77
4224.51,-3094.476318359375,299.0669,5006.31,390000,78,120.2273,78
4890.39,-3727.31494140625,297.4717,5023.55,395000,79,118.4678,79
3772.99,-4688.357421875,308.9835,5021.38,400000,80,147.6496,80
4891.15,-3294.834716796875,287.102,5038.25,405000,81,105.857,81
4562.26,-4586.1875,293.9736,3970.89,410000,82,116.9905,82
4920.6,-4028.74658203125,289.9347,4483.34,415000,83,100.1964,83
4620.58,-4018.791748046875,296.0713,4029.31,420000,84,113.0606,84
5023.68,-4061.366943359375,289.447,5081.88,425000,85,100.6422,85
4832.34,-4578.57421875,295.8502,4654.48,430000,86,127.2478,86
4796.28,-4078.91943359375,285.8084,5143.84,435000,87,93.5956,87
5060.8,-4220.169921875,276.5668,5041.54,440000,88,87.8615,88
5067.44,-4908.01220703125,293.5224,4929.14,445000,89,110.385,89
4699.21,-4422.37353515625,285.5917,4406.74,450000,90,87.3792,90
5131.55,-4398.86669921875,281.4548,5164.61,455000,91,89.558,91
4003.59,-6157.90185546875,306.0155,4914.49,460000,92,141.0817,92
4806.37,-4213.22802734375,287.4954,4865.34,465000,93,110.0565,93
5076.93,-4809.40380859375,292.5712,4287.73,470000,94,112.7685,94
5002.27,-4695.82275390625,284.2144,5013.44,475000,95,96.9226,95
4861.23,-5730.19873046875,293.3041,4318.61,480000,96,115.198,96
5052.34,-4884.24365234375,280.1855,3824.12,485000,97,88.2281,97
5056.73,-5194.3486328125,289.4283,4775.5,490000,98,105.9233,98
4297.09,-6614.3359375,301.0632,4248.36,495000,99,114.3484,99
4927.07,-5698.83837890625,290.3292,4104.58,500000,100,97.6359,100
4318.76,-6230.60888671875,299.9783,3199.92,505000,101,118.6771,101
5000.38,-6028.650390625,292.0379,5006.92,510000,102,98.6359,102
5044.45,-6142.5048828125,295.8738,4616.94,515000,103,109.2768,103
4582.88,-6562.94921875,300.842,4633.2,520000,104,116.1191,104
2591.86,-8692.95703125,319.6443,1259.68,525000,105,177.976,105
2464.8,-9039.642578125,327.8599,2384.28,530000,106,195.5662,106
1840.82,-10091.630859375,331.6183,1232.7,535000,107,205.5952,107
3888.96,-7947.7490234375,308.0702,4883.16,540000,108,136.523,108
4539.95,-7135.3291015625,295.1581,3826.61,545000,109,122.1738,109
5032.58,-6821.50537109375,293.5151,4809.89,550000,110,108.4554,110
4780.02,-7537.75439453125,299.7506,4123.77,555000,111,115.0461,111
4840.53,-6881.83203125,285.6346,5026.11,560000,112,91.9338,112
5054.82,-7399.89208984375,290.4218,2930.72,565000,113,96.6373,113
3141.4,-8983.2734375,307.1171,2811.34,570000,114,158.7303,114
5010.66,-7484.3349609375,288.2082,3417.7,575000,115,98.1367,115
5083.6,-7800.3359375,286.4211,4714.93,580000,116,92.2598,116
5113.92,-7392.8212890625,283.3996,5033.66,585000,117,95.8336,117
4967.97,-7557.29833984375,292.1737,4831.11,590000,118,102.5232,118
4994.18,-8599.08984375,305.0318,4945.1,595000,119,132.1155,119
5129.08,-8435.4111328125,294.2732,5029.15,600000,120,112.831,120
5125.31,-8203.4873046875,287.2207,4342.44,605000,121,97.9102,121
4852.58,-8660.8603515625,288.4463,4690.92,610000,122,103.5322,122
4452.8,-8807.6201171875,294.3523,4913.74,615000,123,100.8685,123
4748.7,-8083.67529296875,286.8868,5079.64,620000,124,113.1432,124
4900.34,-8790.884765625,284.5418,5057.24,625000,125,94.7577,125
4339.0,-9633.9013671875,292.6908,5079.88,630000,126,145.632,126
4660.94,-9153.0234375,288.6578,3475.09,635000,127,102.2549,127
4866.61,-8485.9423828125,277.6557,4894.87,640000,128,72.5205,128
4619.63,-9148.91015625,280.6605,3661.42,645000,129,89.589,129
4858.23,-9318.2255859375,287.7204,3466.59,650000,130,100.1737,130
4748.98,-9286.1357421875,282.3393,4913.63,655000,131,82.2163,131
4680.01,-9492.7001953125,280.9197,3382.42,660000,132,86.4353,132
4570.23,-9473.046875,286.4106,4795.08,665000,133,95.0973,133
4342.89,-9911.6640625,287.1723,4156.33,670000,134,101.2792,134
4909.85,-10163.2109375,285.3397,2655.82,675000,135,107.6699,135
5152.73,-10530.01171875,296.8858,5125.77,680000,136,122.2807,136
5127.46,-10116.6005859375,286.5503,5109.16,685000,137,90.9935,137
5162.23,-10681.0244140625,292.661,5204.01,690000,138,107.0942,138
4823.79,-10269.9248046875,285.0494,5033.13,695000,139,91.9408,139
5057.43,-10216.861328125,284.6804,4969.1,700000,140,93.781,140
5112.08,-10398.5693359375,276.8574,5113.91,705000,141,84.4974,141
5105.28,-10176.79296875,282.6368,4969.4,710000,142,80.5446,142
4751.62,-10839.6123046875,286.8222,5086.72,715000,143,89.3763,143
4845.92,-11072.20703125,291.8314,4904.68,720000,144,103.9934,144
5144.22,-11146.2158203125,285.929,5027.36,725000,145,98.0913,145
5066.06,-11683.267578125,290.9532,5070.24,730000,146,105.6018,146
5109.11,-11055.244140625,285.5413,5125.59,735000,147,90.8038,147
4692.44,-12015.96875,293.0545,5059.37,740000,148,102.2432,148
5096.04,-11454.57421875,282.6382,4773.76,745000,149,83.5537,149
5076.22,-11698.384765625,284.8777,5142.09,750000,150,92.2434,150
5119.09,-11911.8359375,288.8616,4892.82,755000,151,98.4268,151
4725.84,-12592.9541015625,295.6611,5082.09,760000,152,107.6602,152
4806.59,-12140.1806640625,283.5632,4853.24,765000,153,81.4214,153
4809.54,-12475.7783203125,287.1656,5050.97,770000,154,83.9263,154
4391.47,-13176.5,294.4919,5116.61,775000,155,105.2885,155
4226.59,-13111.251953125,292.1587,4163.25,780000,156,105.6996,156
4828.82,-13125.232421875,293.0117,4988.95,785000,157,102.8146,157
4812.52,-12834.4365234375,286.476,5085.38,790000,158,86.2615,158
5098.25,-13321.8896484375,286.7436,5104.45,795000,159,89.9554,159
5084.57,-12996.330078125,287.6464,5103.74,800000,160,100.0304,160
5144.09,-13947.1494140625,293.0159,4336.09,805000,161,101.48,161
5148.05,-14253.1904296875,294.7382,5187.91,810000,162,99.6117,162
4993.54,-13797.939453125,293.129,4519.64,815000,163,97.4541,163
5112.56,-13753.6416015625,290.557,4877.32,820000,164,92.3069,164
4887.29,-13960.7265625,291.6306,5023.84,825000,165,94.3428,165
5051.86,-14338.861328125,290.1818,5053.72,830000,166,94.686,166
5121.88,-14096.388671875,282.7879,5047.93,835000,167,86.6902,167
4781.95,-14211.189453125,285.5895,2741.48,840000,168,85.1703,168
4803.93,-14355.8154296875,286.4145,5118.87,845000,169,89.2191,169
4786.28,-14664.3173828125,285.7678,5061.45,850000,170,93.9502,170
4843.57,-14753.658203125,289.0366,5033.57,855000,171,83.5972,171
4810.71,-14133.1044921875,282.8287,5088.31,860000,172,83.142,172
5023.56,-14748.7685546875,283.2304,4846.03,865000,173,80.8702,173
4745.32,-15690.56640625,296.5959,4821.8,870000,174,99.0948,174
4817.54,-15601.3564453125,292.1325,5145.64,875000,175,109.9588,175
3960.61,-15971.123046875,301.4234,5033.08,880000,176,103.4999,176
4750.33,-15756.8134765625,302.9028,4977.18,885000,177,119.7943,177
5093.77,-15574.9677734375,288.234,5003.91,890000,178,87.8955,178
4930.88,-15687.359375,290.9192,5045.39,895000,179,90.091,179
4951.99,-15270.19921875,287.3836,4966.63,900000,180,82.6802,180
4950.69,-15717.0185546875,289.9499,5120.76,905000,181,87.0638,181
5090.85,-15433.9482421875,292.1039,4961.05,910000,182,100.8193,182
4678.59,-15894.9091796875,286.6518,5160.94,915000,183,97.799,183
4876.41,-15513.953125,285.7188,4916.65,920000,184,79.8428,184
5098.39,-16125.505859375,291.1729,5137.79,925000,185,91.7362,185
4875.82,-15968.9306640625,292.0977,3680.33,930000,186,91.9471,186
4924.99,-15929.7578125,287.0184,4901.93,935000,187,82.2469,187
5099.75,-15927.150390625,288.5716,5117.31,940000,188,82.5955,188
4910.46,-16395.32421875,298.8481,5158.93,945000,189,97.8866,189
5180.1,-16173.9482421875,288.5396,5172.78,950000,190,89.3158,190
4966.02,-16160.0146484375,288.5714,4153.47,955000,191,84.8848,191
5094.04,-16179.5517578125,289.1993,4819.69,960000,192,89.6484,192
5021.65,-16296.703125,290.3271,5114.55,965000,193,90.1379,193
5117.05,-16527.044921875,290.504,5083.97,970000,194,92.1635,194
5004.0,-16433.26953125,287.6055,4847.06,975000,195,84.6803,195
4995.11,-16441.626953125,288.9239,5130.9,980000,196,86.1833,196
5087.44,-16555.716796875,288.8296,4919.06,985000,197,84.6129,197
5141.65,-17022.05078125,298.3622,5091.78,990000,198,97.7709,198
5050.24,-16776.01171875,292.3926,4951.78,995000,199,92.9522,199
5134.83,-16677.86328125,290.5033,5106.49,1000000,200,86.0321,200
5228.64,-16724.734375,292.2806,5278.87,1005000,201,93.6651,201
5209.42,-16604.94140625,295.0472,5315.13,1010000,202,93.148,202
5169.55,-16908.072265625,293.9206,5131.82,1015000,203,91.7514,203
4983.79,-16936.45703125,292.7274,5098.18,1020000,204,86.7787,204
4897.0,-16856.58203125,296.5093,5225.51,1025000,205,92.6824,205
5185.58,-16953.47265625,299.0398,5151.77,1030000,206,98.694,206
5066.8,-17289.7578125,298.9785,5087.76,1035000,207,96.6321,207
5201.09,-17107.73046875,292.727,5251.53,1040000,208,93.8435,208
5182.46,-17325.47265625,296.6034,4792.89,1045000,209,89.408,209
5177.77,-17136.943359375,296.6678,5099.68,1050000,210,89.0977,210
5106.27,-17458.4765625,296.106,5014.18,1055000,211,91.6112,211
5073.47,-17416.142578125,302.0619,5024.49,1060000,212,100.9838,212
5163.94,-17284.291015625,299.7408,5201.83,1065000,213,99.863,213
4951.7,-17548.22265625,298.3689,5004.3,1070000,214,92.6285,214
4912.01,-17556.763671875,297.8179,5212.76,1075000,215,97.4041,215
4937.12,-17475.97265625,300.8035,5123.51,1080000,216,107.3059,216
4910.2,-17595.091796875,298.774,4753.46,1085000,217,101.748,217
4938.41,-17690.212890625,298.307,5189.63,1090000,218,97.235,218
4976.23,-17532.875,299.9046,5114.85,1095000,219,101.2345,219
4433.07,-17315.4453125,301.3511,4626.98,1100000,220,125.5973,220
4977.48,-17351.109375,298.8595,4614.03,1105000,221,111.0145,221
4731.24,-17478.576171875,296.3897,4879.49,1110000,222,110.8808,222
5131.45,-17524.21484375,296.6516,5094.52,1115000,223,104.8179,223
5211.54,-17924.47265625,294.588,4145.35,1120000,224,94.3724,224
4863.08,-17854.162109375,299.836,5167.59,1125000,225,117.721,225
5105.01,-17882.365234375,297.4277,4838.02,1130000,226,99.3549,226
4578.83,-17650.0625,299.4935,3877.94,1135000,227,126.0591,227
4706.07,-17482.029296875,310.7091,5241.32,1140000,228,127.4152,228
4883.28,-18045.71484375,308.0677,3759.33,1145000,229,111.4895,229
4828.68,-18007.064453125,302.0679,4075.47,1150000,230,106.0217,230
4840.94,-18260.462890625,306.3879,4677.62,1155000,231,109.83,231
4063.4,-17534.255859375,317.3643,4607.27,1160000,232,170.1027,232
3026.29,-17371.064453125,323.6988,4099.76,1165000,233,186.6211,233
3587.96,-18053.25,308.5231,5020.98,1170000,234,125.4704,234
4319.33,-17989.59765625,305.6665,3663.3,1175000,235,120.6359,235
5196.74,-18277.8125,302.854,3916.14,1180000,236,113.109,236
4708.27,-18346.044921875,302.4933,3122.64,1185000,237,106.0413,237
3422.72,-18018.771484375,312.3122,4657.0,1190000,238,126.5178,238
4495.48,-18296.650390625,311.9795,5296.01,1195000,239,121.8053,239
4592.11,-18272.265625,304.9309,5080.03,1200000,240,106.3566,240
5096.23,-18522.984375,300.0317,5031.34,1205000,241,104.8876,241
4837.98,-18294.45703125,307.4042,5416.81,1210000,242,119.988,242
5059.76,-18489.76953125,299.3709,5244.46,1215000,243,99.4892,243
4981.55,-18453.24609375,304.6493,5288.11,1220000,244,118.4526,244
4757.33,-18188.626953125,305.762,4938.75,1225000,245,129.142,245
5222.06,-18537.830078125,299.879,5346.92,1230000,246,109.2484,246
5014.76,-18212.009765625,301.3782,5022.12,1235000,247,120.7472,247
5015.02,-18498.146484375,295.6778,4883.47,1240000,248,96.1722,248
5240.14,-18566.712890625,295.1549,5246.82,1245000,249,100.9075,249
5138.57,-18340.771484375,296.3922,5222.64,1250000,250,99.5259,250
5196.14,-18344.962890625,296.6885,5187.02,1255000,251,100.1106,251
5259.71,-18132.7734375,301.3821,5086.3,1260000,252,126.9858,252
5271.52,-18280.501953125,294.8463,4763.15,1265000,253,95.8592,253
5205.34,-18282.3984375,295.1205,5293.99,1270000,254,97.5764,254
5071.38,-18262.35546875,303.7507,5419.74,1275000,255,110.7126,255
5026.73,-18228.1015625,299.3736,3934.81,1280000,256,105.4729,256
4742.11,-17971.6171875,299.2666,5336.4,1285000,257,101.0574,257
5305.44,-18537.76171875,299.7709,5055.34,1290000,258,104.6514,258
5319.63,-18531.37109375,299.9449,5184.38,1295000,259,105.5136,259
2585.31,-18205.53125,321.5737,337.76,1300000,260,194.9626,260
4787.74,-17843.958984375,312.8746,1888.82,1305000,261,133.3089,261
5286.45,-18371.205078125,302.704,880.69,1310000,262,124.3241,262
4092.17,-18153.6328125,306.4147,447.63,1315000,263,126.59,263
5282.07,-18225.345703125,298.5578,4109.23,1320000,264,109.7336,264
5255.27,-18432.142578125,293.0774,5203.51,1325000,265,104.8815,265
4803.38,-18460.97265625,298.6837,2470.51,1330000,266,113.4568,266
5379.41,-18227.931640625,306.4611,5021.62,1335000,267,122.0464,267
5224.12,-18525.93359375,297.0839,4935.5,1340000,268,109.3135,268
4984.08,-18408.603515625,298.9392,5051.78,1345000,269,110.3084,269
5236.09,-18508.39453125,301.3655,4903.35,1350000,270,111.9919,270
4278.31,-18374.177734375,304.708,3093.39,1355000,271,118.6475,271
4224.08,-18049.2890625,303.3551,3699.77,1360000,272,125.5131,272
3811.67,-18417.537109375,298.982,5049.85,1365000,273,93.0036,273
5024.99,-18005.494140625,306.7718,2825.26,1370000,274,111.4806,274
4513.96,-18022.78125,300.6283,3410.06,1375000,275,106.5797,275
4090.48,-18359.943359375,300.7928,4664.03,1380000,276,104.7148,276
3691.43,-17018.359375,315.1696,3701.47,1385000,277,148.6199,277
3398.63,-17556.93359375,319.7942,1615.96,1390000,278,157.5619,278
3649.86,-18247.126953125,308.4936,4426.26,1395000,279,139.762,279
3490.27,-17340.50390625,316.6091,2561.91,1400000,280,136.3638,280
2597.13,-17352.7734375,327.7183,2339.4,1405000,281,180.2247,281
2015.97,-16648.986328125,315.7804,1876.5,1410000,282,149.6097,282
2974.43,-16547.21484375,334.385,3563.37,1415000,283,205.4645,283
3354.03,-17579.7578125,307.7482,2785.32,1420000,284,139.4566,284
1529.77,-16113.6552734375,339.297,1194.38,1425000,285,224.857,285
1511.07,-15311.865234375,433.062,214.49,1430000,286,251.2444,286
1521.72,-16286.4765625,335.6212,2743.18,1435000,287,233.3674,287
1589.86,-16056.9091796875,355.2737,1435.0,1440000,288,239.1028,288
2438.49,-16653.9921875,354.7341,2412.91,1445000,289,221.262,289
4427.58,-17281.9453125,322.5783,4661.17,1450000,290,200.9146,290
2699.28,-16440.30078125,331.5449,1854.05,1455000,291,184.6268,291
2567.38,-15206.294921875,344.5127,2518.09,1460000,292,193.947,292
3994.24,-16581.40234375,315.8468,3506.28,1465000,293,145.6575,293
3090.92,-16622.685546875,324.7523,3270.5,1470000,294,176.2547,294
4396.95,-15541.9951171875,324.94,2602.28,1475000,295,145.7273,295
3562.16,-16942.486328125,323.4397,3166.33,1480000,296,177.216,296
3271.54,-15249.578125,358.1273,3915.07,1485000,297,203.4829,297
1589.69,-15228.8837890625,356.0685,1734.71,1490000,298,326.5356,298
2710.22,-15500.6806640625,353.2781,2290.42,1495000,299,231.16,299
2249.83,-16312.3701171875,346.6131,2177.2,1500000,300,219.4227,300
1552.62,-16256.193359375,386.1992,2096.26,1505000,301,287.5115,301
2561.89,-16845.767578125,333.2385,2876.7,1510000,302,166.7115,302
4232.15,-18573.93359375,337.7112,4944.51,1515000,303,172.1048,303
1682.74,-15892.7998046875,366.5424,2157.63,1520000,304,335.4936,304
4064.43,-19091.046875,342.1546,4932.72,1525000,305,196.5315,305
4790.9,-19291.396484375,336.3262,4996.28,1530000,306,194.6646,306
3293.84,-18901.794921875,368.7653,3533.56,1535000,307,283.2383,307
4909.09,-18511.771484375,348.0802,4963.64,1540000,308,222.3018,308
3521.76,-18281.72265625,332.9353,3651.33,1545000,309,328.3001,309
2894.22,-18493.1875,350.1929,929.85,1550000,310,273.4808,310
3739.03,-18870.77734375,351.9966,3924.4,1555000,311,275.1695,311
1413.15,-18487.666015625,346.7854,1260.95,1560000,312,266.1603,312
2513.75,-18688.21875,350.317,3462.58,1565000,313,314.5488,313
3957.76,-18963.291015625,354.4766,3429.31,1570000,314,300.1005,314
2859.12,-18002.75390625,347.8963,1627.15,1575000,315,281.9216,315
4023.63,-18442.21484375,326.961,4192.96,1580000,316,161.3265,316
2269.62,-18305.595703125,348.8723,2002.83,1585000,317,226.6354,317
1723.03,-18786.529296875,367.6158,372.69,1590000,318,406.5003,318
2523.52,-18014.98828125,350.2825,2608.34,1595000,319,308.5647,319
3329.21,-18209.294921875,340.6667,3617.1,1600000,320,219.3502,320
4151.66,-16441.6953125,351.7179,4432.07,1605000,321,341.7254,321
3694.79,-19103.21484375,343.4182,4097.63,1610000,322,207.8564,322
4981.17,-19647.19921875,332.829,5156.39,1615000,323,177.1779,323
4521.14,-19661.029296875,327.9139,2485.71,1620000,324,178.6795,324
5148.99,-19646.54296875,336.5417,5162.6,1625000,325,170.8001,325
5135.45,-18525.3828125,335.7444,5159.07,1630000,326,203.9095,326
4953.54,-19559.85546875,332.5274,4945.8,1635000,327,179.607,327
5250.72,-19602.759765625,340.6668,4983.68,1640000,328,188.0416,328
5258.17,-19521.423828125,337.6604,5240.43,1645000,329,180.1482,329
4824.87,-19550.568359375,349.5801,4835.09,1650000,330,181.7514,330
5271.96,-19597.0,352.6953,5123.68,1655000,331,198.6712,331
4888.89,-19310.44140625,356.1701,4896.04,1660000,332,187.4035,332
5022.59,-19437.880859375,360.0788,5297.44,1665000,333,198.5945,333
4833.86,-19541.515625,366.9048,4622.54,1670000,334,203.7635,334
4983.95,-19657.931640625,361.8248,4978.82,1675000,335,199.2307,335
4858.64,-19222.5234375,368.6384,4731.4,1680000,336,193.9542,336
4817.08,-19059.765625,368.2631,5124.72,1685000,337,215.4571,337
4603.32,-19675.857421875,372.654,4475.27,1690000,338,182.1253,338
4965.48,-19614.419921875,364.161,4449.93,1695000,339,198.8703,339
4987.49,-19371.822265625,370.2335,4704.77,1700000,340,202.2787,340
5075.13,-18936.244140625,370.1903,4547.77,1705000,341,203.4422,341
3801.26,-19318.671875,372.6778,4074.16,1710000,342,199.8944,342
5092.99,-18888.826171875,362.6723,4936.98,1715000,343,203.4952,343
5261.54,-19383.544921875,360.0514,5062.11,1720000,344,188.9084,344
4909.27,-19386.615234375,364.9943,4747.94,1725000,345,198.0697,345
5225.52,-19325.619140625,365.41,5215.78,1730000,346,202.88,346
5010.47,-19151.693359375,360.5304,5238.36,1735000,347,195.2103,347
4921.5,-18848.318359375,363.1627,4647.89,1740000,348,195.6402,348
5300.62,-18904.33984375,354.2176,5188.06,1745000,349,180.8519,349
5010.74,-18254.23828125,366.1859,4741.94,1750000,350,185.7332,350
4281.3,-18651.6015625,362.5144,4324.23,1755000,351,200.3377,351
3774.17,-16367.2333984375,385.7792,3684.45,1760000,352,236.6883,352
4770.88,-18792.994140625,360.1391,4962.18,1765000,353,178.3196,353
3966.98,-18107.44140625,365.6206,3913.41,1770000,354,184.2508,354
5071.1,-18286.97265625,364.031,4565.42,1775000,355,193.3413,355
4988.0,-18420.55859375,381.6292,4555.11,1780000,356,213.7288,356
4599.44,-19334.19921875,369.2598,4472.8,1785000,357,211.6188,357
4250.0,-17809.89453125,382.3823,4996.81,1790000,358,218.4054,358
4677.83,-18878.927734375,373.4007,3993.8,1795000,359,222.7436,359
2679.12,-18037.400390625,397.7156,2705.12,1800000,360,275.3719,360
4288.86,-18306.3125,351.8946,4379.01,1805000,361,146.5363,361
2936.96,-17686.615234375,382.6996,2493.29,1810000,362,209.4427,362
1911.79,-16923.376953125,389.3303,1420.24,1815000,363,222.7423,363
3400.67,-16701.173828125,370.7651,3355.08,1820000,364,225.8059,364
1780.94,-17547.759765625,379.7546,2317.49,1825000,365,229.5877,365
1310.83,-14216.2412109375,405.2433,1228.74,1830000,366,277.3595,366
1304.44,-15435.2646484375,419.8734,1771.14,1835000,367,307.3853,367
2046.83,-14953.302734375,383.8675,1484.83,1840000,368,277.2406,368
2151.96,-15875.8720703125,398.515,2407.24,1845000,369,316.0843,369
1436.03,-15151.4912109375,409.8202,1364.27,1850000,370,343.0622,370
2690.3,-17326.48828125,375.807,2403.62,1855000,371,222.8701,371
2506.63,-17366.677734375,391.9216,2270.88,1860000,372,231.7019,372
3411.51,-18135.189453125,364.5144,3313.31,1865000,373,182.9446,373
3035.81,-18037.4296875,384.6027,3276.01,1870000,374,253.0318,374
4561.48,-18985.564453125,360.9084,4654.3,1875000,375,183.4643,375
4059.78,-18279.505859375,385.5639,2996.49,1880000,376,222.1035,376
4143.63,-18466.140625,379.537,4052.28,1885000,377,232.0319,377
4461.35,-19110.91015625,365.5915,4227.13,1890000,378,170.1874,378
3662.87,-18160.708984375,372.2206,3927.88,1895000,379,197.0006,379
4463.61,-18430.111328125,353.9359,3849.43,1900000,380,170.0876,380
2176.63,-17598.1796875,379.4201,2641.7,1905000,381,225.8184,381
3772.95,-16956.748046875,364.409,3625.08,1910000,382,208.1781,382
3423.98,-17657.56640625,369.328,2595.98,1915000,383,180.9849,383
1691.32,-17257.1015625,366.2478,2010.9,1920000,384,196.0262,384
1663.26,-17170.134765625,386.4397,1436.35,1925000,385,228.9623,385
1671.85,-16745.66015625,404.3928,1662.48,1930000,386,277.7419,386
878.14,-16292.8447265625,416.396,1102.02,1935000,387,322.5635,387
2161.49,-17311.486328125,392.7297,1599.66,1940000,388,271.6757,388
1109.95,-16615.3359375,397.1956,1659.03,1945000,389,251.4205,389
2081.67,-15652.662109375,418.854,2185.16,1950000,390,294.7693,390
1084.6,-15945.8525390625,423.6716,1175.47,1955000,391,366.8708,391
1427.59,-16923.0859375,432.2587,1338.49,1960000,392,317.7757,392
