Running Forward KL,Real Sto Return,Itration,Reward Loss,Running Reverse KL,Running Update Time,Running Env Steps,Real Det Return
39.7249,5166.03,383,-3361.71435546875,18.8761,383,1915000,5205.04
39.1967,5116.74,384,-3128.1572265625,18.7965,384,1920000,5284.59
41.7484,5108.91,385,-3588.52685546875,21.6501,385,1925000,5132.73
40.8956,5206.23,386,-3448.878662109375,19.8516,386,1930000,5277.41
39.8738,5234.3,387,-3188.86083984375,18.7286,387,1935000,5333.44
41.0774,5119.53,388,-3704.210205078125,20.2525,388,1940000,5161.99
39.5763,5110.5,389,-3324.922607421875,17.8655,389,1945000,5294.59
40.632,5117.38,390,-3590.6728515625,19.8045,390,1950000,5166.32
40.2777,5227.67,391,-3579.81640625,19.9244,391,1955000,5320.34
39.9025,5227.16,392,-3410.091552734375,17.9712,392,1960000,5294.63
40.1226,5140.16,393,-3597.3701171875,19.1463,393,1965000,5149.44
40.8267,4662.7,394,-3451.27685546875,19.3088,394,1970000,4870.53
41.1492,4046.56,395,-3116.03125,23.483,395,1975000,4952.71
42.9694,4770.39,396,-3652.18115234375,22.6823,396,1980000,4780.26
42.4102,4829.61,397,-3846.055419921875,21.6458,397,1985000,4880.9
41.4778,4678.84,398,-3586.795654296875,20.3385,398,1990000,4813.04
40.3837,4623.48,399,-3170.34765625,17.5625,399,1995000,4580.46
41.6984,4901.63,400,-3708.83837890625,19.7308,400,2000000,4837.31
40.529,3136.13,401,-3407.888916015625,15.2266,401,2005000,3624.1
40.0228,3608.9,402,-3430.6142578125,23.6331,402,2010000,3706.79
40.1535,4504.96,403,-3433.54296875,21.8863,403,2015000,5004.48
39.7192,4066.66,404,-3505.3515625,23.3379,404,2020000,4771.9
40.8873,4973.41,405,-3827.168701171875,19.9252,405,2025000,5244.77
39.8634,4683.21,406,-3657.193115234375,20.0426,406,2030000,5237.39
41.2662,5052.18,407,-4191.10546875,20.0002,407,2035000,5164.21
39.8571,4921.29,408,-3852.19140625,18.5631,408,2040000,4990.59
40.5014,5029.13,409,-4213.99951171875,19.2437,409,2045000,5118.64
39.9549,4767.27,410,-3978.29638671875,17.4801,410,2050000,4599.57
39.3626,4946.43,411,-4115.931640625,18.548,411,2055000,4786.86
40.7329,4995.23,412,-4175.02685546875,19.9888,412,2060000,5112.63
43.1848,4237.12,413,-4259.78515625,21.7037,413,2065000,4260.73
42.4506,4236.92,414,-3972.907470703125,19.2691,414,2070000,4148.31
55.0925,-10.53,415,-4221.037109375,127.4172,415,2075000,-10.49
48.2585,487.2,416,-3432.43310546875,46.2256,416,2080000,580.6
41.3979,3548.44,417,-3699.980712890625,21.3957,417,2085000,3510.41
46.4274,783.91,418,-3797.698974609375,42.2456,418,2090000,654.75
41.4175,2565.82,419,-3975.655517578125,22.264,419,2095000,837.19
41.1641,4364.84,420,-3932.950439453125,20.1809,420,2100000,4425.83
44.5829,1176.46,421,-4191.86474609375,21.4096,421,2105000,1230.33
43.486,1042.75,422,-3734.16015625,27.7784,422,2110000,1050.27
41.5192,3435.46,423,-3768.904052734375,21.6518,423,2115000,3893.54
47.9935,486.62,424,-3764.23779296875,25.9825,424,2120000,479.39
42.062,4310.44,425,-3759.127685546875,22.1144,425,2125000,4632.62
43.1966,5075.49,426,-4146.1201171875,26.313,426,2130000,5106.0
42.995,4766.17,427,-4418.0234375,24.8224,427,2135000,4683.09
43.5706,4892.22,428,-4978.15283203125,27.3925,428,2140000,4921.97
41.169,4883.41,429,-4508.01171875,24.5583,429,2145000,4666.64
42.259,5141.57,430,-4639.396484375,26.2657,430,2150000,5086.48
42.0432,4976.73,431,-4725.37060546875,24.438,431,2155000,4939.58
41.4408,5072.92,432,-4618.7998046875,23.7611,432,2160000,5135.24
41.8173,5160.74,433,-4817.6181640625,24.0315,433,2165000,5186.96
40.8457,5077.32,434,-4795.859375,23.2805,434,2170000,5166.48
41.7979,5048.23,435,-4747.3212890625,23.7189,435,2175000,5051.42
40.974,5126.5,436,-4660.994140625,22.1466,436,2180000,5176.91
41.2348,5095.38,437,-4747.13037109375,21.7339,437,2185000,5141.1
40.0829,4885.85,438,-4633.998046875,19.3817,438,2190000,5039.9
39.2585,4851.81,439,-4640.79150390625,18.1572,439,2195000,4604.62
39.9581,4916.39,440,-4689.60400390625,19.023,440,2200000,5027.85
39.5954,4825.11,441,-4804.7177734375,18.3882,441,2205000,4725.96
41.2132,4725.1,442,-5037.8115234375,19.4218,442,2210000,4800.99
40.3682,4678.38,443,-4829.80078125,17.9792,443,2215000,4081.35
46.6718,667.44,444,-4713.43017578125,31.0597,444,2220000,670.91
50.7773,269.33,445,-4681.58056640625,56.0487,445,2225000,265.98
45.3784,928.44,446,-4893.3701171875,41.7161,446,2230000,815.23
42.9321,2700.9,447,-4646.6953125,18.0728,447,2235000,816.83
52.4108,100.09,448,-4689.20703125,30.0968,448,2240000,102.29
43.0363,1762.05,449,-4925.10791015625,38.0762,449,2245000,1710.0
40.1117,4432.95,450,-4520.265625,21.8397,450,2250000,4587.64
40.7798,4674.05,451,-4672.759765625,24.5905,451,2255000,4679.86
43.8842,2410.69,452,-4098.85009765625,29.5691,452,2260000,1571.52
43.3742,4434.16,453,-5011.57080078125,25.2446,453,2265000,4973.35
42.2695,4930.26,454,-5188.26513671875,25.7851,454,2270000,4972.89
42.3377,4703.32,455,-5004.716796875,26.0953,455,2275000,5221.64
42.3116,3485.64,456,-5335.830078125,26.236,456,2280000,5189.3
43.6899,3523.23,457,-4233.7333984375,26.0391,457,2285000,4234.42
43.386,3454.31,458,-5529.08349609375,24.5821,458,2290000,4893.57
41.4507,4619.19,459,-5565.03662109375,23.1762,459,2295000,3076.5
42.9032,3983.32,460,-5700.20947265625,24.774,460,2300000,5196.03
42.1757,3975.18,461,-5657.87890625,27.1221,461,2305000,4250.99
43.0239,4169.94,462,-5731.96240234375,27.1846,462,2310000,4446.24
42.761,4834.12,463,-5724.49853515625,23.2125,463,2315000,4888.24
41.0241,4931.77,464,-5869.04345703125,22.2719,464,2320000,5021.22
42.6814,4048.17,465,-6028.69140625,23.0867,465,2325000,5030.42
40.7206,4747.99,466,-5671.9580078125,21.5809,466,2330000,5020.76
41.9274,4973.98,467,-6015.91064453125,22.2886,467,2335000,5048.47
42.1865,4986.64,468,-6032.357421875,22.378,468,2340000,5176.55
42.3069,5038.92,469,-6133.26953125,23.5815,469,2345000,5160.75
41.366,4537.01,470,-5769.5556640625,21.0414,470,2350000,5140.05
41.5983,5020.46,471,-6012.15478515625,22.1739,471,2355000,5189.91
40.6309,5089.88,472,-5895.08837890625,21.9016,472,2360000,4837.93
40.0692,5073.12,473,-5554.31103515625,20.1652,473,2365000,5065.51
40.4435,5066.09,474,-5839.33447265625,21.3782,474,2370000,4910.06
39.8478,4936.06,475,-5619.263671875,19.6638,475,2375000,4880.53
39.901,5119.44,476,-5595.18896484375,20.6626,476,2380000,5178.67
39.779,5083.46,477,-5542.88916015625,20.0584,477,2385000,5206.97
40.1469,4960.75,478,-5811.1171875,22.5856,478,2390000,5149.26
40.2686,5056.1,479,-5853.267578125,21.2847,479,2395000,5109.54
40.9051,5085.79,480,-5899.81005859375,23.1036,480,2400000,5169.22
39.8146,5054.66,481,-5679.4208984375,21.1262,481,2405000,5090.74
41.157,5065.04,482,-5992.3544921875,22.1731,482,2410000,5071.54
41.673,5026.12,483,-6087.251953125,22.9394,483,2415000,5085.58
41.0471,5037.32,484,-6023.06640625,22.2876,484,2420000,5113.6
40.988,5073.17,485,-6060.96533203125,22.1188,485,2425000,5138.16
40.9769,5074.83,486,-6014.86474609375,21.1911,486,2430000,5112.95
41.2038,5069.32,487,-5987.16162109375,21.5451,487,2435000,5096.4
40.7428,5019.55,488,-5936.98876953125,22.4593,488,2440000,5219.11
40.6295,5068.86,489,-5912.3583984375,21.1013,489,2445000,5065.85
40.4195,5091.02,490,-5943.73291015625,20.6688,490,2450000,5142.59
40.2484,4886.32,491,-5967.328125,20.1652,491,2455000,5128.81
41.1168,5026.11,492,-6255.34423828125,22.0483,492,2460000,5116.78
41.0369,4696.55,493,-6314.7001953125,21.8107,493,2465000,4833.1
41.9653,5119.58,494,-6497.9072265625,23.3597,494,2470000,5167.15
42.3218,5228.7,495,-6535.607421875,24.8196,495,2475000,5328.3
42.6057,5155.03,496,-6402.54150390625,24.4988,496,2480000,5226.07
44.0631,5200.4,497,-6729.05908203125,28.1953,497,2485000,5302.28
43.3556,5208.45,498,-6397.92041015625,27.4312,498,2490000,5296.58
43.3265,5155.95,499,-6555.04248046875,27.2416,499,2495000,5176.49
43.3311,5156.89,500,-6841.103515625,26.7158,500,2500000,5188.93
42.1164,5196.56,501,-6222.296875,23.7984,501,2505000,5279.21
42.3427,5233.31,502,-6566.611328125,24.8461,502,2510000,5343.9
42.1073,4513.58,503,-6575.10205078125,25.5566,503,2515000,5265.3
40.4963,5038.79,504,-6706.0693359375,22.3739,504,2520000,5030.62
40.9536,5127.47,505,-6731.3134765625,22.7339,505,2525000,5189.53
41.7974,5178.1,506,-6912.4189453125,22.5308,506,2530000,5248.95
40.2608,5090.86,507,-6597.01708984375,19.7689,507,2535000,5176.96
40.7338,5100.6,508,-6606.7978515625,20.5729,508,2540000,5171.0
39.9754,4837.73,509,-6719.4892578125,21.0043,509,2545000,5092.12
40.7128,4952.6,510,-6817.9580078125,22.9817,510,2550000,5244.61
40.7399,5194.63,511,-6670.22705078125,22.093,511,2555000,5273.77
41.8056,5263.74,512,-6803.7958984375,23.8495,512,2560000,5353.08
41.9445,5260.14,513,-6809.482421875,23.8873,513,2565000,5329.5
41.8718,5207.19,514,-6820.08544921875,23.2854,514,2570000,5307.53
42.1167,5012.39,515,-6742.0244140625,23.6536,515,2575000,5316.76
42.1063,5255.71,516,-6765.4990234375,23.3852,516,2580000,5345.08
42.3421,4762.12,517,-6892.27880859375,23.9058,517,2585000,5343.67
41.5472,5035.4,518,-6836.0283203125,23.3748,518,2590000,5373.27
41.2924,5226.7,519,-6656.31298828125,21.224,519,2595000,4826.96
41.0771,5234.57,520,-6699.72314453125,22.0834,520,2600000,5341.06
41.0075,4919.03,521,-6795.59423828125,20.7225,521,2605000,5132.93
43.6373,4204.54,522,-6330.6787109375,27.7181,522,2610000,4480.19
43.6851,4857.35,523,-6695.8798828125,28.7708,523,2615000,4849.18
43.6229,5211.51,524,-6834.107421875,25.9932,524,2620000,5210.42
