Itration,Running Forward KL,Running Reverse KL,Running Env Steps,Real Sto Return,Running Update Time,Reward Loss,Real Det Return
51,149.6792,17.6708,255000,7931.23,51,-6996.6259765625,8520.9
52,149.9676,18.6759,260000,8515.06,52,-6759.83740234375,9164.91
53,150.9157,18.5181,265000,8132.52,53,-6840.35986328125,8444.83
54,150.3546,18.1522,270000,8323.55,54,-6961.97119140625,8653.13
55,149.944,18.6153,275000,8517.52,55,-7059.6669921875,9064.61
56,149.3375,18.2193,280000,8656.59,56,-7153.57470703125,9041.08
57,149.0978,18.3765,285000,8834.81,57,-7258.33251953125,9254.43
58,150.1852,19.1131,290000,8586.97,58,-7832.87646484375,9031.52
59,149.4877,18.1051,295000,8698.55,59,-7488.58056640625,9229.31
60,149.9916,18.6571,300000,8618.15,60,-7482.24267578125,9075.8
61,149.8536,18.5296,305000,8568.92,61,-7607.40234375,8974.82
62,149.441,18.1963,310000,8534.79,62,-7685.62890625,9045.22
63,148.7096,18.5517,315000,8402.94,63,-7829.2626953125,9511.24
64,148.6314,18.5912,320000,8860.11,64,-7992.98046875,9429.82
65,149.9192,19.517,325000,8700.01,65,-8072.37255859375,9050.64
66,149.2833,18.5749,330000,8854.89,66,-8241.1455078125,9286.07
67,148.9902,18.2537,335000,9102.38,67,-8228.7470703125,9612.77
68,149.2642,18.3211,340000,9026.46,68,-8168.4228515625,9428.96
69,149.0019,18.6224,345000,8930.01,69,-8424.81640625,9275.82
70,148.244,18.1834,350000,8815.18,70,-8765.8349609375,9485.35
71,148.936,19.1927,355000,9122.66,71,-8700.3857421875,9453.32
72,148.3347,19.3497,360000,9204.57,72,-8466.31640625,9764.34
73,148.3407,18.8544,365000,9218.66,73,-8926.1123046875,9696.58
74,148.6095,18.4989,370000,9191.94,74,-8834.8271484375,9656.86
75,148.1312,19.2992,375000,9151.96,75,-8848.052734375,9584.36
76,147.9972,18.7069,380000,9259.22,76,-9152.4775390625,9827.32
77,147.9815,18.2326,385000,9326.55,77,-9000.6708984375,9914.61
78,148.2074,19.1653,390000,9407.74,78,-9328.158203125,9491.79
79,148.2845,19.3236,395000,9533.75,79,-9155.3623046875,9916.23
80,147.4822,18.9924,400000,9491.65,80,-9302.138671875,10005.26
81,147.5621,18.6902,405000,9524.19,81,-9431.3671875,9941.67
82,147.9907,18.7876,410000,9274.17,82,-9383.6650390625,9580.95
83,148.5448,19.9012,415000,9402.11,83,-9753.009765625,9811.35
84,147.0376,18.628,420000,9658.86,84,-9513.451171875,10142.47
85,148.4268,19.5345,425000,9119.07,85,-9526.5107421875,9963.84
86,146.8945,19.2029,430000,9639.99,86,-9829.849609375,10156.54
87,147.2702,19.2614,435000,9686.91,87,-9804.3701171875,10183.68
88,147.4415,17.9899,440000,9516.53,88,-10544.525390625,10084.2
89,146.7737,19.2303,445000,9755.1,89,-10041.9609375,10052.02
90,147.2464,18.549,450000,9687.46,90,-10096.1845703125,10311.84
91,147.2968,18.8923,455000,9814.3,91,-10343.037109375,10381.26
92,146.4801,18.7548,460000,9863.28,92,-10361.86328125,10417.3
93,146.8655,19.4626,465000,9856.08,93,-10463.7880859375,10281.44
94,147.126,19.2395,470000,9912.62,94,-10514.728515625,10396.93
95,146.8377,18.7578,475000,9727.19,95,-10893.765625,10173.34
96,147.0883,18.9016,480000,9558.3,96,-10900.30859375,10401.97
97,146.7547,19.1907,485000,9445.7,97,-10777.0029296875,10446.98
98,146.1272,17.7894,490000,9540.64,98,-11302.943359375,10317.6
99,146.644,19.5455,495000,10022.11,99,-10915.5703125,10530.31
100,146.2059,18.5727,500000,9880.89,100,-10879.1962890625,10497.56
101,146.5138,18.3623,505000,10141.63,101,-11299.02734375,10746.93
102,146.3917,19.0054,510000,10096.47,102,-10805.953125,10524.72
103,146.8865,18.7382,515000,10000.41,103,-11759.91796875,10282.9
104,146.2468,19.8179,520000,9891.06,104,-11473.6591796875,10201.71
105,145.9521,18.3433,525000,10092.47,105,-11450.8447265625,10731.28
106,146.2555,18.7939,530000,10113.9,106,-11468.171875,10651.66
107,146.5458,18.8247,535000,10095.58,107,-11729.142578125,10174.88
108,145.9647,18.8779,540000,10155.29,108,-11791.126953125,10018.18
109,145.1553,17.7737,545000,10011.7,109,-11740.248046875,10779.22
110,146.8023,19.3015,550000,10035.72,110,-11756.51171875,10234.94
111,146.4268,19.7017,555000,10161.73,111,-11789.630859375,10441.52
112,146.4899,19.2173,560000,10078.42,112,-12146.703125,10443.05
113,145.2539,18.6667,565000,10295.6,113,-11960.1494140625,10917.83
114,145.1999,18.8409,570000,10133.46,114,-11930.00390625,10698.15
115,145.0824,18.3384,575000,10337.21,115,-12593.134765625,10730.05
116,145.5637,18.5548,580000,10183.75,116,-12190.2607421875,10829.28
117,145.5803,18.9553,585000,9861.04,117,-12249.212890625,10312.22
118,146.2202,19.2264,590000,10079.21,118,-12599.125,10774.29
119,145.0512,18.5302,595000,9885.12,119,-12479.421875,10548.9
120,145.1598,18.8936,600000,9536.95,120,-13094.6435546875,10560.39
121,144.3968,17.5621,605000,8527.93,121,-13311.84375,10819.87
122,145.4094,18.7231,610000,10375.11,122,-12887.2900390625,10988.07
123,146.3459,18.5452,615000,9583.6,123,-12944.5595703125,10147.76
124,144.9106,19.3367,620000,10339.94,124,-12791.373046875,10768.86
125,145.1674,19.3059,625000,10354.61,125,-13090.724609375,10787.99
126,144.6126,18.2237,630000,10415.18,126,-12912.1650390625,10983.13
127,144.7622,19.0775,635000,10527.92,127,-12917.9208984375,11101.23
128,145.1248,19.8369,640000,10476.93,128,-13533.57421875,11058.64
129,144.1699,17.702,645000,10084.77,129,-13508.2265625,11038.9
130,144.8083,18.183,650000,10519.9,130,-13249.6416015625,10402.69
131,144.1092,18.2168,655000,10397.37,131,-13263.5771484375,10923.94
132,144.4016,19.5593,660000,10196.89,132,-13125.08203125,11082.78
133,144.1754,18.0827,665000,10405.17,133,-13402.4111328125,10893.09
134,143.7253,18.6129,670000,10718.6,134,-13715.158203125,11220.68
135,144.8324,19.5672,675000,10423.23,135,-13960.0185546875,10725.56
136,144.873,18.7044,680000,10467.43,136,-13804.56640625,10825.66
137,143.7175,17.1197,685000,10388.67,137,-14190.751953125,10443.91
138,144.477,18.1945,690000,10198.84,138,-13830.7216796875,11228.97
139,144.1174,18.4989,695000,10694.99,139,-14173.3291015625,11274.75
140,143.9546,17.9764,700000,10481.08,140,-14448.9521484375,11045.18
141,143.4256,18.8907,705000,10721.3,141,-14243.603515625,11325.07
142,145.0078,19.5752,710000,10412.96,142,-14826.8984375,10552.39
143,145.4513,20.3654,715000,10484.68,143,-14506.2109375,10830.01
144,143.8711,19.0995,720000,10770.92,144,-14399.0478515625,11272.3
145,144.3092,18.3126,725000,10674.96,145,-15357.373046875,11205.06
146,145.0566,20.4092,730000,10312.35,146,-14732.0517578125,10689.55
147,144.2077,19.1677,735000,10786.39,147,-15053.2275390625,11271.57
148,144.4454,19.0986,740000,10476.05,148,-14983.509765625,10994.65
149,143.8969,17.1878,745000,10080.07,149,-15616.7509765625,10530.25
150,143.5728,18.7725,750000,10626.2,150,-15476.611328125,11286.19
151,144.8577,19.9758,755000,10706.81,151,-15180.724609375,11052.09
152,144.9485,18.9883,760000,10505.46,152,-15311.478515625,11206.75
153,143.9556,19.2968,765000,10993.17,153,-16031.421875,11005.05
154,144.7656,19.1816,770000,10508.55,154,-15294.720703125,10866.22
155,143.8571,19.537,775000,10889.43,155,-15227.5556640625,11323.43
156,144.3991,19.4555,780000,10603.49,156,-15458.5908203125,11013.4
157,144.0038,17.603,785000,10909.7,157,-15887.6279296875,11409.09
158,143.8483,17.0028,790000,10899.97,158,-16464.48828125,11437.85
159,144.1198,19.601,795000,10709.87,159,-15808.4970703125,11159.59
160,143.4837,18.5579,800000,10649.71,160,-16266.6982421875,11319.94
161,143.2638,18.9924,805000,10960.45,161,-15805.3271484375,11375.96
162,143.1947,18.506,810000,10667.69,162,-16307.1591796875,11448.8
163,144.2113,18.7571,815000,10774.25,163,-16446.423828125,11344.81
164,143.9619,17.1896,820000,10587.67,164,-17144.37109375,11320.93
165,143.9653,18.6824,825000,10839.98,165,-16692.759765625,11091.6
166,144.0016,18.6827,830000,10896.62,166,-17157.16015625,11424.02
167,143.6134,18.8994,835000,10987.07,167,-16813.962890625,11455.38
168,143.5662,18.9638,840000,10800.26,168,-16764.380859375,11469.61
169,143.9653,19.2454,845000,10895.95,169,-16904.0,11394.53
170,144.2269,19.9513,850000,10781.13,170,-16918.5234375,11078.78
171,143.6115,18.1351,855000,10803.71,171,-16954.16796875,11509.74
172,143.6865,19.2816,860000,11047.63,172,-17201.865234375,11476.72
173,143.5639,18.7846,865000,11114.42,173,-17344.4375,11550.34
174,143.8764,19.6028,870000,10904.64,174,-17703.666015625,11247.96
175,143.8764,19.5977,875000,10868.4,175,-17844.12890625,11288.58
176,143.572,18.8831,880000,11049.23,176,-17612.017578125,11540.68
177,143.3265,19.0889,885000,11018.4,177,-17344.9765625,11399.66
178,143.6627,18.675,890000,10889.15,178,-18253.0625,11176.44
179,144.2299,18.7502,895000,10912.72,179,-18158.669921875,11416.37
180,143.1162,18.5091,900000,11074.98,180,-17801.599609375,11394.85
181,144.1516,17.9177,905000,10497.79,181,-18302.279296875,11154.15
182,143.1493,18.5648,910000,11014.03,182,-18374.80078125,11604.84
183,143.5638,19.2053,915000,10858.89,183,-18304.857421875,11167.81
184,143.4518,17.7854,920000,10981.0,184,-18545.609375,11546.71
185,143.3701,18.5038,925000,11154.63,185,-18711.3125,11582.19
186,143.0646,19.2884,930000,11083.0,186,-18732.021484375,11501.51
187,142.6616,17.7245,935000,11007.57,187,-19053.68359375,11544.11
188,143.3422,19.1812,940000,11112.55,188,-19349.173828125,11444.23
189,142.9201,17.6083,945000,11176.11,189,-18556.978515625,11593.61
190,142.4727,17.6469,950000,11102.06,190,-19419.33203125,11594.73
191,143.6009,19.0629,955000,10704.01,191,-19715.193359375,11388.42
192,143.3735,19.2151,960000,11134.96,192,-19211.544921875,11541.96
193,143.4899,18.9659,965000,11088.75,193,-19575.146484375,11558.61
194,143.4384,17.5829,970000,10690.54,194,-19866.689453125,11611.99
195,143.3226,19.13,975000,11047.73,195,-19391.16796875,11452.2
196,143.3143,19.3318,980000,11146.05,196,-20205.685546875,11469.79
197,143.2384,18.3255,985000,11185.95,197,-19830.70703125,11573.84
198,142.5188,18.7892,990000,11116.48,198,-20067.83984375,11621.44
199,143.0257,18.9251,995000,10691.85,199,-20497.15234375,11506.46
200,143.3357,19.4888,1000000,10960.93,200,-20733.919921875,11277.83
201,142.946,19.1118,1005000,11204.72,201,-20587.20703125,11468.67
202,143.9903,18.2781,1010000,10805.84,202,-21198.70703125,11167.58
203,143.6231,20.1331,1015000,10968.05,203,-21077.28515625,11196.22
204,143.3969,19.1894,1020000,11040.67,204,-21381.73828125,11250.33
205,143.5492,18.764,1025000,11064.49,205,-21276.482421875,11291.99
206,144.1396,19.1705,1030000,10786.69,206,-21222.18359375,10997.33
207,143.7887,19.7774,1035000,10871.75,207,-21956.263671875,11091.99
208,143.9251,19.4411,1040000,10960.19,208,-21678.31640625,11204.04
209,143.1392,19.6541,1045000,11091.35,209,-22035.380859375,11312.82
210,143.3118,19.4241,1050000,10810.73,210,-22141.080078125,11039.27
211,143.3863,19.3395,1055000,11081.03,211,-21779.658203125,11331.54
212,143.6464,19.7621,1060000,10918.67,212,-22318.74609375,11200.02
213,143.7362,19.6091,1065000,10927.18,213,-22171.27734375,11257.15
214,143.4749,19.2743,1070000,10979.52,214,-22682.271484375,11283.25
215,143.5622,19.2135,1075000,11055.32,215,-23392.703125,11326.52
216,143.1236,19.1575,1080000,11150.99,216,-23012.6171875,11520.48
217,143.4347,19.5063,1085000,11193.37,217,-22434.66796875,11500.45
218,143.488,19.5275,1090000,11097.01,218,-22817.310546875,11311.38
219,143.431,19.2852,1095000,11215.25,219,-23041.734375,11581.69
220,143.9487,19.4538,1100000,11085.74,220,-23261.54296875,11334.92
221,143.5153,19.1549,1105000,11248.36,221,-23161.48828125,11562.63
222,143.9711,20.2006,1110000,11057.83,222,-22973.279296875,11408.9
223,143.2391,19.2954,1115000,10894.13,223,-23523.66796875,11603.67
224,143.0779,19.0807,1120000,11336.05,224,-23104.802734375,11708.78
225,143.6164,19.3277,1125000,11182.07,225,-23332.03125,11563.11
226,142.4392,19.2176,1130000,10940.78,226,-24099.4375,11470.32
227,143.5378,20.2676,1135000,11055.01,227,-24022.705078125,11393.7
228,143.2984,19.3878,1140000,11305.17,228,-23412.751953125,11674.86
229,143.1605,19.5174,1145000,11331.08,229,-23956.24609375,11724.15
230,143.2489,19.8839,1150000,11320.99,230,-24090.17578125,11703.05
231,143.2751,19.3318,1155000,11361.82,231,-24181.10546875,11785.62
232,143.3071,18.8683,1160000,11354.75,232,-24589.60546875,11708.41
233,143.2326,19.1384,1165000,11440.82,233,-24281.16015625,11851.14
234,141.5702,18.6558,1170000,11450.07,234,-24154.052734375,11816.45
235,142.8108,19.3003,1175000,11350.92,235,-24338.26171875,11826.29
236,143.3702,19.0832,1180000,11191.09,236,-24624.447265625,11853.28
237,142.931,19.413,1185000,11503.91,237,-25540.634765625,11864.75
238,143.2582,19.745,1190000,11364.23,238,-24733.283203125,11760.27
239,143.1929,19.5362,1195000,11393.74,239,-25248.572265625,11767.77
240,143.3027,19.3275,1200000,11130.15,240,-25377.83984375,11797.7
241,143.3042,19.2284,1205000,11439.73,241,-25075.685546875,11843.19
242,143.2113,19.2699,1210000,11507.2,242,-24800.13671875,11849.6
243,142.8496,19.0934,1215000,10856.99,243,-24900.580078125,11823.98
244,142.9462,19.0907,1220000,11224.57,244,-25474.951171875,11348.71
245,143.3364,19.3397,1225000,10854.17,245,-25882.84765625,11835.8
246,143.0131,19.3162,1230000,11434.65,246,-25555.8515625,11853.38
247,142.5438,19.4775,1235000,11344.57,247,-25722.953125,11770.01
248,142.8687,19.0553,1240000,11354.92,248,-25372.53125,11791.8
249,142.558,19.2797,1245000,11501.54,249,-26236.09375,11786.05
250,142.4076,18.9975,1250000,10497.43,250,-26737.796875,11682.39
251,143.4737,19.5858,1255000,11220.32,251,-26405.591796875,11592.83
252,143.0017,18.1354,1260000,11536.24,252,-26354.9375,11939.16
253,142.7813,19.2454,1265000,11335.01,253,-26342.794921875,11464.61
254,143.2098,18.904,1270000,11014.38,254,-26753.56640625,11902.52
255,142.9992,18.861,1275000,11395.66,255,-27109.62109375,11762.28
256,142.8516,17.9129,1280000,11077.58,256,-26652.580078125,11233.81
257,141.9916,18.2414,1285000,10460.33,257,-26333.701171875,11452.25
258,142.5857,18.4723,1290000,11001.73,258,-26957.166015625,11545.29
259,142.6393,18.8601,1295000,10368.57,259,-27488.984375,11451.37
260,142.7801,19.1675,1300000,10704.58,260,-27460.14453125,11938.8
261,142.2121,19.078,1305000,11007.38,261,-27281.80859375,11922.05
262,142.6125,18.8665,1310000,11618.58,262,-27728.3359375,12085.15
263,142.3017,17.4423,1315000,9251.28,263,-28489.720703125,10636.61
264,143.1546,19.8692,1320000,11080.64,264,-27398.623046875,11823.55
265,142.3106,18.7653,1325000,11476.55,265,-27792.318359375,11789.66
266,143.1864,17.7739,1330000,10046.47,266,-29092.078125,10766.53
267,142.973,17.5684,1335000,10658.89,267,-29151.0078125,10945.62
268,143.7152,17.2762,1340000,10773.09,268,-29617.552734375,11197.28
269,143.5374,17.413,1345000,10453.65,269,-29984.513671875,10553.36
270,142.3835,19.095,1350000,10717.07,270,-28777.15234375,11857.56
271,142.566,15.7557,1355000,10127.45,271,-29959.8671875,11477.85
272,141.8251,19.0661,1360000,10853.85,272,-29136.318359375,11578.82
273,143.9905,16.1446,1365000,7685.3,273,-31526.748046875,10905.11
274,141.9978,18.3487,1370000,11487.08,274,-29074.701171875,11948.36
275,142.8837,15.4091,1375000,9022.51,275,-31147.37890625,9704.06
276,142.9359,17.6678,1380000,11223.95,276,-30605.626953125,11445.07
277,143.0644,16.5909,1385000,10458.39,277,-30744.435546875,11544.19
278,142.4941,16.7392,1390000,10860.0,278,-31001.361328125,11537.53
279,142.8711,18.0084,1395000,9591.5,279,-30614.0,11471.88
280,141.8512,18.0473,1400000,11363.23,280,-29673.1484375,12120.91
281,142.2344,18.2806,1405000,11191.68,281,-30486.857421875,11945.69
282,143.3076,18.7354,1410000,11007.05,282,-30595.306640625,11864.4
283,142.102,18.8626,1415000,10640.15,283,-30222.607421875,11746.36
284,142.7037,19.4517,1420000,11548.59,284,-30333.740234375,11082.39
285,142.7795,18.2218,1425000,10312.29,285,-30189.9140625,11954.12
286,142.9098,16.7452,1430000,11193.71,286,-31640.13671875,11694.1
287,142.7768,17.8073,1435000,9625.77,287,-31953.548828125,10277.6
288,142.2867,19.1695,1440000,11048.93,288,-31007.998046875,11742.94
289,142.9124,16.2725,1445000,10396.77,289,-31922.431640625,11017.67
290,142.6392,18.0407,1450000,10852.98,290,-31514.65234375,11746.88
291,142.4743,17.7078,1455000,10653.8,291,-31969.865234375,11926.42
292,142.0314,18.7067,1460000,10677.72,292,-30644.087890625,11958.91
293,142.9169,16.3936,1465000,9906.01,293,-32308.12890625,11361.24
294,141.88,18.2555,1470000,11423.35,294,-31491.6796875,11981.83
295,142.2519,17.615,1475000,10571.67,295,-32465.634765625,11634.63
296,142.8972,18.6512,1480000,10655.36,296,-32244.775390625,12094.3
297,142.08,19.2218,1485000,11606.05,297,-31431.13671875,11815.61
298,142.1883,17.2681,1490000,10110.33,298,-32881.5390625,11727.9
299,142.7704,18.8392,1495000,11250.34,299,-32175.279296875,11901.88
300,141.8936,16.2964,1500000,8841.31,300,-33214.7578125,10845.9
301,142.1643,18.9973,1505000,11476.36,301,-31796.92578125,11417.99
302,142.4302,16.2069,1510000,7891.93,302,-33196.3125,10518.34
303,142.7476,18.9493,1515000,11514.38,303,-31683.94921875,11879.79
304,141.8471,17.1079,1520000,10556.49,304,-32958.7578125,11341.17
305,142.2645,19.0211,1525000,11494.9,305,-32653.25,11972.23
306,141.7359,17.6499,1530000,10394.97,306,-32829.4375,11687.63
307,142.3029,19.3425,1535000,11628.68,307,-32168.91015625,11934.15
308,142.2322,17.4421,1540000,10149.41,308,-32979.140625,10654.7
309,142.9893,19.329,1545000,11353.66,309,-32285.505859375,11593.31
310,141.7754,18.6434,1550000,11553.88,310,-33017.61328125,11675.59
311,143.0678,18.9378,1555000,10628.78,311,-32734.951171875,12005.12
312,142.7431,17.4556,1560000,9722.98,312,-33771.19921875,11381.65
313,142.0919,18.4328,1565000,11439.09,313,-33812.78125,11047.07
314,142.8971,19.0614,1570000,10944.77,314,-33750.90625,11799.67
315,141.5359,18.7091,1575000,11193.88,315,-33229.875,12159.23
316,142.2752,17.118,1580000,9535.37,316,-34321.69921875,10908.77
317,142.613,19.1954,1585000,10481.19,317,-33379.71875,11788.97
318,142.4664,17.779,1590000,11094.34,318,-33988.40625,10106.7
319,142.6192,18.156,1595000,10821.87,319,-33924.20703125,11895.83
320,142.9388,18.5507,1600000,10949.08,320,-34686.05078125,11877.2
321,143.0081,19.6526,1605000,11464.11,321,-33070.31640625,11911.13
322,142.1543,16.3804,1610000,10615.45,322,-35520.140625,11170.95
323,142.5897,19.6276,1615000,11309.37,323,-34272.39453125,12060.65
324,142.4556,17.3217,1620000,10897.55,324,-34791.79296875,11689.0
325,142.7697,18.2242,1625000,10867.32,325,-34513.875,11979.29
326,142.4427,17.1225,1630000,10037.45,326,-35097.6015625,11852.94
327,142.4866,17.1538,1635000,11531.37,327,-34871.37890625,11569.52
328,142.221,16.3286,1640000,10545.05,328,-35187.44140625,11426.2
329,141.9591,17.4205,1645000,11215.11,329,-34549.0703125,12103.62
330,141.677,16.0736,1650000,10864.26,330,-35145.32421875,11561.77
331,142.1379,18.0609,1655000,10615.8,331,-35012.703125,11751.82
332,142.9067,19.3428,1660000,11446.15,332,-34484.921875,11900.26
333,143.0903,15.7696,1665000,10918.83,333,-34952.70703125,12180.89
334,142.3375,18.7816,1670000,10545.88,334,-35518.9765625,11793.58
335,142.4498,17.8498,1675000,11284.61,335,-35429.40625,11642.22
336,142.0395,16.6978,1680000,7947.24,336,-36063.87890625,11426.05
337,141.8574,17.4545,1685000,11671.55,337,-35368.8125,12135.34
338,142.2503,18.8829,1690000,10556.51,338,-35466.40625,11999.88
339,142.6155,18.4814,1695000,10151.88,339,-35902.4375,12098.04
340,142.6721,16.6223,1700000,11001.11,340,-35237.92578125,11964.96
341,142.1947,19.0674,1705000,11575.19,341,-35615.14453125,11769.93
342,142.6637,18.6183,1710000,9325.65,342,-35571.44140625,12062.59
343,142.0668,18.7071,1715000,11319.58,343,-36459.37890625,12170.05
344,142.7094,17.3103,1720000,9382.25,344,-36554.4921875,11741.27
345,142.7743,17.8586,1725000,11337.11,345,-36198.46875,12162.57
346,142.0858,18.7518,1730000,11312.55,346,-36192.77734375,11679.69
347,142.5624,18.8394,1735000,11600.78,347,-36205.37890625,12145.22
348,142.551,19.3077,1740000,11390.1,348,-36729.3671875,12112.44
349,142.0858,16.4714,1745000,8773.41,349,-36631.73046875,10435.26
350,142.2436,17.4945,1750000,11653.8,350,-36238.578125,11650.35
351,142.7969,17.0976,1755000,9189.39,351,-37578.28125,11520.95
352,142.3775,17.5342,1760000,10468.37,352,-37173.6015625,11468.5
353,142.0069,17.196,1765000,9546.12,353,-37646.4765625,11747.5
354,141.6925,18.6581,1770000,11430.49,354,-36370.859375,12091.74
355,141.7943,17.5064,1775000,8485.06,355,-37399.3828125,9869.54
356,142.8195,18.5062,1780000,11439.58,356,-36994.7265625,11082.68
357,141.9929,18.5824,1785000,10531.49,357,-37082.7578125,12096.97
358,142.4446,17.9496,1790000,10705.89,358,-37530.03515625,11113.88
359,141.7441,18.2847,1795000,10199.32,359,-37656.484375,12210.4
360,141.582,18.798,1800000,9595.09,360,-37858.3671875,11858.61
361,142.4643,19.068,1805000,11517.09,361,-37357.56640625,11642.83
362,141.5516,17.7596,1810000,10876.36,362,-38437.85546875,11809.86
363,142.6973,18.4321,1815000,10682.64,363,-37770.3515625,12125.66
364,141.6036,16.9173,1820000,11235.28,364,-37541.99609375,12281.12
365,141.5387,15.0037,1825000,9772.18,365,-38602.28515625,11491.76
366,142.7369,18.1178,1830000,11079.17,366,-37893.86328125,11509.56
367,141.011,16.0293,1835000,9833.92,367,-38815.16796875,10134.2
368,142.1197,17.9793,1840000,10849.02,368,-38570.5546875,11973.91
369,142.3501,17.2257,1845000,11653.35,369,-38292.3046875,11564.43
370,142.0165,18.4192,1850000,11702.19,370,-38128.359375,12355.16
371,142.2289,18.7323,1855000,11361.32,371,-38813.578125,11985.83
372,141.8047,18.6462,1860000,11671.71,372,-39090.94921875,12232.64
373,142.4467,18.4614,1865000,10109.75,373,-38219.0,11771.08
374,142.5809,18.6036,1870000,11505.16,374,-38930.76171875,12127.66
375,142.1382,16.1332,1875000,10521.37,375,-39407.51171875,12265.11
376,141.9903,18.871,1880000,11776.93,376,-39026.10546875,12347.19
377,142.438,18.7344,1885000,11555.08,377,-39311.77734375,12132.66
378,141.9137,18.1874,1890000,10830.01,378,-39028.77734375,12383.01
379,142.4035,18.8845,1895000,11519.6,379,-39943.54296875,11288.45
380,142.5561,19.2477,1900000,10998.49,380,-39437.5859375,12233.07
381,142.517,17.1689,1905000,9729.56,381,-39302.00390625,12334.08
382,142.4287,18.4788,1910000,11147.62,382,-39357.65234375,12392.69
383,142.415,17.4962,1915000,10950.35,383,-39725.19140625,12262.74
384,142.022,18.6034,1920000,11597.93,384,-38605.48046875,12420.31
385,142.8049,17.6653,1925000,11312.41,385,-40040.73828125,11678.74
386,142.4674,17.1105,1930000,11146.77,386,-39874.640625,11690.66
387,142.1443,18.7813,1935000,10786.01,387,-40300.71875,12375.52
388,142.0685,16.6995,1940000,11395.67,388,-40483.15234375,11553.12
389,142.2896,18.5519,1945000,11277.24,389,-40278.37890625,11804.17
390,142.7245,18.1666,1950000,11784.77,390,-39811.21484375,12295.56
391,142.3546,18.0787,1955000,11791.47,391,-39937.9296875,12346.26
