Reward Loss,Itration,Real Sto Return,Running Forward KL,Running Env Steps,Running Reverse KL,Real Det Return,Running Update Time
-20446.880859375,387,4120.01,41.5921,1935000,14.7683,4133.62,387
-20875.16015625,388,3988.49,41.5422,1940000,14.6948,4128.58,388
-20450.17578125,389,4049.45,41.1547,1945000,14.863,4142.07,389
-21185.490234375,390,4167.02,41.8258,1950000,15.028,4141.27,390
-20646.904296875,391,4012.86,41.2532,1955000,14.5071,4158.9,391
-20663.736328125,392,4014.52,41.5257,1960000,15.3084,4230.51,392
-21545.53515625,393,4210.74,41.7619,1965000,15.5864,4201.54,393
-21163.52734375,394,4192.46,41.9306,1970000,15.504,4168.7,394
-21218.69140625,395,4238.35,41.6271,1975000,16.1308,4271.72,395
-20965.283203125,396,4244.22,41.9544,1980000,16.1956,4150.29,396
-21274.599609375,397,4210.75,41.8452,1985000,14.7464,4185.01,397
-20953.005859375,398,4198.43,41.6483,1990000,15.6373,4256.12,398
-21499.775390625,399,4202.98,41.4044,1995000,15.1578,4246.94,399
-22197.158203125,400,4146.07,41.8251,2000000,14.7913,4104.78,400
-22104.517578125,401,4231.32,41.8677,2005000,15.263,4247.25,401
-21676.1015625,402,4203.2,41.0874,2010000,15.0597,4263.71,402
-21843.083984375,403,4126.51,41.0611,2015000,14.9188,4150.08,403
-21497.115234375,404,4245.34,41.8922,2020000,15.8666,4253.77,404
-22120.36328125,405,4193.0,41.5665,2025000,14.76,4233.16,405
-21983.5859375,406,4241.58,41.5057,2030000,15.5707,4225.23,406
-22189.55859375,407,4179.44,40.9747,2035000,14.4792,4182.43,407
-21760.15234375,408,4195.8,41.3857,2040000,15.1428,4242.01,408
-22301.05078125,409,4180.21,41.5601,2045000,15.0398,4197.4,409
-22098.685546875,410,4194.09,41.1388,2050000,14.9864,4253.27,410
-21956.177734375,411,4222.85,40.9713,2055000,14.6171,4234.79,411
-22168.60546875,412,4185.67,40.8664,2060000,14.4167,4224.91,412
-22582.3203125,413,4200.34,41.3675,2065000,15.2537,4262.81,413
-22540.935546875,414,4195.56,40.6555,2070000,14.1536,4217.14,414
-22867.849609375,415,4239.08,41.2376,2075000,14.8291,4242.03,415
-22819.09765625,416,4226.45,41.157,2080000,14.5408,4240.86,416
-23574.00390625,417,4236.05,41.3116,2085000,15.0778,4253.51,417
-23349.927734375,418,4134.94,41.5384,2090000,14.4863,4185.62,418
-23463.89453125,419,4210.4,41.5582,2095000,14.7683,4232.66,419
-23066.865234375,420,4183.89,41.6401,2100000,14.7685,4224.85,420
-23446.685546875,421,4200.78,41.514,2105000,15.1213,4231.9,421
-23158.93359375,422,4210.12,40.8531,2110000,14.2883,4251.01,422
-23012.38671875,423,4251.6,41.417,2115000,14.7811,4269.76,423
-23992.96484375,424,4254.97,41.5232,2120000,14.6921,4258.05,424
-23306.935546875,425,4088.14,41.3555,2125000,15.0274,4260.17,425
-24231.03125,426,4054.11,41.5965,2130000,14.8075,4246.47,426
-23790.87890625,427,4236.01,41.5084,2135000,14.8178,4246.03,427
-23501.302734375,428,4279.51,41.474,2140000,14.949,4268.23,428
-23809.880859375,429,4251.99,41.2982,2145000,15.0488,4258.24,429
-23703.294921875,430,4269.73,41.3041,2150000,14.9258,4278.47,430
-23730.455078125,431,4258.48,41.0216,2155000,14.612,4269.13,431
-23906.34765625,432,4284.93,41.0855,2160000,14.2886,4296.34,432
-23882.359375,433,4217.32,41.4178,2165000,14.111,4260.36,433
-24042.130859375,434,4227.04,41.6293,2170000,14.8155,4268.34,434
-30096.431640625,435,460.69,48.9077,2175000,82.7879,698.43,435
-30876.396484375,436,633.33,46.9384,2180000,26.219,525.26,436
-28856.767578125,437,855.59,47.8298,2185000,33.0814,876.24,437
-28232.623046875,438,2083.75,43.9321,2190000,25.5036,2314.49,438
-31650.578125,439,1135.78,44.8658,2195000,21.2104,526.17,439
-26559.548828125,440,3523.85,42.0745,2200000,20.0943,3504.1,440
-26665.908203125,441,3732.0,42.4821,2205000,18.093,3915.16,441
-25938.130859375,442,3816.46,42.0284,2210000,16.8713,4108.52,442
-26240.0546875,443,4036.48,42.477,2215000,17.3108,4093.4,443
-26027.0390625,444,3192.35,41.8879,2220000,19.3018,3793.84,444
-30365.2734375,445,909.84,48.3272,2225000,80.432,758.54,445
-28645.265625,446,1960.8,45.0678,2230000,20.5681,2591.98,446
-30150.57421875,447,1487.87,44.7141,2235000,25.5035,1038.48,447
-27392.55859375,448,3715.58,41.9937,2240000,20.015,3894.56,448
-32890.26171875,449,1960.08,45.5991,2245000,38.8598,2878.59,449
-28238.61328125,450,3661.1,42.7919,2250000,17.4983,3809.31,450
-27647.05078125,451,3914.38,43.1721,2255000,18.9446,3820.77,451
-26708.068359375,452,3900.25,42.4891,2260000,18.1238,3681.73,452
-26808.8828125,453,3834.96,42.3966,2265000,17.3032,3908.69,453
-26639.224609375,454,4069.4,42.0251,2270000,17.6886,4181.78,454
-26367.234375,455,4066.33,41.6718,2275000,18.1962,4108.75,455
-26314.53125,456,4010.14,41.8662,2280000,17.8329,4200.58,456
-26131.615234375,457,4078.85,41.836,2285000,17.4953,4230.4,457
-26741.69921875,458,4162.25,41.9876,2290000,17.5506,4218.95,458
-26239.04296875,459,4108.86,41.6926,2295000,17.6328,4197.24,459
-26906.84375,460,4166.26,41.5779,2300000,17.2453,4197.31,460
-26838.8046875,461,4191.78,42.1867,2305000,17.8548,4187.08,461
-27863.451171875,462,4106.46,42.2701,2310000,17.7113,4100.62,462
-26997.814453125,463,4144.24,42.0713,2315000,18.0243,4081.6,463
-26996.369140625,464,4105.28,42.3904,2320000,18.359,4158.43,464
-27055.603515625,465,4132.45,42.0979,2325000,18.5893,4141.67,465
-27131.419921875,466,4132.14,42.5507,2330000,18.1809,4094.72,466
-26785.779296875,467,4077.53,42.1328,2335000,17.4496,4117.28,467
-28130.775390625,468,4126.56,42.338,2340000,16.6493,4206.85,468
-27276.044921875,469,4191.49,42.0163,2345000,16.9549,4258.95,469
-27595.7421875,470,4213.56,42.0887,2350000,17.8262,4319.31,470
-27256.720703125,471,4194.7,42.0159,2355000,17.979,4272.68,471
-26666.83984375,472,4169.61,41.8448,2360000,17.4159,4247.56,472
-27185.568359375,473,4207.66,41.6413,2365000,17.1024,4266.11,473
-27724.154296875,474,4163.84,41.961,2370000,17.5947,4223.49,474
-27260.919921875,475,4230.69,42.4975,2375000,18.0208,4307.61,475
-27620.40234375,476,4206.59,42.3088,2380000,17.6949,4248.26,476
-27472.349609375,477,4269.46,41.7165,2385000,17.8608,4284.74,477
-27444.123046875,478,4186.09,41.6785,2390000,17.1829,4324.56,478
-27424.95703125,479,4241.62,42.1373,2395000,17.9563,4289.79,479
-27443.232421875,480,4209.98,42.1595,2400000,17.9679,4252.0,480
-28443.423828125,481,4243.96,42.1846,2405000,17.93,4266.63,481
-28962.087890625,482,4181.12,41.6831,2410000,16.772,4202.84,482
-29179.935546875,483,4201.79,42.1217,2415000,16.5441,4196.7,483
-28448.712890625,484,4220.99,41.8075,2420000,17.0439,4240.06,484
-28274.86328125,485,4280.13,42.0398,2425000,17.4712,4266.55,485
-28198.65625,486,4223.09,42.0527,2430000,17.0311,4272.53,486
-28349.3046875,487,4229.8,41.6843,2435000,17.0806,4254.22,487
-28286.53125,488,4150.23,41.508,2440000,16.7284,4254.64,488
-27996.876953125,489,4241.84,41.4428,2445000,16.6133,4319.89,489
-27936.5703125,490,4291.66,41.4959,2450000,17.3972,4307.74,490
-28844.388671875,491,4224.02,41.9411,2455000,17.2583,4287.32,491
-28399.466796875,492,4300.26,41.8133,2460000,17.6071,4300.5,492
-28583.94921875,493,4288.22,42.0853,2465000,16.8742,4303.52,493
-28639.314453125,494,4255.93,41.9181,2470000,17.1091,4305.46,494
-28102.93359375,495,4337.57,41.4894,2475000,17.3683,4375.19,495
-28505.521484375,496,4290.25,41.6724,2480000,17.286,4329.39,496
-29719.296875,497,4306.48,41.3817,2485000,17.0395,4319.66,497
-28761.212890625,498,4338.57,41.3825,2490000,16.2318,4357.21,498
-29226.669921875,499,4299.86,41.5659,2495000,16.7563,4344.8,499
-29614.22265625,500,4355.27,41.9628,2500000,16.9649,4384.23,500
-30107.58203125,501,4326.57,42.1958,2505000,17.7762,4349.63,501
-29673.896484375,502,4355.68,42.0845,2510000,17.2904,4374.59,502
-29451.349609375,503,4361.96,41.9187,2515000,18.0857,4387.63,503
-29433.900390625,504,4360.06,41.8684,2520000,17.5764,4413.1,504
-30257.40625,505,4252.55,41.1727,2525000,16.4383,4376.05,505
-29587.501953125,506,4361.27,42.3296,2530000,17.8179,4403.45,506
-29114.244140625,507,4359.84,41.8541,2535000,18.0974,4436.43,507
-29626.865234375,508,4355.75,41.3444,2540000,17.9756,4383.54,508
-29384.380859375,509,4400.51,41.6517,2545000,17.7549,4452.99,509
-29739.845703125,510,4393.91,41.6328,2550000,17.4645,4490.97,510
-30204.779296875,511,4356.29,41.8765,2555000,17.6493,4453.69,511
-29877.1484375,512,4355.93,41.3025,2560000,16.9049,4404.31,512
-29543.740234375,513,4403.9,41.8807,2565000,18.3913,4440.63,513
-30541.03515625,514,4363.51,41.634,2570000,18.1444,4438.49,514
-30942.564453125,515,4302.85,41.9947,2575000,17.7171,4408.33,515
-29951.982421875,516,4349.66,41.9032,2580000,17.6756,4400.27,516
-31158.16796875,517,4341.96,41.454,2585000,17.7232,4374.22,517
-31151.69921875,518,4365.04,41.7187,2590000,17.7741,4364.12,518
-31145.21875,519,4360.85,41.7771,2595000,18.2191,4379.12,519
-31097.595703125,520,4379.95,41.4414,2600000,18.4055,4423.81,520
-30883.802734375,521,4381.62,41.9207,2605000,17.8679,4400.26,521
-31505.5703125,522,4158.37,41.7436,2610000,16.8707,4437.4,522
-31335.322265625,523,4391.96,41.4267,2615000,17.5564,4404.35,523
-31651.76953125,524,4366.32,42.0373,2620000,18.4735,4412.89,524
-31070.556640625,525,3884.57,41.4482,2625000,17.751,4302.51,525
-30835.095703125,526,4416.58,41.7157,2630000,18.0983,4493.05,526
-30253.669921875,527,4433.46,40.9943,2635000,17.8022,4436.74,527
-30603.1328125,528,4487.71,41.2258,2640000,17.4904,4556.23,528
-31227.177734375,529,4453.37,41.3077,2645000,17.1565,4451.49,529
-31787.763671875,530,4461.49,42.2826,2650000,17.3797,4541.39,530
-32118.841796875,531,4455.45,41.6844,2655000,18.0457,4513.17,531
-31216.546875,532,4489.32,41.5128,2660000,18.1949,4534.87,532
-32330.9921875,533,4399.46,41.8831,2665000,17.49,4465.65,533
-31414.97265625,534,4415.7,41.2008,2670000,18.4126,4548.29,534
-31891.470703125,535,4381.8,41.3552,2675000,18.2029,4460.69,535
-32042.5546875,536,4360.5,41.6123,2680000,17.7791,4440.12,536
-31804.228515625,537,4385.99,41.8738,2685000,18.4851,4397.14,537
-32039.380859375,538,4364.25,41.2322,2690000,17.581,4398.14,538
-32342.474609375,539,4298.27,41.2883,2695000,18.2748,4485.37,539
-33279.8984375,540,4360.52,41.1844,2700000,17.7451,4432.82,540
-32524.146484375,541,4414.67,41.6487,2705000,18.1312,4539.73,541
-32174.5390625,542,4393.99,41.4032,2710000,18.0701,4479.93,542
-32726.796875,543,4324.36,41.8924,2715000,18.3297,4415.51,543
-33031.875,544,4393.81,42.0796,2720000,18.537,4477.89,544
-33062.98828125,545,4363.15,41.3144,2725000,17.9208,4393.03,545
-33288.5625,546,4305.2,41.9605,2730000,17.2927,4368.59,546
-33087.5078125,547,4242.36,41.6771,2735000,18.1954,4462.4,547
-33847.90234375,548,4348.18,41.5438,2740000,17.6322,4437.39,548
-33242.08984375,549,4403.29,41.6451,2745000,18.423,4423.28,549
-36416.41015625,550,-5.27,50.7389,2750000,29.6459,-4.08,550
-42025.125,551,240.48,49.2372,2755000,32.4476,194.06,551
-36637.37890625,552,3578.71,44.3627,2760000,26.5953,3643.3,552
-38401.3046875,553,3336.32,43.8821,2765000,28.8689,3360.43,553
-38993.359375,554,3049.7,43.1874,2770000,24.1963,2658.42,554
-39381.64453125,555,2950.15,43.5861,2775000,23.1107,981.12,555
-35496.85546875,556,4101.05,43.1165,2780000,21.0674,3990.17,556
-35028.65625,557,4233.34,41.6106,2785000,20.4721,4220.82,557
-33447.06640625,558,4345.33,41.5554,2790000,20.1093,4377.39,558
-34090.5625,559,4372.06,42.2014,2795000,20.3884,4416.31,559
-34154.9609375,560,4330.2,42.1191,2800000,20.2241,4395.42,560
-34315.75390625,561,4321.34,42.2103,2805000,19.8624,4383.69,561
-34071.8203125,562,4397.41,41.511,2810000,19.5742,4370.48,562
-34875.578125,563,4245.41,41.3832,2815000,19.6184,4294.61,563
-34683.81640625,564,4304.24,41.8287,2820000,19.5116,4281.98,564
-34912.00390625,565,4298.89,41.6971,2825000,19.1939,4328.07,565
-34087.73046875,566,4341.44,41.1139,2830000,18.8147,4480.21,566
-34158.76171875,567,4366.94,42.0277,2835000,18.8828,4431.47,567
-34703.51953125,568,4371.29,41.0417,2840000,17.9476,4370.28,568
-34904.34765625,569,4192.92,41.4536,2845000,17.3239,4253.17,569
-35582.70703125,570,4203.44,42.1693,2850000,18.1085,4174.95,570
-35014.28125,571,4320.4,41.7598,2855000,18.8782,4314.19,571
-33824.91015625,572,4295.0,41.5383,2860000,18.4475,4309.16,572
-35264.80859375,573,4233.55,41.874,2865000,18.7635,4280.95,573
-35872.5546875,574,4230.98,42.3343,2870000,18.2691,4312.18,574
-36218.03125,575,4116.54,41.9232,2875000,19.5878,4236.59,575
-35271.2578125,576,4096.26,41.7962,2880000,19.7879,4366.57,576
-35536.11328125,577,4324.45,41.7017,2885000,19.3985,4421.2,577
-35407.32421875,578,4297.74,41.2777,2890000,18.8095,4394.56,578
-35146.06640625,579,4226.84,41.5744,2895000,18.3006,4432.14,579
-35481.6015625,580,4302.06,41.3861,2900000,18.8356,4360.23,580
-35028.08984375,581,4251.6,41.172,2905000,18.6354,4278.1,581
-41001.68359375,582,1076.7,47.6594,2910000,44.6186,677.7,582
-36759.55078125,583,4116.5,43.0855,2915000,21.9433,4147.34,583
-35450.0625,584,4015.84,42.0349,2920000,21.0507,4135.95,584
-38061.1015625,585,4022.12,42.9239,2925000,21.5705,4161.8,585
-38908.78515625,586,4165.39,43.2994,2930000,20.7705,4167.45,586
-38201.2734375,587,3915.74,42.3074,2935000,20.5118,4117.91,587
-37186.45703125,588,4239.0,42.8092,2940000,21.0124,4286.64,588
-36883.7421875,589,4237.22,42.9454,2945000,21.2477,4218.48,589
-36964.29296875,590,4230.02,42.2356,2950000,21.1003,4278.75,590
-37249.96875,591,4218.37,42.501,2955000,20.4322,4194.74,591
-37503.59765625,592,4274.55,43.0898,2960000,20.5725,4279.34,592
-37313.7421875,593,4344.29,42.2252,2965000,19.9442,4345.35,593
-36998.38671875,594,4387.46,41.9786,2970000,19.6684,4423.86,594
-37230.03125,595,4398.26,42.57,2975000,20.0933,4408.42,595
-37085.35546875,596,4332.45,41.9147,2980000,19.8299,4360.43,596
-37669.24609375,597,4285.75,41.9128,2985000,18.9299,4350.94,597
-38265.8125,598,4253.52,41.9555,2990000,19.0522,4280.51,598
-38706.55078125,599,4306.42,42.1881,2995000,19.4256,4287.23,599
-38552.09765625,600,4150.01,42.2371,3000000,18.8124,4255.42,600
-38377.765625,601,4262.67,42.2247,3005000,19.0502,4246.0,601
-38398.875,602,4258.98,41.9704,3010000,18.7018,4230.28,602
-37978.6875,603,4242.53,42.2367,3015000,18.4893,4244.54,603
-37697.15625,604,4204.04,42.2148,3020000,18.461,4198.96,604
-37927.0,605,4236.61,42.3704,3025000,18.8491,4250.66,605
-37468.5703125,606,4259.78,42.3239,3030000,19.106,4264.38,606
-37223.90234375,607,4250.32,40.9762,3035000,18.3127,4274.97,607
-37751.16796875,608,4274.26,41.6661,3040000,19.121,4328.88,608
-38263.1015625,609,4268.38,42.4319,3045000,19.3704,4229.51,609
-38221.52734375,610,4243.38,41.4703,3050000,18.8878,4244.49,610
-38325.7109375,611,4244.14,41.9284,3055000,19.6274,4279.77,611
-37730.10546875,612,4242.28,41.5158,3060000,18.6311,4268.71,612
-38509.00390625,613,4280.47,41.4583,3065000,18.8494,4305.35,613
-38737.85546875,614,4304.91,41.8234,3070000,19.4098,4330.34,614
-38545.375,615,4326.88,41.6617,3075000,19.3799,4316.61,615
-38424.7890625,616,4287.26,40.7764,3080000,18.9376,4299.55,616
-38257.65234375,617,4351.86,41.3906,3085000,19.3197,4391.71,617
-38849.6484375,618,4373.87,41.5297,3090000,19.2405,4349.14,618
-38341.4609375,619,4332.29,41.4622,3095000,19.5965,4445.35,619
-38595.15625,620,4277.06,41.0989,3100000,19.1913,4281.29,620
-39119.65625,621,4357.67,41.3153,3105000,18.6018,4296.26,621
-39696.81640625,622,4335.1,41.1991,3110000,18.8347,4327.29,622
-38882.08984375,623,4373.68,41.5552,3115000,19.1513,4436.81,623
-39348.44921875,624,4316.39,41.1409,3120000,19.7431,4320.81,624
-39591.28125,625,4354.83,41.607,3125000,19.7561,4430.81,625
-39598.51171875,626,4333.43,41.8972,3130000,19.7945,4349.48,626
-39258.84375,627,4403.97,42.2261,3135000,20.573,4431.96,627
-39074.76953125,628,4402.15,41.61,3140000,19.5725,4409.9,628
-38892.8828125,629,4395.46,41.8282,3145000,19.8514,4351.89,629
-39139.52734375,630,4355.93,42.05,3150000,19.8768,4296.35,630
-38705.8984375,631,4373.5,42.0285,3155000,20.0622,4441.13,631
-39329.109375,632,4330.64,41.7691,3160000,19.9096,4375.92,632
-39747.45703125,633,4381.48,41.299,3165000,20.0569,4418.94,633
-39517.828125,634,4358.23,42.4129,3170000,20.0115,4448.45,634
-39637.43359375,635,4330.86,42.09,3175000,19.9076,4337.75,635
-40107.2890625,636,4355.82,41.7646,3180000,20.5137,4471.52,636
-39967.77734375,637,4364.05,41.4482,3185000,20.1105,4401.18,637
-40300.62890625,638,4379.05,41.3246,3190000,20.4556,4455.02,638
-39904.7734375,639,4370.85,42.0544,3195000,20.4465,4454.02,639
-40353.38671875,640,4349.95,41.8417,3200000,19.9837,4475.6,640
-40323.48046875,641,4287.38,41.7057,3205000,20.1244,4359.66,641
-40123.81640625,642,4358.7,42.025,3210000,19.6537,4383.28,642
-39932.43359375,643,4356.16,41.8251,3215000,20.3972,4380.7,643
-41023.9375,644,4365.23,41.5033,3220000,19.7007,4266.33,644
-40774.609375,645,4359.68,41.684,3225000,20.0659,4342.59,645
-40068.03515625,646,4444.19,41.0343,3230000,19.1047,4422.49,646
-40419.84765625,647,4371.02,41.6018,3235000,20.0094,4360.92,647
-40614.1484375,648,4400.17,41.6149,3240000,20.1653,4460.27,648
-40106.80078125,649,4380.6,41.2359,3245000,19.5788,4465.41,649
-40392.734375,650,4370.83,41.3156,3250000,19.1358,4462.38,650
-39982.73828125,651,4383.08,41.6214,3255000,19.8795,4412.65,651
-39558.62109375,652,4402.96,40.573,3260000,19.326,4408.01,652
-40455.61328125,653,4418.9,41.0017,3265000,18.68,4466.73,653
-40243.3359375,654,4365.78,41.1051,3270000,19.16,4379.25,654
-39978.875,655,4409.1,41.2497,3275000,20.0059,4500.49,655
-40739.0703125,656,4461.35,41.0327,3280000,19.4289,4490.05,656
-40966.296875,657,4424.55,41.3815,3285000,19.4894,4413.48,657
-41187.34375,658,4366.56,41.1238,3290000,19.2307,4392.56,658
-41011.12109375,659,4389.78,41.5381,3295000,18.6313,4281.21,659
-41664.375,660,4224.99,41.2153,3300000,19.7297,4342.56,660
-42011.74609375,661,4409.94,41.407,3305000,18.1135,4416.33,661
-43028.44140625,662,4386.3,41.4475,3310000,18.6119,4415.54,662
-42376.37109375,663,4310.35,41.9817,3315000,18.6996,4401.35,663
-41580.80078125,664,4343.96,41.2531,3320000,19.1886,4388.57,664
-41139.40625,665,4381.5,40.9734,3325000,18.1203,4433.83,665
-41423.0703125,666,4437.07,41.1755,3330000,19.0219,4462.31,666
-40575.7421875,667,4397.77,40.9171,3335000,17.9498,4425.02,667
-41774.56640625,668,4381.04,41.4791,3340000,17.8241,4466.38,668
-41291.234375,669,4214.11,40.5111,3345000,17.5804,4456.27,669
-41981.8984375,670,4406.52,40.6343,3350000,18.006,4384.79,670
-41984.359375,671,4341.53,40.8079,3355000,17.6603,4410.27,671
-42407.625,672,3860.1,40.7946,3360000,17.1579,4477.69,672
-42988.85546875,673,4350.11,41.8757,3365000,18.4652,4458.02,673
-42295.3046875,674,4325.73,41.7104,3370000,18.5194,4435.09,674
-41559.4375,675,4377.21,41.3278,3375000,18.4231,4474.49,675
-43804.3984375,676,4339.8,41.7205,3380000,18.0414,4430.66,676
-42282.56640625,677,4391.23,41.3051,3385000,18.2575,4466.71,677
-42486.26953125,678,4383.95,41.3439,3390000,18.0285,4426.22,678
-42724.71484375,679,4441.43,40.9887,3395000,18.2379,4452.63,679
-42089.49609375,680,4400.34,40.1866,3400000,17.6423,4473.98,680
-42444.0546875,681,4403.08,41.0993,3405000,18.2794,4378.25,681
-41969.26171875,682,4206.19,40.6089,3410000,17.3794,4459.57,682
-42723.44921875,683,4377.45,41.2582,3415000,17.8859,4401.9,683
-43171.73046875,684,4375.33,40.793,3420000,17.7618,4413.0,684
-42064.796875,685,4198.29,40.8465,3425000,17.8545,4383.71,685
-44407.8984375,686,4376.58,41.1827,3430000,18.5223,4385.8,686
-41694.515625,687,4365.46,41.081,3435000,17.8046,4438.59,687
-43178.87109375,688,4361.03,41.4447,3440000,18.7634,4391.05,688
-43363.234375,689,4001.41,41.2004,3445000,18.6413,4370.26,689
-43104.84375,690,4330.94,41.3687,3450000,18.9227,4350.7,690
-42422.54296875,691,4206.66,41.1911,3455000,17.9462,4429.31,691
-43087.73046875,692,4393.22,41.4387,3460000,18.5018,4350.96,692
-42369.078125,693,4346.66,41.3771,3465000,17.5805,4410.77,693
-43393.30078125,694,4316.23,41.082,3470000,17.5042,4397.67,694
-43811.3125,695,4379.52,41.2119,3475000,17.6987,4389.73,695
-43339.13671875,696,4349.36,41.6663,3480000,17.6293,4402.01,696
-43132.59375,697,4311.07,40.7966,3485000,17.8603,4377.36,697
-43135.26953125,698,4364.73,41.4635,3490000,18.204,4373.78,698
-43973.71484375,699,4351.39,41.1256,3495000,18.3633,4378.94,699
-43269.28515625,700,4399.62,41.2161,3500000,17.9335,4333.62,700
-42750.7265625,701,4405.51,40.5175,3505000,18.7863,4420.74,701
-43909.0234375,702,4294.61,41.3185,3510000,17.6093,4357.42,702
-43707.60546875,703,4370.84,41.5726,3515000,19.5368,4304.86,703
-43193.06640625,704,4390.66,41.316,3520000,18.8706,4394.16,704
-43482.53125,705,4217.04,41.6234,3525000,19.3574,4408.71,705
-43712.3359375,706,4325.26,41.2184,3530000,19.7427,4442.98,706
-43220.44140625,707,4330.0,41.513,3535000,19.0032,4424.45,707
-44027.13671875,708,4348.16,41.4894,3540000,19.4063,4479.83,708
-44536.46875,709,4196.3,41.5526,3545000,18.212,4393.98,709
-43626.953125,710,4391.19,40.7923,3550000,18.7987,4405.52,710
-45186.23828125,711,4356.44,41.12,3555000,18.8707,4425.63,711
-43652.28515625,712,4394.13,41.0432,3560000,18.0376,4391.41,712
-44684.453125,713,4330.1,41.0617,3565000,18.1604,4459.99,713
-43203.39453125,714,4166.29,40.5484,3570000,17.558,4401.11,714
-44873.3515625,715,4403.77,41.6405,3575000,19.0282,4382.0,715
-44261.01171875,716,4388.24,40.7524,3580000,17.817,4498.6,716
-45082.76953125,717,4378.96,41.2897,3585000,18.8494,4476.41,717
-44566.80859375,718,4399.2,40.79,3590000,18.0865,4487.9,718
-43931.828125,719,4302.02,41.0546,3595000,18.237,4434.56,719
-44508.609375,720,4385.93,40.808,3600000,18.019,4435.69,720
-46108.72265625,721,4355.46,41.4618,3605000,17.9427,4446.85,721
-46513.94921875,722,4298.36,41.9813,3610000,18.6404,4422.23,722
-45096.8046875,723,4345.44,41.032,3615000,17.8386,4419.43,723
-45329.65234375,724,4378.2,41.5258,3620000,19.4014,4448.28,724
-45824.7890625,725,4331.5,41.1558,3625000,18.2432,4416.14,725
-44746.6328125,726,4408.66,41.2808,3630000,17.8812,4366.12,726
-45014.91015625,727,4201.53,41.1824,3635000,18.3698,4449.82,727
-45504.28515625,728,4380.7,41.0472,3640000,17.7662,4433.17,728
-44709.12109375,729,4342.93,40.6577,3645000,18.6521,4479.95,729
-44811.53125,730,4382.56,40.5638,3650000,18.2849,4471.58,730
-45305.8984375,731,4361.12,40.5834,3655000,18.377,4424.81,731
-45448.42578125,732,4280.84,41.8955,3660000,18.1687,4284.04,732
-45353.9921875,733,4373.8,41.3457,3665000,18.341,4437.42,733
-45805.83984375,734,4362.11,41.242,3670000,19.1484,4401.29,734
-44992.98046875,735,4378.27,41.4241,3675000,18.2435,4411.84,735
-44694.10546875,736,4387.25,41.7091,3680000,18.9727,4433.08,736
-45356.33984375,737,4167.31,41.7276,3685000,19.0529,4369.3,737
-46429.125,738,4335.55,41.5401,3690000,19.4448,4389.31,738
-45696.578125,739,4329.7,41.4702,3695000,19.1197,4374.2,739
-45295.33984375,740,4263.52,41.2027,3700000,18.097,4350.63,740
-45578.75390625,741,4358.97,40.8849,3705000,18.7094,4471.65,741
-44562.890625,742,4385.04,41.5401,3710000,18.239,4429.6,742
-46012.3828125,743,4409.44,41.6546,3715000,18.4851,4418.6,743
-46117.4375,744,4399.99,41.84,3720000,18.9421,4437.73,744
-46205.25390625,745,4360.7,41.6806,3725000,18.4227,4369.95,745
-46466.97265625,746,4381.54,41.6408,3730000,18.9074,4428.58,746
-46249.0546875,747,4413.79,41.0736,3735000,18.5711,4388.57,747
-45380.3984375,748,4382.47,41.8192,3740000,18.055,4378.48,748
-46945.7109375,749,4286.39,41.6086,3745000,18.6047,4338.23,749
-46587.75390625,750,4215.91,41.6522,3750000,18.9656,4325.61,750
-45989.1484375,751,4379.74,41.098,3755000,18.6582,4393.7,751
-45387.21484375,752,4115.56,41.163,3760000,18.5318,4419.86,752
-47589.9765625,753,4320.59,40.9566,3765000,19.3714,4425.88,753
-46556.94140625,754,4398.36,40.9902,3770000,18.3964,4376.78,754
-47713.40234375,755,4361.76,41.6107,3775000,18.3055,4359.75,755
-47060.4375,756,4193.49,41.325,3780000,18.3871,4190.44,756
-46097.66796875,757,4055.63,41.4636,3785000,18.2306,4444.69,757
-44828.7109375,758,4048.64,41.291,3790000,17.0292,4229.71,758
-47965.76171875,759,4265.01,41.2881,3795000,18.1471,4382.06,759
-47343.8359375,760,4345.9,40.8327,3800000,17.3675,4369.53,760
-46354.625,761,4300.29,41.4785,3805000,18.7846,4486.52,761
-46748.67578125,762,4271.9,41.6792,3810000,18.9037,4366.8,762
-46392.66015625,763,4148.44,40.7086,3815000,17.9413,4390.12,763
-47026.0703125,764,4079.03,40.9241,3820000,17.3572,4174.44,764
-47788.1796875,765,4086.51,41.3961,3825000,17.5577,4343.91,765
-47545.5625,766,4379.53,41.5624,3830000,18.5138,4528.34,766
-47223.90234375,767,4160.85,41.3921,3835000,17.691,4295.87,767
-48223.609375,768,4148.42,41.2079,3840000,18.3035,4280.47,768
-48465.1171875,769,4116.22,41.0047,3845000,17.0794,4215.4,769
-48200.734375,770,4188.83,41.3223,3850000,18.0915,4286.28,770
-47405.0546875,771,4278.42,41.7757,3855000,16.9707,4380.92,771
-48725.70703125,772,4311.95,41.7326,3860000,18.3229,4387.83,772
-46752.828125,773,4323.67,41.7308,3865000,17.6783,4413.77,773
-47662.69921875,774,4182.92,41.3925,3870000,18.4194,4421.26,774
-48611.8203125,775,4384.61,41.7186,3875000,19.5546,4375.51,775
-49045.52734375,776,4096.35,41.6332,3880000,18.4791,4108.87,776
-48401.29296875,777,4325.68,41.2795,3885000,18.2655,4392.01,777
-48620.2109375,778,4260.22,41.71,3890000,19.0376,4417.57,778
