Real Sto Return,Running Forward KL,Reward Loss,Running Env Steps,Running Reverse KL,Real Det Return,Running Update Time,Itration
2986.81,22.6403,-1195.0782470703125,420000,13.5178,3202.63,84,84
2979.57,23.3221,-1159.5694580078125,425000,14.9806,3087.36,85,85
3036.26,24.2211,-1022.855712890625,430000,15.0079,3192.83,86,86
2500.69,23.6077,-1325.372802734375,435000,14.5944,3186.79,87,87
3090.18,23.7726,-1145.2940673828125,440000,14.2712,3161.62,88,88
2923.81,24.189,-1168.5052490234375,445000,14.978,3219.87,89,89
3138.78,23.166,-933.2933959960938,450000,14.2768,3215.7,90,90
2976.9,23.3439,-1185.272216796875,455000,14.9234,3218.94,91,91
2807.05,23.6524,-1168.4969482421875,460000,14.3348,3220.86,92,92
2322.41,23.4023,-1212.2357177734375,465000,14.068,3208.54,93,93
2624.52,23.5009,-1290.9117431640625,470000,13.4529,3209.2,94,94
3100.94,23.8516,-1091.6519775390625,475000,14.7803,3097.66,95,95
3184.47,23.3766,-1051.4168701171875,480000,14.5478,3202.83,96,96
3136.85,25.0397,-1159.92333984375,485000,15.4417,3099.94,97,97
3102.67,25.0007,-1153.0345458984375,490000,15.6755,3149.7,98,98
3198.44,23.9884,-1159.34521484375,495000,14.9697,3202.65,99,99
2904.41,23.1106,-1267.076904296875,500000,14.4042,3196.82,100,100
2937.98,25.1961,-1217.0538330078125,505000,16.1198,3173.51,101,101
3082.44,23.8972,-1203.25,510000,14.9094,3109.71,102,102
2772.82,23.1774,-1312.408203125,515000,14.3508,3190.52,103,103
3153.58,24.5613,-1144.9794921875,520000,15.385,3142.11,104,104
3111.14,24.3508,-1194.311767578125,525000,15.0248,3120.27,105,105
3076.71,24.1763,-1189.166259765625,530000,14.9685,3180.06,106,106
3162.41,24.0676,-1137.5596923828125,535000,14.3644,3171.57,107,107
3154.78,23.8741,-1004.265380859375,540000,13.7752,3160.6,108,108
3190.59,23.3423,-1078.4002685546875,545000,13.8791,3202.88,109,109
3193.51,22.6647,-999.1968383789062,550000,13.3031,3210.51,110,110
3163.69,23.3692,-1075.85693359375,555000,14.05,3163.91,111,111
3179.09,24.5317,-1218.2333984375,560000,15.2059,3183.38,112,112
3110.58,23.675,-1286.8646240234375,565000,15.2214,3182.64,113,113
3190.38,23.3978,-1031.4837646484375,570000,14.6945,3184.96,114,114
3184.79,23.9546,-1181.4053955078125,575000,13.9258,3182.4,115,115
3157.29,23.1795,-1422.633056640625,580000,14.311,3153.34,116,116
3185.58,22.7581,-1230.638427734375,585000,13.7529,3195.39,117,117
3169.93,23.1836,-1284.2576904296875,590000,14.3288,3174.17,118,118
3189.49,23.5449,-1341.2091064453125,595000,13.9966,3190.76,119,119
3178.65,22.471,-1225.259765625,600000,13.6289,3178.3,120,120
3063.35,22.6835,-1429.810791015625,605000,13.4003,3169.41,121,121
3153.17,23.3542,-1360.61572265625,610000,14.0657,3159.59,122,122
3208.56,22.5946,-1197.333984375,615000,13.4607,3220.04,123,123
3184.67,22.2586,-1266.1025390625,620000,13.7532,3185.31,124,124
3150.6,22.0795,-1327.35107421875,625000,13.4275,3211.62,125,125
3164.43,23.2865,-1451.7310791015625,630000,13.7691,3180.45,126,126
3069.76,22.4746,-1312.0767822265625,635000,13.7888,3214.91,127,127
3165.55,22.786,-1456.4549560546875,640000,13.4458,3162.18,128,128
3111.85,21.2517,-1158.1295166015625,645000,12.8542,3228.1,129,129
3249.02,20.6057,-1139.1309814453125,650000,12.6742,3241.52,130,130
3022.76,22.4679,-1325.825439453125,655000,13.5712,3166.77,131,131
3195.24,22.5727,-1196.8162841796875,660000,13.4626,3195.22,132,132
2867.24,22.6392,-1593.7222900390625,665000,13.3212,3194.63,133,133
3147.01,22.7412,-1516.027587890625,670000,13.6081,3146.23,134,134
1202.08,22.0939,-1458.3687744140625,675000,13.0399,642.44,135,135
3166.4,21.4322,-1554.1400146484375,680000,12.9862,3174.49,136,136
2911.14,22.0182,-1381.233642578125,685000,13.5335,3196.15,137,137
2931.8,20.2167,-1123.932861328125,690000,12.2926,3256.65,138,138
3236.89,21.4126,-1324.3958740234375,695000,13.2055,3231.9,139,139
3237.46,20.2135,-1067.207275390625,700000,12.135,3273.78,140,140
3223.06,22.1009,-1366.4205322265625,705000,13.3309,3211.78,141,141
3176.32,20.8244,-1322.435791015625,710000,12.0928,3209.4,142,142
3234.14,20.2909,-1332.9481201171875,715000,12.619,3225.6,143,143
3210.18,19.8513,-972.3869018554688,720000,12.0811,3276.29,144,144
3264.45,20.0691,-1153.6751708984375,725000,12.502,3265.8,145,145
3270.66,20.3224,-1228.0404052734375,730000,12.8221,3268.95,146,146
3248.36,20.2295,-1107.3416748046875,735000,12.7865,3244.8,147,147
3238.29,19.1599,-900.0116577148438,740000,12.1936,3326.29,148,148
3290.42,19.7882,-1367.49072265625,745000,11.9068,3286.77,149,149
3136.5,19.533,-1423.6378173828125,750000,11.7592,3189.17,150,150
3275.07,20.0271,-1091.2100830078125,755000,12.9989,3278.11,151,151
3236.78,19.0245,-1189.744873046875,760000,11.847,3319.94,152,152
3268.79,20.8203,-1284.078857421875,765000,12.9543,3277.65,153,153
3142.22,20.4413,-1341.5491943359375,770000,12.3697,3258.26,154,154
3259.42,20.8854,-1586.296630859375,775000,12.4718,3263.97,155,155
3298.94,19.4301,-1353.6722412109375,780000,12.0831,3297.99,156,156
3013.37,20.5676,-1569.8607177734375,785000,11.6914,3286.56,157,157
3265.38,20.0149,-1252.950439453125,790000,12.4454,3266.27,158,158
3284.95,21.2791,-1372.2034912109375,795000,13.6828,3285.51,159,159
3252.07,20.358,-1250.491455078125,800000,12.9883,3226.5,160,160
3282.9,19.3857,-1316.142578125,805000,11.9331,3300.3,161,161
3205.75,19.5891,-1133.145263671875,810000,12.7791,3288.14,162,162
3316.81,19.6079,-1211.4384765625,815000,12.5753,3308.66,163,163
3268.36,19.4823,-1281.086669921875,820000,12.8634,3336.1,164,164
3046.99,19.2589,-1045.701904296875,825000,12.4551,3288.21,165,165
3340.04,18.3242,-1115.7408447265625,830000,11.3947,3332.09,166,166
3283.21,19.7386,-1315.4127197265625,835000,12.6781,3274.17,167,167
2513.21,19.6419,-1193.4012451171875,840000,12.0543,3291.11,168,168
3258.01,20.2041,-1303.4774169921875,845000,12.4052,3247.76,169,169
3325.18,18.5496,-1181.91162109375,850000,11.6837,3321.87,170,170
3288.19,19.0083,-1317.9266357421875,855000,11.6054,3279.04,171,171
3288.82,19.5852,-1251.8310546875,860000,12.1187,3291.78,172,172
3332.19,18.5193,-1274.645263671875,865000,11.8954,3338.87,173,173
3261.74,18.2414,-1244.669189453125,870000,11.5783,3355.34,174,174
3343.99,18.7159,-1224.5157470703125,875000,11.4633,3354.08,175,175
3286.06,18.308,-1216.473876953125,880000,11.6341,3285.88,176,176
3346.85,19.5907,-1343.3795166015625,885000,12.4774,3345.77,177,177
2443.25,19.5583,-1254.6988525390625,890000,13.0001,3404.29,178,178
3332.2,19.2777,-1271.606201171875,895000,12.8628,3313.61,179,179
3339.51,19.0177,-1444.199462890625,900000,12.3237,3334.94,180,180
3348.41,19.6562,-1415.7418212890625,905000,12.9636,3322.39,181,181
3301.19,20.1148,-1692.3507080078125,910000,12.9721,3312.88,182,182
3333.93,18.7875,-1270.19091796875,915000,12.1607,3345.8,183,183
3343.78,19.1547,-1456.8360595703125,920000,12.4335,3359.19,184,184
3220.27,19.2888,-1579.0484619140625,925000,12.2395,3309.59,185,185
3359.42,17.7634,-1180.934326171875,930000,11.375,3361.83,186,186
3346.24,18.8422,-1542.475830078125,935000,12.5036,3354.41,187,187
3360.81,18.2504,-1245.3282470703125,940000,11.5396,3354.36,188,188
3362.18,18.6818,-1325.315185546875,945000,11.9157,3376.52,189,189
3301.14,18.5369,-1313.31396484375,950000,11.2228,3293.27,190,190
3344.99,18.1559,-1460.14404296875,955000,12.147,3332.51,191,191
3300.92,18.5549,-1603.61865234375,960000,11.3267,3300.95,192,192
3344.12,18.4844,-1361.5517578125,965000,11.1305,3350.88,193,193
3354.78,17.592,-1285.116943359375,970000,11.1417,3369.8,194,194
3370.04,17.6859,-1223.546630859375,975000,11.7675,3371.88,195,195
3382.45,18.767,-1217.385009765625,980000,12.5261,3404.97,196,196
3343.33,18.7006,-1562.9410400390625,985000,11.968,3342.53,197,197
3285.82,17.5719,-1618.4456787109375,990000,11.1003,3303.84,198,198
3344.17,18.2152,-1284.72802734375,995000,11.7761,3342.61,199,199
