Running Forward KL,Running Reverse KL,Real Sto Return,Real Det Return,Itration
156.8704,15.6048,1820.83,2159.36,102
156.8542,15.7119,1820.88,2174.05,103
156.9081,15.5957,1764.97,2066.98,104
156.6209,15.8494,1806.44,2143.27,105
156.9679,15.9878,1841.66,2168.52,106
156.8593,15.5771,1788.87,2136.77,107
157.0103,15.8999,1808.51,2159.65,108
156.8387,16.0193,1839.86,2187.7,109
157.012,15.7392,1810.76,2171.9,110
156.8954,15.6874,1794.82,2139.89,111
156.8666,15.7201,1804.97,2166.86,112
156.8476,15.7418,1814.7,2161.27,113
156.9697,15.8628,1829.2,2167.18,114
156.9533,15.839,1810.78,2138.37,115
157.0443,16.1564,1821.66,2160.36,116
157.0263,15.8964,1830.54,2193.17,117
156.7873,15.9307,1825.13,2202.61,118
156.694,15.7476,1816.91,2157.75,119
156.873,15.7127,1854.77,2169.2,120
156.7876,16.0252,1850.0,2190.63,121
156.7866,15.3689,1812.5,2127.78,122
157.0883,16.0448,1846.37,2193.85,123
156.773,15.5164,1839.65,2182.3,124
156.9582,15.5617,1818.8,2143.86,125
156.8758,15.6043,1837.12,2186.35,126
157.0793,15.7224,1834.26,2229.04,127
157.0114,15.8571,1809.95,2181.38,128
156.7999,15.651,1839.14,2187.94,129
156.8922,15.9677,1866.96,2247.32,130
156.9503,15.6267,1850.81,2209.08,131
156.8797,16.0125,1867.38,2238.32,132
157.0569,15.4553,1795.27,2135.51,133
156.7908,15.4235,1817.06,2139.3,134
156.889,15.7725,1862.18,2214.43,135
156.8748,15.4697,1838.46,2178.67,136
156.6972,15.8284,1868.83,2205.83,137
156.7759,15.3891,1828.6,2164.04,138
156.8636,15.2176,1822.04,2149.97,139
156.7178,15.7099,1881.08,2193.41,140
156.843,15.7936,1881.73,2226.91,141
156.6643,15.7548,1876.13,2207.49,142
156.749,15.6942,1884.69,2216.15,143
156.6959,15.4962,1844.87,2154.22,144
156.7129,15.7652,1867.82,2189.97,145
156.7007,15.5838,1829.11,2180.53,146
156.9078,15.4759,1861.25,2189.41,147
157.0309,15.7282,1858.51,2142.28,148
156.7267,16.0983,1878.33,2227.92,149
156.769,15.2953,1840.47,2172.84,150
156.7335,15.711,1871.2,2215.83,151
156.5945,15.4985,1864.75,2200.94,152
156.7977,15.8608,1876.49,2208.13,153
156.7502,15.5763,1855.54,2198.47,154
156.6574,15.7344,1902.45,2241.09,155
156.6585,15.4896,1842.03,2189.54,156
156.8182,15.7192,1838.15,2185.87,157
156.7794,15.587,1864.17,2215.27,158
156.7569,15.5742,1834.43,2192.91,159
156.8254,16.0066,1903.37,2238.42,160
156.8924,15.8625,1908.01,2223.68,161
156.9162,15.6542,1854.28,2221.48,162
156.7333,15.3491,1847.42,2225.24,163
156.7991,15.6005,1859.43,2202.34,164
156.6998,15.6045,1861.94,2190.8,165
156.7293,15.4722,1828.07,2219.08,166
156.7299,15.3964,1854.64,2139.28,167
156.8893,15.4894,1860.73,2190.02,168
156.9187,15.5559,1862.99,2200.44,169
156.7335,15.8374,1881.92,2233.47,170
156.9613,15.7243,1855.48,2203.1,171
156.712,15.6083,1884.08,2260.61,172
156.9113,15.7453,1873.04,2247.47,173
156.7974,15.8403,1897.25,2235.71,174
156.6476,15.4549,1940.7,2302.11,175
156.7759,15.4921,1863.05,2229.1,176
156.7239,15.6824,1916.63,2266.08,177
156.6403,15.2731,1842.69,2195.92,178
156.7391,15.6708,1894.04,2242.89,179
156.7934,15.3147,1858.88,2188.53,180
156.8054,15.4177,1842.85,2220.42,181
156.8989,15.8558,1924.73,2272.73,182
156.6828,15.4824,1901.87,2244.96,183
156.6765,15.7277,1927.95,2271.55,184
156.7841,15.898,1916.0,2282.92,185
156.7347,15.7241,1912.02,2238.65,186
156.5176,15.2258,1849.43,2226.88,187
156.8443,15.5682,1911.22,2218.72,188
156.6179,15.6094,1908.77,2253.17,189
156.7071,15.2059,1889.04,2235.83,190
156.6245,15.5055,1907.86,2236.52,191
156.5068,15.5075,1938.15,2277.05,192
156.6364,15.2017,1852.1,2160.59,193
156.4568,15.088,1864.62,2218.45,194
156.7018,15.4039,1894.03,2253.04,195
156.6087,15.1301,1890.83,2254.47,196
156.7404,15.8609,1906.84,2281.99,197
156.7957,15.7437,1904.54,2220.28,198
156.6316,15.6154,1899.87,2272.01,199
156.653,15.3108,1899.27,2182.1,200
156.6315,15.3184,1900.43,2190.1,201
156.8046,15.2902,1887.64,2201.95,202
156.6629,15.2532,1879.18,2206.44,203
156.7474,15.2893,1873.26,2160.24,204
156.6879,15.1301,1868.29,2191.23,205
156.7188,15.2435,1896.78,2194.51,206
156.745,15.1851,1885.89,2190.72,207
156.7268,15.2674,1878.78,2184.57,208
156.6582,15.1036,1889.52,2193.92,209
156.6548,15.2323,1865.64,2189.44,210
156.5423,15.2626,1887.75,2206.08,211
156.6801,15.1415,1891.45,2181.47,212
156.445,15.0878,1883.18,2181.2,213
156.7213,15.1253,1852.97,2190.13,214
156.5178,15.0796,1873.84,2218.41,215
156.658,14.9599,1857.66,2198.11,216
156.6328,15.0339,1843.42,2188.48,217
156.8369,15.2954,1859.77,2189.7,218
156.5879,14.9932,1894.85,2209.99,219
156.7576,15.0376,1856.46,2180.86,220
156.614,15.2147,1884.02,2225.84,221
156.7298,15.2158,1886.74,2240.34,222
156.7094,15.2366,1901.24,2235.96,223
156.6556,15.2253,1901.64,2262.75,224
156.7368,15.1812,1873.49,2168.66,225
156.7451,15.509,1903.58,2225.69,226
156.6591,15.1088,1894.06,2225.33,227
156.7311,15.265,1908.48,2246.26,228
156.6062,15.1761,1885.72,2262.33,229
156.6287,15.2311,1913.63,2244.87,230
156.5381,15.0071,1885.13,2245.8,231
156.7133,15.0226,1881.64,2217.23,232
156.7353,15.0246,1877.75,2194.15,233
156.701,15.0952,1856.51,2224.4,234
156.7341,15.0542,1894.58,2231.78,235
156.6946,15.0333,1878.47,2220.69,236
156.669,15.1627,1892.84,2263.92,237
156.5647,15.0208,1876.6,2230.18,238
156.5951,15.0144,1881.42,2230.22,239
156.7935,15.1191,1821.44,2198.02,240
156.6199,15.0086,1869.63,2213.91,241
156.6854,15.0081,1887.13,2226.51,242
156.6696,15.087,1886.27,2245.52,243
156.8269,15.1186,1874.31,2253.08,244
156.5655,15.1513,1879.52,2237.61,245
156.8261,15.1034,1855.87,2241.58,246
156.7013,15.0936,1871.91,2234.43,247
156.6776,15.0464,1898.85,2239.2,248
156.7712,15.1585,1893.44,2259.83,249
156.7548,15.0505,1906.21,2280.82,250
156.7321,15.0894,1905.13,2279.1,251
156.5644,14.8808,1878.38,2253.94,252
156.6853,15.0339,1889.38,2251.26,253
156.8601,15.0571,1913.18,2262.74,254
156.6851,14.9472,1894.93,2253.64,255
156.7382,14.9143,1890.43,2262.34,256
156.6146,14.9926,1898.33,2236.21,257
156.6213,14.9894,1890.01,2258.29,258
156.6599,14.9495,1881.91,2256.87,259
156.6301,15.0003,1856.69,2236.5,260
156.5966,15.1557,1916.83,2264.08,261
156.849,15.0857,1898.37,2258.27,262
156.6885,15.1185,1895.75,2231.96,263
156.6039,15.0549,1883.02,2239.84,264
156.6612,15.1463,1909.71,2246.96,265
156.6346,15.2846,1927.16,2271.58,266
156.6497,15.1914,1894.97,2250.33,267
156.7205,15.0737,1888.01,2230.11,268
156.6559,15.3426,1855.38,2204.94,269
156.6297,15.1423,1919.66,2251.45,270
156.7448,15.2145,1921.42,2255.9,271
156.6238,15.3238,1906.39,2258.07,272
156.7367,15.2497,1925.75,2270.08,273
156.7019,15.2022,1920.92,2238.44,274
156.7997,15.3427,1934.55,2296.18,275
156.7869,15.3978,1904.05,2272.85,276
156.7157,15.4317,1923.93,2288.28,277
156.6994,15.2914,1905.75,2274.38,278
156.6996,15.4428,1946.05,2304.76,279
156.6759,15.3058,1928.91,2289.73,280
156.7044,15.2156,1936.55,2290.24,281
156.6334,15.3854,1911.86,2306.94,282
156.5568,15.3628,1913.38,2277.47,283
156.5989,15.4027,1923.35,2275.6,284
156.6389,15.3297,1924.43,2264.29,285
156.6515,15.3312,1915.64,2263.44,286
156.7791,15.5957,1932.69,2293.23,287
156.6907,15.4443,1947.24,2317.53,288
156.5657,15.3796,1929.36,2297.68,289
156.5129,15.3538,1941.2,2292.57,290
156.619,15.1791,1935.95,2284.79,291
156.6507,15.427,1940.59,2286.14,292
156.628,15.4128,1940.48,2284.69,293
156.6439,15.3543,1938.27,2301.5,294
156.6289,15.4523,1962.2,2329.02,295
156.5699,15.5728,1948.6,2326.65,296
156.4993,15.4744,1958.3,2305.93,297
156.5884,15.3793,1947.57,2303.43,298
156.7439,15.4596,1940.65,2304.17,299
156.5972,15.5301,1947.11,2305.75,300
156.7542,15.3961,1949.74,2304.38,301
156.6989,15.4843,1936.74,2324.6,302
156.6071,15.4572,1951.23,2303.0,303
156.5871,15.4547,1932.14,2292.4,304
156.5928,15.3608,1941.48,2307.81,305
156.5905,15.5053,1940.62,2301.3,306
156.5912,15.5713,1949.72,2298.55,307
156.5559,15.5361,1942.23,2310.68,308
156.6468,15.3196,1949.81,2303.86,309
156.6342,15.4113,1957.11,2310.45,310
156.4884,15.4575,1961.54,2325.66,311
156.5294,15.6077,1956.41,2335.57,312
156.6888,15.5446,1956.4,2311.74,313
156.5641,15.5528,1955.74,2331.73,314
156.3473,15.4308,1976.44,2330.48,315
156.4572,15.5076,1954.41,2336.06,316
156.6771,15.4202,1952.96,2331.73,317
156.6417,15.4998,1974.53,2349.57,318
156.4785,15.4213,1969.29,2337.19,319
156.6841,15.423,1943.7,2319.1,320
156.5364,15.3953,1962.69,2321.33,321
156.5574,15.473,1976.29,2328.38,322
156.5322,15.4515,1966.89,2340.25,323
156.5933,15.394,1948.99,2311.23,324
156.5125,15.3793,1970.38,2314.03,325
156.6045,15.4741,1971.99,2332.86,326
156.651,15.6531,1978.56,2343.17,327
156.7383,15.3902,1951.37,2324.75,328
156.5807,15.3787,1977.23,2354.97,329
156.6699,15.5707,1968.09,2341.26,330
156.4716,15.4089,1966.15,2332.42,331
156.5317,15.3917,1944.18,2333.45,332
156.5692,15.292,1974.92,2343.28,333
156.6151,15.4312,1973.08,2344.5,334
156.5984,15.407,1971.29,2346.36,335
156.4825,15.2866,1958.75,2314.77,336
156.4962,15.4017,1945.03,2333.31,337
156.5629,15.4232,1969.94,2328.06,338
156.5887,15.4025,1974.55,2347.32,339
156.6365,15.3893,1962.7,2338.08,340
156.5391,15.1949,1943.29,2330.93,341
156.7037,15.5794,1970.58,2347.08,342
156.5584,15.4522,1941.94,2311.48,343
156.3723,15.2362,1958.3,2336.88,344
156.5871,15.3104,1947.48,2349.35,345
156.5806,15.3211,1938.03,2343.5,346
156.5624,15.463,1967.76,2349.91,347
156.6657,15.5231,1959.73,2353.17,348
156.6812,15.5767,1972.86,2352.68,349
156.5017,15.3663,1972.52,2342.89,350
156.5818,15.4702,1963.32,2333.67,351
156.6596,15.4084,1980.28,2346.69,352
156.6337,15.614,1964.45,2337.41,353
156.5874,15.611,1982.7,2348.41,354
156.4874,15.4201,1980.31,2329.75,355
156.7019,15.5238,1984.28,2360.31,356
156.6223,15.487,1984.01,2325.06,357
156.5627,15.6435,1978.4,2356.27,358
156.4872,15.5307,1981.97,2355.97,359
156.6765,15.7264,1976.59,2339.8,360
156.6388,15.5242,1968.42,2352.99,361
156.6633,15.5756,1960.39,2342.18,362
156.6935,15.6113,1992.31,2350.9,363
156.6183,15.544,1992.72,2345.15,364
156.6235,15.7065,1991.67,2353.05,365
156.5268,15.8087,2008.95,2365.23,366
156.6922,15.5036,1980.57,2364.01,367
156.6426,15.563,1988.01,2346.09,368
156.4926,15.635,1994.71,2346.34,369
156.5118,15.5556,2012.24,2348.62,370
156.5663,15.6093,1995.5,2350.62,371
156.5272,15.6283,1997.96,2373.03,372
156.5621,15.5956,1992.14,2343.68,373
156.6486,15.6854,1995.88,2358.37,374
156.48,15.6534,1995.09,2355.37,375
156.7221,15.4306,1979.18,2353.31,376
156.4674,15.3413,1979.11,2350.34,377
156.5031,15.5644,1997.49,2345.78,378
156.65,15.5908,1989.39,2356.77,379
156.6054,15.4169,1979.83,2334.73,380
156.5968,15.4663,1970.06,2332.43,381
156.6954,15.4448,1994.12,2323.56,382
156.6055,15.5186,1995.8,2323.62,383
156.5265,15.4913,1976.44,2335.9,384
156.6118,15.5628,1987.26,2325.83,385
156.6204,15.465,2001.1,2347.18,386
156.5822,15.4079,1976.36,2338.63,387
156.669,15.4541,1982.13,2330.69,388
156.6893,15.5433,1954.81,2307.16,389
156.6174,15.4272,1978.48,2318.75,390
156.6084,15.3039,1969.05,2302.8,391
156.6839,15.379,1970.06,2322.83,392
156.5309,15.3688,1983.4,2320.77,393
156.6188,15.3409,1977.7,2321.65,394
156.6421,15.2665,1981.13,2304.8,395
156.5479,15.3795,1969.89,2314.93,396
156.58,15.2087,1991.19,2317.05,397
156.8092,15.5087,1967.53,2308.1,398
156.5526,15.3768,1956.19,2309.45,399
156.5492,15.2947,1971.16,2307.26,400
156.4968,15.3519,1979.58,2298.48,401
156.6455,15.3376,1984.49,2306.76,402
156.6082,15.2047,1971.66,2309.96,403
156.5491,15.3984,1984.84,2355.93,404
156.718,15.3146,1969.56,2312.66,405
156.5435,15.2089,1960.94,2305.86,406
156.7278,15.4656,1972.18,2328.8,407
156.5277,15.4805,1979.59,2328.85,408
156.664,15.2616,1973.42,2292.65,409
156.4953,15.4669,1984.39,2300.24,410
156.5351,15.4047,1989.02,2313.66,411
156.5006,15.229,1977.56,2309.99,412
156.612,15.3029,1966.89,2308.86,413
156.6086,15.355,1976.74,2297.54,414
156.7236,15.421,1968.97,2312.38,415
156.6635,15.4001,1979.11,2336.87,416
156.7045,15.2009,1957.46,2298.99,417
156.5062,15.3244,1984.5,2340.87,418
156.6029,15.3799,1988.69,2313.91,419
156.6918,15.3194,1951.39,2309.05,420
156.79,15.2504,1967.55,2299.65,421
156.5564,15.3837,1985.01,2316.43,422
156.7476,15.3553,1978.4,2330.32,423
156.632,15.409,1987.24,2319.57,424
156.6429,15.3335,1958.14,2310.57,425
156.6789,15.369,1973.49,2336.33,426
156.6483,15.215,1981.13,2309.14,427
156.5504,15.3458,1973.21,2308.27,428
156.5728,15.3514,1959.08,2308.53,429
156.6672,15.349,1974.11,2312.31,430
156.7131,15.4514,1960.11,2301.04,431
156.6526,15.4569,1953.97,2300.64,432
156.5625,15.4316,1953.08,2310.92,433
156.6274,15.2563,1954.27,2292.33,434
