Running Reverse KL,Reward Loss,Itration,Running Update Time,Running Env Steps,Real Sto Return,Running Forward KL,Real Det Return
42.9278,-2821.40625,56,56,280000,784.37,25.1725,813.96
52.5816,-3288.6435546875,57,57,285000,779.92,25.5602,796.89
61.5268,-2947.137451171875,58,58,290000,825.62,25.5655,842.31
39.902,-3377.947265625,59,59,295000,743.68,25.859,774.34
43.511,-3419.474609375,60,60,300000,797.98,25.089,862.28
40.1673,-2975.14697265625,61,61,305000,740.03,25.8315,770.25
84.7199,-4622.2255859375,62,62,310000,730.27,25.7661,764.61
35.6506,-3968.3701171875,63,63,315000,763.28,25.1675,797.18
71.1232,-4489.43603515625,64,64,320000,802.17,25.0548,851.74
41.3381,-3689.930908203125,65,65,325000,977.61,24.407,1072.43
34.0557,-4412.36083984375,66,66,330000,760.65,26.1688,798.85
59.0795,-4780.49755859375,67,67,335000,778.52,25.1574,815.07
63.09,-4545.13232421875,68,68,340000,751.97,25.7829,791.1
95.287,-4956.22607421875,69,69,345000,783.25,25.4762,795.99
80.6201,-4532.89404296875,70,70,350000,852.36,25.0755,922.81
93.3835,-4855.8955078125,71,71,355000,780.11,25.3181,834.19
105.9203,-4953.99462890625,72,72,360000,798.89,25.0525,898.29
76.1247,-4809.833984375,73,73,365000,840.46,25.6814,928.5
72.8466,-5082.72314453125,74,74,370000,802.11,25.2166,880.16
74.3335,-4992.3359375,75,75,375000,820.52,24.7833,885.3
34.163,-4052.323974609375,76,76,380000,868.24,24.4208,911.85
97.0628,-5500.85498046875,77,77,385000,827.02,25.1458,892.41
57.6079,-5240.8671875,78,78,390000,788.74,25.1749,820.63
48.0397,-4425.3662109375,79,79,395000,947.45,24.5552,959.15
78.1564,-5271.32763671875,80,80,400000,789.05,24.7663,874.56
72.8199,-5865.0625,81,81,405000,825.73,24.8427,865.32
109.0808,-5685.3447265625,82,82,410000,834.16,25.0839,882.08
76.771,-5248.99658203125,83,83,415000,788.72,24.6473,854.71
57.7283,-5913.26318359375,84,84,420000,875.89,24.8001,887.8
40.8588,-5049.95068359375,85,85,425000,803.67,25.0914,874.78
87.9663,-5715.86279296875,86,86,430000,968.44,24.0944,1165.13
69.4798,-5385.46923828125,87,87,435000,885.3,24.5506,954.58
72.5051,-5806.5185546875,88,88,440000,791.49,25.0662,870.62
80.2715,-6059.30517578125,89,89,445000,822.44,24.8046,915.43
44.4066,-5695.28515625,90,90,450000,764.11,25.4403,819.28
38.5052,-4125.54931640625,91,91,455000,978.28,24.1848,996.5
40.9244,-4925.55810546875,92,92,460000,975.1,23.5149,988.69
62.3534,-6474.85986328125,93,93,465000,891.94,24.1271,888.22
55.7926,-5364.67919921875,94,94,470000,909.42,24.7791,979.72
37.6997,-4724.94873046875,95,95,475000,837.11,25.2769,938.96
52.1617,-5794.09619140625,96,96,480000,918.86,24.8228,981.3
54.6648,-5655.27294921875,97,97,485000,936.59,24.257,1031.06
46.8942,-5556.17529296875,98,98,490000,840.65,24.3996,926.74
45.509,-5505.0068359375,99,99,495000,806.93,24.632,883.25
33.4718,-4185.93798828125,100,100,500000,1152.86,22.8922,1389.11
22.456,-4388.7978515625,101,101,505000,1297.3,23.8474,932.72
66.5048,-6040.0791015625,102,102,510000,869.87,24.3388,942.2
58.9807,-5936.74267578125,103,103,515000,904.6,24.3747,969.29
43.7917,-5892.79052734375,104,104,520000,808.67,24.4826,902.1
29.2207,-4796.43896484375,105,105,525000,945.93,24.3125,976.87
38.0312,-5589.24951171875,106,106,530000,901.82,25.0844,953.87
36.3593,-5562.880859375,107,107,535000,868.53,24.7417,985.16
29.3103,-4941.77685546875,108,108,540000,989.04,24.2565,1044.1
27.2254,-5203.490234375,109,109,545000,938.23,24.2871,972.76
73.5414,-6048.1484375,110,110,550000,1119.9,23.4566,1313.76
85.1305,-6787.65869140625,111,111,555000,974.64,23.6648,1030.41
49.8388,-5768.65380859375,112,112,560000,940.77,24.2291,953.31
93.0724,-7412.28759765625,113,113,565000,1069.6,24.3469,1090.77
50.7074,-6609.4560546875,114,114,570000,891.66,24.4566,911.93
41.7881,-6323.9326171875,115,115,575000,853.88,24.3944,909.28
88.0176,-7929.08251953125,116,116,580000,775.2,24.9071,823.79
71.0552,-8184.89404296875,117,117,585000,787.42,24.561,858.97
100.297,-8048.9404296875,118,118,590000,780.36,24.4873,856.71
39.1026,-7263.060546875,119,119,595000,796.55,25.0825,840.78
69.4128,-8333.677734375,120,120,600000,808.21,24.9746,852.36
27.1105,-6772.53173828125,121,121,605000,842.42,24.6667,880.79
48.6812,-8378.029296875,122,122,610000,803.93,24.811,907.49
76.2822,-8700.3798828125,123,123,615000,755.39,25.1303,793.95
87.8252,-9135.77734375,124,124,620000,784.6,24.894,818.87
50.4665,-7757.240234375,125,125,625000,860.68,24.8877,855.05
41.0878,-7552.01318359375,126,126,630000,812.57,24.9885,876.81
78.6997,-8484.6171875,127,127,635000,902.91,24.9541,892.44
110.8459,-9466.0849609375,128,128,640000,808.96,25.0057,881.73
41.6511,-7422.64599609375,129,129,645000,856.3,25.0307,909.62
20.7487,-6624.138671875,130,130,650000,875.26,25.0319,890.82
46.8101,-8121.8828125,131,131,655000,804.39,25.2376,858.75
26.604,-6470.8173828125,132,132,660000,854.1,24.4093,874.0
26.1627,-8157.49609375,133,133,665000,753.8,25.1509,808.73
26.77,-8104.62841796875,134,134,670000,834.19,24.7158,902.87
44.5637,-6890.65234375,135,135,675000,893.44,24.2767,961.77
38.0425,-8483.6708984375,136,136,680000,861.16,25.0348,926.02
35.6942,-6996.90673828125,137,137,685000,972.95,24.0842,999.05
61.2182,-7987.103515625,138,138,690000,968.0,24.4679,960.87
30.0768,-7665.9267578125,139,139,695000,952.87,24.9924,986.47
57.138,-7084.5078125,140,140,700000,896.43,24.5498,964.17
66.6771,-7619.34716796875,141,141,705000,987.09,24.3758,979.58
47.2619,-7804.0849609375,142,142,710000,1175.4,23.8733,962.74
78.9491,-8578.4296875,143,143,715000,954.79,24.7831,985.96
68.5281,-7995.52685546875,144,144,720000,925.45,23.951,978.03
61.0123,-7390.330078125,145,145,725000,889.65,24.5065,975.8
38.2996,-9318.0068359375,146,146,730000,955.48,24.7339,982.81
52.2865,-7156.982421875,147,147,735000,1144.99,23.8314,1039.25
28.1027,-7360.0322265625,148,148,740000,902.99,24.0974,965.32
87.4259,-9146.08984375,149,149,745000,1024.03,23.9138,1013.81
126.7731,-12887.2578125,150,150,750000,885.53,24.4819,894.57
59.8324,-8369.619140625,151,151,755000,988.04,24.1131,999.45
66.0867,-7932.63232421875,152,152,760000,949.54,24.8354,985.65
49.5396,-7610.3408203125,153,153,765000,957.03,24.4511,987.51
41.4262,-8451.6650390625,154,154,770000,933.65,24.379,1007.19
24.8422,-7461.1748046875,155,155,775000,945.85,24.6711,995.89
30.6053,-8228.509765625,156,156,780000,1021.26,24.2512,943.73
27.6166,-8111.09521484375,157,157,785000,905.72,24.716,963.64
42.613,-7762.3583984375,158,158,790000,1067.41,23.514,1018.94
46.4987,-8415.2880859375,159,159,795000,901.02,25.0202,954.84
49.1504,-10740.111328125,160,160,800000,875.19,24.2732,968.13
24.0327,-7884.341796875,161,161,805000,868.72,24.2896,953.07
34.0365,-7362.46435546875,162,162,810000,1011.3,24.3239,983.8
29.5584,-8544.95703125,163,163,815000,935.63,24.7769,987.06
42.7173,-8264.6181640625,164,164,820000,999.65,23.8085,1040.15
50.7098,-9334.162109375,165,165,825000,978.46,24.6296,995.67
51.2666,-8790.4873046875,166,166,830000,963.69,24.9668,1004.17
56.918,-8998.416015625,167,167,835000,972.55,24.647,1023.67
56.742,-9098.74609375,168,168,840000,949.01,24.7451,1015.84
31.2105,-9547.830078125,169,169,845000,1029.41,24.6355,1057.1
34.2085,-7221.68310546875,170,170,850000,1314.21,23.0494,1409.1
47.5018,-9003.6865234375,171,171,855000,997.43,24.5331,1089.66
36.3665,-8786.388671875,172,172,860000,918.87,24.9635,986.75
37.6586,-7648.16943359375,173,173,865000,1111.28,23.1985,1335.32
24.19,-6959.05419921875,174,174,870000,963.84,24.6486,1016.72
26.4022,-6228.388671875,175,175,875000,1124.55,23.1516,1121.38
50.8913,-8581.3408203125,176,176,880000,1094.52,24.7943,1204.56
25.2726,-7104.20751953125,177,177,885000,936.09,25.2769,1026.16
20.0365,-7024.69189453125,178,178,890000,982.27,24.749,991.44
50.4225,-8731.595703125,179,179,895000,955.07,24.6007,1007.33
55.0583,-9081.5087890625,180,180,900000,1114.51,24.4622,1166.55
47.5029,-10022.6845703125,181,181,905000,1071.37,24.2595,1062.75
29.4373,-8430.6826171875,182,182,910000,925.6,24.8821,993.7
22.8087,-7852.84326171875,183,183,915000,942.07,24.5423,989.13
40.0384,-9553.03125,184,184,920000,1000.74,24.8322,1019.87
45.3448,-9284.9013671875,185,185,925000,1016.56,24.6379,1023.28
40.1009,-9795.775390625,186,186,930000,979.5,24.5223,1041.17
39.4625,-9539.119140625,187,187,935000,957.35,24.5696,987.2
40.0615,-9361.2841796875,188,188,940000,995.03,24.1397,1026.34
27.0101,-9582.0009765625,189,189,945000,1064.84,24.3868,1113.34
23.664,-7552.9384765625,190,190,950000,989.57,24.7395,1072.59
43.5964,-10240.8447265625,191,191,955000,1181.43,23.8517,1193.62
43.6725,-11922.8349609375,192,192,960000,1010.31,23.988,1061.13
18.6789,-8483.6005859375,193,193,965000,1016.26,24.5916,1055.72
20.9492,-7931.8408203125,194,194,970000,947.23,24.9268,1067.72
18.1328,-7130.85302734375,195,195,975000,1133.94,24.3472,1160.4
41.8617,-10279.0556640625,196,196,980000,941.94,25.3115,1016.09
40.8458,-10710.224609375,197,197,985000,1147.2,24.232,1144.48
37.6971,-8479.44921875,198,198,990000,1341.59,24.2441,1110.53
48.2612,-10022.646484375,199,199,995000,1104.15,24.4204,1074.69
