Real Det Return,Running Reverse KL,Itration,Reward Loss,Running Env Steps,Real Sto Return,Running Forward KL,Running Update Time
760.47,30.0801,415,-95369.8515625,2075000,245.49,73.977,415
854.61,30.9384,416,-96315.8515625,2080000,258.13,74.7329,416
890.0,30.5394,417,-95969.6875,2085000,252.75,73.6384,417
805.44,30.4754,418,-95549.625,2090000,205.8,73.3116,418
807.92,30.2417,419,-95170.640625,2095000,230.55,74.3794,419
812.51,30.7663,420,-96090.359375,2100000,268.84,73.9438,420
785.33,30.5366,421,-95832.90625,2105000,253.32,72.9418,421
842.14,30.7774,422,-95750.515625,2110000,279.12,74.1185,422
690.6,30.8502,423,-95628.3828125,2115000,207.11,73.3307,423
850.4,30.4878,424,-96069.265625,2120000,242.06,72.7562,424
658.25,30.4299,425,-96009.9140625,2125000,254.63,73.9975,425
806.23,30.0342,426,-95827.484375,2130000,266.79,73.649,426
765.46,30.1671,427,-96229.7265625,2135000,227.1,73.3252,427
653.72,30.6518,428,-96398.4453125,2140000,226.51,73.5492,428
807.73,30.3169,429,-95891.90625,2145000,227.38,73.7257,429
891.44,30.5885,430,-96323.8125,2150000,219.66,74.4804,430
814.89,29.8423,431,-95886.328125,2155000,177.8,73.5452,431
810.22,30.2804,432,-95955.171875,2160000,180.79,73.8076,432
902.19,30.1597,433,-96077.875,2165000,170.36,73.353,433
655.85,29.7017,434,-95657.921875,2170000,247.05,72.9541,434
768.77,29.7163,435,-95949.78125,2175000,241.09,71.6948,435
954.5,29.6527,436,-95926.984375,2180000,192.96,73.052,436
808.61,30.1129,437,-95815.203125,2185000,161.19,72.7234,437
898.21,30.0832,438,-96081.96875,2190000,193.18,74.4575,438
802.95,30.1031,439,-95917.109375,2195000,213.66,73.2594,439
855.33,30.4857,440,-96231.9453125,2200000,211.21,74.5596,440
695.44,30.4169,441,-96531.484375,2205000,243.88,73.7435,441
857.44,30.2066,442,-94693.3828125,2210000,254.5,72.0133,442
757.06,30.5055,443,-96545.671875,2215000,216.47,73.0151,443
789.49,30.5643,444,-96360.109375,2220000,288.88,74.1763,444
838.83,30.5819,445,-96112.875,2225000,272.86,73.2131,445
737.88,30.3303,446,-96522.4453125,2230000,231.39,73.07,446
752.57,30.9308,447,-96380.4921875,2235000,238.01,73.2416,447
812.64,30.0575,448,-95533.078125,2240000,287.74,72.3796,448
581.96,30.2141,449,-95788.8515625,2245000,240.56,73.6031,449
756.38,30.4966,450,-95471.8125,2250000,250.13,72.0456,450
843.3,30.6215,451,-95967.0625,2255000,246.42,73.9984,451
824.0,30.1225,452,-95898.90625,2260000,230.49,72.83,452
859.82,30.3694,453,-95813.703125,2265000,249.67,72.4585,453
707.65,30.4986,454,-95886.671875,2270000,198.24,72.439,454
795.07,31.3543,455,-96063.875,2275000,264.13,72.5148,455
704.28,31.9968,456,-96773.0859375,2280000,190.46,73.3823,456
749.5,30.2667,457,-96642.0234375,2285000,238.12,72.4275,457
850.19,30.7999,458,-96286.0,2290000,222.39,72.5435,458
779.43,30.4973,459,-96361.8671875,2295000,260.65,73.2929,459
754.69,30.9402,460,-96362.625,2300000,279.98,73.5765,460
759.09,30.7231,461,-96607.40625,2305000,269.1,73.1231,461
797.21,30.7676,462,-96748.6328125,2310000,252.68,73.1321,462
893.94,30.9429,463,-96549.875,2315000,238.25,73.4379,463
806.19,30.9672,464,-96571.5234375,2320000,266.48,72.7907,464
903.18,30.0553,465,-96129.015625,2325000,245.92,72.2058,465
773.49,30.8788,466,-96557.8984375,2330000,236.58,72.6703,466
829.13,30.9003,467,-95816.4765625,2335000,206.9,71.9747,467
798.56,30.2562,468,-96285.0234375,2340000,211.49,73.5993,468
782.09,31.2152,469,-96522.140625,2345000,312.02,73.2912,469
801.84,30.8704,470,-96865.984375,2350000,221.01,74.1912,470
705.82,30.6904,471,-96473.59375,2355000,291.83,72.771,471
798.18,30.6151,472,-96560.7734375,2360000,246.51,73.2457,472
805.88,31.5103,473,-97043.8125,2365000,216.94,74.4402,473
952.67,30.3287,474,-96340.390625,2370000,231.15,72.3262,474
904.28,30.6967,475,-96600.40625,2375000,221.91,75.2643,475
844.32,30.712,476,-96761.671875,2380000,220.91,73.5672,476
792.38,30.6795,477,-96318.8828125,2385000,274.84,73.1755,477
856.98,30.414,478,-96877.4609375,2390000,119.99,73.5054,478
828.82,30.6056,479,-96071.1484375,2395000,273.61,72.908,479
753.51,30.3958,480,-96605.546875,2400000,230.89,73.075,480
800.33,30.6298,481,-96566.2734375,2405000,247.53,73.8419,481
901.47,32.9044,482,-97095.671875,2410000,261.38,73.3339,482
812.39,30.3196,483,-96123.78125,2415000,248.77,72.3633,483
855.1,30.6728,484,-96893.8515625,2420000,226.48,74.4209,484
794.02,30.4449,485,-97136.296875,2425000,270.83,74.3012,485
699.03,30.8333,486,-96794.9453125,2430000,194.84,73.106,486
797.18,30.5056,487,-96701.0546875,2435000,275.74,72.3972,487
844.4,30.3629,488,-97100.546875,2440000,196.01,74.1219,488
757.31,30.8999,489,-97083.609375,2445000,188.68,74.8273,489
763.44,30.5673,490,-96838.5859375,2450000,201.89,73.0766,490
796.91,30.6882,491,-97064.578125,2455000,251.82,73.9362,491
754.63,30.516,492,-96659.734375,2460000,197.51,73.0228,492
702.26,31.4029,493,-97000.84375,2465000,236.56,74.2169,493
856.79,30.6528,494,-96964.3359375,2470000,261.83,73.6262,494
901.99,31.2427,495,-97328.9921875,2475000,265.76,74.6043,495
804.28,30.9063,496,-97109.4296875,2480000,237.37,74.7483,496
899.83,30.7954,497,-96965.34375,2485000,271.52,74.0128,497
610.27,31.1131,498,-96946.25,2490000,242.18,73.742,498
645.97,31.0601,499,-97154.4921875,2495000,282.78,74.817,499
585.93,30.9248,500,-97032.90625,2500000,225.1,73.294,500
752.33,31.3345,501,-97221.03125,2505000,245.35,75.1598,501
835.78,31.2035,502,-97261.7890625,2510000,275.11,75.0562,502
756.15,30.7042,503,-97058.140625,2515000,263.96,74.6841,503
751.92,30.8691,504,-97152.875,2520000,207.89,74.0639,504
900.2,30.865,505,-96972.453125,2525000,239.64,73.9434,505
746.28,31.2471,506,-96663.3359375,2530000,222.08,74.2307,506
708.87,31.1182,507,-96969.296875,2535000,269.05,74.1345,507
659.98,30.9558,508,-97392.9296875,2540000,223.59,74.3152,508
703.87,30.9726,509,-97346.6640625,2545000,273.8,74.2588,509
853.72,31.0192,510,-97334.3828125,2550000,255.73,73.8902,510
762.64,32.7949,511,-97362.4140625,2555000,263.46,74.6466,511
752.75,31.3699,512,-97194.1484375,2560000,232.28,74.4516,512
744.43,31.106,513,-97201.3203125,2565000,182.77,74.0979,513
753.8,31.0316,514,-97191.203125,2570000,248.07,73.7329,514
715.01,32.4071,515,-97415.015625,2575000,218.68,74.6798,515
801.49,31.5448,516,-97258.328125,2580000,248.47,73.7584,516
752.18,32.4157,517,-97072.9296875,2585000,229.85,73.951,517
638.73,31.4218,518,-97105.8046875,2590000,218.07,75.6214,518
855.3,30.8959,519,-97153.3984375,2595000,219.84,74.1588,519
803.6,31.1089,520,-97349.421875,2600000,199.5,74.6082,520
800.59,30.5656,521,-96483.5234375,2605000,245.3,73.7128,521
928.66,32.0554,522,-97051.2109375,2610000,245.82,74.0922,522
709.09,31.4391,523,-97387.9765625,2615000,223.27,75.0791,523
656.11,30.8399,524,-96910.2890625,2620000,220.22,74.4019,524
656.98,30.941,525,-97121.859375,2625000,227.96,72.9871,525
806.92,30.3547,526,-97158.359375,2630000,230.93,75.0553,526
793.75,30.9442,527,-97402.5625,2635000,214.45,74.578,527
699.71,30.7977,528,-97018.515625,2640000,226.6,72.8572,528
736.53,30.9236,529,-97251.0546875,2645000,227.69,73.9331,529
753.63,30.854,530,-97067.7265625,2650000,232.43,73.668,530
903.9,30.9326,531,-97399.1484375,2655000,274.3,72.927,531
759.92,30.5847,532,-97334.6875,2660000,229.2,73.7089,532
654.49,30.6432,533,-97199.578125,2665000,193.14,74.1849,533
910.27,31.2403,534,-97019.203125,2670000,251.68,73.3665,534
757.67,31.7109,535,-97303.15625,2675000,225.78,74.6178,535
760.3,30.5191,536,-96860.7890625,2680000,205.04,73.0576,536
700.6,31.0887,537,-97293.65625,2685000,243.1,74.4362,537
935.01,30.7201,538,-97271.515625,2690000,220.18,75.3897,538
750.86,30.6855,539,-96851.515625,2695000,273.66,73.6444,539
852.58,30.7494,540,-96616.7265625,2700000,271.13,73.0763,540
794.16,30.7882,541,-97266.6875,2705000,248.76,74.0686,541
744.2,31.1468,542,-97136.4375,2710000,205.58,74.0573,542
751.64,30.8293,543,-97451.953125,2715000,233.44,74.2066,543
698.58,30.6112,544,-97030.03125,2720000,256.32,73.0977,544
798.71,31.2567,545,-97256.1328125,2725000,214.77,74.7506,545
801.85,30.4081,546,-97048.8828125,2730000,248.21,73.0889,546
883.28,30.7272,547,-97010.875,2735000,234.13,73.1899,547
703.31,30.6232,548,-96932.3671875,2740000,272.35,74.5179,548
799.05,30.6521,549,-96808.3828125,2745000,202.99,72.6429,549
754.62,31.1316,550,-97172.7578125,2750000,178.34,74.0234,550
813.15,30.8092,551,-97026.46875,2755000,219.51,73.4926,551
793.44,30.9349,552,-97098.8984375,2760000,203.45,73.719,552
747.77,30.7268,553,-97278.5546875,2765000,221.89,74.547,553
948.79,31.2091,554,-97488.8046875,2770000,227.93,73.9876,554
652.5,30.9924,555,-97369.8125,2775000,217.58,75.044,555
747.16,31.2667,556,-97594.1875,2780000,208.08,74.916,556
596.46,30.2433,557,-97116.5546875,2785000,219.56,73.7848,557
792.19,30.6927,558,-97144.984375,2790000,207.16,74.6615,558
851.91,31.1751,559,-97704.515625,2795000,221.78,75.4809,559
846.48,30.4863,560,-97402.75,2800000,242.59,73.4864,560
841.76,30.7173,561,-97211.3359375,2805000,244.58,73.6119,561
696.79,30.7841,562,-96550.046875,2810000,188.92,74.3092,562
796.66,30.5072,563,-97271.953125,2815000,221.29,73.9317,563
751.76,30.3663,564,-96858.3046875,2820000,210.38,73.8397,564
944.24,31.4721,565,-97548.6953125,2825000,243.93,74.8655,565
850.2,30.8689,566,-97366.671875,2830000,174.11,74.6635,566
947.51,31.0352,567,-97578.1953125,2835000,273.07,74.824,567
941.83,30.9714,568,-97429.3359375,2840000,215.34,73.9311,568
500.6,31.384,569,-97521.015625,2845000,252.29,74.3145,569
686.3,30.5585,570,-97420.8203125,2850000,200.59,74.4144,570
744.06,31.2332,571,-97387.453125,2855000,253.04,74.4656,571
838.69,30.7988,572,-97533.7265625,2860000,209.42,75.2242,572
751.78,31.0189,573,-97482.6953125,2865000,242.77,74.0787,573
742.36,30.6852,574,-97463.984375,2870000,270.35,74.2482,574
643.26,31.1088,575,-97588.828125,2875000,184.81,75.0222,575
647.45,31.0934,576,-97603.1796875,2880000,234.73,75.317,576
750.26,30.8818,577,-97594.3984375,2885000,215.19,74.6279,577
647.67,30.4495,578,-97775.5078125,2890000,190.59,75.7701,578
696.03,30.8506,579,-97307.546875,2895000,197.58,74.9364,579
692.08,31.2548,580,-97580.625,2900000,207.28,74.1516,580
843.52,30.69,581,-97913.734375,2905000,202.87,75.0938,581
836.23,30.2819,582,-97259.5859375,2910000,186.33,72.842,582
543.61,30.5959,583,-97300.0703125,2915000,233.94,74.0797,583
802.77,30.8924,584,-97373.921875,2920000,190.67,74.7681,584
795.01,30.7872,585,-97422.8515625,2925000,190.31,73.4887,585
847.21,30.9521,586,-97751.265625,2930000,254.81,75.3662,586
838.6,30.8814,587,-97537.4765625,2935000,227.51,74.8528,587
803.44,31.1972,588,-97622.671875,2940000,236.0,75.3737,588
704.46,30.9219,589,-97482.125,2945000,238.48,75.5194,589
642.86,31.1429,590,-96894.3125,2950000,229.88,73.576,590
753.67,31.0778,591,-97490.5390625,2955000,221.18,74.498,591
898.66,30.9969,592,-97839.1796875,2960000,227.77,74.0816,592
698.58,31.247,593,-97617.828125,2965000,232.59,74.6619,593
750.25,31.7938,594,-97811.84375,2970000,219.95,75.2413,594
804.0,31.0382,595,-97450.0625,2975000,208.57,73.9596,595
694.1,31.1912,596,-97654.234375,2980000,245.76,75.6804,596
747.54,30.785,597,-97348.3125,2985000,209.12,73.1122,597
789.2,31.0391,598,-97719.859375,2990000,215.46,75.4968,598
750.34,30.9117,599,-97621.0078125,2995000,196.68,74.3755,599
