Real Sto Return,Itration,Running Env Steps,Real Det Return,Reward Loss,Running Forward KL,Running Update Time,Running Reverse KL
283.95,68,340000,847.54,-5105.83447265625,71.4752,68,30.7575
281.0,69,345000,833.7,-5238.05322265625,70.8458,69,31.3592
261.09,70,350000,843.52,-5400.22705078125,74.472,70,31.5104
314.6,71,355000,854.31,-5390.72265625,71.5237,71,30.6926
267.73,72,360000,794.46,-5562.73828125,72.0749,72,30.8439
254.89,73,365000,937.56,-5651.7314453125,70.7121,73,31.2384
223.32,74,370000,805.16,-5738.5263671875,72.342,74,31.2346
232.71,75,375000,797.64,-5809.96728515625,72.5043,75,30.9668
268.91,76,380000,845.83,-5934.0849609375,71.583,76,30.836
264.24,77,385000,866.56,-6062.0576171875,71.7369,77,31.0359
294.83,78,390000,811.11,-6167.61181640625,73.7774,78,30.89
278.12,79,395000,867.67,-6335.18310546875,72.9686,79,31.6676
287.29,80,400000,852.87,-6432.1953125,70.6305,80,31.0726
251.11,81,405000,787.08,-6450.48828125,73.4357,81,31.179
330.58,82,410000,851.06,-6597.82861328125,73.3178,82,30.7976
280.18,83,415000,855.23,-6844.2744140625,73.7064,83,31.0381
242.45,84,420000,811.8,-6837.15087890625,71.3844,84,31.3411
271.54,85,425000,853.65,-7146.94287109375,74.3374,85,31.3542
279.96,86,430000,905.27,-7139.8369140625,72.9722,86,31.2349
287.94,87,435000,853.04,-7221.9873046875,72.4558,87,31.12
338.67,88,440000,854.74,-7431.63671875,71.7362,88,31.4161
261.22,89,445000,758.15,-7489.31591796875,72.4135,89,30.6065
233.74,90,450000,752.42,-7705.64013671875,73.3822,90,31.2588
318.08,91,455000,967.63,-7693.84423828125,72.3077,91,31.2664
322.54,92,460000,912.65,-7928.50830078125,74.0629,92,31.1044
296.17,93,465000,904.97,-8114.02734375,71.9831,93,31.3174
298.58,94,470000,837.31,-8147.7783203125,71.9628,94,31.4872
324.1,95,475000,821.84,-8367.60546875,74.1982,95,30.7121
288.53,96,480000,758.99,-8500.6591796875,74.7042,96,31.1337
241.04,97,485000,831.84,-8605.435546875,72.3397,97,30.9739
287.09,98,490000,855.56,-8758.8828125,72.8452,98,31.1393
288.07,99,495000,861.76,-8791.220703125,71.4637,99,31.1373
263.53,100,500000,721.95,-9071.6025390625,73.5537,100,30.5087
298.05,101,505000,971.94,-9113.3154296875,71.5515,101,31.0314
283.74,102,510000,904.39,-9391.880859375,74.3192,102,31.0482
282.73,103,515000,761.84,-9494.03515625,74.0166,103,30.7977
256.04,104,520000,866.79,-9636.087890625,74.2,104,30.8305
259.47,105,525000,823.67,-9839.6728515625,72.6412,105,30.9453
290.99,106,530000,908.69,-9987.48828125,72.6833,106,30.2907
251.57,107,535000,906.27,-10091.564453125,71.9609,107,30.76
264.31,108,540000,816.01,-10139.404296875,71.4988,108,30.3437
313.6,109,545000,904.28,-10455.91796875,72.8644,109,30.9376
301.39,110,550000,1013.36,-10514.19921875,72.0732,110,30.8944
335.33,111,555000,862.36,-10781.1328125,71.6746,111,31.2398
273.2,112,560000,791.62,-10838.80859375,74.127,112,31.0761
297.23,113,565000,909.94,-11077.05859375,72.3046,113,30.8978
318.4,114,570000,1004.5,-11289.7021484375,72.9697,114,31.3847
265.95,115,575000,813.91,-11370.154296875,72.2683,115,30.6114
216.81,116,580000,962.52,-11586.33203125,72.5179,116,30.7219
232.32,117,585000,769.01,-11739.9580078125,72.3682,117,31.3226
250.39,118,590000,715.5,-11986.064453125,73.0814,118,30.4169
357.64,119,595000,953.53,-12180.125,72.1262,119,31.1825
304.99,120,600000,901.06,-12414.787109375,73.2843,120,30.7087
296.93,121,605000,1016.14,-12510.0234375,72.3631,121,31.126
243.96,122,610000,716.23,-12663.029296875,72.6396,122,30.7486
286.11,123,615000,811.64,-12843.2080078125,75.1098,123,31.2289
295.48,124,620000,806.02,-13282.4443359375,74.3688,124,31.0178
266.18,125,625000,855.74,-13324.833984375,74.044,125,31.1191
282.41,126,630000,708.02,-13727.607421875,72.8159,126,31.0241
310.04,127,635000,807.78,-13705.140625,74.3287,127,30.9627
318.2,128,640000,969.41,-14002.75390625,73.9582,128,30.6722
275.79,129,645000,864.43,-14005.2939453125,73.1637,129,30.5151
247.88,130,650000,911.73,-14240.3486328125,73.1428,130,30.9773
286.26,131,655000,907.28,-14637.5751953125,73.9907,131,30.7771
272.08,132,660000,961.99,-14724.2861328125,71.5305,132,30.2145
336.39,133,665000,759.36,-14928.4990234375,74.6667,133,31.038
297.66,134,670000,873.13,-15141.6162109375,70.8113,134,30.5752
280.4,135,675000,898.37,-15443.25,72.7606,135,31.0128
316.59,136,680000,817.3,-15404.8203125,72.5595,136,30.7554
257.21,137,685000,859.12,-15809.873046875,73.3102,137,30.8349
334.75,138,690000,909.65,-16073.7001953125,71.4189,138,30.7108
282.25,139,695000,860.44,-16259.0732421875,73.1805,139,31.0799
277.27,140,700000,711.41,-16444.462890625,71.3953,140,30.6764
277.67,141,705000,909.73,-16717.4375,72.372,141,30.5033
297.61,142,710000,860.9,-17041.51171875,73.8501,142,31.3197
304.2,143,715000,769.39,-16997.892578125,73.1577,143,30.7539
300.44,144,720000,962.23,-17689.095703125,72.4921,144,30.7219
267.37,145,725000,756.86,-17783.54296875,75.6894,145,30.9162
297.09,146,730000,946.59,-18105.916015625,72.4919,146,31.037
302.37,147,735000,917.53,-18264.68359375,73.563,147,30.9758
356.38,148,740000,962.38,-18549.1015625,73.1086,148,31.1702
273.31,149,745000,755.46,-19045.92578125,73.801,149,31.1423
263.02,150,750000,810.93,-19109.8203125,72.6708,150,30.4405
266.22,151,755000,759.97,-19524.404296875,73.5797,151,30.8953
285.54,152,760000,910.3,-19749.900390625,73.8875,152,31.1295
296.24,153,765000,809.15,-19849.94140625,74.0942,153,30.7429
329.23,154,770000,974.18,-19805.47265625,73.9009,154,30.6652
270.12,155,775000,861.18,-20455.697265625,73.6014,155,30.9014
296.21,156,780000,768.96,-20679.857421875,72.806,156,30.9872
278.93,157,785000,804.16,-21076.169921875,73.3508,157,31.1596
337.93,158,790000,764.4,-21144.015625,74.3314,158,31.3111
251.74,159,795000,851.38,-21538.96875,72.3177,159,30.2466
323.13,160,800000,866.65,-21910.083984375,72.9382,160,31.0424
323.63,161,805000,911.92,-22136.51953125,72.528,161,31.1923
329.67,162,810000,774.21,-22237.111328125,72.7713,162,30.4376
279.13,163,815000,922.07,-22699.259765625,73.441,163,30.8477
307.32,164,820000,868.42,-23025.47265625,73.6023,164,30.4904
290.69,165,825000,916.95,-23419.484375,74.1261,165,30.8652
285.57,166,830000,715.93,-23511.43359375,74.1447,166,30.5841
243.54,167,835000,960.87,-23828.0078125,74.8085,167,30.6545
334.09,168,840000,864.76,-24094.9140625,72.7572,168,30.896
260.02,169,845000,907.19,-24505.2109375,73.8234,169,31.0701
343.71,170,850000,810.21,-25090.7265625,74.5305,170,30.5877
279.21,171,855000,810.4,-25171.3515625,75.2147,171,30.8409
331.74,172,860000,765.62,-25413.076171875,72.5912,172,30.844
287.62,173,865000,814.78,-25895.03515625,74.655,173,30.7718
281.0,174,870000,866.68,-26199.54296875,71.9396,174,30.6381
320.32,175,875000,1014.59,-26569.603515625,72.8812,175,30.3011
280.49,176,880000,815.08,-26706.912109375,73.9225,176,30.4542
311.75,177,885000,911.33,-27218.11328125,73.8589,177,30.7983
269.5,178,890000,817.06,-27441.359375,73.4146,178,30.7019
301.86,179,895000,966.07,-27767.953125,73.268,179,30.4373
269.93,180,900000,712.5,-27976.015625,74.601,180,30.4832
245.44,181,905000,665.41,-28737.16015625,73.9334,181,30.8412
307.84,182,910000,872.32,-28871.78125,74.0625,182,30.9903
261.98,183,915000,811.78,-29309.98828125,73.8445,183,30.6766
273.29,184,920000,761.87,-29238.08984375,74.3451,184,30.6891
309.1,185,925000,913.04,-30060.869140625,73.7615,185,30.2162
265.54,186,930000,760.82,-30193.44921875,73.4339,186,30.5994
323.88,187,935000,811.08,-31225.7421875,74.7216,187,30.7719
223.64,188,940000,923.43,-30762.82421875,72.3407,188,30.1544
322.26,189,945000,848.96,-30933.69140625,72.6982,189,30.5202
327.12,190,950000,914.57,-31529.7109375,73.4429,190,30.3505
267.51,191,955000,808.49,-32318.517578125,72.4603,191,30.5284
302.99,192,960000,820.78,-32950.5703125,73.6095,192,30.8756
339.83,193,965000,959.03,-32693.55078125,71.6162,193,31.0681
334.4,194,970000,822.35,-33394.58203125,73.7117,194,30.5422
273.45,195,975000,818.46,-33539.203125,73.9708,195,30.3113
294.29,196,980000,767.3,-34194.875,74.1652,196,30.7528
270.07,197,985000,822.46,-34302.98828125,72.5334,197,30.085
276.91,198,990000,920.1,-34765.6953125,74.7674,198,30.918
335.49,199,995000,865.57,-34905.16015625,72.2758,199,29.8642
292.48,200,1000000,870.12,-35450.41015625,72.3217,200,30.6269
328.41,201,1005000,865.08,-36519.2109375,72.6266,201,30.5617
303.76,202,1010000,868.14,-36726.359375,73.0572,202,30.8014
315.97,203,1015000,909.47,-37060.390625,72.0203,203,30.2983
284.91,204,1020000,860.59,-37516.8828125,74.3839,204,30.8016
326.04,205,1025000,670.26,-37714.84765625,71.8981,205,30.542
337.81,206,1030000,769.78,-38295.16015625,72.2322,206,30.6403
283.82,207,1035000,863.26,-38342.26171875,73.0535,207,30.4045
299.5,208,1040000,868.25,-39027.34765625,74.0791,208,30.7638
294.09,209,1045000,865.16,-39661.07421875,72.6234,209,30.3707
294.17,210,1050000,809.93,-40557.18359375,73.7038,210,30.3988
232.87,211,1055000,917.81,-40611.9296875,74.2812,211,30.6277
299.55,212,1060000,865.01,-41117.21875,73.2968,212,32.0644
305.72,213,1065000,663.08,-41120.12109375,73.9284,213,30.5334
297.39,214,1070000,862.2,-41925.91015625,73.8739,214,30.5661
280.74,215,1075000,665.45,-41840.62890625,72.1519,215,30.329
222.6,216,1080000,824.79,-42883.9375,73.4225,216,30.3714
265.65,217,1085000,867.87,-43199.60546875,73.5482,217,30.6656
269.55,218,1090000,819.65,-43571.01171875,72.9372,218,30.0117
275.96,219,1095000,860.11,-44279.44921875,73.9401,219,30.5582
257.35,220,1100000,872.6,-44722.97265625,73.3354,220,30.2949
314.55,221,1105000,961.99,-44400.4453125,73.965,221,30.2815
212.84,222,1110000,725.0,-45269.56640625,73.6301,222,30.5787
280.28,223,1115000,751.68,-46387.70703125,74.238,223,30.4705
308.17,224,1120000,809.28,-46473.2265625,74.2894,224,30.4635
257.24,225,1125000,767.76,-46707.390625,74.6361,225,30.259
290.54,226,1130000,812.62,-47628.125,74.476,226,30.1448
304.97,227,1135000,714.25,-48075.58984375,73.3836,227,30.2466
275.73,228,1140000,873.71,-47627.55859375,73.2923,228,30.2944
331.34,229,1145000,917.71,-48433.02734375,74.656,229,30.0628
262.02,230,1150000,968.86,-49251.17578125,73.9056,230,30.1272
295.69,231,1155000,963.39,-49541.0390625,75.8991,231,29.7165
235.36,232,1160000,916.43,-49147.4375,73.0782,232,30.1707
265.6,233,1165000,923.45,-50360.46484375,73.8366,233,30.2815
305.72,234,1170000,869.0,-51041.48828125,74.2907,234,30.1727
225.9,235,1175000,917.49,-51049.515625,74.0962,235,30.1448
242.1,236,1180000,767.66,-50686.359375,73.6887,236,29.8535
284.02,237,1185000,767.4,-52057.7421875,72.7147,237,30.2576
243.93,238,1190000,822.3,-52104.97265625,74.4716,238,30.3458
257.52,239,1195000,870.61,-52724.17578125,74.3776,239,30.1535
248.56,240,1200000,766.92,-53662.421875,75.0556,240,29.9825
223.3,241,1205000,918.6,-53845.8046875,74.3488,241,29.9216
266.98,242,1210000,677.09,-54149.828125,74.5327,242,30.4956
233.27,243,1215000,615.9,-53848.7890625,73.6686,243,30.0898
274.49,244,1220000,864.56,-54941.38671875,74.7417,244,30.0317
246.43,245,1225000,612.41,-55297.1875,75.2892,245,30.602
223.66,246,1230000,715.05,-55434.33984375,74.0784,246,29.9478
267.54,247,1235000,769.95,-55909.71484375,72.9033,247,29.7532
302.96,248,1240000,861.61,-55773.66796875,74.7753,248,29.8837
242.91,249,1245000,710.21,-56327.375,74.1636,249,30.2276
290.51,250,1250000,912.96,-56662.96484375,73.4911,250,29.8708
285.8,251,1255000,805.52,-57111.38671875,74.8297,251,29.7725
286.71,252,1260000,766.11,-56969.78515625,73.2438,252,29.6639
214.62,253,1265000,800.94,-58169.73046875,73.5132,253,30.0193
255.79,254,1270000,865.27,-58637.29296875,75.6256,254,30.9434
283.4,255,1275000,668.47,-58957.13671875,75.7728,255,30.2248
227.35,256,1280000,816.56,-59393.84375,75.7598,256,30.1323
267.13,257,1285000,666.97,-59677.52734375,73.5175,257,30.0383
251.83,258,1290000,763.64,-61175.7109375,74.6162,258,30.4076
247.13,259,1295000,817.88,-60802.5703125,74.8149,259,30.2236
254.61,260,1300000,818.58,-61270.3515625,74.9166,260,30.2753
232.28,261,1305000,961.02,-61632.0703125,74.0884,261,29.9736
262.71,262,1310000,1013.41,-60990.51171875,74.7986,262,29.8786
299.91,263,1315000,817.0,-61912.07421875,74.9833,263,30.1736
253.82,264,1320000,760.4,-62051.44921875,74.3484,264,30.1244
265.45,265,1325000,816.0,-62375.1875,75.1681,265,30.0758
230.25,266,1330000,816.11,-62326.78125,73.781,266,29.9981
294.03,267,1335000,615.32,-63235.76171875,74.3711,267,30.0069
291.44,268,1340000,666.35,-64141.2890625,73.7073,268,30.0615
283.5,269,1345000,869.88,-64099.984375,73.4861,269,30.2782
252.41,270,1350000,866.19,-63859.62890625,73.6799,270,30.1165
237.48,271,1355000,771.03,-64893.57421875,74.0336,271,30.2816
262.44,272,1360000,770.49,-65159.48828125,73.3552,272,30.4474
246.43,273,1365000,860.93,-65655.7265625,74.0426,273,30.2844
244.44,274,1370000,817.69,-65682.1015625,72.2001,274,29.8925
275.55,275,1375000,816.73,-66171.609375,73.8419,275,30.1794
306.47,276,1380000,869.47,-66595.8203125,74.5372,276,30.0926
302.94,277,1385000,964.99,-66699.953125,73.7972,277,30.0636
253.39,278,1390000,718.12,-68113.71875,76.3455,278,30.4272
251.67,279,1395000,863.6,-67068.234375,74.3989,279,30.5794
244.77,280,1400000,831.38,-67764.7890625,75.5932,280,30.2753
278.85,281,1405000,903.15,-68451.46875,74.7564,281,30.1517
263.8,282,1410000,660.99,-69531.3984375,73.9277,282,30.2928
265.26,283,1415000,817.48,-68786.0390625,73.1117,283,30.0899
201.79,284,1420000,710.43,-69219.109375,75.8704,284,30.2354
267.55,285,1425000,717.66,-69973.671875,74.5969,285,30.2176
270.36,286,1430000,672.15,-70346.3671875,75.3652,286,30.0723
283.74,287,1435000,746.48,-69770.328125,72.6735,287,29.6706
262.65,288,1440000,713.57,-70377.5078125,74.0253,288,29.9843
306.63,289,1445000,862.32,-71578.7578125,75.2169,289,30.0623
305.24,290,1450000,865.4,-71462.765625,74.0417,290,30.2231
258.92,291,1455000,813.19,-71160.125,72.8121,291,29.8952
271.65,292,1460000,824.1,-71935.890625,73.1293,292,29.7561
295.38,293,1465000,820.2,-73191.3203125,73.2993,293,30.0033
287.87,294,1470000,912.17,-74117.2890625,74.833,294,30.2526
264.35,295,1475000,905.89,-72774.0546875,73.2877,295,29.8443
271.38,296,1480000,906.21,-73942.609375,72.4688,296,29.8901
218.01,297,1485000,905.58,-74342.4296875,74.8818,297,29.8382
235.62,298,1490000,907.17,-75593.0546875,74.0272,298,30.2182
258.46,299,1495000,667.68,-75286.5546875,74.3504,299,30.1112
190.03,300,1500000,636.4,-75267.3046875,73.4974,300,30.0495
295.8,301,1505000,725.79,-75833.7890625,73.575,301,29.72
190.09,302,1510000,669.06,-76547.34375,73.2624,302,30.1327
216.32,303,1515000,813.22,-76977.09375,72.2006,303,29.9614
264.91,304,1520000,766.65,-77438.3046875,74.3067,304,29.7547
225.16,305,1525000,655.89,-77999.5390625,74.0459,305,30.1303
236.49,306,1530000,866.6,-77688.2890625,74.4533,306,29.9247
217.54,307,1535000,755.09,-79312.625,74.404,307,30.1398
218.93,308,1540000,717.6,-79008.7578125,73.9732,308,29.8453
209.62,309,1545000,712.62,-77899.3828125,74.1124,309,29.8206
238.06,310,1550000,666.92,-79342.953125,74.7982,310,30.0376
264.09,311,1555000,758.16,-80230.921875,72.8021,311,29.1913
251.24,312,1560000,669.52,-81082.5859375,74.3094,312,30.1953
249.14,313,1565000,816.14,-80950.1875,74.092,313,29.8419
195.86,314,1570000,603.9,-81853.921875,74.4527,314,30.2876
224.36,315,1575000,860.84,-82018.390625,74.4566,315,29.8603
240.86,316,1580000,866.05,-82744.7265625,72.4779,316,29.6186
263.5,317,1585000,750.77,-82619.8125,74.2973,317,29.9193
169.39,318,1590000,764.59,-82410.4453125,73.1859,318,29.6342
249.29,319,1595000,858.24,-84001.140625,73.4264,319,30.1951
262.07,320,1600000,889.76,-82100.3828125,73.5952,320,29.5707
268.42,321,1605000,762.33,-84362.640625,74.1473,321,30.1337
273.52,322,1610000,810.87,-84993.046875,75.0137,322,29.9122
234.16,323,1615000,912.48,-82924.6953125,73.4017,323,29.4522
277.14,324,1620000,718.55,-85561.5546875,74.4809,324,30.137
288.12,325,1625000,911.28,-85349.3203125,73.2958,325,29.916
260.65,326,1630000,896.62,-86642.453125,74.1305,326,29.7456
275.58,327,1635000,904.01,-85583.515625,73.7713,327,29.8999
257.27,328,1640000,935.09,-87365.59375,74.7907,328,30.2975
209.31,329,1645000,810.54,-86135.15625,74.0019,329,29.8298
269.95,330,1650000,809.83,-86464.828125,74.831,330,29.9946
246.82,331,1655000,617.31,-86862.8203125,74.1697,331,30.0466
236.25,332,1660000,808.76,-87426.0234375,72.8695,332,30.1204
255.79,333,1665000,859.09,-87333.1875,73.5034,333,30.0225
233.36,334,1670000,703.2,-87890.9921875,73.6833,334,29.8066
254.53,335,1675000,717.15,-88412.5078125,73.0291,335,29.9033
269.21,336,1680000,683.95,-88117.9296875,71.7157,336,29.4572
238.54,337,1685000,813.38,-88897.1875,72.5969,337,29.7604
251.68,338,1690000,869.66,-88804.96875,74.341,338,30.4744
253.95,339,1695000,720.56,-90031.4765625,74.1571,339,30.4707
220.64,340,1700000,813.43,-90631.234375,74.4792,340,29.7928
260.34,341,1705000,832.25,-89346.75,74.0868,341,29.6182
271.14,342,1710000,815.86,-89883.125,74.5233,342,30.3327
212.28,343,1715000,853.56,-90994.59375,74.7231,343,30.4876
255.49,344,1720000,860.31,-90818.6171875,74.6218,344,30.2809
250.85,345,1725000,809.22,-90713.0546875,74.7304,345,29.9114
253.06,346,1730000,856.31,-90912.3359375,74.5395,346,30.0839
266.9,347,1735000,910.28,-90281.40625,74.0737,347,29.9892
255.95,348,1740000,862.59,-91779.53125,74.554,348,30.1847
288.04,349,1745000,811.79,-91304.546875,73.889,349,29.9951
234.97,350,1750000,755.11,-91425.140625,73.2596,350,30.1432
298.68,351,1755000,811.28,-92351.3984375,74.1289,351,29.8837
236.79,352,1760000,705.86,-91941.3984375,74.2168,352,30.1742
263.39,353,1765000,841.81,-91826.046875,74.9443,353,30.0926
261.08,354,1770000,917.13,-92266.7421875,74.7058,354,29.8169
258.4,355,1775000,909.58,-92812.3046875,74.798,355,30.6404
300.14,356,1780000,859.27,-92664.0703125,74.7679,356,30.0376
246.48,357,1785000,663.65,-92869.625,73.1833,357,29.9344
264.12,358,1790000,858.55,-92943.96875,74.4038,358,30.1348
256.06,359,1795000,811.89,-92736.0234375,73.978,359,30.0042
248.24,360,1800000,911.76,-93474.328125,74.6198,360,29.6416
256.56,361,1805000,829.57,-93696.5625,75.6021,361,30.2258
307.0,362,1810000,902.43,-93128.9609375,74.2607,362,30.0634
229.18,363,1815000,668.49,-93586.4609375,75.1082,363,30.3991
245.86,364,1820000,904.76,-93810.375,75.3993,364,30.6376
272.01,365,1825000,959.65,-94098.140625,74.4714,365,30.5039
232.83,366,1830000,853.69,-94262.5859375,73.5854,366,30.3679
222.67,367,1835000,917.68,-93666.5390625,73.7418,367,29.9785
263.05,368,1840000,711.13,-93973.7890625,74.859,368,30.3803
274.51,369,1845000,908.51,-93714.640625,74.2146,369,30.0112
291.95,370,1850000,754.62,-94060.6796875,74.1468,370,30.0547
256.55,371,1855000,908.86,-93802.0625,73.8081,371,30.2038
266.61,372,1860000,766.22,-94161.421875,74.4306,372,30.6553
223.72,373,1865000,812.97,-93764.4765625,73.7726,373,29.9245
289.53,374,1870000,809.59,-94719.265625,74.3065,374,30.4273
270.26,375,1875000,910.28,-94404.7265625,74.0496,375,30.125
275.26,376,1880000,860.99,-94486.7578125,73.4119,376,30.2646
250.19,377,1885000,763.76,-94064.3046875,73.9657,377,30.061
271.15,378,1890000,915.81,-93741.46875,72.7898,378,29.6616
287.42,379,1895000,954.71,-94755.6171875,73.7814,379,30.2797
287.73,380,1900000,670.13,-94810.96875,72.7397,380,30.2319
288.04,381,1905000,953.2,-94321.671875,74.1213,381,30.0971
320.12,382,1910000,962.93,-94249.9765625,74.8089,382,30.0836
270.73,383,1915000,866.3,-94615.3203125,74.621,383,30.196
256.64,384,1920000,762.11,-94813.6953125,74.4298,384,30.3069
287.1,385,1925000,784.76,-95146.5625,74.8295,385,30.076
280.9,386,1930000,562.07,-94587.0625,73.3874,386,30.3566
198.71,387,1935000,758.04,-94492.1875,72.9838,387,29.6349
225.36,388,1940000,860.31,-94530.6328125,74.9277,388,29.9667
251.9,389,1945000,909.28,-94158.78125,72.8508,389,29.4557
278.83,390,1950000,860.2,-95156.828125,74.732,390,30.5758
270.6,391,1955000,820.23,-94438.9375,73.9527,391,29.6787
245.86,392,1960000,812.19,-95292.09375,74.088,392,29.7532
203.52,393,1965000,869.09,-95169.7265625,74.5063,393,30.3804
262.73,394,1970000,816.68,-95272.71875,74.4207,394,30.2542
278.79,395,1975000,1021.27,-94799.4296875,74.1488,395,30.1634
242.76,396,1980000,764.82,-94823.515625,73.5618,396,30.0662
198.54,397,1985000,767.13,-94476.2421875,74.6181,397,30.1317
239.0,398,1990000,694.52,-94976.125,75.0808,398,30.3566
237.11,399,1995000,891.97,-95232.453125,74.0115,399,30.2695
284.85,400,2000000,969.83,-94958.546875,74.2782,400,29.9132
312.79,401,2005000,962.12,-95213.1015625,74.8464,401,30.4169
257.63,402,2010000,866.74,-96052.8984375,75.3136,402,30.5894
275.53,403,2015000,662.53,-95772.59375,75.1957,403,30.4943
282.41,404,2020000,862.33,-95606.671875,73.9735,404,30.0466
314.39,405,2025000,905.79,-95646.4375,75.3234,405,30.4347
213.09,406,2030000,663.11,-95627.46875,75.4428,406,30.4705
265.36,407,2035000,707.18,-95350.671875,73.898,407,30.0119
231.76,408,2040000,808.02,-95199.046875,73.4409,408,30.0697
274.49,409,2045000,763.26,-95818.5234375,75.0934,409,30.1295
292.61,410,2050000,843.65,-95599.609375,75.3206,410,30.2323
285.25,411,2055000,753.61,-95301.9609375,74.8134,411,30.1498
255.32,412,2060000,867.59,-96106.125,75.4569,412,30.5484
259.21,413,2065000,961.9,-95981.140625,74.2222,413,30.6809
324.21,414,2070000,864.64,-95919.890625,74.0048,414,30.5441
179.15,415,2075000,909.79,-95852.296875,73.8766,415,30.4191
