Running Forward KL,Itration,Running Env Steps,Real Det Return,Reward Loss,Real Sto Return,Running Reverse KL,Running Update Time
82.1583,401,2005000,-10.06,-18819.783203125,-16.27,68.8401,401
87.3423,402,2010000,-12.23,-18858.71484375,-14.77,188.0326,402
108.2986,403,2015000,-1308.4,-16012.0751953125,-1482.9,247.4812,403
86.5804,404,2020000,-422.9,-18465.419921875,-359.39,141.3024,404
92.1958,405,2025000,-360.62,-18842.548828125,-933.8,345.2829,405
90.153,406,2030000,-458.54,-18719.818359375,-658.38,349.3746,406
95.4956,407,2035000,-233.68,-18920.77734375,-394.04,191.2332,407
100.0146,408,2040000,-93.88,-19034.140625,-23.07,206.0144,408
91.6209,409,2045000,-16.03,-18948.576171875,-16.94,105.8807,409
89.3847,410,2050000,-14.71,-18998.5625,-14.73,104.6444,410
83.1831,411,2055000,-14.65,-18945.0,-14.65,54.7271,411
82.5497,412,2060000,-13.64,-18955.04296875,-12.87,91.5572,412
80.0012,413,2065000,-13.44,-18950.05078125,-12.15,43.4755,413
78.7441,414,2070000,-12.79,-18832.369140625,-13.0,49.4209,414
77.1773,415,2075000,-9.84,-18895.548828125,-71.05,38.0881,415
78.0592,416,2080000,-10.79,-18925.08984375,-10.82,34.8598,416
77.0104,417,2085000,-10.63,-18930.6484375,-9.79,51.6915,417
75.2896,418,2090000,-8.71,-18629.25390625,-9.92,54.6275,418
77.1493,419,2095000,-13.78,-18893.90234375,-9.37,33.9595,419
74.0344,420,2100000,-7.74,-18682.916015625,-9.5,32.8014,420
75.593,421,2105000,27.49,-18846.24609375,-8.84,31.6553,421
74.7147,422,2110000,78.98,-18606.26171875,-4.35,56.8844,422
76.667,423,2115000,35.78,-18902.396484375,-9.18,73.9468,423
76.0887,424,2120000,134.55,-18883.51953125,-7.41,63.0163,424
73.3712,425,2125000,100.44,-18612.353515625,24.08,31.9716,425
73.8224,426,2130000,78.07,-18454.197265625,10.87,34.8328,426
75.4159,427,2135000,-88.93,-18880.76953125,27.32,37.0045,427
73.1089,428,2140000,74.87,-17727.634765625,17.71,37.5322,428
73.252,429,2145000,327.6,-17308.56640625,78.77,40.5649,429
72.1531,430,2150000,616.97,-18086.7109375,139.0,33.8275,430
73.2141,431,2155000,589.47,-17200.66796875,101.82,41.4302,431
73.9576,432,2160000,634.65,-16448.896484375,419.07,42.9148,432
74.7222,433,2165000,260.07,-17502.267578125,64.38,41.4945,433
74.2715,434,2170000,643.09,-17370.533203125,122.32,40.796,434
73.0285,435,2175000,602.87,-17044.8828125,116.56,41.4374,435
71.9181,436,2180000,617.53,-16911.3828125,234.31,41.9753,436
72.4064,437,2185000,589.5,-17900.2109375,177.48,37.492,437
73.8643,438,2190000,771.63,-17407.666015625,212.3,41.1519,438
75.4448,439,2195000,761.64,-17093.080078125,386.71,47.0991,439
81.898,440,2200000,597.65,-18165.138671875,300.43,55.5545,440
89.5124,441,2205000,-346.21,-18361.892578125,-304.92,79.918,441
87.2195,442,2210000,-1226.29,-19013.2109375,-1407.13,192.3247,442
85.169,443,2215000,-13.46,-19074.0390625,-17.45,59.0896,443
84.0794,444,2220000,-7.61,-19054.3515625,-9.38,56.223,444
79.9251,445,2225000,-8.06,-18957.244140625,-9.87,51.1748,445
78.4693,446,2230000,29.72,-19008.30859375,-7.0,40.3015,446
77.8305,447,2235000,14.8,-19015.328125,-5.49,36.4498,447
73.3439,448,2240000,60.41,-18450.423828125,23.1,35.4428,448
71.7402,449,2245000,631.32,-17454.857421875,175.49,41.7423,449
72.4804,450,2250000,584.59,-17634.33203125,121.25,41.5267,450
71.5901,451,2255000,708.66,-17286.392578125,134.94,41.3625,451
71.5653,452,2260000,624.12,-17554.55859375,176.68,38.5637,452
71.5988,453,2265000,622.55,-17321.44140625,136.47,39.5268,453
71.1546,454,2270000,839.63,-17493.712890625,452.11,36.9262,454
72.0615,455,2275000,516.4,-17336.48046875,311.36,38.9013,455
72.6184,456,2280000,693.98,-17536.81640625,260.84,38.3184,456
72.2192,457,2285000,687.05,-17754.744140625,346.82,37.472,457
69.998,458,2290000,849.32,-17141.369140625,485.49,39.2337,458
89.6636,459,2295000,-1343.83,-19077.408203125,-805.07,109.7343,459
75.7372,460,2300000,-333.41,-18543.544921875,-201.76,51.3461,460
85.5339,461,2305000,-8.24,-19084.869140625,-10.13,63.2664,461
77.6641,462,2310000,-11.0,-18902.37890625,-8.95,41.7859,462
75.6581,463,2315000,20.44,-18856.2890625,-1.49,39.5424,463
74.4872,464,2320000,174.15,-18800.537109375,43.16,35.6002,464
71.4509,465,2325000,783.37,-17974.48828125,96.06,40.4765,465
72.4451,466,2330000,680.47,-18458.517578125,137.4,37.8989,466
71.623,467,2335000,695.88,-18030.349609375,132.36,39.2267,467
70.9893,468,2340000,648.13,-17945.361328125,191.89,42.1977,468
71.1239,469,2345000,693.51,-17863.248046875,257.61,39.0266,469
71.7137,470,2350000,664.77,-18191.23828125,266.36,39.1355,470
71.1283,471,2355000,765.06,-18070.1796875,290.69,37.3091,471
70.0397,472,2360000,676.91,-17474.162109375,298.58,42.0494,472
67.6361,473,2365000,858.9,-17534.72265625,452.58,33.7344,473
65.182,474,2370000,600.14,-18259.560546875,38.32,30.2877,474
71.3573,475,2375000,-73.88,-18767.77734375,-346.01,39.2223,475
76.9863,476,2380000,-402.34,-18902.375,-526.88,49.0295,476
84.107,477,2385000,-6.96,-19060.861328125,-28.97,55.7494,477
76.6094,478,2390000,-4.03,-19028.234375,-7.6,34.6788,478
71.3793,479,2395000,21.54,-18604.71875,5.32,35.3136,479
71.7159,480,2400000,423.51,-18376.61328125,123.09,43.5141,480
70.0989,481,2405000,768.31,-18225.94140625,222.03,39.9883,481
70.9149,482,2410000,733.97,-18259.591796875,250.59,41.5297,482
71.0854,483,2415000,792.11,-18204.248046875,376.1,43.0445,483
71.2411,484,2420000,797.57,-18196.76171875,262.31,41.5426,484
70.9519,485,2425000,820.61,-17990.310546875,370.6,43.8019,485
72.0995,486,2430000,725.75,-17999.54296875,329.91,45.7045,486
66.0797,487,2435000,715.02,-17601.39453125,243.56,31.6446,487
71.4764,488,2440000,778.54,-18040.748046875,412.52,45.5019,488
71.8308,489,2445000,668.97,-17866.923828125,362.93,46.3676,489
71.6459,490,2450000,702.72,-17823.953125,383.54,44.4263,490
72.2202,491,2455000,594.58,-17941.185546875,362.06,47.141,491
70.3962,492,2460000,697.1,-17671.970703125,439.5,44.6104,492
71.5682,493,2465000,612.13,-18221.33984375,416.37,43.5574,493
63.7691,494,2470000,1267.73,-18105.416015625,350.26,32.1632,494
133.9613,495,2475000,-2662.37,-19115.8515625,-2513.12,414.5026,495
78.8982,496,2480000,-71.28,-18948.986328125,-11.8,50.9555,496
77.8655,497,2485000,-5.97,-18786.63671875,-9.35,43.6809,497
77.2103,498,2490000,-1.71,-18989.57421875,-6.79,32.9166,498
72.3021,499,2495000,158.58,-18873.001953125,53.96,30.1991,499
69.4568,500,2500000,695.93,-18175.193359375,227.14,40.6416,500
69.5361,501,2505000,723.12,-17944.591796875,278.61,41.0359,501
68.3347,502,2510000,749.04,-17707.35546875,321.31,39.7904,502
69.4812,503,2515000,957.52,-17044.57421875,736.65,38.4344,503
77.2409,504,2520000,-240.49,-18876.849609375,-81.69,42.5461,504
78.8798,505,2525000,285.41,-19002.1171875,-77.37,36.2232,505
76.5773,506,2530000,-176.94,-19001.42578125,-29.82,37.4761,506
74.1331,507,2535000,18.1,-18956.51953125,-0.41,28.0959,507
73.1649,508,2540000,-3.25,-18875.3671875,14.35,28.7182,508
68.799,509,2545000,597.83,-18428.859375,236.17,35.2994,509
69.4692,510,2550000,645.46,-17850.75390625,301.61,42.4532,510
68.9797,511,2555000,685.32,-18121.390625,298.39,36.5119,511
68.6561,512,2560000,747.74,-17684.20703125,470.88,39.1124,512
66.997,513,2565000,1063.77,-16601.494140625,711.33,39.1683,513
65.9806,514,2570000,1174.43,-17021.93359375,890.74,33.9608,514
67.2159,515,2575000,1084.6,-15956.439453125,816.0,38.2623,515
79.3931,516,2580000,-605.86,-18385.986328125,-282.03,57.384,516
73.1765,517,2585000,676.51,-18625.83984375,292.41,53.8012,517
69.2485,518,2590000,779.1,-18051.626953125,440.46,42.9333,518
66.6348,519,2595000,788.66,-17540.208984375,525.79,38.742,519
67.0745,520,2600000,1235.35,-16809.22265625,764.39,35.3869,520
65.1878,521,2605000,1200.25,-15847.2763671875,955.26,37.6482,521
70.7424,522,2610000,870.86,-17262.087890625,550.75,39.7274,522
77.9742,523,2615000,-46.41,-18912.94921875,-76.62,42.138,523
83.1658,524,2620000,-411.46,-19025.3671875,-268.97,72.5281,524
124.0231,525,2625000,-1193.0,-19041.880859375,-1143.0,216.9222,525
103.2863,526,2630000,-746.97,-19047.72265625,-972.08,122.1487,526
91.5324,527,2635000,-1371.98,-19019.083984375,-1102.22,108.6168,527
122.5883,528,2640000,-1398.57,-18980.349609375,-1296.32,249.0041,528
98.999,529,2645000,-324.19,-19055.859375,-607.07,99.9758,529
105.019,530,2650000,-1151.0,-19061.328125,-1130.92,135.4708,530
119.2625,531,2655000,-1346.62,-18989.658203125,-1368.01,291.3886,531
90.6195,532,2660000,-135.33,-19000.5625,-176.39,266.3688,532
112.3321,533,2665000,-2147.68,-19081.990234375,-2046.7,290.5918,533
118.7905,534,2670000,-1775.1,-19065.541015625,-2054.7,389.5711,534
93.3597,535,2675000,-509.28,-18301.849609375,-348.16,84.6146,535
81.6945,536,2680000,-1517.36,-18237.98046875,-1059.24,111.081,536
85.3916,537,2685000,-1329.03,-18479.787109375,-1242.81,118.3106,537
84.2148,538,2690000,-924.71,-18825.85546875,-474.49,156.4732,538
86.7751,539,2695000,-777.17,-18818.990234375,-510.57,99.8524,539
77.9123,540,2700000,-666.37,-18872.025390625,-740.34,116.5214,540
92.2196,541,2705000,-309.77,-18886.89453125,-334.04,81.0904,541
109.5454,542,2710000,-1883.08,-19146.484375,-1802.97,251.7543,542
80.5845,543,2715000,-239.89,-18892.091796875,-204.15,99.4954,543
111.3451,544,2720000,-637.09,-19171.095703125,-586.95,183.7623,544
81.5015,545,2725000,-100.94,-18887.14453125,-37.19,86.4689,545
84.9064,546,2730000,-10.84,-19025.6875,-11.9,142.9439,546
90.1848,547,2735000,-9.3,-19108.52734375,-19.94,190.2951,547
79.0401,548,2740000,-9.06,-18988.248046875,-8.93,59.2036,548
81.6383,549,2745000,-8.28,-19119.009765625,-10.56,51.1202,549
81.3132,550,2750000,-8.31,-19124.095703125,-8.86,97.6707,550
80.3871,551,2755000,-8.99,-19149.375,-10.41,45.1697,551
78.7518,552,2760000,21.0,-19142.119140625,-6.0,43.1192,552
77.8802,553,2765000,-7.64,-19079.89453125,0.11,41.9579,553
76.4119,554,2770000,-6.61,-19070.5,-2.21,39.3084,554
79.6064,555,2775000,39.85,-19140.068359375,-7.85,40.3047,555
75.3972,556,2780000,-6.05,-18923.443359375,2.37,50.0416,556
71.5596,557,2785000,456.52,-18641.845703125,117.55,44.4625,557
71.9162,558,2790000,586.91,-18319.130859375,173.89,44.8973,558
71.0499,559,2795000,635.1,-18577.599609375,151.23,41.0548,559
72.1876,560,2800000,611.66,-18310.41796875,144.56,44.3106,560
72.366,561,2805000,675.41,-18359.970703125,201.3,44.2482,561
70.4031,562,2810000,785.61,-18055.296875,247.03,42.8637,562
69.5414,563,2815000,761.54,-18329.865234375,239.65,38.0067,563
70.8932,564,2820000,714.42,-18259.16796875,215.54,43.8478,564
72.1409,565,2825000,102.9,-18606.728515625,-2.77,52.2414,565
74.1502,566,2830000,286.01,-18805.064453125,226.01,51.9227,566
76.6544,567,2835000,-321.02,-18164.21875,-740.82,70.8354,567
74.8539,568,2840000,20.59,-19063.12890625,17.82,36.1681,568
72.4945,569,2845000,63.56,-19026.1875,53.46,65.804,569
70.5719,570,2850000,570.42,-18440.2265625,295.0,44.7428,570
74.6894,571,2855000,492.23,-18821.19140625,425.51,53.4492,571
83.3276,572,2860000,-1006.08,-19193.138671875,-446.21,171.9967,572
79.9031,573,2865000,-8.0,-19054.990234375,-12.96,166.3811,573
87.5262,574,2870000,-8.57,-19211.16015625,-38.7,94.4014,574
88.4125,575,2875000,-7.28,-19253.12109375,-5.07,92.9829,575
85.8422,576,2880000,-7.91,-19183.90234375,6.07,181.9878,576
85.734,577,2885000,6.52,-19162.29296875,2.79,86.4289,577
80.8955,578,2890000,-7.48,-19102.205078125,21.51,97.8053,578
81.1161,579,2895000,5.25,-19182.12890625,-5.32,68.1326,579
77.6775,580,2900000,-5.74,-19120.521484375,31.99,56.2092,580
78.2332,581,2905000,7.19,-19146.412109375,23.56,54.5908,581
76.5907,582,2910000,15.45,-19067.876953125,28.93,54.0662,582
104.4061,583,2915000,-703.58,-19341.876953125,-969.64,195.2241,583
116.0714,584,2920000,-1364.57,-19342.333984375,-1541.64,266.5226,584
119.4275,585,2925000,-1158.11,-19350.28515625,-1524.19,171.5473,585
121.7495,586,2930000,-1101.5,-19359.814453125,-1312.5,272.5845,586
97.8072,587,2935000,-1072.31,-19321.4609375,-1058.63,314.386,587
86.2903,588,2940000,-99.58,-18983.181640625,-51.19,132.8177,588
87.4421,589,2945000,-18.94,-19188.43359375,-20.01,94.2837,589
87.1015,590,2950000,-7.94,-19140.265625,-21.84,90.3135,590
81.8086,591,2955000,-19.46,-19136.810546875,-15.01,85.332,591
84.2672,592,2960000,-9.47,-19201.140625,-8.26,61.1218,592
78.4965,593,2965000,-2.55,-19219.146484375,-8.64,71.8539,593
83.6467,594,2970000,-5.65,-19247.96484375,-5.18,92.3744,594
78.4806,595,2975000,35.64,-19184.638671875,1.69,83.2864,595
76.3897,596,2980000,-5.25,-19173.984375,17.57,80.7314,596
74.0407,597,2985000,-3.68,-19079.609375,20.05,57.4807,597
73.6062,598,2990000,169.57,-19119.609375,106.98,38.5956,598
71.1872,599,2995000,461.86,-18683.9296875,132.78,41.8206,599
