Real Sto Return,Real Det Return,Running Forward KL,Running Reverse KL,Running Env Steps,Itration,Reward Loss,Running Update Time
4975.62,5422.19,91.4458,95.8407,1085000,217,-28000.013671875,217
5118.5,5544.8,91.9918,92.5313,1090000,218,-28457.80078125,218
5279.75,5473.36,91.2033,93.0652,1095000,219,-29036.525390625,219
5116.69,5709.18,76.6136,84.8973,1100000,220,-27519.271484375,220
5057.31,5738.57,89.9939,92.8669,1105000,221,-30093.111328125,221
4626.32,5470.73,90.7567,96.5378,1110000,222,-29962.611328125,222
4890.33,4974.94,88.0533,90.7194,1115000,223,-29744.41015625,223
4871.73,5723.39,92.7246,96.0352,1120000,224,-30053.779296875,224
4751.46,5293.21,75.5379,82.7089,1125000,225,-28686.669921875,225
3579.89,4631.95,92.9101,95.7962,1130000,226,-30666.0625,226
4547.98,5069.77,88.8438,92.7309,1135000,227,-32084.556640625,227
4870.89,5253.27,87.6269,94.5403,1140000,228,-32010.47265625,228
4661.13,5626.52,89.7161,92.0898,1145000,229,-32603.689453125,229
5289.06,5742.33,90.1505,90.9241,1150000,230,-33269.44140625,230
4421.57,5420.75,88.5686,95.6722,1155000,231,-32088.244140625,231
5368.1,5508.27,91.2867,95.2732,1160000,232,-33267.33984375,232
5045.02,5503.61,89.7817,96.2152,1165000,233,-33485.35546875,233
5150.7,5592.48,88.1369,91.2779,1170000,234,-33973.9375,234
4998.73,5749.03,89.2069,94.2328,1175000,235,-34880.45703125,235
5192.12,5698.4,89.8093,96.0272,1180000,236,-34785.59375,236
4804.23,5272.99,90.8868,95.4453,1185000,237,-34942.05078125,237
4510.18,4911.45,92.4304,98.1577,1190000,238,-34264.87109375,238
5426.8,5644.11,77.5766,85.5622,1195000,239,-34348.828125,239
4712.49,5392.63,89.7168,93.3958,1200000,240,-35250.01953125,240
4922.96,5388.04,91.1157,96.4551,1205000,241,-36384.36328125,241
5115.36,5807.71,88.8742,91.4829,1210000,242,-37040.4921875,242
5101.45,5347.57,88.9743,96.4295,1215000,243,-36772.8671875,243
4906.09,5727.67,88.0107,95.3887,1220000,244,-37704.4296875,244
4757.47,5535.31,74.7061,76.3306,1225000,245,-33108.16796875,245
4682.52,5186.42,92.432,97.1082,1230000,246,-37969.4765625,246
4591.55,5705.33,91.5648,99.5096,1235000,247,-38712.69921875,247
5179.1,5794.9,88.0351,93.1447,1240000,248,-38949.68359375,248
4972.77,5771.95,90.3467,96.5029,1245000,249,-39642.234375,249
4750.77,5609.58,89.8645,97.6197,1250000,250,-39786.78125,250
4552.59,5078.05,77.1235,83.8487,1255000,251,-37416.9765625,251
5215.97,5616.26,80.9674,88.2462,1260000,252,-39405.74609375,252
5503.06,5249.99,92.6753,98.4795,1265000,253,-40606.79296875,253
5218.67,5828.11,89.043,91.3927,1270000,254,-40559.78125,254
4558.7,5576.43,87.4456,89.5999,1275000,255,-40670.26171875,255
5286.84,5838.53,88.8216,92.5823,1280000,256,-41516.89453125,256
5017.64,5809.43,76.8159,82.2664,1285000,257,-39054.28125,257
5495.24,5835.72,76.7074,81.8766,1290000,258,-39666.1796875,258
4668.89,5512.44,91.757,94.6499,1295000,259,-42388.33203125,259
5376.11,5840.45,88.538,92.5595,1300000,260,-43027.67578125,260
4741.7,5391.06,91.8188,95.923,1305000,261,-43378.921875,261
5083.91,5598.36,90.591,93.5527,1310000,262,-43278.51171875,262
4838.64,5849.32,89.4994,90.531,1315000,263,-43772.22265625,263
5142.64,5462.53,89.5513,90.9173,1320000,264,-44169.8046875,264
4354.12,5339.39,75.1293,73.6309,1325000,265,-39015.6015625,265
4954.93,5484.25,89.9042,85.8976,1330000,266,-44759.19140625,266
4718.39,5602.97,78.0223,82.7356,1335000,267,-42727.265625,267
5218.39,5663.36,90.4118,95.5576,1340000,268,-45334.7734375,268
4490.09,5613.8,76.6381,79.2133,1345000,269,-41912.95703125,269
4760.4,5376.98,79.7877,80.0628,1350000,270,-43881.80859375,270
4993.74,5017.3,90.6931,93.2265,1355000,271,-44938.53125,271
4062.09,4792.72,90.8816,94.5131,1360000,272,-45645.984375,272
4909.04,5830.84,88.6699,88.6859,1365000,273,-46531.06640625,273
5206.2,5520.44,89.5962,86.8504,1370000,274,-46829.87109375,274
4777.73,5677.66,89.1209,86.1169,1375000,275,-47474.3046875,275
4834.85,5856.21,92.8318,95.2787,1380000,276,-47184.7578125,276
4941.06,5674.42,90.0684,88.3504,1385000,277,-47653.3828125,277
4769.62,5719.08,77.2238,84.58,1390000,278,-44687.0390625,278
4766.58,5246.23,76.509,79.0049,1395000,279,-44648.078125,279
5473.38,5612.09,90.5424,90.1678,1400000,280,-48695.1015625,280
4889.49,5353.91,88.0949,89.4536,1405000,281,-48170.7109375,281
4283.69,5452.34,76.6701,76.9117,1410000,282,-46255.22265625,282
4350.22,5210.26,86.2011,90.3634,1415000,283,-49100.13671875,283
5193.73,5362.95,76.3404,78.7224,1420000,284,-45982.23828125,284
4251.72,5477.95,88.7099,90.2746,1425000,285,-49218.96484375,285
4607.76,4815.81,88.2063,89.3238,1430000,286,-49469.77734375,286
5128.85,5481.48,86.8,85.3454,1435000,287,-50010.6953125,287
4554.94,5468.16,79.2133,85.1554,1440000,288,-47523.890625,288
4946.41,5217.37,76.1179,79.5066,1445000,289,-46852.92578125,289
3886.85,4493.46,88.6728,90.7553,1450000,290,-49882.12109375,290
4238.37,5004.09,87.1499,89.743,1455000,291,-50053.984375,291
4115.7,5003.65,88.7919,91.398,1460000,292,-50513.92578125,292
5414.67,5557.51,89.913,90.8596,1465000,293,-50762.85546875,293
5058.95,5828.94,89.383,89.3471,1470000,294,-51114.09765625,294
4600.14,5200.17,89.8129,94.3322,1475000,295,-51122.84375,295
5320.6,5034.36,83.0963,90.1121,1480000,296,-50211.66796875,296
5260.19,5237.63,77.473,84.4546,1485000,297,-48229.04296875,297
4461.01,5057.19,88.3427,91.4451,1490000,298,-51405.0,298
5196.18,5713.89,75.6872,78.1312,1495000,299,-48600.7109375,299
4895.16,5522.16,78.2858,79.5725,1500000,300,-49140.78515625,300
5216.84,5478.84,76.6925,80.9446,1505000,301,-49015.79296875,301
4931.63,5025.39,75.3566,78.171,1510000,302,-49431.4140625,302
5420.2,5695.84,88.4775,90.4193,1515000,303,-52581.6328125,303
5516.17,5395.08,90.4683,95.29,1520000,304,-53786.53515625,304
4479.62,5061.59,89.2833,91.9656,1525000,305,-53286.64453125,305
4303.93,5261.82,88.2124,90.2257,1530000,306,-53495.0625,306
5029.93,5471.34,90.0345,90.7001,1535000,307,-53391.0234375,307
5125.59,5396.91,87.1551,88.5006,1540000,308,-53843.54296875,308
5096.49,5799.12,87.3639,90.3212,1545000,309,-54042.671875,309
5361.79,5704.81,87.3566,89.9204,1550000,310,-54560.921875,310
4583.35,5220.58,88.8654,89.125,1555000,311,-54736.1171875,311
4508.56,5430.35,90.3373,90.0171,1560000,312,-54679.2109375,312
4959.4,5550.3,87.9939,89.4666,1565000,313,-54479.84765625,313
5042.6,5844.99,88.3371,89.7144,1570000,314,-54738.38671875,314
5220.72,5759.54,87.53,87.837,1575000,315,-53850.2734375,315
4895.82,5833.83,89.6783,90.7942,1580000,316,-55517.37890625,316
4686.33,5276.1,87.0587,85.0636,1585000,317,-55088.2734375,317
5486.97,5896.82,76.6195,76.5347,1590000,318,-52201.87109375,318
5314.02,5344.46,79.5571,79.9476,1595000,319,-52584.640625,319
4635.94,5787.19,72.4499,63.1025,1600000,320,-46256.90625,320
4966.39,5422.22,87.9238,88.0406,1605000,321,-55878.015625,321
5022.66,5787.19,89.1619,93.3988,1610000,322,-55956.55859375,322
5176.86,5095.77,86.3911,84.7261,1615000,323,-55472.40234375,323
4238.72,5325.9,77.67,78.0056,1620000,324,-52973.125,324
4327.8,5457.82,90.4071,89.5703,1625000,325,-57055.234375,325
5102.8,5186.23,89.522,90.872,1630000,326,-56860.80859375,326
4292.82,5570.71,78.7633,78.6119,1635000,327,-54267.62109375,327
4961.99,5290.28,89.9079,89.0143,1640000,328,-57099.859375,328
3573.82,5303.14,80.7269,84.945,1645000,329,-55043.84765625,329
5278.11,5670.2,77.4454,80.758,1650000,330,-53465.65234375,330
4993.32,5202.97,88.6043,90.895,1655000,331,-57652.5078125,331
5298.95,5920.73,85.7335,86.3751,1660000,332,-57386.15234375,332
4286.4,5508.22,77.3583,80.4381,1665000,333,-54013.35546875,333
4490.45,5710.27,77.1871,77.2273,1670000,334,-53931.3984375,334
4686.5,5727.24,87.5163,86.4846,1675000,335,-58542.93359375,335
3863.31,5327.22,89.5705,87.0419,1680000,336,-58277.71875,336
4514.72,5391.27,78.6335,82.5042,1685000,337,-54907.73828125,337
4864.94,4777.03,86.1359,87.9608,1690000,338,-58247.05859375,338
3968.44,5266.23,75.9089,74.1698,1695000,339,-50950.81640625,339
4901.27,5852.09,89.4944,89.2345,1700000,340,-59287.0625,340
5232.04,5246.21,86.9735,84.8442,1705000,341,-59195.265625,341
5273.96,5532.05,86.2483,86.4989,1710000,342,-58559.07421875,342
4789.54,5777.98,77.2403,77.232,1715000,343,-53762.11328125,343
4827.42,5587.18,79.1835,82.1125,1720000,344,-55812.13671875,344
4778.13,5522.04,89.0969,91.4299,1725000,345,-59936.22265625,345
3411.78,5013.65,78.1108,81.8987,1730000,346,-55155.71484375,346
4885.35,5692.16,77.1751,79.6341,1735000,347,-56061.64453125,347
4117.34,5803.23,74.841,72.4189,1740000,348,-53799.9453125,348
4539.59,5803.37,88.0177,87.3491,1745000,349,-60540.34765625,349
4858.24,5574.14,75.4365,75.9833,1750000,350,-53166.95703125,350
4803.61,5361.53,87.8022,88.113,1755000,351,-60934.24609375,351
4374.12,5515.93,76.3192,76.3238,1760000,352,-56301.10546875,352
5052.69,5602.65,76.8157,78.5845,1765000,353,-56788.859375,353
5352.0,5870.09,90.4184,88.1873,1770000,354,-61477.53125,354
5014.1,5247.57,79.1286,81.3588,1775000,355,-58727.95703125,355
4374.54,4626.76,80.4077,82.3796,1780000,356,-59770.53515625,356
4558.9,5778.37,87.1327,87.2093,1785000,357,-61242.05078125,357
4718.84,5523.31,79.4965,80.1709,1790000,358,-58268.44921875,358
4700.33,5382.51,87.789,89.6337,1795000,359,-62035.0625,359
4611.34,5609.84,81.1392,84.252,1800000,360,-59998.0078125,360
4779.32,5100.1,88.5526,90.7786,1805000,361,-61861.7734375,361
4425.49,5185.26,90.1176,91.4046,1810000,362,-62228.78125,362
5116.38,5356.8,87.6931,84.5934,1815000,363,-61930.625,363
5350.69,5675.19,87.0582,89.5393,1820000,364,-61837.0546875,364
5401.82,5843.32,86.1004,89.9823,1825000,365,-62180.45703125,365
4282.53,5647.04,77.7638,80.7008,1830000,366,-59953.3125,366
4507.27,5209.64,87.401,88.2626,1835000,367,-62417.1015625,367
4492.04,4608.98,77.866,80.0661,1840000,368,-59132.2734375,368
4608.06,5551.0,78.8238,79.8176,1845000,369,-59864.67578125,369
4966.31,5506.68,75.7226,78.5576,1850000,370,-57310.70703125,370
4908.34,5180.35,85.8933,85.1201,1855000,371,-62984.75390625,371
4638.29,5377.1,87.2403,86.4385,1860000,372,-63511.703125,372
5267.08,5393.52,76.3569,78.1938,1865000,373,-59744.890625,373
4828.87,5202.42,81.8064,85.0611,1870000,374,-62415.6171875,374
4905.66,5887.25,78.9827,83.0428,1875000,375,-61361.8515625,375
3828.42,4922.6,80.3736,86.1481,1880000,376,-61343.12109375,376
4748.93,5226.23,76.4736,81.4573,1885000,377,-59214.9296875,377
5369.12,5694.0,75.843,78.8069,1890000,378,-59208.63671875,378
4973.96,5783.32,89.0717,89.9151,1895000,379,-64964.1953125,379
4690.43,5546.83,76.3448,78.7657,1900000,380,-60842.8984375,380
4579.23,5351.22,89.2696,92.4814,1905000,381,-65664.90625,381
5163.11,5622.43,92.0297,97.2273,1910000,382,-65431.1015625,382
5334.64,5643.95,77.6882,79.8112,1915000,383,-61205.0234375,383
4281.36,5715.03,78.6726,84.1411,1920000,384,-63327.046875,384
4145.17,5144.0,77.0974,82.4114,1925000,385,-62309.35546875,385
5065.38,5647.14,78.7218,85.054,1930000,386,-62161.078125,386
5020.63,5320.17,87.1641,88.4954,1935000,387,-65895.671875,387
4430.44,5729.03,77.7273,80.0626,1940000,388,-61716.71484375,388
4693.82,4954.43,92.328,98.057,1945000,389,-67292.1953125,389
4565.83,5227.72,89.9362,90.0405,1950000,390,-66505.8125,390
4642.11,5336.28,88.3896,92.5471,1955000,391,-66079.953125,391
