Reward Loss,Running Update Time,Running Env Steps,Real Sto Return,Running Forward KL,Running Reverse KL,Real Det Return,Itration
-332.0009765625,32,160000,2972.24,24.3352,15.6432,2950.66,32
-386.6419982910156,33,165000,2723.63,24.2099,15.7304,1961.22,33
-341.33209228515625,34,170000,2232.24,24.0326,13.3687,1467.71,34
-379.68768310546875,35,175000,2847.51,23.9609,14.0683,2895.95,35
-500.7179260253906,36,180000,2291.22,24.1061,18.5386,1679.96,36
-519.6368408203125,37,185000,2552.13,24.0718,13.2575,2133.21,37
-413.3409118652344,38,190000,2810.14,23.2373,13.5762,2890.48,38
-399.4361267089844,39,195000,2916.16,23.3445,12.8419,2688.43,39
-615.9050903320312,40,200000,1917.51,24.16,19.146,1479.74,40
-611.927978515625,41,205000,1915.82,23.4871,17.4909,2486.23,41
-448.81298828125,42,210000,2379.55,22.948,19.6598,2963.73,42
-476.9074401855469,43,215000,2572.14,22.4436,23.4548,3146.74,43
-510.4716796875,44,220000,3091.8,22.6121,14.4384,3200.2,44
-548.9238891601562,45,225000,2712.6,23.3363,14.2101,3071.97,45
-498.9503173828125,46,230000,2552.54,23.1875,16.9878,3111.37,46
-688.546142578125,47,235000,2872.56,23.282,36.1022,2794.97,47
-488.4351501464844,48,240000,3121.53,22.8586,16.813,3176.22,48
-555.119873046875,49,245000,2770.1,22.3348,12.8539,3059.02,49
-595.5504760742188,50,250000,3058.26,21.8079,12.1701,3012.32,50
-478.419677734375,51,255000,2862.06,21.9413,13.2065,3106.55,51
-504.71441650390625,52,260000,3140.72,21.5886,11.868,3085.41,52
-489.05712890625,53,265000,3231.88,22.2028,14.4081,3234.07,53
-412.62481689453125,54,270000,3130.12,21.0915,13.1078,3238.79,54
-428.4547119140625,55,275000,3229.01,21.4752,13.7843,3231.43,55
-463.5364685058594,56,280000,3131.79,21.7562,12.6311,3142.44,56
-433.1982421875,57,285000,3241.8,21.6838,13.8839,3264.54,57
-449.4261169433594,58,290000,3259.26,21.588,13.0412,3262.6,58
-455.06195068359375,59,295000,3156.56,21.271,12.9342,3283.08,59
-383.15484619140625,60,300000,3178.04,21.2046,12.5473,3319.9,60
-424.0498046875,61,305000,3257.29,21.3609,13.077,3331.06,61
-452.7635498046875,62,310000,3140.62,21.9764,13.3024,3304.47,62
-353.063232421875,63,315000,3339.53,21.2217,13.0849,3360.68,63
-437.41705322265625,64,320000,3235.31,21.2852,12.4032,3197.34,64
-202.85720825195312,65,325000,3403.67,20.1771,12.7126,3435.92,65
-488.9197082519531,66,330000,3246.07,21.7188,12.9626,3237.8,66
-486.226318359375,67,335000,3394.48,20.4127,13.0035,3424.54,67
-318.6969299316406,68,340000,3405.65,21.0651,13.5294,3445.96,68
-389.6016845703125,69,345000,3393.1,20.8846,12.9265,3393.22,69
-373.5140686035156,70,350000,3404.92,21.8674,13.9404,3452.36,70
-397.4005126953125,71,355000,3385.84,20.7611,18.222,3404.35,71
-446.8245544433594,72,360000,3178.19,21.516,13.8623,3391.7,72
-434.06884765625,73,365000,3400.31,20.9369,13.2305,3440.91,73
-304.27880859375,74,370000,3421.98,20.1236,12.6106,3475.23,74
-356.3427734375,75,375000,3356.48,20.2878,12.2994,3404.57,75
-385.75091552734375,76,380000,3382.28,20.654,13.2865,3425.72,76
-431.49127197265625,77,385000,3387.59,20.0792,12.1979,3410.49,77
-756.7640991210938,78,390000,2899.27,21.2785,23.6506,3423.37,78
-452.3548583984375,79,395000,3319.44,20.5765,16.0547,3467.43,79
-341.2350769042969,80,400000,3233.84,19.8133,11.783,3386.85,80
-445.821533203125,81,405000,3174.4,19.8791,12.1398,3439.21,81
-432.9916687011719,82,410000,3379.06,20.5193,13.0461,3425.87,82
-330.7080078125,83,415000,3111.52,18.545,10.4565,3455.0,83
-440.4017333984375,84,420000,3395.28,20.6481,13.9554,3453.01,84
-511.0207214355469,85,425000,3356.93,20.4849,12.3423,3406.18,85
-793.247314453125,86,430000,2887.81,20.2479,35.5599,3368.03,86
-664.9173583984375,87,435000,3169.47,21.1937,15.2077,3427.26,87
-718.438232421875,88,440000,3385.11,20.1156,15.1913,3434.52,88
-556.1272583007812,89,445000,3399.19,20.4998,12.9737,3434.39,89
-613.9464721679688,90,450000,3140.88,20.4538,12.5656,3407.21,90
-569.5130004882812,91,455000,3384.6,21.2869,13.3736,3409.75,91
-789.739013671875,92,460000,3283.5,21.4679,12.588,3291.45,92
-657.1537475585938,93,465000,3204.23,20.849,14.6629,3390.23,93
-556.1552124023438,94,470000,2882.99,20.4036,12.8528,3372.19,94
-600.930419921875,95,475000,2071.06,20.3458,13.4444,3397.51,95
-560.7159423828125,96,480000,3386.15,19.3465,12.3422,3437.01,96
-596.957763671875,97,485000,3275.0,19.9976,13.1132,3419.38,97
-612.2269897460938,98,490000,3392.07,20.4513,13.7329,3432.96,98
-582.2562255859375,99,495000,3370.24,20.9151,12.5353,3387.64,99
-655.9321899414062,100,500000,3382.59,20.181,12.6547,3433.32,100
-565.8384399414062,101,505000,3373.44,20.1533,13.2228,3413.97,101
-524.7255859375,102,510000,3394.91,18.6567,12.1011,3450.61,102
-434.05474853515625,103,515000,3413.72,20.4882,13.1466,3460.75,103
-506.1431884765625,104,520000,3416.54,20.9629,13.6547,3469.53,104
-520.7056274414062,105,525000,3409.17,19.1223,11.5158,3448.34,105
-637.2972412109375,106,530000,3376.24,20.104,13.0708,3428.56,106
-668.58154296875,107,535000,3396.82,18.61,11.7099,3458.77,107
-560.2551879882812,108,540000,3381.5,19.7549,12.2584,3413.39,108
-629.4675903320312,109,545000,3246.66,18.8086,14.2413,3472.82,109
-607.2064819335938,110,550000,3359.75,20.4462,12.9423,3452.48,110
-581.0961303710938,111,555000,3417.13,18.5027,11.0296,3451.39,111
-530.4144897460938,112,560000,3380.33,19.6238,12.1311,3450.87,112
-1080.85400390625,113,565000,2427.31,19.647,19.503,2879.88,113
-720.8690795898438,114,570000,3421.28,19.9534,12.3333,3494.08,114
-633.4636840820312,115,575000,3388.85,18.6491,11.4918,3426.03,115
-663.5330200195312,116,580000,3393.11,18.5217,11.1548,3450.19,116
-813.6295776367188,117,585000,3425.42,19.0228,14.5619,3498.82,117
-647.0755004882812,118,590000,577.06,17.9299,11.6922,270.67,118
-711.9125366210938,119,595000,3453.73,20.736,13.8559,3486.69,119
-658.1402587890625,120,600000,3391.73,19.4767,12.3744,3360.15,120
-681.84375,121,605000,3401.45,18.6745,10.6039,3395.53,121
-620.7770385742188,122,610000,2933.73,17.7574,10.9942,3392.79,122
-509.562744140625,123,615000,2883.32,18.6393,11.8052,3461.27,123
-813.0999145507812,124,620000,3308.21,21.2315,13.4406,3425.92,124
-620.821533203125,125,625000,3409.22,18.6601,11.3308,3453.7,125
-754.1312255859375,126,630000,3356.74,18.9227,11.9794,3375.53,126
-584.8561401367188,127,635000,3459.48,18.7642,12.5273,3482.79,127
-649.4868774414062,128,640000,3223.41,18.438,11.2,3476.78,128
-622.8726196289062,129,645000,3356.71,18.0914,11.0102,3469.29,129
-845.5361328125,130,650000,2853.39,20.6263,11.584,3437.45,130
-717.048583984375,131,655000,3400.24,18.3908,11.5987,3404.67,131
-627.895263671875,132,660000,3404.06,19.4088,11.9006,3443.95,132
-827.9251098632812,133,665000,3462.17,19.6183,12.2698,3508.16,133
-659.9498901367188,134,670000,3446.49,19.8422,12.6288,3510.77,134
-801.30810546875,135,675000,3415.72,17.9513,10.8576,3456.7,135
-758.640869140625,136,680000,3411.47,18.67,11.8514,3459.36,136
-791.9099731445312,137,685000,3419.5,19.7935,12.8572,3471.03,137
-731.47216796875,138,690000,3427.36,19.1755,12.0681,3430.39,138
-639.8201904296875,139,695000,3436.89,19.3543,11.9909,3427.91,139
-819.6525268554688,140,700000,3466.43,21.0014,12.5307,3492.19,140
-815.5083618164062,141,705000,3415.74,19.7509,12.0068,3417.99,141
-815.4290161132812,142,710000,3317.35,19.6451,11.6392,3461.69,142
-843.58056640625,143,715000,2950.28,19.7487,11.7789,3457.48,143
-556.568359375,144,720000,3147.2,17.1373,10.1956,3453.73,144
-613.373046875,145,725000,3306.48,18.2679,12.2925,3441.5,145
-835.39306640625,146,730000,3355.91,20.5309,13.3362,3362.22,146
-879.4155883789062,147,735000,3413.29,18.8373,11.4336,3460.06,147
-755.7623291015625,148,740000,3394.46,19.08,11.0829,3476.68,148
-800.0328979492188,149,745000,3390.34,18.6441,12.2536,3414.87,149
-814.1503295898438,150,750000,3429.85,18.1094,11.6653,3460.86,150
-921.8787231445312,151,755000,3447.66,20.374,12.3577,3476.61,151
-881.980712890625,152,760000,3401.07,18.6405,11.6145,3442.8,152
-662.0511474609375,153,765000,3457.54,16.0243,9.7821,3503.91,153
-719.6347045898438,154,770000,3421.71,17.8015,10.2474,3475.71,154
-1003.032470703125,155,775000,3365.09,19.624,12.6528,3434.44,155
-868.6821899414062,156,780000,3397.12,17.6956,10.7338,3427.88,156
-743.7265014648438,157,785000,3413.52,18.7077,11.3126,3447.78,157
-764.203369140625,158,790000,3400.17,17.3079,10.5247,3441.59,158
-698.8911743164062,159,795000,3405.78,17.4507,10.8507,3439.27,159
-703.3416137695312,160,800000,3196.31,19.0876,11.0772,3511.42,160
-1026.5809326171875,161,805000,3337.14,20.0022,12.3503,3528.68,161
-1003.0040283203125,162,810000,3401.05,18.4457,11.0993,3427.35,162
-958.1652221679688,163,815000,3075.98,17.9947,9.8779,3421.19,163
-1028.0526123046875,164,820000,3387.26,18.0824,11.2614,3474.03,164
-761.870849609375,165,825000,2826.57,18.5203,10.2868,3487.1,165
-965.75537109375,166,830000,3318.88,17.82,11.0481,3452.23,166
-1001.6199340820312,167,835000,3424.51,19.2937,11.6701,3469.01,167
-983.3438720703125,168,840000,3337.93,18.2231,11.0154,3306.9,168
-922.0433349609375,169,845000,3231.87,17.8902,10.2384,3449.2,169
-973.391357421875,170,850000,3392.0,17.2297,10.4293,3421.2,170
-715.2518920898438,171,855000,3444.92,17.4626,11.6829,3466.91,171
-713.18212890625,172,860000,3433.66,18.6361,11.6043,3454.5,172
-1090.54833984375,173,865000,3353.95,18.1238,11.4761,3401.12,173
-982.371826171875,174,870000,3338.6,18.1473,11.3111,3467.01,174
-1090.6080322265625,175,875000,3369.33,17.9992,11.2866,3414.81,175
-910.0072631835938,176,880000,3437.25,18.3779,11.775,3482.36,176
-940.5123901367188,177,885000,3432.9,17.8878,11.1432,3474.45,177
-1043.8392333984375,178,890000,3198.88,19.2026,11.2219,3453.25,178
-1054.0086669921875,179,895000,3270.62,18.5538,10.7916,3391.41,179
-908.2180786132812,180,900000,3351.92,18.5116,11.688,3507.62,180
-1158.0411376953125,181,905000,3456.48,20.4898,12.5257,3502.2,181
-932.6683349609375,182,910000,3399.83,17.4981,10.4639,3426.88,182
-1222.142333984375,183,915000,3400.04,19.3879,12.2483,3426.16,183
-777.3479614257812,184,920000,3324.14,15.7819,9.0866,3382.89,184
-1032.8822021484375,185,925000,3403.7,17.6976,11.0489,3449.38,185
-1127.568115234375,186,930000,3421.24,18.7667,11.6598,3459.2,186
-1091.9820556640625,187,935000,3398.45,18.2325,11.6313,3455.48,187
-1457.24072265625,188,940000,3035.36,18.6038,27.4702,3399.11,188
-890.5257568359375,189,945000,3404.19,17.3668,10.5891,3443.35,189
-1213.7188720703125,190,950000,3109.03,18.3968,10.4571,3428.23,190
-925.4050903320312,191,955000,3218.47,16.7475,9.1056,3418.72,191
-1433.354248046875,192,960000,3475.57,18.6858,11.6762,3537.76,192
-974.4138793945312,193,965000,3221.97,16.979,9.0007,3431.93,193
-953.109619140625,194,970000,3441.88,17.6407,10.8045,3475.83,194
-1095.66796875,195,975000,3450.9,18.0218,12.8459,3497.11,195
-1191.1824951171875,196,980000,3289.37,18.3553,13.1898,3434.87,196
-1232.665771484375,197,985000,3328.91,18.1191,11.0549,3487.89,197
-1334.92529296875,198,990000,3118.68,17.6741,12.5843,3459.36,198
-1095.1834716796875,199,995000,3278.18,17.6624,10.5668,3442.42,199
