Real Sto Return,Itration,Running Env Steps,Running Reverse KL,Running Update Time,Reward Loss,Running Forward KL,Real Det Return
1684.05,43,215000,37.0322,43,-356.10821533203125,67.7143,2035.1
1273.41,44,220000,42.0424,44,-334.19580078125,69.8324,2765.67
3594.12,45,225000,51.3071,45,-336.2425231933594,74.0228,3950.51
2946.47,46,230000,46.8416,46,-348.188232421875,71.8738,4034.93
3265.9,47,235000,49.44,47,-340.1058349609375,70.2489,4110.61
2751.29,48,240000,38.0942,48,-398.902587890625,68.3248,3919.39
2580.98,49,245000,32.1783,49,-435.8272705078125,65.9938,2921.51
2274.24,50,250000,43.8613,50,-391.83599853515625,68.9718,3365.04
2073.9,51,255000,44.2266,51,-405.4701232910156,70.3699,3134.43
3338.25,52,260000,39.8948,52,-430.9886779785156,67.449,3203.5
1881.92,53,265000,40.0054,53,-440.203125,68.7892,2336.19
2964.74,54,270000,55.3964,54,-418.9821472167969,75.6706,3905.09
2211.96,55,275000,50.2317,55,-418.4839782714844,71.019,2947.67
2111.06,56,280000,49.7314,56,-434.622314453125,70.8876,2933.82
2832.58,57,285000,43.7062,57,-454.86083984375,69.612,3613.38
4101.86,58,290000,50.986,58,-463.5198059082031,72.5081,4384.19
1620.45,59,295000,34.4774,59,-499.8412780761719,67.6588,3158.36
3344.91,60,300000,54.2933,60,-464.9188537597656,77.9309,4459.63
2967.25,61,305000,47.8224,61,-470.2520751953125,71.8405,3837.21
3015.37,62,310000,47.2599,62,-500.1905517578125,70.9331,4118.83
3756.12,63,315000,48.2691,63,-517.576171875,70.9301,3870.94
3893.34,64,320000,50.4234,64,-518.8866577148438,72.3257,3899.64
3602.57,65,325000,48.8111,65,-532.1593627929688,71.9819,4028.12
3243.78,66,330000,54.461,66,-530.3651733398438,73.2067,4152.77
3935.54,67,335000,56.8307,67,-553.1234741210938,79.2388,4808.66
4089.37,68,340000,56.1565,68,-558.09423828125,74.1669,4978.11
4412.82,69,345000,57.6135,69,-567.0062255859375,76.1857,4786.95
3890.84,70,350000,61.8442,70,-573.2145385742188,79.8503,4371.8
3975.23,71,355000,51.2889,71,-601.14404296875,72.0749,4886.62
3968.44,72,360000,59.0791,72,-613.4016723632812,79.8145,4644.58
3544.18,73,365000,47.4923,73,-630.692138671875,70.8821,3757.8
3680.45,74,370000,55.3027,74,-665.6347045898438,72.515,4773.65
3831.26,75,375000,44.0555,75,-670.4782104492188,69.6815,4348.6
3548.12,76,380000,48.0084,76,-660.406005859375,71.516,4092.66
4543.66,77,385000,64.8935,77,-681.9610595703125,80.6351,4269.44
2852.47,78,390000,55.7503,78,-664.6993408203125,74.8306,3821.61
2633.67,79,395000,46.803,79,-687.1146240234375,70.5211,3585.99
3944.28,80,400000,42.2351,80,-727.7220458984375,68.9782,4157.55
3632.67,81,405000,44.5785,81,-734.2119750976562,69.652,3534.08
3972.39,82,410000,64.4274,82,-758.7863159179688,81.2082,4951.97
3362.62,83,415000,55.6862,83,-757.4698486328125,73.8992,3878.75
3841.77,84,420000,55.7508,84,-764.4969482421875,72.9842,4413.36
3854.99,85,425000,50.772,85,-786.8859252929688,71.3645,4858.19
4570.99,86,430000,59.1651,86,-822.0337524414062,74.5701,4612.91
4533.7,87,435000,59.6603,87,-826.35400390625,80.0816,4621.11
4028.25,88,440000,55.6129,88,-862.2810668945312,72.4822,4574.85
4451.42,89,445000,53.0773,89,-868.3444213867188,73.5037,4421.55
3076.4,90,450000,50.2687,90,-867.529541015625,71.1023,4804.55
4095.08,91,455000,55.3967,91,-897.7720947265625,73.9903,4851.32
3684.18,92,460000,47.1065,92,-890.2514038085938,69.9284,4629.18
3515.79,93,465000,50.8887,93,-923.9356689453125,70.7137,4819.86
2714.38,94,470000,60.7452,94,-917.809326171875,75.1435,4481.35
3459.01,95,475000,51.0922,95,-949.5971069335938,71.7902,4398.09
3502.65,96,480000,49.9769,96,-953.47705078125,71.3432,4379.4
4761.05,97,485000,65.3209,97,-1034.3170166015625,82.8021,5155.11
4960.17,98,490000,68.3574,98,-1035.2244873046875,82.5366,5475.02
4540.71,99,495000,72.078,99,-1077.1060791015625,84.0722,5158.13
4553.6,100,500000,61.9207,100,-1048.9278564453125,76.8699,5421.93
4454.42,101,505000,57.9174,101,-1072.448974609375,73.8899,4379.2
4834.83,102,510000,59.5828,102,-1086.210693359375,73.5463,4474.06
4283.88,103,515000,61.6931,103,-1128.0648193359375,79.5682,5503.28
4140.05,104,520000,51.854,104,-1111.47314453125,70.193,5202.2
5016.69,105,525000,60.0939,105,-1133.1572265625,77.5248,5451.6
4415.37,106,530000,59.3405,106,-1175.1820068359375,75.325,5516.48
4926.03,107,535000,59.604,107,-1197.4713134765625,73.7439,4964.87
4410.14,108,540000,66.3648,108,-1205.9066162109375,83.1159,4940.13
4573.27,109,545000,58.1131,109,-1254.431640625,74.7116,5159.75
3862.59,110,550000,64.747,110,-1257.8504638671875,77.5736,4978.45
3870.4,111,555000,49.6883,111,-1242.463134765625,70.1469,4740.98
4216.06,112,560000,66.5715,112,-1312.734130859375,82.619,5040.33
4883.42,113,565000,66.3082,113,-1372.5450439453125,83.165,5370.45
4518.98,114,570000,67.0264,114,-1379.383544921875,83.8775,4056.46
4665.36,115,575000,57.3072,115,-1368.1260986328125,71.7716,5163.73
4648.62,116,580000,52.8642,116,-1333.616943359375,71.8463,5315.14
4374.31,117,585000,65.7313,117,-1429.068603515625,81.0277,5607.18
4438.11,118,590000,59.3517,118,-1400.47021484375,72.2087,4914.0
4274.49,119,595000,71.0429,119,-1477.782958984375,82.9116,5278.19
4519.34,120,600000,57.5627,120,-1427.216552734375,73.9993,4991.23
4359.16,121,605000,60.5379,121,-1512.758544921875,74.0153,5407.09
4867.73,122,610000,61.8153,122,-1531.381591796875,76.3978,5340.5
4825.76,123,615000,62.3789,123,-1533.7083740234375,74.4577,5339.52
4581.87,124,620000,58.4856,124,-1552.9039306640625,71.8028,5163.35
4100.31,125,625000,71.3279,125,-1689.7998046875,83.2485,5196.28
4702.21,126,630000,68.1537,126,-1631.154296875,80.1239,5447.11
4643.9,127,635000,66.9478,127,-1723.2083740234375,80.7554,5537.06
5125.53,128,640000,71.9908,128,-1739.1202392578125,83.8338,5732.69
5042.11,129,645000,68.7462,129,-1768.5267333984375,84.1182,5698.73
4745.59,130,650000,71.4946,130,-1773.761474609375,84.1387,5427.04
4382.32,131,655000,65.2471,131,-1813.62744140625,75.7773,5363.91
4396.26,132,660000,68.4291,132,-1809.8172607421875,77.6568,5624.27
5021.98,133,665000,69.0887,133,-1849.3310546875,77.5803,5641.76
3415.99,134,670000,65.3222,134,-1826.2911376953125,78.7611,4630.05
4446.67,135,675000,60.8505,135,-1787.273681640625,73.0367,5278.89
4825.81,136,680000,66.912,136,-1935.1968994140625,81.2646,5743.57
4758.41,137,685000,73.6459,137,-2004.029052734375,83.8571,5535.7
4796.27,138,690000,59.7201,138,-1836.8568115234375,71.7182,4992.1
5148.88,139,695000,57.123,139,-1878.8209228515625,71.6581,5341.2
5164.04,140,700000,70.8468,140,-2070.95849609375,82.3381,5004.86
4849.38,141,705000,65.3306,141,-2011.8863525390625,75.3917,5126.87
4863.39,142,710000,71.7031,142,-2136.37451171875,81.9347,5567.79
4708.76,143,715000,72.4228,143,-2135.44140625,81.0898,5440.72
4615.19,144,720000,60.5675,144,-2081.586669921875,73.2031,5074.86
4686.28,145,725000,65.0573,145,-2130.329345703125,74.5263,5408.09
5067.19,146,730000,69.2351,146,-2256.494140625,80.987,5508.82
5340.75,147,735000,68.6037,147,-2286.424072265625,76.6475,5656.81
4817.39,148,740000,71.0743,148,-2349.7158203125,83.0257,5479.07
4664.14,149,745000,62.2472,149,-2281.863525390625,74.417,5522.65
5132.63,150,750000,65.409,150,-2339.715576171875,74.1713,5789.26
5136.27,151,755000,60.6192,151,-2270.922119140625,74.1146,5141.0
5315.67,152,760000,73.1734,152,-2441.670654296875,80.0615,5526.65
4321.32,153,765000,69.3704,153,-2436.910400390625,77.1639,5532.62
4725.73,154,770000,67.4778,154,-2421.5888671875,75.5466,5450.49
4938.47,155,775000,74.522,155,-2585.75146484375,82.9678,5041.98
4746.41,156,780000,74.8834,156,-2611.0732421875,84.0693,5102.4
4669.29,157,785000,70.8605,157,-2657.046875,85.7603,5488.74
4560.23,158,790000,67.3756,158,-2578.7763671875,76.5126,5604.9
5278.46,159,795000,66.5533,159,-2645.966064453125,75.1362,5618.45
4686.71,160,800000,64.4875,160,-2632.199462890625,75.1892,5505.97
5287.87,161,805000,75.544,161,-2833.967041015625,84.2451,5442.06
3896.48,162,810000,72.2535,162,-2800.54052734375,84.5389,5384.12
4482.32,163,815000,77.6255,163,-2841.322021484375,85.7122,5405.84
4614.59,164,820000,75.7147,164,-2873.49755859375,85.8498,5698.74
5161.95,165,825000,74.4776,165,-2882.9091796875,81.8753,5292.76
4911.82,166,830000,68.3042,166,-2922.4111328125,81.2783,4853.64
4684.0,167,835000,74.8429,167,-3045.84814453125,83.8417,5785.55
4683.97,168,840000,65.1633,168,-2897.56640625,75.5579,5587.73
5356.79,169,845000,66.5043,169,-3007.700927734375,74.9855,5787.69
4697.04,170,850000,68.4546,170,-3129.903076171875,82.5967,5785.86
5054.58,171,855000,67.9795,171,-3108.940673828125,78.0194,5765.12
4473.36,172,860000,71.0705,172,-3247.830810546875,81.5426,5743.94
4992.67,173,865000,67.998,173,-3194.362060546875,82.6555,5446.58
4866.64,174,870000,64.8284,174,-3119.33642578125,74.5347,5092.52
4479.44,175,875000,66.9164,175,-3292.9638671875,77.5945,5655.16
5027.64,176,880000,77.2897,176,-3426.4541015625,84.0238,4706.05
4960.91,177,885000,69.4534,177,-3436.025634765625,80.5115,5725.55
4965.74,178,890000,74.836,178,-3452.655517578125,83.8234,4872.46
5155.04,179,895000,61.1208,179,-3244.947998046875,72.7934,5812.08
4871.49,180,900000,69.9436,180,-3537.897705078125,78.0121,5696.48
4876.55,181,905000,62.7796,181,-3476.609619140625,72.9842,5898.65
5185.27,182,910000,71.2384,182,-3669.156494140625,78.6465,5324.81
4646.01,183,915000,58.7955,183,-3385.92041015625,72.5895,5810.57
4947.91,184,920000,66.7522,184,-3648.085693359375,73.6566,5820.21
5381.09,185,925000,69.5151,185,-3742.159423828125,78.8335,5603.91
5011.66,186,930000,66.8559,186,-3789.77587890625,75.1551,5890.8
5442.56,187,935000,74.6914,187,-3946.67529296875,82.8544,5506.46
4505.34,188,940000,72.3666,188,-3871.686767578125,81.2468,5694.13
4743.95,189,945000,75.5751,189,-3999.218505859375,83.9855,4915.93
5346.42,190,950000,71.6016,190,-4030.4765625,80.6636,5199.58
4931.07,191,955000,76.6997,191,-4172.50048828125,84.5942,5772.09
4735.45,192,960000,73.0347,192,-4249.48681640625,82.7213,5364.74
4690.22,193,965000,77.181,193,-4218.09912109375,83.7455,5791.97
4639.79,194,970000,70.0182,194,-4296.2294921875,82.9315,5001.67
4810.93,195,975000,72.6763,195,-4302.828125,81.8727,5716.08
5205.62,196,980000,74.0501,196,-4418.15234375,83.9547,5413.31
5040.16,197,985000,77.7734,197,-4478.869140625,84.2894,5412.6
5167.53,198,990000,72.866,198,-4520.66259765625,81.7406,5766.79
4945.27,199,995000,66.61,199,-4437.73193359375,75.7806,4865.58
4790.95,200,1000000,74.0091,200,-4567.50390625,83.166,5398.05
5145.23,201,1005000,70.3138,201,-4526.1435546875,78.3705,5887.32
4661.22,202,1010000,77.0813,202,-4801.66162109375,84.3698,5687.06
4322.7,203,1015000,76.8566,203,-4793.7880859375,85.3161,5146.55
5236.25,204,1020000,70.9483,204,-4739.68701171875,79.6491,5256.26
4833.53,205,1025000,76.9393,205,-4893.38671875,85.6845,5652.78
4876.92,206,1030000,77.4065,206,-4962.90283203125,84.9859,5380.5
4952.3,207,1035000,80.4517,207,-5080.3671875,86.8473,5646.11
4918.46,208,1040000,77.5721,208,-5104.75732421875,85.4217,5317.59
4662.74,209,1045000,74.0499,209,-5117.11669921875,82.2625,4810.83
4606.17,210,1050000,74.9004,210,-5156.10693359375,82.9009,5813.88
4687.5,211,1055000,76.717,211,-5338.00634765625,85.1193,5670.1
4495.47,212,1060000,76.412,212,-5350.951171875,84.0846,5870.03
5140.51,213,1065000,76.8102,213,-5448.18505859375,84.9002,5572.48
5176.77,214,1070000,72.8962,214,-5252.54052734375,77.231,5445.01
5138.0,215,1075000,75.2387,215,-5541.56396484375,84.5776,5560.09
5208.35,216,1080000,73.3145,216,-5635.5458984375,83.8205,6023.81
4681.66,217,1085000,68.5685,217,-5463.2255859375,75.6378,5926.45
4895.5,218,1090000,66.0683,218,-5483.02099609375,75.6087,5940.82
4895.12,219,1095000,76.6565,219,-5870.29296875,83.1371,5504.82
5099.6,220,1100000,76.4131,220,-5914.669921875,81.8445,5292.76
5043.71,221,1105000,77.1539,221,-5980.384765625,83.8176,5040.24
4333.57,222,1110000,76.6903,222,-5964.3955078125,83.8074,5164.15
5304.99,223,1115000,73.5316,223,-6142.30419921875,83.1645,5315.64
5466.65,224,1120000,71.9748,224,-6018.412109375,80.2089,5955.33
4766.31,225,1125000,76.1042,225,-6242.13671875,84.4035,5522.98
4880.78,226,1130000,67.7755,226,-6104.892578125,76.755,6012.88
5032.84,227,1135000,71.1692,227,-6218.4287109375,77.0659,5824.81
5136.02,228,1140000,74.2953,228,-6510.93505859375,82.0834,5265.02
5452.91,229,1145000,75.1413,229,-6624.923828125,81.9309,5317.61
5253.32,230,1150000,74.0258,230,-6590.529296875,82.2844,5679.02
4897.5,231,1155000,72.7671,231,-6646.94287109375,81.5351,5959.58
4607.32,232,1160000,65.7662,232,-6481.06298828125,75.8629,5973.18
5416.02,233,1165000,72.1822,233,-6833.17578125,80.2479,6044.26
5550.34,234,1170000,70.8103,234,-6779.0146484375,81.559,5655.13
4577.91,235,1175000,72.5627,235,-6914.53564453125,82.7843,5700.67
4821.65,236,1180000,68.7249,236,-6840.86083984375,78.1568,5500.74
4916.61,237,1185000,73.7526,237,-7052.74755859375,80.3952,5402.98
5397.61,238,1190000,71.887,238,-7146.0986328125,80.3338,5954.73
5481.32,239,1195000,68.1056,239,-6903.49951171875,75.5798,5801.54
5385.92,240,1200000,77.6155,240,-7385.548828125,83.6168,5623.67
4057.65,241,1205000,72.2954,241,-7267.31103515625,81.5234,5381.87
5554.01,242,1210000,73.7607,242,-7426.89208984375,83.2848,5644.68
5011.22,243,1215000,74.9146,243,-7489.9267578125,82.5328,5893.13
4626.33,244,1220000,70.8117,244,-7309.2509765625,76.3294,5035.16
5296.13,245,1225000,72.7806,245,-7618.88525390625,81.7945,5583.09
4973.71,246,1230000,73.0804,246,-7682.06884765625,81.1868,5788.47
5149.53,247,1235000,68.3976,247,-7468.2197265625,75.333,5459.17
5094.66,248,1240000,70.1101,248,-7654.48291015625,74.9013,5532.42
4944.17,249,1245000,77.8767,249,-8064.35693359375,82.5079,6018.04
5271.59,250,1250000,65.2561,250,-7413.42529296875,72.5589,6089.83
4804.14,251,1255000,74.1506,251,-8178.1826171875,81.967,5514.53
5038.11,252,1260000,73.928,252,-8116.75146484375,78.5646,6009.67
4829.63,253,1265000,75.165,253,-8255.10546875,82.6709,5317.01
5364.35,254,1270000,72.1084,254,-8217.892578125,79.4298,5880.64
5584.23,255,1275000,73.0754,255,-8242.6669921875,81.7076,5494.39
5111.62,256,1280000,73.2634,256,-8500.755859375,81.0235,5496.86
4074.94,257,1285000,68.6109,257,-8301.212890625,76.882,6009.0
5332.23,258,1290000,78.3835,258,-8599.6982421875,83.2072,5773.08
5448.03,259,1295000,68.1777,259,-8157.3564453125,74.0765,5691.43
5097.53,260,1300000,77.6926,260,-8812.8603515625,83.1399,6016.9
5483.97,261,1305000,75.5054,261,-8788.267578125,82.2187,5307.49
