Running Reverse KL,Running Env Steps,Real Det Return,Real Sto Return,Itration,Reward Loss,Running Update Time,Running Forward KL
20.2526,700000,3016.23,3010.65,140,-740.4264526367188,140,45.2606
19.9358,705000,3800.31,3704.47,141,-771.8763427734375,141,45.2758
22.1377,710000,3817.99,3852.51,142,-775.7212524414062,142,45.7974
20.9028,715000,3905.55,3863.67,143,-759.067626953125,143,45.181
20.3595,720000,3844.06,3656.99,144,-783.9490356445312,144,45.6155
25.978,725000,3846.27,961.8,145,-1192.611328125,145,46.9342
21.0385,730000,3824.7,3648.07,146,-786.99267578125,146,44.7426
19.7797,735000,3935.59,3820.69,147,-803.5174560546875,147,45.4262
19.9474,740000,3908.86,3853.22,148,-828.8138427734375,148,44.9473
19.0972,745000,3834.57,3852.74,149,-827.77392578125,149,45.1035
19.6179,750000,3827.73,3425.1,150,-812.8773193359375,150,44.4321
18.6479,755000,1909.42,2387.49,151,-904.392333984375,151,45.1828
21.5772,760000,3856.9,3888.61,152,-881.8432006835938,152,45.2607
18.8431,765000,3795.48,3823.67,153,-817.695556640625,153,44.4537
20.0442,770000,3919.64,3920.31,154,-832.6412353515625,154,44.5443
19.7722,775000,4095.56,3291.15,155,-833.0294799804688,155,44.4034
19.2621,780000,4035.45,4051.0,156,-831.194091796875,156,44.2698
19.8676,785000,4124.45,4009.42,157,-844.1090087890625,157,44.164
18.5277,790000,4063.87,3702.57,158,-907.3193359375,158,44.6656
20.523,795000,545.52,3947.83,159,-870.9269409179688,159,44.3229
19.7863,800000,3989.96,4019.18,160,-870.3418579101562,160,44.039
21.3616,805000,4096.98,4050.23,161,-886.0834350585938,161,44.1783
17.7437,810000,4054.37,3950.58,162,-898.050537109375,162,43.5793
18.7097,815000,4027.79,3955.28,163,-875.0838623046875,163,43.8407
18.7735,820000,3949.37,2628.63,164,-958.90087890625,164,44.9126
17.5681,825000,3865.84,3959.07,165,-959.5260620117188,165,44.8914
17.8409,830000,4019.86,3794.02,166,-941.9612426757812,166,43.8002
19.3572,835000,3928.61,3941.34,167,-928.7850952148438,167,43.9733
19.8379,840000,3993.99,3394.06,168,-973.2325439453125,168,44.8122
13.9699,845000,1713.72,2915.16,169,-1027.27099609375,169,44.1942
18.0151,850000,3843.55,3738.44,170,-979.3295288085938,170,43.967
22.0279,855000,4017.82,3967.12,171,-1042.02001953125,171,44.3521
20.9095,860000,4162.91,4091.71,172,-1013.9678955078125,172,44.5753
19.681,865000,4041.87,4035.88,173,-993.6334838867188,173,44.3934
21.1764,870000,4031.01,3912.88,174,-1086.2049560546875,174,45.2865
18.5398,875000,4027.15,3980.98,175,-1049.244873046875,175,44.3043
18.8384,880000,3712.46,3972.6,176,-1053.8026123046875,176,44.7184
19.7949,885000,4111.25,4078.66,177,-1100.7880859375,177,44.4566
19.6987,890000,3625.82,3893.38,178,-1101.787109375,178,44.8341
17.9649,895000,4001.08,3341.28,179,-1138.692138671875,179,44.649
15.8856,900000,2490.86,2986.32,180,-1136.4429931640625,180,44.0481
14.9871,905000,3818.6,3207.74,181,-1145.7987060546875,181,43.7582
14.2792,910000,2424.74,2586.42,182,-1187.1676025390625,182,44.551
22.999,915000,4097.51,3994.94,183,-1211.0760498046875,183,45.7736
22.424,920000,3790.76,3077.18,184,-1237.68408203125,184,45.3683
90.1858,925000,37.07,58.31,185,-1641.2098388671875,185,53.0157
20.5548,930000,3310.6,3109.52,186,-1263.5106201171875,186,44.8857
22.7764,935000,3917.72,3964.98,187,-1229.2130126953125,187,45.505
22.9019,940000,4077.22,4041.02,188,-1234.52587890625,188,45.7221
21.1497,945000,3797.93,3875.62,189,-1271.5914306640625,189,44.9542
20.5026,950000,4015.2,3984.16,190,-1225.217529296875,190,44.4079
15.6959,955000,3551.2,3235.51,191,-1188.54541015625,191,44.0974
18.9934,960000,3963.53,3899.94,192,-1211.516357421875,192,44.1789
17.6049,965000,304.2,886.13,193,-1465.1883544921875,193,45.9741
20.6282,970000,4073.08,3946.45,194,-1387.7005615234375,194,45.55
19.4941,975000,3896.22,3918.4,195,-1314.017578125,195,45.0733
18.9902,980000,3923.62,3926.76,196,-1311.144775390625,196,44.5372
18.4517,985000,3970.19,4036.82,197,-1265.0206298828125,197,44.201
36.4893,990000,1537.27,1050.4,198,-1629.19189453125,198,46.7125
19.3127,995000,4064.04,3915.6,199,-1299.5970458984375,199,44.1744
20.7032,1000000,4029.19,3943.9,200,-1307.2255859375,200,44.2733
19.5685,1005000,4049.71,3963.3,201,-1343.2559814453125,201,43.8238
17.479,1010000,2001.97,2307.54,202,-1611.5037841796875,202,45.3425
22.8581,1015000,3707.18,3714.84,203,-1465.7113037109375,203,45.815
20.2909,1020000,4128.38,4145.55,204,-1376.4417724609375,204,44.2513
15.2831,1025000,1859.98,847.38,205,-1371.9337158203125,205,45.1773
19.6375,1030000,4210.32,3578.52,206,-1337.453857421875,206,43.6312
20.0877,1035000,4099.32,4091.83,207,-1420.438232421875,207,43.9241
20.2151,1040000,4149.24,4131.38,208,-1382.509033203125,208,43.9043
19.9994,1045000,4230.4,4161.46,209,-1420.00390625,209,43.3374
17.2092,1050000,3922.97,3375.39,210,-1530.4617919921875,210,44.3904
18.2383,1055000,3927.77,3880.15,211,-1477.0615234375,211,44.5081
18.9434,1060000,4164.49,4121.92,212,-1448.1981201171875,212,44.0126
18.0075,1065000,4120.92,3931.6,213,-1457.152099609375,213,43.4127
14.661,1070000,3571.86,2888.26,214,-1606.98388671875,214,43.812
21.6167,1075000,4088.87,3976.09,215,-1537.945068359375,215,45.7492
15.4597,1080000,3160.34,3445.49,216,-1595.97998046875,216,44.1216
19.2719,1085000,-7.82,369.77,217,-2003.5223388671875,217,54.0165
16.9244,1090000,2949.14,2554.93,218,-1723.8642578125,218,46.0274
23.6037,1095000,4186.41,4186.78,219,-1601.2242431640625,219,45.2074
19.0261,1100000,2653.64,2178.91,220,-1936.8531494140625,220,45.543
24.4357,1105000,4059.4,4077.0,221,-1640.7125244140625,221,45.9436
18.7808,1110000,4054.4,4069.2,222,-1565.353515625,222,44.1805
14.6883,1115000,2563.16,3439.77,223,-1732.9720458984375,223,44.2275
24.0778,1120000,4185.13,4155.93,224,-1551.5137939453125,224,45.7549
22.6606,1125000,4093.97,4111.2,225,-1649.292724609375,225,44.2159
20.8025,1130000,4181.54,4155.97,226,-1558.3411865234375,226,44.2274
19.9717,1135000,13.18,14.88,227,-1948.6053466796875,227,50.6799
22.1102,1140000,3890.92,3948.45,228,-1702.07666015625,228,45.4582
19.9004,1145000,3957.54,4060.18,229,-1643.1640625,229,44.0275
22.1876,1150000,4021.64,4036.99,230,-1689.6925048828125,230,44.8929
45.5127,1155000,19.04,2156.04,231,-2182.00244140625,231,48.7481
21.937,1160000,3828.81,3813.17,232,-1775.4775390625,232,45.0815
19.6923,1165000,3954.13,3983.0,233,-1674.5634765625,233,44.2642
20.593,1170000,4142.77,4107.29,234,-1653.7445068359375,234,44.3584
16.0615,1175000,3937.05,3370.15,235,-1801.033447265625,235,44.0896
20.2145,1180000,4089.29,4095.41,236,-1689.9139404296875,236,44.5334
17.9887,1185000,3997.47,3094.32,237,-1793.00146484375,237,44.8377
19.8692,1190000,4061.82,4058.51,238,-1752.5186767578125,238,44.3136
20.7759,1195000,4040.96,4023.63,239,-1740.094970703125,239,44.1591
20.4829,1200000,4002.8,4000.78,240,-1874.446044921875,240,44.3843
22.788,1205000,3945.53,3997.19,241,-1836.872802734375,241,44.5587
24.2571,1210000,4038.74,4057.35,242,-1854.1962890625,242,45.2037
24.304,1215000,4044.5,4020.58,243,-1849.2904052734375,243,45.688
23.0296,1220000,3847.38,3812.58,244,-1907.1312255859375,244,45.1056
24.6149,1225000,3935.59,3946.51,245,-1962.677001953125,245,45.5476
21.7073,1230000,4034.49,3772.01,246,-1922.2313232421875,246,45.1342
16.6798,1235000,2537.72,2905.41,247,-2092.7587890625,247,45.2438
24.0495,1240000,4135.59,3693.72,248,-1942.237060546875,248,45.5793
58.2991,1245000,398.52,403.89,249,-2713.44140625,249,51.0281
59.3804,1250000,135.05,279.33,250,-2425.3125,250,53.3653
86.7812,1255000,130.05,129.8,251,-2452.376220703125,251,54.3244
28.7787,1260000,429.02,423.36,252,-2651.10595703125,252,50.4915
18.5575,1265000,3138.0,1758.87,253,-2376.2255859375,253,46.4179
20.6442,1270000,2074.34,1700.9,254,-2281.571044921875,254,46.8092
18.6377,1275000,2038.26,1649.95,255,-2285.2958984375,255,46.2691
17.4589,1280000,1447.85,1331.59,256,-2171.749267578125,256,46.1147
22.581,1285000,3360.36,3310.48,257,-2274.4765625,257,45.8614
23.8782,1290000,3344.14,3404.98,258,-2394.953369140625,258,46.659
24.5888,1295000,3713.02,3289.37,259,-2170.16015625,259,45.8211
24.141,1300000,3865.4,3847.18,260,-2186.253173828125,260,45.6903
24.7294,1305000,3668.41,3666.28,261,-2336.418701171875,261,46.3688
24.9001,1310000,3742.46,3697.81,262,-2361.455322265625,262,46.6643
23.7649,1315000,3884.41,3858.09,263,-2317.185546875,263,45.5102
21.5032,1320000,3857.14,3888.76,264,-2383.130615234375,264,44.8316
22.8513,1325000,3815.41,3868.27,265,-2363.82470703125,265,44.8597
22.9622,1330000,3998.26,4009.26,266,-2270.844482421875,266,45.4021
