Real Sto Return,Itration,Running Update Time,Real Det Return,Running Forward KL,Reward Loss,Running Reverse KL,Running Env Steps
4645.9,156,156,4795.07,379.6816,-18141.658203125,211.5872,780000
3778.88,157,157,4739.39,381.8477,-18044.76953125,216.406,785000
4668.96,158,158,4922.34,377.9914,-18400.318359375,195.4065,790000
4888.62,159,159,4967.57,378.4362,-18438.134765625,200.3452,795000
4644.36,160,160,4941.44,378.9266,-18530.640625,202.5831,800000
3896.38,161,161,4085.15,380.8374,-17775.75,214.5374,805000
4403.05,162,162,4457.92,375.6389,-18219.06640625,198.2793,810000
4616.29,163,163,4952.33,376.6338,-18505.359375,196.1225,815000
4574.97,164,164,4774.9,375.6399,-18472.900390625,190.1656,820000
3591.02,165,165,3873.19,377.2708,-17900.919921875,211.0669,825000
4364.6,166,166,5011.58,378.1635,-18609.5546875,200.7499,830000
4588.17,167,167,4852.76,372.796,-18543.00390625,184.3031,835000
4864.49,168,168,4947.18,373.9241,-18567.841796875,188.7415,840000
4685.95,169,169,4957.84,375.9036,-18704.830078125,192.6258,845000
4918.5,170,170,4910.03,373.5922,-18687.443359375,193.0669,850000
4558.71,171,171,4184.29,376.2324,-18766.576171875,192.2874,855000
4777.95,172,172,3907.75,376.5779,-18573.85546875,185.1158,860000
4882.71,173,173,4829.18,375.8118,-18655.810546875,190.6164,865000
4882.86,174,174,4958.83,374.2958,-18828.93359375,194.8047,870000
4869.93,175,175,4919.91,373.6464,-18866.240234375,195.2651,875000
4883.15,176,176,5001.4,371.6219,-18867.005859375,188.3669,880000
4739.77,177,177,5105.29,364.4992,-18785.912109375,188.1985,885000
4772.05,178,178,5023.56,369.2995,-18695.125,185.7152,890000
4727.32,179,179,5132.27,372.7057,-18726.501953125,188.4594,895000
4292.72,180,180,4611.58,370.0391,-18710.255859375,188.9381,900000
4835.28,181,181,5078.87,371.9068,-18818.68359375,180.3706,905000
4508.25,182,182,3946.67,377.4087,-18827.814453125,185.6048,910000
4783.15,183,183,4636.55,379.0902,-18746.26171875,192.1619,915000
4786.43,184,184,4542.57,373.3093,-18753.39453125,180.9718,920000
4581.48,185,185,5068.34,367.994,-18870.587890625,176.9015,925000
4406.11,186,186,5181.25,381.492,-18691.654296875,203.744,930000
4721.99,187,187,5076.2,374.4383,-18905.10546875,194.789,935000
4637.16,188,188,5113.63,367.3382,-18946.8046875,181.4004,940000
4813.81,189,189,5099.13,373.4166,-18925.794921875,192.585,945000
4564.74,190,190,5062.87,375.8368,-18869.212890625,180.7711,950000
4679.26,191,191,5084.93,371.9621,-19041.3203125,182.6666,955000
4848.63,192,192,5027.42,376.4541,-19015.060546875,189.1283,960000
4711.81,193,193,4298.12,381.3418,-19111.251953125,193.2052,965000
4748.7,194,194,5137.94,368.995,-19007.796875,187.7855,970000
4890.22,195,195,5125.5,372.7287,-19201.015625,195.9045,975000
4781.86,196,196,5107.14,374.4279,-19092.2734375,193.812,980000
4581.84,197,197,5077.56,375.3057,-19170.181640625,192.6533,985000
4805.81,198,198,4925.33,374.0985,-19108.67578125,183.42,990000
4955.93,199,199,5099.47,385.7572,-19222.03125,204.292,995000
4613.05,200,200,5101.96,371.1392,-18853.728515625,187.2984,1000000
4094.41,201,201,3658.53,369.9562,-18824.357421875,189.6053,1005000
4752.5,202,202,5093.06,369.4935,-19055.4609375,180.2362,1010000
4569.91,203,203,4042.86,376.1135,-18912.853515625,185.8132,1015000
4366.73,204,204,2250.49,373.0481,-18735.36328125,191.4805,1020000
4713.36,205,205,3541.04,361.4335,-19041.84375,182.9565,1025000
4406.63,206,206,4728.73,370.2971,-18966.16796875,183.5973,1030000
4814.09,207,207,4945.08,374.113,-19102.798828125,185.9213,1035000
4719.79,208,208,4549.1,366.8401,-18953.1796875,180.6363,1040000
4287.18,209,209,4057.64,373.1215,-18769.958984375,177.4359,1045000
4560.96,210,210,4799.14,371.0504,-18797.79296875,183.8813,1050000
4387.07,211,211,4241.58,373.0984,-18836.658203125,181.1734,1055000
3964.35,212,212,4832.95,373.2112,-18719.685546875,180.4174,1060000
4654.35,213,213,4496.75,375.2105,-19044.029296875,179.1981,1065000
4735.44,214,214,4882.21,369.9325,-18923.580078125,178.556,1070000
4620.26,215,215,5085.9,369.2153,-19266.869140625,181.4287,1075000
4806.28,216,216,5088.07,373.6321,-19314.73046875,189.6075,1080000
4934.29,217,217,5088.83,377.5666,-19223.724609375,201.5308,1085000
4707.67,218,218,5042.21,370.57,-19169.8515625,180.6464,1090000
4834.57,219,219,5069.83,367.7679,-19294.162109375,185.4807,1095000
4800.22,220,220,5044.29,373.0494,-19332.884765625,189.9722,1100000
4422.0,221,221,5077.18,375.4235,-19287.359375,199.1689,1105000
4745.95,222,222,4973.31,374.1942,-19358.828125,189.6882,1110000
4640.49,223,223,5054.78,374.3641,-19364.939453125,191.6671,1115000
3660.49,224,224,4109.93,380.2583,-19081.04296875,197.8205,1120000
4631.36,225,225,5097.03,377.2017,-19412.93359375,193.1841,1125000
3885.85,226,226,4662.67,381.301,-18996.37890625,206.5098,1130000
4626.06,227,227,5032.96,374.1955,-19330.765625,184.5851,1135000
4367.22,228,228,4879.2,377.172,-19247.537109375,187.7079,1140000
4683.29,229,229,5024.95,374.6824,-19027.916015625,186.0806,1145000
4484.56,230,230,4528.17,378.69,-18935.623046875,195.0114,1150000
4476.81,231,231,4375.58,374.5085,-19163.46484375,184.4923,1155000
4725.88,232,232,5026.21,376.3297,-19114.658203125,183.6207,1160000
4842.57,233,233,5049.08,369.1969,-19375.490234375,187.0784,1165000
4783.76,234,234,4633.86,370.8306,-19223.5859375,188.2758,1170000
4581.57,235,235,5013.41,367.6857,-19129.94140625,178.9881,1175000
4474.87,236,236,5001.65,368.0404,-19326.99609375,181.4863,1180000
4553.75,237,237,4500.05,366.6963,-19298.599609375,179.0943,1185000
4561.0,238,238,4993.93,374.5307,-19182.345703125,189.5821,1190000
4814.58,239,239,4002.31,369.763,-19301.474609375,184.1236,1195000
4465.31,240,240,4952.7,373.7923,-19078.751953125,187.829,1200000
4541.56,241,241,4946.08,370.7999,-19215.94140625,179.2187,1205000
4595.12,242,242,4735.12,372.6096,-19355.96875,188.2003,1210000
4700.86,243,243,4884.96,369.6654,-19402.50390625,188.3553,1215000
4930.29,244,244,4960.05,368.2436,-19416.501953125,189.8114,1220000
4654.97,245,245,5069.48,373.4085,-19447.6015625,195.6478,1225000
4936.39,246,246,5081.72,373.0066,-19368.529296875,195.2502,1230000
4634.08,247,247,5083.26,373.0929,-19095.166015625,183.7458,1235000
4378.54,248,248,5101.28,366.8499,-19431.427734375,186.9579,1240000
4969.48,249,249,5106.32,361.2537,-19421.6484375,190.3504,1245000
3556.82,250,250,1781.9,367.9831,-18004.5625,187.4335,1250000
4136.86,251,251,4777.08,374.7944,-18466.568359375,186.2418,1255000
3127.83,252,252,5064.45,373.7818,-17964.06640625,181.9828,1260000
1972.68,253,253,2616.64,388.1806,-17058.634765625,203.5064,1265000
3147.43,254,254,4636.74,383.3669,-17879.400390625,190.4457,1270000
2046.42,255,255,4925.62,389.8815,-17886.26171875,219.5962,1275000
2007.78,256,256,4261.76,413.2213,-17207.580078125,236.498,1280000
3150.72,257,257,4857.51,397.0703,-18420.6953125,218.331,1285000
3675.86,258,258,4621.18,397.677,-18916.345703125,203.891,1290000
4383.19,259,259,4495.51,396.6477,-18977.14453125,211.3444,1295000
2517.73,260,260,3266.95,400.3769,-17857.28125,220.1849,1300000
2096.94,261,261,4040.15,410.6997,-17907.33984375,239.416,1305000
1352.7,262,262,945.25,416.7328,-17659.21484375,260.2204,1310000
1686.35,263,263,1933.93,418.4442,-18167.513671875,233.5524,1315000
1283.21,264,264,636.39,452.9344,-17877.205078125,240.1449,1320000
1787.05,265,265,1352.5,421.7927,-17277.333984375,218.4665,1325000
1604.66,266,266,3160.77,412.6863,-18150.669921875,246.1887,1330000
1827.15,267,267,2495.38,434.9531,-17290.046875,231.5678,1335000
2062.16,268,268,1648.92,435.8636,-17483.390625,227.8468,1340000
1354.16,269,269,1245.03,438.8096,-17365.4296875,237.8568,1345000
857.14,270,270,938.56,460.0362,-17732.541015625,263.1158,1350000
833.25,271,271,1049.25,456.5669,-16683.638671875,289.4126,1355000
1047.92,272,272,1858.66,430.9624,-17543.861328125,310.8776,1360000
1831.13,273,273,1981.18,425.5667,-18105.552734375,366.7257,1365000
2770.36,274,274,3654.93,412.1919,-18455.3828125,277.8011,1370000
1650.22,275,275,1170.14,455.3586,-17988.1484375,715.7233,1375000
1926.55,276,276,3668.52,415.3478,-18100.7265625,456.0726,1380000
574.45,277,277,673.83,464.0338,-18633.1796875,642.2104,1385000
207.32,278,278,171.35,568.4824,-19417.859375,1157.0573,1390000
340.61,279,279,246.88,529.3221,-19179.158203125,688.7724,1395000
278.29,280,280,589.55,495.8459,-18489.015625,425.5962,1400000
168.61,281,281,149.23,549.2631,-19277.998046875,1125.1939,1405000
66.42,282,282,64.02,623.9814,-15296.732421875,385.1206,1410000
61.86,283,283,61.88,675.5775,-14457.8232421875,2045.0831,1415000
56.17,284,284,55.93,654.3265,-16206.234375,366.1698,1420000
56.18,285,285,56.41,647.3576,-18610.064453125,450.9742,1425000
56.06,286,286,56.16,672.0752,-19085.296875,401.3181,1430000
55.84,287,287,55.71,691.6185,-19184.05859375,584.5462,1435000
59.22,288,288,59.93,710.3175,-19110.3828125,558.163,1440000
56.15,289,289,55.51,684.9905,-19421.484375,561.6977,1445000
59.1,290,290,59.1,684.5353,-19649.80859375,478.6024,1450000
61.3,291,291,61.65,748.506,-19797.291015625,1378.5748,1455000
61.53,292,292,61.27,685.4314,-19681.21875,414.5488,1460000
59.97,293,293,60.61,682.8466,-18672.583984375,371.6971,1465000
61.28,294,294,62.53,662.3942,-16744.287109375,623.1178,1470000
60.35,295,295,59.75,680.2843,-17098.173828125,373.4693,1475000
62.13,296,296,61.78,687.5513,-18164.388671875,274.7094,1480000
61.25,297,297,61.2,674.0145,-18917.734375,341.5672,1485000
61.27,298,298,61.28,664.0197,-17138.00390625,285.011,1490000
58.01,299,299,57.82,690.8854,-18598.341796875,377.3336,1495000
60.69,300,300,61.42,682.7356,-18012.39453125,311.956,1500000
59.91,301,301,60.39,691.246,-17271.0703125,301.2602,1505000
60.58,302,302,60.3,685.8924,-17824.82421875,302.5544,1510000
58.95,303,303,60.27,678.9543,-18369.583984375,299.8953,1515000
58.99,304,304,60.56,677.4807,-18375.8515625,363.7123,1520000
60.61,305,305,60.53,667.5343,-18677.44140625,304.171,1525000
60.16,306,306,60.44,670.1203,-18826.884765625,326.0847,1530000
60.57,307,307,61.08,666.4152,-19206.978515625,302.9588,1535000
61.19,308,308,61.44,680.6597,-19135.7265625,345.2958,1540000
60.77,309,309,60.59,663.1422,-18836.40234375,420.3601,1545000
63.52,310,310,64.68,644.2182,-18140.91015625,320.2943,1550000
61.47,311,311,60.99,667.8413,-19207.76953125,446.3156,1555000
61.82,312,312,61.75,678.6533,-18584.99609375,290.7568,1560000
56.14,313,313,56.36,684.2101,-19234.587890625,313.0961,1565000
56.46,314,314,56.49,662.9255,-19022.91015625,298.8877,1570000
57.55,315,315,56.78,677.2939,-19096.86328125,338.1233,1575000
54.14,316,316,52.95,684.2388,-18660.419921875,306.0486,1580000
58.01,317,317,57.48,651.3337,-18460.552734375,323.8954,1585000
55.22,318,318,54.92,671.6796,-19343.97265625,400.2754,1590000
53.04,319,319,52.99,665.0883,-18870.30078125,394.9466,1595000
54.88,320,320,54.03,673.6612,-19118.908203125,375.9325,1600000
55.82,321,321,57.18,668.7874,-19152.859375,353.3817,1605000
52.99,322,322,53.85,684.1127,-19334.91015625,359.1186,1610000
52.68,323,323,53.03,651.9289,-18919.8125,361.2667,1615000
57.66,324,324,58.37,672.2944,-19042.529296875,353.3748,1620000
55.18,325,325,52.9,668.5444,-19085.947265625,391.3175,1625000
64.82,326,326,65.27,661.529,-18646.6171875,356.8491,1630000
57.45,327,327,57.82,681.0053,-18822.1171875,392.234,1635000
52.66,328,328,52.49,646.2095,-18077.583984375,360.2756,1640000
56.53,329,329,56.83,675.1933,-19171.833984375,557.8683,1645000
53.21,330,330,53.19,674.4579,-19233.70703125,432.197,1650000
51.64,331,331,51.43,687.3494,-19294.26953125,455.9157,1655000
51.42,332,332,51.22,670.5819,-18725.060546875,445.7177,1660000
51.02,333,333,51.05,665.2225,-18893.04296875,448.3605,1665000
50.49,334,334,50.23,658.8528,-18673.693359375,438.6004,1670000
51.06,335,335,51.09,668.152,-19286.556640625,453.0222,1675000
50.64,336,336,50.85,669.7825,-19000.876953125,462.2554,1680000
50.86,337,337,50.59,676.4626,-19009.951171875,409.5195,1685000
56.33,338,338,59.89,678.436,-19219.96875,395.6192,1690000
52.31,339,339,52.25,667.1524,-19279.107421875,640.4343,1695000
56.62,340,340,55.93,660.3473,-19404.0703125,445.7466,1700000
56.01,341,341,53.56,672.7744,-19201.771484375,408.9275,1705000
53.38,342,342,52.83,692.2349,-19166.240234375,409.3715,1710000
52.11,343,343,52.13,680.578,-19373.4296875,421.0659,1715000
53.82,344,344,53.0,675.795,-19649.25390625,488.8786,1720000
67.4,345,345,68.57,672.9911,-19628.576171875,519.071,1725000
54.75,346,346,54.28,678.9822,-19631.75390625,534.7951,1730000
63.98,347,347,63.59,697.5071,-19734.412109375,699.44,1735000
60.5,348,348,60.93,703.3155,-19718.205078125,895.9647,1740000
66.87,349,349,66.89,696.3447,-19802.451171875,1059.4315,1745000
67.53,350,350,69.67,677.677,-19758.15234375,925.7712,1750000
54.7,351,351,52.86,712.0601,-19863.310546875,984.4559,1755000
56.97,352,352,58.04,679.6029,-19487.080078125,561.0303,1760000
61.18,353,353,59.26,690.2977,-19667.474609375,855.0996,1765000
58.3,354,354,55.81,681.6429,-19738.8984375,1101.4961,1770000
57.83,355,355,58.84,681.5059,-19770.51953125,1042.6683,1775000
57.15,356,356,56.35,679.8688,-19630.078125,542.3673,1780000
59.22,357,357,58.02,683.8033,-19681.169921875,998.0668,1785000
58.0,358,358,59.82,677.9067,-19684.859375,712.3875,1790000
54.19,359,359,54.53,671.7297,-19463.23828125,1086.4681,1795000
54.98,360,360,54.33,665.8153,-19376.859375,440.3662,1800000
69.11,361,361,68.13,667.7903,-19171.5234375,501.5861,1805000
55.54,362,362,62.92,679.9017,-19555.359375,475.7742,1810000
62.12,363,363,53.13,694.8206,-19834.853515625,893.8784,1815000
60.48,364,364,66.63,683.1875,-19664.77734375,544.5956,1820000
53.48,365,365,51.48,671.5092,-19514.31640625,748.0901,1825000
50.76,366,366,48.63,681.903,-19539.779296875,611.2901,1830000
56.26,367,367,56.59,671.5925,-19456.201171875,867.1618,1835000
53.78,368,368,53.48,651.9391,-19404.892578125,711.1381,1840000
54.03,369,369,52.25,660.5903,-19562.5390625,1393.4329,1845000
51.28,370,370,51.84,661.4582,-19543.896484375,1106.4342,1850000
51.75,371,371,51.05,657.0531,-19240.33984375,1094.6276,1855000
53.95,372,372,55.46,643.7843,-19328.197265625,1096.0943,1860000
52.14,373,373,52.08,657.3451,-19518.876953125,1171.9432,1865000
51.16,374,374,51.12,679.4376,-19487.720703125,1296.9128,1870000
52.91,375,375,52.76,660.8939,-19659.32421875,1234.9561,1875000
50.57,376,376,48.18,676.6737,-19644.328125,1555.0056,1880000
50.34,377,377,50.29,718.191,-19890.833984375,2281.6414,1885000
51.87,378,378,50.94,687.15,-19668.595703125,1792.1095,1890000
51.36,379,379,51.25,738.7686,-19894.001953125,1949.0177,1895000
51.37,380,380,51.45,711.3429,-19733.619140625,1942.6073,1900000
51.01,381,381,51.13,686.7727,-19898.08984375,1579.7344,1905000
49.67,382,382,49.9,712.6456,-19897.25,2012.9784,1910000
55.13,383,383,54.99,726.1431,-19908.22265625,2143.4485,1915000
53.7,384,384,53.65,693.1278,-19779.78125,1785.9016,1920000
58.07,385,385,57.99,700.2723,-19888.4140625,1395.8159,1925000
51.75,386,386,51.83,683.3292,-19721.873046875,1525.408,1930000
56.39,387,387,55.64,705.5626,-19838.326171875,1817.8763,1935000
53.61,388,388,54.71,666.9751,-19697.794921875,1221.7932,1940000
57.29,389,389,57.1,679.4046,-19681.361328125,1927.2319,1945000
56.82,390,390,55.81,675.1761,-19513.015625,1148.5631,1950000
56.22,391,391,56.25,677.5156,-19775.560546875,1607.1473,1955000
55.89,392,392,55.55,702.9242,-19847.14453125,1837.8945,1960000
55.95,393,393,54.84,694.5744,-19767.908203125,1774.9535,1965000
56.29,394,394,56.29,686.1135,-19643.57421875,1663.3941,1970000
58.82,395,395,58.66,677.9776,-19757.7734375,1830.7328,1975000
62.39,396,396,62.86,685.1725,-19790.0390625,1443.6766,1980000
55.78,397,397,55.02,682.147,-19755.41015625,1141.1475,1985000
59.07,398,398,59.71,682.6787,-19726.486328125,1251.6729,1990000
53.38,399,399,51.39,725.2848,-19917.5703125,2127.0134,1995000
