Running Reverse KL,Running Env Steps,Reward Loss,Real Det Return,Itration,Running Update Time,Running Forward KL,Real Sto Return
50.8609,455000,-979.5714721679688,301.43,91,91,55.1245,106.05
27.3413,460000,-901.3478393554688,1020.32,92,92,54.6476,1017.28
45.556,465000,-941.206298828125,998.83,93,93,54.8468,935.59
41.6913,470000,-951.8444213867188,1041.47,94,94,56.0506,1045.68
42.7806,475000,-962.556884765625,1024.69,95,95,55.9047,1026.09
43.8299,480000,-962.7111206054688,985.36,96,96,55.3407,817.79
38.3824,485000,-1044.363525390625,172.92,97,97,54.7392,214.77
33.4683,490000,-917.89892578125,615.53,98,98,51.3654,711.85
34.3251,495000,-1001.2203369140625,1005.89,99,99,54.9277,1002.32
74.1505,500000,-1193.4864501953125,81.37,100,100,57.792,96.4
41.0529,505000,-1001.1203002929688,1011.87,101,101,56.0226,1024.27
42.3017,510000,-1073.51513671875,1019.48,102,102,55.9794,1019.42
35.9682,515000,-1065.691650390625,1022.31,103,103,54.7632,1018.25
39.031,520000,-1096.7386474609375,1022.49,104,104,54.8197,1020.94
23.0546,525000,-1056.691650390625,1001.85,105,105,53.6752,972.35
31.2443,530000,-1080.5596923828125,1019.35,106,106,54.4412,1016.56
80.7755,535000,-1408.4500732421875,709.53,107,107,53.4973,265.04
31.1489,540000,-1034.4366455078125,528.23,108,108,51.9171,1096.72
55.9082,545000,-1141.49365234375,762.02,109,109,55.6224,818.04
30.0234,550000,-1098.4229736328125,3.17,110,110,55.8777,0.68
62.1305,555000,-1422.337158203125,45.22,111,111,54.7919,45.64
42.1859,560000,-1368.2333984375,75.01,112,112,53.4105,72.6
57.5912,565000,-1067.6861572265625,1007.56,113,113,51.2032,547.34
41.117,570000,-1318.577392578125,576.47,114,114,53.9433,557.48
25.6884,575000,-1052.0440673828125,396.82,115,115,50.8869,387.76
20.7949,580000,-993.9860229492188,548.92,116,116,50.7393,537.92
20.9447,585000,-967.16796875,390.07,117,117,50.6701,380.64
44.897,590000,-1045.5386962890625,382.47,118,118,50.3362,388.26
25.2096,595000,-1206.71630859375,1025.99,119,119,53.5517,1017.16
36.4423,600000,-1270.0062255859375,407.17,120,120,50.9811,377.75
54.4953,605000,-1226.955810546875,614.41,121,121,50.5918,434.33
40.5967,610000,-1243.8544921875,497.53,122,122,49.9295,363.31
107.6589,615000,-1390.5277099609375,-4.17,123,123,53.0926,-5.02
36.698,620000,-1396.1025390625,-24.48,124,124,54.6336,29.8
29.0875,625000,-1296.729248046875,639.26,125,125,51.0737,488.12
30.9183,630000,-1386.649658203125,1025.14,126,126,55.1798,1037.49
39.6438,635000,-1369.056640625,1005.68,127,127,55.998,1003.76
39.0373,640000,-1370.033203125,1004.32,128,128,56.0217,997.13
32.5551,645000,-1422.0985107421875,1030.86,129,129,55.2138,1031.32
37.8102,650000,-1439.7032470703125,1027.38,130,130,55.5634,1042.02
40.8212,655000,-1409.4873046875,1044.3,131,131,55.311,1047.3
33.2144,660000,-1430.1888427734375,1002.99,132,132,55.5016,999.26
37.1619,665000,-1519.25439453125,1009.07,133,133,55.0731,1019.17
25.9486,670000,-1433.662353515625,380.52,134,134,52.7475,963.91
49.4214,675000,-1449.154052734375,422.69,135,135,51.5606,371.42
128.822,680000,-1767.2103271484375,9.99,136,136,54.4063,10.15
48.5752,685000,-1786.711181640625,5.52,137,137,53.1257,6.01
62.9346,690000,-1503.3555908203125,7.47,138,138,51.1617,27.17
39.1642,695000,-1635.8167724609375,108.14,139,139,52.7043,62.15
54.6366,700000,-1672.537841796875,8.72,140,140,52.98,27.61
47.135,705000,-1713.8687744140625,9.58,141,141,54.8815,9.45
42.2133,710000,-1669.0482177734375,1008.93,142,142,56.3955,1005.38
76.5454,715000,-1831.7020263671875,9.81,143,143,56.4552,73.44
47.017,720000,-1703.43896484375,1011.48,144,144,56.0359,1013.09
41.9659,725000,-1666.577392578125,1010.53,145,145,55.9715,1007.19
35.5244,730000,-1739.6102294921875,1011.94,146,146,55.1611,1007.45
62.3903,735000,-1796.0128173828125,642.24,147,147,53.6427,601.05
45.874,740000,-1841.724365234375,1008.21,148,148,53.6059,582.97
46.6325,745000,-1750.993408203125,1030.35,149,149,57.4465,1027.52
45.2553,750000,-1837.729736328125,1026.24,150,150,56.2051,1026.41
34.6598,755000,-1839.609375,1018.71,151,151,55.396,1015.84
37.3955,760000,-1782.8280029296875,1018.36,152,152,55.3786,1025.14
58.0357,765000,-1872.76904296875,1004.08,153,153,56.8106,1003.35
40.6524,770000,-1889.902099609375,835.79,154,154,53.5312,936.05
54.3744,775000,-1963.9171142578125,993.94,155,155,57.0064,993.38
56.1506,780000,-2115.25732421875,271.39,156,156,53.0517,299.71
65.5111,785000,-1944.681640625,604.19,157,157,53.6632,597.15
53.24,790000,-1938.71923828125,1021.23,158,158,56.7381,1021.2
38.7417,795000,-1916.502197265625,1004.93,159,159,54.9708,1005.29
32.7869,800000,-1864.521240234375,1001.83,160,160,53.9502,1074.87
39.6495,805000,-1921.8382568359375,1046.75,161,161,55.1908,1067.33
33.695,810000,-1850.3193359375,1167.89,162,162,51.52,1020.54
45.4757,815000,-1974.4317626953125,10.0,163,163,53.2632,11.84
66.6297,820000,-2240.595947265625,129.98,164,164,57.2185,167.82
52.508,825000,-1993.49267578125,891.31,165,165,51.5998,821.05
40.5022,830000,-2122.411376953125,1032.7,166,166,55.4962,1030.96
43.2206,835000,-2171.526123046875,1025.79,167,167,54.8952,1028.88
34.9921,840000,-2081.685546875,1029.46,168,168,55.3542,1032.38
28.9085,845000,-2056.58935546875,1034.83,169,169,54.5246,1043.83
43.7956,850000,-2207.041015625,1010.01,170,170,56.0331,1007.88
44.4346,855000,-2235.889892578125,1013.09,171,171,56.1192,1010.71
38.2997,860000,-2222.90625,1017.54,172,172,55.6279,1016.98
28.1038,865000,-2153.825927734375,1121.61,173,173,53.1194,1094.59
68.2834,870000,-2089.04150390625,433.56,174,174,51.5285,437.41
42.1466,875000,-2222.38232421875,1057.58,175,175,52.3264,984.76
33.2095,880000,-2095.2529296875,621.67,176,176,51.4907,587.88
29.8456,885000,-2099.021240234375,19.92,177,177,51.6881,21.37
54.8294,890000,-2344.729736328125,1026.46,178,178,56.5016,1025.99
43.1932,895000,-2320.835205078125,727.31,179,179,55.5356,734.31
54.7108,900000,-2474.756591796875,3.2,180,180,53.0892,17.67
55.7862,905000,-2331.0732421875,811.4,181,181,53.8415,731.39
40.397,910000,-2361.9150390625,1046.63,182,182,54.9688,1061.12
32.0469,915000,-2336.197265625,1034.67,183,183,54.4928,1047.64
21.9638,920000,-2248.322509765625,974.76,184,184,53.3444,674.88
27.947,925000,-2291.63427734375,1011.83,185,185,54.5364,1025.43
44.825,930000,-2373.2587890625,809.64,186,186,52.3801,639.37
59.7375,935000,-2582.191162109375,271.94,187,187,53.8399,298.28
33.8814,940000,-2561.714599609375,315.08,188,188,54.8856,833.31
37.8714,945000,-2616.097412109375,1021.09,189,189,55.0787,1020.26
35.3749,950000,-2571.798828125,1025.4,190,190,54.7623,1031.19
46.0484,955000,-2635.2978515625,998.92,191,191,56.6896,996.95
40.1709,960000,-2643.1484375,1010.09,192,192,55.1452,1011.21
51.5232,965000,-2598.2939453125,1011.3,193,193,56.2325,1010.08
50.1192,970000,-2566.43017578125,1017.3,194,194,56.0437,1018.66
38.9655,975000,-2659.009765625,1040.19,195,195,55.184,1038.58
56.0482,980000,-2795.577392578125,1021.45,196,196,56.9055,1021.3
72.3558,985000,-2881.58154296875,0.18,197,197,55.9306,-0.27
48.6463,990000,-2943.057373046875,53.89,198,198,53.7357,55.07
35.5873,995000,-2838.3310546875,1041.42,199,199,55.7408,1042.52
44.0701,1000000,-2907.653564453125,1034.33,200,200,55.9504,1035.92
72.6477,1005000,-2961.35009765625,156.86,201,201,55.0765,205.85
64.7541,1010000,-3114.239990234375,48.92,202,202,55.233,21.22
31.1016,1015000,-2687.670654296875,1067.87,203,203,53.4458,1060.68
47.695,1020000,-2908.991943359375,1030.07,204,204,56.4806,1032.95
29.3556,1025000,-2608.822021484375,1089.63,205,205,51.9085,880.75
53.0586,1030000,-2966.876953125,1029.83,206,206,56.8924,1032.98
53.3028,1035000,-2999.504150390625,1027.75,207,207,56.3996,896.7
48.8518,1040000,-3007.08642578125,1038.89,208,208,55.5509,1043.29
51.1579,1045000,-3026.451171875,1039.73,209,209,55.7686,987.69
53.4566,1050000,-3030.44677734375,1047.0,210,210,54.1401,1055.5
53.8593,1055000,-3060.269775390625,1037.56,211,211,53.6787,1043.86
21.5464,1060000,-2620.743896484375,1022.43,212,212,51.1593,985.06
31.0376,1065000,-2800.27783203125,704.42,213,213,52.0814,651.89
28.6189,1070000,-2769.628173828125,1112.94,214,214,51.825,1119.17
21.167,1075000,-2584.970947265625,948.99,215,215,49.8478,947.29
21.6887,1080000,-2642.23388671875,1134.76,216,216,52.9138,1138.79
50.6793,1085000,-3213.7431640625,938.87,217,217,56.69,972.41
111.1821,1090000,-3541.24853515625,-19.74,218,218,57.3971,-17.02
56.3082,1095000,-3532.284912109375,177.79,219,219,56.5315,441.3
39.4891,1100000,-3317.97900390625,1015.6,220,220,55.878,1010.55
40.7974,1105000,-3331.3603515625,1014.31,221,221,55.9967,1012.11
48.6445,1110000,-3410.20263671875,1019.32,222,222,56.3164,1015.88
41.3636,1115000,-3427.76904296875,1020.61,223,223,55.7091,1021.05
39.8149,1120000,-3405.49951171875,1018.0,224,224,55.4936,1014.63
165.0228,1125000,-3919.860107421875,211.13,225,225,52.4435,326.36
55.5101,1130000,-3521.229248046875,452.26,226,226,51.5292,408.95
39.9097,1135000,-3311.050537109375,1012.92,227,227,56.1814,1011.83
34.6137,1140000,-3258.256103515625,1016.22,228,228,55.3053,1004.62
40.789,1145000,-3680.380126953125,7.25,229,229,54.8169,7.11
41.6918,1150000,-3589.708984375,25.88,230,230,53.5331,123.6
71.3195,1155000,-4319.9921875,35.02,231,231,55.4889,77.36
22.8756,1160000,-3335.5400390625,1059.52,232,232,52.9068,946.47
22.2458,1165000,-3126.436767578125,1049.73,233,233,53.2714,1063.31
49.9252,1170000,-3854.15234375,301.66,234,234,53.7688,275.88
73.3662,1175000,-4127.28076171875,429.05,235,235,53.259,354.33
49.7422,1180000,-3633.509765625,370.49,236,236,52.4127,373.08
47.9965,1185000,-3765.925048828125,1040.68,237,237,54.282,971.83
36.5042,1190000,-3716.945068359375,1031.06,238,238,53.4652,1022.97
52.2286,1195000,-3832.132568359375,1031.41,239,239,56.4353,1031.49
42.7108,1200000,-3813.548095703125,1025.01,240,240,55.5069,1024.75
47.1053,1205000,-3944.0263671875,1013.24,241,241,55.855,1011.26
41.8164,1210000,-3941.038330078125,1013.4,242,242,55.7299,1009.34
47.4985,1215000,-3960.587158203125,1019.07,243,243,56.6973,1013.62
43.9348,1220000,-3975.2548828125,993.04,244,244,55.4373,929.48
36.5384,1225000,-3680.778076171875,1028.15,245,245,55.2031,1041.52
43.1574,1230000,-4137.6162109375,963.41,246,246,55.7754,917.37
54.2623,1235000,-4072.454345703125,199.85,247,247,52.6134,152.89
38.4867,1240000,-4146.6279296875,77.06,248,248,53.0407,65.31
22.2278,1245000,-4059.73583984375,303.87,249,249,52.8537,140.38
19.9525,1250000,-3988.662353515625,53.14,250,250,52.3978,8.06
15.4324,1255000,-3810.58251953125,91.67,251,251,52.3618,68.72
16.6695,1260000,-3840.8701171875,4.71,252,252,52.2034,4.72
25.1174,1265000,-4090.248046875,73.59,253,253,53.1118,105.26
42.2635,1270000,-4110.3369140625,991.85,254,254,56.5382,984.99
44.0859,1275000,-4195.91748046875,994.98,255,255,56.4818,993.47
38.4401,1280000,-3983.03564453125,1033.9,256,256,56.22,1048.55
41.4167,1285000,-3901.80224609375,1028.99,257,257,56.4591,1054.62
39.4636,1290000,-3905.355712890625,1037.23,258,258,55.8616,1082.78
37.1297,1295000,-3996.998291015625,1039.33,259,259,55.823,1070.91
37.9651,1300000,-3938.843017578125,1036.08,260,260,55.9107,1082.28
38.2955,1305000,-4102.26318359375,1033.15,261,261,55.6089,1049.34
78.8496,1310000,-5031.54052734375,173.85,262,262,53.715,101.49
88.7062,1315000,-5119.84765625,81.52,263,263,54.4675,110.73
83.7832,1320000,-4837.79443359375,31.18,264,264,54.1399,43.17
81.2061,1325000,-5074.501953125,37.25,265,265,52.968,36.91
81.2121,1330000,-5214.1767578125,68.06,266,266,53.7291,91.81
65.01,1335000,-5084.2939453125,48.71,267,267,54.0347,69.88
45.7643,1340000,-4661.55517578125,60.53,268,268,52.6874,64.23
50.6567,1345000,-4867.94482421875,90.42,269,269,50.6079,87.98
79.3823,1350000,-5201.01611328125,43.6,270,270,52.8571,44.12
68.241,1355000,-5221.349609375,39.13,271,271,51.6972,47.02
39.0755,1360000,-4406.8046875,363.71,272,272,50.6532,371.98
76.4152,1365000,-5549.21044921875,330.54,273,273,51.7855,316.77
65.7959,1370000,-5442.10546875,348.24,274,274,51.528,350.85
54.0373,1375000,-5313.39794921875,1049.84,275,275,51.6772,421.0
22.0462,1380000,-4095.88720703125,1014.91,276,276,52.5199,1008.61
22.9033,1385000,-4087.4794921875,641.54,277,277,52.7851,942.06
22.5495,1390000,-4244.48681640625,1010.99,278,278,52.6248,1020.16
24.7282,1395000,-4539.81884765625,1012.98,279,279,51.8187,861.75
23.6536,1400000,-4505.8095703125,951.54,280,280,51.4662,660.26
28.734,1405000,-4709.33642578125,1001.75,281,281,51.1816,839.74
47.8774,1410000,-5248.36376953125,796.71,282,282,51.7262,389.18
112.8023,1415000,-5802.9462890625,238.24,283,283,55.0366,236.73
51.0648,1420000,-5571.05810546875,145.81,284,284,53.9801,148.13
55.0506,1425000,-5127.54638671875,999.69,285,285,57.7282,996.93
49.8402,1430000,-5112.0166015625,1008.76,286,286,56.8918,1004.14
42.8869,1435000,-5122.166015625,1010.51,287,287,56.0232,1005.27
43.4714,1440000,-5335.6923828125,1005.88,288,288,56.3795,1002.07
40.6186,1445000,-5342.625,1015.1,289,289,55.8909,1020.33
47.4737,1450000,-5428.75146484375,1039.05,290,290,56.1252,1041.91
32.5932,1455000,-5459.4794921875,1015.31,291,291,55.1235,1015.03
68.4917,1460000,-5431.49072265625,1009.86,292,292,57.0391,1009.34
108.074,1465000,-6759.1123046875,25.41,293,293,56.5687,23.08
96.6452,1470000,-6070.90185546875,18.16,294,294,58.8021,15.2
41.1483,1475000,-5318.47900390625,1006.47,295,295,56.3467,952.26
40.978,1480000,-5357.80615234375,997.43,296,296,56.1807,991.6
20.7756,1485000,-5446.91357421875,718.81,297,297,52.4526,584.73
26.0366,1490000,-5182.71728515625,999.91,298,298,53.8523,1004.61
100.4067,1495000,-6227.67529296875,0.01,299,299,57.1546,0.88
89.3248,1500000,-6261.1220703125,296.55,300,300,54.5654,313.07
33.4948,1505000,-5550.06201171875,1046.06,301,301,51.3435,1145.8
19.0709,1510000,-5333.74853515625,1033.32,302,302,53.1923,1043.93
29.0598,1515000,-5730.03955078125,1028.57,303,303,54.1365,1029.6
36.3773,1520000,-5824.9921875,1002.54,304,304,55.2548,999.06
32.3001,1525000,-5818.05517578125,747.32,305,305,54.0304,968.15
55.88,1530000,-6589.419921875,673.16,306,306,52.677,334.15
97.4715,1535000,-7855.20849609375,38.08,307,307,55.1557,55.7
113.6544,1540000,-6675.68408203125,-4.24,308,308,56.1175,-4.49
76.6718,1545000,-6617.58447265625,48.45,309,309,56.9373,39.68
57.6284,1550000,-6210.30322265625,1031.65,310,310,57.5568,1031.58
36.394,1555000,-6067.771484375,1031.49,311,311,51.947,820.1
26.8938,1560000,-5838.99755859375,1030.38,312,312,52.0698,900.94
22.6661,1565000,-5462.744140625,1035.74,313,313,53.3855,1077.59
24.2014,1570000,-5502.94287109375,1060.15,314,314,53.5172,1117.88
78.7324,1575000,-7006.70263671875,-26.12,315,315,55.7134,-32.92
42.3678,1580000,-6641.28076171875,1006.38,316,316,54.891,763.42
38.5695,1585000,-6308.35888671875,1034.44,317,317,55.6021,1041.47
33.378,1590000,-6261.20947265625,1030.12,318,318,55.1959,1034.01
25.4918,1595000,-6136.373046875,1024.79,319,319,54.2415,1022.81
43.0287,1600000,-6542.09716796875,434.33,320,320,51.132,580.76
56.3271,1605000,-7430.52978515625,-4.43,321,321,50.9677,-4.7
73.3078,1610000,-7895.60791015625,111.28,322,322,52.3514,220.61
61.072,1615000,-7845.26611328125,168.92,323,323,53.1901,154.95
25.4955,1620000,-6820.75634765625,35.31,324,324,52.6322,90.76
45.2711,1625000,-7412.91162109375,22.32,325,325,52.4942,24.81
35.0189,1630000,-7339.85595703125,4.67,326,326,53.21,45.18
55.4438,1635000,-6584.9033203125,1031.81,327,327,55.4072,1032.18
47.5141,1640000,-6681.21630859375,1012.95,328,328,56.9364,1011.3
38.1144,1645000,-6512.70947265625,1016.39,329,329,55.2367,1013.07
27.3367,1650000,-6347.10498046875,1015.99,330,330,54.425,1020.05
26.0084,1655000,-6406.6826171875,1010.84,331,331,54.0,998.95
36.6482,1660000,-6324.6943359375,1020.13,332,332,54.9274,1051.17
34.5565,1665000,-6247.89306640625,1028.32,333,333,54.8401,1044.79
36.7927,1670000,-6440.0126953125,1026.87,334,334,55.8003,1042.54
24.0553,1675000,-6238.5205078125,988.47,335,335,53.8592,1041.49
27.9663,1680000,-6447.998046875,1030.34,336,336,55.0543,1045.69
37.4891,1685000,-8104.62548828125,280.92,337,337,52.0533,210.59
34.8315,1690000,-8251.935546875,79.43,338,338,52.0096,85.82
33.2699,1695000,-8230.708984375,65.01,339,339,50.9156,175.08
43.3586,1700000,-8772.359375,149.67,340,340,51.4071,179.04
50.9051,1705000,-8826.8857421875,81.77,341,341,51.7313,74.37
54.8609,1710000,-9241.177734375,151.98,342,342,51.7266,18.69
52.7162,1715000,-9169.3095703125,207.89,343,343,51.3572,158.1
26.9297,1720000,-6971.771484375,1009.92,344,344,54.3409,966.64
49.1049,1725000,-8935.994140625,88.89,345,345,53.4516,46.71
47.6352,1730000,-9185.677734375,61.56,346,346,52.7955,129.29
47.3442,1735000,-9102.9833984375,205.07,347,347,51.8074,174.97
65.1574,1740000,-9641.5986328125,143.1,348,348,54.7283,142.49
63.9916,1745000,-9392.7783203125,339.78,349,349,51.3638,232.42
71.0457,1750000,-9724.4833984375,76.59,350,350,52.3403,76.42
71.4496,1755000,-9673.1669921875,187.38,351,351,53.8893,88.4
72.4286,1760000,-9974.3623046875,177.92,352,352,52.4079,182.1
71.6674,1765000,-10014.6728515625,123.03,353,353,53.1688,149.75
71.5047,1770000,-10061.421875,187.72,354,354,52.4441,213.93
65.7692,1775000,-9566.2568359375,229.73,355,355,52.5511,251.43
68.4384,1780000,-9563.98046875,213.91,356,356,52.1549,220.65
68.7499,1785000,-9700.375,229.6,357,357,51.6386,244.14
71.0435,1790000,-9767.330078125,205.03,358,358,51.4234,210.65
70.4586,1795000,-9988.8173828125,203.16,359,359,51.3736,174.56
70.9542,1800000,-9772.9912109375,216.95,360,360,51.5161,220.55
71.5032,1805000,-9983.8046875,227.92,361,361,51.3071,224.89
72.9302,1810000,-10085.373046875,221.6,362,362,52.3497,224.11
74.7598,1815000,-10730.791015625,227.12,363,363,52.647,235.15
72.6034,1820000,-10224.7109375,228.09,364,364,52.763,239.49
73.3074,1825000,-10219.1240234375,237.67,365,365,51.7816,234.86
73.4492,1830000,-10304.4189453125,251.96,366,366,52.7962,247.38
71.585,1835000,-10071.5615234375,233.52,367,367,51.9714,256.03
70.6858,1840000,-10444.720703125,256.98,368,368,52.2092,238.41
66.9931,1845000,-10180.9052734375,204.29,369,369,51.8608,257.49
73.5796,1850000,-10670.2861328125,216.26,370,370,52.1181,208.81
74.9451,1855000,-10442.04296875,242.63,371,371,52.7646,241.57
77.9869,1860000,-11577.3232421875,251.31,372,372,52.3462,249.57
73.2786,1865000,-11299.5185546875,269.66,373,373,52.0845,254.87
65.8857,1870000,-10120.876953125,294.08,374,374,50.617,244.32
71.0831,1875000,-10852.2626953125,220.47,375,375,51.528,224.58
64.7225,1880000,-10469.412109375,178.14,376,376,50.6477,198.95
59.1097,1885000,-10619.0546875,94.48,377,377,52.0252,91.18
79.5344,1890000,-11046.7099609375,194.39,378,378,51.8597,168.1
55.1582,1895000,-10683.8994140625,158.61,379,379,50.4508,190.9
65.0076,1900000,-10360.146484375,353.18,380,380,50.2438,314.19
63.6759,1905000,-10677.7041015625,434.68,381,381,51.1528,408.13
63.8435,1910000,-10323.7529296875,404.11,382,382,50.7881,374.37
54.2923,1915000,-10470.0810546875,352.89,383,383,51.5891,329.77
63.7725,1920000,-10772.3671875,350.98,384,384,50.239,356.28
28.67,1925000,-9690.818359375,333.3,385,385,49.0733,331.1
23.6387,1930000,-7173.2646484375,407.41,386,386,49.6367,363.82
40.7768,1935000,-8773.9892578125,216.85,387,387,50.1667,278.08
65.3911,1940000,-9715.4443359375,342.16,388,388,51.4504,341.25
43.168,1945000,-9531.2197265625,379.5,389,389,50.3765,388.99
40.032,1950000,-9325.283203125,443.04,390,390,48.6879,432.57
37.9836,1955000,-7663.99462890625,347.61,391,391,49.354,335.04
42.9035,1960000,-7721.94482421875,334.4,392,392,50.9411,333.15
57.6976,1965000,-10272.232421875,416.57,393,393,50.622,317.54
25.3742,1970000,-6838.771484375,337.17,394,394,49.3966,332.98
35.4888,1975000,-8480.5546875,372.24,395,395,49.4529,391.51
45.6501,1980000,-7552.7646484375,332.94,396,396,49.3836,352.95
