Running Reverse KL,Running Env Steps,Reward Loss,Real Det Return,Itration,Running Update Time,Running Forward KL,Real Sto Return
16.4276,5940000,-17444.13671875,484.61,1188,1188,48.1417,555.5
15.2003,5945000,-17233.361328125,1181.9,1189,1189,47.7658,1567.15
15.7631,5950000,-17704.92578125,1593.21,1190,1190,48.5556,1312.16
31.2169,5955000,-18039.24609375,441.55,1191,1191,49.8092,485.45
16.8597,5960000,-17485.953125,2147.54,1192,1192,48.2004,1258.12
14.216,5965000,-17152.505859375,897.72,1193,1193,47.6022,839.14
15.8725,5970000,-17326.1328125,1391.55,1194,1194,47.8724,1189.21
31.0651,5975000,-17934.138671875,1105.85,1195,1195,48.365,719.27
17.0556,5980000,-17175.91796875,1663.13,1196,1196,47.7316,1151.74
20.2002,5985000,-17524.0859375,624.56,1197,1197,48.2048,573.55
16.6142,5990000,-17813.759765625,1093.7,1198,1198,47.1452,794.04
14.6652,5995000,-17333.07421875,1349.83,1199,1199,47.0278,1597.01
28.7407,6000000,-17323.513671875,843.1,1200,1200,47.5307,1003.0
19.8007,6005000,-17168.1953125,1387.02,1201,1201,47.9042,1231.13
18.0343,6010000,-17445.59765625,416.13,1202,1202,48.6265,701.7
20.9422,6015000,-17403.9375,1909.11,1203,1203,47.495,1359.63
41.7215,6020000,-18032.998046875,7.31,1204,1204,51.1506,5.64
36.4785,6025000,-17788.51171875,17.66,1205,1205,50.601,19.15
14.5719,6030000,-17977.537109375,1048.53,1206,1206,48.4107,1655.34
26.4338,6035000,-17182.513671875,1454.96,1207,1207,46.7979,1366.57
45.7274,6040000,-17643.12109375,42.34,1208,1208,49.2684,171.49
23.3565,6045000,-17580.19921875,790.14,1209,1209,48.4911,725.78
16.6536,6050000,-17106.869140625,1372.62,1210,1210,47.521,1165.48
36.9495,6055000,-17387.447265625,1736.42,1211,1211,47.8983,1382.85
20.9468,6060000,-17523.501953125,1960.92,1212,1212,48.141,1301.36
14.6747,6065000,-17202.970703125,1285.91,1213,1213,47.7879,1365.47
87.4465,6070000,-18174.412109375,-15.7,1214,1214,57.2344,-15.82
13.613,6075000,-17372.119140625,819.05,1215,1215,48.9907,1018.99
24.085,6080000,-18082.068359375,1025.11,1216,1216,52.8835,1043.83
17.837,6085000,-18077.373046875,1062.12,1217,1217,50.5827,1049.9
16.6123,6090000,-17270.8046875,1187.32,1218,1218,47.503,1128.6
18.0491,6095000,-17706.853515625,1803.87,1219,1219,48.6925,1189.89
17.592,6100000,-17216.31640625,1699.54,1220,1220,47.6893,1772.61
22.1243,6105000,-17158.927734375,1638.99,1221,1221,47.7869,1605.28
17.3974,6110000,-17477.271484375,2278.42,1222,1222,47.7309,1913.97
19.316,6115000,-17649.001953125,1473.5,1223,1223,47.9275,1046.51
15.2307,6120000,-17309.689453125,1344.68,1224,1224,47.1225,1629.98
15.0385,6125000,-16786.369140625,2515.72,1225,1225,46.4105,2244.83
22.9317,6130000,-17277.98828125,1738.68,1226,1226,47.7855,711.04
26.6553,6135000,-17237.83203125,2217.89,1227,1227,47.9667,1693.43
15.9117,6140000,-17769.755859375,475.32,1228,1228,48.1761,880.73
24.4665,6145000,-16629.833984375,502.73,1229,1229,47.5824,1492.82
27.393,6150000,-17056.259765625,2319.42,1230,1230,48.685,2024.71
41.1476,6155000,-15752.4755859375,2881.0,1231,1231,47.0436,1990.86
61.1153,6160000,-16569.986328125,523.03,1232,1232,49.9826,755.48
16.7757,6165000,-17390.087890625,1757.14,1233,1233,47.6687,1633.8
20.2597,6170000,-17140.23046875,687.34,1234,1234,47.7269,1482.32
43.5777,6175000,-17676.060546875,839.92,1235,1235,48.5308,1608.63
15.2232,6180000,-17120.833984375,2490.72,1236,1236,46.7107,2512.07
18.6388,6185000,-17165.611328125,2483.56,1237,1237,47.5527,2288.07
33.4291,6190000,-18230.74609375,1043.76,1238,1238,52.1764,1075.44
13.3357,6195000,-17065.791015625,2040.51,1239,1239,45.666,1962.43
15.6325,6200000,-17694.759765625,2329.64,1240,1240,47.9431,2011.13
19.3313,6205000,-17560.69140625,1442.88,1241,1241,47.1036,1427.05
14.3343,6210000,-17661.830078125,2012.91,1242,1242,47.2777,1920.82
16.1376,6215000,-18024.18359375,2299.67,1243,1243,47.9955,2060.19
14.841,6220000,-17361.861328125,1542.54,1244,1244,46.8085,1384.33
13.2681,6225000,-17591.900390625,1511.01,1245,1245,46.9198,1282.85
19.9227,6230000,-16712.197265625,624.01,1246,1246,48.0421,1165.47
14.2779,6235000,-16921.958984375,2728.79,1247,1247,46.3522,1828.36
14.3626,6240000,-17824.970703125,2224.66,1248,1248,47.6057,1952.53
22.4653,6245000,-18048.673828125,319.12,1249,1249,48.0347,1207.81
18.225,6250000,-17736.490234375,393.56,1250,1250,49.1849,598.66
14.4773,6255000,-17703.4453125,2127.17,1251,1251,46.1747,2056.17
23.408,6260000,-17868.279296875,13.09,1252,1252,49.3765,352.38
14.4487,6265000,-16839.115234375,1416.4,1253,1253,46.4029,942.81
37.4107,6270000,-18011.94140625,1.0,1254,1254,49.1252,104.06
29.709,6275000,-17478.6171875,242.87,1255,1255,48.6294,809.7
27.6323,6280000,-17985.447265625,708.72,1256,1256,49.3269,870.47
19.7996,6285000,-18161.751953125,511.45,1257,1257,49.6469,635.54
23.0987,6290000,-18108.982421875,205.11,1258,1258,50.7074,270.53
16.7273,6295000,-17559.744140625,1964.24,1259,1259,45.9368,2301.4
15.4891,6300000,-17606.041015625,1825.3,1260,1260,47.3795,1188.93
16.5392,6305000,-16579.294921875,2546.99,1261,1261,46.2292,2903.63
15.8359,6310000,-17671.7421875,2614.35,1262,1262,46.4044,2690.9
24.6209,6315000,-17780.767578125,1869.87,1263,1263,46.7892,643.81
28.3741,6320000,-16957.6796875,1469.37,1264,1264,47.1562,1136.38
38.2179,6325000,-17745.548828125,704.93,1265,1265,50.1259,376.56
42.6799,6330000,-18071.224609375,163.27,1266,1266,50.5783,170.35
28.21,6335000,-17800.6015625,1596.05,1267,1267,47.9245,757.88
34.0288,6340000,-17838.984375,595.3,1268,1268,48.5103,628.02
19.145,6345000,-18104.671875,566.99,1269,1269,47.9554,860.89
24.1593,6350000,-18002.49609375,426.52,1270,1270,48.7173,381.54
42.3424,6355000,-18239.70703125,457.78,1271,1271,51.9693,343.31
39.8391,6360000,-18235.466796875,1056.83,1272,1272,51.5959,909.97
67.7226,6365000,-17976.375,246.0,1273,1273,49.3761,514.08
19.8193,6370000,-15267.2734375,4176.44,1274,1274,48.3248,3530.47
14.2646,6375000,-16564.455078125,3348.83,1275,1275,45.4894,2669.9
15.4347,6380000,-16650.42578125,2665.81,1276,1276,45.63,2118.41
20.2966,6385000,-16134.013671875,220.58,1277,1277,47.846,445.87
17.4066,6390000,-17144.099609375,2887.4,1278,1278,46.6039,3170.65
14.5569,6395000,-17481.2421875,2778.35,1279,1279,46.1245,2509.16
14.269,6400000,-15215.1435546875,503.89,1280,1280,45.1857,1045.75
18.2697,6405000,-16279.7734375,2707.82,1281,1281,45.955,819.21
15.9479,6410000,-16945.32421875,3374.2,1282,1282,46.1357,3217.24
14.2628,6415000,-17681.46484375,2344.67,1283,1283,46.6287,2386.2
16.5375,6420000,-16677.07421875,2921.69,1284,1284,46.3375,2710.21
23.0341,6425000,-16163.2998046875,3407.94,1285,1285,45.3388,3264.59
13.3645,6430000,-17769.275390625,2342.73,1286,1286,46.8428,2323.08
21.8438,6435000,-17094.8515625,1766.42,1287,1287,46.6299,2092.92
13.9814,6440000,-17245.6015625,3074.99,1288,1288,45.6945,2980.42
15.0889,6445000,-17383.228515625,2304.84,1289,1289,46.7699,2079.05
25.2071,6450000,-16358.9970703125,3877.29,1290,1290,45.7407,2787.67
18.7253,6455000,-17082.732421875,1324.71,1291,1291,46.7598,1121.6
23.6879,6460000,-15975.294921875,4119.47,1292,1292,47.2414,2994.49
16.45,6465000,-16781.95703125,2081.69,1293,1293,46.5862,2017.61
55.8968,6470000,-17271.6640625,966.04,1294,1294,49.486,1005.13
13.6133,6475000,-16738.65625,2036.87,1295,1295,45.5696,1882.81
17.5213,6480000,-17412.169921875,2417.6,1296,1296,47.7276,2692.4
13.8903,6485000,-17170.509765625,1640.08,1297,1297,46.6689,1320.29
18.3727,6490000,-16883.427734375,2554.11,1298,1298,46.1659,2226.14
17.251,6495000,-17407.841796875,2337.36,1299,1299,46.7003,2281.67
19.8417,6500000,-17427.345703125,638.25,1300,1300,47.4304,1210.24
23.1655,6505000,-17409.984375,1853.62,1301,1301,46.4742,1709.73
13.5897,6510000,-16865.51953125,2556.21,1302,1302,46.0591,2511.72
26.7647,6515000,-17348.85546875,1456.63,1303,1303,47.3728,2272.43
17.7223,6520000,-17428.931640625,1711.33,1304,1304,46.7282,1768.07
17.0784,6525000,-16632.17578125,3663.06,1305,1305,46.126,2796.07
15.9679,6530000,-16067.5927734375,2663.84,1306,1306,45.8926,2363.47
14.5646,6535000,-17360.416015625,2996.31,1307,1307,47.1429,2639.62
14.3496,6540000,-17851.048828125,1824.18,1308,1308,47.6208,2157.06
13.5067,6545000,-17762.3984375,2449.06,1309,1309,47.0609,2228.71
17.2176,6550000,-17532.794921875,2275.48,1310,1310,45.7436,2457.39
23.075,6555000,-17980.15234375,2733.32,1311,1311,47.1965,2103.86
28.326,6560000,-17301.373046875,1589.71,1312,1312,46.5028,2330.84
37.7446,6565000,-17684.5390625,795.47,1313,1313,49.2403,718.95
19.9163,6570000,-17201.919921875,3286.96,1314,1314,47.1366,2421.5
15.8582,6575000,-17247.5546875,1931.77,1315,1315,45.4287,1734.15
12.4529,6580000,-17714.359375,1885.08,1316,1316,47.0133,1731.42
15.7444,6585000,-17417.865234375,1232.41,1317,1317,45.8755,887.95
19.687,6590000,-15960.5732421875,3660.55,1318,1318,47.7801,3421.72
13.281,6595000,-17460.845703125,2726.3,1319,1319,46.3271,2645.22
14.9378,6600000,-17938.13671875,2780.61,1320,1320,46.4664,2363.5
21.0937,6605000,-17788.98828125,2730.25,1321,1321,46.8407,2250.03
14.9743,6610000,-17509.56640625,2949.92,1322,1322,45.4899,2571.2
14.6655,6615000,-17544.25390625,2714.38,1323,1323,45.4096,2506.21
21.7636,6620000,-17438.861328125,1022.27,1324,1324,46.7795,1841.66
60.1166,6625000,-17198.001953125,609.47,1325,1325,50.2827,804.45
18.6643,6630000,-16595.095703125,825.43,1326,1326,46.4969,2282.63
16.0825,6635000,-16927.263671875,3438.61,1327,1327,46.5019,2507.48
29.5884,6640000,-17335.6171875,300.92,1328,1328,47.6565,854.96
20.6324,6645000,-17487.439453125,2928.79,1329,1329,46.9866,2591.04
19.9136,6650000,-17316.72265625,2272.82,1330,1330,47.256,1323.31
22.3231,6655000,-17351.59375,740.65,1331,1331,47.125,1364.17
16.7242,6660000,-17090.408203125,3096.98,1332,1332,46.4313,2913.75
16.1709,6665000,-17320.361328125,2432.44,1333,1333,45.981,2397.49
13.5088,6670000,-16655.5703125,1210.38,1334,1334,45.6148,1689.56
13.7308,6675000,-17595.5703125,780.42,1335,1335,46.7786,2104.61
15.6144,6680000,-17494.0234375,1272.3,1336,1336,47.2903,1770.91
13.5918,6685000,-17772.392578125,1503.33,1337,1337,47.5098,2063.6
15.6591,6690000,-17738.93359375,2420.64,1338,1338,46.9029,2349.49
22.3449,6695000,-17382.080078125,1608.5,1339,1339,46.4198,1426.92
22.4539,6700000,-15928.2587890625,2721.59,1340,1340,46.9638,2430.85
15.3782,6705000,-17495.09765625,2704.55,1341,1341,46.8167,2575.73
18.0279,6710000,-17122.169921875,2415.98,1342,1342,46.2237,2214.73
13.4293,6715000,-17197.95703125,2631.73,1343,1343,46.5135,2333.03
14.3296,6720000,-17571.25,1401.46,1344,1344,46.6863,1688.35
20.5269,6725000,-17168.345703125,1940.55,1345,1345,46.3756,2022.94
16.5071,6730000,-17541.603515625,882.5,1346,1346,45.1136,997.53
36.9924,6735000,-17653.63671875,-4.95,1347,1347,52.0863,-4.9
38.9368,6740000,-18026.3828125,583.84,1348,1348,48.9822,512.79
21.3029,6745000,-18058.705078125,1244.48,1349,1349,50.3505,1257.71
16.3084,6750000,-18004.2265625,2490.28,1350,1350,47.3901,2192.24
15.5285,6755000,-17751.876953125,2118.71,1351,1351,46.3449,1829.2
17.0067,6760000,-16539.8203125,3160.3,1352,1352,46.7517,1933.38
18.7256,6765000,-17556.798828125,2230.32,1353,1353,47.0121,695.67
24.0033,6770000,-17480.357421875,5.66,1354,1354,47.3901,22.62
18.0024,6775000,-17428.56640625,219.0,1355,1355,47.0229,818.09
19.626,6780000,-17373.255859375,567.78,1356,1356,46.6678,1171.58
22.0183,6785000,-17662.388671875,1354.48,1357,1357,46.8657,1609.08
15.5037,6790000,-16660.380859375,2683.52,1358,1358,45.5068,2115.4
17.4837,6795000,-17631.955078125,3478.33,1359,1359,48.1315,2942.87
19.4499,6800000,-17406.0859375,3317.61,1360,1360,45.4157,2835.78
22.9405,6805000,-16842.328125,3784.83,1361,1361,47.0036,3597.57
14.1006,6810000,-17520.62890625,3089.08,1362,1362,45.3888,2197.0
12.5649,6815000,-17915.435546875,1793.06,1363,1363,47.7719,1774.94
14.7165,6820000,-17301.998046875,3136.76,1364,1364,44.6152,3021.29
14.595,6825000,-17113.224609375,2939.64,1365,1365,45.0664,3062.31
21.8393,6830000,-17470.9296875,2841.12,1366,1366,47.9236,2864.45
13.8327,6835000,-17379.158203125,952.15,1367,1367,45.5314,1812.29
15.2132,6840000,-17804.9609375,1713.59,1368,1368,46.891,1820.84
15.5151,6845000,-17291.595703125,3248.11,1369,1369,45.729,3290.77
13.6359,6850000,-17918.32421875,3184.48,1370,1370,45.8325,2857.68
17.6075,6855000,-17858.185546875,834.78,1371,1371,47.3722,2801.22
15.5762,6860000,-17191.130859375,3223.19,1372,1372,45.6681,3153.17
14.1977,6865000,-17844.068359375,2457.47,1373,1373,46.8067,2237.76
14.745,6870000,-17939.96484375,2506.85,1374,1374,46.5846,2251.66
15.3334,6875000,-17949.751953125,2878.17,1375,1375,46.2012,2560.68
16.2213,6880000,-17647.900390625,2658.68,1376,1376,46.2288,2748.71
13.8043,6885000,-17630.466796875,2359.01,1377,1377,47.0102,2561.84
13.9622,6890000,-17909.330078125,3165.34,1378,1378,45.5752,2725.62
14.0342,6895000,-18027.01953125,997.62,1379,1379,46.6431,2618.07
16.6957,6900000,-17797.759765625,1759.86,1380,1380,46.4989,2146.8
16.0249,6905000,-17882.322265625,2059.76,1381,1381,46.4457,2009.03
16.396,6910000,-18019.162109375,973.95,1382,1382,47.5777,1546.51
12.8485,6915000,-17974.013671875,2613.97,1383,1383,46.1206,2669.23
15.8694,6920000,-17781.6171875,2808.36,1384,1384,46.9049,2497.23
15.6788,6925000,-17752.654296875,2946.56,1385,1385,45.1774,2276.41
17.7917,6930000,-17550.484375,1876.88,1386,1386,46.8637,2418.54
16.5126,6935000,-17967.330078125,482.25,1387,1387,46.487,2525.68
16.8334,6940000,-17846.224609375,3143.35,1388,1388,47.2325,2904.14
20.8677,6945000,-17622.673828125,2501.17,1389,1389,47.1897,2477.17
17.3624,6950000,-17872.798828125,3096.25,1390,1390,45.8603,3019.43
15.095,6955000,-17844.07421875,2366.6,1391,1391,45.9699,2554.63
21.0086,6960000,-17280.861328125,2531.67,1392,1392,48.6058,1161.22
16.202,6965000,-18052.5625,76.59,1393,1393,46.9802,1976.88
13.6307,6970000,-17982.78515625,2648.37,1394,1394,46.0803,2329.53
20.8657,6975000,-17311.67578125,343.6,1395,1395,49.2509,559.87
19.2626,6980000,-17867.373046875,2487.89,1396,1396,46.9883,1588.96
15.5004,6985000,-17933.12109375,3210.13,1397,1397,46.4442,2910.52
14.0762,6990000,-17549.470703125,2632.67,1398,1398,47.7983,2312.38
21.8835,6995000,-17905.23046875,449.43,1399,1399,47.6946,1869.64
15.3779,7000000,-17198.501953125,3169.38,1400,1400,45.1806,2890.97
14.046,7005000,-17335.58984375,2907.14,1401,1401,44.7634,2431.94
14.0192,7010000,-17827.2109375,2637.22,1402,1402,46.5229,2445.86
13.713,7015000,-17688.056640625,2549.06,1403,1403,46.1064,2106.72
16.3544,7020000,-17895.103515625,1545.58,1404,1404,46.5024,2067.94
18.1319,7025000,-17736.236328125,3427.16,1405,1405,46.8542,3060.88
16.4398,7030000,-17900.39453125,2424.11,1406,1406,46.4557,2305.17
19.5262,7035000,-17426.859375,3942.63,1407,1407,47.5116,3723.04
16.6991,7040000,-18036.349609375,324.03,1408,1408,46.8716,788.24
17.7958,7045000,-18010.388671875,2629.36,1409,1409,47.2335,2595.57
17.8481,7050000,-17802.958984375,2875.33,1410,1410,46.2801,2682.03
20.5242,7055000,-17918.3203125,3034.31,1411,1411,47.3861,2622.93
32.8778,7060000,-17673.88671875,811.76,1412,1412,47.3421,834.06
16.6588,7065000,-17930.564453125,2007.07,1413,1413,47.2117,1656.24
17.5782,7070000,-18171.359375,2887.48,1414,1414,47.3409,2837.97
13.6702,7075000,-17868.33203125,2653.39,1415,1415,45.5942,2677.46
15.2469,7080000,-18114.93359375,1052.75,1416,1416,47.0091,2397.85
14.117,7085000,-17868.533203125,3064.73,1417,1417,45.3914,2498.25
17.3232,7090000,-17595.53125,1992.19,1418,1418,46.0605,1913.53
19.3387,7095000,-16617.59375,3229.33,1419,1419,47.3646,2819.52
17.3007,7100000,-17813.3046875,1747.04,1420,1420,46.6332,2284.45
16.7501,7105000,-17440.8203125,2667.58,1421,1421,44.9655,2390.2
22.5651,7110000,-15915.0546875,739.36,1422,1422,47.4633,2247.52
18.2143,7115000,-17623.04296875,3038.86,1423,1423,47.3068,3086.87
18.8384,7120000,-18171.962890625,2582.61,1424,1424,48.1657,2304.73
16.6283,7125000,-17793.7265625,2950.74,1425,1425,47.2252,2754.01
20.6696,7130000,-16765.13671875,1601.66,1426,1426,47.9329,1143.28
20.0695,7135000,-17717.10546875,2425.52,1427,1427,46.4511,2029.44
47.5306,7140000,-18109.25390625,71.87,1428,1428,48.5206,687.77
18.303,7145000,-16869.087890625,2890.89,1429,1429,45.8178,3108.54
19.9909,7150000,-17098.837890625,2502.75,1430,1430,45.965,2087.46
16.6279,7155000,-17660.34375,2576.57,1431,1431,46.0759,2325.44
17.894,7160000,-16882.33984375,1988.53,1432,1432,46.082,1965.05
19.3985,7165000,-17000.107421875,1320.32,1433,1433,46.2785,1607.07
29.0894,7170000,-15823.232421875,757.42,1434,1434,48.6793,713.79
25.981,7175000,-15859.7861328125,1079.45,1435,1435,45.0068,1407.49
18.1137,7180000,-17179.275390625,3335.27,1436,1436,43.9714,3603.23
16.6632,7185000,-17094.31640625,1232.01,1437,1437,43.6203,2199.04
35.6891,7190000,-17604.0,2117.69,1438,1438,46.7597,1570.15
17.4405,7195000,-17010.345703125,3633.81,1439,1439,46.0037,2717.31
18.869,7200000,-17942.142578125,1904.95,1440,1440,45.8676,2643.39
18.3139,7205000,-17682.619140625,3302.38,1441,1441,45.7586,3534.03
18.3019,7210000,-16681.244140625,4037.36,1442,1442,43.7841,3704.0
17.9503,7215000,-17719.228515625,1827.57,1443,1443,46.979,2548.15
18.4517,7220000,-16969.41796875,4003.43,1444,1444,44.2985,3905.86
18.2784,7225000,-16587.662109375,4117.79,1445,1445,44.9466,4021.24
16.5812,7230000,-16944.21875,3804.3,1446,1446,44.285,3850.83
17.0581,7235000,-17730.818359375,3595.03,1447,1447,44.2386,3153.34
20.0155,7240000,-17287.740234375,2939.13,1448,1448,45.7487,3019.21
15.6934,7245000,-18028.556640625,2733.9,1449,1449,46.3757,2768.14
19.8799,7250000,-17465.140625,2634.1,1450,1450,45.133,2156.7
17.9322,7255000,-15317.21875,4147.24,1451,1451,44.8088,4152.05
19.5177,7260000,-17313.365234375,3852.95,1452,1452,44.9752,3734.26
16.2665,7265000,-17231.162109375,4226.76,1453,1453,43.3111,3889.18
15.2183,7270000,-16036.05078125,4001.71,1454,1454,43.7079,3893.02
15.7811,7275000,-16249.091796875,4179.15,1455,1455,43.6541,3803.81
17.8252,7280000,-17697.12890625,3681.22,1456,1456,45.1755,3302.17
15.42,7285000,-17143.763671875,2858.59,1457,1457,45.9982,3194.35
14.9564,7290000,-17667.26171875,2887.64,1458,1458,45.2591,2577.54
16.3421,7295000,-16121.6044921875,4007.28,1459,1459,45.0523,3372.19
16.3997,7300000,-17905.685546875,3390.3,1460,1460,45.0164,3372.69
15.617,7305000,-17456.251953125,2810.88,1461,1461,45.5067,2732.46
24.7875,7310000,-17936.052734375,138.59,1462,1462,46.3825,1590.52
13.0784,7315000,-17241.87890625,1769.47,1463,1463,43.8555,3141.74
14.2063,7320000,-16715.271484375,3800.67,1464,1464,43.7297,3660.93
15.077,7325000,-17679.546875,2744.94,1465,1465,44.3511,3016.99
23.7117,7330000,-17562.607421875,2193.23,1466,1466,45.1138,3014.71
14.9063,7335000,-17051.314453125,3600.95,1467,1467,43.9018,3332.56
15.3641,7340000,-17136.97265625,3128.56,1468,1468,44.3191,3427.65
15.7024,7345000,-16959.494140625,3718.62,1469,1469,44.3545,3614.22
14.1572,7350000,-17465.94140625,3525.85,1470,1470,44.5307,3486.2
15.6832,7355000,-17808.390625,1305.5,1471,1471,45.5476,1101.91
16.6908,7360000,-17475.671875,1737.04,1472,1472,46.7517,1871.63
16.1738,7365000,-15197.005859375,4100.44,1473,1473,43.1173,3813.35
20.6463,7370000,-16478.611328125,4728.46,1474,1474,46.1361,4233.02
16.9908,7375000,-16625.68359375,2370.4,1475,1475,45.4102,3400.68
16.7399,7380000,-17158.97265625,3693.3,1476,1476,43.649,3732.01
14.6454,7385000,-17758.6484375,2880.21,1477,1477,44.789,2473.47
13.8229,7390000,-17117.04296875,2997.94,1478,1478,44.0071,2910.22
16.8858,7395000,-16799.052734375,4128.7,1479,1479,43.1634,3517.69
18.6374,7400000,-17722.03125,346.25,1480,1480,46.0843,521.83
34.93,7405000,-17874.12890625,173.93,1481,1481,49.9518,199.26
20.1114,7410000,-17058.884765625,3397.91,1482,1482,44.0231,3226.84
14.457,7415000,-17284.939453125,2476.99,1483,1483,44.6956,2930.17
15.6758,7420000,-17594.482421875,2899.78,1484,1484,45.2906,2766.32
16.6158,7425000,-16957.8125,3721.52,1485,1485,44.4342,3650.29
16.8107,7430000,-17394.119140625,3724.5,1486,1486,44.7777,3598.06
18.2704,7435000,-17553.296875,3200.75,1487,1487,45.8152,3109.76
18.4734,7440000,-17419.08203125,3243.95,1488,1488,45.965,3395.28
19.0951,7445000,-17263.720703125,3075.08,1489,1489,45.5026,3036.37
15.561,7450000,-17162.302734375,3080.38,1490,1490,44.3838,3008.91
17.1407,7455000,-17837.76953125,2995.97,1491,1491,46.3358,2499.75
16.2917,7460000,-17422.53125,3553.03,1492,1492,44.6391,3358.06
18.0056,7465000,-17680.1875,3359.35,1493,1493,45.4428,3120.19
16.1411,7470000,-16625.962890625,3816.45,1494,1494,43.4257,3601.54
16.8018,7475000,-17717.546875,1279.29,1495,1495,44.7736,2909.02
19.1721,7480000,-16886.80859375,3662.59,1496,1496,45.7481,3684.15
19.7523,7485000,-14490.9169921875,4275.06,1497,1497,44.5928,3959.93
17.4058,7490000,-16848.03125,2102.64,1498,1498,44.511,2924.89
19.2118,7495000,-17665.068359375,2524.39,1499,1499,45.2362,3015.81
