Itration,Real Det Return,Running Forward KL,Running Reverse KL,Real Sto Return
338,651.67,75.2672,30.4001,274.54
339,810.75,74.3785,30.2389,265.88
340,813.89,74.4288,30.4521,279.6
341,907.84,75.2923,30.6152,247.07
342,808.88,75.1428,29.8867,309.05
343,811.0,74.6215,30.2939,249.4
344,858.74,74.204,30.2119,263.96
345,805.76,75.8443,30.4905,274.44
346,711.17,74.7644,30.2402,186.94
347,854.05,75.6548,30.4775,291.25
348,760.13,74.9848,30.371,246.18
349,761.36,75.2355,30.7889,281.37
350,858.62,75.1745,31.0978,302.48
351,857.24,76.0739,30.9176,295.67
352,754.23,75.1413,31.1983,208.79
353,755.47,74.3175,32.4612,239.55
354,852.45,75.4298,30.6083,259.06
355,850.35,75.3137,30.9322,235.72
356,702.1,74.8549,30.2366,222.37
357,558.68,75.3841,30.7309,293.13
358,704.97,75.8111,30.6394,273.55
359,758.19,75.0687,30.9639,273.88
360,761.17,75.4677,30.849,276.55
361,606.55,75.9583,30.2449,211.44
362,761.05,75.9204,30.7658,286.11
363,998.64,75.0422,30.7126,252.61
364,850.05,75.8584,31.1915,150.47
365,901.7,75.3584,30.6592,219.51
366,611.75,74.9221,30.2801,228.46
367,706.49,76.2492,30.9875,289.34
368,854.57,75.2145,30.7488,287.08
369,807.81,76.8789,30.6436,220.72
370,754.28,75.2461,30.6586,245.54
371,810.8,75.2197,30.7119,220.18
372,708.64,75.7389,30.5251,282.75
373,867.1,75.3545,30.6862,274.88
374,758.27,75.9856,30.6971,211.23
375,962.2,75.5754,30.7324,271.95
376,864.28,74.9039,30.698,302.01
377,757.25,75.7112,30.8684,302.64
378,858.45,75.8654,30.4572,276.66
379,816.33,75.2223,30.6721,285.57
380,702.0,74.9797,30.8556,253.31
381,910.9,74.8184,30.565,231.26
382,964.4,75.0796,30.4208,248.87
383,863.75,74.981,30.613,289.7
384,810.05,74.5287,30.5783,239.32
385,890.07,75.4081,30.4262,248.21
386,801.8,74.5139,30.526,290.09
387,915.17,74.9523,30.3053,213.14
388,609.49,75.2581,30.9629,270.59
389,911.78,75.3461,30.6856,242.96
390,952.2,74.9895,30.6164,277.24
391,768.09,75.1108,30.1617,260.32
392,948.19,74.8454,30.7356,285.9
393,808.19,75.4152,30.6842,250.23
394,864.4,75.3062,30.6758,238.03
395,859.04,75.2631,30.5323,285.5
396,860.86,75.9039,30.4936,284.06
397,902.04,75.3813,30.9039,288.12
398,905.94,75.295,30.7009,290.73
399,905.48,75.2097,30.3155,299.52
400,858.09,74.9315,30.4987,297.93
401,851.19,74.4619,30.3522,292.36
402,804.72,74.9391,30.2014,325.33
403,833.0,74.4369,30.2767,254.99
404,749.95,75.2773,30.6611,218.19
405,852.08,74.7457,29.8707,191.92
406,914.29,74.1163,30.4016,257.88
407,759.06,74.5756,30.1606,288.48
408,853.82,74.8704,31.202,266.24
409,757.43,73.9697,30.0694,281.96
410,858.07,74.0069,30.9663,191.08
411,904.18,75.1106,30.8666,248.78
412,889.71,74.9884,30.7589,249.17
413,807.5,74.5798,30.3567,285.85
414,789.57,75.22,30.4217,245.58
415,840.34,75.7302,31.0047,181.39
416,704.82,75.4244,30.893,250.75
417,783.72,74.1679,30.4235,253.48
418,756.64,75.2542,30.5948,233.06
419,757.46,73.9522,30.2607,205.92
420,502.89,74.7403,30.7656,204.02
421,754.42,75.5493,30.8474,236.65
422,858.68,75.2234,30.7185,290.65
423,801.71,76.0491,31.2886,187.37
424,629.78,75.274,30.3071,192.91
425,801.54,75.2076,30.9798,210.61
426,796.91,73.711,30.6466,272.36
427,795.03,75.8188,31.0495,180.28
428,744.31,74.4933,30.494,234.91
429,788.49,75.2471,30.2824,213.81
430,643.12,74.4773,30.2803,212.77
431,796.46,75.2093,30.7356,237.37
432,847.1,75.2028,30.9146,239.43
433,791.67,74.6528,31.0391,192.42
434,640.75,75.897,31.1837,253.1
435,680.77,74.3583,31.2114,285.22
436,501.5,75.0755,30.6984,245.61
437,742.54,75.758,31.0776,240.96
438,885.25,73.7157,30.2324,187.21
439,796.29,74.562,30.689,236.13
440,596.65,75.1224,31.0066,291.97
441,895.98,75.5226,31.3958,252.27
442,745.68,75.532,31.1684,230.36
443,828.16,74.3819,30.8482,218.6
444,872.17,75.7456,31.2235,240.6
445,689.46,74.0038,30.5615,239.72
446,745.03,76.2009,31.2705,240.75
447,894.75,74.4714,30.647,267.35
448,800.84,75.5311,30.7069,261.7
449,751.95,74.664,30.6781,166.27
450,944.15,74.886,31.2245,247.08
451,837.75,74.6671,30.4779,266.97
452,652.26,75.4382,30.4844,244.3
453,894.37,75.0619,30.9541,214.64
454,884.06,74.5291,31.2241,306.72
455,744.6,74.2585,30.5102,226.41
456,917.73,75.8433,31.7403,250.7
457,853.3,75.6309,30.8825,280.49
458,716.55,75.3717,30.815,260.95
459,758.41,75.4346,31.3965,238.51
460,946.6,75.1016,31.032,306.91
461,646.2,74.8131,30.9406,255.86
462,699.06,75.1896,30.8727,232.71
463,730.91,74.0483,30.9658,189.03
464,720.85,74.946,30.7823,284.48
465,880.14,75.1738,31.1241,236.89
466,690.3,75.4278,31.176,218.01
467,775.33,74.6098,30.5879,274.18
468,578.86,75.9116,30.9253,280.28
469,820.44,75.6556,31.1889,229.01
470,835.21,75.0331,30.8996,249.91
471,788.38,75.9027,30.8566,225.72
472,728.62,75.4902,30.8196,264.85
473,832.53,74.4623,30.8443,237.88
474,926.33,75.6035,30.3371,201.18
475,698.08,75.1071,30.3261,198.94
476,591.66,75.1279,30.4987,236.25
477,607.05,75.1897,30.4444,228.04
478,647.31,74.0509,30.753,282.56
479,676.69,74.9547,30.8648,289.67
480,686.99,75.0834,30.7864,174.81
481,641.78,75.061,31.1182,257.25
482,642.6,75.6592,31.1766,248.42
483,879.1,75.0115,31.2638,299.15
484,683.27,74.1491,31.2712,244.68
485,830.44,76.2454,31.1497,274.8
486,981.31,74.9973,31.1262,235.87
487,678.63,74.8005,31.2131,249.98
488,689.35,75.0557,30.7737,254.95
489,789.16,74.4438,31.0602,296.6
490,981.58,75.0547,30.8983,243.46
491,745.45,74.9834,31.3782,222.49
492,889.41,75.6576,30.8187,282.41
493,746.8,75.4426,31.4628,306.2
494,836.75,75.5858,30.8728,228.21
495,740.98,74.3783,30.6947,316.37
496,787.95,75.0288,30.9845,273.32
497,846.35,75.5263,31.0062,199.39
498,838.9,75.1292,30.7912,227.35
499,760.07,75.7263,31.2022,225.1
500,778.74,74.0365,31.0395,250.49
501,789.11,75.5959,31.1478,233.69
502,802.16,75.7379,31.2409,236.96
503,740.72,74.6459,30.6698,229.3
504,686.94,76.0399,31.0874,283.07
505,827.39,75.0245,30.6608,264.76
506,688.6,74.9603,31.1309,219.11
507,901.67,75.0724,31.246,276.03
508,791.86,75.609,31.5133,172.44
509,735.63,75.3386,31.0314,239.08
510,845.73,75.1717,31.2056,155.68
511,790.48,75.0352,31.2624,237.66
512,692.55,74.2879,30.796,302.91
513,918.75,75.2471,31.3005,260.02
514,889.21,74.486,30.9168,261.5
515,927.52,74.9987,30.5703,308.36
516,795.34,74.3909,30.9958,252.01
517,840.14,75.7688,31.0936,281.23
518,692.38,75.468,30.7459,292.82
519,841.1,75.2304,30.8485,276.76
520,791.79,75.9808,31.1386,242.58
521,631.24,75.4455,31.1522,227.51
522,634.07,74.3856,30.7558,192.89
523,699.27,75.793,31.2995,224.02
524,689.74,74.9552,30.7749,258.26
525,598.96,76.0027,30.6537,218.02
526,693.71,75.1701,31.0421,271.68
527,717.57,75.3775,30.8063,238.34
528,673.42,76.008,31.8217,274.7
529,667.23,75.78,31.4796,266.8
530,709.17,76.1352,31.2749,210.1
531,617.59,75.4324,30.6961,217.59
532,525.59,75.1884,31.1578,197.41
533,707.61,75.4609,31.5046,252.22
534,728.8,75.8744,31.5002,252.94
535,587.35,76.3549,31.1581,276.76
536,818.88,75.4768,31.5232,229.32
537,679.83,75.9457,31.5756,160.99
538,680.52,74.9656,31.0734,241.55
539,532.48,75.9835,31.4122,226.79
540,731.04,75.8095,30.8609,177.48
541,788.12,74.1644,30.9592,229.73
542,588.59,74.8394,30.8593,220.64
543,683.53,76.2818,30.7923,290.37
544,787.68,75.1158,30.9229,222.95
545,840.2,75.7473,31.3293,215.29
546,753.49,75.001,31.5757,252.47
547,690.0,75.952,31.7586,318.87
548,773.33,75.5653,31.963,258.5
549,777.04,75.7031,31.5181,207.59
550,783.75,75.3473,31.4199,262.91
551,743.1,75.2028,31.1365,288.86
552,770.96,75.7764,31.6453,261.56
553,737.9,75.6983,31.1759,322.38
554,734.07,75.7521,31.2053,298.56
555,779.78,76.1791,31.543,282.37
556,829.06,76.1306,31.3404,171.71
557,646.63,75.0412,31.2008,226.49
558,724.98,75.7035,31.1066,231.94
559,686.38,74.9843,31.1629,232.21
560,727.37,75.5649,31.368,222.19
561,684.14,76.0955,31.8877,255.93
562,602.42,75.1133,30.8373,244.55
563,844.58,75.5007,30.7038,252.79
564,900.29,76.1039,31.3705,265.61
565,727.05,75.7797,31.222,287.71
566,831.43,75.8271,31.0573,229.4
567,972.77,74.7243,31.0135,307.84
568,838.81,75.6725,32.1995,238.18
569,768.65,76.2525,31.4433,213.73
570,591.45,75.8217,31.6172,226.02
571,839.74,75.2467,31.2812,250.01
572,835.63,75.3386,31.3237,271.94
573,920.2,75.0794,30.938,279.7
574,922.46,75.9379,31.546,263.23
575,637.21,75.5844,31.4475,287.76
576,843.32,75.9742,30.8189,265.19
577,828.66,74.6083,31.0553,244.0
578,892.31,75.5512,30.9275,252.8
579,873.44,75.4966,31.24,198.32
580,790.02,74.9204,31.0797,235.09
581,935.68,75.8528,31.1851,299.33
582,694.49,75.4174,31.5022,272.45
583,730.46,75.5016,31.4485,256.84
584,886.55,76.3491,31.6364,295.57
585,787.73,75.8115,31.3095,247.68
586,887.01,74.9284,31.3488,219.5
587,740.78,75.2893,30.7258,210.8
588,932.07,75.2087,30.8093,256.12
589,794.08,75.2668,30.9853,229.49
590,936.55,75.3816,30.7673,257.35
591,836.14,75.2375,31.231,234.98
592,838.98,74.572,31.1532,303.19
593,887.16,74.6019,30.9207,266.02
594,869.46,75.5492,31.4549,286.91
595,833.47,75.8093,30.9286,227.1
596,918.54,74.853,31.034,260.4
597,775.13,76.3744,31.691,277.36
598,870.47,75.9066,31.1,265.49
599,883.47,75.5663,31.1885,189.89
