Real Det Return,Running Forward KL,Running Reverse KL,Real Sto Return,Itration
4182.06,59.7002,39.9587,4094.67,97
4984.07,59.2276,39.0722,4270.19,98
4368.78,59.1041,36.8689,3427.6,99
3999.89,60.4943,45.569,2837.84,100
4028.07,59.0774,35.2917,2791.98,101
4515.09,62.2371,48.2452,2523.12,102
4826.05,58.5829,40.1966,3764.2,103
3771.12,56.6697,34.6384,2769.52,104
4366.64,61.1575,43.8207,3603.01,105
4811.22,60.7247,45.4791,3960.29,106
3339.44,61.6734,43.677,2578.54,107
4916.28,62.9919,53.3931,3501.21,108
5110.53,60.1344,42.3347,4571.28,109
4651.33,61.5102,45.4001,3854.79,110
4918.82,62.424,49.8921,3782.37,111
4879.01,62.2755,49.3405,4470.75,112
4646.3,60.3226,42.0879,4287.21,113
4837.43,61.7217,47.7238,3941.81,114
4672.28,59.6859,37.3324,4369.81,115
5222.88,63.5966,49.3378,4270.25,116
5227.64,61.9639,47.4713,4672.46,117
5100.08,61.725,45.352,4070.82,118
5328.15,64.1579,54.4597,4752.3,119
5264.88,60.6852,46.0009,4585.33,120
5213.47,61.9382,49.0564,4992.42,121
4655.93,62.0465,47.2727,4403.32,122
4817.84,61.8519,48.3791,4796.8,123
5019.99,60.6204,42.9948,4603.62,124
5308.01,62.9095,46.9116,4230.21,125
4767.77,62.7296,49.5984,4282.08,126
4495.97,60.8039,42.4599,3954.51,127
5530.29,64.0817,52.4901,4349.06,128
5055.62,63.9858,50.9621,4189.77,129
4651.88,62.5841,46.0754,3745.15,130
4201.99,60.2989,38.2209,4401.44,131
4498.35,65.5489,56.2641,3813.68,132
5143.44,62.4016,49.539,3771.12,133
5183.57,61.1821,43.9128,4250.15,134
5556.8,61.7434,46.551,3476.57,135
4237.14,59.9011,39.4652,3362.92,136
4885.0,62.44,43.4827,4566.8,137
5191.03,62.9621,50.3537,3645.99,138
4963.52,61.0676,43.4613,4133.05,139
5574.4,64.4909,54.9974,4623.21,140
5315.09,65.8557,56.4624,4665.14,141
5081.55,62.6393,47.3956,4626.17,142
5595.78,63.7646,49.5756,4465.44,143
5293.28,62.7215,48.9053,3667.47,144
5396.33,61.8964,45.1228,4869.39,145
5569.47,66.55,53.0941,4947.18,146
5363.86,61.1006,38.3026,4922.18,147
4808.99,62.7426,49.0426,4035.9,148
5724.29,62.0812,49.4873,4705.76,149
5166.96,64.9809,50.7174,4221.84,150
5449.83,61.7515,45.5495,5111.44,151
5357.36,66.1604,55.2228,4721.82,152
5419.76,65.6245,51.4877,4510.53,153
5708.6,64.8127,50.7312,4599.54,154
5012.89,64.0532,49.2353,4760.94,155
5295.93,61.895,45.8181,4680.93,156
5540.25,61.3369,43.3416,4867.66,157
5238.55,65.5127,52.0308,5016.47,158
5106.22,64.6793,53.5058,4515.38,159
5377.83,64.4783,50.4972,4922.35,160
5212.6,66.2312,60.1067,4231.03,161
5639.19,63.5794,48.3146,4974.29,162
5558.33,67.4005,59.7398,4194.81,163
5589.71,62.8023,48.6595,4233.35,164
5659.19,63.4531,49.6046,4944.35,165
5511.56,66.2186,54.0988,5184.17,166
5575.89,67.2779,59.7176,4831.85,167
5195.25,62.5076,47.5679,4728.22,168
5057.62,67.7728,60.4182,4507.33,169
5384.41,65.5465,52.8922,4297.94,170
4873.65,62.7806,51.1504,4353.09,171
5012.69,62.088,44.911,4082.34,172
4904.06,61.4299,41.7589,4868.82,173
5609.82,68.3674,61.7828,4216.11,174
5683.75,65.3838,56.8471,5020.35,175
5690.93,65.2244,52.2325,4771.97,176
5600.43,63.431,50.6659,5193.3,177
4947.91,68.2213,56.7874,4795.21,178
5364.44,67.3744,57.5114,4763.38,179
4389.48,68.0908,57.13,4358.12,180
5454.03,67.5748,58.4768,4962.32,181
5380.37,63.1082,49.2391,4441.85,182
5210.61,64.8003,54.7693,4846.93,183
4767.58,62.5525,54.0552,5123.86,184
5563.0,67.588,61.2952,5060.75,185
5061.56,65.7016,57.5748,3351.66,186
5398.22,62.9833,48.5413,4824.07,187
5179.8,64.677,54.9047,4761.92,188
5292.96,66.7161,57.6836,4943.3,189
5569.88,65.8812,60.4284,5238.48,190
5355.54,68.1558,58.2571,5181.42,191
4588.33,67.8604,61.6441,4149.98,192
5799.16,65.6175,47.8771,5140.43,193
5592.2,65.2586,53.3787,4727.18,194
4811.7,68.1224,61.4582,4482.51,195
5467.81,69.1317,62.4132,5188.29,196
5597.22,67.3569,59.1056,4812.68,197
5639.95,66.5553,53.0891,5000.12,198
5743.33,66.5075,58.7923,5057.56,199
5569.57,65.3758,55.6718,5074.12,200
5490.65,67.5358,60.0269,4983.07,201
5445.17,67.4001,57.3873,5177.39,202
5348.76,68.6593,65.0856,4258.74,203
5634.49,64.9756,55.9498,5419.32,204
5654.57,67.595,57.1708,5379.48,205
5434.56,66.8171,58.8556,4894.44,206
5568.52,67.499,62.3372,5098.91,207
5714.99,68.7695,63.3164,5094.89,208
5281.25,70.1338,64.3397,5084.18,209
5102.19,65.9246,59.1315,4306.74,210
5521.68,70.9726,64.6452,4776.76,211
5012.07,68.8089,63.0235,5127.67,212
5334.05,68.6704,59.6338,4756.89,213
5126.98,67.0583,59.7844,5319.0,214
5335.79,65.1282,56.6641,4699.39,215
5410.48,69.7858,62.2066,5116.66,216
5541.91,66.3657,56.0649,5203.89,217
5546.39,68.8324,61.1071,5407.0,218
5461.7,64.2794,50.7873,5165.75,219
4779.97,66.5732,59.8681,4040.86,220
5752.75,67.3589,61.7476,4858.47,221
5334.92,66.4196,61.6177,4671.96,222
5300.89,70.0508,63.6038,5113.53,223
5584.59,68.625,59.8721,5184.76,224
5250.5,69.0024,63.5697,5107.63,225
5755.13,71.2326,66.2272,5434.4,226
5501.41,68.741,63.6171,4689.41,227
5296.49,67.8153,60.0783,4746.02,228
5742.31,68.7821,63.9893,5124.87,229
5692.37,67.1783,55.9643,4193.13,230
5722.05,71.6046,67.8353,5168.15,231
5506.59,69.944,63.858,5226.0,232
5866.84,71.0968,63.5137,4498.93,233
5835.97,70.5967,62.4128,5348.95,234
5570.88,67.6621,62.5068,4966.03,235
5201.13,67.265,61.3375,4535.34,236
5443.05,71.8217,66.8167,4684.88,237
5675.98,70.0795,66.0483,5310.24,238
5703.79,68.2893,62.3938,4702.87,239
5735.91,70.3448,63.0362,4778.13,240
5666.86,70.8818,65.5048,5292.53,241
4466.05,72.3833,64.1368,4911.76,242
5543.14,71.0381,62.6826,4484.09,243
5440.14,69.5408,62.3416,5293.81,244
4796.39,70.5961,62.0304,4596.57,245
5320.61,68.1213,59.0648,4438.16,246
5332.23,70.9443,64.196,3889.14,247
5412.39,69.0824,61.3177,4610.7,248
5369.05,70.4393,61.6356,3462.68,249
5039.92,65.6492,53.2057,4195.21,250
5402.69,70.1354,61.568,4719.51,251
4562.35,68.7711,58.6586,5133.81,252
5105.51,70.0422,60.6862,4122.77,253
5056.98,70.1106,62.1452,4751.03,254
4562.32,70.0948,60.7787,3000.09,255
4536.44,68.8053,58.3991,3331.76,256
5223.67,70.7444,61.3161,4494.43,257
5621.35,66.4168,55.1583,4701.86,258
5275.68,68.3255,58.6872,3795.76,259
5208.06,70.7064,63.0211,4919.96,260
5377.93,69.5381,58.4979,3278.18,261
4735.25,70.5706,60.0412,4770.74,262
4409.21,68.9984,59.9812,2966.6,263
4907.97,68.4792,58.0109,2965.59,264
4981.8,71.1308,66.2419,4006.41,265
5177.51,68.8289,60.369,3960.27,266
5433.85,71.4318,62.7747,3623.8,267
4867.37,71.5177,65.6342,4447.77,268
4418.04,71.3362,64.1001,4084.1,269
5287.37,68.965,61.1661,4411.9,270
5226.01,63.8259,49.1331,4666.73,271
5384.86,67.7703,59.2065,5187.74,272
4726.88,70.0787,59.3923,4390.21,273
4093.25,65.4654,54.6462,3935.6,274
4044.21,68.9639,58.2337,4322.18,275
4179.47,68.9581,59.3324,3250.14,276
5242.37,66.3357,54.8954,4081.02,277
5444.55,69.0672,62.1807,3988.04,278
5244.41,68.8008,62.1842,4271.5,279
5278.8,68.9607,60.2259,4333.62,280
5794.98,68.4422,59.7931,5054.52,281
5387.73,67.7566,57.3888,4851.56,282
5815.89,70.4738,59.9699,4422.91,283
5206.93,64.7505,51.4228,4751.1,284
5120.44,65.0963,55.5448,4416.93,285
4698.98,69.4663,59.2836,4043.26,286
5402.87,65.9941,54.4088,4182.22,287
4900.08,71.6029,63.1997,3913.45,288
5016.05,69.5311,59.4907,4145.43,289
4415.03,71.2122,61.779,4359.18,290
4526.79,64.918,51.303,4984.21,291
4706.34,69.302,59.6374,4299.22,292
3756.96,69.2082,60.7048,3600.98,293
5392.76,65.0104,52.5408,4224.65,294
5120.75,66.7498,54.9814,4737.0,295
4267.24,69.9045,61.1414,3945.61,296
4988.51,71.106,63.0013,4027.29,297
4821.6,72.8658,65.5675,4422.3,298
5227.32,71.0341,64.0374,4258.76,299
5619.39,70.88,63.0187,4234.0,300
4063.48,70.0679,60.8975,3797.69,301
4923.33,70.0905,61.9524,5213.62,302
4770.99,71.0049,61.735,3670.77,303
5146.06,71.5808,64.1875,4166.58,304
5220.14,66.5462,56.3696,4917.66,305
5454.24,71.6907,66.1507,4732.03,306
5330.94,66.7298,54.2755,3792.67,307
5625.8,71.1178,64.8817,5078.94,308
4667.86,72.6537,65.7543,3539.65,309
5392.54,70.2709,62.1405,4764.36,310
4926.16,72.7387,65.6597,3744.47,311
5128.45,71.8257,64.261,4802.93,312
4934.24,71.3933,63.5255,4114.82,313
5905.78,69.6115,60.578,5217.23,314
4473.71,65.1979,51.2105,4866.87,315
5611.75,70.7097,62.7241,4874.06,316
5303.06,66.2699,54.2145,4110.39,317
5648.75,70.6343,62.3647,4832.55,318
5418.09,70.3435,62.1653,4442.26,319
4918.33,64.9068,47.87,4619.63,320
5684.01,71.4029,65.5687,5375.97,321
5510.54,65.4151,52.465,4538.51,322
5929.21,70.6742,62.6641,4767.39,323
5192.49,67.0954,54.8983,5214.17,324
5307.33,70.2176,59.9937,3405.09,325
5121.63,68.5145,57.7809,4114.65,326
5662.68,69.2318,55.8917,4860.24,327
