Real Det Return,Reward Loss,Real Sto Return,Running Reverse KL,Running Forward KL,Running Update Time,Running Env Steps,Itration
3789.27,-611.1177368164062,3740.35,19.8118,44.7453,94,470000,94
3711.52,-613.4022827148438,3568.95,20.6014,44.8666,95,475000,95
3794.21,-619.3362426757812,3731.83,19.1317,44.7354,96,480000,96
3743.74,-651.2266235351562,3150.27,17.2737,44.2669,97,485000,97
3790.69,-638.6873779296875,3607.12,20.2577,44.6523,98,490000,98
3767.19,-655.9871215820312,3650.06,17.4715,44.1222,99,495000,99
3788.54,-665.4334106445312,3201.11,19.4452,44.9084,100,500000,100
3685.18,-713.5233764648438,3478.87,18.3441,44.7715,101,505000,101
3851.29,-662.93798828125,3508.87,19.7488,45.0982,102,510000,102
3777.7,-680.0104370117188,3679.62,18.2591,44.3302,103,515000,103
3776.46,-702.2764282226562,3358.07,19.6035,45.118,104,520000,104
3787.94,-687.4966430664062,3567.5,18.9004,44.1992,105,525000,105
3794.34,-682.6302490234375,3739.69,18.2439,44.6723,106,530000,106
3736.04,-714.7586669921875,3712.18,19.7548,45.0452,107,535000,107
3801.88,-712.4060668945312,3776.6,18.9562,44.5269,108,540000,108
3813.21,-708.8111572265625,3756.4,18.3118,44.2812,109,545000,109
3763.35,-719.3191528320312,3797.69,18.5744,43.9906,110,550000,110
3787.04,-742.3363037109375,3759.42,17.9922,43.8792,111,555000,111
3829.21,-763.8977661132812,3619.32,18.3004,44.0854,112,560000,112
3852.77,-720.992431640625,3855.46,18.6707,44.1348,113,565000,113
3808.96,-772.7822265625,3418.87,18.312,43.8417,114,570000,114
3756.39,-780.1911010742188,3694.81,18.2409,44.4429,115,575000,115
3862.78,-754.24853515625,3832.89,17.6688,43.5994,116,580000,116
3803.99,-790.3056030273438,3692.05,18.6131,44.2625,117,585000,117
3763.89,-807.9005737304688,3763.08,18.589,44.2213,118,590000,118
3833.49,-788.4989013671875,3718.32,17.0514,43.8142,119,595000,119
3773.45,-809.8946533203125,3775.66,19.4881,44.3668,120,600000,120
3814.59,-815.1290893554688,3735.13,18.7499,44.6475,121,605000,121
3783.19,-821.18896484375,3693.14,18.6978,44.1246,122,610000,122
3850.98,-827.8352661132812,3761.93,17.4102,44.1351,123,615000,123
3830.98,-899.1727905273438,3610.06,16.5809,43.986,124,620000,124
3827.44,-846.8234252929688,3648.78,17.8652,43.6747,125,625000,125
3879.6,-845.8569946289062,3800.24,18.6925,44.6243,126,630000,126
3877.13,-839.9133911132812,3837.17,16.5068,43.6612,127,635000,127
3831.8,-865.5435791015625,3758.01,17.6609,43.933,128,640000,128
3830.91,-875.1494750976562,3792.72,17.8522,44.0172,129,645000,129
3904.41,-870.982666015625,3860.02,18.389,43.6858,130,650000,130
3881.65,-852.7835083007812,3822.36,17.118,43.5374,131,655000,131
3803.38,-906.800537109375,3822.28,18.4378,44.6237,132,660000,132
3913.89,-885.2123413085938,3824.91,17.7173,43.7201,133,665000,133
3797.53,-936.8709716796875,3788.81,17.6304,44.0042,134,670000,134
3870.14,-928.2352905273438,3819.8,17.5603,43.945,135,675000,135
3832.93,-914.951416015625,3841.36,17.133,44.0373,136,680000,136
3917.64,-905.656982421875,3923.82,19.0435,43.8797,137,685000,137
3831.5,-947.707763671875,3840.33,15.6154,43.6991,138,690000,138
3920.1,-930.30419921875,3856.05,17.1676,43.9754,139,695000,139
3879.16,-934.1160278320312,3829.88,17.9037,43.4739,140,700000,140
3975.82,-912.4275512695312,3952.82,17.4485,43.2491,141,705000,141
3973.38,-949.6454467773438,3883.37,16.2626,43.7816,142,710000,142
3935.28,-961.608642578125,3868.81,18.129,43.8613,143,715000,143
3948.02,-990.6200561523438,3828.67,16.48,43.6932,144,720000,144
3882.61,-979.1137084960938,3911.14,18.2287,44.0876,145,725000,145
3821.39,-997.7407836914062,3865.8,16.7628,43.3936,146,730000,146
3937.53,-961.4077758789062,3881.31,17.3508,43.3089,147,735000,147
3905.44,-991.099853515625,3894.19,16.8728,43.2705,148,740000,148
3852.83,-1009.008544921875,3706.7,17.0924,43.4353,149,745000,149
3867.6,-1039.662109375,3903.55,17.0489,43.383,150,750000,150
3948.4,-1001.729248046875,3919.99,18.2628,43.6513,151,755000,151
3809.69,-1086.4659423828125,3812.37,16.4315,44.0862,152,760000,152
3967.89,-1036.181884765625,3933.04,16.3421,43.1963,153,765000,153
3964.15,-1012.40478515625,3950.41,16.7254,43.2008,154,770000,154
3991.09,-1034.8890380859375,3925.97,18.6524,43.9068,155,775000,155
3994.44,-1019.6278076171875,3948.91,17.4842,42.9922,156,780000,156
3997.52,-1087.825927734375,3931.88,18.4922,43.8429,157,785000,157
3908.32,-1074.5594482421875,3911.74,16.3031,43.4929,158,790000,158
3979.12,-1090.14892578125,3907.85,16.0233,43.2678,159,795000,159
3945.55,-1103.3319091796875,3918.47,16.6329,43.6986,160,800000,160
4018.65,-1070.3173828125,3942.23,17.4138,43.5538,161,805000,161
3930.86,-1115.091064453125,3913.61,16.4071,43.3451,162,810000,162
3950.18,-1127.8023681640625,3918.96,16.7358,43.1861,163,815000,163
4032.55,-1109.7080078125,3973.26,16.5676,43.0535,164,820000,164
3914.61,-1156.8970947265625,3758.62,15.5896,42.9147,165,825000,165
3981.08,-1153.594482421875,3956.92,16.5926,43.368,166,830000,166
3937.35,-1134.9808349609375,3951.75,17.3973,43.6315,167,835000,167
3968.19,-1167.0059814453125,3943.57,16.9106,43.1668,168,840000,168
4048.76,-1134.2193603515625,4022.37,16.3336,43.2928,169,845000,169
4021.29,-1179.546142578125,3963.37,16.6669,43.2197,170,850000,170
3993.9,-1164.884765625,3977.34,17.0235,43.3145,171,855000,171
3954.47,-1212.8543701171875,3924.85,15.7642,43.727,172,860000,172
3934.13,-1224.04296875,3917.93,15.8731,43.2267,173,865000,173
3924.76,-1191.6085205078125,3901.94,17.1217,43.7362,174,870000,174
4041.5,-1229.8359375,3977.35,16.061,43.4881,175,875000,175
4055.63,-1221.4752197265625,4025.67,16.655,43.584,176,880000,176
3889.54,-1260.559814453125,3916.7,16.4417,43.2993,177,885000,177
3935.48,-1256.1357421875,3886.64,16.0969,43.4904,178,890000,178
3976.64,-1253.885498046875,3935.76,15.9745,43.5452,179,895000,179
3956.54,-1272.6929931640625,3954.66,16.3423,43.3059,180,900000,180
4121.15,-1221.112548828125,4109.9,17.0624,42.9898,181,905000,181
3988.39,-1269.20458984375,4027.9,17.8526,43.743,182,910000,182
4036.25,-1273.80322265625,4019.42,16.7754,43.4976,183,915000,183
3977.3,-1329.8349609375,3909.2,15.3793,43.0538,184,920000,184
3983.65,-1286.455810546875,3965.35,16.7727,43.4682,185,925000,185
4036.78,-1312.4384765625,4026.34,17.6091,43.2443,186,930000,186
3894.8,-1333.6434326171875,3953.65,16.7015,43.71,187,935000,187
4061.46,-1304.7430419921875,4070.44,17.0625,43.1744,188,940000,188
4055.69,-1325.47998046875,4019.55,16.9828,43.5628,189,945000,189
4024.08,-1361.992431640625,3993.08,15.4701,43.0719,190,950000,190
4072.56,-1332.3780517578125,4033.5,17.5371,43.2183,191,955000,191
4137.96,-1362.2886962890625,4081.35,16.3707,43.2378,192,960000,192
3979.06,-1401.2794189453125,3924.88,16.1624,43.1986,193,965000,193
4059.88,-1375.042724609375,4047.89,15.7655,42.9174,194,970000,194
4174.7,-1315.5042724609375,4099.33,17.3582,42.6848,195,975000,195
4049.95,-1395.125,4032.79,16.6808,43.4658,196,980000,196
4047.39,-1433.9613037109375,3983.4,15.7126,43.3782,197,985000,197
4083.35,-1408.57470703125,4062.18,16.8105,43.2747,198,990000,198
4042.27,-1432.01611328125,4023.3,15.9871,42.9738,199,995000,199
4074.92,-1428.87255859375,4040.15,16.4021,42.7213,200,1000000,200
4054.78,-1447.7904052734375,3996.23,14.625,43.0043,201,1005000,201
4061.75,-1447.059814453125,3971.69,16.6531,43.0217,202,1010000,202
4023.46,-1455.417236328125,3997.42,16.2338,42.6064,203,1015000,203
4112.02,-1454.4298095703125,3973.72,15.7391,42.0883,204,1020000,204
4124.11,-1473.7313232421875,4015.48,16.0246,42.8782,205,1025000,205
4030.39,-1514.4544677734375,3936.81,15.4709,42.9366,206,1030000,206
4060.64,-1572.482666015625,3998.25,14.3,43.3573,207,1035000,207
4071.21,-1519.074462890625,3956.82,15.2523,42.8365,208,1040000,208
3985.33,-1555.5126953125,3942.78,14.9626,42.7479,209,1045000,209
4074.48,-1552.5877685546875,3967.44,14.6557,42.521,210,1050000,210
4010.93,-1567.1326904296875,3927.26,15.1336,42.6165,211,1055000,211
4017.64,-1561.004638671875,4002.66,15.8796,43.059,212,1060000,212
4014.85,-1587.8433837890625,3954.92,15.3886,43.0988,213,1065000,213
4101.13,-1538.2530517578125,4030.82,15.8834,42.8653,214,1070000,214
4057.63,-1587.888427734375,4005.52,15.604,43.1222,215,1075000,215
4023.6,-1578.17626953125,3944.53,15.2293,43.0707,216,1080000,216
4049.57,-1600.64990234375,3973.19,15.6804,42.9664,217,1085000,217
4050.44,-1587.2091064453125,3926.26,15.6469,42.6313,218,1090000,218
4256.75,-1583.3150634765625,3898.7,16.3592,42.7384,219,1095000,219
4040.34,-1654.521484375,3863.09,15.7641,42.9688,220,1100000,220
4125.92,-1654.923828125,4040.59,15.812,43.0632,221,1105000,221
4041.62,-1665.156494140625,3879.25,16.4022,43.1748,222,1110000,222
4159.28,-1655.401611328125,4110.66,18.226,43.8241,223,1115000,223
4087.04,-1708.958740234375,4021.52,16.3798,43.1831,224,1120000,224
4107.78,-1660.422119140625,4034.5,17.3872,43.1301,225,1125000,225
4115.66,-1730.7333984375,4047.06,16.8877,43.4002,226,1130000,226
4099.1,-1726.3726806640625,4029.86,16.723,43.455,227,1135000,227
4032.3,-1715.5523681640625,3978.05,17.2412,43.537,228,1140000,228
4022.83,-1748.4676513671875,3983.12,16.0752,43.2801,229,1145000,229
4075.89,-1759.4959716796875,4032.27,16.5785,42.9664,230,1150000,230
4159.25,-1717.21240234375,4087.25,17.4192,42.9054,231,1155000,231
4083.81,-1760.3968505859375,4027.32,17.3664,43.2151,232,1160000,232
4144.22,-1775.531982421875,4042.16,16.8281,43.1111,233,1165000,233
4068.08,-1809.0894775390625,4019.06,16.431,43.2121,234,1170000,234
4167.28,-1812.629638671875,3496.45,15.2802,42.937,235,1175000,235
4204.84,-1818.2017822265625,4102.26,16.3298,43.2321,236,1180000,236
4110.2,-1859.6375732421875,3825.75,15.4623,42.9438,237,1185000,237
4138.84,-1881.523681640625,4011.53,14.9876,42.7533,238,1190000,238
4044.79,-1908.4046630859375,3967.2,14.8259,43.0736,239,1195000,239
4203.14,-1895.5960693359375,4010.58,16.2679,43.0694,240,1200000,240
4147.87,-1898.291015625,4054.01,16.9889,43.1126,241,1205000,241
4143.31,-1888.225341796875,4082.16,16.242,43.093,242,1210000,242
4089.84,-1952.1103515625,3976.95,15.4729,43.0817,243,1215000,243
4150.04,-1923.8778076171875,4081.21,16.3359,43.1437,244,1220000,244
4214.14,-1975.5950927734375,4058.96,15.8658,42.9332,245,1225000,245
4313.88,-1916.8150634765625,4133.73,16.7064,43.147,246,1230000,246
4243.55,-1943.107666015625,4123.58,15.9828,43.1209,247,1235000,247
4253.26,-1960.5029296875,4104.1,16.062,42.9647,248,1240000,248
4176.06,-1987.1761474609375,4140.72,16.5861,42.4613,249,1245000,249
4198.46,-1974.2569580078125,4097.87,16.5147,42.6987,250,1250000,250
4173.17,-1997.34423828125,4104.27,15.7053,42.8313,251,1255000,251
4288.74,-1984.517333984375,4242.67,16.5217,43.0575,252,1260000,252
4316.39,-1976.6705322265625,4162.5,16.6202,43.0664,253,1265000,253
4326.72,-1999.199462890625,4150.15,15.7774,42.8244,254,1270000,254
4248.88,-2079.499267578125,3978.8,15.6047,42.7281,255,1275000,255
4202.68,-2051.930908203125,4137.07,15.9468,42.7889,256,1280000,256
4149.3,-2107.29345703125,4046.77,15.8776,42.933,257,1285000,257
4117.97,-2137.58642578125,3785.4,15.9757,42.9083,258,1290000,258
4054.28,-2198.885498046875,3928.59,15.3602,42.8473,259,1295000,259
4186.63,-2172.163330078125,4030.06,16.4183,42.7974,260,1300000,260
4157.74,-2137.486572265625,3653.52,16.4187,42.8996,261,1305000,261
4129.53,-2256.385986328125,3278.03,14.9499,42.8819,262,1310000,262
4197.04,-2001.1529541015625,3964.56,16.7106,41.8834,263,1315000,263
4240.01,-2333.12109375,3487.96,31.4718,43.4514,264,1320000,264
4066.54,-2209.670166015625,4003.52,18.0313,42.638,265,1325000,265
4079.56,-2217.945556640625,3873.86,16.149,42.7914,266,1330000,266
4217.58,-2277.725341796875,4119.73,19.8822,42.755,267,1335000,267
4148.29,-2247.607666015625,4092.24,16.3763,42.7823,268,1340000,268
4120.38,-2333.18017578125,4023.21,16.3451,42.6252,269,1345000,269
4187.21,-2278.042724609375,4107.06,16.3908,42.4405,270,1350000,270
4120.76,-2410.20458984375,4024.53,15.9688,42.791,271,1355000,271
4091.36,-2460.814453125,3998.1,15.9136,43.3891,272,1360000,272
4055.63,-2431.56103515625,3954.61,16.2633,43.2416,273,1365000,273
4041.62,-2386.26806640625,3552.79,15.174,42.7187,274,1370000,274
4064.89,-2397.2255859375,3729.39,15.8097,42.6553,275,1375000,275
4034.5,-2391.636962890625,3834.58,15.8045,42.7086,276,1380000,276
4056.08,-2468.852294921875,4017.21,14.8576,42.456,277,1385000,277
4035.48,-2419.075927734375,4033.84,15.0872,42.4954,278,1390000,278
4053.43,-2495.482177734375,3976.84,14.7315,42.317,279,1395000,279
4120.67,-2406.80908203125,4072.04,14.684,42.1425,280,1400000,280
4143.64,-2457.001220703125,3966.63,15.1827,42.673,281,1405000,281
4107.6,-2618.8203125,3256.4,14.0189,42.7691,282,1410000,282
4097.98,-2574.28076171875,3788.91,15.0458,42.5146,283,1415000,283
4132.73,-2567.125,4004.13,15.2888,42.4615,284,1420000,284
3973.38,-2600.257080078125,3882.08,15.1541,42.648,285,1425000,285
4211.84,-2474.3125,4107.5,14.8061,41.7122,286,1430000,286
4098.68,-2622.570556640625,4014.97,14.669,42.6666,287,1435000,287
4176.98,-2557.61328125,4029.33,14.782,42.4212,288,1440000,288
4124.88,-2629.6826171875,4065.66,15.3445,42.7543,289,1445000,289
4033.97,-2675.603759765625,3971.77,16.0211,43.2326,290,1450000,290
657.15,-3375.6435546875,821.73,33.4043,46.4099,291,1455000,291
4028.16,-2859.51708984375,3580.69,21.4979,43.4335,292,1460000,292
3830.45,-2726.67529296875,3911.13,18.9476,43.345,293,1465000,293
2831.09,-3112.5947265625,2894.53,23.1998,43.8793,294,1470000,294
4011.68,-2722.462158203125,4009.47,18.142,43.3879,295,1475000,295
4012.29,-2790.4833984375,3941.54,17.9873,43.9108,296,1480000,296
4031.86,-2809.860107421875,3988.19,18.1925,43.4516,297,1485000,297
3967.22,-2788.90283203125,4012.26,17.6122,43.1297,298,1490000,298
4068.68,-2848.436279296875,4041.53,16.9674,43.2919,299,1495000,299
4034.42,-2852.2666015625,3613.5,17.0811,42.9165,300,1500000,300
4044.68,-2785.037109375,4010.99,16.6717,42.4135,301,1505000,301
3982.2,-2813.837646484375,3931.63,17.4871,42.9214,302,1510000,302
4024.97,-2806.62744140625,3970.23,17.1858,43.0611,303,1515000,303
3996.0,-2808.66943359375,3937.69,16.1504,42.5983,304,1520000,304
3932.94,-2893.580078125,3912.81,15.7161,42.592,305,1525000,305
3963.7,-2874.848388671875,3975.91,16.0959,42.6072,306,1530000,306
4090.45,-2872.073974609375,3997.56,16.1626,42.5283,307,1535000,307
4063.87,-2891.7412109375,4020.64,16.1405,42.1525,308,1540000,308
4054.07,-2913.042236328125,4013.55,15.1996,41.9922,309,1545000,309
4093.21,-2917.21923828125,4024.33,15.9805,42.0123,310,1550000,310
4115.38,-2920.935302734375,4053.89,15.2551,42.0013,311,1555000,311
4107.2,-2956.279296875,4054.11,15.7323,42.0981,312,1560000,312
4102.0,-2885.958740234375,4066.94,15.6987,41.6077,313,1565000,313
4131.25,-2927.766357421875,4126.21,15.6017,41.5228,314,1570000,314
4202.44,-2904.66259765625,4150.25,15.9909,42.0059,315,1575000,315
4212.06,-3053.02294921875,4119.4,16.2923,42.2777,316,1580000,316
4230.56,-3027.4814453125,4158.64,15.6915,42.1206,317,1585000,317
4181.7,-3032.79296875,4094.16,15.9063,42.2427,318,1590000,318
4266.1,-3037.647705078125,4156.23,16.3503,41.6317,319,1595000,319
4267.97,-3083.723876953125,4172.17,16.2814,42.1125,320,1600000,320
4197.29,-3122.189697265625,4155.04,16.3568,42.2747,321,1605000,321
4204.81,-3159.537353515625,4121.73,15.6253,42.2454,322,1610000,322
4276.83,-3117.1435546875,4172.35,15.7264,41.9069,323,1615000,323
4227.24,-3146.600341796875,4207.13,15.9377,41.5174,324,1620000,324
4264.16,-3172.269775390625,4185.75,15.7737,42.1148,325,1625000,325
4264.68,-3261.0087890625,4141.47,16.2354,42.1945,326,1630000,326
4285.27,-3230.24658203125,4145.42,16.5014,42.4869,327,1635000,327
4289.15,-3161.66552734375,4201.79,16.0891,41.7894,328,1640000,328
4294.21,-3256.906005859375,4110.6,15.9229,41.694,329,1645000,329
4215.12,-3279.91357421875,4166.78,16.2748,41.9532,330,1650000,330
4256.72,-3307.714111328125,4114.27,16.2177,41.7275,331,1655000,331
4250.09,-3297.550048828125,4098.26,16.5344,42.1411,332,1660000,332
4302.72,-3291.453369140625,3953.5,16.1111,41.9519,333,1665000,333
4132.49,-3354.4326171875,4130.92,15.9954,41.6722,334,1670000,334
4136.59,-3359.5927734375,4105.17,15.7938,41.722,335,1675000,335
2433.47,-3699.921875,2191.45,17.2749,42.592,336,1680000,336
678.27,-4316.46923828125,683.82,21.4159,46.7772,337,1685000,337
2836.21,-4016.109375,2870.01,23.2574,44.6193,338,1690000,338
4090.32,-3577.10986328125,4092.56,20.4737,43.1567,339,1695000,339
4072.58,-3527.6123046875,4074.0,21.0257,43.1043,340,1700000,340
3189.65,-3557.69580078125,2307.9,16.2082,42.8086,341,1705000,341
4074.49,-3522.38720703125,4020.13,17.8895,42.453,342,1710000,342
4019.51,-3601.800048828125,4019.81,18.6206,42.7548,343,1715000,343
4066.65,-3577.85595703125,4059.38,17.5396,42.7576,344,1720000,344
4023.5,-3729.442626953125,4040.15,17.2002,41.7948,345,1725000,345
3699.14,-3991.54833984375,3911.2,17.3545,42.5997,346,1730000,346
2866.17,-4677.28759765625,1246.16,22.9414,44.2732,347,1735000,347
4030.88,-3786.3525390625,3980.97,19.4096,42.7027,348,1740000,348
3990.19,-3637.654296875,4028.43,18.265,42.6914,349,1745000,349
3853.94,-3604.276123046875,3901.54,17.8436,42.6256,350,1750000,350
3359.91,-3659.21875,3916.65,18.0127,42.8182,351,1755000,351
3989.83,-3882.681396484375,3889.82,16.9101,42.9354,352,1760000,352
4003.95,-3868.15771484375,3823.54,16.354,42.8484,353,1765000,353
3934.37,-3942.535400390625,3624.2,15.2407,42.3945,354,1770000,354
3954.96,-4002.691162109375,3949.3,15.9555,42.6977,355,1775000,355
3955.89,-4064.2861328125,3964.55,15.9279,42.6659,356,1780000,356
4063.32,-4017.097412109375,4039.71,15.9436,42.336,357,1785000,357
3983.45,-4097.427734375,4015.35,15.8696,42.344,358,1790000,358
3937.45,-4065.605224609375,3993.39,15.8082,42.4224,359,1795000,359
3975.39,-4024.828857421875,4022.0,15.6569,42.1053,360,1800000,360
3894.35,-4075.081787109375,3574.48,14.7318,42.2052,361,1805000,361
3958.18,-4186.09033203125,3661.44,14.707,42.1101,362,1810000,362
3968.99,-4098.08349609375,4142.83,16.3717,42.1475,363,1815000,363
4175.62,-4007.22314453125,4107.4,16.4389,41.6069,364,1820000,364
4210.01,-4030.83935546875,4139.38,16.201,41.6864,365,1825000,365
4167.77,-4160.234375,4138.49,16.0051,41.6388,366,1830000,366
4179.4,-4295.01904296875,4033.03,17.1672,41.9552,367,1835000,367
4059.52,-4562.81201171875,3274.42,13.9669,42.0776,368,1840000,368
3607.0,-4712.41162109375,3408.38,23.2045,42.3286,369,1845000,369
4026.08,-4612.3955078125,3580.57,18.0857,42.6185,370,1850000,370
3808.84,-4400.185546875,3644.01,17.2383,42.6263,371,1855000,371
3241.93,-4622.2236328125,3773.3,18.0964,43.2955,372,1860000,372
3955.34,-4637.67333984375,3824.78,18.3642,42.7789,373,1865000,373
4078.36,-4504.56103515625,3956.51,18.0785,42.8821,374,1870000,374
4042.34,-4666.19580078125,3990.48,17.3392,42.835,375,1875000,375
3959.98,-4600.462890625,3879.17,17.3026,42.7685,376,1880000,376
3847.02,-4561.337890625,3789.95,16.311,42.3198,377,1885000,377
4100.92,-4606.88671875,3812.86,17.0815,42.5855,378,1890000,378
4078.37,-4711.23291015625,3956.29,16.6541,42.7075,379,1895000,379
4120.64,-4613.3408203125,3940.79,18.6197,42.2595,380,1900000,380
3883.13,-4618.0634765625,3995.42,16.4194,42.4763,381,1905000,381
4074.45,-4798.5537109375,4022.88,15.9981,42.2628,382,1910000,382
4080.99,-4768.79052734375,4008.73,16.2378,42.178,383,1915000,383
