Itration,Real Sto Return,Reward Loss,Running Update Time,Real Det Return,Running Env Steps,Running Reverse KL,Running Forward KL
1171,3666.35,-17761.83984375,1171,4017.87,5855000,21.5381,46.3147
1172,2783.38,-17675.552734375,1172,3697.55,5860000,24.1604,44.8713
1173,2215.19,-17479.18359375,1173,2194.46,5865000,27.445,45.7953
1174,3849.53,-17966.123046875,1174,3944.47,5870000,19.0878,45.8279
1175,3899.95,-17906.89453125,1175,3983.11,5875000,21.8294,45.6871
1176,1666.69,-17902.076171875,1176,2685.98,5880000,32.1968,47.8547
1177,3600.47,-18125.6484375,1177,3842.39,5885000,22.1055,47.3762
1178,3274.76,-18297.71875,1178,3461.29,5890000,22.9879,46.9112
1179,4165.36,-18088.171875,1179,3607.71,5895000,21.9036,45.8819
1180,3325.0,-17871.80078125,1180,3630.89,5900000,20.3046,45.961
1181,3836.36,-17466.865234375,1181,4320.97,5905000,24.5178,46.6954
1182,2632.31,-17912.814453125,1182,2867.35,5910000,20.5324,45.4707
1183,1935.24,-17949.052734375,1183,1565.23,5915000,35.5846,47.0606
1184,2473.05,-17993.994140625,1184,675.84,5920000,23.2348,47.0095
1185,3300.97,-18326.544921875,1185,2874.0,5925000,18.2155,45.6477
1186,2887.3,-18220.859375,1186,3078.76,5930000,19.5092,44.9361
1187,4111.47,-17024.990234375,1187,4001.75,5935000,19.8228,46.2943
1188,3297.21,-18221.435546875,1188,3860.58,5940000,18.4577,45.2695
1189,3668.11,-18055.97265625,1189,4092.73,5945000,18.8396,44.9261
1190,3706.3,-18063.076171875,1190,3625.04,5950000,21.1463,46.6711
1191,3891.37,-18238.287109375,1191,3920.12,5955000,20.8701,46.2296
1192,991.87,-18349.94140625,1192,76.22,5960000,52.3055,47.7441
1193,2864.32,-18190.931640625,1193,3238.95,5965000,36.2637,47.5474
1194,3783.49,-17957.26953125,1194,4294.31,5970000,43.5835,48.2531
1195,3545.89,-18328.365234375,1195,3592.96,5975000,19.7207,45.571
1196,4103.56,-18063.251953125,1196,4184.43,5980000,23.3794,46.7299
1197,3815.81,-17934.80859375,1197,3995.97,5985000,20.9272,44.8533
1198,3611.85,-18162.689453125,1198,3566.76,5990000,23.5856,46.8226
1199,10.59,-18223.916015625,1199,10.41,5995000,57.473,48.2503
1200,36.14,-18360.54296875,1200,24.8,6000000,60.5464,48.1474
1201,3448.76,-17778.349609375,1201,3207.05,6005000,19.4576,45.018
1202,2387.18,-18303.376953125,1202,3633.3,6010000,21.4705,45.4635
1203,344.43,-18430.439453125,1203,15.02,6015000,50.2215,47.7449
1204,1317.27,-17958.451171875,1204,1093.52,6020000,23.4567,46.2742
1205,49.67,-18454.2734375,1205,67.33,6025000,61.5527,54.772
1206,502.6,-18408.974609375,1206,116.24,6030000,54.4697,51.0873
1207,74.93,-18447.482421875,1207,50.76,6035000,41.7375,49.529
1208,1096.51,-18210.521484375,1208,492.97,6040000,24.9433,48.3025
1209,1377.54,-18116.9921875,1209,492.86,6045000,35.5043,48.23
1210,364.06,-18453.8359375,1210,11.83,6050000,49.4673,49.8649
1211,-9.44,-18457.5,1211,-9.13,6055000,59.8363,56.3893
1212,50.66,-18424.78125,1212,37.25,6060000,43.8844,48.4045
1213,3597.12,-18148.078125,1213,4001.19,6065000,41.1032,48.382
1214,1249.8,-18384.853515625,1214,3136.45,6070000,23.0609,46.9846
1215,3083.44,-17794.42578125,1215,3224.27,6075000,25.7838,47.2892
1216,3966.76,-17986.82421875,1216,4112.81,6080000,23.5345,45.8716
1217,3548.93,-18463.498046875,1217,3799.26,6085000,22.6538,47.8127
1218,3969.59,-18255.826171875,1218,4112.46,6090000,22.1798,47.0458
1219,4157.42,-18124.8515625,1219,4322.36,6095000,21.7227,46.8841
1220,3872.27,-18145.4765625,1220,3807.83,6100000,22.0879,46.8942
1221,3457.49,-18374.337890625,1221,3509.75,6105000,21.1974,47.4647
1222,2981.3,-18251.216796875,1222,3595.42,6110000,18.3754,45.5391
1223,426.62,-18486.7890625,1223,439.61,6115000,36.7535,49.1604
1224,3665.22,-18399.634765625,1224,3307.37,6120000,21.6935,47.3382
1225,3682.79,-18496.90625,1225,3564.7,6125000,21.4778,46.9128
1226,3531.82,-18186.24609375,1226,3510.55,6130000,24.4791,47.6583
1227,3948.94,-18154.126953125,1227,4019.85,6135000,23.5044,47.782
1228,3815.24,-18253.77734375,1228,3967.73,6140000,22.0023,46.5451
1229,3664.82,-18492.7109375,1229,3683.28,6145000,23.0656,47.8797
1230,3879.67,-18284.3828125,1230,3830.93,6150000,20.2225,45.6419
1231,2508.04,-18103.240234375,1231,1818.12,6155000,38.9239,46.9021
1232,3100.93,-18202.228515625,1232,3483.36,6160000,20.0308,47.9067
1233,2823.95,-18175.728515625,1233,2871.15,6165000,16.7648,47.3586
1234,3562.83,-17805.935546875,1234,3592.86,6170000,22.9679,45.924
1235,3063.79,-18294.88671875,1235,3316.72,6175000,25.4867,46.0591
1236,2939.78,-17557.263671875,1236,1131.76,6180000,20.6301,46.2535
1237,3345.82,-18481.177734375,1237,3073.87,6185000,20.6372,46.2959
1238,3499.06,-18016.431640625,1238,3806.5,6190000,19.7535,46.5296
1239,3523.22,-18152.095703125,1239,3688.98,6195000,20.98,45.3983
1240,2479.7,-18545.779296875,1240,3045.96,6200000,21.3421,48.2049
1241,1674.07,-17827.697265625,1241,1235.44,6205000,21.7201,45.7423
1242,4344.93,-17380.662109375,1242,4489.4,6210000,23.6556,47.2084
1243,3373.97,-18484.84765625,1243,3363.75,6215000,21.6037,47.4132
1244,4146.33,-18312.826171875,1244,4119.41,6220000,22.1108,46.8382
1245,3363.52,-18215.076171875,1245,3612.0,6225000,23.491,47.7515
1246,4011.98,-17970.578125,1246,3928.13,6230000,22.0097,47.4326
1247,2336.67,-18361.939453125,1247,1668.5,6235000,21.6539,47.8733
1248,4387.72,-17294.060546875,1248,4808.18,6240000,21.0143,46.7963
1249,3357.35,-18511.875,1249,3573.76,6245000,24.2175,48.5461
1250,3963.59,-17491.8515625,1250,4405.52,6250000,19.3208,46.5522
1251,3759.87,-18432.357421875,1251,3926.95,6255000,22.9696,48.7278
1252,4464.19,-17249.892578125,1252,4613.47,6260000,22.2659,47.3385
1253,3892.3,-18389.916015625,1253,4256.36,6265000,23.0942,47.1074
1254,3826.23,-18109.212890625,1254,4238.01,6270000,23.2514,46.7421
1255,3934.93,-18443.0234375,1255,4150.09,6275000,22.2983,46.6746
1256,4202.36,-17249.375,1256,4417.68,6280000,20.913,47.4526
1257,3648.49,-18407.017578125,1257,3688.2,6285000,21.5002,46.1903
1258,1987.32,-18376.802734375,1258,2422.19,6290000,32.772,46.5244
1259,3591.47,-18514.1953125,1259,3769.69,6295000,22.5713,47.2783
1260,3880.98,-17187.50390625,1260,4112.81,6300000,23.347,47.4741
1261,3832.31,-18301.01171875,1261,4123.41,6305000,22.0476,46.6292
1262,2646.63,-18503.23828125,1262,2707.56,6310000,17.1279,47.65
1263,3933.99,-18036.158203125,1263,3968.07,6315000,20.2768,44.8001
1264,4172.3,-18053.982421875,1264,4366.02,6320000,22.422,45.2053
1265,4165.95,-18224.220703125,1265,4491.43,6325000,21.5468,46.5322
1266,3899.26,-18410.34375,1266,3788.33,6330000,20.2428,45.2127
1267,4274.65,-17149.712890625,1267,4623.66,6335000,22.8394,46.0061
1268,2827.4,-18258.474609375,1268,4286.22,6340000,24.2529,46.5623
1269,4340.58,-17833.455078125,1269,4578.48,6345000,27.6604,46.9465
1270,3465.74,-18343.837890625,1270,3748.71,6350000,26.3687,48.0151
1271,4238.24,-18193.263671875,1271,4246.29,6355000,23.1143,46.9105
1272,4541.27,-18213.595703125,1272,4731.65,6360000,26.1531,48.7822
1273,4378.42,-18115.763671875,1273,4596.63,6365000,24.9751,49.1278
1274,209.66,-18478.01953125,1274,-5.19,6370000,75.8461,52.537
1275,4.1,-18499.095703125,1275,3.62,6375000,41.5471,52.6422
1276,3881.84,-18328.3046875,1276,4090.8,6380000,21.0625,46.4272
1277,-8.19,-18494.12890625,1277,-8.29,6385000,47.2575,52.8234
1278,-6.77,-18518.771484375,1278,-6.77,6390000,91.3114,59.3941
1279,-6.63,-18497.412109375,1279,-6.62,6395000,68.0066,52.184
1280,839.92,-18212.158203125,1280,1059.88,6400000,42.7379,48.6969
1281,2047.63,-18194.767578125,1281,902.08,6405000,19.4108,46.146
1282,3438.34,-18038.65234375,1282,3200.96,6410000,18.839,45.4416
1283,4427.18,-18225.978515625,1283,4484.38,6415000,27.6262,47.6835
1284,2607.21,-18407.203125,1284,3081.23,6420000,26.1924,47.9502
1285,3907.96,-18365.576171875,1285,4158.17,6425000,26.9232,47.1035
1286,4360.1,-17918.529296875,1286,4625.77,6430000,23.6377,45.9536
1287,4141.14,-17859.39453125,1287,4570.4,6435000,24.3266,45.3428
1288,3240.37,-17156.65234375,1288,1953.14,6440000,24.2063,46.0002
1289,3725.41,-18273.1328125,1289,3848.74,6445000,24.702,48.3327
1290,4458.87,-16733.23046875,1290,4867.25,6450000,26.5474,47.3559
1291,4569.76,-17046.087890625,1291,4689.69,6455000,23.6668,45.6231
1292,3562.62,-18022.6640625,1292,2335.39,6460000,22.4387,44.4798
1293,4620.0,-17827.4609375,1293,4893.35,6465000,27.2657,48.5135
1294,4718.25,-16633.857421875,1294,4829.71,6470000,24.4047,45.0364
1295,4425.7,-17565.08984375,1295,4546.0,6475000,23.7807,45.1042
1296,4724.68,-17984.154296875,1296,4855.16,6480000,23.5471,45.1034
1297,3406.14,-18198.6796875,1297,3908.32,6485000,25.4915,46.5004
1298,4535.13,-17337.162109375,1298,4791.09,6490000,23.9518,45.8897
1299,4632.69,-18023.46484375,1299,4809.88,6495000,22.7172,45.0102
1300,4819.73,-18084.65234375,1300,4915.6,6500000,22.8672,46.3081
1301,4108.19,-17543.453125,1301,4327.78,6505000,21.5303,45.3207
1302,4122.15,-17797.291015625,1302,4211.92,6510000,25.4857,48.229
1303,4434.89,-17326.30859375,1303,4430.06,6515000,26.5476,46.9215
1304,4628.08,-17606.349609375,1304,4687.82,6520000,22.8834,44.5512
1305,4482.96,-17979.814453125,1305,4606.74,6525000,21.9234,45.3995
1306,2434.91,-17857.033203125,1306,3973.48,6530000,29.8122,45.6096
1307,4380.65,-17802.908203125,1307,4482.59,6535000,23.4453,45.1134
1308,4300.4,-17942.12109375,1308,4601.26,6540000,20.8725,44.3222
1309,4572.02,-18008.31640625,1309,4662.66,6545000,20.4034,44.1438
1310,4642.3,-17998.96484375,1310,4514.81,6550000,21.1079,45.3098
1311,4205.13,-17842.89453125,1311,4229.79,6555000,22.1551,44.4782
1312,4650.5,-18053.279296875,1312,4765.38,6560000,22.5528,45.8303
1313,4825.16,-18240.537109375,1313,4995.04,6565000,25.2316,46.5422
1314,4955.97,-18339.66015625,1314,5161.97,6570000,28.071,47.3781
1315,3413.1,-18271.869140625,1315,3335.91,6575000,21.2799,46.7583
1316,2255.4,-18262.28125,1316,2080.7,6580000,42.8696,48.7014
1317,3568.06,-18045.828125,1317,3849.09,6585000,26.0081,48.1842
1318,3679.53,-18353.044921875,1318,3828.92,6590000,24.5032,46.7844
1319,3458.75,-18363.994140625,1319,3805.38,6595000,23.3959,48.0844
1320,2371.29,-17940.10546875,1320,2062.59,6600000,27.3085,46.1296
1321,3747.41,-18393.8203125,1321,3948.05,6605000,25.2636,48.8318
1322,3501.03,-18417.51171875,1322,3660.92,6610000,28.778,48.1895
1323,3750.45,-18412.541015625,1323,4012.1,6615000,30.5457,48.6729
1324,4179.87,-17512.958984375,1324,4147.77,6620000,20.3454,45.2043
1325,4474.38,-17853.091796875,1325,4515.47,6625000,23.6016,46.4608
1326,4248.27,-18206.005859375,1326,4292.07,6630000,24.9516,48.1779
1327,4304.25,-18376.51953125,1327,4350.6,6635000,25.828,48.9995
1328,4322.1,-18423.78515625,1328,3917.87,6640000,24.4873,47.7091
1329,4311.18,-18333.771484375,1329,4447.56,6645000,22.0361,44.9655
1330,4295.87,-18265.509765625,1330,4385.79,6650000,22.5262,46.3579
1331,3134.87,-18471.791015625,1331,3761.69,6655000,21.841,47.0972
1332,3085.74,-18483.673828125,1332,3384.07,6660000,21.923,48.1698
1333,4281.0,-18321.236328125,1333,4414.55,6665000,21.9764,44.8809
1334,4327.15,-17920.5390625,1334,4538.79,6670000,24.8776,47.3285
1335,4237.08,-18423.89453125,1335,4292.86,6675000,21.0106,44.4902
1336,4374.09,-17974.072265625,1336,4479.56,6680000,24.8041,46.7997
1337,3838.49,-18361.44921875,1337,4028.04,6685000,23.9603,46.6763
1338,4068.86,-18296.630859375,1338,4148.27,6690000,26.3057,47.9296
1339,4133.49,-17674.212890625,1339,4309.73,6695000,24.8979,48.182
1340,3685.17,-18415.087890625,1340,3976.54,6700000,25.1815,48.4053
1341,4401.02,-16914.337890625,1341,4379.95,6705000,25.5693,47.2801
1342,4209.22,-17977.650390625,1342,4302.95,6710000,21.8972,46.9576
1343,4758.41,-16028.9990234375,1343,4909.14,6715000,26.5862,48.1684
1344,4090.76,-17875.380859375,1344,3985.02,6720000,25.2538,46.964
1345,4489.57,-17539.166015625,1345,4719.02,6725000,23.6658,45.8335
1346,2878.99,-18228.099609375,1346,3553.63,6730000,25.4785,47.6509
1347,3578.58,-17562.953125,1347,3575.82,6735000,19.9911,46.4422
1348,3488.75,-17371.1640625,1348,3556.04,6740000,17.4622,45.3974
1349,3053.27,-16908.07421875,1349,3749.46,6745000,18.165,45.0978
1350,3953.37,-18177.841796875,1350,4843.55,6750000,26.0131,46.8667
1351,2739.95,-18271.931640625,1351,4433.86,6755000,25.7094,47.5465
1352,4134.34,-17842.83203125,1352,4195.17,6760000,20.5831,46.1807
1353,3747.98,-18162.7578125,1353,3890.11,6765000,20.305,46.392
1354,3872.3,-17647.330078125,1354,4129.96,6770000,19.2564,45.7527
1355,3457.03,-18422.892578125,1355,3881.55,6775000,23.423,46.587
1356,3251.62,-18493.884765625,1356,3328.36,6780000,27.2439,48.1612
1357,4190.71,-18337.150390625,1357,4090.53,6785000,23.8964,47.5046
1358,4605.99,-17638.955078125,1358,4808.9,6790000,22.4793,45.8351
1359,4897.04,-17666.615234375,1359,4944.32,6795000,26.2932,45.5433
1360,4993.38,-17739.828125,1360,5268.9,6800000,27.3113,49.4414
1361,5153.83,-18218.98046875,1361,5352.72,6805000,29.3236,48.9482
1362,4886.18,-17895.78125,1362,4917.72,6810000,26.0252,48.3077
1363,5074.94,-17959.369140625,1363,5249.51,6815000,25.8423,47.9341
1364,5168.01,-18088.7421875,1364,5346.05,6820000,28.0081,48.3637
1365,4848.38,-17915.451171875,1365,5403.71,6825000,27.3265,47.4611
1366,4696.4,-17424.408203125,1366,5124.96,6830000,25.703,47.0315
1367,2886.98,-18387.81640625,1367,3771.2,6835000,23.0622,45.5462
1368,4195.87,-18362.95703125,1368,4552.29,6840000,22.7174,45.3151
1369,4773.0,-18416.220703125,1369,4774.71,6845000,24.8858,46.6684
1370,4549.55,-18362.337890625,1370,3886.34,6850000,23.6852,48.0699
1371,5349.05,-18353.341796875,1371,5478.24,6855000,28.0767,49.7875
1372,4967.14,-18423.48828125,1372,5065.21,6860000,26.8174,48.277
1373,5251.32,-18119.228515625,1373,5423.49,6865000,26.9923,48.0776
1374,4889.95,-17726.310546875,1374,5152.3,6870000,25.0278,48.3611
1375,4583.4,-17126.95703125,1375,4793.25,6875000,23.8143,45.937
1376,4430.51,-17532.83984375,1376,4706.4,6880000,23.3325,45.7982
1377,3369.9,-17665.53125,1377,3404.87,6885000,20.5781,45.8857
1378,1969.91,-16680.740234375,1378,2468.56,6890000,22.6135,45.4753
1379,3464.91,-18400.62890625,1379,4083.47,6895000,26.652,47.3489
1380,2881.92,-18448.486328125,1380,3353.77,6900000,24.802,48.4093
1381,3925.5,-18033.576171875,1381,4269.46,6905000,19.6363,44.8687
1382,4052.13,-18284.763671875,1382,4255.83,6910000,20.5549,45.3409
1383,3878.21,-18180.00390625,1383,4525.32,6915000,21.5314,45.6401
1384,4882.19,-18017.58984375,1384,5033.29,6920000,25.5346,48.4841
1385,4829.07,-17790.009765625,1385,4954.65,6925000,21.5654,45.1274
1386,4986.75,-18140.193359375,1386,5138.14,6930000,25.3372,46.1777
1387,5171.62,-18233.974609375,1387,5218.48,6935000,24.4231,46.4729
1388,3757.6,-17723.171875,1388,3123.98,6940000,25.3942,45.8527
1389,3661.36,-17953.220703125,1389,4591.51,6945000,24.963,45.4924
1390,1947.54,-18419.197265625,1390,4398.6,6950000,23.8411,44.2536
1391,4491.12,-18328.37109375,1391,4487.08,6955000,23.9784,46.2365
1392,3287.55,-18081.689453125,1392,3149.29,6960000,22.3767,44.8035
1393,4251.34,-17998.892578125,1393,4439.85,6965000,20.8774,42.8174
1394,4857.77,-18128.333984375,1394,5130.74,6970000,26.7525,47.4219
1395,5110.08,-18277.279296875,1395,5420.46,6975000,28.7901,47.0581
1396,5245.14,-18408.17578125,1396,5445.61,6980000,29.2658,47.9824
1397,5218.27,-18158.16796875,1397,5351.15,6985000,27.3838,47.3591
1398,5095.94,-18350.125,1398,5318.63,6990000,27.9184,48.4149
1399,5160.39,-18382.587890625,1399,5335.02,6995000,29.1025,48.5291
1400,4886.91,-18424.462890625,1400,5003.99,7000000,27.028,47.7478
1401,4552.95,-18464.6484375,1401,5028.47,7005000,29.7286,47.3946
1402,1331.09,-18489.22265625,1402,3216.98,7010000,38.7169,47.7623
1403,3537.92,-18237.587890625,1403,3081.19,7015000,24.029,47.2406
1404,3808.28,-18468.353515625,1404,3950.44,7020000,26.6611,47.0731
1405,4921.66,-18325.67578125,1405,5017.23,7025000,26.7977,47.441
1406,4892.16,-18329.7890625,1406,5094.07,7030000,28.3867,48.7189
1407,4928.42,-18419.57421875,1407,5105.84,7035000,28.9391,48.9025
1408,4540.82,-18505.294921875,1408,4890.59,7040000,27.119,48.5189
1409,4853.54,-18471.900390625,1409,5110.76,7045000,27.2036,48.5194
1410,4924.68,-18429.775390625,1410,5068.0,7050000,27.4076,48.6468
1411,4566.95,-18460.48046875,1411,5076.81,7055000,25.5679,48.253
1412,4903.31,-18479.115234375,1412,5165.34,7060000,26.815,48.7171
1413,4327.07,-18533.533203125,1413,4733.43,7065000,24.8077,47.2718
1414,-7.25,-18545.060546875,1414,-9.71,7070000,76.8223,57.7926
1415,-18.12,-18551.86328125,1415,-19.81,7075000,82.9512,60.477
1416,3836.26,-18455.7578125,1416,3979.22,7080000,27.6583,49.5713
1417,3977.36,-18381.458984375,1417,4248.02,7085000,27.5158,49.137
1418,3832.18,-17841.064453125,1418,4659.63,7090000,25.3778,46.644
1419,4470.13,-18293.58984375,1419,5082.32,7095000,25.8769,45.9379
1420,4902.48,-18515.40234375,1420,5193.19,7100000,27.2288,47.2932
1421,5002.91,-18066.7734375,1421,5238.21,7105000,26.5842,48.36
1422,4564.33,-18239.83203125,1422,4747.26,7110000,25.4132,48.7101
1423,4570.97,-17969.697265625,1423,4810.11,7115000,25.6249,48.3865
1424,4849.49,-18479.740234375,1424,5033.74,7120000,23.4551,47.8138
1425,2781.49,-18573.630859375,1425,3254.14,7125000,26.5839,48.2049
1426,4577.42,-18532.578125,1426,3089.36,7130000,24.8231,47.9529
1427,3568.54,-18471.85546875,1427,2217.29,7135000,33.9298,48.5447
1428,4747.18,-17955.12890625,1428,4424.18,7140000,23.1555,47.0732
1429,4749.34,-18333.2265625,1429,4919.23,7145000,22.6654,46.9497
1430,2888.89,-18581.490234375,1430,3102.63,7150000,28.5307,46.1587
1431,4742.73,-18042.13671875,1431,4925.08,7155000,24.0502,45.8962
1432,4646.36,-18448.041015625,1432,5041.83,7160000,25.0198,45.906
1433,904.46,-18509.3984375,1433,768.0,7165000,22.0984,46.0905
1434,4278.12,-18575.86328125,1434,4602.26,7170000,24.5361,47.4793
1435,1878.48,-18539.6875,1435,3930.78,7175000,33.935,46.4395
1436,4550.46,-18619.908203125,1436,4562.13,7180000,28.5068,48.2842
1437,2594.39,-18506.306640625,1437,4201.74,7185000,33.9653,46.4743
1438,4634.89,-17684.822265625,1438,4646.41,7190000,21.6124,45.5942
1439,3568.86,-18378.77734375,1439,4369.29,7195000,23.7801,45.6318
1440,4697.78,-18037.560546875,1440,4797.09,7200000,21.9568,45.1283
1441,3887.6,-18522.125,1441,3996.05,7205000,21.4763,46.343
1442,4669.7,-17738.380859375,1442,4936.56,7210000,23.2156,48.1184
1443,4511.48,-17196.77734375,1443,4774.04,7215000,26.6087,49.97
1444,3816.31,-18387.19921875,1444,4050.42,7220000,21.2317,45.7114
1445,4421.84,-18456.96875,1445,4717.18,7225000,26.0458,49.4259
1446,4259.25,-18274.75390625,1446,4349.82,7230000,27.1466,48.0513
1447,3565.24,-18505.916015625,1447,3813.31,7235000,26.8985,49.5741
1448,3467.68,-18549.296875,1448,3598.27,7240000,25.917,48.1294
1449,4333.05,-18586.9140625,1449,4434.85,7245000,30.0444,48.8908
1450,3839.24,-18544.45703125,1450,4636.52,7250000,27.4429,47.7633
1451,4301.95,-18045.24609375,1451,4501.17,7255000,30.5739,48.7639
1452,4225.09,-18587.611328125,1452,4495.38,7260000,25.2273,47.6389
1453,4125.86,-18486.548828125,1453,4273.7,7265000,27.6678,49.2393
1454,3171.03,-18615.0546875,1454,2917.76,7270000,29.221,48.7192
1455,4249.11,-18567.716796875,1455,4417.28,7275000,27.2772,48.2499
1456,4668.17,-18490.310546875,1456,5002.52,7280000,26.4888,48.082
1457,3573.76,-18227.34765625,1457,4429.88,7285000,23.2062,46.7505
1458,4515.34,-18505.490234375,1458,4681.15,7290000,24.1354,47.2172
1459,4485.32,-17347.953125,1459,4717.82,7295000,25.4948,48.5156
1460,4384.59,-18508.28125,1460,4871.82,7300000,25.2793,48.278
1461,4440.38,-18545.529296875,1461,4686.14,7305000,26.6165,49.1967
1462,4714.99,-18448.806640625,1462,4868.27,7310000,29.3011,51.1763
1463,4690.78,-17895.880859375,1463,4964.57,7315000,21.5515,45.1591
1464,4293.75,-18459.521484375,1464,4712.46,7320000,28.1748,48.4051
1465,4407.74,-18337.494140625,1465,4352.18,7325000,23.4767,47.8302
1466,4481.1,-17086.41015625,1466,4032.67,7330000,24.8712,45.8076
1467,4332.74,-18317.20703125,1467,4320.82,7335000,21.9645,45.3106
1468,4359.13,-17889.533203125,1468,3790.58,7340000,24.1928,47.4771
1469,4516.89,-18506.65625,1469,4703.95,7345000,21.9816,47.2147
1470,4519.99,-17960.1796875,1470,4644.34,7350000,25.8756,49.2765
1471,3997.96,-18397.26171875,1471,3910.77,7355000,21.1537,45.7487
1472,4433.4,-18004.6171875,1472,4545.62,7360000,21.3818,47.4696
1473,4574.8,-18543.361328125,1473,4599.64,7365000,26.214,48.8232
1474,3997.71,-18468.505859375,1474,3966.28,7370000,24.9948,47.1885
1475,3834.95,-18112.150390625,1475,3829.23,7375000,21.3647,46.1859
1476,3871.51,-17791.919921875,1476,4052.69,7380000,18.7287,45.3508
1477,4446.79,-17309.73828125,1477,4685.92,7385000,19.0914,44.3467
1478,4099.38,-16643.4296875,1478,4281.87,7390000,17.2724,43.4447
1479,3645.38,-18351.310546875,1479,3995.06,7395000,19.1172,46.4204
1480,3636.34,-18168.30078125,1480,4536.28,7400000,30.5443,46.3534
1481,3827.97,-18494.537109375,1481,4238.09,7405000,20.9716,47.2622
1482,4071.6,-18533.517578125,1482,4328.84,7410000,23.7005,49.4152
1483,3965.16,-18449.5859375,1483,4678.62,7415000,22.2444,47.8429
1484,2398.02,-18093.88671875,1484,3750.27,7420000,23.3921,47.4731
1485,4532.14,-18116.470703125,1485,4439.86,7425000,20.5838,45.8189
1486,3877.06,-18447.638671875,1486,4363.69,7430000,24.7614,47.1618
1487,4704.64,-18481.677734375,1487,4778.13,7435000,21.8789,46.3812
1488,409.65,-18604.876953125,1488,246.43,7440000,23.7556,46.473
1489,206.91,-18544.494140625,1489,207.83,7445000,30.881,46.4382
1490,309.12,-18554.03515625,1490,319.23,7450000,28.4386,45.1753
1491,2561.85,-18319.076171875,1491,3236.97,7455000,25.8882,46.735
1492,4484.81,-18245.869140625,1492,4996.92,7460000,21.5405,44.7471
1493,4403.96,-17780.642578125,1493,4644.53,7465000,21.1699,43.7129
1494,4310.23,-18297.083984375,1494,4933.59,7470000,22.6009,46.3189
1495,4314.87,-18520.654296875,1495,3770.92,7475000,25.8313,46.6174
1496,2645.89,-18512.443359375,1496,2536.19,7480000,41.3219,46.4384
1497,2054.34,-18528.994140625,1497,2428.11,7485000,42.4205,47.9093
1498,2986.63,-18477.25,1498,2916.14,7490000,27.8228,46.7274
1499,4928.13,-18054.19140625,1499,4950.47,7495000,21.0163,44.7022
