Itration,Reward Loss,Running Reverse KL,Real Sto Return,Real Det Return,Running Forward KL,Running Update Time,Running Env Steps
64,-12291.19921875,15.468,1659.59,2127.35,156.9601,64,320000
65,-12433.99609375,15.5632,1797.77,2194.48,156.8129,65,325000
66,-12740.205078125,15.8301,1797.36,2175.99,156.7828,66,330000
67,-12881.3369140625,15.6109,1793.24,2149.7,156.9319,67,335000
68,-13059.994140625,15.3131,1760.57,2148.04,156.8047,68,340000
69,-13252.7734375,15.023,1727.19,2127.2,156.9224,69,345000
70,-13521.1435546875,15.4697,1804.05,2156.01,156.8138,70,350000
71,-13791.2919921875,15.6151,1793.89,2135.22,156.9863,71,355000
72,-13884.4306640625,15.4515,1760.24,2171.27,156.8157,72,360000
73,-14050.783203125,15.5322,1806.06,2177.89,156.9577,73,365000
74,-14363.875,15.5489,1824.23,2185.64,156.8434,74,370000
75,-14534.79296875,15.0644,1764.05,2125.11,156.6707,75,375000
76,-14752.3212890625,15.6377,1804.84,2158.87,157.078,76,380000
77,-14975.2724609375,15.8034,1835.86,2190.0,156.8238,77,385000
78,-15218.4599609375,15.6128,1805.29,2177.55,156.6214,78,390000
79,-15460.517578125,15.2229,1748.88,2055.72,156.8284,79,395000
80,-15577.6611328125,15.4,1817.53,2180.99,156.8268,80,400000
81,-15844.47265625,15.1932,1795.13,2147.3,156.8252,81,405000
82,-16087.90625,15.0797,1763.37,2078.41,156.917,82,410000
83,-16208.8291015625,15.5034,1790.34,2112.83,156.9014,83,415000
84,-16536.55078125,15.466,1811.04,2193.0,156.7932,84,420000
85,-16683.380859375,15.4526,1834.48,2182.8,156.7655,85,425000
86,-16807.05078125,15.4297,1791.02,2178.35,156.7832,86,430000
87,-17156.92578125,15.503,1805.49,2188.66,157.0279,87,435000
88,-17385.98046875,15.6134,1833.33,2206.42,156.8873,88,440000
89,-17553.693359375,15.4835,1834.87,2235.03,156.7573,89,445000
90,-17766.576171875,15.6088,1817.18,2172.49,156.6843,90,450000
91,-18046.669921875,15.5391,1845.62,2215.42,156.8396,91,455000
92,-18209.982421875,15.3762,1801.38,2187.49,156.8792,92,460000
93,-18560.90625,15.5857,1848.61,2255.24,156.7717,93,465000
94,-18579.998046875,15.5234,1850.85,2206.7,156.7748,94,470000
95,-18992.861328125,15.376,1804.48,2162.53,156.747,95,475000
96,-19148.55078125,15.4872,1820.93,2181.12,156.8724,96,480000
97,-19363.052734375,15.3143,1823.78,2208.99,156.6737,97,485000
98,-19620.4296875,15.2458,1799.06,2177.98,156.7544,98,490000
99,-19880.212890625,15.5887,1831.76,2217.48,156.7941,99,495000
100,-20066.484375,15.7057,1868.66,2215.36,156.6652,100,500000
101,-20473.798828125,15.7533,1851.94,2206.82,156.7926,101,505000
102,-20490.01171875,15.2361,1819.91,2208.73,156.6734,102,510000
103,-20743.26953125,15.458,1862.85,2225.32,156.7196,103,515000
104,-21121.33203125,15.8112,1852.59,2234.67,156.8594,104,520000
105,-21222.1328125,15.1816,1810.73,2215.85,156.8882,105,525000
106,-21537.7109375,15.2848,1831.53,2222.99,156.6635,106,530000
107,-21769.587890625,15.7215,1852.54,2221.79,156.7897,107,535000
108,-21993.01953125,15.4592,1840.66,2213.99,156.712,108,540000
109,-22044.376953125,15.2361,1841.05,2172.27,156.7212,109,545000
110,-22415.41796875,15.2812,1822.31,2196.11,156.5688,110,550000
111,-22680.505859375,15.2295,1833.38,2179.71,156.7913,111,555000
112,-22912.26171875,15.46,1860.92,2278.31,156.7324,112,560000
113,-23283.544921875,15.4518,1869.69,2238.89,156.7903,113,565000
114,-23407.091796875,15.2487,1833.9,2190.38,156.6908,114,570000
115,-23625.60546875,15.4772,1861.6,2244.06,156.8646,115,575000
116,-23875.396484375,15.201,1843.89,2231.87,156.7265,116,580000
117,-24160.017578125,15.1854,1833.15,2176.41,156.6277,117,585000
118,-24385.330078125,15.3343,1860.85,2231.75,156.7643,118,590000
119,-24582.79296875,14.9631,1849.17,2212.43,156.6106,119,595000
120,-24897.580078125,15.1289,1854.36,2179.54,156.7542,120,600000
121,-25090.64453125,15.1417,1834.03,2188.26,156.8083,121,605000
122,-25431.037109375,15.3598,1838.8,2216.33,156.7036,122,610000
123,-25593.3203125,15.4161,1889.1,2272.7,156.7089,123,615000
124,-25936.138671875,15.3941,1838.0,2184.75,156.8965,124,620000
125,-26457.13671875,15.2824,1862.14,2219.43,156.8501,125,625000
126,-26487.19140625,15.3016,1868.39,2268.3,156.7207,126,630000
127,-26596.25390625,15.309,1862.23,2273.48,156.6119,127,635000
128,-26959.751953125,15.119,1859.19,2195.24,156.8807,128,640000
129,-27223.25,15.1243,1865.57,2168.32,156.5551,129,645000
130,-27519.380859375,15.2334,1864.05,2239.32,156.7655,130,650000
131,-27714.841796875,15.2189,1843.8,2202.18,156.6743,131,655000
132,-28099.75,15.1977,1843.03,2212.88,156.622,132,660000
133,-28200.296875,15.3293,1892.46,2245.02,156.6991,133,665000
134,-28423.384765625,15.2458,1858.11,2245.06,156.731,134,670000
135,-28819.009765625,15.0046,1842.04,2237.04,156.7466,135,675000
136,-29101.828125,15.0855,1851.6,2206.54,156.7861,136,680000
137,-29462.2421875,15.187,1878.64,2252.97,156.5823,137,685000
138,-29506.30078125,15.1764,1888.95,2260.95,156.589,138,690000
139,-29764.111328125,15.3377,1853.55,2240.86,156.6493,139,695000
140,-30165.80078125,15.3647,1885.85,2266.98,156.7092,140,700000
141,-30426.3671875,15.4669,1909.67,2247.02,156.5926,141,705000
142,-30952.20703125,15.3838,1905.16,2245.04,156.8625,142,710000
143,-31106.806640625,15.3698,1883.82,2274.53,156.8044,143,715000
144,-31489.4296875,15.5606,1915.03,2271.5,156.8067,144,720000
145,-31582.681640625,15.3887,1849.62,2203.3,156.6572,145,725000
146,-31813.61328125,14.8355,1829.62,2202.27,156.6711,146,730000
147,-32263.67578125,15.3208,1872.13,2263.2,156.7359,147,735000
148,-32511.630859375,15.3133,1866.66,2236.96,156.7551,148,740000
149,-32654.900390625,15.222,1837.16,2190.23,156.6629,149,745000
150,-33023.74609375,15.3461,1893.45,2247.86,156.57,150,750000
151,-33273.66015625,15.3384,1888.72,2249.61,156.6887,151,755000
152,-33481.80859375,15.3178,1879.55,2239.19,156.8065,152,760000
153,-33949.4375,15.2798,1909.69,2293.69,156.7622,153,765000
154,-34250.5859375,15.2329,1873.27,2259.52,156.7837,154,770000
155,-34542.4453125,15.2827,1897.05,2311.06,156.5402,155,775000
156,-34749.50390625,15.0804,1898.06,2271.31,156.7079,156,780000
157,-35325.37890625,15.2895,1893.64,2302.97,156.7156,157,785000
158,-35549.94921875,15.3442,1886.9,2260.86,156.681,158,790000
159,-35511.578125,15.0936,1906.19,2282.81,156.6757,159,795000
160,-36022.5703125,15.3239,1899.64,2217.05,156.7011,160,800000
161,-36216.93359375,15.1804,1903.02,2267.7,156.7143,161,805000
162,-36448.00390625,15.1559,1909.06,2292.5,156.5394,162,810000
163,-36819.48046875,15.3458,1894.62,2255.34,156.8026,163,815000
164,-37218.421875,15.0351,1870.82,2266.91,156.5486,164,820000
165,-37439.55078125,15.0285,1858.1,2260.95,156.5989,165,825000
166,-37734.4140625,15.101,1913.86,2275.04,156.6924,166,830000
167,-38119.50390625,15.0738,1885.3,2239.78,156.5768,167,835000
168,-38323.90234375,15.2893,1906.22,2294.08,156.6903,168,840000
169,-38488.9453125,15.0591,1887.17,2270.49,156.7032,169,845000
170,-38612.0859375,15.1584,1899.37,2269.81,156.536,170,850000
171,-38914.28515625,15.3839,1917.94,2273.31,156.7995,171,855000
172,-38998.59375,15.3955,1916.15,2271.96,156.6128,172,860000
173,-39224.0546875,15.2259,1913.04,2270.54,156.6701,173,865000
174,-39386.05859375,15.2061,1904.75,2268.23,156.7016,174,870000
175,-39628.51953125,15.0941,1908.43,2271.7,156.5907,175,875000
176,-39785.56640625,15.373,1907.62,2272.8,156.6067,176,880000
177,-40211.89453125,15.1083,1907.37,2280.37,156.6293,177,885000
178,-40209.65625,15.0691,1864.21,2229.65,156.6544,178,890000
179,-40669.1171875,15.2437,1933.28,2266.46,156.6231,179,895000
180,-40663.296875,15.2722,1889.09,2267.65,156.7557,180,900000
181,-40872.703125,15.1283,1897.15,2279.67,156.6093,181,905000
182,-41369.3359375,15.209,1877.69,2279.53,156.7798,182,910000
183,-41511.64453125,15.1767,1909.78,2273.87,156.6649,183,915000
184,-41836.18359375,15.392,1934.14,2327.12,156.543,184,920000
185,-42038.37890625,14.9971,1868.99,2214.37,156.6809,185,925000
186,-42164.60546875,15.2595,1883.43,2290.9,156.7116,186,930000
187,-42316.7421875,15.4322,1926.36,2310.38,156.6618,187,935000
188,-42411.6640625,15.4297,1930.7,2297.82,156.7164,188,940000
189,-42635.78125,15.0677,1904.72,2258.48,156.6509,189,945000
190,-43193.69921875,15.6167,1922.66,2296.44,156.7447,190,950000
191,-43292.4921875,15.3148,1922.83,2299.63,156.6383,191,955000
192,-43449.01171875,15.2288,1902.85,2312.62,156.7874,192,960000
193,-43841.8828125,15.2278,1936.25,2296.85,156.6501,193,965000
194,-43936.265625,15.0666,1915.72,2305.81,156.7463,194,970000
195,-44013.8671875,15.1634,1934.75,2286.34,156.4669,195,975000
196,-44222.94140625,15.5313,1935.49,2306.37,156.7578,196,980000
197,-44662.796875,15.3806,1933.13,2316.28,156.6948,197,985000
198,-44641.8359375,15.1783,1907.94,2268.94,156.6747,198,990000
199,-44837.4375,15.1496,1917.59,2252.39,156.5938,199,995000
200,-44942.7421875,14.9961,1911.64,2234.0,156.6237,200,1000000
201,-45119.7734375,15.1739,1919.86,2248.61,156.7253,201,1005000
202,-45363.40234375,15.2112,1881.14,2218.56,156.6103,202,1010000
203,-45538.6875,15.3179,1922.2,2255.88,156.6487,203,1015000
204,-45888.0234375,15.3271,1940.46,2280.82,156.7549,204,1020000
205,-46027.47265625,15.1217,1924.34,2253.25,156.7081,205,1025000
206,-46297.578125,15.2148,1928.97,2288.87,156.7294,206,1030000
207,-46397.85546875,15.1462,1938.73,2251.39,156.7311,207,1035000
208,-46767.0703125,15.2393,1954.08,2275.63,156.5698,208,1040000
209,-46742.87890625,15.1337,1912.99,2256.04,156.6381,209,1045000
210,-46959.6171875,15.1293,1942.73,2275.84,156.6713,210,1050000
211,-47180.8125,15.1293,1913.29,2261.53,156.6079,211,1055000
212,-47497.56640625,15.2008,1925.3,2267.2,156.5852,212,1060000
213,-47569.43359375,15.2082,1927.15,2248.36,156.6237,213,1065000
214,-47697.5546875,15.1123,1928.2,2260.47,156.5681,214,1070000
215,-47969.59765625,15.1837,1937.46,2294.6,156.6974,215,1075000
216,-48037.28125,15.0366,1916.68,2307.48,156.5649,216,1080000
217,-48242.02734375,15.1306,1928.12,2279.07,156.6544,217,1085000
218,-48446.484375,15.1452,1921.13,2267.72,156.6822,218,1090000
219,-48909.12109375,15.3635,1922.01,2282.89,156.7456,219,1095000
220,-48826.01953125,15.1491,1919.91,2269.77,156.6934,220,1100000
221,-49037.3125,15.0421,1912.79,2273.14,156.6716,221,1105000
222,-49369.78125,15.0313,1887.86,2249.56,156.621,222,1110000
223,-49312.66015625,15.0936,1928.46,2276.15,156.6143,223,1115000
224,-49448.23828125,14.9652,1908.28,2212.58,156.6751,224,1120000
225,-49697.26171875,15.048,1883.29,2230.91,156.6538,225,1125000
226,-49741.02734375,14.9069,1923.45,2254.55,156.6007,226,1130000
227,-50025.1328125,15.0043,1904.84,2249.82,156.6222,227,1135000
228,-50190.1015625,14.8939,1872.39,2223.6,156.6954,228,1140000
229,-50319.5234375,14.8567,1880.12,2234.59,156.738,229,1145000
230,-50569.546875,15.0101,1901.71,2251.97,156.6942,230,1150000
231,-50527.2890625,14.749,1868.89,2179.13,156.744,231,1155000
232,-50974.7890625,14.9325,1884.29,2204.04,156.8103,232,1160000
233,-51125.609375,14.9347,1887.91,2225.47,156.6924,233,1165000
234,-51067.296875,14.967,1901.13,2244.49,156.7255,234,1170000
235,-51518.17578125,14.9948,1901.01,2227.05,156.7928,235,1175000
236,-51825.42578125,15.0076,1891.75,2223.05,156.7346,236,1180000
237,-51986.90625,15.1721,1918.66,2250.99,156.6347,237,1185000
238,-51972.84765625,14.9664,1904.44,2273.33,156.7143,238,1190000
239,-52123.4375,14.948,1882.47,2194.85,156.7149,239,1195000
240,-52444.78125,15.2506,1929.74,2251.69,156.9028,240,1200000
241,-52490.6875,15.0178,1899.38,2239.84,156.57,241,1205000
242,-53054.06640625,15.2203,1921.85,2258.15,156.7739,242,1210000
243,-52680.484375,14.9998,1893.19,2238.93,156.8042,243,1215000
244,-53227.13671875,14.9889,1865.21,2265.08,156.7307,244,1220000
245,-53277.67578125,15.1301,1909.73,2264.92,156.7666,245,1225000
246,-53456.05859375,14.9906,1903.99,2231.46,156.893,246,1230000
247,-53567.95703125,15.0258,1894.58,2269.2,156.621,247,1235000
248,-53661.2890625,14.9693,1900.84,2244.08,156.6179,248,1240000
249,-53925.5234375,15.0797,1920.83,2278.92,156.6761,249,1245000
250,-54014.421875,15.178,1914.35,2275.75,156.7883,250,1250000
251,-54172.6328125,15.1913,1900.81,2255.15,156.561,251,1255000
252,-54436.15234375,15.0958,1900.83,2268.41,156.67,252,1260000
253,-54724.51953125,15.0989,1905.29,2260.56,156.6408,253,1265000
254,-54672.01171875,14.7815,1862.92,2223.1,156.6499,254,1270000
255,-54908.28125,14.8618,1903.65,2240.03,156.5462,255,1275000
256,-55065.19921875,14.9275,1899.25,2260.96,156.6363,256,1280000
257,-55234.46875,15.0246,1908.91,2247.04,156.7256,257,1285000
258,-55268.5078125,14.9225,1892.96,2252.63,156.6833,258,1290000
259,-55521.78515625,15.0178,1922.8,2262.53,156.7072,259,1295000
260,-55654.15234375,15.1163,1911.52,2275.09,156.7647,260,1300000
261,-55803.55078125,15.1177,1911.99,2258.51,156.7824,261,1305000
262,-56298.7578125,15.258,1934.89,2308.54,156.6657,262,1310000
263,-56209.375,15.193,1901.81,2277.36,156.7288,263,1315000
264,-56308.890625,15.025,1915.07,2280.68,156.7562,264,1320000
265,-56404.45703125,15.0755,1925.51,2281.33,156.7634,265,1325000
266,-56808.05078125,14.9976,1889.28,2273.1,156.5611,266,1330000
267,-57036.6796875,15.1666,1929.66,2275.85,156.6868,267,1335000
268,-57125.5390625,14.8824,1888.09,2255.27,156.7421,268,1340000
269,-57453.23046875,14.9679,1894.88,2276.09,156.6332,269,1345000
270,-57658.65234375,15.183,1913.77,2291.39,156.6883,270,1350000
271,-57591.640625,15.0038,1908.12,2253.74,156.5167,271,1355000
272,-57932.12109375,14.9515,1920.27,2287.83,156.7307,272,1360000
273,-57992.16015625,15.0207,1919.02,2253.28,156.7815,273,1365000
274,-58093.6171875,14.9714,1894.38,2241.6,156.6077,274,1370000
275,-58542.3359375,15.1928,1931.73,2297.96,156.6996,275,1375000
276,-58413.90234375,15.0799,1896.75,2276.18,156.6365,276,1380000
277,-58612.52734375,15.0113,1898.64,2274.1,156.7224,277,1385000
278,-58936.015625,15.1181,1930.29,2283.83,156.8041,278,1390000
279,-59234.90625,15.1941,1924.22,2267.96,156.7385,279,1395000
280,-58917.76171875,14.9978,1914.58,2279.06,156.6321,280,1400000
281,-59308.203125,15.1381,1935.42,2269.86,156.5855,281,1405000
282,-59580.140625,15.1934,1930.4,2283.83,156.7344,282,1410000
283,-59905.015625,15.194,1940.11,2267.37,156.5916,283,1415000
284,-60003.8359375,15.5016,1928.4,2307.99,156.6825,284,1420000
285,-59911.828125,14.9825,1930.79,2285.54,156.6783,285,1425000
286,-60279.94921875,15.2782,1960.15,2313.64,156.5744,286,1430000
287,-60497.77734375,15.2319,1938.28,2299.21,156.5631,287,1435000
288,-60490.32421875,15.0652,1930.99,2296.26,156.6181,288,1440000
289,-60743.07421875,15.1827,1933.41,2291.5,156.7745,289,1445000
290,-60679.90625,15.0681,1934.58,2294.42,156.6656,290,1450000
291,-60815.52734375,15.1116,1936.43,2295.38,156.6265,291,1455000
292,-61140.71484375,15.2769,1929.59,2297.52,156.6077,292,1460000
293,-61411.49609375,15.1742,1920.95,2284.29,156.6137,293,1465000
294,-61365.2734375,15.1125,1931.67,2302.75,156.7426,294,1470000
295,-61833.94921875,15.2694,1950.33,2333.17,156.7585,295,1475000
296,-61519.59765625,15.1672,1947.96,2286.36,156.6385,296,1480000
297,-62096.48046875,15.2493,1964.45,2317.74,156.6102,297,1485000
298,-62015.54296875,15.087,1939.84,2314.0,156.6538,298,1490000
299,-62143.5546875,15.0002,1923.19,2328.35,156.6971,299,1495000
300,-62376.5703125,15.2509,1920.2,2310.01,156.697,300,1500000
301,-62395.7734375,15.1589,1961.44,2319.21,156.7215,301,1505000
302,-62736.0390625,15.2489,1950.36,2332.12,156.6187,302,1510000
303,-62761.35546875,15.1642,1937.45,2314.05,156.6179,303,1515000
304,-62977.984375,15.1949,1953.67,2328.56,156.6725,304,1520000
305,-63156.953125,15.1769,1944.42,2309.22,156.631,305,1525000
306,-63163.765625,15.1715,1954.49,2293.65,156.6458,306,1530000
307,-63266.47265625,15.1469,1953.17,2312.99,156.6541,307,1535000
308,-63304.16015625,15.0858,1935.0,2278.99,156.7331,308,1540000
309,-63215.1953125,14.8484,1931.83,2297.64,156.6796,309,1545000
310,-63997.6953125,15.198,1950.48,2308.86,156.6193,310,1550000
311,-63777.59765625,15.0473,1933.48,2267.39,156.627,311,1555000
312,-63981.3671875,14.9876,1943.94,2302.48,156.6265,312,1560000
313,-64215.05859375,15.177,1935.24,2313.7,156.6388,313,1565000
314,-63901.5625,15.093,1930.52,2279.89,156.6103,314,1570000
315,-64559.33984375,15.2415,1932.32,2313.15,156.6715,315,1575000
316,-64590.5859375,14.9407,1931.96,2298.28,156.7392,316,1580000
317,-64542.6484375,15.1778,1948.16,2301.2,156.74,317,1585000
318,-64757.35546875,14.9596,1954.07,2314.17,156.7718,318,1590000
319,-64786.1875,15.1196,1952.26,2300.65,156.7486,319,1595000
320,-64993.72265625,15.1977,1932.27,2294.51,156.7432,320,1600000
321,-65411.44140625,15.1628,1946.65,2340.74,156.6235,321,1605000
322,-65109.37890625,15.0503,1924.86,2304.28,156.6532,322,1610000
323,-65205.734375,15.0126,1916.95,2283.45,156.6174,323,1615000
324,-65643.40625,14.9899,1925.84,2299.56,156.6051,324,1620000
325,-65620.3828125,14.9929,1936.67,2274.88,156.678,325,1625000
326,-65954.3125,15.2182,1917.89,2284.19,156.6272,326,1630000
327,-65773.1953125,14.9512,1933.15,2289.61,156.6108,327,1635000
328,-66302.5625,15.1062,1931.87,2310.14,156.7205,328,1640000
329,-65973.8515625,15.0106,1912.52,2285.88,156.7492,329,1645000
330,-66034.0390625,14.8799,1928.69,2284.1,156.6403,330,1650000
331,-66359.671875,15.0811,1925.72,2308.34,156.662,331,1655000
332,-66794.4453125,15.1076,1906.04,2304.78,156.6734,332,1660000
333,-67164.40625,15.0114,1895.68,2301.99,156.6052,333,1665000
334,-66414.5625,14.8691,1918.58,2295.89,156.6978,334,1670000
335,-66881.1640625,15.3174,1958.82,2321.0,156.6195,335,1675000
336,-67181.171875,15.0139,1890.92,2263.52,156.7715,336,1680000
337,-67221.3671875,15.2274,1911.01,2296.83,156.6594,337,1685000
338,-67273.8203125,15.0326,1936.77,2292.71,156.5599,338,1690000
339,-67473.2265625,15.1296,1814.7,2307.5,156.6204,339,1695000
340,-67414.7734375,14.8955,1928.61,2285.76,156.6712,340,1700000
341,-67632.0703125,15.2273,1939.24,2330.6,156.656,341,1705000
342,-67952.71875,15.4912,1918.22,2317.87,156.7655,342,1710000
343,-67731.75,15.0552,1920.85,2324.86,156.6183,343,1715000
344,-68064.671875,15.1741,1933.31,2298.37,156.6776,344,1720000
345,-67922.578125,14.8701,1940.55,2287.14,156.7072,345,1725000
346,-68309.453125,15.1658,1913.52,2288.4,156.6468,346,1730000
347,-67963.1328125,14.9501,1887.07,2263.91,156.7857,347,1735000
348,-68403.78125,15.17,1915.42,2310.73,156.6533,348,1740000
349,-67855.0859375,14.85,1914.7,2289.85,156.6603,349,1745000
350,-68929.9921875,15.2269,1906.76,2292.81,156.5582,350,1750000
351,-68255.9921875,14.8893,1902.89,2285.38,156.5541,351,1755000
352,-68941.6640625,15.0216,1909.52,2301.49,156.5202,352,1760000
353,-69096.390625,15.4106,1929.96,2317.02,156.5668,353,1765000
354,-69182.6171875,15.1797,1923.82,2333.3,156.6015,354,1770000
355,-69444.3671875,15.3998,1939.28,2320.67,156.668,355,1775000
356,-69218.4765625,15.2784,1922.22,2302.33,156.7615,356,1780000
357,-69665.0625,15.2707,1938.48,2333.42,156.6904,357,1785000
358,-69432.125,15.1359,1937.79,2325.74,156.7005,358,1790000
359,-69570.640625,15.1007,1941.58,2312.36,156.5404,359,1795000
360,-69280.0859375,14.9719,1926.86,2290.47,156.6259,360,1800000
361,-69896.5234375,15.2357,1978.31,2331.98,156.6734,361,1805000
362,-69844.5546875,15.1514,1969.38,2314.97,156.6377,362,1810000
363,-69851.3671875,15.0983,1957.14,2303.65,156.5527,363,1815000
364,-69832.3125,15.051,1952.31,2318.95,156.5785,364,1820000
365,-69850.90625,15.0998,1949.12,2321.27,156.5744,365,1825000
366,-70128.09375,15.0327,1937.55,2314.95,156.5779,366,1830000
367,-70246.09375,14.9672,1948.16,2313.14,156.5935,367,1835000
368,-70240.3515625,15.2113,1957.9,2315.42,156.4439,368,1840000
369,-70240.546875,15.0696,1935.59,2300.96,156.6886,369,1845000
370,-70673.875,15.1588,1930.01,2281.87,156.4983,370,1850000
371,-70381.0390625,14.9801,1929.58,2288.57,156.5732,371,1855000
372,-70313.3359375,15.0057,1961.1,2295.22,156.5135,372,1860000
373,-70706.7734375,15.2046,1947.18,2298.41,156.571,373,1865000
374,-70997.6328125,15.3421,1961.13,2331.34,156.624,374,1870000
375,-70636.578125,15.0735,1947.39,2315.07,156.3538,375,1875000
376,-70917.8515625,15.1577,1966.73,2322.89,156.7086,376,1880000
377,-70997.2109375,15.1389,1962.43,2308.94,156.6957,377,1885000
378,-70981.4296875,15.0244,1937.75,2300.91,156.5219,378,1890000
379,-71091.5859375,15.0943,1930.37,2281.19,156.8254,379,1895000
380,-71288.6953125,14.8887,1956.46,2310.47,156.5185,380,1900000
381,-71252.78125,15.1056,1940.68,2302.95,156.756,381,1905000
382,-71324.03125,15.095,1950.98,2295.12,156.6514,382,1910000
383,-71539.65625,15.197,1958.68,2310.85,156.5044,383,1915000
384,-71303.0546875,15.1875,1969.93,2320.99,156.6794,384,1920000
385,-71833.203125,15.203,1951.94,2296.86,156.488,385,1925000
386,-71818.8515625,15.1506,1937.16,2300.15,156.4478,386,1930000
387,-72025.34375,15.2184,1940.09,2302.56,156.6265,387,1935000
388,-72072.1484375,15.1265,1941.36,2314.87,156.6343,388,1940000
389,-72434.4765625,15.235,1984.07,2333.14,156.6036,389,1945000
390,-71966.1875,15.1255,1978.29,2340.86,156.573,390,1950000
391,-72385.46875,15.2415,1936.63,2284.27,156.5723,391,1955000
392,-72392.765625,15.05,1966.35,2315.59,156.6021,392,1960000
393,-72304.296875,15.0806,1963.39,2317.04,156.6819,393,1965000
394,-72498.2890625,15.2689,1966.97,2330.17,156.6769,394,1970000
