Reward Loss,Running Reverse KL,Running Update Time,Running Env Steps,Real Sto Return,Itration,Real Det Return,Running Forward KL
-1577.62109375,30.8908,101,505000,300.94,101,846.13,71.171
-1600.349853515625,30.4208,102,510000,206.73,102,890.25,72.7392
-1624.7633056640625,31.0311,103,515000,261.0,103,866.33,74.1105
-1683.245361328125,30.6935,104,520000,274.23,104,783.76,73.6298
-1681.4649658203125,30.3139,105,525000,308.48,105,759.22,72.2684
-1740.37841796875,30.707,106,530000,205.31,106,965.18,73.7535
-1768.3875732421875,30.5857,107,535000,254.27,107,853.21,73.2448
-1792.2105712890625,30.9522,108,540000,298.24,108,924.35,74.4025
-1794.964599609375,31.2105,109,545000,289.75,109,879.9,72.6296
-1858.6151123046875,30.485,110,550000,192.33,110,825.12,71.6991
-1873.6226806640625,30.6658,111,555000,291.37,111,824.6,72.0942
-1927.0548095703125,31.0053,112,560000,283.01,112,775.47,74.4074
-1943.0606689453125,31.039,113,565000,249.0,113,706.23,74.596
-1933.9805908203125,29.9931,114,570000,242.16,114,792.39,71.6523
-2011.2672119140625,30.8423,115,575000,195.94,115,819.7,73.1027
-2027.4500732421875,30.8973,116,580000,282.05,116,840.63,72.0914
-2056.497314453125,30.8251,117,585000,278.09,117,709.57,73.5655
-2092.033203125,30.4408,118,590000,315.17,118,939.66,71.8194
-2150.614501953125,30.7128,119,595000,243.5,119,604.98,74.6886
-2187.91748046875,30.3914,120,600000,250.44,120,710.71,73.4405
-2211.662109375,31.1409,121,605000,305.98,121,809.18,74.0395
-2229.162841796875,31.3995,122,610000,243.46,122,852.71,72.948
-2289.33203125,30.6744,123,615000,218.29,123,768.64,73.1838
-2326.00439453125,30.7961,124,620000,242.03,124,752.98,73.743
-2345.805908203125,31.298,125,625000,324.64,125,994.46,74.1942
-2385.073974609375,30.6941,126,630000,243.83,126,858.19,73.504
-2412.916259765625,30.8045,127,635000,304.79,127,832.46,74.2412
-2457.748291015625,30.5867,128,640000,259.04,128,823.83,72.6024
-2477.082275390625,30.6348,129,645000,294.71,129,915.11,73.0745
-2562.590087890625,30.869,130,650000,271.58,130,756.41,73.0569
-2546.06640625,30.6231,131,655000,306.42,131,760.74,73.1864
-2638.37646484375,31.1862,132,660000,274.42,132,788.05,73.6481
-2632.697021484375,30.7125,133,665000,294.22,133,843.91,72.6231
-2700.23974609375,31.15,134,670000,260.37,134,903.82,73.8841
-2708.4169921875,31.0712,135,675000,312.02,135,809.93,72.8986
-2774.0537109375,31.1206,136,680000,218.27,136,984.21,72.8256
-2808.94140625,30.7363,137,685000,287.05,137,908.25,72.5259
-2875.07080078125,30.5605,138,690000,308.36,138,717.11,72.9677
-2897.61865234375,31.4898,139,695000,297.9,139,953.26,73.116
-2927.166259765625,31.1368,140,700000,319.01,140,860.83,72.5208
-2993.309814453125,30.672,141,705000,296.9,141,924.59,72.8915
-3018.204833984375,30.5002,142,710000,300.8,142,813.36,73.2067
-3079.16796875,30.6211,143,715000,342.05,143,930.86,73.3298
-3126.489990234375,31.0845,144,720000,238.06,144,853.02,74.7011
-3169.478759765625,30.6554,145,725000,243.26,145,809.07,72.4757
-3224.151123046875,30.8197,146,730000,262.23,146,717.58,75.0169
-3238.727783203125,29.8684,147,735000,275.7,147,760.08,73.1351
-3308.19140625,30.3097,148,740000,324.98,148,838.61,73.802
-3355.361328125,31.021,149,745000,291.84,149,746.31,72.8906
-3357.73388671875,30.2636,150,750000,311.02,150,909.28,72.288
-3438.653076171875,30.9285,151,755000,329.14,151,983.51,73.3429
-3479.233154296875,30.4844,152,760000,272.18,152,895.37,73.8335
-3488.305419921875,31.3739,153,765000,320.34,153,923.12,72.5144
-3629.85498046875,30.6239,154,770000,298.43,154,883.79,74.5642
-3660.43505859375,30.9755,155,775000,320.5,155,931.68,73.9844
-3730.624755859375,30.6488,156,780000,292.68,156,710.19,74.1928
-3806.706787109375,30.8395,157,785000,306.77,157,899.6,73.7636
-3793.63330078125,30.7014,158,790000,310.83,158,1004.0,73.8445
-3810.84326171875,30.6488,159,795000,275.56,159,912.21,72.1171
-3915.10205078125,30.6419,160,800000,274.34,160,950.83,72.0248
-3934.10400390625,30.5733,161,805000,278.93,161,1001.28,73.213
-4030.70068359375,30.8885,162,810000,329.31,162,815.87,73.9668
-4040.01416015625,30.653,163,815000,345.35,163,950.55,73.0174
-4110.81640625,30.2107,164,820000,306.39,164,930.72,73.3704
-4199.99951171875,31.3565,165,825000,339.53,165,995.83,73.6984
-4234.591796875,30.4565,166,830000,258.1,166,878.45,72.5526
-4355.22509765625,30.7167,167,835000,325.36,167,947.01,73.7206
-4409.04345703125,30.9561,168,840000,268.91,168,852.64,74.35
-4424.4228515625,30.9338,169,845000,327.51,169,961.63,71.5857
-4511.05810546875,31.2335,170,850000,194.97,170,845.48,75.4041
-4653.5986328125,31.2361,171,855000,318.86,171,751.61,75.1643
-4643.8330078125,31.0755,172,860000,253.24,172,979.3,74.1826
-4649.6826171875,30.4712,173,865000,212.28,173,899.83,72.0639
-4692.81982421875,30.3423,174,870000,301.99,174,954.26,72.5524
-4835.48779296875,30.5266,175,875000,310.41,175,950.39,74.042
-4883.20947265625,30.4758,176,880000,319.91,176,904.3,74.0748
-4994.81689453125,30.7186,177,885000,309.04,177,910.19,73.5669
-4999.42626953125,30.4813,178,890000,264.47,178,905.34,73.2655
-5019.63720703125,30.8056,179,895000,355.21,179,951.74,71.8409
-5069.716796875,30.8785,180,900000,252.53,180,781.77,73.9344
-5214.53466796875,30.6534,181,905000,289.42,181,898.16,74.3761
-5269.861328125,30.7326,182,910000,306.19,182,820.5,72.9706
-5372.31005859375,30.3529,183,915000,329.32,183,912.08,72.4444
-5409.89990234375,30.5822,184,920000,206.08,184,801.24,73.1958
-5492.17724609375,30.7667,185,925000,263.68,185,831.2,73.7646
-5426.02197265625,30.5697,186,930000,277.05,186,767.54,73.0768
-5669.0439453125,30.9394,187,935000,312.7,187,857.47,73.1814
-5653.71240234375,30.4238,188,940000,306.69,188,913.38,72.3407
-5818.55908203125,31.1144,189,945000,316.63,189,967.14,72.4752
-5866.8408203125,29.948,190,950000,293.46,190,944.81,74.3815
-5946.990234375,30.0126,191,955000,250.37,191,813.63,74.1062
-6048.2939453125,30.9715,192,960000,320.45,192,960.18,72.7989
-6179.8017578125,31.2459,193,965000,300.83,193,925.16,74.5082
-6108.7958984375,30.2059,194,970000,298.84,194,903.92,71.9233
-6211.42138671875,30.7464,195,975000,315.08,195,817.76,72.9993
-6189.62646484375,29.6826,196,980000,263.02,196,799.23,71.8663
-6417.68603515625,30.5761,197,985000,287.85,197,957.1,73.2141
-6462.74658203125,30.9237,198,990000,304.47,198,887.47,72.8223
-6561.94580078125,30.756,199,995000,318.65,199,961.19,72.2054
-6623.24951171875,30.6985,200,1000000,228.74,200,917.24,72.468
-6723.53369140625,30.5258,201,1005000,284.89,201,843.94,73.5304
-6762.2421875,30.7527,202,1010000,297.33,202,946.38,73.0222
-6925.80908203125,30.7164,203,1015000,314.18,203,803.68,73.4103
-6991.98486328125,30.6387,204,1020000,276.02,204,813.12,73.6364
-7057.6123046875,31.2553,205,1025000,283.08,205,920.62,74.1701
-7085.0185546875,30.2297,206,1030000,252.0,206,719.89,72.872
-7167.6533203125,30.5208,207,1035000,254.84,207,765.01,75.0975
-7447.57568359375,30.4826,208,1040000,225.66,208,790.1,74.1385
-7495.07666015625,30.7793,209,1045000,268.66,209,896.1,74.0755
-7566.16162109375,30.6671,210,1050000,308.28,210,984.24,74.526
-7622.34716796875,30.6683,211,1055000,314.39,211,938.36,73.3903
-7739.375,30.4784,212,1060000,226.16,212,795.95,74.5893
-7758.861328125,30.4162,213,1065000,219.97,213,734.93,72.9665
-7945.96728515625,30.6775,214,1070000,255.11,214,896.28,73.0235
-7998.51904296875,31.8045,215,1075000,285.96,215,695.17,72.9098
-8196.8935546875,30.548,216,1080000,260.03,216,810.42,74.386
-8243.57421875,30.4987,217,1085000,180.87,217,887.1,74.3963
-8242.400390625,30.6297,218,1090000,211.16,218,787.49,72.7077
-8384.5419921875,30.5515,219,1095000,240.07,219,833.86,73.877
-8579.84765625,31.3344,220,1100000,260.85,220,880.03,73.8738
-8628.40234375,30.7462,221,1105000,266.41,221,724.83,74.5165
-8771.564453125,31.0545,222,1110000,278.14,222,854.53,74.0833
-8788.904296875,30.5741,223,1115000,281.87,223,865.82,74.3362
-8997.6904296875,30.7543,224,1120000,252.76,224,905.3,74.3934
-8996.060546875,30.5752,225,1125000,264.49,225,950.41,75.0021
-9094.087890625,30.7899,226,1130000,272.89,226,767.51,75.0434
-9390.001953125,30.8929,227,1135000,234.79,227,943.36,73.6379
-9336.2353515625,30.6856,228,1140000,222.74,228,849.44,73.5988
-9341.2685546875,29.9188,229,1145000,191.15,229,844.37,73.313
-9632.31640625,30.4644,230,1150000,296.66,230,850.9,74.2226
-9718.1904296875,30.8338,231,1155000,234.46,231,811.55,73.4085
-9778.2392578125,30.5379,232,1160000,262.19,232,884.37,74.2092
-9909.876953125,30.3426,233,1165000,317.11,233,888.36,72.4978
-10035.8037109375,30.6363,234,1170000,254.7,234,764.91,73.9766
-10096.3349609375,30.879,235,1175000,272.45,235,811.6,74.9874
-10239.88671875,30.6337,236,1180000,275.15,236,790.28,74.544
-10222.32421875,30.6068,237,1185000,274.99,237,864.93,73.9117
-10245.5322265625,29.9817,238,1190000,235.44,238,887.78,72.3498
-10358.69921875,29.9005,239,1195000,317.04,239,847.64,72.8303
-10705.08203125,31.0386,240,1200000,231.31,240,763.84,74.4609
-10641.5595703125,30.7886,241,1205000,222.7,241,700.53,74.4888
-10818.06640625,30.6614,242,1210000,155.5,242,830.44,73.6119
-10925.3212890625,30.5621,243,1215000,257.49,243,843.32,74.2819
-10965.3779296875,30.5537,244,1220000,202.75,244,837.71,74.8152
-11060.4384765625,30.4854,245,1225000,254.98,245,970.38,75.1118
-11422.4716796875,30.765,246,1230000,226.62,246,981.45,73.9595
-11396.1943359375,30.4498,247,1235000,305.37,247,790.35,74.5192
-11475.5078125,30.7128,248,1240000,285.23,248,791.71,74.4569
-11545.0439453125,31.0673,249,1245000,261.65,249,740.81,75.0357
-11576.69921875,30.3627,250,1250000,271.67,250,879.69,74.5714
-11728.0009765625,30.3804,251,1255000,255.02,251,737.18,73.1013
-11677.8828125,30.4732,252,1260000,256.03,252,890.92,74.0442
-11937.408203125,30.6392,253,1265000,297.46,253,842.58,74.3936
-12034.7705078125,30.4201,254,1270000,266.35,254,744.13,74.0743
-12279.5634765625,31.0585,255,1275000,290.27,255,838.66,74.7526
-12260.3779296875,30.9311,256,1280000,256.97,256,901.13,74.6246
-12318.6455078125,30.4147,257,1285000,266.82,257,888.1,74.2663
-12355.4755859375,30.6715,258,1290000,233.53,258,891.14,74.005
-12403.03125,30.6683,259,1295000,245.83,259,941.92,74.2106
-12601.8662109375,30.6309,260,1300000,265.04,260,895.65,74.1151
-12629.814453125,30.804,261,1305000,263.12,261,992.57,73.4575
-12590.8662109375,30.3641,262,1310000,282.33,262,887.88,73.5876
-12958.6484375,30.8966,263,1315000,308.51,263,932.88,74.5108
-13150.95703125,30.6901,264,1320000,271.55,264,945.15,74.8951
-13023.3701171875,30.4318,265,1325000,289.27,265,892.86,73.357
-13257.1845703125,30.395,266,1330000,229.68,266,849.99,74.1332
-13376.236328125,31.0411,267,1335000,227.9,267,838.93,73.8188
-13409.361328125,30.5697,268,1340000,210.17,268,848.48,74.2721
-13607.2822265625,30.3415,269,1345000,227.21,269,794.82,74.2007
-13646.7646484375,30.6688,270,1350000,289.58,270,790.62,75.4123
-13704.185546875,30.2622,271,1355000,283.58,271,842.36,74.7718
-13654.181640625,30.4677,272,1360000,227.65,272,807.62,73.7288
-13979.087890625,30.5589,273,1365000,251.39,273,945.35,74.4979
-14163.74609375,30.4777,274,1370000,265.37,274,832.95,73.8409
-14088.5634765625,31.294,275,1375000,249.02,275,942.07,73.6473
-14136.509765625,30.7242,276,1380000,234.56,276,897.8,73.7191
-14186.12890625,30.3356,277,1385000,208.27,277,765.69,75.1286
-14330.2197265625,30.3039,278,1390000,262.35,278,894.39,73.5111
-14193.0498046875,30.8338,279,1395000,231.09,279,799.01,75.1815
-14309.0615234375,30.7757,280,1400000,291.04,280,977.28,74.2052
-14443.3994140625,30.7998,281,1405000,289.31,281,931.55,74.3134
-14762.9208984375,30.772,282,1410000,176.28,282,890.06,74.5107
-14717.44140625,30.7997,283,1415000,263.86,283,984.17,74.2286
-14768.63671875,30.4957,284,1420000,230.39,284,890.07,73.8548
-14890.9296875,30.564,285,1425000,235.35,285,881.73,74.4457
-14978.265625,30.5834,286,1430000,206.42,286,878.84,74.2448
-15030.4189453125,30.2918,287,1435000,292.7,287,735.67,74.4566
-15070.95703125,30.9671,288,1440000,289.42,288,912.3,73.4488
-15469.7041015625,29.9963,289,1445000,213.04,289,719.95,74.7132
-15242.822265625,30.465,290,1450000,237.77,290,897.1,72.8883
-15439.5078125,30.3159,291,1455000,240.1,291,556.31,74.15
-15590.921875,30.2065,292,1460000,281.57,292,857.24,74.3545
-15748.431640625,30.5254,293,1465000,292.02,293,651.13,74.7455
-15744.77734375,31.0454,294,1470000,239.46,294,662.97,74.3718
-15762.458984375,30.9444,295,1475000,196.89,295,650.85,74.7704
-16040.86328125,30.5844,296,1480000,251.31,296,849.67,74.7702
-15705.373046875,30.6683,297,1485000,177.17,297,575.74,74.8684
-16019.6376953125,30.0866,298,1490000,257.26,298,595.76,73.034
-16046.9931640625,29.9395,299,1495000,263.88,299,833.08,73.1778
-16222.2177734375,30.2385,300,1500000,189.53,300,552.46,75.3958
-16384.873046875,30.869,301,1505000,172.07,301,698.27,75.2207
-16727.640625,30.4737,302,1510000,144.43,302,754.13,74.0139
-16337.0361328125,30.5899,303,1515000,199.72,303,688.82,73.7091
-16617.599609375,30.2572,304,1520000,167.09,304,696.84,74.7461
-16612.279296875,30.3778,305,1525000,160.96,305,706.27,74.2686
-17068.248046875,30.3098,306,1530000,209.0,306,697.65,74.6264
-16999.904296875,30.8187,307,1535000,215.26,307,842.21,74.1662
-16916.3046875,30.2287,308,1540000,176.15,308,601.92,72.5726
-17073.01171875,30.7871,309,1545000,204.16,309,702.85,74.8515
-17062.78515625,30.8061,310,1550000,136.33,310,723.58,75.101
-17254.490234375,30.4147,311,1555000,248.11,311,698.31,74.2049
-17220.94140625,30.5951,312,1560000,231.79,312,651.66,74.5816
-17307.29296875,30.5002,313,1565000,236.21,313,715.58,74.7619
-17410.9921875,30.4038,314,1570000,198.36,314,610.12,74.3492
-17451.9609375,30.2674,315,1575000,200.55,315,740.58,74.3388
-17686.580078125,30.9319,316,1580000,236.05,316,593.7,74.0051
-17636.333984375,30.5367,317,1585000,168.74,317,741.81,75.2841
-17612.0703125,30.6522,318,1590000,187.21,318,892.76,75.1499
-17657.2578125,30.5604,319,1595000,208.95,319,636.99,75.0024
-17771.095703125,30.4882,320,1600000,249.69,320,743.62,74.0644
-17716.6484375,30.7449,321,1605000,225.45,321,840.77,75.0034
-17924.138671875,30.6644,322,1610000,281.82,322,821.16,74.6435
-18012.56640625,30.6753,323,1615000,195.64,323,748.28,73.8239
-18041.138671875,30.6624,324,1620000,235.92,324,717.49,74.5214
-17865.5078125,30.4499,325,1625000,235.79,325,739.51,74.7831
-18142.98828125,30.4254,326,1630000,186.96,326,503.34,74.4464
-18079.736328125,30.3203,327,1635000,296.78,327,744.95,74.2151
-18087.87890625,30.3478,328,1640000,259.68,328,794.59,74.5516
-18329.2109375,30.2427,329,1645000,188.77,329,841.74,74.9468
-18163.75,30.3971,330,1650000,251.18,330,757.74,74.1799
-18265.19921875,30.4112,331,1655000,194.21,331,692.0,75.1474
-18180.298828125,30.6171,332,1660000,100.85,332,890.77,74.3334
-18084.869140625,29.9247,333,1665000,222.18,333,551.25,74.6874
-18090.611328125,29.6722,334,1670000,201.32,334,787.04,73.866
-18427.494140625,30.142,335,1675000,220.0,335,890.52,75.3196
-18293.478515625,31.2179,336,1680000,222.77,336,893.39,74.0741
-18131.087890625,29.7399,337,1685000,215.55,337,559.5,73.1865
-18250.865234375,29.8249,338,1690000,243.49,338,944.32,73.4319
-18521.171875,30.3246,339,1695000,151.22,339,704.09,74.1758
-18327.708984375,29.932,340,1700000,224.94,340,898.01,74.0421
-18480.76171875,30.571,341,1705000,276.78,341,838.48,75.6058
-18465.220703125,30.3707,342,1710000,190.57,342,638.44,74.7282
-18504.2578125,30.4016,343,1715000,231.51,343,841.3,74.5031
-18550.833984375,31.2689,344,1720000,180.31,344,827.73,74.2842
-18652.740234375,30.14,345,1725000,172.52,345,723.63,74.291
-18671.52734375,30.1028,346,1730000,153.11,346,654.14,74.3568
-18522.53125,30.4134,347,1735000,276.06,347,799.65,74.6035
-18567.84375,30.1261,348,1740000,178.31,348,674.85,73.9198
-18423.32421875,29.6825,349,1745000,231.55,349,600.98,72.6092
-18661.14453125,30.4097,350,1750000,206.61,350,718.62,74.8691
-18775.123046875,30.2729,351,1755000,224.02,351,795.33,74.5873
-18677.91796875,30.149,352,1760000,175.66,352,882.97,74.1403
-18763.724609375,30.5735,353,1765000,176.88,353,812.58,74.115
-18712.17578125,30.5677,354,1770000,225.86,354,748.28,74.6546
-18676.46875,30.2566,355,1775000,281.86,355,809.17,74.4561
-18731.52734375,30.1792,356,1780000,219.15,356,937.24,75.2587
-18794.59375,30.2887,357,1785000,213.75,357,793.44,75.4403
-18792.748046875,30.2713,358,1790000,194.72,358,847.54,74.1167
-18810.166015625,30.0941,359,1795000,170.31,359,841.48,75.1931
-18835.177734375,30.4397,360,1800000,238.94,360,801.54,74.5768
-18769.224609375,30.4665,361,1805000,208.47,361,845.03,74.2169
-18911.837890625,34.1442,362,1810000,258.68,362,847.69,75.7918
-18820.16015625,30.6178,363,1815000,198.62,363,882.54,74.5815
-18904.30078125,30.884,364,1820000,260.93,364,698.22,74.9444
-18903.4921875,30.1457,365,1825000,278.68,365,943.97,74.018
-19000.4296875,30.5863,366,1830000,185.33,366,799.52,75.0608
-18951.96484375,30.4777,367,1835000,179.39,367,600.93,74.9459
-18943.4765625,30.4078,368,1840000,224.8,368,847.52,75.4026
-19024.275390625,30.6278,369,1845000,205.46,369,898.16,75.1664
-19005.7265625,30.3745,370,1850000,190.59,370,553.71,74.4805
-19024.79296875,30.1527,371,1855000,189.81,371,893.17,75.3148
-19020.15625,30.6285,372,1860000,260.56,372,774.25,75.2063
-19059.37890625,30.0754,373,1865000,269.38,373,800.37,74.4012
-19014.36328125,30.1252,374,1870000,227.42,374,852.59,74.1538
-18874.81640625,30.0929,375,1875000,249.56,375,798.91,73.4424
-19013.634765625,30.2903,376,1880000,217.16,376,798.55,74.5686
-19023.37890625,30.3492,377,1885000,258.53,377,943.38,75.1889
-19122.216796875,30.3405,378,1890000,220.65,378,760.48,74.9845
-19089.314453125,30.416,379,1895000,178.9,379,955.76,74.3506
-19157.69140625,30.1791,380,1900000,219.87,380,752.1,74.1658
-19016.826171875,30.3557,381,1905000,285.01,381,841.54,73.7997
-19131.271484375,30.5186,382,1910000,237.14,382,801.49,74.5704
-19153.064453125,30.2731,383,1915000,227.92,383,598.94,74.6171
-19139.068359375,30.6517,384,1920000,207.66,384,872.89,74.9379
-19091.1875,30.0612,385,1925000,245.54,385,801.88,74.4598
-19164.40234375,30.248,386,1930000,237.33,386,592.99,74.589
-19184.337890625,30.3597,387,1935000,266.95,387,793.23,74.7034
-19184.6015625,30.5384,388,1940000,223.51,388,781.77,75.13
-19032.064453125,30.638,389,1945000,201.5,389,634.51,74.348
-19057.349609375,30.2086,390,1950000,200.72,390,800.27,72.935
-19054.984375,31.2935,391,1955000,226.6,391,706.05,72.27
-19203.953125,31.1361,392,1960000,199.28,392,791.13,75.0475
-19181.166015625,30.1512,393,1965000,201.12,393,603.15,73.614
-19181.98046875,30.1608,394,1970000,259.91,394,755.99,74.8901
-19175.44921875,30.0807,395,1975000,175.96,395,544.7,74.6535
-19225.23828125,30.4892,396,1980000,216.38,396,566.29,75.2204
-19042.484375,29.9226,397,1985000,253.62,397,751.77,73.8084
-19198.95703125,29.9865,398,1990000,200.69,398,786.41,75.1529
-19152.298828125,30.3407,399,1995000,179.37,399,589.45,74.0483
-19179.537109375,30.4199,400,2000000,228.41,400,525.01,73.7151
-19237.4609375,30.3615,401,2005000,168.98,401,767.31,75.1802
-19242.724609375,30.3017,402,2010000,254.0,402,848.4,74.9582
-19272.345703125,30.3644,403,2015000,289.08,403,799.38,74.5351
-19211.818359375,30.2986,404,2020000,230.46,404,939.45,73.9049
-19209.11328125,30.6626,405,2025000,232.62,405,825.43,74.5092
-19224.919921875,30.3796,406,2030000,235.44,406,843.83,74.711
-19310.39453125,30.2568,407,2035000,240.01,407,875.81,75.1317
-19233.4921875,30.7393,408,2040000,241.94,408,837.46,75.1294
