Real Sto Return,Itration,Real Det Return,Running Forward KL,Running Reverse KL,Running Update Time,Running Env Steps,Reward Loss
2759.54,776,3190.48,40.7224,20.6194,776,3880000,-31772.81640625
1572.63,777,1064.25,45.9898,50.3827,777,3885000,-43715.90234375
4052.47,778,4002.02,40.5049,19.6725,778,3890000,-31308.189453125
3047.85,779,3536.36,41.0134,28.5693,779,3895000,-36080.60546875
4047.45,780,4090.51,40.1634,22.1669,780,3900000,-29946.123046875
2719.68,781,4551.0,39.1667,29.5756,781,3905000,-33180.2578125
1798.38,782,2067.22,42.1908,44.357,782,3910000,-40454.73828125
3593.18,783,4725.58,38.8001,30.2571,783,3915000,-34739.71875
3844.74,784,4767.55,37.8328,21.279,784,3920000,-29221.03515625
2998.02,785,4732.51,37.9796,21.6219,785,3925000,-29573.515625
4039.95,786,4846.56,37.3583,20.9143,786,3930000,-29526.572265625
4015.12,787,4800.84,38.8332,25.17,787,3935000,-33466.8125
4712.05,788,4790.54,36.7867,17.0269,788,3940000,-25394.4453125
4726.64,789,4829.13,37.4481,17.1892,789,3945000,-26615.677734375
4474.02,790,4422.46,37.0031,17.3646,790,3950000,-27193.02734375
4593.15,791,4922.97,37.001,16.9026,791,3955000,-24783.181640625
4324.07,792,4295.11,37.6149,20.826,792,3960000,-30268.3359375
4546.91,793,4699.17,38.7338,17.699,793,3965000,-26314.431640625
4683.48,794,4924.73,37.7322,18.5385,794,3970000,-24764.078125
4655.53,795,4287.71,38.4596,20.1063,795,3975000,-25467.861328125
3884.7,796,3569.9,39.0908,21.7369,796,3980000,-28498.16796875
4443.13,797,4790.27,38.6698,20.3259,797,3985000,-26054.482421875
2282.31,798,1765.0,40.3096,61.262,798,3990000,-30694.4140625
4509.84,799,4469.04,39.094,20.0044,799,3995000,-25855.740234375
4570.39,800,4609.84,38.5231,22.6877,800,4000000,-27508.57421875
898.19,801,934.3,56.1847,78.7461,801,4005000,-39490.05859375
3914.78,802,4298.63,38.7862,19.258,802,4010000,-25604.564453125
4498.06,803,5193.59,37.7512,19.2357,803,4015000,-23384.240234375
4382.09,804,4927.88,38.9809,20.4535,804,4020000,-28849.46875
4519.94,805,4634.84,38.377,18.7196,805,4025000,-27803.396484375
3415.9,806,4097.91,38.4115,23.3623,806,4030000,-32500.330078125
4647.02,807,4519.92,37.4338,23.2478,807,4035000,-28690.572265625
4161.43,808,3797.3,36.9816,17.5835,808,4040000,-26312.3203125
4646.74,809,4962.69,36.506,17.9937,809,4045000,-24018.884765625
4796.65,810,4595.86,36.8973,17.9856,810,4050000,-24269.857421875
4211.83,811,4460.89,37.4278,20.1191,811,4055000,-27933.609375
4282.55,812,4366.14,37.914,18.2008,812,4060000,-29965.10546875
4179.94,813,4227.77,37.9495,23.7104,813,4065000,-31312.982421875
4044.92,814,4690.62,37.4584,24.3067,814,4070000,-30389.99609375
5010.23,815,5243.14,37.7833,25.5334,815,4075000,-29707.8828125
3875.2,816,4574.39,37.1158,26.0667,816,4080000,-29332.69140625
4413.18,817,5147.36,36.7313,21.1783,817,4085000,-26823.185546875
3834.99,818,4854.91,38.6375,35.317,818,4090000,-37286.6328125
3088.22,819,4022.94,38.4944,24.088,819,4095000,-37493.546875
3789.48,820,3816.82,37.8562,27.5514,820,4100000,-32671.978515625
4377.73,821,4337.94,36.6917,24.7906,821,4105000,-26941.443359375
5113.92,822,5239.4,37.7155,21.3023,822,4110000,-30500.583984375
5024.67,823,5163.37,37.454,18.4635,823,4115000,-26155.529296875
4903.53,824,5378.51,36.5882,17.951,824,4120000,-24933.4375
5047.49,825,5335.98,36.9421,17.4328,825,4125000,-25379.916015625
5130.5,826,5081.14,36.9187,18.0637,826,4130000,-25047.318359375
5059.45,827,5085.03,36.5629,17.99,827,4135000,-25022.978515625
5146.28,828,5224.95,36.9023,17.7852,828,4140000,-26004.15625
5092.42,829,5127.17,37.1725,18.1371,829,4145000,-25599.576171875
5118.55,830,5202.01,36.8715,17.8918,830,4150000,-25684.91015625
5182.46,831,5170.64,36.3233,17.5648,831,4155000,-25069.822265625
5148.33,832,5380.43,37.1835,17.6191,832,4160000,-25584.060546875
4948.25,833,5421.81,36.8141,17.789,833,4165000,-25331.677734375
5251.28,834,5413.89,36.6347,18.2653,834,4170000,-25044.71875
5197.59,835,5435.07,36.3096,17.3442,835,4175000,-24893.7734375
4947.31,836,5453.87,36.5511,18.0617,836,4180000,-27521.68359375
5215.92,837,5464.91,36.0327,17.4731,837,4185000,-24650.6953125
5232.0,838,5491.9,36.4237,17.1793,838,4190000,-24929.009765625
5239.43,839,5472.53,36.2712,17.0893,839,4195000,-25019.216796875
5130.77,840,5397.7,36.4204,17.374,840,4200000,-24999.21484375
5192.47,841,5442.29,36.2707,17.4267,841,4205000,-24932.552734375
5225.65,842,5474.91,36.1107,17.1042,842,4210000,-24914.357421875
5249.51,843,5457.37,36.8328,17.6356,843,4215000,-25315.1484375
5248.43,844,5407.17,36.9,17.6421,844,4220000,-25402.169921875
5093.53,845,5394.03,36.3198,17.8887,845,4225000,-25592.037109375
5290.13,846,5443.88,36.5626,17.6921,846,4230000,-25552.736328125
5341.4,847,5513.87,36.4634,18.0797,847,4235000,-24374.6796875
5331.59,848,5476.44,36.4539,18.1481,848,4240000,-24226.19921875
5313.86,849,5490.15,36.3367,18.323,849,4245000,-24918.5546875
5367.07,850,5493.99,36.275,18.2009,850,4250000,-24951.880859375
5365.58,851,5501.58,36.7177,17.7916,851,4255000,-24729.373046875
5309.53,852,5508.52,36.2066,18.2617,852,4260000,-24892.0
5321.54,853,5505.65,36.995,18.4833,853,4265000,-25683.83984375
5312.53,854,5510.46,36.1742,18.1382,854,4270000,-25591.40625
5327.88,855,5495.69,36.9716,19.0534,855,4275000,-25711.361328125
5338.87,856,5504.45,36.9272,18.4698,856,4280000,-25428.22265625
5297.55,857,5476.62,36.972,18.6978,857,4285000,-25654.451171875
5295.76,858,5473.86,36.9824,18.6275,858,4290000,-26302.087890625
5249.96,859,5468.43,36.9307,18.4268,859,4295000,-26423.96484375
5245.88,860,5479.8,36.6502,18.368,860,4300000,-26460.87109375
5218.31,861,5388.31,36.8338,18.5114,861,4305000,-27054.79296875
5248.32,862,5407.33,37.3047,18.8618,862,4310000,-27128.0
5271.99,863,5457.78,36.2984,17.4575,863,4315000,-25970.37109375
5288.04,864,5464.25,36.2812,18.3492,864,4320000,-26427.501953125
5290.82,865,5446.6,36.8504,18.2473,865,4325000,-26978.029296875
5189.92,866,5394.78,36.9307,18.1235,866,4330000,-26936.71875
5272.94,867,5441.93,37.0356,18.8984,867,4335000,-27114.17578125
5198.16,868,5390.18,37.0723,18.6516,868,4340000,-27050.63671875
5229.71,869,5428.89,37.1989,18.0585,869,4345000,-27260.53515625
5265.55,870,5449.24,37.2714,18.7499,870,4350000,-27239.6796875
5247.44,871,5419.31,37.2417,18.8697,871,4355000,-27629.447265625
5287.04,872,5390.53,37.2924,18.6942,872,4360000,-27465.697265625
5259.85,873,5397.44,37.5215,18.93,873,4365000,-27688.849609375
5273.2,874,5405.21,37.718,18.6897,874,4370000,-27920.443359375
5282.93,875,5455.51,37.3626,19.1454,875,4375000,-27735.859375
5292.47,876,5444.08,37.7154,19.5531,876,4380000,-27778.921875
5322.41,877,5471.96,37.0483,18.8839,877,4385000,-27391.611328125
5270.37,878,5422.39,37.4093,18.6882,878,4390000,-27794.5703125
5267.76,879,5444.94,37.5439,18.5811,879,4395000,-27443.078125
5319.52,880,5463.93,37.4637,18.9988,880,4400000,-27354.45703125
5308.42,881,5433.41,36.82,18.8194,881,4405000,-27300.998046875
5333.86,882,5459.06,37.3332,18.2634,882,4410000,-27836.560546875
5315.93,883,5454.23,36.6059,18.1577,883,4415000,-27768.30859375
5298.83,884,5443.54,36.9783,18.5244,884,4420000,-27226.365234375
5305.14,885,5433.62,36.8622,18.671,885,4425000,-27298.138671875
5291.54,886,5437.33,36.949,18.1419,886,4430000,-27813.724609375
5318.53,887,5440.88,36.593,18.1995,887,4435000,-28062.81640625
5314.99,888,5453.79,36.7087,18.8245,888,4440000,-27878.892578125
5306.61,889,5441.88,36.9308,18.0315,889,4445000,-27828.169921875
5296.23,890,5434.92,36.6362,17.9684,890,4450000,-27903.30078125
5302.39,891,5427.25,36.9075,18.8002,891,4455000,-28422.517578125
5311.77,892,5460.01,36.5976,18.9074,892,4460000,-28357.078125
