Real Sto Return,Itration,Real Det Return,Running Forward KL,Running Reverse KL,Running Update Time,Running Env Steps,Reward Loss
771.21,34,1054.59,46.6644,15.1364,34,170000,-1110.02001953125
908.94,35,2077.78,47.1019,15.4841,35,175000,-1065.7733154296875
803.13,36,964.26,46.9647,14.8184,36,180000,-1161.361083984375
924.46,37,873.31,47.0432,14.8033,37,185000,-1248.65576171875
781.45,38,881.61,46.8824,14.46,38,190000,-1344.3499755859375
891.92,39,1408.63,46.9918,13.8099,39,195000,-1313.3782958984375
798.95,40,856.36,47.2452,14.3403,40,200000,-1467.554443359375
954.67,41,1417.16,47.3046,15.0617,41,205000,-1503.760498046875
820.99,42,942.96,47.041,16.474,42,210000,-1682.379150390625
859.12,43,1938.51,47.0569,17.2172,43,215000,-1703.58544921875
967.51,44,1582.46,46.9532,15.0659,44,220000,-1520.3798828125
887.87,45,1342.01,47.8045,18.5059,45,225000,-1531.48779296875
951.55,46,1157.14,46.7547,20.9007,46,230000,-1508.9554443359375
869.47,47,1411.02,47.6792,19.6125,47,235000,-1729.6195068359375
1133.37,48,1515.7,46.7853,16.673,48,240000,-1801.08935546875
1092.69,49,2223.65,46.5782,19.6173,49,245000,-1701.43603515625
1000.28,50,2593.13,46.9908,31.651,50,250000,-1641.664794921875
1256.34,51,1829.88,46.8661,21.1547,51,255000,-1513.1116943359375
1428.16,52,2027.4,46.8681,20.0108,52,260000,-1826.019287109375
1027.02,53,2125.86,46.8779,18.4969,53,265000,-1948.8262939453125
1420.28,54,1661.09,46.8983,26.273,54,270000,-1825.69482421875
1399.88,55,2093.87,46.8352,20.9752,55,275000,-2060.2109375
1253.04,56,1511.09,46.7798,18.5036,56,280000,-2147.540771484375
1599.55,57,2028.95,46.4047,23.9919,57,285000,-1972.7503662109375
1778.13,58,2140.19,46.1306,20.2501,58,290000,-1834.206298828125
1620.39,59,2718.99,46.5335,31.0016,59,295000,-1866.4527587890625
1215.23,60,1251.35,46.849,19.019,60,300000,-2259.66259765625
2072.94,61,2745.93,46.4785,18.1888,61,305000,-1904.97216796875
1333.92,62,1279.78,46.4397,17.0668,62,310000,-2328.59619140625
1421.31,63,2576.85,46.4101,27.7305,63,315000,-2190.121826171875
1419.82,64,1663.79,46.9264,29.9054,64,320000,-2331.5771484375
1672.36,65,2295.6,46.215,26.3469,65,325000,-2323.078857421875
1448.09,66,2490.03,46.2743,16.3159,66,330000,-2286.572021484375
1493.93,67,2688.31,46.0613,16.1677,67,335000,-2572.425537109375
1695.44,68,2904.74,45.9872,15.8262,68,340000,-2589.395263671875
1801.36,69,2876.41,46.3609,15.5303,69,345000,-2694.617431640625
1947.96,70,2860.36,46.1834,18.5653,70,350000,-2621.06884765625
1653.67,71,2856.19,45.8259,15.9996,71,355000,-2283.47509765625
1367.95,72,2410.46,46.2727,16.1939,72,360000,-2620.247314453125
1892.18,73,2900.56,46.1055,15.5391,73,365000,-2695.889404296875
2033.79,74,2916.01,46.1356,24.0495,74,370000,-2445.62841796875
1898.26,75,2973.65,45.6567,16.2995,75,375000,-2304.081298828125
1588.75,76,3054.51,45.5345,16.9584,76,380000,-2637.788818359375
2445.8,77,2967.41,45.8333,30.0436,77,385000,-2599.112060546875
2173.64,78,3001.1,45.6827,21.8047,78,390000,-2228.0185546875
2234.85,79,2862.26,45.4663,22.0054,79,395000,-2559.814208984375
1651.35,80,3047.59,46.2703,18.7992,80,400000,-3322.1201171875
2155.2,81,3062.44,45.2698,19.1658,81,405000,-2792.80712890625
1908.43,82,3007.16,45.7375,24.1746,82,410000,-2710.9423828125
2088.05,83,3032.79,45.6992,21.6596,83,415000,-2442.415771484375
2021.65,84,2998.69,45.2208,26.4132,84,420000,-2763.25927734375
2555.88,85,3054.18,45.2349,20.5027,85,425000,-2451.582763671875
1494.74,86,3118.66,45.3599,33.2836,86,430000,-3252.033447265625
2911.49,87,3048.02,45.3522,19.0504,87,435000,-2443.553955078125
1909.81,88,2647.58,45.5545,15.8896,88,440000,-2963.826904296875
1973.25,89,3073.54,45.7274,27.9808,89,445000,-3209.224853515625
2579.61,90,3155.09,44.9947,19.7314,90,450000,-2872.799560546875
1429.92,91,2113.04,47.379,46.1444,91,455000,-3927.20654296875
3027.39,92,3062.67,45.8938,17.7447,92,460000,-2660.35302734375
2743.8,93,3133.85,45.0293,19.9261,93,465000,-2761.8115234375
3142.16,94,3170.49,45.0926,24.9811,94,470000,-2900.27685546875
3098.63,95,3098.94,45.5314,19.7312,95,475000,-2769.496337890625
3230.04,96,3160.13,45.1584,17.7504,96,480000,-2601.03564453125
2749.12,97,3198.31,45.4982,21.8824,97,485000,-2724.7763671875
2457.94,98,3203.42,45.1944,21.5423,98,490000,-3105.264404296875
3182.29,99,3182.43,45.5713,18.7524,99,495000,-2737.18505859375
2895.21,100,3098.38,45.3076,20.1643,100,500000,-2929.919677734375
3206.17,101,3115.81,45.4776,18.2343,101,505000,-2735.36279296875
3211.27,102,3102.99,45.1637,16.9274,102,510000,-2916.24169921875
3109.75,103,3150.36,45.3597,17.6008,103,515000,-3096.2236328125
3313.47,104,3231.87,45.1358,17.2482,104,520000,-2874.518798828125
3110.79,105,3037.01,46.1063,17.0289,105,525000,-3076.0380859375
3337.05,106,3219.29,45.2858,17.4771,106,530000,-2942.205078125
3197.28,107,3178.16,45.2058,17.6178,107,535000,-3005.94140625
3270.8,108,3205.05,44.5066,16.1469,108,540000,-2996.97119140625
3237.39,109,3221.91,45.3268,17.2459,109,545000,-3367.238037109375
3238.95,110,3152.77,45.559,17.3075,110,550000,-3140.31298828125
3284.53,111,3198.47,45.5346,17.3169,111,555000,-3173.306396484375
2282.74,112,3171.35,45.6198,15.0866,112,560000,-4286.0546875
3287.61,113,3246.24,45.566,16.7792,113,565000,-3290.6826171875
2349.27,114,3212.17,46.4838,15.2391,114,570000,-4358.53564453125
3290.54,115,3210.18,45.6336,17.3418,115,575000,-3497.112060546875
3318.63,116,3313.63,45.4304,17.3331,116,580000,-3357.498779296875
3331.1,117,3351.91,44.9778,16.1578,117,585000,-3334.66650390625
3325.14,118,3253.05,44.9286,15.0427,118,590000,-3513.731689453125
3320.47,119,3262.31,45.355,17.5272,119,595000,-3454.092529296875
3270.85,120,3239.96,45.3119,16.4475,120,600000,-3473.92919921875
3354.49,121,3289.53,45.2589,16.7127,121,605000,-3518.865234375
2842.97,122,3351.52,45.4533,18.853,122,610000,-4683.60107421875
2683.37,123,3293.49,45.6696,15.8186,123,615000,-4373.24072265625
3311.32,124,3267.08,45.5256,17.216,124,620000,-3696.9912109375
3318.95,125,3303.18,45.297,17.1904,125,625000,-3663.8447265625
3342.86,126,3352.19,44.8877,15.3384,126,630000,-3712.4287109375
3243.38,127,3279.03,45.1354,15.7769,127,635000,-3747.99755859375
3346.98,128,3389.55,44.8232,15.8744,128,640000,-3747.2998046875
3368.29,129,3344.23,45.0904,16.5384,129,645000,-3763.398193359375
3361.87,130,3394.68,44.9648,15.9677,130,650000,-3835.922119140625
3467.04,131,3488.12,44.7299,15.4176,131,655000,-4059.180419921875
3408.25,132,3426.9,44.7113,15.7968,132,660000,-4027.76416015625
3369.69,133,3412.44,44.788,15.856,133,665000,-3920.0244140625
3325.76,134,3486.83,44.5136,14.9109,134,670000,-3958.174560546875
3310.59,135,3376.06,44.717,15.7849,135,675000,-3958.231201171875
3368.33,136,3449.34,44.3341,14.6748,136,680000,-4098.1806640625
3418.79,137,3436.99,44.7341,15.8267,137,685000,-4104.0751953125
3475.3,138,3525.08,44.5042,15.4385,138,690000,-4034.25537109375
2315.75,139,3477.91,44.9237,13.7886,139,695000,-5319.44091796875
3292.4,140,3444.47,44.7721,16.1978,140,700000,-4224.9609375
3473.3,141,3480.27,44.5386,16.424,141,705000,-4146.2373046875
3446.9,142,3448.18,44.3308,15.692,142,710000,-4227.154296875
3485.91,143,3472.13,44.2142,15.3272,143,715000,-4251.81494140625
3539.85,144,3522.88,44.3966,15.5032,144,720000,-4238.62939453125
3448.32,145,3487.42,44.3058,15.045,145,725000,-4333.54443359375
3517.19,146,3540.24,44.3896,16.2282,146,730000,-4294.24560546875
3492.57,147,3481.63,44.4661,15.7504,147,735000,-4406.306640625
3592.68,148,3597.92,43.8794,15.2847,148,740000,-4285.4765625
3573.54,149,3595.9,44.116,15.2816,149,745000,-4355.484375
3496.36,150,3492.22,44.234,15.2977,150,750000,-4468.6103515625
3633.63,151,3612.82,43.8108,15.9612,151,755000,-4309.21923828125
3511.39,152,3498.24,44.1705,15.3079,152,760000,-4572.30615234375
3531.66,153,3539.35,44.1943,15.8277,153,765000,-4599.4462890625
3619.81,154,3629.82,44.0916,16.1486,154,770000,-4543.98291015625
3560.64,155,3547.96,44.2689,15.9977,155,775000,-4623.3427734375
3549.29,156,3536.29,44.1698,15.5172,156,780000,-4729.19970703125
3676.8,157,3673.4,44.046,16.1498,157,785000,-4593.7578125
3543.15,158,3564.48,43.8696,14.8716,158,790000,-4886.7919921875
3609.67,159,3616.74,43.7473,15.6204,159,795000,-4672.79052734375
3580.65,160,3595.1,44.1031,16.2856,160,800000,-4812.1396484375
3610.09,161,3638.72,43.8062,15.3165,161,805000,-4682.51123046875
3591.79,162,3656.02,44.1953,14.4874,162,810000,-5109.37646484375
3648.9,163,3628.66,43.9511,15.604,163,815000,-4888.2236328125
3657.0,164,3646.35,43.6742,15.5218,164,820000,-4771.64111328125
3607.44,165,3609.79,43.7349,15.2756,165,825000,-4898.3212890625
3579.07,166,3580.23,43.8701,15.2742,166,830000,-4964.57763671875
3664.8,167,3625.97,43.8045,16.0137,167,835000,-4942.1171875
3546.58,168,3565.48,43.84,15.1917,168,840000,-5038.7177734375
3683.28,169,3693.74,43.4176,14.9767,169,845000,-4916.9521484375
3705.03,170,3741.54,43.2541,15.4248,170,850000,-4862.99951171875
3641.38,171,3659.67,43.8228,15.8727,171,855000,-5168.0751953125
3703.62,172,3721.91,43.6992,15.6832,172,860000,-5077.43408203125
3720.23,173,3730.18,43.584,15.6594,173,865000,-5061.6884765625
3669.77,174,3665.78,43.4512,15.2525,174,870000,-5143.91845703125
3735.51,175,3752.5,43.6987,15.5643,175,875000,-5209.34814453125
3705.42,176,3691.74,43.761,15.6277,176,880000,-5195.17919921875
3711.63,177,3713.79,43.5871,15.1892,177,885000,-5243.712890625
3738.9,178,3771.59,43.5737,15.7892,178,890000,-5235.2587890625
3719.4,179,3760.4,43.5625,14.9889,179,895000,-5326.5029296875
3747.07,180,3815.72,43.4356,14.8531,180,900000,-5211.75048828125
3733.56,181,3722.46,43.5562,15.5229,181,905000,-5319.8583984375
3785.74,182,3809.31,43.5177,15.8023,182,910000,-5326.83203125
3874.84,183,3901.25,43.2882,15.2555,183,915000,-5138.431640625
3728.24,184,3732.63,43.6137,15.2209,184,920000,-5422.859375
3769.31,185,3820.57,43.5972,15.5212,185,925000,-5503.13037109375
3829.04,186,3850.99,43.1752,15.249,186,930000,-5353.17626953125
3748.76,187,3803.77,43.2983,14.5106,187,935000,-5531.50439453125
3784.18,188,3799.46,43.2666,14.2597,188,940000,-5523.373046875
3727.43,189,3880.12,43.3605,14.8791,189,945000,-5423.45263671875
3840.34,190,3935.71,43.0424,14.4775,190,950000,-5514.33056640625
3779.44,191,3853.61,43.4302,14.4196,191,955000,-5665.15966796875
3800.02,192,3862.22,43.354,14.7461,192,960000,-5894.97265625
3840.63,193,3827.7,43.3347,14.5429,193,965000,-5680.693359375
3914.08,194,3948.39,42.8757,13.9749,194,970000,-5367.42919921875
3892.28,195,3984.75,42.9918,14.1177,195,975000,-5652.0419921875
3845.3,196,3910.36,43.1847,14.3893,196,980000,-5723.8798828125
3825.61,197,3836.13,43.2695,14.8079,197,985000,-5874.8916015625
3809.22,198,3898.22,42.8987,13.9739,198,990000,-5853.93310546875
3981.92,199,3995.11,42.6692,13.7101,199,995000,-5592.287109375
3908.82,200,3987.14,42.442,13.4182,200,1000000,-5689.97119140625
3903.45,201,3957.8,42.6237,13.3133,201,1005000,-5757.3232421875
3904.4,202,3913.21,42.5614,13.582,202,1010000,-5779.85546875
3885.65,203,3907.68,42.7188,13.4135,203,1015000,-5919.04345703125
3905.03,204,3914.21,42.6853,13.7227,204,1020000,-5824.67529296875
3897.48,205,3901.13,42.6901,13.9512,205,1025000,-5969.830078125
3925.74,206,3972.89,42.1659,13.2384,206,1030000,-5779.28955078125
3894.11,207,3935.02,42.0523,13.5405,207,1035000,-5826.61962890625
3939.75,208,3957.93,42.2548,13.0347,208,1040000,-5929.1318359375
3881.4,209,4010.26,42.5566,12.7662,209,1045000,-6091.3603515625
3971.04,210,4049.95,41.9238,12.8055,210,1050000,-5919.53271484375
4013.24,211,4048.5,42.1744,13.2178,211,1055000,-5927.93212890625
3994.34,212,4022.57,41.908,13.2516,212,1060000,-6021.453125
4052.11,213,4039.73,41.6596,13.3203,213,1065000,-5870.58984375
3932.88,214,4051.49,41.9003,13.2204,214,1070000,-6061.48779296875
4039.13,215,4035.8,42.0502,13.2855,215,1075000,-6066.87255859375
4013.61,216,4021.66,42.0136,13.1907,216,1080000,-6051.8984375
4037.38,217,4048.9,41.7911,12.9065,217,1085000,-6066.69287109375
4050.31,218,4053.29,41.429,12.897,218,1090000,-6034.2197265625
4073.75,219,4051.42,41.3424,13.031,219,1095000,-6055.2041015625
4050.99,220,4062.25,41.5343,12.7391,220,1100000,-6172.85205078125
4069.18,221,4135.6,41.0212,12.5412,221,1105000,-5971.9716796875
4154.62,222,4181.61,40.9802,12.9713,222,1110000,-5892.5
4121.5,223,4165.88,40.7325,12.5949,223,1115000,-5974.56201171875
4131.78,224,4109.69,40.954,12.7579,224,1120000,-6067.8125
4010.72,225,4098.49,41.4131,12.4769,225,1125000,-6372.75830078125
4095.72,226,4102.22,41.0512,12.437,226,1130000,-6276.64453125
4095.41,227,4118.04,41.2606,12.7252,227,1135000,-6315.298828125
3937.44,228,4102.23,40.9934,13.0142,228,1140000,-6232.24755859375
4157.35,229,4159.63,41.0464,12.3357,229,1145000,-6184.572265625
4161.16,230,4230.3,40.662,12.8977,230,1150000,-6022.939453125
4132.29,231,4169.96,40.6985,12.5872,231,1155000,-6309.5908203125
4092.02,232,4242.62,40.7594,13.0974,232,1160000,-6075.3056640625
4062.43,233,4231.63,40.2248,12.1919,233,1165000,-6586.869140625
4140.8,234,4192.29,40.9241,12.445,234,1170000,-6557.59912109375
4136.5,235,4164.55,40.9818,12.8973,235,1175000,-6328.6357421875
4176.95,236,4285.9,40.5265,12.8545,236,1180000,-6215.37744140625
4194.93,237,4286.13,40.4456,12.4587,237,1185000,-6438.94189453125
4188.36,238,4225.3,40.5158,12.8757,238,1190000,-6308.72900390625
4191.61,239,4305.37,40.1484,12.6512,239,1195000,-6261.0595703125
4249.2,240,4320.09,40.3543,12.9741,240,1200000,-6301.5458984375
4167.65,241,4319.73,40.4496,12.0041,241,1205000,-6784.66650390625
4196.15,242,4323.64,40.2682,12.5217,242,1210000,-6385.35498046875
4217.28,243,4328.76,40.2608,12.9143,243,1215000,-6398.21435546875
4007.16,244,4327.52,40.2171,12.3597,244,1220000,-6548.58837890625
4090.17,245,4340.05,40.4575,12.621,245,1225000,-6536.46923828125
4109.79,246,4400.65,40.7596,11.9574,246,1230000,-7213.54443359375
4224.35,247,4372.39,40.0593,12.4605,247,1235000,-6592.86328125
4239.51,248,4338.51,40.1733,12.6903,248,1240000,-6595.22998046875
4211.37,249,4289.03,40.146,12.5549,249,1245000,-6582.05126953125
4286.19,250,4335.85,39.9654,12.8019,250,1250000,-6457.3681640625
4292.37,251,4356.54,40.0929,12.4723,251,1255000,-6530.552734375
4238.14,252,4301.9,39.9073,12.4702,252,1260000,-6462.27685546875
4042.38,253,4273.34,40.411,12.3773,253,1265000,-6832.822265625
4259.61,254,4334.65,40.4813,12.3805,254,1270000,-6829.3701171875
4226.72,255,4329.83,40.5389,12.6598,255,1275000,-6711.28955078125
4255.5,256,4338.75,40.2845,12.4311,256,1280000,-6739.201171875
4212.69,257,4300.9,40.0466,12.5797,257,1285000,-6745.73486328125
4253.65,258,4300.38,40.5098,12.3114,258,1290000,-6992.5927734375
4251.2,259,4345.82,40.2157,12.4833,259,1295000,-6720.62255859375
3973.83,260,4445.68,40.1546,11.9905,260,1300000,-7141.982421875
4153.42,261,4353.1,40.4063,11.8579,261,1305000,-7417.236328125
4080.85,262,4437.34,40.1304,12.4848,262,1310000,-6997.54150390625
4131.85,263,4281.74,40.5095,12.4286,263,1315000,-7323.2666015625
3979.83,264,4370.76,40.359,11.4791,264,1320000,-8107.8544921875
3795.27,265,4266.48,39.835,11.512,265,1325000,-7968.01708984375
4059.0,266,4405.08,40.3845,11.5414,266,1330000,-7859.162109375
3976.19,267,4300.62,40.1561,12.3688,267,1335000,-7241.0947265625
3917.77,268,4377.0,40.2789,11.6427,268,1340000,-8095.986328125
3705.81,269,4331.45,40.351,12.0111,269,1345000,-8121.32568359375
3337.87,270,4424.37,40.4252,11.7211,270,1350000,-8143.7529296875
3444.46,271,4364.88,40.244,11.5745,271,1355000,-8378.6337890625
3983.28,272,4359.17,40.302,11.541,272,1360000,-8076.6513671875
3650.67,273,4304.55,40.2158,11.9769,273,1365000,-7673.49951171875
3953.56,274,4441.02,39.8117,12.1184,274,1370000,-7463.044921875
3724.93,275,4456.69,40.7302,11.6093,275,1375000,-8567.494140625
3830.58,276,4519.08,40.3708,11.9209,276,1380000,-8229.943359375
3309.55,277,4210.87,40.7554,11.7396,277,1385000,-8964.353515625
4166.7,278,4440.03,40.6194,12.1739,278,1390000,-9067.751953125
4161.15,279,4407.96,39.9767,11.9912,279,1395000,-8043.91455078125
3973.88,280,4427.9,40.2884,12.4674,280,1400000,-8054.12841796875
3920.82,281,4385.26,40.9126,12.1616,281,1405000,-8508.998046875
4071.72,282,4350.54,40.1327,12.3841,282,1410000,-7925.89404296875
4124.75,283,4395.98,40.2182,12.3199,283,1415000,-8225.888671875
3969.22,284,4406.12,40.1882,12.6178,284,1420000,-8323.064453125
3856.41,285,4370.11,40.3076,12.6236,285,1425000,-7782.044921875
4098.25,286,4334.1,40.4822,12.7077,286,1430000,-8509.0
3939.47,287,4398.31,40.5413,12.2251,287,1435000,-8969.01953125
3672.07,288,4343.85,40.6409,12.3693,288,1440000,-8401.7958984375
3960.86,289,4275.0,40.4439,11.8299,289,1445000,-9784.5322265625
4125.06,290,4395.45,40.4787,12.329,290,1450000,-8804.5654296875
4271.79,291,4352.79,40.2208,12.6941,291,1455000,-8467.9072265625
4293.9,292,4304.08,40.0903,12.677,292,1460000,-8119.779296875
4110.33,293,4400.82,39.6659,12.0649,293,1465000,-8824.94921875
3701.82,294,4418.21,39.9286,12.5469,294,1470000,-8708.126953125
4161.27,295,4400.95,39.9331,12.7507,295,1475000,-8128.55029296875
3955.81,296,4297.23,39.6465,12.804,296,1480000,-8161.88916015625
4293.79,297,4270.08,39.9839,12.4638,297,1485000,-8389.634765625
4060.12,298,4328.17,39.7939,12.8638,298,1490000,-8378.498046875
4190.59,299,4326.98,40.0254,12.7868,299,1495000,-8309.1376953125
3854.36,300,4301.78,40.0165,14.3595,300,1500000,-8687.7177734375
4119.78,301,4288.8,40.1591,13.098,301,1505000,-8788.6240234375
4212.43,302,4312.91,40.1531,13.0409,302,1510000,-8596.5458984375
4137.81,303,4344.47,40.3122,12.8524,303,1515000,-8721.861328125
4249.8,304,4280.51,39.9542,12.8554,304,1520000,-8514.4736328125
3959.55,305,4233.55,40.3196,12.9983,305,1525000,-8767.6728515625
4308.34,306,4286.95,40.6417,13.3725,306,1530000,-8646.0771484375
4210.7,307,4325.42,39.9223,13.0721,307,1535000,-8585.728515625
4327.11,308,4305.76,40.4305,13.1348,308,1540000,-8786.3154296875
4382.05,309,4330.03,40.3562,15.7196,309,1545000,-9396.744140625
4314.3,310,4303.22,40.1258,13.1304,310,1550000,-8746.7470703125
349.89,311,429.51,49.5272,26.4887,311,1555000,-15930.990234375
815.29,312,809.49,49.1175,42.9192,312,1560000,-14842.935546875
555.11,313,899.11,46.1903,30.1688,313,1565000,-15088.94140625
244.71,314,226.48,50.0592,41.3751,314,1570000,-15576.0888671875
336.04,315,347.1,49.1354,49.1549,315,1575000,-16325.73828125
1151.84,316,1105.86,45.7564,30.1062,316,1580000,-14522.15625
2280.4,317,2706.88,45.9979,27.5082,317,1585000,-14297.275390625
1490.0,318,1094.32,46.0388,27.7292,318,1590000,-14480.7197265625
2505.09,319,2567.82,47.4232,24.8117,319,1595000,-14814.1435546875
1927.98,320,1452.95,45.3168,31.7395,320,1600000,-14471.05859375
2619.75,321,3977.71,43.4741,21.1642,321,1605000,-11731.0712890625
2949.67,322,3969.89,43.5151,21.6091,322,1610000,-12066.013671875
2663.27,323,3503.12,43.7815,29.3878,323,1615000,-14461.453125
1380.42,324,1587.51,45.2195,47.2919,324,1620000,-17880.51171875
1211.44,325,1289.08,44.4921,45.2534,325,1625000,-17674.939453125
3641.24,326,3897.43,42.1206,17.7569,326,1630000,-10865.9697265625
3644.81,327,3741.67,42.309,16.2138,327,1635000,-11013.916015625
3932.75,328,3906.76,42.2549,16.4482,328,1640000,-10846.853515625
3920.49,329,3840.48,42.7943,16.3382,329,1645000,-11503.697265625
3960.91,330,3934.35,41.563,15.987,330,1650000,-10995.0927734375
4021.01,331,3964.23,41.35,15.0303,331,1655000,-11189.466796875
4087.03,332,4139.17,40.7207,14.8792,332,1660000,-11053.40234375
3999.17,333,4153.81,40.5561,13.6651,333,1665000,-11600.7265625
4032.56,334,4160.88,40.4895,14.1617,334,1670000,-11374.5751953125
3995.38,335,4187.37,40.5979,13.8217,335,1675000,-11252.453125
3787.71,336,4159.98,40.2876,13.7028,336,1680000,-11708.8984375
3988.19,337,4212.65,40.317,13.5997,337,1685000,-11431.482421875
4001.48,338,4225.77,40.3504,13.8353,338,1690000,-11194.23046875
3799.32,339,4303.02,40.5451,12.7974,339,1695000,-13202.4560546875
3787.06,340,4162.79,40.2999,13.3855,340,1700000,-12400.5634765625
3770.16,341,4270.65,39.8004,12.836,341,1705000,-11582.025390625
3942.35,342,4246.86,39.3932,12.8259,342,1710000,-11314.7392578125
3867.4,343,4272.02,39.569,13.6993,343,1715000,-10727.1376953125
4005.25,344,4359.19,39.5965,12.3129,344,1720000,-11725.5419921875
4126.68,345,4307.86,39.6,13.4959,345,1725000,-11154.02734375
4028.59,346,4406.49,39.4126,12.8952,346,1730000,-11949.2216796875
4013.68,347,4343.23,40.1632,13.1432,347,1735000,-13422.5908203125
4075.41,348,4316.28,39.6597,14.2128,348,1740000,-11181.6982421875
4244.9,349,4347.75,39.9156,13.3665,349,1745000,-11100.677734375
4246.02,350,4386.16,39.7477,13.3597,350,1750000,-11406.03125
4272.91,351,4412.06,39.9072,13.0504,351,1755000,-11340.029296875
4262.07,352,4387.08,39.9056,12.8847,352,1760000,-11421.0732421875
4291.06,353,4410.77,39.4787,13.12,353,1765000,-11145.736328125
4297.22,354,4402.01,39.4674,13.2,354,1770000,-11333.7197265625
4305.72,355,4427.87,39.5839,13.2725,355,1775000,-11458.69921875
3659.88,356,4301.21,39.9262,19.6619,356,1780000,-14064.486328125
4288.92,357,4405.62,39.6055,13.0357,357,1785000,-11228.876953125
4285.97,358,4413.32,39.6438,12.808,358,1790000,-11612.55859375
4246.02,359,4345.53,39.7464,13.0319,359,1795000,-11517.1279296875
4258.73,360,4389.1,39.8141,13.3202,360,1800000,-11451.5224609375
4313.63,361,4439.7,39.874,13.5927,361,1805000,-11445.001953125
4331.36,362,4434.54,39.7812,13.0947,362,1810000,-11483.8701171875
4293.37,363,4393.68,39.6922,13.3225,363,1815000,-11655.1083984375
4290.45,364,4405.85,40.2449,13.3781,364,1820000,-11789.8603515625
4311.71,365,4455.2,40.3505,13.5651,365,1825000,-11565.94921875
4274.25,366,4388.16,40.0633,13.9159,366,1830000,-11475.3984375
4370.06,367,4508.99,39.4603,13.2553,367,1835000,-11176.185546875
4382.76,368,4501.09,39.1162,13.7166,368,1840000,-11240.9853515625
4318.63,369,4435.66,39.9231,13.2357,369,1845000,-11973.9609375
4323.54,370,4463.4,39.7082,13.7427,370,1850000,-11723.41015625
4347.81,371,4486.12,40.0661,13.6271,371,1855000,-11911.205078125
4311.04,372,4461.72,39.5402,13.5975,372,1860000,-11976.44921875
4364.94,373,4487.51,39.9712,13.5701,373,1865000,-11598.181640625
4386.12,374,4514.01,40.0212,13.3489,374,1870000,-11681.2744140625
4386.9,375,4505.94,39.9118,13.2057,375,1875000,-12051.7724609375
4406.94,376,4529.87,39.6647,13.6135,376,1880000,-12080.34375
4429.92,377,4563.69,39.7258,13.3766,377,1885000,-12060.0009765625
4416.9,378,4506.17,39.6032,13.4056,378,1890000,-11892.7265625
4412.57,379,4536.52,39.5264,13.667,379,1895000,-11898.2734375
4451.53,380,4561.23,39.4975,14.0349,380,1900000,-11993.8076171875
1792.0,381,676.97,42.3634,84.204,381,1905000,-19334.640625
352.48,382,339.19,50.201,88.5166,382,1910000,-22847.0546875
1448.29,383,3440.11,43.7386,18.3518,383,1915000,-20894.984375
734.2,384,415.0,49.3466,36.9681,384,1920000,-25176.52734375
541.06,385,530.62,50.7485,32.6804,385,1925000,-25670.763671875
2460.15,386,2291.19,42.4028,17.4057,386,1930000,-17595.322265625
3381.99,387,3723.37,42.0455,20.3289,387,1935000,-18196.87890625
3214.99,388,3073.08,44.1284,17.3816,388,1940000,-17616.294921875
