Running Forward KL,Running Reverse KL,Running Env Steps,Itration,Real Sto Return,Running Update Time,Real Det Return,Reward Loss
16.634,10.0067,545000,109,3378.85,109,3427.04,-311.16461181640625
17.1314,9.9525,550000,110,3421.98,110,3460.69,-324.2030334472656
17.6978,11.0126,555000,111,3358.72,111,3393.71,-430.13018798828125
17.5778,10.9196,560000,112,3277.62,112,3416.48,-350.9278564453125
16.746,9.9243,565000,113,3241.84,113,3396.7,-308.8238830566406
17.4295,10.2818,570000,114,3367.18,114,3389.25,-414.0335388183594
17.7938,10.6288,575000,115,3178.96,115,3418.69,-399.65911865234375
17.7149,10.5598,580000,116,3312.31,116,3415.77,-353.6022644042969
16.4047,9.575,585000,117,3381.96,117,3366.02,-384.02569580078125
16.718,10.1855,590000,118,3143.1,118,3429.21,-404.19268798828125
17.3599,10.8766,595000,119,3347.24,119,3384.39,-378.7953796386719
19.01,10.6876,600000,120,3155.39,120,3433.73,-846.3146362304688
16.1572,9.866,605000,121,3341.69,121,3368.96,-383.8955383300781
16.8491,9.8253,610000,122,3243.88,122,3389.45,-345.4652404785156
17.0387,10.1358,615000,123,2729.69,123,3457.46,-430.69024658203125
16.8446,10.2073,620000,124,3136.82,124,3386.22,-386.6009521484375
17.3831,10.4111,625000,125,3254.84,125,3404.46,-464.9404296875
16.4744,10.4466,630000,126,3342.55,126,3381.35,-411.34552001953125
16.7789,10.0525,635000,127,3372.86,127,3415.18,-363.073486328125
17.1159,10.7968,640000,128,3303.54,128,3412.59,-402.18170166015625
16.3985,9.146,645000,129,3043.44,129,3389.18,-573.3711547851562
16.9606,10.6666,650000,130,3352.79,130,3357.26,-520.0126953125
16.2199,10.0187,655000,131,3414.88,131,3432.28,-331.7247619628906
17.3889,10.5576,660000,132,3338.45,132,3352.91,-486.6720886230469
15.6459,8.7073,665000,133,2781.88,133,3443.8,-477.1319885253906
15.9759,9.6446,670000,134,3360.63,134,3382.85,-411.1020202636719
16.9739,10.6961,675000,135,2581.54,135,3396.84,-423.504150390625
15.7859,9.0587,680000,136,3328.74,136,3407.46,-376.35272216796875
15.3202,9.3625,685000,137,3371.82,137,3381.74,-300.4566345214844
17.5264,11.8724,690000,138,3369.27,138,3389.05,-595.219970703125
15.6181,9.3882,695000,139,3239.86,139,3348.17,-415.0233154296875
16.1173,10.2086,700000,140,3350.34,140,3361.73,-430.2373046875
16.3484,10.5783,705000,141,3374.13,141,3387.19,-451.9126281738281
15.9962,10.2469,710000,142,3393.42,142,3419.03,-393.77093505859375
16.0066,9.9812,715000,143,3371.76,143,3397.25,-367.2413024902344
15.1324,9.0324,720000,144,3272.7,144,3393.04,-422.8468933105469
16.3226,9.8026,725000,145,3402.57,145,3432.99,-428.52001953125
15.9854,9.7871,730000,146,3215.08,146,3427.96,-478.2748718261719
16.2025,9.1971,735000,147,3246.18,147,3384.22,-619.59912109375
17.5235,11.0838,740000,148,3388.25,148,3399.66,-565.4857788085938
16.1109,10.0063,745000,149,3184.27,149,3440.72,-340.9349670410156
16.8089,10.2576,750000,150,3134.14,150,3449.89,-511.9798583984375
16.3174,10.1188,755000,151,3291.19,151,3436.3,-407.07135009765625
16.9529,10.0294,760000,152,3195.52,152,3421.93,-698.0814819335938
17.4618,10.7169,765000,153,3338.21,153,3442.53,-391.1789855957031
16.2934,10.4372,770000,154,3427.1,154,3446.38,-442.5945739746094
17.1376,10.1327,775000,155,3201.57,155,3439.25,-523.7575073242188
16.2346,9.7491,780000,156,3398.22,156,3426.49,-556.8270263671875
16.534,10.2203,785000,157,3391.63,157,3441.53,-493.4750671386719
17.6923,13.6529,790000,158,2788.08,158,3413.17,-1122.155517578125
16.284,10.1713,795000,159,3429.9,159,3452.68,-446.97723388671875
15.8608,9.5764,800000,160,3258.97,160,3469.02,-471.17510986328125
16.6489,10.8398,805000,161,3327.28,161,3449.04,-440.0304870605469
15.9452,9.9728,810000,162,3400.7,162,3435.43,-447.46148681640625
16.4706,10.4439,815000,163,3374.06,163,3391.8,-431.7940368652344
16.3692,10.0195,820000,164,3383.49,164,3444.56,-498.5828857421875
16.4893,10.0062,825000,165,3139.06,165,3441.01,-457.91314697265625
16.7545,10.4391,830000,166,3437.46,166,3469.35,-423.3586730957031
16.944,10.4473,835000,167,3403.75,167,3446.51,-546.9901123046875
15.7568,10.152,840000,168,3346.11,168,3473.46,-456.4819641113281
16.886,10.4248,845000,169,3267.79,169,3457.77,-549.0658569335938
16.5791,10.3657,850000,170,3376.6,170,3466.1,-493.0003662109375
16.384,10.0705,855000,171,3407.89,171,3442.67,-546.1196899414062
16.4527,9.9385,860000,172,2782.09,172,3436.25,-545.5467529296875
16.7457,10.5365,865000,173,3295.77,173,3443.84,-588.8075561523438
16.8607,10.0218,870000,174,3207.03,174,3450.55,-568.9985961914062
15.4713,9.2021,875000,175,3297.18,175,3428.86,-380.5248107910156
17.886,11.105,880000,176,3441.51,176,3468.1,-706.2625732421875
16.3893,10.4464,885000,177,3452.46,177,3472.23,-386.468994140625
16.3815,9.8731,890000,178,3397.26,178,3415.88,-542.8232421875
16.3106,10.1494,895000,179,3421.52,179,3428.45,-617.7655029296875
16.9901,11.9383,900000,180,3276.92,180,3450.55,-574.3717651367188
16.805,10.7624,905000,181,3405.36,181,3418.08,-597.5178833007812
17.0253,11.2882,910000,182,3286.65,182,3398.84,-688.313720703125
16.9825,10.3758,915000,183,3328.63,183,3402.28,-683.1925659179688
16.5008,10.5486,920000,184,3413.33,184,3433.26,-566.4232788085938
16.392,10.6009,925000,185,3412.7,185,3423.05,-737.3495483398438
17.3752,10.7859,930000,186,3458.24,186,3476.84,-538.415771484375
15.9352,10.0057,935000,187,3429.85,187,3449.54,-463.5335693359375
15.7765,10.3398,940000,188,3424.92,188,3431.01,-515.4974975585938
16.0026,10.1707,945000,189,3332.3,189,3464.82,-542.7155151367188
16.6682,9.831,950000,190,3312.65,190,3434.74,-603.7177124023438
15.6969,9.6805,955000,191,3458.98,191,3473.32,-508.200927734375
15.6604,10.0507,960000,192,3415.17,192,3414.52,-546.4042358398438
15.1828,9.3429,965000,193,3408.99,193,3419.67,-527.7608642578125
16.2419,9.5374,970000,194,3373.77,194,3429.84,-528.1011352539062
15.7593,9.4297,975000,195,3309.8,195,3449.8,-508.6656799316406
15.3594,9.3626,980000,196,3359.82,196,3416.93,-547.1182250976562
16.1639,9.832,985000,197,3409.84,197,3440.24,-578.5454711914062
16.0344,9.9488,990000,198,3407.76,198,3423.69,-514.8970336914062
16.5203,10.0275,995000,199,3415.73,199,3425.82,-531.4822998046875
