Running Forward KL,Running Env Steps,Real Sto Return,Reward Loss,Real Det Return,Running Update Time,Itration,Running Reverse KL
156.9868,530000,1831.1,-24603.154296875,2147.76,106,106,15.4814
156.8954,535000,1805.63,-24746.05078125,2124.11,107,107,15.3766
156.8387,540000,1859.05,-25010.48046875,2171.67,108,108,15.6346
156.8271,545000,1864.48,-25394.826171875,2207.15,109,109,15.6975
156.8779,550000,1855.57,-25707.736328125,2202.51,110,110,15.6215
156.835,555000,1816.34,-25904.47265625,2163.67,111,111,15.6271
156.6529,560000,1801.35,-26248.373046875,2174.03,112,112,15.1862
156.7528,565000,1857.44,-26349.505859375,2185.43,113,113,15.7164
156.7443,570000,1804.58,-26580.373046875,2081.69,114,114,15.3545
156.7087,575000,1803.26,-27056.962890625,2117.2,115,115,15.4657
156.8687,580000,1805.79,-27173.67578125,2121.6,116,116,15.3125
156.8027,585000,1826.95,-27540.0625,2147.69,117,117,15.3529
156.7492,590000,1834.33,-27568.00390625,2161.18,118,118,15.1443
156.9354,595000,1794.88,-27851.62109375,2104.21,119,119,14.9549
156.8604,600000,1806.4,-28184.583984375,2144.99,120,120,15.227
156.5902,605000,1827.1,-28384.5625,2143.76,121,121,15.1511
156.8403,610000,1866.68,-28735.15625,2199.33,122,122,15.7307
156.94,615000,1844.8,-28880.64453125,2161.17,123,123,15.4708
156.6534,620000,1849.73,-29240.021484375,2177.82,124,124,15.1642
156.7938,625000,1863.7,-29593.271484375,2231.84,125,125,15.4153
156.7902,630000,1873.32,-29775.810546875,2206.48,126,126,15.5753
156.8085,635000,1855.3,-30167.107421875,2207.76,127,127,15.2917
156.8214,640000,1868.59,-30337.484375,2178.05,128,128,15.526
156.7617,645000,1850.62,-30639.1015625,2211.56,129,129,15.2027
156.832,650000,1865.93,-30999.66015625,2193.12,130,130,15.5268
156.7784,655000,1859.17,-31124.623046875,2175.79,131,131,15.2513
156.7622,660000,1866.15,-31493.841796875,2195.07,132,132,15.4749
156.6231,665000,1814.9,-31799.587890625,2146.18,133,133,14.9627
156.7395,670000,1861.6,-32124.623046875,2182.24,134,134,15.3866
156.8251,675000,1879.59,-32569.853515625,2247.45,135,135,15.2405
156.8643,680000,1881.46,-32673.345703125,2231.02,136,136,15.3503
156.9394,685000,1866.5,-33139.06640625,2239.76,137,137,15.43
156.706,690000,1854.5,-33098.48046875,2130.04,138,138,15.2599
156.6392,695000,1870.16,-33625.2265625,2180.99,139,139,15.2689
156.6769,700000,1832.25,-33755.66015625,2145.21,140,140,15.1837
156.6456,705000,1892.76,-34128.265625,2238.3,141,141,15.2626
156.7278,710000,1845.19,-34418.2578125,2162.61,142,142,15.4033
156.7882,715000,1839.82,-34592.4609375,2176.17,143,143,15.2853
156.7866,720000,1873.21,-35017.54296875,2192.03,144,144,15.5267
156.873,725000,1859.34,-35353.80859375,2159.81,145,145,15.2345
156.7897,730000,1883.64,-35728.39453125,2235.26,146,146,15.2711
156.7105,735000,1876.27,-35814.890625,2189.2,147,147,15.2882
156.7483,740000,1857.04,-35933.73046875,2234.52,148,148,15.3594
156.8072,745000,1863.57,-36183.20703125,2186.53,149,149,15.2517
156.6048,750000,1865.46,-36602.84765625,2191.47,150,150,15.2272
156.8574,755000,1885.3,-36894.80078125,2179.41,151,151,15.2978
156.7249,760000,1844.94,-37432.01953125,2198.75,152,152,15.0965
156.6968,765000,1845.99,-37162.703125,2177.41,153,153,15.0172
156.6485,770000,1895.77,-37606.42578125,2216.95,154,154,15.2882
156.786,775000,1887.53,-38103.6171875,2244.33,155,155,15.4057
156.4116,780000,1852.67,-38214.4296875,2221.49,156,156,15.0281
156.7237,785000,1888.19,-38485.078125,2245.86,157,157,15.2089
156.6408,790000,1875.06,-38677.5703125,2214.24,158,158,15.3128
156.8024,795000,1902.72,-39122.3046875,2232.41,159,159,15.4636
156.8463,800000,1861.65,-39118.6171875,2202.84,160,160,15.3315
156.7025,805000,1901.14,-39616.84375,2207.02,161,161,15.38
156.7909,810000,1887.42,-40016.1953125,2271.51,162,162,15.2566
156.5369,815000,1884.58,-40281.1328125,2221.18,163,163,15.0475
156.8277,820000,1885.19,-40371.65625,2201.67,164,164,15.4746
156.8207,825000,1841.98,-40553.8203125,2147.87,165,165,14.9467
156.5654,830000,1895.08,-40802.96484375,2238.95,166,166,15.2813
156.893,835000,1894.47,-41442.11328125,2215.69,167,167,15.2876
156.687,840000,1899.12,-41464.1953125,2219.55,168,168,15.3453
156.778,845000,1906.63,-41919.265625,2261.5,169,169,15.4142
156.7415,850000,1912.42,-42225.2734375,2259.67,170,170,15.5432
156.6964,855000,1870.5,-42237.01171875,2186.21,171,171,15.114
156.6218,860000,1834.66,-42447.8671875,2170.84,172,172,15.2104
156.5904,865000,1902.67,-42820.1875,2227.42,173,173,15.2104
156.6241,870000,1908.59,-43023.22265625,2242.6,174,174,15.3
156.6735,875000,1921.29,-43545.65625,2277.06,175,175,15.4636
156.5259,880000,1907.31,-43636.9921875,2246.34,176,176,15.2819
156.8359,885000,1907.36,-44215.76953125,2255.48,177,177,15.6884
156.7219,890000,1855.48,-43888.17578125,2160.14,178,178,15.1407
156.6737,895000,1934.56,-44575.26171875,2258.74,179,179,15.3742
156.568,900000,1885.69,-44325.078125,2175.82,180,180,15.2725
156.4807,905000,1924.38,-44695.484375,2226.81,181,181,15.2534
156.8515,910000,1875.47,-45219.07421875,2225.25,182,182,15.2215
156.7632,915000,1915.69,-45251.94140625,2246.82,183,183,15.218
156.6043,920000,1858.98,-45112.5390625,2160.14,184,184,14.9754
156.6084,925000,1900.65,-45893.1171875,2242.82,185,185,15.0991
156.5841,930000,1921.23,-45905.38671875,2263.31,186,186,15.1419
156.6988,935000,1892.09,-46088.96484375,2213.98,187,187,15.1156
156.724,940000,1916.1,-46267.4140625,2246.0,188,188,15.0258
156.8308,945000,1868.24,-46362.22265625,2161.89,189,189,15.0893
156.9083,950000,1872.71,-46683.65234375,2133.92,190,190,15.2001
156.5993,955000,1885.89,-46623.60546875,2241.52,191,191,15.3098
156.6446,960000,1930.92,-46758.625,2261.98,192,192,15.1618
156.6734,965000,1866.53,-47073.5,2205.35,193,193,15.1242
156.6879,970000,1913.5,-47293.88671875,2237.43,194,194,15.1984
156.5155,975000,1907.01,-47452.37890625,2230.45,195,195,15.0972
156.6642,980000,1887.96,-47454.55859375,2218.69,196,196,15.147
156.4306,985000,1877.31,-47655.41015625,2176.73,197,197,14.9273
156.6094,990000,1925.42,-47713.5234375,2229.42,198,198,15.1933
156.6607,995000,1886.73,-48235.55078125,2253.9,199,199,15.0277
156.6926,1000000,1915.61,-47974.953125,2213.23,200,200,15.1858
156.7027,1005000,1890.84,-48133.40625,2196.19,201,201,15.1968
156.6235,1010000,1903.9,-48414.2109375,2185.69,202,202,15.0388
156.5625,1015000,1908.26,-48471.31640625,2201.44,203,203,15.2135
156.6053,1020000,1907.42,-48665.15625,2208.21,204,204,14.9972
156.7078,1025000,1895.84,-48915.32421875,2190.95,205,205,15.0969
156.5866,1030000,1893.59,-48939.4921875,2205.02,206,206,14.8916
156.7331,1035000,1901.92,-49044.5390625,2187.8,207,207,15.1533
156.6541,1040000,1912.1,-49305.48046875,2198.97,208,208,15.0367
156.7647,1045000,1894.74,-49518.1171875,2213.16,209,209,15.1045
156.5854,1050000,1913.9,-49564.33984375,2232.73,210,210,15.1154
156.5917,1055000,1915.1,-49962.75390625,2234.03,211,211,15.1297
156.6666,1060000,1911.77,-50131.42578125,2232.86,212,212,15.2682
156.5868,1065000,1913.67,-50285.54296875,2210.97,213,213,15.1582
156.7719,1070000,1877.99,-50484.2578125,2170.22,214,214,15.1384
156.825,1075000,1877.63,-50521.49609375,2178.03,215,215,14.9937
156.512,1080000,1916.49,-50628.65234375,2211.63,216,216,15.2429
156.5949,1085000,1858.73,-50722.80078125,2181.2,217,217,14.9776
156.7408,1090000,1896.06,-50896.2265625,2166.29,218,218,15.0773
156.7209,1095000,1884.5,-50923.19140625,2151.43,219,219,14.9629
156.5489,1100000,1892.59,-51114.37109375,2214.52,220,220,14.9616
156.6506,1105000,1891.04,-51338.16796875,2187.15,221,221,14.9711
156.7442,1110000,1879.49,-51311.76171875,2161.79,222,222,14.8212
156.7642,1115000,1865.12,-51566.9765625,2177.9,223,223,14.8962
156.7138,1120000,1889.66,-51674.1796875,2189.78,224,224,15.0484
156.7408,1125000,1884.48,-51739.80078125,2200.24,225,225,14.8904
156.6204,1130000,1884.75,-52044.94921875,2186.83,226,226,15.0094
156.7376,1135000,1870.52,-51986.87109375,2159.65,227,227,14.8739
156.828,1140000,1904.99,-52131.046875,2208.41,228,228,14.9555
156.8519,1145000,1880.99,-52234.71484375,2184.5,229,229,14.8721
156.6721,1150000,1899.13,-52349.0859375,2174.51,230,230,15.0202
156.6923,1155000,1871.5,-52467.18359375,2176.92,231,231,14.8228
156.6639,1160000,1881.06,-52705.5703125,2204.5,232,232,14.8933
156.6024,1165000,1893.6,-52701.39453125,2182.2,233,233,14.9157
156.5576,1170000,1924.7,-53025.625,2232.77,234,234,14.8853
156.6369,1175000,1915.08,-53066.3984375,2242.42,235,235,14.9702
156.7215,1180000,1896.78,-53049.7109375,2212.5,236,236,14.9567
156.6988,1185000,1918.67,-53310.8203125,2249.62,237,237,14.9929
156.6474,1190000,1918.26,-53384.08984375,2221.98,238,238,14.817
156.704,1195000,1897.54,-53555.39453125,2200.81,239,239,14.8581
156.6524,1200000,1920.96,-53548.70703125,2246.89,240,240,14.9668
156.6261,1205000,1902.95,-53620.99609375,2192.66,241,241,14.7972
156.5911,1210000,1899.64,-53588.13671875,2205.12,242,242,14.9563
156.5126,1215000,1913.41,-53884.1796875,2202.02,243,243,14.8783
156.6676,1220000,1918.65,-53991.0703125,2205.14,244,244,14.9202
156.8001,1225000,1931.42,-54157.56640625,2245.65,245,245,15.0371
156.6206,1230000,1922.76,-54323.73046875,2246.56,246,246,14.8773
156.6919,1235000,1903.18,-54431.12109375,2232.39,247,247,15.0058
156.5014,1240000,1906.67,-54302.9375,2192.11,248,248,14.8266
156.622,1245000,1919.57,-54552.23828125,2248.11,249,249,14.9733
156.632,1250000,1924.79,-54772.93359375,2230.91,250,250,14.8205
156.4409,1255000,1908.87,-54802.12890625,2249.27,251,251,14.9208
156.6474,1260000,1912.19,-55029.78515625,2241.26,252,252,14.7731
156.7485,1265000,1900.51,-55078.52734375,2221.78,253,253,14.9102
156.6503,1270000,1921.42,-55039.609375,2231.41,254,254,15.024
156.5282,1275000,1921.29,-55155.80859375,2239.53,255,255,14.8255
156.5754,1280000,1914.13,-55449.51171875,2251.52,256,256,14.8797
156.5976,1285000,1928.2,-55604.2578125,2262.62,257,257,14.8835
156.6481,1290000,1922.6,-55555.9921875,2249.93,258,258,14.8836
156.5827,1295000,1923.89,-55763.19921875,2245.29,259,259,15.0047
156.6209,1300000,1928.1,-55801.42578125,2265.21,260,260,15.0753
156.5008,1305000,1914.33,-55857.46875,2229.6,261,261,14.8864
156.6512,1310000,1902.67,-56097.05859375,2230.41,262,262,14.9137
156.7174,1315000,1911.86,-56194.3984375,2240.22,263,263,14.9681
156.6208,1320000,1921.22,-56520.59765625,2241.67,264,264,15.0536
156.5997,1325000,1926.56,-56481.45703125,2244.13,265,265,14.9381
156.7066,1330000,1898.16,-56426.0625,2225.7,266,266,14.9012
156.6516,1335000,1939.72,-56614.81640625,2289.51,267,267,15.1093
156.6248,1340000,1951.36,-56912.46875,2272.55,268,268,15.1313
156.6681,1345000,1910.58,-57032.265625,2235.02,269,269,14.94
156.6521,1350000,1961.15,-57206.69140625,2258.48,270,270,15.2043
156.6766,1355000,1932.1,-57250.4921875,2251.67,271,271,14.963
156.6336,1360000,1931.38,-57237.5859375,2267.51,272,272,14.9304
156.6654,1365000,1934.97,-57299.6796875,2261.15,273,273,15.0297
156.7837,1370000,1948.17,-57733.9453125,2247.99,274,274,15.0018
156.6945,1375000,1933.39,-57626.18359375,2250.93,275,275,15.0342
156.5983,1380000,1929.65,-57754.30078125,2259.97,276,276,14.9964
156.6352,1385000,1921.98,-57792.5859375,2264.31,277,277,15.0067
156.7427,1390000,1932.91,-57950.48046875,2265.61,278,278,14.9973
156.6893,1395000,1931.36,-58287.08984375,2270.17,279,279,14.9786
156.6086,1400000,1938.81,-58317.06640625,2255.24,280,280,15.1264
156.6782,1405000,1927.97,-58496.15234375,2228.73,281,281,14.93
156.729,1410000,1950.29,-58551.8046875,2302.84,282,282,15.1257
156.6933,1415000,1930.08,-58721.19921875,2238.59,283,283,15.2448
156.6498,1420000,1938.37,-58854.578125,2281.75,284,284,15.1937
156.6453,1425000,1933.91,-58801.12890625,2272.13,285,285,15.0707
156.6506,1430000,1934.03,-59099.02734375,2286.27,286,286,15.18
156.6712,1435000,1949.62,-59413.390625,2282.29,287,287,15.2392
156.6769,1440000,1943.64,-59399.48046875,2285.42,288,288,15.0666
156.6339,1445000,1949.47,-59376.86328125,2272.53,289,289,15.1162
156.6793,1450000,1959.19,-59730.7421875,2299.5,290,290,15.1966
156.6223,1455000,1951.19,-59741.3046875,2299.27,291,291,15.1497
156.7404,1460000,1967.9,-59701.4453125,2310.91,292,292,15.1301
156.685,1465000,1953.46,-60021.1484375,2278.38,293,293,15.2186
156.5297,1470000,1980.1,-60019.12109375,2287.65,294,294,15.1921
156.615,1475000,1953.53,-60268.58984375,2285.44,295,295,15.0212
156.6185,1480000,1941.5,-60135.60546875,2271.08,296,296,14.9937
156.7078,1485000,1967.89,-60444.8046875,2285.74,297,297,15.1321
156.5683,1490000,1937.85,-60497.609375,2284.31,298,298,15.0817
156.6533,1495000,1946.93,-60394.35546875,2286.73,299,299,15.0506
156.6913,1500000,1947.79,-60655.51953125,2285.55,300,300,15.1514
156.5119,1505000,1936.98,-60559.54296875,2279.42,301,301,14.9789
156.5742,1510000,1960.38,-60985.5546875,2286.11,302,302,15.0738
156.5805,1515000,1939.55,-60815.203125,2266.56,303,303,14.8801
156.5307,1520000,1943.42,-61025.90234375,2281.3,304,304,14.9804
156.6893,1525000,1947.1,-61016.78125,2276.04,305,305,15.0683
156.5579,1530000,1944.91,-61301.1484375,2284.71,306,306,14.9305
156.6026,1535000,1956.99,-61529.21875,2292.36,307,307,15.2259
156.5082,1540000,1952.57,-61404.33203125,2326.74,308,308,15.0882
156.6771,1545000,1979.72,-61670.76171875,2294.15,309,309,15.0378
156.6265,1550000,1951.88,-61489.21484375,2275.17,310,310,15.0333
156.5893,1555000,1944.68,-61639.22265625,2272.75,311,311,14.9341
156.5799,1560000,1964.4,-61718.5,2299.34,312,312,15.0993
156.5582,1565000,1940.09,-62069.83984375,2290.64,313,313,14.8812
156.6073,1570000,1954.55,-62011.1328125,2298.38,314,314,14.9965
156.6699,1575000,1954.75,-62350.89453125,2294.1,315,315,14.913
156.5667,1580000,1978.44,-62226.23046875,2308.05,316,316,15.1333
156.5366,1585000,1944.15,-62159.34375,2288.93,317,317,15.0995
156.7054,1590000,1951.55,-62456.62109375,2299.81,318,318,15.0895
156.6485,1595000,1946.28,-62504.046875,2313.28,319,319,15.0109
156.7023,1600000,1954.36,-62681.203125,2318.8,320,320,15.1
156.5263,1605000,1964.42,-62854.6640625,2323.2,321,321,15.1848
156.5822,1610000,1941.97,-62868.1328125,2311.63,322,322,14.9901
156.6989,1615000,1976.12,-63050.3828125,2311.0,323,323,15.2389
156.5494,1620000,1981.58,-63068.5078125,2304.49,324,324,15.2874
156.4258,1625000,1962.74,-63167.6015625,2304.68,325,325,15.1498
156.5379,1630000,1956.69,-63243.82421875,2288.72,326,326,14.9948
156.5993,1635000,1961.26,-63509.27734375,2287.76,327,327,14.9749
156.7292,1640000,1952.74,-63238.23828125,2299.49,328,328,15.1321
156.6351,1645000,1984.73,-63572.80078125,2328.55,329,329,15.2759
156.5326,1650000,1959.37,-63671.26953125,2281.77,330,330,14.9754
156.6382,1655000,1952.19,-64058.95703125,2321.0,331,331,15.0743
156.5978,1660000,1957.13,-63543.28515625,2285.98,332,332,15.0059
156.581,1665000,1955.8,-63933.3515625,2315.98,333,333,15.2089
156.7164,1670000,1973.58,-64440.44140625,2312.45,334,334,15.2769
156.6186,1675000,1969.03,-64226.71875,2325.31,335,335,15.081
156.6978,1680000,1959.75,-64486.28125,2310.6,336,336,15.1178
156.6329,1685000,1946.05,-64525.09765625,2299.32,337,337,15.1409
156.5942,1690000,1960.85,-64796.4453125,2307.79,338,338,15.1865
156.5888,1695000,1960.57,-64610.24609375,2305.29,339,339,15.1866
156.6687,1700000,1945.83,-64947.234375,2284.4,340,340,15.0388
156.5762,1705000,1962.5,-64918.47265625,2299.82,341,341,15.0701
156.5512,1710000,1954.94,-64922.3125,2291.81,342,342,15.1581
156.5389,1715000,1957.54,-65177.89453125,2301.72,343,343,15.1299
156.7056,1720000,1964.7,-65197.359375,2322.29,344,344,15.1255
156.6725,1725000,1949.88,-65582.921875,2336.2,345,345,15.0758
156.6531,1730000,1960.46,-65488.94140625,2204.71,346,346,15.1609
156.6691,1735000,1811.68,-65824.0078125,2133.85,347,347,15.0563
156.5319,1740000,1987.92,-65774.1015625,2321.83,348,348,15.2258
156.6202,1745000,1970.94,-66126.1953125,2334.67,349,349,15.2279
156.4542,1750000,1971.69,-66050.796875,2329.2,350,350,15.1289
156.5739,1755000,1975.8,-66055.671875,2310.58,351,351,15.1388
156.5461,1760000,1982.03,-66338.046875,2337.03,352,352,15.1615
156.5453,1765000,1980.2,-66233.4296875,2312.91,353,353,15.0064
156.5296,1770000,1965.1,-66486.3046875,2297.78,354,354,15.0247
156.5714,1775000,1966.42,-66324.265625,2298.42,355,355,14.8693
156.4909,1780000,1972.66,-66669.015625,2322.0,356,356,15.105
156.6202,1785000,1952.03,-66657.1171875,2300.06,357,357,14.9704
156.5842,1790000,1970.59,-66837.6328125,2315.94,358,358,14.9995
156.7149,1795000,1963.76,-66759.28125,2300.12,359,359,14.9877
156.6023,1800000,1957.0,-66862.234375,2285.48,360,360,15.092
156.6181,1805000,1960.8,-66868.640625,2290.23,361,361,15.0897
156.7281,1810000,1948.57,-66786.6484375,2284.58,362,362,14.9895
156.6118,1815000,1980.74,-67196.4609375,2281.23,363,363,15.0005
156.473,1820000,1959.08,-67183.078125,2287.49,364,364,15.0939
156.4066,1825000,1980.42,-67198.234375,2315.7,365,365,15.0177
156.5928,1830000,1976.67,-67374.71875,2297.6,366,366,15.1605
156.5242,1835000,1976.5,-67353.3046875,2276.98,367,367,15.1541
156.6163,1840000,1983.72,-67547.7734375,2302.92,368,368,15.0452
156.7055,1845000,1969.96,-67525.1171875,2264.78,369,369,15.1452
156.583,1850000,1952.69,-67565.15625,2273.87,370,370,15.0544
156.521,1855000,1984.35,-67868.1796875,2271.74,371,371,15.1954
156.6758,1860000,1975.53,-67912.3359375,2302.52,372,372,15.1904
156.5499,1865000,1976.06,-68157.6640625,2295.53,373,373,15.1457
156.6489,1870000,1975.64,-68169.78125,2298.97,374,374,15.0986
156.7388,1875000,1965.41,-68274.0390625,2291.25,375,375,14.9387
156.5804,1880000,1976.71,-68346.4765625,2283.17,376,376,15.1303
156.6205,1885000,1991.72,-68536.25,2279.99,377,377,14.9881
156.5624,1890000,1964.4,-68330.359375,2283.54,378,378,15.0132
156.6037,1895000,1968.71,-68632.9453125,2283.2,379,379,14.9994
156.4495,1900000,1956.92,-68716.6328125,2264.09,380,380,14.9454
156.4829,1905000,1985.92,-68992.875,2291.33,381,381,15.1359
156.5496,1910000,1989.01,-68855.7109375,2296.1,382,382,14.9322
156.5082,1915000,1986.71,-69063.5859375,2291.33,383,383,15.0809
156.6705,1920000,1954.99,-69122.6328125,2293.55,384,384,15.0456
156.5534,1925000,1971.86,-69299.0703125,2292.96,385,385,15.1422
156.5833,1930000,1958.1,-69376.1328125,2270.66,386,386,15.0328
156.6641,1935000,1986.94,-69658.78125,2291.1,387,387,15.1211
156.6947,1940000,1987.89,-69835.3203125,2290.53,388,388,15.1056
156.4999,1945000,1989.33,-70084.0625,2300.83,389,389,15.14
156.597,1950000,1995.53,-69785.984375,2307.63,390,390,15.1267
156.4339,1955000,2001.6,-69913.296875,2308.18,391,391,15.235
156.7449,1960000,1973.63,-69954.296875,2283.05,392,392,15.0781
156.5786,1965000,1977.35,-70119.46875,2276.43,393,393,15.0812
