Running Reverse KL,Real Det Return,Running Forward KL,Real Sto Return,Running Update Time,Itration,Running Env Steps,Reward Loss
27.5239,2604.43,26.7224,2604.04,105,105,525000,-1425.1534423828125
18.754,2175.46,27.4081,2180.92,106,106,530000,-2422.569091796875
57.4756,991.85,37.3877,991.83,107,107,535000,-5072.7919921875
94.9467,981.7,37.8059,981.44,108,108,540000,-5145.98828125
93.8401,987.31,37.9446,987.35,109,109,545000,-5154.3193359375
37.8397,994.35,36.5546,994.66,110,110,550000,-5177.8359375
20.3285,2139.78,27.2785,2165.95,111,111,555000,-2318.298828125
62.4439,1012.05,38.1975,1012.02,112,112,560000,-5353.396484375
48.2827,1007.58,36.6292,1007.56,113,113,565000,-5330.50048828125
62.4195,1017.58,35.6106,1017.33,114,114,570000,-5485.8388671875
66.9654,984.94,37.0522,985.02,115,115,575000,-5555.50537109375
67.3571,1020.32,36.2062,1020.29,116,116,580000,-5593.177734375
55.9816,1029.49,36.0437,1029.36,117,117,585000,-5597.27978515625
58.5477,1037.28,36.9074,1037.1,118,118,590000,-5595.58935546875
72.6879,1039.9,36.0719,1039.94,119,119,595000,-5658.0029296875
45.2315,1023.93,35.9201,1023.88,120,120,600000,-5790.6884765625
33.5705,1013.25,35.2493,1008.8,121,121,605000,-5510.9638671875
61.4634,995.04,39.011,995.26,122,122,610000,-5964.7548828125
65.7308,994.61,38.7819,994.82,123,123,615000,-6116.1279296875
61.8453,1001.89,35.3548,1001.75,124,124,620000,-6169.2548828125
49.6483,1002.55,35.2376,1002.63,125,125,625000,-6265.302734375
75.0714,31.73,36.8257,32.31,126,126,630000,-6237.9228515625
51.0655,87.82,33.1695,88.34,127,127,635000,-6640.900390625
205.946,105.11,33.1159,105.32,128,128,640000,-6508.0458984375
229.7249,-2.39,37.4769,-2.45,129,129,645000,-5677.39599609375
68.4215,994.42,40.1497,994.58,130,130,650000,-6455.42578125
83.7234,158.88,37.5846,158.69,131,131,655000,-6538.53955078125
99.5319,17.45,37.9521,17.42,132,132,660000,-5765.185546875
60.2483,1009.98,36.2088,1009.76,133,133,665000,-6426.033203125
80.7026,997.72,36.6737,997.76,134,134,670000,-6606.6025390625
24.38,1014.94,34.6474,1014.86,135,135,675000,-5956.666015625
52.751,1018.3,34.7857,1017.79,136,136,680000,-7005.064453125
44.4208,1016.78,35.1182,1016.64,137,137,685000,-7123.0185546875
25.204,1010.65,35.0964,1010.73,138,138,690000,-6819.9775390625
24.0674,1063.44,34.0865,1062.96,139,139,695000,-5909.09619140625
19.0809,1079.27,33.3564,1077.36,140,140,700000,-6242.72998046875
20.8122,1812.7,29.7664,1854.9,141,141,705000,-4050.7685546875
23.7146,2313.89,27.6717,2306.09,142,142,710000,-2536.968017578125
23.8284,2447.96,27.4736,2452.43,143,143,715000,-2390.5302734375
24.8112,2691.89,27.4533,2691.0,144,144,720000,-1544.5089111328125
23.5223,2255.66,28.2965,2252.26,145,145,725000,-3244.530029296875
93.9372,1497.94,27.0905,1799.5,146,146,730000,-2497.832763671875
20.5268,2368.08,27.7238,2363.08,147,147,735000,-2739.486572265625
21.7388,2186.72,28.6988,2178.52,148,148,740000,-3101.363037109375
114.6116,953.84,27.4812,989.27,149,149,745000,-5609.5869140625
21.2965,2245.23,27.7427,2230.17,150,150,750000,-2676.3671875
21.5117,2354.18,27.4581,2360.33,151,151,755000,-2494.790771484375
47.4332,2155.66,26.137,2042.46,152,152,760000,-4141.63134765625
76.3184,1016.72,34.0762,1016.73,153,153,765000,-8127.80908203125
179.2733,627.14,23.6491,625.23,154,154,770000,-5954.77294921875
182.2037,384.07,25.6179,384.34,155,155,775000,-6228.6826171875
62.2433,2308.05,28.0544,2410.0,156,156,780000,-2189.7998046875
22.2689,1396.51,29.2948,1240.22,157,157,785000,-5304.4248046875
75.7933,1003.18,35.8416,1003.16,158,158,790000,-8379.2958984375
40.5269,990.96,36.0071,991.24,159,159,795000,-8277.154296875
90.1222,987.34,36.0821,986.71,160,160,800000,-8419.2216796875
22.5313,978.43,34.9637,976.9,161,161,805000,-7434.0810546875
61.0736,1035.05,35.1167,1034.87,162,162,810000,-8660.318359375
49.7285,1025.7,34.2502,1025.91,163,163,815000,-8496.3076171875
189.4366,242.94,31.5047,243.79,164,164,820000,-6651.83935546875
35.0025,960.23,32.0129,980.14,165,165,825000,-6544.4619140625
213.6169,287.68,30.5345,293.57,166,166,830000,-7217.2568359375
101.8541,206.52,31.3348,193.24,167,167,835000,-6615.65283203125
187.5468,197.9,31.3891,175.02,168,168,840000,-8560.51953125
194.6354,305.14,29.2252,333.7,169,169,845000,-7892.2177734375
124.0697,241.11,29.3591,229.15,170,170,850000,-6816.849609375
127.9912,417.46,28.0642,412.14,171,171,855000,-6062.99951171875
48.7094,493.99,26.9896,458.69,172,172,860000,-3665.430419921875
22.6304,712.24,27.1853,670.21,173,173,865000,-3792.48291015625
79.3646,426.1,29.4049,386.21,174,174,870000,-6227.53466796875
50.3259,408.74,29.3493,428.97,175,175,875000,-6944.66845703125
37.2532,569.11,28.8055,509.28,176,176,880000,-7302.8896484375
23.6862,726.87,28.7239,614.73,177,177,885000,-5695.26513671875
70.7397,434.92,28.1013,463.08,178,178,890000,-6592.9521484375
13.3874,1279.02,25.9108,1307.58,179,179,895000,-3630.792724609375
12.7145,813.12,26.6537,801.44,180,180,900000,-2914.654052734375
21.4903,660.56,26.6689,970.31,181,181,905000,-4807.5009765625
29.4276,513.25,27.3487,480.25,182,182,910000,-3569.6630859375
39.3696,584.38,27.2613,775.88,183,183,915000,-5806.64599609375
26.3419,645.9,24.0602,917.25,184,184,920000,-2978.966064453125
29.6146,258.66,33.6382,234.07,185,185,925000,-8083.25732421875
53.6031,981.96,37.5969,982.2,186,186,930000,-10071.4462890625
80.8099,982.47,37.5483,982.35,187,187,935000,-9892.4716796875
65.3858,982.33,37.3585,982.65,188,188,940000,-9828.986328125
101.9719,994.74,37.6301,994.83,189,189,945000,-10409.1689453125
49.1793,993.11,37.827,992.77,190,190,950000,-10161.0546875
50.3935,987.02,36.6639,987.0,191,191,955000,-10050.33203125
93.1837,991.49,36.4814,991.92,192,192,960000,-10393.8701171875
37.5278,996.22,36.3519,996.39,193,193,965000,-10236.068359375
22.0904,984.21,31.747,969.91,194,194,970000,-9086.193359375
21.7932,864.43,27.3177,946.18,195,195,975000,-6696.2822265625
46.3779,668.2,28.1531,677.14,196,196,980000,-7166.33154296875
38.1887,339.03,28.7697,341.75,197,197,985000,-7748.9619140625
43.8883,436.29,29.0621,528.25,198,198,990000,-7238.12109375
182.5151,373.71,30.0645,410.15,199,199,995000,-9979.3857421875
